condition,target_building,worker_id,axis,qualified,training_responses,training_buildings,score,source_condition
manual,2t7WUuJeko7,W021,T,True,30,12,-1.36889890922,manual
manual,2t7WUuJeko7,W027,T,True,57,12,0.953197265509,manual
manual,2t7WUuJeko7,W028,T,True,70,18,0.342833900465,manual
manual,2t7WUuJeko7,W029,T,True,68,18,0.432866363321,manual
manual,2t7WUuJeko7,W030,T,True,70,18,-0.500647646172,manual
manual,2t7WUuJeko7,W031,T,True,29,16,0.100911283995,manual
manual,2t7WUuJeko7,W032,T,True,70,18,0.515211501127,manual
manual,2t7WUuJeko7,W033,T,True,71,18,0.794138017991,manual
manual,2t7WUuJeko7,W034,T,True,25,14,0.128861730648,manual
manual,2t7WUuJeko7,W035,T,True,40,17,0.235020893882,manual
manual,2t7WUuJeko7,W036,T,True,67,18,1.61192294731,manual
manual,2t7WUuJeko7,W037,T,True,71,18,0.473543140734,manual
manual,7y3sRwLe3Va,W001,Q,True,61,15,0.0199676592507,manual
manual,7y3sRwLe3Va,W002,Q,True,58,15,-0.0398753654712,manual
manual,7y3sRwLe3Va,W006,Q,True,63,16,0.000894254350289,manual
manual,7y3sRwLe3Va,W008,Q,True,64,16,0.00629889195091,manual
manual,7y3sRwLe3Va,W010,Q,True,61,14,-0.00444676791661,manual
manual,7y3sRwLe3Va,W011,Q,True,62,16,0.00643880464183,manual
manual,7y3sRwLe3Va,W012,Q,True,60,17,0.0258927002252,manual
manual,7y3sRwLe3Va,W013,Q,True,63,15,0.00999632811516,manual
manual,7y3sRwLe3Va,W014,Q,True,56,11,0.0188185367589,manual
manual,7y3sRwLe3Va,W015,Q,True,62,17,-0.0106529314363,manual
manual,7y3sRwLe3Va,W017,Q,True,62,16,-0.00991768028664,manual
manual,7y3sRwLe3Va,W018,Q,True,55,11,-0.0233767936416,manual
manual,7y3sRwLe3Va,W021,Q,True,29,11,-0.00283351328575,manual
manual,7y3sRwLe3Va,W027,Q,True,54,11,-0.0513415118229,manual
manual,7y3sRwLe3Va,W028,Q,True,62,14,0.0136258286208,manual
manual,7y3sRwLe3Va,W029,Q,True,60,15,0.0206786395689,manual
manual,7y3sRwLe3Va,W030,Q,True,61,16,0.00578160256787,manual
manual,7y3sRwLe3Va,W031,Q,True,64,16,-0.00213695807186,manual
manual,7y3sRwLe3Va,W032,Q,True,61,16,0.0160889741201,manual
manual,7y3sRwLe3Va,W033,Q,True,62,14,0.00929805051931,manual
manual,7y3sRwLe3Va,W034,Q,True,80,17,0.034264088251,manual
manual,7y3sRwLe3Va,W035,Q,True,62,16,0.0239264691363,manual
manual,7y3sRwLe3Va,W036,Q,True,63,16,0.00897946878095,manual
manual,7y3sRwLe3Va,W037,Q,True,63,17,0.0334156937078,manual
manual,7y3sRwLe3Va,W001,T,True,67,19,-0.629319153445,manual
manual,7y3sRwLe3Va,W002,T,True,64,18,-0.271682268802,manual
manual,7y3sRwLe3Va,W006,T,True,67,18,-1.36944581565,manual
manual,7y3sRwLe3Va,W008,T,True,68,19,0.376286790097,manual
manual,7y3sRwLe3Va,W010,T,True,67,18,-0.414337611473,manual
manual,7y3sRwLe3Va,W011,T,True,65,17,-0.0607268518444,manual
manual,7y3sRwLe3Va,W012,T,True,38,16,-0.784004909284,manual
manual,7y3sRwLe3Va,W013,T,True,68,18,-1.0058632171,manual
manual,7y3sRwLe3Va,W015,T,True,68,20,0.39794818376,manual
manual,7y3sRwLe3Va,W017,T,True,68,19,-0.292244921317,manual
manual,7y3sRwLe3Va,W018,T,True,56,11,-0.534951772631,manual
manual,7y3sRwLe3Va,W021,T,True,29,11,-1.39145909968,manual
manual,7y3sRwLe3Va,W027,T,True,54,11,0.951871627655,manual
manual,7y3sRwLe3Va,W028,T,True,67,17,0.327067101568,manual
manual,7y3sRwLe3Va,W029,T,True,65,17,0.419619339893,manual
manual,7y3sRwLe3Va,W030,T,True,67,17,-0.489488379345,manual
manual,7y3sRwLe3Va,W031,T,True,29,16,0.106845385519,manual
manual,7y3sRwLe3Va,W032,T,True,67,17,0.496202376723,manual
manual,7y3sRwLe3Va,W033,T,True,68,17,0.786911038914,manual
manual,7y3sRwLe3Va,W034,T,True,26,14,0.130053148068,manual
manual,7y3sRwLe3Va,W035,T,True,39,16,0.220964311324,manual
manual,7y3sRwLe3Va,W036,T,True,64,17,1.61986584529,manual
manual,7y3sRwLe3Va,W037,T,True,68,17,0.486973498654,manual
manual,B6ByNegPMKs,W001,Q,True,60,15,0.0193647842519,manual
manual,B6ByNegPMKs,W002,Q,True,57,15,-0.0393907879745,manual
manual,B6ByNegPMKs,W006,Q,True,62,16,-0.00347653775605,manual
manual,B6ByNegPMKs,W008,Q,True,62,16,0.000863090028293,manual
manual,B6ByNegPMKs,W010,Q,True,60,14,0.000682265634236,manual
manual,B6ByNegPMKs,W011,Q,True,61,16,0.00738329007042,manual
manual,B6ByNegPMKs,W012,Q,True,59,17,0.0219804247305,manual
manual,B6ByNegPMKs,W013,Q,True,60,15,0.0100371876971,manual
manual,B6ByNegPMKs,W014,Q,True,53,11,0.0151293333068,manual
manual,B6ByNegPMKs,W015,Q,True,61,17,-0.0139198983281,manual
manual,B6ByNegPMKs,W017,Q,True,60,16,-0.0114863236457,manual
manual,B6ByNegPMKs,W018,Q,True,53,11,-0.0322419059251,manual
manual,B6ByNegPMKs,W021,Q,True,27,11,-0.0109845505163,manual
manual,B6ByNegPMKs,W027,Q,True,52,11,-0.0401764946931,manual
manual,B6ByNegPMKs,W028,Q,True,60,14,0.0147802414313,manual
manual,B6ByNegPMKs,W029,Q,True,58,15,0.019086278879,manual
manual,B6ByNegPMKs,W030,Q,True,60,16,-3.64802920333e-05,manual
manual,B6ByNegPMKs,W031,Q,True,64,16,-0.00245973219937,manual
manual,B6ByNegPMKs,W032,Q,True,61,16,0.0114197598499,manual
manual,B6ByNegPMKs,W033,Q,True,61,14,0.00732948099484,manual
manual,B6ByNegPMKs,W034,Q,True,78,17,0.0329854314462,manual
manual,B6ByNegPMKs,W035,Q,True,59,16,0.027206613621,manual
manual,B6ByNegPMKs,W036,Q,True,61,16,0.00242167489111,manual
manual,B6ByNegPMKs,W037,Q,True,62,17,0.0333537068166,manual
manual,B6ByNegPMKs,W001,T,True,66,19,-0.61476230564,manual
manual,B6ByNegPMKs,W002,T,True,63,18,-0.26430209235,manual
manual,B6ByNegPMKs,W006,T,True,66,18,-1.37301869268,manual
manual,B6ByNegPMKs,W008,T,True,66,19,0.347268929365,manual
manual,B6ByNegPMKs,W010,T,True,66,18,-0.3998544781,manual
manual,B6ByNegPMKs,W011,T,True,64,17,-0.082649502426,manual
manual,B6ByNegPMKs,W012,T,True,39,16,-0.773446672427,manual
manual,B6ByNegPMKs,W013,T,True,65,18,-1.01125569387,manual
manual,B6ByNegPMKs,W015,T,True,67,20,0.371867575327,manual
manual,B6ByNegPMKs,W017,T,True,66,19,-0.301198907247,manual
manual,B6ByNegPMKs,W018,T,True,54,11,-0.528531523224,manual
manual,B6ByNegPMKs,W021,T,True,27,11,-1.37738743699,manual
manual,B6ByNegPMKs,W027,T,True,52,11,0.986062398402,manual
manual,B6ByNegPMKs,W028,T,True,65,17,0.377022816196,manual
manual,B6ByNegPMKs,W029,T,True,63,17,0.437586892391,manual
manual,B6ByNegPMKs,W030,T,True,66,17,-0.517954227966,manual
manual,B6ByNegPMKs,W031,T,True,30,16,0.101478884457,manual
manual,B6ByNegPMKs,W032,T,True,66,17,0.509204006185,manual
manual,B6ByNegPMKs,W033,T,True,67,17,0.822309568651,manual
manual,B6ByNegPMKs,W034,T,True,25,14,0.122838861049,manual
manual,B6ByNegPMKs,W035,T,True,38,16,0.296285384475,manual
manual,B6ByNegPMKs,W036,T,True,63,17,1.62688446051,manual
manual,B6ByNegPMKs,W037,T,True,67,17,0.457919246804,manual
manual,S9hNv5qa7GM,W001,Q,True,61,15,0.0193933202676,manual
manual,S9hNv5qa7GM,W002,Q,True,60,15,-0.0400035728039,manual
manual,S9hNv5qa7GM,W006,Q,True,64,16,0.00172577404849,manual
manual,S9hNv5qa7GM,W008,Q,True,64,16,0.00660948081285,manual
manual,S9hNv5qa7GM,W010,Q,True,59,14,-0.00389135589631,manual
manual,S9hNv5qa7GM,W011,Q,True,62,16,0.00843337703886,manual
manual,S9hNv5qa7GM,W012,Q,True,61,17,0.0235398183962,manual
manual,S9hNv5qa7GM,W013,Q,True,63,15,0.0134654199395,manual
manual,S9hNv5qa7GM,W014,Q,True,58,12,0.0182689579325,manual
manual,S9hNv5qa7GM,W015,Q,True,63,17,-0.0120353806204,manual
manual,S9hNv5qa7GM,W017,Q,True,62,16,-0.00533305397763,manual
manual,S9hNv5qa7GM,W018,Q,True,57,12,-0.0253407997226,manual
manual,S9hNv5qa7GM,W021,Q,True,30,12,-0.00254353577273,manual
manual,S9hNv5qa7GM,W027,Q,True,57,12,-0.0477560392543,manual
manual,S9hNv5qa7GM,W028,Q,True,62,14,0.0170593495724,manual
manual,S9hNv5qa7GM,W029,Q,True,61,15,0.0204263862514,manual
manual,S9hNv5qa7GM,W030,Q,True,61,16,0.00496699136856,manual
manual,S9hNv5qa7GM,W031,Q,True,66,16,-0.00379544266352,manual
manual,S9hNv5qa7GM,W032,Q,True,62,16,0.0135737197866,manual
manual,S9hNv5qa7GM,W033,Q,True,63,14,0.00864010947635,manual
manual,S9hNv5qa7GM,W034,Q,True,82,17,0.0358863408413,manual
manual,S9hNv5qa7GM,W035,Q,True,62,16,0.0267526830556,manual
manual,S9hNv5qa7GM,W036,Q,True,63,16,0.0133168799292,manual
manual,S9hNv5qa7GM,W037,Q,True,63,17,0.0317295528073,manual
manual,S9hNv5qa7GM,W001,T,True,67,19,-0.618702976198,manual
manual,S9hNv5qa7GM,W002,T,True,64,18,-0.266181119738,manual
manual,S9hNv5qa7GM,W006,T,True,68,18,-1.39512738167,manual
manual,S9hNv5qa7GM,W008,T,True,68,19,0.375505077807,manual
manual,S9hNv5qa7GM,W010,T,True,64,18,-0.409254850032,manual
manual,S9hNv5qa7GM,W011,T,True,64,17,-0.0746215099363,manual
manual,S9hNv5qa7GM,W012,T,True,37,16,-0.782563605368,manual
manual,S9hNv5qa7GM,W013,T,True,68,18,-0.996768210218,manual
manual,S9hNv5qa7GM,W015,T,True,69,20,0.363467672995,manual
manual,S9hNv5qa7GM,W017,T,True,68,19,-0.254328412519,manual
manual,S9hNv5qa7GM,W018,T,True,58,12,-0.518038737126,manual
manual,S9hNv5qa7GM,W021,T,True,30,12,-1.36889890922,manual
manual,S9hNv5qa7GM,W027,T,True,57,12,0.953197265509,manual
manual,S9hNv5qa7GM,W028,T,True,67,17,0.368142180492,manual
manual,S9hNv5qa7GM,W029,T,True,66,17,0.425485431655,manual
manual,S9hNv5qa7GM,W030,T,True,67,17,-0.518928474492,manual
manual,S9hNv5qa7GM,W031,T,True,29,16,0.0872410391325,manual
manual,S9hNv5qa7GM,W032,T,True,67,17,0.533311695782,manual
manual,S9hNv5qa7GM,W033,T,True,68,17,0.815823493504,manual
manual,S9hNv5qa7GM,W034,T,True,25,14,0.128064029371,manual
manual,S9hNv5qa7GM,W035,T,True,38,16,0.225882868357,manual
manual,S9hNv5qa7GM,W036,T,True,64,17,1.6617485759,manual
manual,S9hNv5qa7GM,W037,T,True,67,17,0.474141055478,manual
manual,UwV83HsGsw3,W001,Q,True,59,15,0.0180838121066,manual
manual,UwV83HsGsw3,W002,Q,True,58,15,-0.0369251174447,manual
manual,UwV83HsGsw3,W006,Q,True,62,16,0.00158527715715,manual
manual,UwV83HsGsw3,W008,Q,True,62,16,0.00667169481072,manual
manual,UwV83HsGsw3,W010,Q,True,60,14,-0.00448239217891,manual
manual,UwV83HsGsw3,W011,Q,True,61,16,0.00601649624223,manual
manual,UwV83HsGsw3,W012,Q,True,59,17,0.0246378440135,manual
manual,UwV83HsGsw3,W013,Q,True,61,15,0.0147006146513,manual
manual,UwV83HsGsw3,W014,Q,True,54,11,0.0203083550239,manual
manual,UwV83HsGsw3,W015,Q,True,61,17,-0.00947188655691,manual
manual,UwV83HsGsw3,W017,Q,True,60,16,-0.00463663241119,manual
manual,UwV83HsGsw3,W018,Q,True,52,11,-0.0213486369208,manual
manual,UwV83HsGsw3,W021,Q,True,28,11,-0.00316953332608,manual
manual,UwV83HsGsw3,W027,Q,True,53,11,-0.0462288938478,manual
manual,UwV83HsGsw3,W028,Q,True,61,14,0.0166054459465,manual
manual,UwV83HsGsw3,W029,Q,True,59,15,0.0206440901745,manual
manual,UwV83HsGsw3,W030,Q,True,59,16,0.00256521409319,manual
manual,UwV83HsGsw3,W031,Q,True,64,16,-0.00251189843069,manual
manual,UwV83HsGsw3,W032,Q,True,60,16,0.0129511980076,manual
manual,UwV83HsGsw3,W033,Q,True,61,14,0.00732563667342,manual
manual,UwV83HsGsw3,W034,Q,True,80,17,0.034312353238,manual
manual,UwV83HsGsw3,W035,Q,True,60,16,0.0246366359576,manual
manual,UwV83HsGsw3,W036,Q,True,62,16,0.00936502944252,manual
manual,UwV83HsGsw3,W037,Q,True,62,17,0.030455039823,manual
manual,UwV83HsGsw3,W001,T,True,66,19,-0.650380977827,manual
manual,UwV83HsGsw3,W002,T,True,63,18,-0.254444651714,manual
manual,UwV83HsGsw3,W006,T,True,66,18,-1.31788996932,manual
manual,UwV83HsGsw3,W008,T,True,66,19,0.362347802755,manual
manual,UwV83HsGsw3,W010,T,True,66,18,-0.3928917367,manual
manual,UwV83HsGsw3,W011,T,True,65,17,-0.0468087343306,manual
manual,UwV83HsGsw3,W012,T,True,38,16,-0.742686752555,manual
manual,UwV83HsGsw3,W013,T,True,66,18,-1.00618893041,manual
manual,UwV83HsGsw3,W015,T,True,67,20,0.318544349422,manual
manual,UwV83HsGsw3,W017,T,True,66,19,-0.380969236752,manual
manual,UwV83HsGsw3,W018,T,True,53,11,-0.519747053969,manual
manual,UwV83HsGsw3,W021,T,True,28,11,-1.37781860381,manual
manual,UwV83HsGsw3,W027,T,True,53,11,0.937745520785,manual
manual,UwV83HsGsw3,W028,T,True,66,17,0.327972818241,manual
manual,UwV83HsGsw3,W029,T,True,64,17,0.503222760263,manual
manual,UwV83HsGsw3,W030,T,True,65,17,-0.507387682857,manual
manual,UwV83HsGsw3,W031,T,True,30,16,0.0979668672683,manual
manual,UwV83HsGsw3,W032,T,True,67,17,0.507953386023,manual
manual,UwV83HsGsw3,W033,T,True,67,17,0.785399868919,manual
manual,UwV83HsGsw3,W034,T,True,27,15,0.123980751781,manual
manual,UwV83HsGsw3,W035,T,True,38,16,0.211469962019,manual
manual,UwV83HsGsw3,W036,T,True,63,17,1.60912137578,manual
manual,UwV83HsGsw3,W037,T,True,67,17,0.471069509569,manual
manual,VFuaQ6m2Qom,W001,Q,True,64,16,0.019075143102,manual
manual,VFuaQ6m2Qom,W002,Q,True,61,16,-0.0393486390331,manual
manual,VFuaQ6m2Qom,W006,Q,True,66,17,0.000944288161314,manual
manual,VFuaQ6m2Qom,W008,Q,True,66,17,0.00613815753616,manual
manual,VFuaQ6m2Qom,W010,Q,True,64,15,-0.00415936945057,manual
manual,VFuaQ6m2Qom,W011,Q,True,65,17,0.00628569129841,manual
manual,VFuaQ6m2Qom,W012,Q,True,63,18,0.0230001633076,manual
manual,VFuaQ6m2Qom,W013,Q,True,65,16,0.0129863676549,manual
manual,VFuaQ6m2Qom,W014,Q,True,58,12,0.0182689579325,manual
manual,VFuaQ6m2Qom,W015,Q,True,65,18,-0.01056590039,manual
manual,VFuaQ6m2Qom,W017,Q,True,64,17,-0.00522231485621,manual
manual,VFuaQ6m2Qom,W018,Q,True,57,12,-0.0253407997226,manual
manual,VFuaQ6m2Qom,W021,Q,True,30,12,-0.00254353577273,manual
manual,VFuaQ6m2Qom,W027,Q,True,57,12,-0.0477560392543,manual
manual,VFuaQ6m2Qom,W028,Q,True,65,15,0.016067655691,manual
manual,VFuaQ6m2Qom,W029,Q,True,63,16,0.0200116691274,manual
manual,VFuaQ6m2Qom,W030,Q,True,63,16,0.00398495298594,manual
manual,VFuaQ6m2Qom,W031,Q,True,67,16,-0.00309026181236,manual
manual,VFuaQ6m2Qom,W032,Q,True,64,17,0.0138466376932,manual
manual,VFuaQ6m2Qom,W033,Q,True,65,15,0.00836738972427,manual
manual,VFuaQ6m2Qom,W034,Q,True,84,18,0.0352599631872,manual
manual,VFuaQ6m2Qom,W035,Q,True,64,17,0.0261584235033,manual
manual,VFuaQ6m2Qom,W036,Q,True,65,16,0.0112678987329,manual
manual,VFuaQ6m2Qom,W037,Q,True,65,17,0.0320487941152,manual
manual,VFuaQ6m2Qom,W001,T,True,69,19,-0.630582800462,manual
manual,VFuaQ6m2Qom,W002,T,True,66,18,-0.280354909401,manual
manual,VFuaQ6m2Qom,W006,T,True,69,18,-1.38727163313,manual
manual,VFuaQ6m2Qom,W008,T,True,69,19,0.383025591068,manual
manual,VFuaQ6m2Qom,W010,T,True,68,18,-0.393605015008,manual
manual,VFuaQ6m2Qom,W011,T,True,66,17,-0.0770242608692,manual
manual,VFuaQ6m2Qom,W012,T,True,39,16,-0.785612767371,manual
manual,VFuaQ6m2Qom,W013,T,True,69,18,-0.990675077345,manual
manual,VFuaQ6m2Qom,W015,T,True,70,20,0.349980285647,manual
manual,VFuaQ6m2Qom,W017,T,True,68,19,-0.265429717703,manual
manual,VFuaQ6m2Qom,W018,T,True,58,12,-0.518038737126,manual
manual,VFuaQ6m2Qom,W021,T,True,30,12,-1.36889890922,manual
manual,VFuaQ6m2Qom,W027,T,True,57,12,0.953197265509,manual
manual,VFuaQ6m2Qom,W028,T,True,69,17,0.344203734525,manual
manual,VFuaQ6m2Qom,W029,T,True,67,17,0.437854532026,manual
manual,VFuaQ6m2Qom,W030,T,True,66,17,-0.48586871729,manual
manual,VFuaQ6m2Qom,W031,T,True,27,16,0.0582193797131,manual
manual,VFuaQ6m2Qom,W032,T,True,68,17,0.506445272829,manual
manual,VFuaQ6m2Qom,W033,T,True,69,17,0.816188892479,manual
manual,VFuaQ6m2Qom,W034,T,True,25,14,0.148744599425,manual
manual,VFuaQ6m2Qom,W035,T,True,38,16,0.254482522644,manual
manual,VFuaQ6m2Qom,W036,T,True,65,17,1.63612733363,manual
manual,VFuaQ6m2Qom,W037,T,True,68,17,0.461186296548,manual
manual,VLzqgDo317F,W001,Q,True,64,16,0.019075143102,manual
manual,VLzqgDo317F,W002,Q,True,61,16,-0.0393486390331,manual
manual,VLzqgDo317F,W006,Q,True,66,17,0.000944288161314,manual
manual,VLzqgDo317F,W008,Q,True,66,17,0.00613815753616,manual
manual,VLzqgDo317F,W010,Q,True,64,15,-0.00415936945057,manual
manual,VLzqgDo317F,W011,Q,True,65,17,0.00628569129841,manual
manual,VLzqgDo317F,W012,Q,True,63,18,0.0230001633076,manual
manual,VLzqgDo317F,W013,Q,True,64,15,0.0131895457002,manual
manual,VLzqgDo317F,W014,Q,True,58,12,0.0182689579325,manual
manual,VLzqgDo317F,W015,Q,True,64,17,-0.0107312586343,manual
manual,VLzqgDo317F,W017,Q,True,64,17,-0.00522231485621,manual
manual,VLzqgDo317F,W018,Q,True,57,12,-0.0253407997226,manual
manual,VLzqgDo317F,W021,Q,True,30,12,-0.00254353577273,manual
manual,VLzqgDo317F,W027,Q,True,57,12,-0.0477560392543,manual
manual,VLzqgDo317F,W028,Q,True,65,15,0.016067655691,manual
manual,VLzqgDo317F,W029,Q,True,63,16,0.0200116691274,manual
manual,VLzqgDo317F,W030,Q,True,64,17,0.00425407382096,manual
manual,VLzqgDo317F,W031,Q,True,68,17,-0.00335670923317,manual
manual,VLzqgDo317F,W032,Q,True,64,17,0.0138466376932,manual
manual,VLzqgDo317F,W033,Q,True,65,15,0.00836738972427,manual
manual,VLzqgDo317F,W034,Q,True,84,18,0.0352599631872,manual
manual,VLzqgDo317F,W035,Q,True,64,17,0.0261584235033,manual
manual,VLzqgDo317F,W036,Q,True,66,17,0.0103801476243,manual
manual,VLzqgDo317F,W037,Q,True,66,18,0.0322802316958,manual
manual,VLzqgDo317F,W001,T,True,70,20,-0.62889907711,manual
manual,VLzqgDo317F,W002,T,True,67,19,-0.261333100838,manual
manual,VLzqgDo317F,W006,T,True,70,19,-1.37588223608,manual
manual,VLzqgDo317F,W008,T,True,70,20,0.368605489992,manual
manual,VLzqgDo317F,W010,T,True,70,19,-0.400389266171,manual
manual,VLzqgDo317F,W011,T,True,68,18,-0.0679053291646,manual
manual,VLzqgDo317F,W012,T,True,40,17,-0.779207178643,manual
manual,VLzqgDo317F,W013,T,True,69,18,-1.00453394063,manual
manual,VLzqgDo317F,W015,T,True,70,20,0.362977193391,manual
manual,VLzqgDo317F,W017,T,True,70,20,-0.286198897102,manual
manual,VLzqgDo317F,W018,T,True,58,12,-0.518038737126,manual
manual,VLzqgDo317F,W021,T,True,30,12,-1.36889890922,manual
manual,VLzqgDo317F,W027,T,True,57,12,0.953197265509,manual
manual,VLzqgDo317F,W028,T,True,70,18,0.342833900465,manual
manual,VLzqgDo317F,W029,T,True,68,18,0.432866363321,manual
manual,VLzqgDo317F,W030,T,True,70,18,-0.500647646172,manual
manual,VLzqgDo317F,W031,T,True,31,17,0.0948066457435,manual
manual,VLzqgDo317F,W032,T,True,70,18,0.515211501127,manual
manual,VLzqgDo317F,W033,T,True,71,18,0.794138017991,manual
manual,VLzqgDo317F,W034,T,True,27,15,0.123980751781,manual
manual,VLzqgDo317F,W035,T,True,40,17,0.235020893882,manual
manual,VLzqgDo317F,W036,T,True,67,18,1.61192294731,manual
manual,VLzqgDo317F,W037,T,True,71,18,0.473543140734,manual
manual,X7HyMhZNoso,W001,Q,True,63,15,0.0192090724217,manual
manual,X7HyMhZNoso,W002,Q,True,60,15,-0.0398783351571,manual
manual,X7HyMhZNoso,W006,Q,True,64,16,0.00144917008193,manual
manual,X7HyMhZNoso,W008,Q,True,64,16,0.00649669360782,manual
manual,X7HyMhZNoso,W010,Q,True,63,14,-0.0044730596934,manual
manual,X7HyMhZNoso,W011,Q,True,63,16,0.00655269768081,manual
manual,X7HyMhZNoso,W012,Q,True,62,17,0.0224894869068,manual
manual,X7HyMhZNoso,W013,Q,True,64,15,0.0134017138886,manual
manual,X7HyMhZNoso,W014,Q,True,57,11,0.0188279886208,manual
manual,X7HyMhZNoso,W015,Q,True,63,17,-0.0113995785334,manual
manual,X7HyMhZNoso,W017,Q,True,62,16,-0.00496053268677,manual
manual,X7HyMhZNoso,W018,Q,True,56,11,-0.0256581912963,manual
manual,X7HyMhZNoso,W021,Q,True,29,11,-0.0032022312093,manual
manual,X7HyMhZNoso,W027,Q,True,56,11,-0.0482015969624,manual
manual,X7HyMhZNoso,W028,Q,True,64,14,0.016323066704,manual
manual,X7HyMhZNoso,W029,Q,True,62,15,0.0201318771951,manual
manual,X7HyMhZNoso,W030,Q,True,63,16,0.00418521836005,manual
manual,X7HyMhZNoso,W031,Q,True,66,16,-0.00423429044063,manual
manual,X7HyMhZNoso,W032,Q,True,62,16,0.00866604934687,manual
manual,X7HyMhZNoso,W033,Q,True,63,14,0.00841753624447,manual
manual,X7HyMhZNoso,W034,Q,True,82,17,0.0366975365596,manual
manual,X7HyMhZNoso,W035,Q,True,63,16,0.0262789280808,manual
manual,X7HyMhZNoso,W036,Q,True,65,16,0.0105679999133,manual
manual,X7HyMhZNoso,W037,Q,True,64,17,0.0334994798983,manual
manual,X7HyMhZNoso,W001,T,True,69,19,-0.638013556488,manual
manual,X7HyMhZNoso,W002,T,True,66,18,-0.254555551349,manual
manual,X7HyMhZNoso,W006,T,True,68,18,-1.35290598991,manual
manual,X7HyMhZNoso,W008,T,True,68,19,0.36747518724,manual
manual,X7HyMhZNoso,W010,T,True,69,18,-0.398412282925,manual
manual,X7HyMhZNoso,W011,T,True,66,17,-0.0630914796144,manual
manual,X7HyMhZNoso,W012,T,True,40,17,-0.779207178643,manual
manual,X7HyMhZNoso,W013,T,True,69,18,-0.975267843492,manual
manual,X7HyMhZNoso,W015,T,True,69,20,0.348713961074,manual
manual,X7HyMhZNoso,W017,T,True,68,19,-0.274473714177,manual
manual,X7HyMhZNoso,W018,T,True,57,11,-0.523212336877,manual
manual,X7HyMhZNoso,W021,T,True,29,11,-1.38315364936,manual
manual,X7HyMhZNoso,W027,T,True,56,11,0.928216724006,manual
manual,X7HyMhZNoso,W028,T,True,69,17,0.331015094336,manual
manual,X7HyMhZNoso,W029,T,True,67,17,0.429929536284,manual
manual,X7HyMhZNoso,W030,T,True,69,17,-0.49620643177,manual
manual,X7HyMhZNoso,W031,T,True,30,16,0.0979668672683,manual
manual,X7HyMhZNoso,W032,T,True,68,17,0.498897270312,manual
manual,X7HyMhZNoso,W033,T,True,69,17,0.797553916987,manual
manual,X7HyMhZNoso,W034,T,True,27,15,0.123980751781,manual
manual,X7HyMhZNoso,W035,T,True,40,17,0.235020893882,manual
manual,X7HyMhZNoso,W036,T,True,66,17,1.59384968885,manual
manual,X7HyMhZNoso,W037,T,True,69,17,0.478054751084,manual
manual,Z6MFQCViBuw,W001,Q,True,63,15,0.0193779231512,manual
manual,Z6MFQCViBuw,W002,Q,True,60,15,-0.0393128183584,manual
