condition,axis,n_people,composition_a,composition_b,measure,n,groups,delta,lo,hi,group_macro
manual,T,10,lower_axis,higher_axis,p_early7,40,13,0.0525,-0.125461546308,0.196143769739,0.0506837606838
manual,T,10,lower_axis,higher_axis,p_by19,40,13,0.0975,-0.0678712406015,0.248767560664,0.118675213675
manual,T,10,lower_axis,higher_axis,p_tail,40,13,0.0525,-0.125461546308,0.196143769739,0.0506837606838
manual,T,10,lower_axis,higher_axis,late_new,40,13,-0.0973333333333,-0.141668478261,-0.0641161551577,-0.113068376068
manual,T,10,mixed_axis,lower_axis,point_count_disagreement,46,15,0.0702380952381,0.0322841468417,0.111331391422,0.0562193362193
manual,T,10,mixed_axis,lower_axis,singleton_mass,46,15,0.0905193236715,0.0641890599839,0.121055600358,0.0900364758698
manual,T,10,mixed_axis,lower_axis,within_mode_median,46,15,0.00244897681139,-0.000993773527252,0.00857334570132,0.00299648482851
manual,T,10,mixed_axis,lower_axis,mode_entropy,46,15,0.301710505187,0.204782511828,0.387172298587,0.313153010678
manual,T,10,mixed_axis,lower_axis,n_supported_modes,46,15,-0.108695652174,-0.295500614251,0.0833333333333,-0.0671717171717
manual,T,10,mixed_axis,lower_axis,p_early7,41,14,-0.0959349593496,-0.191194356121,-0.00666666666667,-0.113055555556
manual,T,10,mixed_axis,lower_axis,p_by19,41,14,-0.0845528455285,-0.17685515873,-0.005738583411,-0.098253968254
manual,T,10,mixed_axis,lower_axis,p_tail,41,14,-0.0959349593496,-0.191194356121,-0.00666666666667,-0.113055555556
manual,T,10,mixed_axis,lower_axis,late_new,41,14,0.0894308943089,0.0597160087719,0.128890625,0.0855158730159
manual,T,10,mixed_axis,random_same_panel,point_count_disagreement,46,15,0.0182338394295,-0.00523737185847,0.0479429415738,0.0255325744215
manual,T,10,mixed_axis,random_same_panel,singleton_mass,46,15,0.0587157809984,0.0306430109923,0.0910069444444,0.0501122334456
manual,T,10,mixed_axis,random_same_panel,within_mode_median,46,15,0.00268026258537,0.000591202475156,0.00627294156489,0.00380259928983
manual,T,10,mixed_axis,random_same_panel,mode_entropy,46,15,0.184363145317,0.120164959874,0.250703764207,0.18403174642
manual,T,10,mixed_axis,random_same_panel,n_supported_modes,46,15,-0.11231884058,-0.25,0.0396904761905,-0.0452861952862
manual,T,10,mixed_axis,random_same_panel,p_early7,44,14,-0.0691287878788,-0.129941609977,-0.0202708361211,-0.080312049062
manual,T,10,mixed_axis,random_same_panel,p_by19,44,14,-0.0470328282828,-0.12478129085,0.0193315110323,-0.0391248797499
manual,T,10,mixed_axis,random_same_panel,p_tail,44,14,-0.0691287878788,-0.129941609977,-0.0202708361211,-0.080312049062
manual,T,10,mixed_axis,random_same_panel,late_new,44,14,0.0396891534392,0.018460738465,0.0649376125198,0.0358265477908
semi,Q,4,lower_axis,higher_axis,point_count_disagreement,18,10,-0.12962962963,-0.287878787879,-0.0357142857143,-0.168333333333
semi,Q,4,lower_axis,higher_axis,singleton_mass,18,10,-0.25,-0.545454545455,-0.1165625,-0.3725
semi,Q,4,lower_axis,higher_axis,within_mode_median,15,8,-0.0455994588161,-0.0599895944805,-0.033346459189,-0.0491776949717
semi,Q,4,lower_axis,higher_axis,mode_entropy,18,10,-0.645697569384,-1.17067670464,-0.35,-0.893015031201
semi,Q,4,lower_axis,higher_axis,n_supported_modes,18,10,0.111111111111,-0.0689655172414,0.454545454545,0.23
semi,Q,4,lower_axis,higher_axis,p_early7,17,9,0.427450980392,0.161904761905,0.769230769231,0.518518518519
semi,Q,4,lower_axis,higher_axis,p_by19,17,9,0.427450980392,0.161904761905,0.769230769231,0.518518518519
semi,Q,4,lower_axis,higher_axis,p_tail,17,9,0.46862745098,0.2,0.777777777778,0.535925925926
semi,Q,4,lower_axis,higher_axis,late_new,17,9,-0.198039215686,-0.422621753247,-0.0826086956522,-0.295092592593
semi,Q,4,mixed_axis,lower_axis,point_count_disagreement,18,10,0.0925925925926,0,0.238095238095,0.116666666667
semi,Q,4,mixed_axis,lower_axis,singleton_mass,18,10,0.152777777778,0.0446297268908,0.354166666667,0.19375
semi,Q,4,mixed_axis,lower_axis,within_mode_median,16,9,0.0383849917582,0.0273674735353,0.0516299117112,0.0387617579815
semi,Q,4,mixed_axis,lower_axis,mode_entropy,18,10,0.35062656247,0.132954544987,0.745521621129,0.495037578003
semi,Q,4,mixed_axis,lower_axis,n_supported_modes,18,10,-0.111111111111,-0.375,0,-0.1
semi,Q,4,mixed_axis,lower_axis,p_early7,17,9,-0.323529411765,-0.6,-0.119226190476,-0.408148148148
semi,Q,4,mixed_axis,lower_axis,p_by19,17,9,-0.323529411765,-0.6,-0.119226190476,-0.408148148148
semi,Q,4,mixed_axis,lower_axis,p_tail,17,9,-0.43137254902,-0.709803921569,-0.176183862434,-0.474259259259
semi,Q,4,mixed_axis,lower_axis,late_new,17,9,0.0921568627451,-0.00256944444444,0.25608270202,0.0944444444444
semi,Q,4,mixed_axis,random_same_panel,point_count_disagreement,18,10,-0.0679012345679,-0.181821338384,0.0380203982178,-0.0911805555556
semi,Q,4,mixed_axis,random_same_panel,singleton_mass,18,10,0.0435956790123,-0.083574701759,0.232116750209,0.0473611111111
semi,Q,4,mixed_axis,random_same_panel,within_mode_median,16,9,0.0134479251797,0.00499767926784,0.0219613316595,0.0128001880735
semi,Q,4,mixed_axis,random_same_panel,mode_entropy,18,10,0.00758377216778,-0.245764773243,0.33083442063,0.05425113444
semi,Q,4,mixed_axis,random_same_panel,n_supported_modes,18,10,-0.12962962963,-0.411458333333,0.0178571428571,-0.10625
semi,Q,4,mixed_axis,random_same_panel,p_early7,18,10,0.00472222222222,-0.148775883838,0.0910612824675,-0.0547027777778
semi,Q,4,mixed_axis,random_same_panel,p_by19,18,10,0.00472222222222,-0.148775883838,0.0910612824675,-0.0547027777778
semi,Q,4,mixed_axis,random_same_panel,p_tail,18,10,-0.0567695473251,-0.144970263533,-0.00191798941799,-0.0807518518519
semi,Q,4,mixed_axis,random_same_panel,late_new,18,10,0.0328137860082,-0.085313201459,0.197417153996,0.0157203703704
semi,Q,6,lower_axis,higher_axis,point_count_disagreement,18,10,-0.109259259259,-0.233416666667,-0.0153846153846,-0.134
semi,Q,6,lower_axis,higher_axis,singleton_mass,18,10,-0.134259259259,-0.327380952381,-0.0333333333333,-0.210833333333
semi,Q,6,lower_axis,higher_axis,within_mode_median,17,9,-0.0421593752399,-0.0597101291612,-0.0321919283861,-0.0465030319108
semi,Q,6,lower_axis,higher_axis,mode_entropy,18,10,-0.760099247843,-1.21046481739,-0.428607930753,-0.933718032984
semi,Q,6,lower_axis,higher_axis,n_supported_modes,18,10,-0.333333333333,-0.538461538462,0,-0.235
semi,Q,6,lower_axis,higher_axis,p_early7,15,9,0.211111111111,-0.00834722222222,0.543333333333,0.290740740741
semi,Q,6,lower_axis,higher_axis,p_by19,15,9,0.211111111111,-0.00834722222222,0.543333333333,0.290740740741
semi,Q,6,lower_axis,higher_axis,p_tail,15,9,0.402222222222,0.117647058824,0.669230769231,0.420679012346
semi,Q,6,lower_axis,higher_axis,late_new,15,9,-0.121481481481,-0.293050505051,-0.0277604166667,-0.178395061728
semi,Q,6,mixed_axis,lower_axis,point_count_disagreement,18,10,0.037037037037,-0.0317857142857,0.114285714286,0.0466666666667
semi,Q,6,mixed_axis,lower_axis,singleton_mass,18,10,0.0916666666667,0.0078431372549,0.207613636364,0.0975
semi,Q,6,mixed_axis,lower_axis,within_mode_median,17,10,0.0332499839116,0.0268080051367,0.0451419564556,0.0368544091288
semi,Q,6,mixed_axis,lower_axis,mode_entropy,18,10,0.475660215633,0.304569426562,0.77454087324,0.591893150937
semi,Q,6,mixed_axis,lower_axis,n_supported_modes,18,10,0.166666666667,-0.0589154411765,0.5,0.27
semi,Q,6,mixed_axis,lower_axis,p_early7,16,9,-0.247916666667,-0.555555555556,-0.00624080882353,-0.307407407407
semi,Q,6,mixed_axis,lower_axis,p_by19,16,9,-0.247916666667,-0.555555555556,-0.00624080882353,-0.307407407407
semi,Q,6,mixed_axis,lower_axis,p_tail,16,9,-0.375,-0.657777777778,-0.130555555556,-0.416666666667
semi,Q,6,mixed_axis,lower_axis,late_new,16,9,0.103472222222,0.0133240740741,0.251919191919,0.122222222222
semi,Q,6,mixed_axis,random_same_panel,point_count_disagreement,18,10,-0.0858024691358,-0.155960978836,-0.00943981481481,-0.0855555555556
semi,Q,6,mixed_axis,random_same_panel,singleton_mass,18,10,-0.0054012345679,-0.0963728632479,0.116866830065,-0.0180416666667
semi,Q,6,mixed_axis,random_same_panel,within_mode_median,17,10,0.0122449446343,0.0063106563908,0.0223491929494,0.0155443517689
semi,Q,6,mixed_axis,random_same_panel,mode_entropy,18,10,-0.0129025027454,-0.177806616615,0.28503291352,0.0459549794442
semi,Q,6,mixed_axis,random_same_panel,n_supported_modes,18,10,0.00462962962963,-0.227320075758,0.307692307692,0.114583333333
semi,Q,6,mixed_axis,random_same_panel,p_early7,17,9,0.107887700535,-0.0859074074074,0.211126518158,0.0318223905724
semi,Q,6,mixed_axis,random_same_panel,p_by19,17,9,0.107887700535,-0.0859074074074,0.211126518158,0.0318223905724
semi,Q,6,mixed_axis,random_same_panel,p_tail,17,9,0.0495840760547,-0.0771759259259,0.119495984982,-0.0204349046016
semi,Q,6,mixed_axis,random_same_panel,late_new,17,9,0.00745197068726,-0.0747678995841,0.148650848765,0.0142246539469
semi,Q,8,lower_axis,higher_axis,point_count_disagreement,18,10,-0.0940476190476,-0.207876984127,-0.00994047619048,-0.113571428571
semi,Q,8,lower_axis,higher_axis,singleton_mass,18,10,-0.152777777778,-0.3125,-0.06875,-0.210625
semi,Q,8,lower_axis,higher_axis,within_mode_median,18,10,-0.0457874919689,-0.0599300828171,-0.0378469317001,-0.048129278806
semi,Q,8,lower_axis,higher_axis,mode_entropy,18,10,-1.00806861082,-1.48992972324,-0.612534538775,-1.21593297997
semi,Q,8,lower_axis,higher_axis,n_supported_modes,18,10,-0.555555555556,-0.9375,-0.15,-0.58
semi,Q,8,lower_axis,higher_axis,p_early7,15,9,0.362222222222,0.166666666667,0.619444444444,0.410185185185
semi,Q,8,lower_axis,higher_axis,p_by19,15,9,0.362222222222,0.166666666667,0.619444444444,0.410185185185
semi,Q,8,lower_axis,higher_axis,p_tail,15,9,0.517777777778,0.181818181818,0.794736842105,0.475617283951
semi,Q,8,lower_axis,higher_axis,late_new,15,9,-0.107777777778,-0.236363636364,-0.0288333333333,-0.138657407407
semi,Q,8,mixed_axis,lower_axis,point_count_disagreement,18,10,0.0175925925926,-0.0365097402597,0.0605442176871,0.0089880952381
semi,Q,8,mixed_axis,lower_axis,singleton_mass,18,10,0.111111111111,0.0357142857143,0.233465909091,0.14625
semi,Q,8,mixed_axis,lower_axis,within_mode_median,18,10,0.0299789786026,0.022680704548,0.036178071387,0.0286516931623
semi,Q,8,mixed_axis,lower_axis,mode_entropy,18,10,0.606206920166,0.333979767417,0.955489265638,0.703905893141
semi,Q,8,mixed_axis,lower_axis,n_supported_modes,18,10,0.222222222222,-0.15,0.526315789474,0.185
semi,Q,8,mixed_axis,lower_axis,p_early7,16,9,-0.214583333333,-0.520512820513,0.0238161375661,-0.267592592593
semi,Q,8,mixed_axis,lower_axis,p_by19,16,9,-0.214583333333,-0.520512820513,0.0238161375661,-0.267592592593
semi,Q,8,mixed_axis,lower_axis,p_tail,16,9,-0.3875,-0.695,-0.0866666666667,-0.411111111111
semi,Q,8,mixed_axis,lower_axis,late_new,16,9,0.0916666666667,0.0184953703704,0.203151041667,0.103703703704
semi,Q,8,mixed_axis,random_same_panel,point_count_disagreement,18,10,-0.0844025573192,-0.138478445166,-0.0365345041525,-0.0952876984127
semi,Q,8,mixed_axis,random_same_panel,singleton_mass,18,10,0.0171957671958,-0.0379501488095,0.100789054695,0.0402827380952
semi,Q,8,mixed_axis,random_same_panel,within_mode_median,18,10,0.00881082501428,0.00144755689782,0.0155812964788,0.00726207644333
semi,Q,8,mixed_axis,random_same_panel,mode_entropy,18,10,0.0912172250562,-0.0595316460383,0.349416959239,0.137166403702
semi,Q,8,mixed_axis,random_same_panel,n_supported_modes,18,10,0.037037037037,-0.200043859649,0.233349358974,-0.01875
semi,Q,8,mixed_axis,random_same_panel,p_early7,17,9,0.111336898396,-0.0811862674363,0.245340393218,0.0455819304153
semi,Q,8,mixed_axis,random_same_panel,p_by19,17,9,0.111336898396,-0.0811862674363,0.245340393218,0.0455819304153
semi,Q,8,mixed_axis,random_same_panel,p_tail,17,9,0.00522875816993,-0.0861164529915,0.083471059277,-0.0335802469136
semi,Q,8,mixed_axis,random_same_panel,late_new,17,9,0.0159276589424,-0.0419629057115,0.10138670184,0.0243771043771
semi,Q,10,lower_axis,higher_axis,point_count_disagreement,18,10,-0.0660934744268,-0.175453514739,0.00714484126984,-0.0894404761905
semi,Q,10,lower_axis,higher_axis,singleton_mass,18,10,-0.106172839506,-0.236363636364,-0.0356695906433,-0.152333333333
semi,Q,10,lower_axis,higher_axis,within_mode_median,18,10,-0.0369551435277,-0.0434991939243,-0.0330747612656,-0.0382230004865
semi,Q,10,lower_axis,higher_axis,mode_entropy,18,10,-0.946735075967,-1.45931988404,-0.612838939468,-1.15351052475
semi,Q,10,lower_axis,higher_axis,n_supported_modes,18,10,-0.722222222222,-1.33333333333,-0.214191729323,-0.78
semi,Q,10,lower_axis,higher_axis,p_early7,15,9,0.422222222222,0.179479166667,0.686679487179,0.462962962963
semi,Q,10,lower_axis,higher_axis,p_by19,15,9,0.213333333333,0.0166666666667,0.494007575758,0.275925925926
semi,Q,10,lower_axis,higher_axis,p_tail,15,9,0.422222222222,0.179479166667,0.686679487179,0.462962962963
semi,Q,10,lower_axis,higher_axis,late_new,15,9,-0.0537777777778,-0.143333333333,0.00556111111111,-0.0706172839506
semi,Q,10,mixed_axis,lower_axis,point_count_disagreement,18,10,0.00229276895944,-0.0451858237548,0.0860801896516,0.0209880952381
semi,Q,10,mixed_axis,lower_axis,singleton_mass,18,10,0.0740740740741,0.00213383838384,0.201845238095,0.116277777778
semi,Q,10,mixed_axis,lower_axis,within_mode_median,18,10,0.0200666655887,0.0125062872327,0.0273205871283,0.0182388043477
semi,Q,10,mixed_axis,lower_axis,mode_entropy,18,10,0.521930122872,0.207140107265,1.02603090712,0.656399184071
semi,Q,10,mixed_axis,lower_axis,n_supported_modes,18,10,0.333333333333,-0.105572755418,0.764705882353,0.285
semi,Q,10,mixed_axis,lower_axis,p_early7,15,9,-0.32,-0.559265873016,-0.15881127451,-0.379938271605
semi,Q,10,mixed_axis,lower_axis,p_by19,15,9,-0.108888888889,-0.322291666667,0.0711111111111,-0.131481481481
semi,Q,10,mixed_axis,lower_axis,p_tail,15,9,-0.32,-0.559265873016,-0.15881127451,-0.379938271605
semi,Q,10,mixed_axis,lower_axis,late_new,15,9,0.0453333333333,-0.0235602240896,0.155151515152,0.0661111111111
semi,Q,10,mixed_axis,random_same_panel,point_count_disagreement,18,10,-0.0729313639036,-0.111112213404,-0.0302622938064,-0.0736884920635
semi,Q,10,mixed_axis,random_same_panel,singleton_mass,18,10,0.00518261316872,-0.0313423170194,0.0583368055556,0.0172546296296
semi,Q,10,mixed_axis,random_same_panel,within_mode_median,18,10,0.00451421908496,-0.00325310389645,0.0125441989917,0.00289038791629
semi,Q,10,mixed_axis,random_same_panel,mode_entropy,18,10,-0.0409810580746,-0.205561327705,0.191376858306,-0.018273672581
semi,Q,10,mixed_axis,random_same_panel,n_supported_modes,18,10,-0.0694444444444,-0.333333333333,0.194444444444,-0.121666666667
semi,Q,10,mixed_axis,random_same_panel,p_early7,15,9,0.0187037037037,-0.062225308642,0.0657065217391,-0.0140689300412
semi,Q,10,mixed_axis,random_same_panel,p_by19,15,9,0.0751851851852,-0.0288707010582,0.223933531746,0.109825102881
semi,Q,10,mixed_axis,random_same_panel,p_tail,15,9,0.0187037037037,-0.062225308642,0.0657065217391,-0.0140689300412
semi,Q,10,mixed_axis,random_same_panel,late_new,15,9,-0.00592592592593,-0.0412612745098,0.0455349673203,0.0011316872428
semi,Q,12,lower_axis,higher_axis,point_count_disagreement,18,10,-0.0695847362514,-0.160877104377,0.011345959596,-0.0775707070707
semi,Q,12,lower_axis,higher_axis,singleton_mass,18,10,-0.111447811448,-0.200010822511,-0.0656508264463,-0.145151515152
semi,Q,12,lower_axis,higher_axis,within_mode_median,18,10,-0.0337449593123,-0.0364841828683,-0.0312226445313,-0.0335730448424
semi,Q,12,lower_axis,higher_axis,mode_entropy,18,10,-0.996945200197,-1.34074463763,-0.748297574882,-1.12491450531
semi,Q,12,lower_axis,higher_axis,n_supported_modes,18,10,-0.777777777778,-1.25,-0.4,-0.805
semi,Q,12,lower_axis,higher_axis,p_early7,15,9,0.42,0.209090909091,0.617787878788,0.431481481481
semi,Q,12,lower_axis,higher_axis,p_by19,15,9,0.328888888889,0.147612781955,0.666666666667,0.456172839506
semi,Q,12,lower_axis,higher_axis,p_tail,15,9,0.497777777778,0.242419191919,0.741041666667,0.516666666667
semi,Q,12,lower_axis,higher_axis,late_new,15,9,-0.052962962963,-0.120097222222,-0.017458994709,-0.0718621399177
semi,Q,12,mixed_axis,lower_axis,point_count_disagreement,18,10,-0.0201459034792,-0.095382996633,0.0735339105339,-0.00830808080808
semi,Q,12,mixed_axis,lower_axis,singleton_mass,18,10,0.0614478114478,0.00196007696008,0.174261363636,0.100492424242
semi,Q,12,mixed_axis,lower_axis,within_mode_median,18,10,0.0188057894109,0.0116131448537,0.0249195668375,0.0161884593107
semi,Q,12,mixed_axis,lower_axis,mode_entropy,18,10,0.441849643986,0.163731191678,0.85348324005,0.550933813981
semi,Q,12,mixed_axis,lower_axis,n_supported_modes,18,10,0.277777777778,-0.0772727272727,0.666666666667,0.19
semi,Q,12,mixed_axis,lower_axis,p_early7,15,9,-0.291111111111,-0.533333333333,-0.126625,-0.348765432099
semi,Q,12,mixed_axis,lower_axis,p_by19,15,9,-0.113333333333,-0.427777777778,0.0804136029412,-0.191666666667
semi,Q,12,mixed_axis,lower_axis,p_tail,15,9,-0.257777777778,-0.542474747475,-0.0897023809524,-0.342592592593
semi,Q,12,mixed_axis,lower_axis,late_new,15,9,0.0185185185185,-0.0418728070175,0.110126262626,0.0378086419753
semi,Q,12,mixed_axis,random_same_panel,point_count_disagreement,18,10,-0.0492611298167,-0.101367220853,0.0163424696095,-0.0398720538721
semi,Q,12,mixed_axis,random_same_panel,singleton_mass,18,10,0.0104306958474,-0.0319461805556,0.0845058922559,0.0313794191919
semi,Q,12,mixed_axis,random_same_panel,within_mode_median,18,10,0.0012627003488,-0.00493485542417,0.00514908127517,-0.000764857445006
semi,Q,12,mixed_axis,random_same_panel,mode_entropy,18,10,-0.0268869179335,-0.186477598422,0.245333969451,0.0335791877114
semi,Q,12,mixed_axis,random_same_panel,n_supported_modes,18,10,-0.134259259259,-0.381011904762,0.0516134085213,-0.197916666667
semi,Q,12,mixed_axis,random_same_panel,p_early7,15,9,0.0446296296296,-0.0497537878788,0.105013888889,0.00774176954733
semi,Q,12,mixed_axis,random_same_panel,p_by19,15,9,0.0807407407407,-0.0644044612795,0.211528645833,0.0659979423868
semi,Q,12,mixed_axis,random_same_panel,p_tail,15,9,0.0768518518519,-0.0720520833333,0.172694978632,0.0238940329218
semi,Q,12,mixed_axis,random_same_panel,late_new,15,9,-0.00385802469136,-0.0443422067901,0.0491010802469,0.000943072702332
semi,T,4,lower_axis,higher_axis,point_count_disagreement,18,10,0.194444444444,0.0166666666667,0.333467741935,0.170833333333
semi,T,4,lower_axis,higher_axis,singleton_mass,18,10,-0.0324074074074,-0.218795955882,0.0686274509804,-0.0670833333333
semi,T,4,lower_axis,higher_axis,within_mode_median,18,10,-0.0242352488849,-0.0341635437613,-0.014975243244,-0.0229676497166
semi,T,4,lower_axis,higher_axis,mode_entropy,18,10,0.146560821569,-0.33465100098,0.464816427321,0.0931591195762
semi,T,4,lower_axis,higher_axis,n_supported_modes,18,10,0.222222222222,0.0625,0.454545454545,0.27
semi,T,4,lower_axis,higher_axis,p_early7,17,9,-0.188235294118,-0.463888888889,0.169294871795,-0.199259259259
semi,T,4,lower_axis,higher_axis,p_by19,17,9,-0.188235294118,-0.463888888889,0.169294871795,-0.199259259259
semi,T,4,lower_axis,higher_axis,p_tail,17,9,-0.0764705882353,-0.361919642857,0.228895833333,-0.100740740741
semi,T,4,lower_axis,higher_axis,late_new,17,9,-0.00686274509804,-0.222784090909,0.110269607843,-0.0358333333333
semi,T,4,mixed_axis,lower_axis,point_count_disagreement,18,10,-0.0277777777778,-0.166666666667,0.0757575757576,-0.0625
semi,T,4,mixed_axis,lower_axis,singleton_mass,18,10,0.00462962962963,-0.0625,0.0984848484848,0.0270833333333
semi,T,4,mixed_axis,lower_axis,within_mode_median,18,10,0.00307985915908,-0.00139619188734,0.00901874400816,0.0021165662971
semi,T,4,mixed_axis,lower_axis,mode_entropy,18,10,-0.0496101272447,-0.25592666385,0.112870512748,-0.103452369706
semi,T,4,mixed_axis,lower_axis,n_supported_modes,18,10,-0.0555555555556,-0.357142857143,0.105263157895,-0.175
semi,T,4,mixed_axis,lower_axis,p_early7,17,9,0.0588235294118,-0.153846153846,0.333333333333,0.111111111111
semi,T,4,mixed_axis,lower_axis,p_by19,17,9,0.0588235294118,-0.153846153846,0.333333333333,0.111111111111
semi,T,4,mixed_axis,lower_axis,p_tail,17,9,0.0803921568627,-0.131666666667,0.341025641026,0.124444444444
semi,T,4,mixed_axis,lower_axis,late_new,17,9,-0.0078431372549,-0.0703739316239,0.053875,-0.00648148148148
semi,T,4,mixed_axis,random_same_panel,point_count_disagreement,18,10,0.0740740740741,-0.0433249080882,0.174519064872,0.0579166666667
semi,T,4,mixed_axis,random_same_panel,singleton_mass,18,10,-0.0844907407407,-0.170859375,-0.0168568121693,-0.0880555555556
semi,T,4,mixed_axis,random_same_panel,within_mode_median,18,10,-0.0111752323825,-0.0179079321908,-0.00722715927273,-0.0130109529643
semi,T,4,mixed_axis,random_same_panel,mode_entropy,18,10,-0.107309939219,-0.350491973244,0.0568257895594,-0.174806805532
semi,T,4,mixed_axis,random_same_panel,n_supported_modes,18,10,0.143518518519,0.00833333333333,0.2375,0.08375
semi,T,4,mixed_axis,random_same_panel,p_early7,17,9,0.104411764706,-0.0601917784658,0.333333333333,0.127145061728
semi,T,4,mixed_axis,random_same_panel,p_by19,17,9,0.104411764706,-0.0601917784658,0.333333333333,0.127145061728
semi,T,4,mixed_axis,random_same_panel,p_tail,17,9,0.142810457516,-0.0264016812865,0.363099053724,0.162021604938
semi,T,4,mixed_axis,random_same_panel,late_new,17,9,-0.0720454545455,-0.175003156566,-0.00375884496002,-0.0904088103255
semi,T,6,lower_axis,higher_axis,point_count_disagreement,18,10,0.124074074074,-0.06671875,0.253715277778,0.0843333333333
semi,T,6,lower_axis,higher_axis,singleton_mass,18,10,-0.0722222222222,-0.230303030303,0.0185222222222,-0.120833333333
semi,T,6,lower_axis,higher_axis,within_mode_median,18,10,-0.0213994081171,-0.0286391508819,-0.0133313312342,-0.0196777206998
semi,T,6,lower_axis,higher_axis,mode_entropy,18,10,0.0777919015541,-0.541854516978,0.46023978846,-0.110422037079
semi,T,6,lower_axis,higher_axis,n_supported_modes,18,10,0.333333333333,0,0.578947368421,0.285
semi,T,6,lower_axis,higher_axis,p_early7,16,9,-0.166666666667,-0.333333333333,0,-0.148148148148
semi,T,6,lower_axis,higher_axis,p_by19,16,9,-0.166666666667,-0.333333333333,0,-0.148148148148
semi,T,6,lower_axis,higher_axis,p_tail,16,9,-0.185416666667,-0.322222222222,-0.0547619047619,-0.163209876543
semi,T,6,lower_axis,higher_axis,late_new,16,9,-0.0416666666667,-0.200023148148,0.0481613756614,-0.0791358024691
semi,T,6,mixed_axis,lower_axis,point_count_disagreement,18,10,-0.0925925925926,-0.187878787879,1.67268160107e-17,-0.103666666667
semi,T,6,mixed_axis,lower_axis,singleton_mass,18,10,-0.0351851851852,-0.0916898148148,0.0466666666667,-0.0158333333333
semi,T,6,mixed_axis,lower_axis,within_mode_median,18,10,0.00652905857163,-0.000615237569554,0.0102279434814,0.00318644572297
semi,T,6,mixed_axis,lower_axis,mode_entropy,18,10,-0.322616665571,-0.528962446499,-0.0955480610711,-0.288373448027
semi,T,6,mixed_axis,lower_axis,n_supported_modes,18,10,-0.222222222222,-0.4375,0,-0.24
semi,T,6,mixed_axis,lower_axis,p_early7,17,9,0.239215686275,0.0631578947368,0.454545454545,0.27037037037
semi,T,6,mixed_axis,lower_axis,p_by19,17,9,0.239215686275,0.0631578947368,0.454545454545,0.27037037037
semi,T,6,mixed_axis,lower_axis,p_tail,17,9,0.252941176471,0.0833333333333,0.433385416667,0.264074074074
semi,T,6,mixed_axis,lower_axis,late_new,17,9,-0.0522875816993,-0.0980455002514,0.00888888888889,-0.0336419753086
semi,T,6,mixed_axis,random_same_panel,point_count_disagreement,18,10,0.00293209876543,-0.0729245580808,0.0528910383598,-0.0226805555556
semi,T,6,mixed_axis,random_same_panel,singleton_mass,18,10,-0.0743827160494,-0.13634888285,-0.0318353174603,-0.0769027777778
semi,T,6,mixed_axis,random_same_panel,within_mode_median,18,10,-0.00260657513934,-0.00836345383901,0.000831878842986,-0.0055891443666
semi,T,6,mixed_axis,random_same_panel,mode_entropy,18,10,-0.209678888176,-0.377484387531,-0.10185564575,-0.246776811534
semi,T,6,mixed_axis,random_same_panel,n_supported_modes,18,10,0.0601851851852,-0.0774072128852,0.1875,0.03
semi,T,6,mixed_axis,random_same_panel,p_early7,17,9,0.0538472964944,-0.12,0.158047839506,0.00286616161616
semi,T,6,mixed_axis,random_same_panel,p_by19,17,9,0.0538472964944,-0.12,0.158047839506,0.00286616161616
semi,T,6,mixed_axis,random_same_panel,p_tail,17,9,0.0978758169935,-0.00984848484848,0.204712301587,0.090524691358
semi,T,6,mixed_axis,random_same_panel,late_new,17,9,-0.05694939592,-0.128037734112,-0.0129096355714,-0.0579190048634
semi,T,8,lower_axis,higher_axis,point_count_disagreement,18,10,0.135582010582,-0.0300788027762,0.249049382716,0.102083333333
semi,T,8,lower_axis,higher_axis,singleton_mass,18,10,-0.0446428571429,-0.155854301948,0.0201918811003,-0.0816964285714
semi,T,8,lower_axis,higher_axis,within_mode_median,18,10,-0.0123446719849,-0.020044516311,-0.00509994984443,-0.011607500385
semi,T,8,lower_axis,higher_axis,mode_entropy,18,10,0.103025272283,-0.517003604674,0.480148348222,-0.0612128128842
semi,T,8,lower_axis,higher_axis,n_supported_modes,18,10,0.277777777778,-0.1,0.571428571429,0.235
semi,T,8,lower_axis,higher_axis,p_early7,15,9,-0.0533333333333,-0.185,0.130769230769,0.0138888888889
semi,T,8,lower_axis,higher_axis,p_by19,15,9,-0.0533333333333,-0.185,0.130769230769,0.0138888888889
semi,T,8,lower_axis,higher_axis,p_tail,15,9,-0.115555555556,-0.244444444444,0.0142857142857,-0.102777777778
semi,T,8,lower_axis,higher_axis,late_new,15,9,-0.0305555555556,-0.120848214286,0.0333472222222,-0.0368055555556
semi,T,8,mixed_axis,lower_axis,point_count_disagreement,18,10,-0.0291005291005,-0.096731505102,0.0809577922078,0.0129761904762
semi,T,8,mixed_axis,lower_axis,singleton_mass,18,10,-0.0218253968254,-0.0612244897959,0.0379464285714,-0.0147321428571
semi,T,8,mixed_axis,lower_axis,within_mode_median,18,10,0.00790334616361,0.000929601885554,0.0131386890624,0.00543359829088
semi,T,8,mixed_axis,lower_axis,mode_entropy,18,10,-0.156450496658,-0.395506322368,0.194653584411,-0.0551258389963
semi,T,8,mixed_axis,lower_axis,n_supported_modes,18,10,-0.0555555555556,-0.227272727273,0.2,0.06
semi,T,8,mixed_axis,lower_axis,p_early7,16,9,0.166666666667,-0.0100277777778,0.319444444444,0.135185185185
