feature,stratum,excluded,reason,n_test,result_file
dinov3__block9__faces_local16,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block9__faces_local16.failures.csv
dinov3__block9__faces_local16,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block9__faces_local16.failures.csv
dinov3__block9__faces_local16,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block9__faces_local16.failures.csv
ulayout__transformer__global,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/ulayout__transformer__global.failures.csv
ulayout__transformer__global,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/ulayout__transformer__global.failures.csv
ulayout__transformer__global,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/ulayout__transformer__global.failures.csv
ulayout__transformer__global,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/ulayout__transformer__global.failures.csv
ulayout__transformer__global,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/ulayout__transformer__global.failures.csv
ulayout__transformer__global,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/ulayout__transformer__global.failures.csv
ulayout__transformer__global,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/ulayout__transformer__global.failures.csv
dinov3__cls__faces_global,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__cls__faces_global.failures.csv
dinov3__cls__faces_global,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__cls__faces_global.failures.csv
dinov3__cls__faces_global,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__cls__faces_global.failures.csv
dinov3__cls__faces_global,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__cls__faces_global.failures.csv
dinov3__cls__faces_global,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__cls__faces_global.failures.csv
dinov3__cls__faces_global,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__cls__faces_global.failures.csv
dinov3__cls__faces_global,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__cls__faces_global.failures.csv
da3__layer7__faces_concat,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/da3__layer7__faces_concat.failures.csv
da3__layer7__faces_concat,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/da3__layer7__faces_concat.failures.csv
da3__layer7__faces_concat,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/da3__layer7__faces_concat.failures.csv
da3__layer7__faces_concat,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/da3__layer7__faces_concat.failures.csv
da3__layer7__faces_concat,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/da3__layer7__faces_concat.failures.csv
da3__layer7__faces_concat,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/da3__layer7__faces_concat.failures.csv
da3__layer7__faces_concat,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/da3__layer7__faces_concat.failures.csv
dinov3__block12__faces_local16,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block12__faces_local16.failures.csv
dinov3__block12__faces_local16,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block12__faces_local16.failures.csv
dinov3__block12__faces_local16,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block12__faces_local16.failures.csv
dinov3__block12__faces_local16,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block12__faces_local16.failures.csv
dinov3__block12__faces_local16,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block12__faces_local16.failures.csv
dinov3__block12__faces_local16,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block12__faces_local16.failures.csv
dinov3__block12__faces_local16,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block12__faces_local16.failures.csv
semantic__ai_fine_functions,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/semantic__ai_fine_functions.failures.csv
semantic__ai_fine_functions,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/semantic__ai_fine_functions.failures.csv
semantic__ai_fine_functions,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/semantic__ai_fine_functions.failures.csv
semantic__ai_fine_functions,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/semantic__ai_fine_functions.failures.csv
semantic__ai_fine_functions,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/semantic__ai_fine_functions.failures.csv
semantic__ai_fine_functions,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/semantic__ai_fine_functions.failures.csv
semantic__ai_fine_functions,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/semantic__ai_fine_functions.failures.csv
control__zero,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/control__zero.failures.csv
control__zero,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/control__zero.failures.csv
control__zero,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/control__zero.failures.csv
control__zero,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/control__zero.failures.csv
control__zero,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/control__zero.failures.csv
control__zero,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/control__zero.failures.csv
control__zero,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/control__zero.failures.csv
hohonet__compressed__regions,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/hohonet__compressed__regions.failures.csv
hohonet__compressed__regions,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/hohonet__compressed__regions.failures.csv
hohonet__compressed__regions,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/hohonet__compressed__regions.failures.csv
hohonet__compressed__regions,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/hohonet__compressed__regions.failures.csv
hohonet__compressed__regions,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/hohonet__compressed__regions.failures.csv
hohonet__compressed__regions,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/hohonet__compressed__regions.failures.csv
hohonet__compressed__regions,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/hohonet__compressed__regions.failures.csv
feedback__da3,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/feedback__da3.failures.csv
feedback__da3,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/feedback__da3.failures.csv
feedback__da3,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/feedback__da3.failures.csv
feedback__da3,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/feedback__da3.failures.csv
feedback__da3,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/feedback__da3.failures.csv
feedback__da3,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/feedback__da3.failures.csv
feedback__da3,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/feedback__da3.failures.csv
bilayout__fg_enclosed__regions,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/bilayout__fg_enclosed__regions.failures.csv
bilayout__fg_enclosed__regions,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/bilayout__fg_enclosed__regions.failures.csv
bilayout__fg_enclosed__regions,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/bilayout__fg_enclosed__regions.failures.csv
bilayout__fg_enclosed__regions,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/bilayout__fg_enclosed__regions.failures.csv
bilayout__fg_enclosed__regions,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/bilayout__fg_enclosed__regions.failures.csv
bilayout__fg_enclosed__regions,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/bilayout__fg_enclosed__regions.failures.csv
bilayout__fg_enclosed__regions,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/bilayout__fg_enclosed__regions.failures.csv
hohonet__shared__global,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/hohonet__shared__global.failures.csv
hohonet__shared__global,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/hohonet__shared__global.failures.csv
hohonet__shared__global,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/hohonet__shared__global.failures.csv
hohonet__shared__global,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/hohonet__shared__global.failures.csv
hohonet__shared__global,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/hohonet__shared__global.failures.csv
hohonet__shared__global,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/hohonet__shared__global.failures.csv
hohonet__shared__global,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/hohonet__shared__global.failures.csv
dinov3__block9__faces_local96,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block9__faces_local96.failures.csv
dinov3__block9__faces_local96,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block9__faces_local96.failures.csv
dinov3__block9__faces_local96,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block9__faces_local96.failures.csv
dinov3__block9__faces_local96,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block9__faces_local96.failures.csv
dinov3__block9__faces_local96,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block9__faces_local96.failures.csv
dinov3__block9__faces_local96,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block9__faces_local96.failures.csv
dinov3__block9__faces_local96,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block9__faces_local96.failures.csv
dinov3__block9__faces_concat,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block9__faces_concat.failures.csv
dinov3__block9__faces_concat,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block9__faces_concat.failures.csv
dinov3__block9__faces_concat,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block9__faces_concat.failures.csv
dinov3__block9__faces_concat,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block9__faces_concat.failures.csv
dinov3__block9__faces_concat,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block9__faces_concat.failures.csv
dinov3__block9__faces_concat,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block9__faces_concat.failures.csv
dinov3__block9__faces_concat,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block9__faces_concat.failures.csv
bilayout__fg_enclosed__global,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/bilayout__fg_enclosed__global.failures.csv
bilayout__fg_enclosed__global,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/bilayout__fg_enclosed__global.failures.csv
bilayout__fg_enclosed__global,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/bilayout__fg_enclosed__global.failures.csv
bilayout__fg_enclosed__global,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/bilayout__fg_enclosed__global.failures.csv
bilayout__fg_enclosed__global,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/bilayout__fg_enclosed__global.failures.csv
bilayout__fg_enclosed__global,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/bilayout__fg_enclosed__global.failures.csv
bilayout__fg_enclosed__global,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/bilayout__fg_enclosed__global.failures.csv
da3__layer11__faces_local96,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/da3__layer11__faces_local96.failures.csv
da3__layer11__faces_local96,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/da3__layer11__faces_local96.failures.csv
da3__layer11__faces_local96,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/da3__layer11__faces_local96.failures.csv
da3__layer11__faces_local96,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/da3__layer11__faces_local96.failures.csv
da3__layer11__faces_local96,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/da3__layer11__faces_local96.failures.csv
da3__layer11__faces_local96,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/da3__layer11__faces_local96.failures.csv
da3__layer11__faces_local96,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/da3__layer11__faces_local96.failures.csv
dinov3__block3__faces_local96,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block3__faces_local96.failures.csv
dinov3__block3__faces_local96,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block3__faces_local96.failures.csv
dinov3__block3__faces_local96,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block3__faces_local96.failures.csv
dinov3__block3__faces_local96,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block3__faces_local96.failures.csv
dinov3__block3__faces_local96,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block3__faces_local96.failures.csv
dinov3__block3__faces_local96,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block3__faces_local96.failures.csv
dinov3__block3__faces_local96,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block3__faces_local96.failures.csv
ulayout__compressed__local16,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/ulayout__compressed__local16.failures.csv
ulayout__compressed__local16,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/ulayout__compressed__local16.failures.csv
ulayout__compressed__local16,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/ulayout__compressed__local16.failures.csv
ulayout__compressed__local16,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/ulayout__compressed__local16.failures.csv
ulayout__compressed__local16,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/ulayout__compressed__local16.failures.csv
ulayout__compressed__local16,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/ulayout__compressed__local16.failures.csv
ulayout__compressed__local16,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/ulayout__compressed__local16.failures.csv
da3__layer9__faces_local96,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/da3__layer9__faces_local96.failures.csv
da3__layer9__faces_local96,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/da3__layer9__faces_local96.failures.csv
da3__layer9__faces_local96,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/da3__layer9__faces_local96.failures.csv
da3__layer9__faces_local96,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/da3__layer9__faces_local96.failures.csv
da3__layer9__faces_local96,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/da3__layer9__faces_local96.failures.csv
da3__layer9__faces_local96,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/da3__layer9__faces_local96.failures.csv
da3__layer9__faces_local96,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/da3__layer9__faces_local96.failures.csv
hohonet__encoder_stage4__regions,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/hohonet__encoder_stage4__regions.failures.csv
hohonet__encoder_stage4__regions,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/hohonet__encoder_stage4__regions.failures.csv
hohonet__encoder_stage4__regions,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/hohonet__encoder_stage4__regions.failures.csv
hohonet__encoder_stage4__regions,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/hohonet__encoder_stage4__regions.failures.csv
hohonet__encoder_stage4__regions,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/hohonet__encoder_stage4__regions.failures.csv
hohonet__encoder_stage4__regions,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/hohonet__encoder_stage4__regions.failures.csv
hohonet__encoder_stage4__regions,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/hohonet__encoder_stage4__regions.failures.csv
feedback__rotation,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/feedback__rotation.failures.csv
feedback__rotation,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/feedback__rotation.failures.csv
feedback__rotation,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/feedback__rotation.failures.csv
feedback__rotation,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/feedback__rotation.failures.csv
feedback__rotation,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/feedback__rotation.failures.csv
feedback__rotation,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/feedback__rotation.failures.csv
feedback__rotation,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/feedback__rotation.failures.csv
dinov3__block9__faces_global,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block9__faces_global.failures.csv
dinov3__block9__faces_global,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block9__faces_global.failures.csv
dinov3__block9__faces_global,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block9__faces_global.failures.csv
dinov3__block9__faces_global,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block9__faces_global.failures.csv
dinov3__block9__faces_global,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block9__faces_global.failures.csv
dinov3__block9__faces_global,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block9__faces_global.failures.csv
dinov3__block9__faces_global,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block9__faces_global.failures.csv
bilayout__fg_extended__global,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/bilayout__fg_extended__global.failures.csv
bilayout__fg_extended__global,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/bilayout__fg_extended__global.failures.csv
bilayout__fg_extended__global,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/bilayout__fg_extended__global.failures.csv
bilayout__fg_extended__global,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/bilayout__fg_extended__global.failures.csv
bilayout__fg_extended__global,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/bilayout__fg_extended__global.failures.csv
bilayout__fg_extended__global,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/bilayout__fg_extended__global.failures.csv
bilayout__fg_extended__global,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/bilayout__fg_extended__global.failures.csv
dinov3__block12__faces_global,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block12__faces_global.failures.csv
dinov3__block12__faces_global,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block12__faces_global.failures.csv
dinov3__block12__faces_global,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block12__faces_global.failures.csv
dinov3__block12__faces_global,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block12__faces_global.failures.csv
dinov3__block12__faces_global,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block12__faces_global.failures.csv
dinov3__block12__faces_global,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block12__faces_global.failures.csv
dinov3__block12__faces_global,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block12__faces_global.failures.csv
dinov3__block12__panorama_global,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block12__panorama_global.failures.csv
dinov3__block12__panorama_global,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block12__panorama_global.failures.csv
dinov3__block12__panorama_global,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block12__panorama_global.failures.csv
dinov3__block12__panorama_global,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block12__panorama_global.failures.csv
dinov3__block12__panorama_global,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block12__panorama_global.failures.csv
dinov3__block12__panorama_global,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block12__panorama_global.failures.csv
dinov3__block12__panorama_global,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block12__panorama_global.failures.csv
da3__layer5__faces_global,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/da3__layer5__faces_global.failures.csv
da3__layer5__faces_global,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/da3__layer5__faces_global.failures.csv
da3__layer5__faces_global,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/da3__layer5__faces_global.failures.csv
da3__layer5__faces_global,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/da3__layer5__faces_global.failures.csv
da3__layer5__faces_global,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/da3__layer5__faces_global.failures.csv
da3__layer5__faces_global,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/da3__layer5__faces_global.failures.csv
da3__layer5__faces_global,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/da3__layer5__faces_global.failures.csv
dinov3__block3__panorama_local16,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block3__panorama_local16.failures.csv
dinov3__block3__panorama_local16,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block3__panorama_local16.failures.csv
dinov3__block3__panorama_local16,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block3__panorama_local16.failures.csv
dinov3__block3__panorama_local16,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block3__panorama_local16.failures.csv
dinov3__block3__panorama_local16,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block3__panorama_local16.failures.csv
dinov3__block3__panorama_local16,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block3__panorama_local16.failures.csv
dinov3__block3__panorama_local16,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block3__panorama_local16.failures.csv
bilayout__fc__global,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/bilayout__fc__global.failures.csv
bilayout__fc__global,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/bilayout__fc__global.failures.csv
bilayout__fc__global,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/bilayout__fc__global.failures.csv
bilayout__fc__global,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/bilayout__fc__global.failures.csv
bilayout__fc__global,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/bilayout__fc__global.failures.csv
bilayout__fc__global,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/bilayout__fc__global.failures.csv
bilayout__fc__global,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/bilayout__fc__global.failures.csv
ulayout__transformer__local16,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/ulayout__transformer__local16.failures.csv
ulayout__transformer__local16,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/ulayout__transformer__local16.failures.csv
ulayout__transformer__local16,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/ulayout__transformer__local16.failures.csv
ulayout__transformer__local16,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/ulayout__transformer__local16.failures.csv
