feature,stratum,excluded,reason,n_test,result_file
ulayout__transformer__local16,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/ulayout__transformer__local16.failures.csv
ulayout__transformer__local16,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/ulayout__transformer__local16.failures.csv
ulayout__transformer__local16,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/ulayout__transformer__local16.failures.csv
bilayout__fc__regions,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/bilayout__fc__regions.failures.csv
bilayout__fc__regions,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/bilayout__fc__regions.failures.csv
bilayout__fc__regions,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/bilayout__fc__regions.failures.csv
bilayout__fc__regions,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/bilayout__fc__regions.failures.csv
bilayout__fc__regions,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/bilayout__fc__regions.failures.csv
bilayout__fc__regions,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/bilayout__fc__regions.failures.csv
bilayout__fc__regions,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/bilayout__fc__regions.failures.csv
dinov3__block12__faces_local96,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block12__faces_local96.failures.csv
dinov3__block12__faces_local96,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block12__faces_local96.failures.csv
dinov3__block12__faces_local96,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block12__faces_local96.failures.csv
dinov3__block12__faces_local96,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block12__faces_local96.failures.csv
dinov3__block12__faces_local96,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block12__faces_local96.failures.csv
dinov3__block12__faces_local96,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block12__faces_local96.failures.csv
dinov3__block12__faces_local96,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block12__faces_local96.failures.csv
dinov3__block3__faces_local16,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block3__faces_local16.failures.csv
dinov3__block3__faces_local16,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block3__faces_local16.failures.csv
dinov3__block3__faces_local16,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block3__faces_local16.failures.csv
dinov3__block3__faces_local16,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block3__faces_local16.failures.csv
dinov3__block3__faces_local16,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block3__faces_local16.failures.csv
dinov3__block3__faces_local16,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block3__faces_local16.failures.csv
dinov3__block3__faces_local16,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block3__faces_local16.failures.csv
dinov3__block9__panorama_mean,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block9__panorama_mean.failures.csv
dinov3__block9__panorama_mean,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block9__panorama_mean.failures.csv
dinov3__block9__panorama_mean,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block9__panorama_mean.failures.csv
dinov3__block9__panorama_mean,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block9__panorama_mean.failures.csv
dinov3__block9__panorama_mean,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block9__panorama_mean.failures.csv
dinov3__block9__panorama_mean,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block9__panorama_mean.failures.csv
dinov3__block9__panorama_mean,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block9__panorama_mean.failures.csv
dinov3__block6__panorama_mean,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block6__panorama_mean.failures.csv
dinov3__block6__panorama_mean,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block6__panorama_mean.failures.csv
dinov3__block6__panorama_mean,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block6__panorama_mean.failures.csv
dinov3__block6__panorama_mean,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block6__panorama_mean.failures.csv
dinov3__block6__panorama_mean,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block6__panorama_mean.failures.csv
dinov3__block6__panorama_mean,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block6__panorama_mean.failures.csv
dinov3__block6__panorama_mean,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block6__panorama_mean.failures.csv
dinov3__block3__panorama_global,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block3__panorama_global.failures.csv
dinov3__block3__panorama_global,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block3__panorama_global.failures.csv
dinov3__block3__panorama_global,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block3__panorama_global.failures.csv
dinov3__block3__panorama_global,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block3__panorama_global.failures.csv
dinov3__block3__panorama_global,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block3__panorama_global.failures.csv
dinov3__block3__panorama_global,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block3__panorama_global.failures.csv
dinov3__block3__panorama_global,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block3__panorama_global.failures.csv
dinov3__block11__panorama_local16,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block11__panorama_local16.failures.csv
dinov3__block11__panorama_local16,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block11__panorama_local16.failures.csv
dinov3__block11__panorama_local16,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block11__panorama_local16.failures.csv
dinov3__block11__panorama_local16,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block11__panorama_local16.failures.csv
dinov3__block11__panorama_local16,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block11__panorama_local16.failures.csv
dinov3__block11__panorama_local16,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block11__panorama_local16.failures.csv
dinov3__block11__panorama_local16,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block11__panorama_local16.failures.csv
dinov3__block3__faces_concat,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block3__faces_concat.failures.csv
dinov3__block3__faces_concat,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block3__faces_concat.failures.csv
dinov3__block3__faces_concat,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block3__faces_concat.failures.csv
dinov3__block3__faces_concat,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block3__faces_concat.failures.csv
dinov3__block3__faces_concat,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block3__faces_concat.failures.csv
dinov3__block3__faces_concat,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block3__faces_concat.failures.csv
dinov3__block3__faces_concat,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block3__faces_concat.failures.csv
da3__layer11__faces_global,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/da3__layer11__faces_global.failures.csv
da3__layer11__faces_global,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/da3__layer11__faces_global.failures.csv
da3__layer11__faces_global,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/da3__layer11__faces_global.failures.csv
da3__layer11__faces_global,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/da3__layer11__faces_global.failures.csv
da3__layer11__faces_global,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/da3__layer11__faces_global.failures.csv
da3__layer11__faces_global,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/da3__layer11__faces_global.failures.csv
da3__layer11__faces_global,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/da3__layer11__faces_global.failures.csv
dinov3__block11__panorama_global,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block11__panorama_global.failures.csv
dinov3__block11__panorama_global,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block11__panorama_global.failures.csv
dinov3__block11__panorama_global,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block11__panorama_global.failures.csv
dinov3__block11__panorama_global,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block11__panorama_global.failures.csv
dinov3__block11__panorama_global,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block11__panorama_global.failures.csv
dinov3__block11__panorama_global,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block11__panorama_global.failures.csv
dinov3__block11__panorama_global,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block11__panorama_global.failures.csv
da3__layer9__faces_global,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/da3__layer9__faces_global.failures.csv
da3__layer9__faces_global,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/da3__layer9__faces_global.failures.csv
da3__layer9__faces_global,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/da3__layer9__faces_global.failures.csv
da3__layer9__faces_global,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/da3__layer9__faces_global.failures.csv
da3__layer9__faces_global,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/da3__layer9__faces_global.failures.csv
da3__layer9__faces_global,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/da3__layer9__faces_global.failures.csv
da3__layer9__faces_global,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/da3__layer9__faces_global.failures.csv
da3__layer11__faces_concat,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/da3__layer11__faces_concat.failures.csv
da3__layer11__faces_concat,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/da3__layer11__faces_concat.failures.csv
da3__layer11__faces_concat,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/da3__layer11__faces_concat.failures.csv
da3__layer11__faces_concat,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/da3__layer11__faces_concat.failures.csv
da3__layer11__faces_concat,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/da3__layer11__faces_concat.failures.csv
da3__layer11__faces_concat,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/da3__layer11__faces_concat.failures.csv
da3__layer11__faces_concat,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/da3__layer11__faces_concat.failures.csv
dinov3__block6__faces_concat,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block6__faces_concat.failures.csv
dinov3__block6__faces_concat,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block6__faces_concat.failures.csv
dinov3__block6__faces_concat,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block6__faces_concat.failures.csv
dinov3__block6__faces_concat,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block6__faces_concat.failures.csv
dinov3__block6__faces_concat,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block6__faces_concat.failures.csv
dinov3__block6__faces_concat,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block6__faces_concat.failures.csv
dinov3__block6__faces_concat,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block6__faces_concat.failures.csv
da3__layer7__faces_local96,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/da3__layer7__faces_local96.failures.csv
da3__layer7__faces_local96,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/da3__layer7__faces_local96.failures.csv
da3__layer7__faces_local96,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/da3__layer7__faces_local96.failures.csv
da3__layer7__faces_local96,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/da3__layer7__faces_local96.failures.csv
da3__layer7__faces_local96,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/da3__layer7__faces_local96.failures.csv
da3__layer7__faces_local96,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/da3__layer7__faces_local96.failures.csv
da3__layer7__faces_local96,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/da3__layer7__faces_local96.failures.csv
dinov3__block11__faces_global,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block11__faces_global.failures.csv
dinov3__block11__faces_global,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block11__faces_global.failures.csv
dinov3__block11__faces_global,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block11__faces_global.failures.csv
dinov3__block11__faces_global,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block11__faces_global.failures.csv
dinov3__block11__faces_global,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block11__faces_global.failures.csv
dinov3__block11__faces_global,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block11__faces_global.failures.csv
dinov3__block11__faces_global,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block11__faces_global.failures.csv
dinov3__block6__faces_global,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block6__faces_global.failures.csv
dinov3__block6__faces_global,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block6__faces_global.failures.csv
dinov3__block6__faces_global,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block6__faces_global.failures.csv
dinov3__block6__faces_global,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block6__faces_global.failures.csv
dinov3__block6__faces_global,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block6__faces_global.failures.csv
dinov3__block6__faces_global,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block6__faces_global.failures.csv
dinov3__block6__faces_global,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block6__faces_global.failures.csv
dinov3__block3__panorama_mean,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block3__panorama_mean.failures.csv
dinov3__block3__panorama_mean,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block3__panorama_mean.failures.csv
dinov3__block3__panorama_mean,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block3__panorama_mean.failures.csv
dinov3__block3__panorama_mean,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block3__panorama_mean.failures.csv
dinov3__block3__panorama_mean,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block3__panorama_mean.failures.csv
dinov3__block3__panorama_mean,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block3__panorama_mean.failures.csv
dinov3__block3__panorama_mean,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block3__panorama_mean.failures.csv
semantic__main_primary,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/semantic__main_primary.failures.csv
semantic__main_primary,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/semantic__main_primary.failures.csv
semantic__main_primary,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/semantic__main_primary.failures.csv
semantic__main_primary,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/semantic__main_primary.failures.csv
semantic__main_primary,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/semantic__main_primary.failures.csv
semantic__main_primary,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/semantic__main_primary.failures.csv
semantic__main_primary,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/semantic__main_primary.failures.csv
hohonet__refined__global,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/hohonet__refined__global.failures.csv
hohonet__refined__global,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/hohonet__refined__global.failures.csv
hohonet__refined__global,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/hohonet__refined__global.failures.csv
hohonet__refined__global,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/hohonet__refined__global.failures.csv
hohonet__refined__global,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/hohonet__refined__global.failures.csv
hohonet__refined__global,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/hohonet__refined__global.failures.csv
hohonet__refined__global,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/hohonet__refined__global.failures.csv
hohonet__compressed__global,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/hohonet__compressed__global.failures.csv
hohonet__compressed__global,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/hohonet__compressed__global.failures.csv
hohonet__compressed__global,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/hohonet__compressed__global.failures.csv
hohonet__compressed__global,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/hohonet__compressed__global.failures.csv
hohonet__compressed__global,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/hohonet__compressed__global.failures.csv
hohonet__compressed__global,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/hohonet__compressed__global.failures.csv
hohonet__compressed__global,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/hohonet__compressed__global.failures.csv
dinov3__block9__panorama_local16,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block9__panorama_local16.failures.csv
dinov3__block9__panorama_local16,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block9__panorama_local16.failures.csv
dinov3__block9__panorama_local16,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block9__panorama_local16.failures.csv
dinov3__block9__panorama_local16,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block9__panorama_local16.failures.csv
dinov3__block9__panorama_local16,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block9__panorama_local16.failures.csv
dinov3__block9__panorama_local16,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block9__panorama_local16.failures.csv
dinov3__block9__panorama_local16,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block9__panorama_local16.failures.csv
feedback__point_counts,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/feedback__point_counts.failures.csv
feedback__point_counts,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/feedback__point_counts.failures.csv
feedback__point_counts,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/feedback__point_counts.failures.csv
feedback__point_counts,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/feedback__point_counts.failures.csv
feedback__point_counts,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/feedback__point_counts.failures.csv
feedback__point_counts,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/feedback__point_counts.failures.csv
feedback__point_counts,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/feedback__point_counts.failures.csv
dinov3__block12__faces_concat,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block12__faces_concat.failures.csv
dinov3__block12__faces_concat,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block12__faces_concat.failures.csv
dinov3__block12__faces_concat,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block12__faces_concat.failures.csv
dinov3__block12__faces_concat,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block12__faces_concat.failures.csv
dinov3__block12__faces_concat,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block12__faces_concat.failures.csv
dinov3__block12__faces_concat,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block12__faces_concat.failures.csv
dinov3__block12__faces_concat,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block12__faces_concat.failures.csv
dinov3__block11__faces_local96,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block11__faces_local96.failures.csv
dinov3__block11__faces_local96,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block11__faces_local96.failures.csv
dinov3__block11__faces_local96,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block11__faces_local96.failures.csv
dinov3__block11__faces_local96,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block11__faces_local96.failures.csv
dinov3__block11__faces_local96,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block11__faces_local96.failures.csv
dinov3__block11__faces_local96,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block11__faces_local96.failures.csv
dinov3__block11__faces_local96,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block11__faces_local96.failures.csv
da3__layer7__faces_local16,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/da3__layer7__faces_local16.failures.csv
da3__layer7__faces_local16,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/da3__layer7__faces_local16.failures.csv
da3__layer7__faces_local16,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/da3__layer7__faces_local16.failures.csv
da3__layer7__faces_local16,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/da3__layer7__faces_local16.failures.csv
da3__layer7__faces_local16,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/da3__layer7__faces_local16.failures.csv
da3__layer7__faces_local16,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/da3__layer7__faces_local16.failures.csv
da3__layer7__faces_local16,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/da3__layer7__faces_local16.failures.csv
hohonet__encoder_stage2__global,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/hohonet__encoder_stage2__global.failures.csv
hohonet__encoder_stage2__global,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/hohonet__encoder_stage2__global.failures.csv
hohonet__encoder_stage2__global,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/hohonet__encoder_stage2__global.failures.csv
hohonet__encoder_stage2__global,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/hohonet__encoder_stage2__global.failures.csv
hohonet__encoder_stage2__global,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/hohonet__encoder_stage2__global.failures.csv
hohonet__encoder_stage2__global,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/hohonet__encoder_stage2__global.failures.csv
hohonet__encoder_stage2__global,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/hohonet__encoder_stage2__global.failures.csv
semantic__main_keywords,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/semantic__main_keywords.failures.csv
