schema_version,worker_id,target_component,gap_reason,formal_goal,current_support,current_ci_half_width,target_ci_half_width,interval_level,ci_method,additional_blocks,ordinary_tasks,stress_tasks,projected_ci_half_width,precision_target_met,routing_eligibility,unmet_reason,terminal_state,fallback_action,declared_support_after,observed_support_after,ordinary_support_observed_after,stress_support_observed_after,threshold_manifest_sha256,design_manifest_sha256
c2a_rp_precision_plan_v2,1,risk_slope,target_not_met,risk_slope,8,0.014242603105051084,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,2,2,2,0.011629036738784824,false,uncertain_fallback_global,,target_met,,12,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,50d62be3733861b7086da48dc28a1052b4b650c77dbc41cc99c506fd7eb7b236
c2a_rp_precision_plan_v2,10,risk_slope,target_not_met,risk_slope,8,0.014242603105051084,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,2,2,2,0.011629036738784824,false,uncertain_fallback_global,,target_met,,12,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,50d62be3733861b7086da48dc28a1052b4b650c77dbc41cc99c506fd7eb7b236
c2a_rp_precision_plan_v2,11,risk_slope,target_not_met,risk_slope,8,0.014242603105051084,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,2,2,2,0.011629036738784824,false,uncertain_fallback_global,,target_met,,12,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,50d62be3733861b7086da48dc28a1052b4b650c77dbc41cc99c506fd7eb7b236
c2a_rp_precision_plan_v2,12,risk_slope,target_not_met,risk_slope,7,0.014242603105051084,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,1,1,1,0.012560795279387171,false,uncertain_fallback_global,,target_met,,9,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,50d62be3733861b7086da48dc28a1052b4b650c77dbc41cc99c506fd7eb7b236
c2a_rp_precision_plan_v2,13,risk_slope,target_not_met,risk_slope,8,0.014242603105051084,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,2,2,2,0.011629036738784824,false,uncertain_fallback_global,,target_met,,12,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,50d62be3733861b7086da48dc28a1052b4b650c77dbc41cc99c506fd7eb7b236
c2a_rp_precision_plan_v2,15,risk_slope,target_not_met,risk_slope,8,0.014242603105051084,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,2,2,2,0.011629036738784824,false,uncertain_fallback_global,,target_met,,12,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,50d62be3733861b7086da48dc28a1052b4b650c77dbc41cc99c506fd7eb7b236
c2a_rp_precision_plan_v2,17,risk_slope,target_not_met,risk_slope,8,0.014242603105051084,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,2,2,2,0.011629036738784824,false,uncertain_fallback_global,,target_met,,12,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,50d62be3733861b7086da48dc28a1052b4b650c77dbc41cc99c506fd7eb7b236
c2a_rp_precision_plan_v2,18,risk_slope,precision_not_evaluable,risk_slope,0,,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,0,0,0,,false,not_evaluable,precision_not_evaluable,not_evaluable,STRONG_GLOBAL,0,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,50d62be3733861b7086da48dc28a1052b4b650c77dbc41cc99c506fd7eb7b236
c2a_rp_precision_plan_v2,2,risk_slope,target_not_met,risk_slope,7,0.014242603105051084,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,1,1,1,0.012560795279387171,false,uncertain_fallback_global,,target_met,,9,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,50d62be3733861b7086da48dc28a1052b4b650c77dbc41cc99c506fd7eb7b236
c2a_rp_precision_plan_v2,27,risk_slope,precision_not_evaluable,risk_slope,0,,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,0,0,0,,false,not_evaluable,precision_not_evaluable,not_evaluable,STRONG_GLOBAL,0,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,50d62be3733861b7086da48dc28a1052b4b650c77dbc41cc99c506fd7eb7b236
c2a_rp_precision_plan_v2,28,risk_slope,target_not_met,risk_slope,5,0.014242603105051084,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,1,1,1,0.012037196612643505,false,uncertain_fallback_global,,target_met,,7,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,50d62be3733861b7086da48dc28a1052b4b650c77dbc41cc99c506fd7eb7b236
c2a_rp_precision_plan_v2,29,risk_slope,pool_capacity_exhausted,risk_slope,6,0.014242603105051084,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,0,0,0,0.012334456104993364,false,uncertain_fallback_global,pool_capacity_exhausted,fallback_strong_global,STRONG_GLOBAL,6,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,50d62be3733861b7086da48dc28a1052b4b650c77dbc41cc99c506fd7eb7b236
c2a_rp_precision_plan_v2,30,risk_slope,target_not_met,risk_slope,8,0.014242603105051084,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,2,2,2,0.011629036738784824,false,uncertain_fallback_global,,target_met,,12,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,50d62be3733861b7086da48dc28a1052b4b650c77dbc41cc99c506fd7eb7b236
c2a_rp_precision_plan_v2,31,risk_slope,target_not_met,risk_slope,8,0.014242603105051084,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,2,2,2,0.011629036738784824,false,uncertain_fallback_global,,target_met,,12,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,50d62be3733861b7086da48dc28a1052b4b650c77dbc41cc99c506fd7eb7b236
c2a_rp_precision_plan_v2,32,risk_slope,pool_capacity_exhausted,risk_slope,8,0.014242603105051084,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,0,0,0,0.011629036738784824,false,uncertain_fallback_global,pool_capacity_exhausted,fallback_strong_global,STRONG_GLOBAL,8,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,50d62be3733861b7086da48dc28a1052b4b650c77dbc41cc99c506fd7eb7b236
c2a_rp_precision_plan_v2,33,risk_slope,target_not_met,risk_slope,8,0.014242603105051084,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,2,2,2,0.011629036738784824,false,uncertain_fallback_global,,target_met,,12,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,50d62be3733861b7086da48dc28a1052b4b650c77dbc41cc99c506fd7eb7b236
c2a_rp_precision_plan_v2,34,risk_slope,target_not_met,risk_slope,8,0.014242603105051084,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,2,2,2,0.011629036738784824,false,uncertain_fallback_global,,target_met,,12,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,50d62be3733861b7086da48dc28a1052b4b650c77dbc41cc99c506fd7eb7b236
c2a_rp_precision_plan_v2,35,risk_slope,pool_capacity_exhausted,risk_slope,8,0.014242603105051084,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,0,0,0,0.011629036738784824,false,uncertain_fallback_global,pool_capacity_exhausted,fallback_strong_global,STRONG_GLOBAL,8,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,50d62be3733861b7086da48dc28a1052b4b650c77dbc41cc99c506fd7eb7b236
c2a_rp_precision_plan_v2,36,risk_slope,pool_capacity_exhausted,risk_slope,8,0.014242603105051084,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,0,0,0,0.011629036738784824,false,uncertain_fallback_global,pool_capacity_exhausted,fallback_strong_global,STRONG_GLOBAL,8,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,50d62be3733861b7086da48dc28a1052b4b650c77dbc41cc99c506fd7eb7b236
c2a_rp_precision_plan_v2,37,risk_slope,target_not_met,risk_slope,8,0.014242603105051084,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,2,2,2,0.011629036738784824,false,uncertain_fallback_global,,target_met,,12,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,50d62be3733861b7086da48dc28a1052b4b650c77dbc41cc99c506fd7eb7b236
c2a_rp_precision_plan_v2,6,risk_slope,pool_capacity_exhausted,risk_slope,8,0.014242603105051084,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,0,0,0,0.011629036738784824,false,uncertain_fallback_global,pool_capacity_exhausted,fallback_strong_global,STRONG_GLOBAL,8,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,50d62be3733861b7086da48dc28a1052b4b650c77dbc41cc99c506fd7eb7b236
c2a_rp_precision_plan_v2,8,risk_slope,pool_capacity_exhausted,risk_slope,8,0.014242603105051084,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,0,0,0,0.011629036738784824,false,uncertain_fallback_global,pool_capacity_exhausted,fallback_strong_global,STRONG_GLOBAL,8,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,50d62be3733861b7086da48dc28a1052b4b650c77dbc41cc99c506fd7eb7b236
