estimand_scope,fold,base_task_id,building_id,condition,policy,replicate_support,order_signature_support,candidate_permutation_n,stop_at_3_probability,incremental_stop_at_4_probability,reach5_probability,cap_resolved_probability,historical_counterfactual_support_shortfall_probability,unresolved_probability,policy_failure_probability,autonomous_non_delivery_probability,expert_escalation_probability,status_probability_fixed_k5,mean_historical_candidates_examined,mean_frozen_geometry_submissions_used,mean_raw_structural_failure_attempts,mean_repair_required_attempts,mean_current_normalizer_invalid_attempts,mean_formal_replacement_candidates_used,mean_frozen_geometry_submission_savings_vs_f0,mean_historical_candidates_examined_savings_vs_f0,mean_public_gt_quality,mean_reference_evaluable_autonomous_delivery_quality,mean_paired_complete_case_quality_delta_vs_f0,mean_reference_evaluable_autonomous_delivery_mitt_delta_vs_f0,instability_probability,corner_count_change_probability,mean_continuous_geometry_delta_vs_f0,selected_structural_invalidity_probability,selected_repair_probability,selected_current_normalizer_evaluable_probability,selected_formal_replacement_probability,selected_output_probability,supported_multimodality_probability,selected_output_replicate_support,raw_attempt_replicate_support,paid_valid_replicate_support,complete_case_quality_replicate_support,reference_evaluable_autonomous_delivery_replicate_support,paired_cost_replicate_support,paired_complete_case_quality_replicate_support,paired_reference_evaluable_autonomous_delivery_replicate_support,paired_instability_replicate_support,paired_corner_count_replicate_support,paired_geometry_delta_replicate_support,selected_structural_invalidity_replicate_support,autonomous_non_delivery_replicate_support,expert_escalation_replicate_support,paired_rows_status,status
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,F0,1000,1000,22,0.0,0.0,1.0,0.0,0.0,0.097,0.097,0.097,0.0,0.903,5.0,5.0,0.0,0.0,0.0,0.0,,,0.9279461169623963,0.8379353436170438,,,,,,0.0,0.0,1.0,0.0,0.903,,903,1000,1000,903,1000,0,0,0,0,0,0,903,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,M0_corner_count_gate_geometry_medoid,1000,1000,22,0.554,0.289,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.603,3.603,0.0,0.0,0.0,0.0,1.397,1.397,0.9185078415172487,0.9185078415172487,-0.00670432017441533,0.08057249790020489,0.4174972314507198,0.2469545957918051,0.01623953360612356,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,903,1000,903,903,903,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,M1,1000,1000,22,0.042,0.082,0.876,0.0,0.0,0.876,0.0,0.876,0.876,0.0,4.834,4.834,0.0,0.0,0.0,0.0,0.166,0.166,0.9313842029007526,0.11549164115969333,-0.0041827538942958336,-0.7224437024573505,0.15254237288135594,0.0,0.003331649612017773,0.0,0.0,1.0,0.0,0.124,0.091,124,1000,1000,124,1000,1000,118,1000,118,118,118,124,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.926580474934037,0.926580474934037,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,0.692,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.308,3.308,0.0,0.0,0.0,0.0,1.692,1.692,0.926580474934037,0.926580474934037,0.0,0.0,0.305,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,manual,M1,1000,120,5,0.103,0.301,0.596,0.0,0.0,0.596,0.0,0.596,0.596,0.0,4.493,4.493,0.0,0.0,0.0,0.0,0.507,0.507,0.926580474934037,0.37433851187335093,0.0,-0.5522419630606861,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.404,0.0,404,1000,1000,404,1000,1000,404,1000,404,404,404,404,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.9058153979098593,0.9058153979098593,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,0.712,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.288,3.288,0.0,0.0,0.0,0.0,1.712,1.712,0.883255664423923,0.883255664423923,-0.022559733485936314,-0.022559733485936314,0.308,0.0,0.005583506863223193,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,manual,M1,1000,120,5,0.101,0.318,0.581,0.0,0.0,0.581,0.0,0.581,0.581,0.0,4.48,4.48,0.0,0.0,0.0,0.0,0.52,0.52,0.9058153979098593,0.37953665172423107,0.0,-0.5262787461856283,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.419,0.0,419,1000,1000,419,1000,1000,419,1000,419,419,419,419,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.7688449848024316,0.7688449848024316,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.787307893147407,0.787307893147407,0.018462908344975396,0.018462908344975396,0.606,0.314,0.0223609737764248,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY,manual,M1,1000,120,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,-0.7688449848024316,,,,,,,,0.0,1.0,0,1000,1000,0,1000,1000,0,1000,0,0,0,0,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.9322346793582258,0.9322346793582258,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9227610094481353,0.9227610094481353,-0.00947366991009043,-0.00947366991009043,0.611,0.0,0.002396352539765975,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,manual,M1,1000,120,5,0.389,0.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.611,3.611,0.0,0.0,0.0,0.0,1.389,1.389,0.9248431419617231,0.9248431419617231,-0.007391537396502688,-0.007391537396502688,0.505,0.0,0.0017911625304983087,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.9561991118767569,0.9561991118767569,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9526908363099401,0.9526908363099401,-0.0035082755668167185,-0.0035082755668167185,0.598,0.0,0.008198048137491937,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,manual,M1,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9526908363099401,0.9526908363099401,-0.0035082755668167185,-0.0035082755668167185,0.598,0.0,0.008198048137491937,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,F0,1000,1000,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.915846258511095,0.915846258511095,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,M0_corner_count_gate_geometry_medoid,1000,1000,22,0.784,0.186,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.246,3.246,0.0,0.0,0.0,0.0,1.754,1.754,0.9072746273555381,0.9072746273555381,-0.00857163115555697,-0.00857163115555697,0.564,0.176,0.008085855540395771,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,M1,1000,1000,22,0.153,0.288,0.559,0.0,0.0,0.559,0.0,0.559,0.559,0.0,4.406,4.406,0.0,0.0,0.0,0.0,0.594,0.594,0.9087529732428299,0.400760061200088,4.24414030915171e-05,-0.5150861973110071,0.2108843537414966,0.0,0.0010144281896993174,0.0,0.0,1.0,0.0,0.441,0.353,441,1000,1000,441,1000,1000,441,1000,441,441,441,441,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,F0,1000,1000,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.8850688498092446,0.8850688498092446,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,M0_corner_count_gate_geometry_medoid,1000,1000,22,0.432,0.281,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.855,3.855,0.0,0.0,0.0,0.0,1.145,1.145,0.8883700828196575,0.8883700828196575,0.003301233010412798,0.003301233010412798,0.351,0.243,0.013831386236954527,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,M1,1000,1000,22,0.02,0.041,0.939,0.0,0.0,0.939,0.0,0.939,0.939,0.0,4.919,4.919,0.0,0.0,0.0,0.0,0.081,0.081,0.9027777049334469,0.05506944000094026,-0.0005303080571751747,-0.8299994098083043,0.04918032786885246,0.0,0.00023171921493872618,0.0,0.0,1.0,0.0,0.061,0.206,61,1000,1000,61,1000,1000,61,1000,61,61,61,61,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,1.0,,,0.7226790687827888,0.7226790687827888,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.609,2.0,2.0,0.727975761944447,0.727975761944447,0.005296693161658227,0.005296693161658227,0.901,0.0,0.025242646034435504,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY,manual,M1,1000,120,5,0.099,0.31,0.591,0.0,0.0,0.591,0.0,0.591,0.591,0.0,4.492,4.492,0.0,0.0,0.0,0.742,0.508,0.508,0.7226790687827888,0.2955757391321606,0.0,-0.42710332965062814,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.409,0.0,409,1000,1000,409,1000,1000,409,1000,409,409,409,409,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,1.0,,,0.8797242350501584,0.8797242350501584,,,,,,0.0,0.0,1.0,1.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.6,2.0,2.0,0.8788095195575463,0.8788095195575463,-0.0009147154926120903,-0.0009147154926120903,0.601,0.0,0.002730677764202284,0.0,0.0,1.0,0.399,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,manual,M1,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.6,2.0,2.0,0.8788095195575463,0.8788095195575463,-0.0009147154926120903,-0.0009147154926120903,0.601,0.0,0.002730677764202284,0.0,0.0,1.0,0.399,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,F0,1000,1000,22,0.0,0.0,1.0,0.0,0.0,0.015,0.015,0.015,0.0,0.985,5.0,5.0,0.0,0.0,0.0,0.0,,,0.8637711199204364,0.8502182257794254,,,,,,0.0,0.0,1.0,0.0,0.985,,985,1000,1000,941,956,0,0,0,0,0,0,985,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,M0_corner_count_gate_geometry_medoid,1000,1000,22,0.402,0.294,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.902,3.902,0.0,0.0,0.0,0.0,1.098,1.098,0.8685856315241224,0.8685856315241224,0.007327669560429517,0.017604352402189632,0.30761421319796955,0.22233502538071065,0.00930839465401064,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,943,943,1000,921,934,985,985,985,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,M1,1000,1000,22,0.012,0.033,0.955,0.0,0.0,0.955,0.0,0.955,0.955,0.0,4.943,4.943,0.0,0.0,0.0,0.0,0.057,0.057,0.9002434835415585,0.03705821568795572,-5.2346634960221124e-05,-0.8124593099685097,0.022727272727272728,0.0,0.00010503088528371088,0.0,0.0,1.0,0.0,0.045,0.212,45,1000,1000,41,996,1000,41,955,44,44,44,45,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.7895344126440377,0.7895344126440377,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,0.314,0.285,0.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.087,4.087,0.0,0.0,0.0,0.0,0.913,0.913,0.7895344126440377,0.7895344126440377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,manual,M1,1000,120,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,-0.7895344126440377,,,,,,,,0.0,0.0,0,1000,1000,0,1000,1000,0,1000,0,0,0,0,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.6997089496413732,0.6997089496413732,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.707302673863671,0.707302673863671,0.00759372422229773,0.00759372422229773,0.62,0.0,0.004308179989743232,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,manual,M1,1000,120,5,0.408,0.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.592,3.592,0.0,0.0,0.0,0.0,1.408,1.408,0.7058606256310318,0.7058606256310318,0.006151675989658648,0.006151675989658648,0.749,0.0,0.004253186739635961,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.8795517226896639,0.8795517226896639,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.87927838137724,0.87927838137724,-0.000273341312423844,-0.000273341312423844,0.81,0.0,0.004234384515196011,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,manual,M1,1000,120,5,0.404,0.596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.596,3.596,0.0,0.0,0.0,0.0,1.404,1.404,0.8795807067990132,0.8795807067990132,2.8984109349416975e-05,2.8984109349416975e-05,0.519,0.0,0.0028002796411901397,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.9872787248141325,0.9872787248141325,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9850878397217177,0.9850878397217177,-0.0021908850924148376,-0.0021908850924148376,0.506,0.0,0.0007177937654809974,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,manual,M1,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9850878397217177,0.9850878397217177,-0.0021908850924148376,-0.0021908850924148376,0.506,0.0,0.0007177937654809974,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.6806090129470818,0.6806090129470818,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,0.63,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,3.37,0.0,0.0,0.0,0.0,1.63,1.63,0.702765356799881,0.702765356799881,0.02215634385279923,0.02215634385279923,0.521,0.521,0.08423289414222349,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY,manual,M1,1000,120,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,-0.6806090129470818,,,,,,,,0.0,0.0,0,1000,1000,0,1000,1000,0,1000,0,0,0,0,1000,1000,paired_same_task_replicate_order,development_descriptive_only
