operational_initialization_band,task_count,building_count,mean_delta_shannon_entropy,median_delta_shannon_entropy,mean_delta_iou_to_gt,mean_edit_rate,mean_issue_report_rate,mean_delta_u,interpretation
acceptable_not_strict,4,3,-0.24455586323869388,-0.2249340578475233,0.11778800124877858,0.4375,0.25,-0.04574611490948675,descriptive_existing_C1_only_not_randomized_by_proposal_correctness
not_acceptable_same_topology,3,3,-0.09436918089808961,0.0,0.09373052671186835,0.08333333333333333,0.5,-0.04227463093503075,descriptive_existing_C1_only_not_randomized_by_proposal_correctness
strict_correct,4,4,-0.17621296460455443,-0.029183095504107,0.05876195748686687,0.2625,0.44999999999999996,-0.043564369348934824,descriptive_existing_C1_only_not_randomized_by_proposal_correctness
wrong_topology,14,9,0.12257493748650297,0.34567833701331585,0.027781006408609935,0.26071428571428573,0.5535714285714285,-0.04452702015580598,descriptive_existing_C1_only_not_randomized_by_proposal_correctness
