proposal_topology_relation,task_count,building_count,mean_delta_shannon_entropy,median_delta_shannon_entropy,mean_delta_iou_to_gt,mean_edit_rate,mean_issue_report_rate,mean_delta_u,interpretation
model_fewer_pairs,7,6,0.22684961364936798,0.5004024235381879,0.04765727575334137,0.17857142857142858,0.7499999999999999,-0.04685126729901386,descriptive_existing_C1_only_not_randomized_by_proposal_correctness
model_more_pairs,7,6,0.018300261323637983,0.0,0.0079047370638785,0.34285714285714286,0.35714285714285715,-0.04259014753646609,descriptive_existing_C1_only_not_randomized_by_proposal_correctness
pair_count_exact,11,7,-0.17874389582429656,0.0,0.08936608883663184,0.2772727272727273,0.3909090909090909,-0.04417911989037478,descriptive_existing_C1_only_not_randomized_by_proposal_correctness
