case_id,canonical_annotation_id,annotation_id,task_id,source,image_id,source_kind,reading,representation,raw_point_ids,coordinates_changed,is_final_geometry_adjudication,human_status,enclosed_status,extended_status,comparison_status,d_enclosed,d_extended,d_bi,delta_enclosed_minus_extended,minimum_residual,numeric_warning
V33_other_view,7fc54cc83e44fb28abe2,6154,3388,export_label/stage2_Chinese/project-72-at-2026-07-30-13-02-f69c5ac4.json,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,canonical_response,user_confirmed_order,legacy_integer,"[0, 1, 2, 3, 8, 9, 10, 11, 13, 12, 14, 15, 4, 5, 6, 7]",False,False,computable,computable,computable,computable,0.07254983741732157,0.06890616192212218,0.0044222010791709065,0.0036436754951993944,0.06890616192212218,
V33_other_view,7fc54cc83e44fb28abe2,6154,3388,export_label/stage2_Chinese/project-72-at-2026-07-30-13-02-f69c5ac4.json,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,canonical_response,user_confirmed_order,pixel_center_integer,"[0, 1, 2, 3, 8, 9, 10, 11, 13, 12, 14, 15, 4, 5, 6, 7]",False,False,computable,computable,computable,computable,0.06799314532181866,0.06437011139130744,0.004419741623132523,0.0036230339305112214,0.06437011139130744,
V33_other_view,7fc54cc83e44fb28abe2,6154,3388,export_label/stage2_Chinese/project-72-at-2026-07-30-13-02-f69c5ac4.json,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,canonical_response,user_confirmed_order,native_uv,"[0, 1, 2, 3, 8, 9, 10, 11, 13, 12, 14, 15, 4, 5, 6, 7]",False,False,computable,computable,computable,computable,0.0670741721471203,0.06193210696521567,0.006637379412208544,0.0051420651819046315,0.06193210696521567,
V07,,4929,3380,export_label/groudTruth.json,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,reference,user_confirmed_order,legacy_integer,"[4, 5, 19, 16, 17, 18, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1, 2, 3]",False,False,computable,odd_or_insufficient,computable,not_computable,,0.3433978464217068,,,,
V07,,4929,3380,export_label/groudTruth.json,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,reference,user_confirmed_order,pixel_center_integer,"[4, 5, 19, 16, 17, 18, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1, 2, 3]",False,False,computable,odd_or_insufficient,computable,not_computable,,0.35913473143411623,,,,
V07,,4929,3380,export_label/groudTruth.json,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,reference,user_confirmed_order,native_uv,"[4, 5, 19, 16, 17, 18, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1, 2, 3]",False,False,computable,insufficient_floor_points,computable,not_computable,,0.3599245588000056,,,,
V31,,4938,3389,export_label/groudTruth.json,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,reference,user_confirmed_order,legacy_integer,"[14, 15, 12, 13, 8, 9, 10, 11, 0, 1, 2, 3, 4, 5, 6, 7]",False,False,computable,computable,computable,computable,0.37387098877308733,0.3676451625739139,0.012950646347140937,0.006225826199173445,0.3676451625739139,
V31,,4938,3389,export_label/groudTruth.json,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,reference,user_confirmed_order,pixel_center_integer,"[14, 15, 12, 13, 8, 9, 10, 11, 0, 1, 2, 3, 4, 5, 6, 7]",False,False,computable,computable,computable,computable,0.3615879861455623,0.3552258074027813,0.012958394964108,0.0063621787427809995,0.3552258074027813,
V31,,4938,3389,export_label/groudTruth.json,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,reference,user_confirmed_order,native_uv,"[14, 15, 12, 13, 8, 9, 10, 11, 0, 1, 2, 3, 4, 5, 6, 7]",False,False,computable,computable,computable,computable,0.36312173605156306,0.35714683897459965,0.01629851692537887,0.005974897076963415,0.35714683897459965,
