image_id,building,condition,scene,candidate,selection_source,training_workers,actual_workers,n_subgroup,n_all,training_recovery,subgroup_stable_fraction,matched_n_untyped_stable_fraction,delta,control_draws,control_orders,not_independent_population_samples
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__reference_error_high,training_score_quartile_not_a_global_typology,W014;W028;W029;W034;W035;W037,W014;W028;W029;W034;W035;W037,6,24,,0,0.05,-0.05,20,4,True
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__log_active_seconds_low,training_score_quartile_not_a_global_typology,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,6,24,,0,0.125,-0.125,20,4,True
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__log_active_seconds_high,training_score_quartile_not_a_global_typology,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,6,24,,0,0.1125,-0.1125,20,4,True
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W014;W029;W034;W036;W037,W008;W014;W029;W034;W036;W037,6,24,,0,0.2375,-0.2375,20,4,True
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__point_count_high,training_score_quartile_not_a_global_typology,W001;W002;W011;W017;W027;W032,W001;W002;W011;W017;W027;W032,6,24,,0,0.05,-0.05,20,4,True
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__reference_band_bias_low,training_score_quartile_not_a_global_typology,W001;W012;W021;W032;W034;W035,W001;W012;W021;W032;W034;W035,6,24,,0,0.325,-0.325,20,4,True
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__reference_band_bias_high,training_score_quartile_not_a_global_typology,W010;W018;W028;W031;W036;W037,W010;W018;W028;W031;W036;W037,6,24,,0,0.2125,-0.2125,20,4,True
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_semi__point_count_low,training_score_quartile_not_a_global_typology,W002;W008;W027;W029;W030;W034,W002;W008;W027;W029;W030;W034,6,24,,0,0.15,-0.15,20,4,True
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_semi__point_count_high,training_score_quartile_not_a_global_typology,W006;W011;W015;W021;W032;W037,W006;W011;W015;W021;W032;W037,6,24,,0,0.2125,-0.2125,20,4,True
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W006;W008;W031;W032,4,5,0.825757575758,0,0,0,20,4,True
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.825757575758,0.4,0.8375,-0.4375,20,4,True
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,13,24,0.8125,1,0.7875,0.2125,20,4,True
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,24,0.857142857143,0,0.7875,-0.7875,20,4,True
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,24,0.888888888889,1,0.9375,0.0625,20,4,True
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_TB,training_local_recovery,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,12,24,0.886904761905,1,0.7125,0.2875,20,4,True
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,continuous_tail_manual__reference_error_low,training_score_quartile_not_a_global_typology,W002;W015;W017;W018;W021;W027,W002;W015;W017;W018;W021;W027,6,24,,0.725,0.75,-0.025,20,4,True
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,continuous_tail_manual__reference_error_high,training_score_quartile_not_a_global_typology,W014;W028;W029;W034;W035;W037,W014;W028;W029;W034;W035;W037,6,24,,0.875,0.75,0.125,20,4,True
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,continuous_tail_manual__log_active_seconds_low,training_score_quartile_not_a_global_typology,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,6,24,,0,0.7625,-0.7625,20,4,True
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,continuous_tail_manual__log_active_seconds_high,training_score_quartile_not_a_global_typology,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,6,24,,1,0.625,0.375,20,4,True
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W014;W029;W034;W036;W037,W008;W014;W029;W034;W036;W037,6,24,,1,0.7625,0.2375,20,4,True
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,continuous_tail_manual__point_count_high,training_score_quartile_not_a_global_typology,W001;W002;W011;W017;W027;W032,W001;W002;W011;W017;W027;W032,6,24,,1,0.7125,0.2875,20,4,True
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,continuous_tail_manual__reference_band_bias_low,training_score_quartile_not_a_global_typology,W001;W012;W021;W032;W034;W035,W001;W012;W021;W032;W034;W035,6,24,,0,0.575,-0.575,20,4,True
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,continuous_tail_manual__reference_band_bias_high,training_score_quartile_not_a_global_typology,W010;W018;W028;W031;W036;W037,W010;W018;W028;W031;W036;W037,6,24,,0.85,0.9,-0.05,20,4,True
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,continuous_tail_semi__point_count_low,training_score_quartile_not_a_global_typology,W002;W008;W027;W029;W030;W034,W002;W008;W027;W029;W030;W034,6,24,,0.95,0.5125,0.4375,20,4,True
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,continuous_tail_semi__point_count_high,training_score_quartile_not_a_global_typology,W006;W011;W015;W021;W032;W037,W006;W011;W015;W021;W032;W037,6,24,,1,0.7625,0.2375,20,4,True
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,卫浴,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W011;W033;W034;W037,4,5,0.825757575758,0,0,0,20,4,True
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,卫浴,local_TB,training_local_recovery,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,W015;W033;W034;W037,4,5,0.886904761905,0,0,0,20,4,True
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,厨房与用餐,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W011;W032;W033;W037,4,5,0.833333333333,0.95,0.25,0.7,20,4,True
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,厨房与用餐,continuous_tail_semi__point_count_high,training_score_quartile_not_a_global_typology,W006;W011;W015;W021;W032;W037,W011;W015;W032;W037,4,5,,0,0.15,-0.15,20,4,True
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,复合／待定,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W012;W030;W034,4,5,0.833333333333,0,0.2,-0.2,20,4,True
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,复合／待定,local_T,training_local_recovery,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W012;W030,4,5,1,0,0.2,-0.2,20,4,True
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,复合／待定,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W030;W034,4,5,0.881944444444,0,0.225,-0.225,20,4,True
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,复合／待定,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W012;W030,4,5,0.875,0,0.225,-0.225,20,4,True
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,复合／待定,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W010;W031;W035,4,5,0.833333333333,0.725,0.6,0.125,20,4,True
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,起居与休闲,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W006;W008;W010;W031,4,5,0.833333333333,0,0.225,-0.225,20,4,True
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.833333333333,0.525,0.775,-0.25,20,4,True
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,local_T,training_local_recovery,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,24,1,0,0,0,20,4,True
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,13,24,0.80625,0.05,0.35,-0.3,20,4,True
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,24,0.857142857143,0,0,0,20,4,True
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,24,0.881944444444,0,0,0,20,4,True
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,24,0.875,0,0,0,20,4,True
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W001;W010;W012;W013;W030,5,24,0.8,0,0,0,20,4,True
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,continuous_tail_manual__reference_error_low,training_score_quartile_not_a_global_typology,W002;W015;W017;W018;W021;W027,W002;W015;W017;W018;W021;W027,6,24,,0,0,0,20,4,True
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,continuous_tail_manual__reference_error_high,training_score_quartile_not_a_global_typology,W012;W014;W029;W034;W035;W037,W012;W014;W029;W034;W035;W037,6,24,,0,0.0375,-0.0375,20,4,True
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,continuous_tail_manual__log_active_seconds_low,training_score_quartile_not_a_global_typology,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,6,24,,0,0,0,20,4,True
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,continuous_tail_manual__log_active_seconds_high,training_score_quartile_not_a_global_typology,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,6,24,,0,0,0,20,4,True
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W014;W029;W034;W036;W037,W008;W014;W029;W034;W036;W037,6,24,,0,0.025,-0.025,20,4,True
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,continuous_tail_manual__point_count_high,training_score_quartile_not_a_global_typology,W001;W002;W011;W017;W027;W032,W001;W002;W011;W017;W027;W032,6,24,,0,0.025,-0.025,20,4,True
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,continuous_tail_manual__reference_band_bias_low,training_score_quartile_not_a_global_typology,W001;W012;W021;W032;W034;W035,W001;W012;W021;W032;W034;W035,6,24,,0,0,0,20,4,True
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,continuous_tail_manual__reference_band_bias_high,training_score_quartile_not_a_global_typology,W010;W018;W028;W031;W036;W037,W010;W018;W028;W031;W036;W037,6,24,,0,0,0,20,4,True
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,continuous_tail_semi__point_count_low,training_score_quartile_not_a_global_typology,W002;W027;W028;W029;W030;W034,W002;W027;W028;W029;W030;W034,6,24,,0,0,0,20,4,True
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,continuous_tail_semi__point_count_high,training_score_quartile_not_a_global_typology,W006;W011;W015;W021;W032;W037,W006;W011;W015;W021;W032;W037,6,24,,0,0.0375,-0.0375,20,4,True
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,通行与连接,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.857142857143,0,0,0,20,4,True
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,通行与连接,local_T,training_local_recovery,W002;W010;W017;W030,W002;W010;W017;W030,4,24,1,0,0,0,20,4,True
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,通行与连接,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,13,24,0.851648351648,0,0,0,20,4,True
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,通行与连接,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,24,0.857142857143,0,0,0,20,4,True
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,通行与连接,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,24,0.8,0,0,0,20,4,True
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,通行与连接,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,24,0.875,0,0,0,20,4,True
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,通行与连接,continuous_tail_manual__reference_error_low,training_score_quartile_not_a_global_typology,W002;W015;W018;W021;W027;W031,W002;W015;W018;W021;W027;W031,6,24,,0,0,0,20,4,True
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,通行与连接,continuous_tail_manual__reference_error_high,training_score_quartile_not_a_global_typology,W012;W014;W029;W034;W035;W037,W012;W014;W029;W034;W035;W037,6,24,,0,0,0,20,4,True
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,通行与连接,continuous_tail_manual__log_active_seconds_low,training_score_quartile_not_a_global_typology,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,6,24,,0,0,0,20,4,True
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,通行与连接,continuous_tail_manual__log_active_seconds_high,training_score_quartile_not_a_global_typology,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,6,24,,0,0,0,20,4,True
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,通行与连接,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W014;W029;W034;W036;W037,W008;W014;W029;W034;W036;W037,6,24,,0,0,0,20,4,True
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,通行与连接,continuous_tail_manual__point_count_high,training_score_quartile_not_a_global_typology,W001;W002;W011;W017;W027;W032,W001;W002;W011;W017;W027;W032,6,24,,0,0,0,20,4,True
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,通行与连接,continuous_tail_manual__reference_band_bias_low,training_score_quartile_not_a_global_typology,W001;W012;W029;W032;W034;W035,W001;W012;W029;W032;W034;W035,6,24,,0,0,0,20,4,True
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,通行与连接,continuous_tail_manual__reference_band_bias_high,training_score_quartile_not_a_global_typology,W010;W018;W028;W031;W036;W037,W010;W018;W028;W031;W036;W037,6,24,,0,0,0,20,4,True
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,通行与连接,continuous_tail_semi__point_count_low,training_score_quartile_not_a_global_typology,W002;W027;W028;W029;W030;W034,W002;W027;W028;W029;W030;W034,6,24,,0,0,0,20,4,True
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,通行与连接,continuous_tail_semi__point_count_high,training_score_quartile_not_a_global_typology,W006;W011;W015;W021;W032;W037,W006;W011;W015;W021;W032;W037,6,24,,0,0,0,20,4,True
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,卧室,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.857142857143,0,0.05,-0.05,20,4,True
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,卧室,local_T,training_local_recovery,W002;W010;W017;W030,W002;W010;W017;W030,4,24,1,0,0.2375,-0.2375,20,4,True
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,卧室,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,13,24,0.851648351648,0,0.1,-0.1,20,4,True
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,卧室,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,24,0.857142857143,0,0,0,20,4,True
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,卧室,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,24,0.8,0,0.05,-0.05,20,4,True
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,卧室,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,24,0.875,0,0.025,-0.025,20,4,True
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,卧室,continuous_tail_manual__reference_error_low,training_score_quartile_not_a_global_typology,W002;W015;W018;W021;W027;W031,W002;W015;W018;W021;W027;W031,6,24,,0,0.0375,-0.0375,20,4,True
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,卧室,continuous_tail_manual__reference_error_high,training_score_quartile_not_a_global_typology,W012;W014;W029;W034;W035;W037,W012;W014;W029;W034;W035;W037,6,24,,0,0,0,20,4,True
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,卧室,continuous_tail_manual__log_active_seconds_low,training_score_quartile_not_a_global_typology,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,6,24,,0,0,0,20,4,True
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,卧室,continuous_tail_manual__log_active_seconds_high,training_score_quartile_not_a_global_typology,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,6,24,,0,0.1125,-0.1125,20,4,True
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,卧室,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W014;W029;W034;W036;W037,W008;W014;W029;W034;W036;W037,6,24,,0,0.1,-0.1,20,4,True
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,卧室,continuous_tail_manual__point_count_high,training_score_quartile_not_a_global_typology,W001;W002;W011;W017;W027;W032,W001;W002;W011;W017;W027;W032,6,24,,0,0.075,-0.075,20,4,True
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,卧室,continuous_tail_manual__reference_band_bias_low,training_score_quartile_not_a_global_typology,W001;W012;W029;W032;W034;W035,W001;W012;W029;W032;W034;W035,6,24,,0,0.0625,-0.0625,20,4,True
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,卧室,continuous_tail_manual__reference_band_bias_high,training_score_quartile_not_a_global_typology,W010;W018;W028;W031;W036;W037,W010;W018;W028;W031;W036;W037,6,24,,0,0.1,-0.1,20,4,True
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,卧室,continuous_tail_semi__point_count_low,training_score_quartile_not_a_global_typology,W002;W027;W028;W029;W030;W034,W002;W027;W028;W029;W030;W034,6,24,,0,0.0625,-0.0625,20,4,True
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,卧室,continuous_tail_semi__point_count_high,training_score_quartile_not_a_global_typology,W006;W011;W015;W021;W032;W037,W006;W011;W015;W021;W032;W037,6,24,,0,0.05,-0.05,20,4,True
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,卧室,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W028;W029;W031;W036,4,5,0.857142857143,0,0.1125,-0.1125,20,4,True
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,卧室,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W010;W013;W014;W034;W035,5,6,0.857142857143,0,0,0,20,4,True
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,卧室,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W010;W013;W014;W018,4,6,0.851648351648,0,0,0,20,4,True
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,卧室,local_T,training_local_recovery,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,24,1,0,0.2,-0.2,20,4,True
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,卧室,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,24,0.81746031746,0,0.1,-0.1,20,4,True
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,卧室,local_TB,training_local_recovery,W001;W002;W010;W012;W017;W018;W030,W001;W002;W010;W012;W017;W018;W030,7,24,0.857142857143,0,0.1875,-0.1875,20,4,True
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,卧室,continuous_tail_manual__reference_error_low,training_score_quartile_not_a_global_typology,W002;W010;W015;W018;W027;W031,W002;W010;W015;W018;W027;W031,6,24,,0,0.1125,-0.1125,20,4,True
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,卧室,continuous_tail_manual__reference_error_high,training_score_quartile_not_a_global_typology,W012;W014;W029;W034;W035;W037,W012;W014;W029;W034;W035;W037,6,24,,0.4,0.25,0.15,20,4,True
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,卧室,continuous_tail_manual__log_active_seconds_low,training_score_quartile_not_a_global_typology,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,6,24,,0,0.075,-0.075,20,4,True
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,卧室,continuous_tail_manual__log_active_seconds_high,training_score_quartile_not_a_global_typology,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,6,24,,1,0.25,0.75,20,4,True
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,卧室,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W014;W029;W034;W036;W037,W008;W014;W029;W034;W036;W037,6,24,,1,0.1875,0.8125,20,4,True
