sample_group,task_id,annotator_id,condition_clean,iou_to_consensus_loo,iou,active_time,layout_used,layout_gate_reason,difficulty,model_issue
high_agreement,497,3,semi,1.0,1.0,30.048,True,,occlusion,
high_agreement,497,3,semi,1.0,1.0,30.048,True,,occlusion,
high_agreement,497,2,semi,1.0,1.0,26.574,True,,occlusion,
high_agreement,497,2,semi,1.0,1.0,26.574,True,,occlusion,
high_agreement,502,2,semi,1.0,1.0,33.203,True,,occlusion,
high_agreement,502,2,semi,1.0,1.0,33.203,True,,occlusion,
high_agreement,502,4,semi,0.8453549742698669,0.8453549668037589,16.613,True,,,
high_agreement,502,4,semi,0.8453549742698669,0.8453549668037589,16.613,True,,,
high_agreement,501,2,semi,1.0,1.0,29.697,True,,,
high_agreement,501,2,semi,1.0,1.0,29.697,True,,,
high_agreement,501,4,semi,1.0,1.0,28.233,True,,,
high_agreement,501,4,semi,1.0,1.0,28.233,True,,,
high_agreement,508,1,semi,1.0,1.0,35.232,True,,,
high_agreement,508,1,semi,1.0,1.0,35.232,True,,,
high_agreement,508,3,semi,1.0,1.0,3.696,True,,,
high_agreement,508,3,semi,1.0,1.0,3.696,True,,,
high_agreement,504,2,semi,1.0,1.0,35.176,True,,,corner_drift
high_agreement,504,2,semi,1.0,1.0,35.176,True,,,corner_drift
high_agreement,504,3,semi,1.0,1.0,19.308,True,,,corner_drift
high_agreement,504,3,semi,1.0,1.0,19.308,True,,,corner_drift
low_agreement,475,2,semi,0.8105500936508179,0.4937043604887164,1622.9589999999998,True,,occlusion;low_quality;residual,fail
low_agreement,475,2,semi,0.8105500936508179,0.4937043604887164,1622.9589999999998,True,,occlusion;low_quality;residual,fail
low_agreement,475,1,semi,0.7502751350402832,0.4161883959106334,176.504,True,,,fail
low_agreement,475,1,semi,0.7502751350402832,0.4161883959106334,176.504,True,,,fail
low_agreement,500,3,semi,0.8381608724594116,0.7976602528019239,61.912,True,,low_quality,overextend_adjacent;corner_duplicate
low_agreement,500,3,semi,0.8381608724594116,0.7976602528019239,61.912,True,,low_quality,overextend_adjacent;corner_duplicate
low_agreement,500,2,semi,0.8381608724594116,0.7976602528019239,56.536,True,,occlusion,overextend_adjacent;corner_duplicate
low_agreement,500,2,semi,0.8381608724594116,0.7976602528019239,56.536,True,,occlusion,overextend_adjacent;corner_duplicate
low_agreement,505,3,semi,0.8207488059997559,0.8329934895081764,216.681,True,,occlusion;low_texture,corner_duplicate;corner_mismatch
low_agreement,505,3,semi,0.8207488059997559,0.8329934895081764,216.681,True,,occlusion;low_texture,corner_duplicate;corner_mismatch
low_agreement,505,1,semi,0.9026068449020386,0.9659162250946676,39.625,True,,,
low_agreement,505,1,semi,0.9026068449020386,0.9659162250946676,39.625,True,,,
low_agreement,499,3,semi,0.9152792096138,0.8439403608516564,127.274,True,,occlusion,overextend_adjacent;corner_duplicate
low_agreement,499,3,semi,0.9152792096138,0.8439403608516564,127.274,True,,occlusion,overextend_adjacent;corner_duplicate
low_agreement,499,2,semi,0.9152792096138,0.8439403608516564,54.898,True,,,overextend_adjacent;corner_duplicate
low_agreement,499,2,semi,0.9152792096138,0.8439403608516564,54.898,True,,,overextend_adjacent;corner_duplicate
low_agreement,503,3,semi,0.971961796283722,0.9719617698347048,284.11,True,,occlusion;residual,corner_drift
low_agreement,503,3,semi,0.971961796283722,0.9719617698347048,284.11,True,,occlusion;residual,corner_drift
low_agreement,503,2,semi,0.9681299924850464,0.9681299724752364,55.538,True,,occlusion;low_texture,corner_drift
low_agreement,503,2,semi,0.9681299924850464,0.9681299724752364,55.538,True,,occlusion;low_texture,corner_drift
high_ood_fallback_random,506,3,semi,1.0,1.0,41.337,True,,occlusion,
high_ood_fallback_random,506,3,semi,1.0,1.0,41.337,True,,occlusion,
high_ood_fallback_random,506,2,semi,1.0,1.0,13.029,True,,occlusion,
high_ood_fallback_random,506,2,semi,1.0,1.0,13.029,True,,occlusion,
high_ood_fallback_random,495,3,semi,,0.9700252659053626,111.666,False,out_of_scope,,
high_ood_fallback_random,495,3,semi,,0.9700252659053626,111.666,False,out_of_scope,,
high_ood_fallback_random,495,1,semi,,0.976417434810916,73.53399999999999,False,out_of_scope,,
high_ood_fallback_random,495,1,semi,,0.976417434810916,73.53399999999999,False,out_of_scope,,
high_ood_fallback_random,491,3,semi,,0.9863475031130946,232.393,True,,occlusion,corner_drift
high_ood_fallback_random,491,3,semi,,0.9863475031130946,232.393,True,,occlusion,corner_drift
high_ood_fallback_random,491,2,semi,,1.0,135.21,False,scope_missing,,
high_ood_fallback_random,491,2,semi,,1.0,135.21,False,scope_missing,,
high_ood_fallback_random,476,2,semi,,0.9435030593246246,1665.756,False,out_of_scope,residual,
high_ood_fallback_random,476,2,semi,,0.9435030593246246,1665.756,False,out_of_scope,residual,
high_ood_fallback_random,476,4,semi,,1.0,238.492,False,out_of_scope,,
high_ood_fallback_random,476,4,semi,,1.0,238.492,False,out_of_scope,,
