tag,n,median_active_time,median_iou,median_reliability
occlusion,36,69.5125,0.9682492836806271,0.9681299924850464
low_texture,8,93.82650000000001,0.9005617309917064,0.8207488059997559
residual,8,194.637,0.7310364776873672,0.8105500936508179
low_quality,6,121.734,0.7976602528019239,0.8243554830551147
