image_id,building,condition,cut,k,isolated_from_all_observed,singleton_events,future_support_rate,future_support_count_mean,n_total,n_future
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.1,7,True,124,0.572580645161,1.35483870968,24,17
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.1,8,True,127,0.503937007874,1.15748031496,24,16
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.2,2,True,56,0.803571428571,3.60714285714,24,22
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.2,3,True,81,0.753086419753,3.16049382716,24,21
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.2,4,True,96,0.729166666667,2.57291666667,24,20
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.2,5,False,2,1,3,24,19
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.2,5,True,91,0.67032967033,1.9010989011,24,19
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.2,6,False,3,1,3,24,18
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.2,6,True,100,0.62,1.69,24,18
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.2,7,False,5,1,3,24,17
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.2,7,True,107,0.607476635514,1.5046728972,24,17
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.2,8,False,5,1,3,24,16
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.2,8,True,110,0.536363636364,1.32727272727,24,16
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.05,2,True,66,0.560606060606,2.83333333333,24,22
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.05,3,True,92,0.521739130435,2.46739130435,24,21
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.05,4,False,2,1,1,24,20
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.05,4,True,100,0.43,1.83,24,20
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.05,5,False,5,1,1.4,24,19
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.05,5,True,118,0.381355932203,1.46610169492,24,19
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.05,6,False,8,1,1.625,24,18
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.05,6,True,125,0.392,1.28,24,18
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.05,7,False,16,1,1.75,24,17
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.05,7,True,138,0.355072463768,1.13043478261,24,17
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.05,8,False,16,1,1.875,24,16
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.05,8,True,145,0.303448275862,0.848275862069,24,16
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.1,2,True,44,0.818181818182,7.72727272727,24,22
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.1,3,False,3,1,7.33333333333,24,21
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.1,3,True,46,0.695652173913,4,24,21
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.1,4,False,12,0.916666666667,7.58333333333,24,20
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.1,4,True,46,0.630434782609,1.76086956522,24,20
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.1,5,False,18,0.944444444444,7.11111111111,24,19
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.1,5,True,53,0.547169811321,1.24528301887,24,19
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.1,6,False,24,0.958333333333,6.125,24,18
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.1,6,True,54,0.518518518519,0.87037037037,24,18
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.1,7,False,31,0.967741935484,5.12903225806,24,17
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.1,7,True,57,0.526315789474,0.789473684211,24,17
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.1,8,False,41,0.975609756098,4.21951219512,24,16
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.1,8,True,58,0.465517241379,0.689655172414,24,16
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.2,2,True,20,0.9,10.6,24,22
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.2,3,False,4,1,4,24,21
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.2,3,True,22,0.727272727273,3.09090909091,24,21
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.2,4,False,7,1,3.71428571429,24,20
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.2,4,True,24,0.708333333333,1.20833333333,24,20
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.2,5,False,8,1,3.75,24,19
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.2,5,True,30,0.566666666667,0.966666666667,24,19
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.2,6,False,11,1,3.72727272727,24,18
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.2,6,True,30,0.566666666667,0.833333333333,24,18
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.2,7,False,12,1,3.41666666667,24,17
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.2,7,True,34,0.588235294118,0.705882352941,24,17
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.2,8,False,14,1,2.92857142857,24,16
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.2,8,True,35,0.542857142857,0.657142857143,24,16
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.05,2,True,14,0.571428571429,10,23,21
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.05,3,False,1,1,4,23,20
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.05,3,True,14,0.214285714286,2.14285714286,23,20
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.05,4,False,4,1,3.75,23,19
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.05,4,True,16,0.1875,0.9375,23,19
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.05,5,False,6,1,3.5,23,18
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.05,5,True,18,0.111111111111,0.555555555556,23,18
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.05,6,False,8,1,3.5,23,17
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.05,6,True,21,0.0952380952381,0.47619047619,23,17
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.05,7,False,8,1,3.125,23,16
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.05,7,True,24,0.125,0.625,23,16
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.05,8,False,10,1,3.3,23,15
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.05,8,True,28,0.107142857143,0.535714285714,23,15
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.1,2,True,12,0.5,10,23,21
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.1,3,True,12,0.0833333333333,1.66666666667,23,20
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.1,4,True,13,0,0,23,19
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.1,5,True,16,0,0,23,18
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.1,6,True,19,0,0,23,17
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.1,7,True,21,0,0,23,16
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.1,8,True,25,0,0,23,15
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.2,2,True,4,0.5,10.5,23,21
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.2,3,True,5,0,0,23,20
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.2,4,True,6,0,0,23,19
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.2,5,True,7,0,0,23,18
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.2,6,True,10,0,0,23,17
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.2,7,True,10,0,0,23,16
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.2,8,True,11,0,0,23,15
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.05,2,True,24,0.833333333333,9.33333333333,24,22
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.05,3,True,23,0.565217391304,2.78260869565,24,21
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.05,4,True,27,0.518518518519,0.518518518519,24,20
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.05,5,True,40,0.475,0.475,24,19
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.05,6,True,50,0.42,0.42,24,18
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.05,7,True,57,0.385964912281,0.385964912281,24,17
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.05,8,True,63,0.349206349206,0.349206349206,24,16
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.1,2,True,24,0.833333333333,9.33333333333,24,22
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.1,3,True,23,0.565217391304,2.78260869565,24,21
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.1,4,True,27,0.518518518519,0.518518518519,24,20
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.1,5,True,40,0.475,0.475,24,19
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.1,6,True,50,0.42,0.42,24,18
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.1,7,True,57,0.385964912281,0.385964912281,24,17
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.1,8,True,63,0.349206349206,0.349206349206,24,16
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.2,2,True,24,0.916666666667,9.41666666667,24,22
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.2,3,True,21,0.666666666667,3.09523809524,24,21
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.2,4,True,25,0.72,0.72,24,20
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.2,5,True,38,0.736842105263,0.736842105263,24,19
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.2,6,True,46,0.739130434783,0.739130434783,24,18
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.2,7,True,53,0.735849056604,0.735849056604,24,17
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.2,8,True,57,0.736842105263,0.736842105263,24,16
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.05,2,True,14,1,13.9285714286,24,22
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.05,3,False,6,1,14.1666666667,24,21
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.05,3,True,5,1,6.6,24,21
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.05,4,False,13,1,13.2307692308,24,20
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.05,4,True,3,1,1,24,20
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.05,5,False,12,1,12.25,24,19
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.05,5,True,6,1,1,24,19
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.05,6,False,14,0.857142857143,9.64285714286,24,18
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.05,6,True,6,1,1,24,18
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.05,7,False,18,0.777777777778,8,24,17
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.05,7,True,9,1,1,24,17
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.05,8,False,21,0.809523809524,8.04761904762,24,16
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.05,8,True,10,1,1,24,16
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.1,3,False,2,1,16,24,21
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.1,4,False,3,1,15,24,20
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.1,5,False,5,1,14.2,24,19
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.1,6,False,7,1,13.2857142857,24,18
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.1,7,False,8,1,12.75,24,17
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.1,8,False,9,1,11.7777777778,24,16
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.05,2,True,62,0.870967741935,5.48387096774,24,22
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.05,3,True,63,0.793650793651,3.50793650794,24,21
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.05,4,True,70,0.757142857143,2.28571428571,24,20
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.05,5,False,1,0,0,24,19
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.05,5,True,76,0.710526315789,1.77631578947,24,19
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.05,6,False,2,0,0,24,18
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.05,6,True,87,0.67816091954,1.45977011494,24,18
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.05,7,False,5,0,0,24,17
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.05,7,True,100,0.65,1.4,24,17
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.05,8,False,6,0,0,24,16
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.05,8,True,109,0.642201834862,1.24770642202,24,16
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.1,2,True,46,1,8.45652173913,24,22
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.1,3,False,2,1,4,24,21
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.1,3,True,36,1,6.36111111111,24,21
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.1,4,False,6,0.833333333333,5.33333333333,24,20
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.1,4,True,37,1,4.59459459459,24,20
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.1,5,False,5,0.8,4.4,24,19
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.1,5,True,35,1,3.85714285714,24,19
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.1,6,False,5,0.8,4.6,24,18
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.1,6,True,38,1,3.68421052632,24,18
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.1,7,False,4,0.75,4,24,17
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.1,7,True,39,1,3.10256410256,24,17
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.1,8,False,5,0.8,4.2,24,16
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.1,8,True,38,1,3.05263157895,24,16
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.2,2,True,18,1,11,24,22
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.2,3,True,14,1,4.14285714286,24,21
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.2,4,True,17,1,3,24,20
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.2,5,True,16,1,3,24,19
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.2,6,True,18,1,3,24,18
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.2,7,True,20,1,3,24,17
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.2,8,True,18,1,3,24,16
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.05,2,True,78,0.461538461538,0.884615384615,24,22
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.05,3,True,118,0.440677966102,0.898305084746,24,21
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.05,4,True,150,0.38,0.8,24,20
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.05,5,True,176,0.369318181818,0.744318181818,24,19
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.05,6,False,1,0,0,24,18
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.05,6,True,197,0.340101522843,0.644670050761,24,18
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.05,7,False,4,0.75,1,24,17
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.05,7,True,220,0.3,0.55,24,17
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.05,8,False,4,0.75,0.75,24,16
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.05,8,True,241,0.282157676349,0.50622406639,24,16
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.1,2,True,74,0.635135135135,1.36486486486,24,22
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.1,3,True,110,0.609090909091,1.38181818182,24,21
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.1,4,True,139,0.546762589928,1.20143884892,24,20
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.1,5,True,159,0.528301886792,1.04402515723,24,19
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.1,6,False,1,0,0,24,18
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.1,6,True,173,0.49710982659,0.953757225434,24,18
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.1,7,False,2,0,0,24,17
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.1,7,True,188,0.457446808511,0.797872340426,24,17
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.1,8,False,4,0,0,24,16
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.1,8,True,195,0.435897435897,0.707692307692,24,16
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.2,2,True,74,0.797297297297,2.27027027027,24,22
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.2,3,True,102,0.794117647059,2.21568627451,24,21
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.2,4,True,124,0.758064516129,1.98387096774,24,20
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.2,5,False,1,1,2,24,19
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.2,5,True,134,0.738805970149,1.81343283582,24,19
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.2,6,False,3,1,2,24,18
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.2,6,True,131,0.702290076336,1.6641221374,24,18
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.2,7,False,3,1,2,24,17
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.2,7,True,141,0.695035460993,1.48226950355,24,17
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.2,8,False,3,1,1.66666666667,24,16
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.2,8,True,144,0.680555555556,1.375,24,16
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.05,2,True,50,0.64,5.3,24,22
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.05,3,False,2,1,9,24,21
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.05,3,True,64,0.5625,4.078125,24,21
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.05,4,False,6,1,9,24,20
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.05,4,True,80,0.5625,2.95,24,20
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.05,5,False,7,1,8.71428571429,24,19
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.05,5,True,83,0.481927710843,1.44578313253,24,19
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.05,6,False,12,1,6.66666666667,24,18
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.05,6,True,87,0.436781609195,0.724137931034,24,18
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.05,7,False,17,1,6.70588235294,24,17
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.05,7,True,103,0.398058252427,0.572815533981,24,17
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.05,8,False,14,1,5.71428571429,24,16
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.05,8,True,109,0.357798165138,0.422018348624,24,16
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.1,2,True,38,0.605263157895,6.28947368421,24,22
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.1,3,True,43,0.488372093023,3.88372093023,24,21
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.1,4,True,53,0.490566037736,2.56603773585,24,20
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.1,5,False,2,1,14,24,19
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.1,5,True,58,0.413793103448,1.31034482759,24,19
