path,rows,hit_columns,all_columns
analysis_results/stage_aware_analysis_freeze_v2_1_main_facing_v1_20260317/worker_portrait_minimal_v1.csv,4,T_u,annotator_id|r_u|r_u_lcb|T_u|C_u|worker_group|worker_group_reason|group_rule_version
analysis_results/stage_aware_analysis_freeze_v2_1_main_facing_v1_20260317/worker_portrait_minimal_v2.csv,4,T_u,annotator_id|r_u|r_u_lcb|T_u|C_u|n_model_usable|n_prescreen_semi|n_scene_eligible|worker_group_v2|worker_group_reason_v2|worker_group_reason_chain_v2|group_rule_version_v2
analysis_results/stage_aware_analysis_freeze_v2_1_main_facing_v1_20260317/worker_profiles.csv,4,T_u,annotator_id|n_total|n_in_scope|n_model_usable|mean_active_time|median_active_time|mean_iou_m|fallback_active_time_share|type4_share|mixed_scope_share|r_u|r_u_lcb|r_u_lcb_rule_version|T_u|C_u|n_model_usable_support|n_prescreen_semi_support|n_scene_eligible_support|worker_group|worker_group_reason|group_rule_version|worker_group_v2|worker_group_reason_v2|worker_group_reason_chain_v2|group_rule_version_v2
analysis_results/stage_aware_analysis_freeze_v2_1_selection_v1_20260317/tim_row_audit.csv,189,tim_rule_layout_usable,task_id|annotation_id|annotator_id|dataset_group|default_gate_pass|default_gate_reason|selection_pass|selection_reason|selection_origin|tim_rule_default_gate_pass|tim_rule_in_scope|tim_rule_layout_usable|tim_rule_type4_flag|tim_rule_type4_excluded_from_m|tim_rule_meta_guard_rejected|tim_rule_active_time_fallback|tim_t_included|tim_i_included|tim_m_included|tim_highest_tier|tim_scope|tim_scope_rule|tim_downgrade_reason|tim_reason_chain|tim_mapping_rule_version|tim_mapping_spec_version
analysis_results/stage_aware_analysis_freeze_v2_1_selection_v1_20260317/worker_portrait_minimal_v1.csv,4,T_u,annotator_id|r_u|r_u_lcb|T_u|C_u|worker_group|worker_group_reason|group_rule_version
analysis_results/stage_aware_analysis_freeze_v2_1_selection_v1_20260317/worker_portrait_minimal_v2.csv,4,T_u,annotator_id|r_u|r_u_lcb|T_u|C_u|n_model_usable|n_prescreen_semi|n_scene_eligible|worker_group_v2|worker_group_reason_v2|worker_group_reason_chain_v2|group_rule_version_v2
analysis_results/stage_aware_analysis_freeze_v2_1_selection_v1_20260317/worker_profiles.csv,4,T_u,annotator_id|n_total|n_in_scope|n_model_usable|mean_active_time|median_active_time|mean_iou_m|fallback_active_time_share|type4_share|mixed_scope_share|r_u|r_u_lcb|r_u_lcb_rule_version|T_u|C_u|n_model_usable_support|n_prescreen_semi_support|n_scene_eligible_support|worker_group|worker_group_reason|group_rule_version|worker_group_v2|worker_group_reason_v2|worker_group_reason_chain_v2|group_rule_version_v2
analysis_results/stage_aware_analysis_freeze_v2_20260317/tim_row_audit.csv,189,tim_rule_layout_usable,task_id|annotation_id|annotator_id|dataset_group|default_gate_pass|default_gate_reason|selection_pass|selection_reason|selection_origin|tim_rule_default_gate_pass|tim_rule_in_scope|tim_rule_layout_usable|tim_rule_type4_flag|tim_rule_meta_guard_rejected|tim_rule_active_time_fallback|tim_t_included|tim_i_included|tim_m_included|tim_highest_tier|tim_scope|tim_scope_rule|tim_downgrade_reason|tim_reason_chain|tim_mapping_rule_version|tim_mapping_spec_version
analysis_results/stage_aware_analysis_freeze_v2_20260317/worker_portrait_minimal_v1.csv,4,T_u,annotator_id|r_u|r_u_lcb|T_u|C_u|worker_group|worker_group_reason|group_rule_version
analysis_results/stage_aware_analysis_freeze_v2_20260317/worker_portrait_minimal_v2.csv,4,T_u,annotator_id|r_u|r_u_lcb|T_u|C_u|n_model_usable|n_prescreen_semi|n_scene_eligible|worker_group_v2|worker_group_reason_v2|worker_group_reason_chain_v2|group_rule_version_v2
analysis_results/stage_aware_analysis_freeze_v2_20260317/worker_profiles.csv,4,T_u,annotator_id|n_total|n_in_scope|n_model_usable|mean_active_time|median_active_time|mean_iou_m|fallback_active_time_share|type4_share|mixed_scope_share|r_u|r_u_lcb|r_u_lcb_rule_version|T_u|C_u|n_model_usable_support|n_prescreen_semi_support|n_scene_eligible_support|worker_group|worker_group_reason|group_rule_version|worker_group_v2|worker_group_reason_v2|worker_group_reason_chain_v2|group_rule_version_v2
