path,bytes,rows,column_count,relevance_score,worker_columns,task_columns,quality_columns,meta_columns,time_columns,geometry_columns,assignment_columns,error
analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_worker_gold_alignment_audit.csv,313921,1221,25,5,annotator_id|worker_geometry_valid|worker_n_corners|worker_bbox_area|worker_polygon_area_proxy,task_id,reference_validation_status|worker_geometry_valid,,,worker_geometry_valid|worker_n_corners|reference_n_corners|corner_count_delta,condition|manual_review_required,
analysis_results/c1_a_rehearsal_post_scope_20260801_v10/c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747/structural_validation_audit.csv,352482,780,51,5,worker_id|worker_attributable|worker_reliability_eligibility|worker_failure_numerator|worker_structural_failure_numerator,ls_runtime_task_id|task_id,geometry_parse_valid|coordinate_range_valid|corner_count_valid|pair_count_valid|pairing_valid|top_bottom_order_valid|topology_valid|seam_representation_valid|polygon_valid|raw_geometry_valid|structural_validation_status|structural_failure_reason|detected_structural_issue|structural_denominator_eligible|worker_structural_failure_numerator|structural_disposition_applied|structural_disposition_source_sha256|structural_disposition_reviewed_by|structural_disposition_reviewed_at|structural_disposition_reason,seam_representation_valid|final_scope,,geometry_parse_status|geometry_parse_valid|corner_count_valid|duplicate_corner_absent|raw_geometry_valid|geometry_calculation_eligible|geometry_repair_applied|geometry_repair_status|geometry_repair_rule_version|raw_geometry_sha256|repaired_geometry_sha256,,
analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_gt_quality_evidence.csv,395269,780,38,5,worker_id|duplicate_worker_task_submission|worker_caused_structural_failure,ls_runtime_task_id|task_id|base_task_id|duplicate_worker_task_submission|task_outcome_status,iou_to_gt|quality_evaluable|quality_evaluable_legacy_alias|gt_score_computable|gt_reference_resolved|public_gt_structural_status|public_gt_geometry_mode|gt_primary_analysis_eligible|structurally_valid|worker_caused_structural_failure|quality_interpretation_status,,,public_gt_geometry_mode|geometry_repair_applied|geometry_repair_status|geometry_repair_rule_version|raw_geometry_sha256|repaired_geometry_sha256|geometry_reference_status,condition|public_gt_geometry_mode|outside_assignment_submission,
analysis_results/post_block2_opportunity_analysis_20260817_v1/POST_BLOCK2_AGGREGATION_OPPORTUNITY_AUDIT/cross_fitted_selector_results.csv,280732,707,18,5,selected_worker_id,building_id|base_task_id|training_buildings_excluded_test_building,public_gt_quality|delivery_adjusted_quality|structurally_valid|severe_geometric_error_status|topology_error_status|gt_used_for_selection,,,corner_count,condition,
analysis_results/reference_conflict_sensitivity_audit_20260805_v2/c1_candidate_screen/c1_geometry_consensus/geometry_worker_task_loo_C1.csv,1027763,684,56,5,worker_id|worker_excluded_largest_cluster_support|worker_excluded_second_cluster_support|worker_excluded_unique_dominant_cluster|worker_excluded_structure_status|loo_consensus_worker_id,base_task_id|building_id|task_id|task_consensus_status|task_crowd_structure_status,validity_status|held_out_valid|valid_k|held_out_tied_medoid_iou_min|held_out_tied_medoid_iou_max|held_out_tied_medoid_iou_range,,,geometry_context_schema_version|geometry_context_provenance|worker_excluded_largest_cluster_support|worker_excluded_second_cluster_support|worker_excluded_unique_dominant_cluster|medoid_tie_sensitive|loo_medoid_analysis_eligible|loo_consensus_geometry_sha256|loo_largest_cluster_support|loo_maximum_cluster_count|tied_medoid_count|held_out_tied_medoid_iou_min|held_out_tied_medoid_iou_max|held_out_tied_medoid_iou_range,stage|condition,
analysis_results/reference_conflict_sensitivity_audit_20260805_v2/c1_candidate_screen/c1_geometry_consensus/geometry_worker_task_peer_C1.csv,745467,684,28,5,worker_id|R_peer_task|R_peer_boundary_median|R_peer_wall_median|R_peer_conservative_median|R_peer_mean,base_task_id|building_id|task_id|task_crowd_structure_status|R_peer_task,validity_status,,,peer_similarity_values|similarity_definition,stage|condition,
analysis_results/a4_image_evidence_substrate_20260817_v2/DEVELOPMENT_CANDIDATE_GEOMETRY_DESCRIPTORS.csv,140912,580,20,5,worker_id,panorama_identity|building_scene_id,reads_gt|reads_quality|pairing_valid|top_floor_order_valid|topology_valid,,,geometry_rule_manifest|layout_corner_count,stage,
analysis_results/a4_replay_preoutcome_freeze_20260817_v1/A4_REPLAY_CANDIDATE_DENOMINATOR.csv,303078,580,27,5,worker_id,base_task_id|task_id|ls_runtime_task_id|building_scene_id,normalization_valid,,,formal_geometry_loo_eligible|formal_geometry_source_sha256,stage|condition|assignment_realization_status|assignment_provenance,
analysis_results/a4_image_evidence_substrate_20260817_v2/DEVELOPMENT_CANDIDATE_IMAGE_ALIGNMENT.csv,169987,577,23,5,worker_id,panorama_identity|building_scene_id,reads_gt|reads_quality,seam_wrap_consistency|seam_segment_boundary_support|seam_event_count|seam_segment_count|seam_sample_count,,,stage,
analysis_results/calibration_rebuild_20260702/calibration_full_candidate_inventory_v3.csv,364198,458,50,5,,task_id|base_task_id|image_id|image_stem|image_path,gt_keypoint_count|gt_pair_count|requires_gt_fix|requires_gt_review,scope_gold_ready|old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|scope_difficulty_reviewed|expert_scope_confirmed|model_issue_only|scope_gate_only,,geometry_gold_ready|corner_count_bin,old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|model_issue_only|semi_only|eligible_for_manual_calibration|eligible_for_semi_candidate|used_in_existing_manual_or_old_label,
analysis_results/post_block2_opportunity_analysis_20260817_v1/POST_BLOCK2_AGGREGATION_OPPORTUNITY_AUDIT/reference_sensitivity.csv,84939,303,17,5,best_nonlargest_worker,base_task_id|building_id,largest_cluster_medoid_quality|best_nonlargest_cluster_quality,,,largest_cluster_medoid_quality|best_nonlargest_cluster_quality|corner_count_set,condition,
analysis_results/c2b_validation_static_20260802_v16/inputs/c2b_validation_support_inventory.csv,205659,290,55,5,,task_id|base_task_id|image_id|image_stem|image_path,gt_keypoint_count|gt_pair_count|requires_gt_fix|requires_gt_review,scope_gold_ready|old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|scope_difficulty_reviewed|expert_scope_confirmed|model_issue_only|scope_gate_only,,geometry_gold_ready|corner_count_bin,old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|model_issue_only|semi_only|eligible_for_manual_calibration|eligible_for_semi_candidate|used_in_existing_manual_or_old_label|stage_reservation,
analysis_results/calibration_rebuild_20260702/legacy_archive_20260703/calibration_candidate_inventory_v2.csv,180278,258,43,5,,task_id|base_task_id|image_id|image_stem|image_path,gt_keypoint_count|gt_pair_count|requires_gt_fix|requires_gt_review,scope_gold_ready|old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|scope_difficulty_reviewed|expert_scope_confirmed|model_issue_only|scope_gate_only,,geometry_gold_ready|corner_count_bin,old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|model_issue_only|semi_only|eligible_for_manual_calibration|eligible_for_semi_candidate,
analysis_results/c2a_rp_terminal_reestimate_20260817_v1/c2b_plus_c2a_rp_terminal_risk_slope_evidence.csv,143143,240,26,5,worker_id,runtime_task_id|planned_task_id|task_id|base_task_id|image_id|building_id|task_stratum|task_pool_sha256,quality|canonical_valid,risk_model_scope,,,evidence_stage|risk_model_scope|assignment_batch_id|formal_assignment_eligible,
analysis_results/topology_sequential_preflight_20260818_v3/PREFIX_POLICY_METRICS.csv,107129,234,56,5,,base_task_id|building_id,mean_raw_structural_failure_attempts|mean_current_normalizer_invalid_attempts|mean_public_gt_quality|mean_reference_evaluable_autonomous_delivery_quality|mean_paired_complete_case_quality_delta_vs_f0|selected_structural_invalidity_probability|paid_valid_replicate_support|complete_case_quality_replicate_support|paired_complete_case_quality_replicate_support|selected_structural_invalidity_replicate_support,estimand_scope,,mean_frozen_geometry_submissions_used|mean_frozen_geometry_submission_savings_vs_f0|corner_count_change_probability|mean_continuous_geometry_delta_vs_f0|paired_corner_count_replicate_support|paired_geometry_delta_replicate_support,condition,
analysis_results/topology_sequential_preflight_20260818_v2/PREFIX_POLICY_METRICS.csv,85905,219,51,5,,base_task_id|building_id,mean_paid_valid_submissions|mean_invalid_attempts|mean_metric_invalid_attempts|mean_paid_valid_savings_vs_f0|mean_public_gt_quality|mean_reference_evaluable_autonomous_delivery_quality|mean_paired_complete_case_quality_delta_vs_f0|selected_structural_invalidity_probability|paid_valid_replicate_support|complete_case_quality_replicate_support|paired_complete_case_quality_replicate_support|selected_structural_invalidity_replicate_support,estimand_scope,,corner_count_change_probability|mean_continuous_geometry_delta_vs_f0|paired_corner_count_replicate_support|paired_geometry_delta_replicate_support,condition,
analysis_results/post_block2_analysis_pack_20260817_v2/post_block2_geometry_reconstructed_consensus.csv,770885,213,46,5,largest_cluster_medoid_worker_id|largest_cluster_worker_ids|second_cluster_worker_ids|second_cluster_medoid_worker_id,base_task_id|task_crowd_structure_status,valid_k,,,cluster_membership_json|cluster_count|largest_cluster_support|second_cluster_support|largest_cluster_medoid_annotation_id|largest_cluster_medoid_worker_id|largest_cluster_medoid_geometry_sha256|largest_cluster_share|second_cluster_share|cluster_margin_all|cluster_margin_top2|largest_cluster_worker_ids|second_cluster_worker_ids|largest_cluster_medoid_index|second_cluster_medoid_annotation_id|second_cluster_medoid_worker_id|second_cluster_medoid_geometry_sha256|second_cluster_medoid_index,stage|condition,
analysis_results/post_block2_analysis_pack_20260817_v3/post_block2_geometry_reconstructed_consensus.csv,770885,213,46,5,largest_cluster_medoid_worker_id|largest_cluster_worker_ids|second_cluster_worker_ids|second_cluster_medoid_worker_id,base_task_id|task_crowd_structure_status,valid_k,,,cluster_membership_json|cluster_count|largest_cluster_support|second_cluster_support|largest_cluster_medoid_annotation_id|largest_cluster_medoid_worker_id|largest_cluster_medoid_geometry_sha256|largest_cluster_share|second_cluster_share|cluster_margin_all|cluster_margin_top2|largest_cluster_worker_ids|second_cluster_worker_ids|largest_cluster_medoid_index|second_cluster_medoid_annotation_id|second_cluster_medoid_worker_id|second_cluster_medoid_geometry_sha256|second_cluster_medoid_index,stage|condition,
analysis_results/post_block2_analysis_pack_20260817_v4/post_block2_geometry_reconstructed_consensus.csv,770885,213,46,5,largest_cluster_medoid_worker_id|largest_cluster_worker_ids|second_cluster_worker_ids|second_cluster_medoid_worker_id,base_task_id|task_crowd_structure_status,valid_k,,,cluster_membership_json|cluster_count|largest_cluster_support|second_cluster_support|largest_cluster_medoid_annotation_id|largest_cluster_medoid_worker_id|largest_cluster_medoid_geometry_sha256|largest_cluster_share|second_cluster_share|cluster_margin_all|cluster_margin_top2|largest_cluster_worker_ids|second_cluster_worker_ids|largest_cluster_medoid_index|second_cluster_medoid_annotation_id|second_cluster_medoid_worker_id|second_cluster_medoid_geometry_sha256|second_cluster_medoid_index,stage|condition,
analysis_results/reference_conflict_sensitivity_audit_20260805_v2/c1_candidate_screen/c1_gt_cluster_alignment.csv,51160,202,13,5,cluster_medoid_worker_id,base_task_id|task_context_id,cluster_medoid_gt_iou|largest_cluster_gt_iou|second_cluster_gt_iou|gt_alignment_margin|public_gt_status,,,cluster_id|cluster_support|cluster_medoid_annotation_id|cluster_medoid_worker_id|cluster_medoid_geometry_sha256|cluster_medoid_gt_iou|largest_cluster_gt_iou|second_cluster_gt_iou,condition,
analysis_results/c2a_rp_block1_reestimate_20260810_v2/c2b_plus_c2a_rp_block1_risk_slope_evidence.csv,117995,200,24,5,worker_id,runtime_task_id|planned_task_id|task_id|base_task_id|image_id|building_id|task_stratum|task_pool_sha256,quality|canonical_valid,risk_model_scope,,,evidence_stage|risk_model_scope|assignment_batch_id,
analysis_results/registry_20260308/compat_registry_v1.csv,30627,189,17,5,annotator_id,task_id,quality_choices,scope_choices|difficulty_choices|model_issue_choices|compat_scope|compat_scope_source|compat_difficulty|compat_difficulty_source|compat_model_issue|compat_model_issue_source,,,model_issue_choices|compat_model_issue|compat_model_issue_source,
analysis_results/registry_20260308/merged_all_v0.csv,63116,189,27,5,annotator_id,task_id|base_task_id|task_join_status,,compat_scope|compat_difficulty|compat_model_issue,lead_time_seconds|active_time_value|active_time_source,,planned_stage|planned_condition|runtime_condition|compat_model_issue,
analysis_results/c2a_rp_local_launch_20260807_v4/c2b_canonical_risk_slope_evidence.csv,94522,160,24,5,worker_id,runtime_task_id|planned_task_id|task_id|base_task_id|image_id|building_id|task_stratum|task_pool_sha256,quality|canonical_valid,risk_model_scope,,,evidence_stage|risk_model_scope|assignment_batch_id,
analysis_results/c2b_closeout_20260806_final/c2b_canonical_risk_slope_evidence.csv,94320,160,24,5,worker_id,runtime_task_id|planned_task_id|task_id|base_task_id|image_id|building_id|task_stratum|task_pool_sha256,quality|canonical_valid,risk_model_scope,,,evidence_stage|risk_model_scope|assignment_batch_id,
analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_geometry_gold_alignment_audit.csv,41168,114,21,5,,task_id|image_id|base_image_key|task_final_scope|task_scope_adjudication_source|geometry_gold_task_id,geometry_gold_validation_level,task_final_scope|task_scope_adjudication_source,,geometry_gold_status|geometry_gold_validation_level|geometry_gold_source|geometry_gold_task_id|geometry_evidence_role|geometry_scoring_role|geometry_alignment_status,condition|manual_anchor_role|manual_anchor_primary_possible,
analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_gold_status_audit.csv,47364,114,21,5,,task_id|image_id|base_image_key|task_final_scope|task_scope_adjudication_source|geometry_gold_task_id,geometry_gold_validation_level|validation_status,task_final_scope|task_scope_adjudication_source,,geometry_gold_status|geometry_gold_validation_level|geometry_gold_source|geometry_gold_task_id,condition|manual_review_required,
analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_scope_adjudication.csv,25962,114,18,5,worker_scope_values_seen|n_worker_in_scope|n_worker_oos|n_worker_scope_missing,task_id|image_id|task_final_scope|task_scope_adjudication_source,,task_final_scope|task_scope_adjudication_source|final_gold_scope|worker_scope_values_seen|n_worker_in_scope|n_worker_scope_missing|mixed_scope_flag|unresolved_scope_flag,,geometry_primary_possible,condition,
analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,103147,101,31,5,largest_cluster_worker_ids|second_cluster_worker_ids|largest_cluster_medoid_worker_id,base_task_id|building_id|task_crowd_structure_status,validity_status|valid_k,,,cluster_membership_json|cluster_count|largest_cluster_support|second_cluster_support|largest_cluster_share|second_cluster_share|cluster_margin_all|cluster_margin_top2|largest_cluster_worker_ids|second_cluster_worker_ids|largest_cluster_medoid_annotation_id|largest_cluster_medoid_worker_id|largest_cluster_medoid_geometry_sha256,stage|condition,
analysis_results/post_block2_opportunity_analysis_20260817_v1/POST_BLOCK2_AGGREGATION_OPPORTUNITY_AUDIT/minority_mode_recovery.csv,24707,101,16,5,best_nonlargest_worker,base_task_id|building_id,largest_cluster_medoid_quality|best_nonlargest_cluster_quality,,,largest_cluster_medoid_quality|best_nonlargest_cluster_quality|corner_count_set,condition,
analysis_results/reference_conflict_sensitivity_audit_20260805_v2/c1_candidate_screen/c1_geometry_consensus/geometry_stability_C1.csv,184171,101,51,5,medoid_boundary_worker_id|medoid_wallwall_worker_id|medoid_worker_id,base_task_id|building_id,validity_status|valid_k,,,geometry_context_schema_version|geometry_context_provenance|boundary_similarity_mean|boundary_similarity_min|wallwall_similarity_mean|wallwall_similarity_min|medoid_margin_boundary|medoid_margin_wallwall|medoid_boundary_worker_id|medoid_wallwall_worker_id|medoid_ambiguous|medoid_boundary_ambiguous|medoid_wallwall_ambiguous|medoid_score_table_json|medoid_worker_id|medoid_annotation_id|medoid_geometry_sha256|medoid_margin|largest_cluster_support,stage|condition|boundary_mode_count|wallwall_mode_count|second_mode_support,
analysis_results/reference_conflict_sensitivity_audit_20260805_v2/c1_candidate_screen/c1_geometry_consensus/geometry_task_crowd_structure_C1.csv,115276,101,38,5,largest_cluster_worker_ids|second_cluster_worker_ids|largest_cluster_medoid_worker_id|second_cluster_medoid_worker_id,base_task_id|building_id|task_context_id|task_crowd_structure_status,validity_status|valid_k,,,geometry_context_provenance|cluster_membership_json|cluster_count|largest_cluster_support|second_cluster_support|largest_cluster_share|second_cluster_share|cluster_margin_all|cluster_margin_top2|largest_cluster_worker_ids|second_cluster_worker_ids|largest_cluster_medoid_annotation_id|largest_cluster_medoid_worker_id|largest_cluster_medoid_geometry_sha256|largest_cluster_medoid_index|second_cluster_medoid_annotation_id|second_cluster_medoid_worker_id|second_cluster_medoid_geometry_sha256|second_cluster_medoid_index,stage|condition,
analysis_results/calibration_rebuild_20260702/legacy_archive_20260703/calibration_manual_pool_draft_v2.csv,77623,100,47,5,,task_id|base_task_id|image_id|image_stem|image_path,gt_keypoint_count|gt_pair_count|requires_gt_fix|requires_gt_review,scope_gold_ready|old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|scope_difficulty_reviewed|expert_scope_confirmed|model_issue_only|scope_gate_only,,geometry_gold_ready|corner_count_bin,old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|model_issue_only|semi_only|eligible_for_manual_calibration|eligible_for_semi_candidate,
analysis_results/calibration_rebuild_20260702/legacy_archive_20260703/calibration_pool_selection_audit_v2.csv,77623,100,47,5,,task_id|base_task_id|image_id|image_stem|image_path,gt_keypoint_count|gt_pair_count|requires_gt_fix|requires_gt_review,scope_gold_ready|old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|scope_difficulty_reviewed|expert_scope_confirmed|model_issue_only|scope_gate_only,,geometry_gold_ready|corner_count_bin,old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|model_issue_only|semi_only|eligible_for_manual_calibration|eligible_for_semi_candidate,
analysis_results/c2a_rp_terminal_reestimate_20260817_v1/c2a_rp_terminal_canonical_submissions.csv,46777,80,24,5,worker_id,runtime_task_id|planned_task_id|task_id|base_task_id|image_id|building_id|task_stratum|task_pool_sha256,quality|canonical_valid,risk_model_scope,,,evidence_stage|risk_model_scope|assignment_batch_id,
analysis_results/calibration_rebuild_20260702/calibration_core_draft_v3_1.csv,65239,75,54,5,,task_id|base_task_id|image_id|image_stem|image_path,gt_keypoint_count|gt_pair_count|requires_gt_fix|requires_gt_review,scope_gold_ready|old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|scope_difficulty_reviewed|expert_scope_confirmed|model_issue_only|scope_gate_only,,geometry_gold_ready|corner_count_bin,old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|model_issue_only|semi_only|eligible_for_manual_calibration|eligible_for_semi_candidate|used_in_existing_manual_or_old_label,
analysis_results/calibration_rebuild_20260702/legacy_archive_20260703/calibration_core_draft_v2.csv,58520,75,47,5,,task_id|base_task_id|image_id|image_stem|image_path,gt_keypoint_count|gt_pair_count|requires_gt_fix|requires_gt_review,scope_gold_ready|old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|scope_difficulty_reviewed|expert_scope_confirmed|model_issue_only|scope_gate_only,,geometry_gold_ready|corner_count_bin,old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|model_issue_only|semi_only|eligible_for_manual_calibration|eligible_for_semi_candidate,
analysis_results/calibration_rebuild_20260702/legacy_archive_20260703/calibration_core_draft_v3.csv,64098,75,54,5,,task_id|base_task_id|image_id|image_stem|image_path,gt_keypoint_count|gt_pair_count|requires_gt_fix|requires_gt_review,scope_gold_ready|old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|scope_difficulty_reviewed|expert_scope_confirmed|model_issue_only|scope_gate_only,,geometry_gold_ready|corner_count_bin,old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|model_issue_only|semi_only|eligible_for_manual_calibration|eligible_for_semi_candidate|used_in_existing_manual_or_old_label,
analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_scope_mixed_task_audit.csv,12953,72,13,5,worker_scope_values_seen|n_worker_in_scope|n_worker_oos|n_worker_scope_missing,task_id|image_id|task_final_scope|task_scope_adjudication_source,,task_final_scope|task_scope_adjudication_source|worker_scope_values_seen|n_worker_in_scope|n_worker_scope_missing,,geometry_primary_possible,condition,
analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_risk_slope_evidence.csv,26115,40,29,5,worker_id|Q_GT_raw,runtime_task_id|planned_task_id|task_id|base_task_id|image_id|building_id|task_stratum|task_pool_sha256,quality|canonical_valid|Q_GT_raw,risk_model_scope,,,evidence_stage|risk_model_scope|assignment_batch_id|formal_assignment_eligible,
analysis_results/c2a_rp_block2_reestimate_20260817_v2/c2a_rp_block2_risk_slope_evidence.csv,25270,40,29,5,worker_id|Q_GT_raw,runtime_task_id|planned_task_id|task_id|base_task_id|image_id|building_id|task_stratum|task_pool_sha256,quality|canonical_valid|Q_GT_raw,risk_model_scope,,,evidence_stage|risk_model_scope|assignment_batch_id|formal_assignment_eligible,
analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_r0_snapshot.csv,8969,29,13,5,worker_id,,geometry_quality_summary|scope_quality_summary,scope_quality_summary,active_time_source_tier,geometry_quality_summary,,
analysis_results/calibration_rebuild_20260702/calibration_semi_selection_draft_v3_1.csv,23828,25,57,5,,task_id|base_task_id|image_id|image_stem|image_path,gt_keypoint_count|gt_pair_count|requires_gt_fix|requires_gt_review,scope_gold_ready|old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|scope_difficulty_reviewed|expert_scope_confirmed|model_issue_only|scope_gate_only,,geometry_gold_ready|corner_count_bin,old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|model_issue_only|semi_only|eligible_for_manual_calibration|eligible_for_semi_candidate|used_in_existing_manual_or_old_label|semi_family|semi_family_confidence|semi_selection_rank,
analysis_results/calibration_rebuild_20260702/legacy_archive_20260703/calibration_semi_selection_draft_v2.csv,20976,25,50,5,,task_id|base_task_id|image_id|image_stem|image_path,gt_keypoint_count|gt_pair_count|requires_gt_fix|requires_gt_review,scope_gold_ready|old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|scope_difficulty_reviewed|expert_scope_confirmed|model_issue_only|scope_gate_only,,geometry_gold_ready|corner_count_bin,old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|model_issue_only|semi_only|eligible_for_manual_calibration|eligible_for_semi_candidate|semi_family|semi_family_confidence|semi_selection_rank,
analysis_results/calibration_rebuild_20260702/legacy_archive_20260703/calibration_semi_selection_draft_v3.csv,24298,25,57,5,,task_id|base_task_id|image_id|image_stem|image_path,gt_keypoint_count|gt_pair_count|requires_gt_fix|requires_gt_review,scope_gold_ready|old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|scope_difficulty_reviewed|expert_scope_confirmed|model_issue_only|scope_gate_only,,geometry_gold_ready|corner_count_bin,old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|model_issue_only|semi_only|eligible_for_manual_calibration|eligible_for_semi_candidate|used_in_existing_manual_or_old_label|semi_family|semi_family_confidence|semi_selection_rank,
analysis_results/calibration_rebuild_20260702/legacy_archive_20260703/calibration_semi_source_audit_v2.csv,20976,25,50,5,,task_id|base_task_id|image_id|image_stem|image_path,gt_keypoint_count|gt_pair_count|requires_gt_fix|requires_gt_review,scope_gold_ready|old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|scope_difficulty_reviewed|expert_scope_confirmed|model_issue_only|scope_gate_only,,geometry_gold_ready|corner_count_bin,old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|model_issue_only|semi_only|eligible_for_manual_calibration|eligible_for_semi_candidate|semi_family|semi_family_confidence|semi_selection_rank,
analysis_results/calibration_rebuild_20260702/calibration_reserve_draft_v3_1.csv,12099,13,54,5,,task_id|base_task_id|image_id|image_stem|image_path,gt_keypoint_count|gt_pair_count|requires_gt_fix|requires_gt_review,scope_gold_ready|old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|scope_difficulty_reviewed|expert_scope_confirmed|model_issue_only|scope_gate_only,,geometry_gold_ready|corner_count_bin,old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|model_issue_only|semi_only|eligible_for_manual_calibration|eligible_for_semi_candidate|used_in_existing_manual_or_old_label,
analysis_results/calibration_rebuild_20260702/legacy_archive_20260703/calibration_reserve_draft_v2.csv,10170,13,47,5,,task_id|base_task_id|image_id|image_stem|image_path,gt_keypoint_count|gt_pair_count|requires_gt_fix|requires_gt_review,scope_gold_ready|old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|scope_difficulty_reviewed|expert_scope_confirmed|model_issue_only|scope_gate_only,,geometry_gold_ready|corner_count_bin,old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|model_issue_only|semi_only|eligible_for_manual_calibration|eligible_for_semi_candidate,
analysis_results/calibration_rebuild_20260702/legacy_archive_20260703/calibration_reserve_draft_v3.csv,12043,13,54,5,,task_id|base_task_id|image_id|image_stem|image_path,gt_keypoint_count|gt_pair_count|requires_gt_fix|requires_gt_review,scope_gold_ready|old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|scope_difficulty_reviewed|expert_scope_confirmed|model_issue_only|scope_gate_only,,geometry_gold_ready|corner_count_bin,old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|model_issue_only|semi_only|eligible_for_manual_calibration|eligible_for_semi_candidate|used_in_existing_manual_or_old_label,
analysis_results/calibration_rebuild_20260702/calibration_anchor_draft_v2.csv,10679,12,47,5,,task_id|base_task_id|image_id|image_stem|image_path,gt_keypoint_count|gt_pair_count|requires_gt_fix|requires_gt_review,scope_gold_ready|old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|scope_difficulty_reviewed|expert_scope_confirmed|model_issue_only|scope_gate_only,,geometry_gold_ready|corner_count_bin,old_manual_scope_raw|old_manual_difficulty_raw|old_semi_model_issue_raw|model_issue_only|semi_only|eligible_for_manual_calibration|eligible_for_semi_candidate,
analysis_results/experiment_visual_audit/generated_demo_recheck/table_a1_anomaly_audit.csv,599,5,11,5,annotator_id,task_id,,scope_bucket|difficulty|model_issue,active_time,,model_issue,
analysis_results/stage_aware_analysis_freeze_v1_20260316/worker_profiles.csv,1036,4,18,5,annotator_id|worker_group|worker_group_reason,,mean_iou_m,n_in_scope|mixed_scope_share,mean_active_time|median_active_time|fallback_active_time_share,,n_model_usable,
analysis_results/stage_aware_analysis_freeze_v2_1_20260317/worker_profiles.csv,1794,4,25,5,annotator_id|worker_group|worker_group_reason|worker_group_v2|worker_group_reason_v2|worker_group_reason_chain_v2,,mean_iou_m,n_in_scope|mixed_scope_share,mean_active_time|median_active_time|fallback_active_time_share,,n_model_usable|n_model_usable_support|n_prescreen_semi_support,
analysis_results/stage_aware_analysis_freeze_v2_1_main_facing_v1_20260317/worker_profiles.csv,1812,4,25,5,annotator_id|worker_group|worker_group_reason|worker_group_v2|worker_group_reason_v2|worker_group_reason_chain_v2,,mean_iou_m,n_in_scope|mixed_scope_share,mean_active_time|median_active_time|fallback_active_time_share,,n_model_usable|n_model_usable_support|n_prescreen_semi_support,
analysis_results/stage_aware_analysis_freeze_v2_1_selection_v1_20260317/worker_profiles.csv,1794,4,25,5,annotator_id|worker_group|worker_group_reason|worker_group_v2|worker_group_reason_v2|worker_group_reason_chain_v2,,mean_iou_m,n_in_scope|mixed_scope_share,mean_active_time|median_active_time|fallback_active_time_share,,n_model_usable|n_model_usable_support|n_prescreen_semi_support,
