threshold,previous_stricter_threshold,added_pair_n,represented_image_n,ospa30_mean,ospa30_median,ospa30_p05,ospa30_p25,ospa30_p75,ospa30_p95,ospa30_max,image_mean_ospa30_mean
0.975,,7193,55,2.432786694989514,2.21855847662287,0.6731130210966995,1.51482980411843,3.2010386601767,4.7454573960726645,10.2411946748485,2.634461001294518
0.95,0.975,840,44,6.738387519242495,6.566966349806185,3.999648307019384,5.58206398692007,7.66627385830309,9.94014647658167,13.2245368790353,6.73229162640489
0.925,0.95,457,27,9.570456749890402,10.3890040597328,2.8431344861636703,7.82729929858627,11.3958855886934,13.78437304057558,16.3503561861451,9.331915663086559
0.9,0.925,212,18,12.437553003003904,12.1729727324731,7.479144109359099,10.0281442356759,15.27845115215065,16.3863027108359,17.4145571904365,12.420227368828844
0.85,0.9,194,16,16.287133083693043,16.073130521529002,12.691558967486156,15.19534162651235,17.148305152656174,21.00586026139292,25.0922280879893,15.607665901164593
0.8,0.85,86,7,17.203374519719137,16.33953185391065,15.2269154729862,15.408079885785824,17.461517988388202,22.80767637746205,28.8982630661677,18.6509281464124
