threshold,common_image_n,common_pointset_n,cluster_count_mean,cluster_count_median,cluster_count_q25,cluster_count_q75,supported_m2_clusters_mean,supported_m2_clusters_median,supported_m2_clusters_q25,supported_m2_clusters_q75,supported_m3_clusters_mean,supported_m3_clusters_median,supported_m3_clusters_q25,supported_m3_clusters_q75,singleton_share_mean,singleton_share_median,singleton_share_q25,singleton_share_q75,singleton_response_fraction
0.975,18,430,4.111111111111111,3.0,3.0,4.75,1.6666666666666667,1.0,1.0,2.0,1.3333333333333333,1.0,1.0,2.0,0.09921160202624735,0.08,0.04576659038901602,0.08695652173913043,0.10232558139534884
0.95,18,430,3.2222222222222223,2.0,2.0,4.0,1.7222222222222223,1.0,1.0,2.0,1.2777777777777777,1.0,1.0,1.75,0.061496997789903966,0.043478260869565216,0.04,0.07923076923076923,0.06279069767441861
0.925,18,430,3.0555555555555554,2.0,2.0,4.0,1.7222222222222223,1.0,1.0,2.0,1.2777777777777777,1.0,1.0,1.75,0.05444385769328561,0.04173913043478261,0.04,0.0708502024291498,0.05581395348837209
0.9,18,430,3.0,2.0,2.0,4.0,1.7222222222222223,1.0,1.0,2.0,1.2777777777777777,1.0,1.0,1.75,0.052221635471063385,0.04173913043478261,0.01,0.0708502024291498,0.053488372093023255
0.85,18,430,2.888888888888889,2.0,2.0,4.0,1.7777777777777777,1.0,1.0,2.0,1.2777777777777777,1.0,1.0,1.75,0.045554968804396724,0.04173913043478261,0.0,0.0708502024291498,0.046511627906976744
0.8,18,430,2.888888888888889,2.0,2.0,4.0,1.7777777777777777,1.0,1.0,2.0,1.2777777777777777,1.0,1.0,1.75,0.045554968804396724,0.04173913043478261,0.0,0.0708502024291498,0.046511627906976744
