annotator_id,task_id,dataset_group,condition,reference_validation_status,worker_n_corners,reference_n_corners,bbox_area_ratio_to_reference,polygon_area_ratio_to_reference,undercoverage_risk_level,undercoverage_reason,task_majority_undercoverage_risk,minority_full_room_candidate,manual_review_required,dry_run,notes
1,3053,PreScreen_manual,manual,final_gold_geometry_checked,12,8,1.15653,1.13804,none,bbox_ratio_at_least_0_85,False,False,False,True,dry-run undercoverage risk only; protected full-room minority is not bad-worker evidence
10,3053,PreScreen_manual,manual,final_gold_geometry_checked,8,8,0.932571,0.997957,none,bbox_ratio_at_least_0_85,False,False,False,True,dry-run undercoverage risk only; protected full-room minority is not bad-worker evidence
11,3053,PreScreen_manual,manual,final_gold_geometry_checked,8,8,0.987382,0.990777,none,bbox_ratio_at_least_0_85,False,False,False,True,dry-run undercoverage risk only; protected full-room minority is not bad-worker evidence
12,3053,PreScreen_manual,manual,final_gold_geometry_checked,8,8,0.958533,0.914908,none,bbox_ratio_at_least_0_85,False,False,False,True,dry-run undercoverage risk only; protected full-room minority is not bad-worker evidence
13,3053,PreScreen_manual,manual,final_gold_geometry_checked,8,8,0.966937,1.02623,none,bbox_ratio_at_least_0_85,False,False,False,True,dry-run undercoverage risk only; protected full-room minority is not bad-worker evidence
14,3053,PreScreen_manual,manual,final_gold_geometry_checked,8,8,0.954319,1.04156,none,bbox_ratio_at_least_0_85,False,False,False,True,dry-run undercoverage risk only; protected full-room minority is not bad-worker evidence
15,3053,PreScreen_manual,manual,final_gold_geometry_checked,8,8,0.968539,1.03441,none,bbox_ratio_at_least_0_85,False,False,False,True,dry-run undercoverage risk only; protected full-room minority is not bad-worker evidence
17,3053,PreScreen_manual,manual,final_gold_geometry_checked,8,8,0.991354,1.04858,none,bbox_ratio_at_least_0_85,False,False,False,True,dry-run undercoverage risk only; protected full-room minority is not bad-worker evidence
18,3053,PreScreen_manual,manual,final_gold_geometry_checked,8,8,1.03323,1.01931,none,bbox_ratio_at_least_0_85,False,False,False,True,dry-run undercoverage risk only; protected full-room minority is not bad-worker evidence
19,3053,PreScreen_manual,manual,final_gold_geometry_checked,7,8,1.16483,1.06324,none,bbox_ratio_at_least_0_85,False,False,False,True,dry-run undercoverage risk only; protected full-room minority is not bad-worker evidence
2,3053,PreScreen_manual,manual,final_gold_geometry_checked,8,8,1.03323,1.01931,none,bbox_ratio_at_least_0_85,False,False,False,True,dry-run undercoverage risk only; protected full-room minority is not bad-worker evidence
21,3053,PreScreen_manual,manual,final_gold_geometry_checked,8,8,0.98902,0.991712,none,bbox_ratio_at_least_0_85,False,False,False,True,dry-run undercoverage risk only; protected full-room minority is not bad-worker evidence
6,3053,PreScreen_manual,manual,final_gold_geometry_checked,8,8,0.991354,1.04858,none,bbox_ratio_at_least_0_85,False,False,False,True,dry-run undercoverage risk only; protected full-room minority is not bad-worker evidence
8,3053,PreScreen_manual,manual,final_gold_geometry_checked,8,8,0.987499,1.04884,none,bbox_ratio_at_least_0_85,False,False,False,True,dry-run undercoverage risk only; protected full-room minority is not bad-worker evidence
1,3054,PreScreen_manual,manual,final_gold_geometry_checked,16,16,0.963575,1.04229,none,bbox_ratio_at_least_0_85,False,False,False,True,dry-run undercoverage risk only; protected full-room minority is not bad-worker evidence
10,3054,PreScreen_manual,manual,final_gold_geometry_checked,8,16,0.884752,1.50722,none,bbox_ratio_at_least_0_85,False,False,False,True,dry-run undercoverage risk only; protected full-room minority is not bad-worker evidence
11,3054,PreScreen_manual,manual,final_gold_geometry_checked,10,16,0.886273,1.19508,none,bbox_ratio_at_least_0_85,False,False,False,True,dry-run undercoverage risk only; protected full-room minority is not bad-worker evidence
12,3054,PreScreen_manual,manual,final_gold_geometry_checked,10,16,0.833821,1.10447,low,bbox_ratio_between_0_75_and_0_85,False,False,False,True,dry-run undercoverage risk only; protected full-room minority is not bad-worker evidence
13,3054,PreScreen_manual,manual,final_gold_geometry_checked,8,16,0.884752,1.50722,none,bbox_ratio_at_least_0_85,False,False,False,True,dry-run undercoverage risk only; protected full-room minority is not bad-worker evidence
14,3054,PreScreen_manual,manual,final_gold_geometry_checked,8,16,0.89244,1.54253,none,bbox_ratio_at_least_0_85,False,False,False,True,dry-run undercoverage risk only; protected full-room minority is not bad-worker evidence
15,3054,PreScreen_manual,manual,final_gold_geometry_checked,8,16,0.863642,1.51022,none,bbox_ratio_at_least_0_85,False,False,False,True,dry-run undercoverage risk only; protected full-room minority is not bad-worker evidence
17,3054,PreScreen_manual,manual,final_gold_geometry_checked,12,16,0.98884,1.17879,none,bbox_ratio_at_least_0_85,False,False,False,True,dry-run undercoverage risk only; protected full-room minority is not bad-worker evidence
