worker,axis,effect,lower,upper,sign_subtype,qualified,train_rows,train_buildings,train_building_ids,bootstrap_valid,bootstrap_requested,heldout_building
W031,scope_accept,0.48611111111111011,0.22600446428571402,0.65708333333333413,positive,True,9,6,7y3sRwLe3Va|UwV83HsGsw3|b8cTxDM8gDG|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W032,scope_accept,-0.069444444444443476,-0.28911210317460301,0.3472222222222221,unclassified,True,9,6,7y3sRwLe3Va|UwV83HsGsw3|b8cTxDM8gDG|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W033,scope_accept,-0.2916666666666663,-0.45381944444444444,-0.10770833333333306,negative,True,9,6,7y3sRwLe3Va|UwV83HsGsw3|b8cTxDM8gDG|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W034,scope_accept,0.59722222222222188,0.41666666666666635,0.73397435897435948,positive,True,9,6,7y3sRwLe3Va|UwV83HsGsw3|b8cTxDM8gDG|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W035,scope_accept,-0.29166666666666546,-0.51395833333333363,-0.057248263888889046,negative,True,9,6,7y3sRwLe3Va|UwV83HsGsw3|b8cTxDM8gDG|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W036,scope_accept,-0.4027777777777779,-0.58333333333333293,-0.26602564102564108,negative,True,9,6,7y3sRwLe3Va|UwV83HsGsw3|b8cTxDM8gDG|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W037,scope_accept,0.15277777777777787,-0.086979166666666816,0.47232142857142845,unclassified,True,9,6,7y3sRwLe3Va|UwV83HsGsw3|b8cTxDM8gDG|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W001,scope_reject,-0.17061897106109306,-0.20909233372238431,-0.1242625202977827,negative,True,28,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W002,scope_reject,-0.17061897106109306,-0.20909233372238448,-0.12426252029778255,negative,True,28,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W006,scope_reject,-0.027761828203950335,-0.15532986111111063,0.075520775121024258,unclassified,True,28,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W008,scope_reject,-0.17061897106109314,-0.20909233372238431,-0.12426252029778273,negative,True,28,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W010,scope_reject,-0.099190399632521756,-0.16873851673265261,-0.033744222555144518,negative,True,28,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W011,scope_reject,0.043666743224620948,-0.054465584103189052,0.15894778956865457,unclassified,True,28,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W012,scope_reject,-0.063476113918236043,-0.16254647601794328,0.039223518614370102,unclassified,True,28,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W013,scope_reject,0.007952457510335317,-0.056841095262645386,0.060425120436200963,unclassified,True,28,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W014,scope_reject,0.0079524575103352788,-0.0568410952626454,0.060425120436200908,unclassified,True,28,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W015,scope_reject,-0.063476113918236196,-0.1687385167326528,0.073650048622874692,unclassified,True,28,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W017,scope_reject,-0.063476113918236127,-0.15532986111111124,-0.0034328157501213171,negative,True,28,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W018,scope_reject,-0.17061897106109342,-0.20909233372238464,-0.1242625202977827,negative,True,28,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W021,scope_reject,-0.027761828203950796,-0.1304187758174051,0.075816185042166959,unclassified,True,28,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W027,scope_reject,-0.17061897106109253,-0.20909233372238473,-0.12426252029778281,negative,True,28,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W028,scope_reject,0.079381028938906625,-0.060362304519676523,0.23411835748792253,unclassified,True,28,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W029,scope_reject,0.36509531465319173,0.20728858190873603,0.48261584436828869,positive,True,28,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W030,scope_reject,0.62600223005912226,0.52053341715788037,0.76139681406891513,positive,True,27,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W031,scope_reject,-0.17061897106109317,-0.20909233372238442,-0.12426252029778273,negative,True,28,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W032,scope_reject,0.079381028938906431,-0.017494246923490053,0.19491041538023787,unclassified,True,28,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W033,scope_reject,0.079381028938906875,-0.036593650018010015,0.22573938821103287,unclassified,True,28,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W034,scope_reject,-0.13490468534680741,-0.20624221672324936,-0.043890239638952881,negative,True,28,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W035,scope_reject,0.11509531465319255,-0.03011029077587097,0.20065735875099461,unclassified,True,28,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W036,scope_reject,-0.027761828203950407,-0.14909912570888484,0.19754374843476075,unclassified,True,28,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W037,scope_reject,0.12761513328492949,0.004732789855072487,0.27600392512077271,positive,True,27,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,200,200,VFuaQ6m2Qom
W001,time,-0.76329371820574621,-0.94504129770183842,-0.63148946018769991,negative,True,47,18,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm|zsNo4HB9uLZ,200,200,VFuaQ6m2Qom
W002,time,-0.5522970481535564,-0.75773641493953003,-0.37486392773398286,negative,True,70,18,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm|zsNo4HB9uLZ,200,200,VFuaQ6m2Qom
W006,time,-1.3725192713445997,-1.6567968430955358,-1.1304603553373149,negative,True,77,18,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm|zsNo4HB9uLZ,200,200,VFuaQ6m2Qom
W008,time,0.40378405661014599,0.33826727885093927,0.49881320345865532,positive,True,78,19,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm|zsNo4HB9uLZ,200,200,VFuaQ6m2Qom
W010,time,-0.50889197032374434,-0.62374107206546103,-0.40289493484718525,negative,True,76,18,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm|zsNo4HB9uLZ,200,200,VFuaQ6m2Qom
W011,time,-0.035536069983948905,-0.13228571536943365,0.093643639129398451,unclassified,True,73,16,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm|zsNo4HB9uLZ,200,200,VFuaQ6m2Qom
W012,time,-0.90553183497017065,-1.0450319720388499,-0.75567135693440934,negative,True,38,16,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm|zsNo4HB9uLZ,200,200,VFuaQ6m2Qom
W013,time,-1.1124197356470027,-1.3603476215191688,-0.92990398454499779,negative,True,75,18,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm|zsNo4HB9uLZ,200,200,VFuaQ6m2Qom
W015,time,0.33538706686559533,0.1933746730803203,0.53374467657336844,positive,True,78,20,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm|zsNo4HB9uLZ,200,200,VFuaQ6m2Qom
W017,time,-0.33420076215062233,-0.51000225373757102,-0.11176550343354598,negative,True,73,17,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm|zsNo4HB9uLZ,200,200,VFuaQ6m2Qom
W018,time,-0.045213822020187949,-0.3152074326955141,0.23834684780093887,unclassified,True,14,8,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm|zsNo4HB9uLZ,200,200,VFuaQ6m2Qom
W021,time,-1.1324084895952735,-1.3275290275896114,-0.90906183405350915,negative,True,39,12,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm|zsNo4HB9uLZ,200,200,VFuaQ6m2Qom
W027,time,0.96827241530142227,0.81577089120819291,1.1553909436423628,positive,True,66,12,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm|zsNo4HB9uLZ,200,200,VFuaQ6m2Qom
W028,time,0.51547622492637479,0.31956709669076427,0.65922349975895145,positive,True,76,17,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm|zsNo4HB9uLZ,200,200,VFuaQ6m2Qom
W029,time,0.55202551213666917,0.38419803450414391,0.7281763707952561,positive,True,75,17,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm|zsNo4HB9uLZ,200,200,VFuaQ6m2Qom
W030,time,-0.430045213603584,-0.56288264640144559,-0.27666843949699732,negative,True,72,17,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm|zsNo4HB9uLZ,200,200,VFuaQ6m2Qom
W031,time,0.21741067723012328,0.070499939710893925,0.39614598117093286,positive,True,27,16,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm|zsNo4HB9uLZ,200,200,VFuaQ6m2Qom
W032,time,0.62268899736728645,0.51517980280931852,0.72997456171596142,positive,True,77,17,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm|zsNo4HB9uLZ,200,200,VFuaQ6m2Qom
W033,time,0.82976962016942934,0.6478244273606738,0.98932654391177322,positive,True,78,17,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm|zsNo4HB9uLZ,200,200,VFuaQ6m2Qom
W034,time,0.12668679986255837,-0.28991244133748473,0.41501504615974266,unclassified,True,10,5,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm|zsNo4HB9uLZ,200,200,VFuaQ6m2Qom
W035,time,0.31066334277227714,0.074611638828342847,0.49381244291398002,positive,True,36,16,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm|zsNo4HB9uLZ,200,200,VFuaQ6m2Qom
W036,time,1.6985062957805142,1.5088428517714834,1.9017202003094611,positive,True,74,17,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm|zsNo4HB9uLZ,200,200,VFuaQ6m2Qom
W037,time,0.61168692697604043,0.4980177102396382,0.7071349844130761,positive,True,75,17,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm|zsNo4HB9uLZ,200,200,VFuaQ6m2Qom
W001,tri_edit,3.4261840890692246,2.4778943449371376,4.056707734724875,positive,True,22,10,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,171,200,VFuaQ6m2Qom
W002,tri_edit,0.52126024637285384,-0.038928069049535927,0.90585405632867511,unclassified,True,22,10,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,171,200,VFuaQ6m2Qom
W006,tri_edit,-3.9072743078285121,-6.2326949494284287,-2.0578433744508065,negative,True,21,10,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,171,200,VFuaQ6m2Qom
W008,tri_edit,-0.15672237909878489,-1.8241842925043414,0.72439589660024817,unclassified,True,18,9,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,171,200,VFuaQ6m2Qom
W010,tri_edit,-0.50868528471106489,-1.4645245869737467,0.35611637843649674,unclassified,True,20,10,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,171,200,VFuaQ6m2Qom
W011,tri_edit,-4.9562826095594659,-6.860609487111283,-3.9096040817190918,negative,True,21,11,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,171,200,VFuaQ6m2Qom
