cohort,model,groups,role,group,n,worker_ids,worker_ids_original,roster_origin
current20,QS,7,scope_reject_high,5,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
current20,QS,7,scope_accept_high,6,1,W034,34,full_history_hindsight_NOT_target_holdout
current20,QS,8,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QS,8,quality_high,8,1,W037,37,full_history_hindsight_NOT_target_holdout
current20,QS,8,scope_reject_low,,0,,,full_history_hindsight_NOT_target_holdout
current20,QS,8,scope_reject_high,6,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
current20,QS,8,scope_accept_high,7,1,W034,34,full_history_hindsight_NOT_target_holdout
current20,QS,9,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QS,9,quality_high,9,1,W037,37,full_history_hindsight_NOT_target_holdout
current20,QS,9,scope_reject_low,,0,,,full_history_hindsight_NOT_target_holdout
current20,QS,9,scope_reject_high,7,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
current20,QS,9,scope_accept_high,8,1,W034,34,full_history_hindsight_NOT_target_holdout
current20,QS,10,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QS,10,quality_high,10,1,W037,37,full_history_hindsight_NOT_target_holdout
current20,QS,10,scope_reject_low,,0,,,full_history_hindsight_NOT_target_holdout
current20,QS,10,scope_reject_high,8,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
current20,QS,10,scope_accept_high,9,1,W034,34,full_history_hindsight_NOT_target_holdout
current20,QSB,2,quality_low,1,12,W002|W006|W008|W010|W011|W013|W015|W017|W028|W032|W033|W036,2|6|8|10|11|13|15|17|28|32|33|36,full_history_hindsight_NOT_target_holdout
current20,QSB,2,quality_high,2,8,W001|W012|W029|W030|W031|W034|W035|W037,1|12|29|30|31|34|35|37,full_history_hindsight_NOT_target_holdout
current20,QSB,3,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QSB,3,quality_high,3,8,W001|W012|W029|W030|W031|W034|W035|W037,1|12|29|30|31|34|35|37,full_history_hindsight_NOT_target_holdout
current20,QSB,3,edit_low,2,11,W006|W008|W010|W011|W013|W015|W017|W028|W032|W033|W036,6|8|10|11|13|15|17|28|32|33|36,full_history_hindsight_NOT_target_holdout
current20,QSB,4,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QSB,4,quality_high,4,8,W001|W012|W029|W030|W031|W034|W035|W037,1|12|29|30|31|34|35|37,full_history_hindsight_NOT_target_holdout
current20,QSB,4,edit_low,2,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,QSB,5,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QSB,5,quality_high,5,3,W029|W030|W037,29|30|37,full_history_hindsight_NOT_target_holdout
current20,QSB,5,scope_accept_high,4,5,W001|W012|W031|W034|W035,1|12|31|34|35,full_history_hindsight_NOT_target_holdout
current20,QSB,5,edit_low,2,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,QSB,6,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QSB,6,quality_high,6,3,W029|W030|W037,29|30|37,full_history_hindsight_NOT_target_holdout
current20,QSB,6,scope_accept_high,5,3,W012|W031|W034,12|31|34,full_history_hindsight_NOT_target_holdout
current20,QSB,6,edit_low,2,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,QSB,7,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QSB,7,quality_high,7,1,W037,37,full_history_hindsight_NOT_target_holdout
current20,QSB,7,scope_reject_high,6,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
current20,QSB,7,scope_accept_high,5,3,W012|W031|W034,12|31|34,full_history_hindsight_NOT_target_holdout
current20,QSB,7,edit_low,2,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,QSB,8,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QSB,8,quality_high,8,1,W037,37,full_history_hindsight_NOT_target_holdout
current20,QSB,8,scope_reject_high,7,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
current20,QSB,8,scope_accept_high,6,3,W012|W031|W034,12|31|34,full_history_hindsight_NOT_target_holdout
current20,QSB,8,edit_low,3,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,QSB,9,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QSB,9,quality_high,9,1,W037,37,full_history_hindsight_NOT_target_holdout
current20,QSB,9,scope_reject_high,8,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
current20,QSB,9,scope_accept_high,7,3,W012|W031|W034,12|31|34,full_history_hindsight_NOT_target_holdout
current20,QSB,9,edit_low,3,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,QSB,10,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QSB,10,quality_high,10,1,W037,37,full_history_hindsight_NOT_target_holdout
current20,QSB,10,scope_reject_high,8,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
current20,QSB,10,scope_accept_high,9,1,W034,34,full_history_hindsight_NOT_target_holdout
current20,QSB,10,edit_low,3,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,QT,2,quality_low,1,10,W001|W002|W006|W010|W011|W012|W013|W015|W017|W030,1|2|6|10|11|12|13|15|17|30,full_history_hindsight_NOT_target_holdout
current20,QT,2,quality_high,2,10,W008|W028|W029|W031|W032|W033|W034|W035|W036|W037,8|28|29|31|32|33|34|35|36|37,full_history_hindsight_NOT_target_holdout
current20,QT,3,quality_low,1,4,W002|W011|W015|W017,2|11|15|17,full_history_hindsight_NOT_target_holdout
current20,QT,3,quality_high,3,10,W008|W028|W029|W031|W032|W033|W034|W035|W036|W037,8|28|29|31|32|33|34|35|36|37,full_history_hindsight_NOT_target_holdout
current20,QT,3,time_low,2,6,W001|W006|W010|W012|W013|W030,1|6|10|12|13|30,full_history_hindsight_NOT_target_holdout
current20,QT,4,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QT,4,quality_high,4,10,W008|W028|W029|W031|W032|W033|W034|W035|W036|W037,8|28|29|31|32|33|34|35|36|37,full_history_hindsight_NOT_target_holdout
current20,QT,4,time_low,3,6,W001|W006|W010|W012|W013|W030,1|6|10|12|13|30,full_history_hindsight_NOT_target_holdout
current20,QT,5,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QT,5,quality_high,5,2,W034|W037,34|37,full_history_hindsight_NOT_target_holdout
current20,QT,5,time_low,4,6,W001|W006|W010|W012|W013|W030,1|6|10|12|13|30,full_history_hindsight_NOT_target_holdout
current20,QT,5,time_high,3,8,W008|W028|W029|W031|W032|W033|W035|W036,8|28|29|31|32|33|35|36,full_history_hindsight_NOT_target_holdout
current20,QT,6,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QT,6,quality_high,6,2,W034|W037,34|37,full_history_hindsight_NOT_target_holdout
current20,QT,6,time_low,4,6,W001|W006|W010|W012|W013|W030,1|6|10|12|13|30,full_history_hindsight_NOT_target_holdout
current20,QT,6,time_high,5,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,QT,7,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QT,7,quality_high,7,2,W034|W037,34|37,full_history_hindsight_NOT_target_holdout
current20,QT,7,time_low,4,6,W001|W006|W010|W012|W013|W030,1|6|10|12|13|30,full_history_hindsight_NOT_target_holdout
current20,QT,7,time_high,5,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,QT,8,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QT,8,quality_high,8,2,W034|W037,34|37,full_history_hindsight_NOT_target_holdout
current20,QT,8,time_low,4,3,W006|W012|W013,6|12|13,full_history_hindsight_NOT_target_holdout
current20,QT,8,time_high,6,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,QT,9,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QT,9,quality_high,9,2,W034|W037,34|37,full_history_hindsight_NOT_target_holdout
current20,QT,9,time_low,5,3,W006|W012|W013,6|12|13,full_history_hindsight_NOT_target_holdout
current20,QT,9,time_high,6,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,QT,10,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QT,10,quality_high,10,1,W037,37,full_history_hindsight_NOT_target_holdout
current20,QT,10,time_low,5,3,W006|W012|W013,6|12|13,full_history_hindsight_NOT_target_holdout
current20,QT,10,time_high,6,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,QTB,2,quality_low,1,7,W002|W008|W015|W017|W028|W033|W036,2|8|15|17|28|33|36,full_history_hindsight_NOT_target_holdout
current20,QTB,2,quality_high,2,13,W001|W006|W010|W011|W012|W013|W029|W030|W031|W032|W034|W035|W037,1|6|10|11|12|13|29|30|31|32|34|35|37,full_history_hindsight_NOT_target_holdout
current20,QTB,3,quality_low,1,7,W002|W008|W015|W017|W028|W033|W036,2|8|15|17|28|33|36,full_history_hindsight_NOT_target_holdout
current20,QTB,3,quality_high,3,6,W029|W031|W032|W034|W035|W037,29|31|32|34|35|37,full_history_hindsight_NOT_target_holdout
current20,QTB,3,time_low,2,7,W001|W006|W010|W011|W012|W013|W030,1|6|10|11|12|13|30,full_history_hindsight_NOT_target_holdout
current20,QTB,4,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QTB,4,quality_high,4,6,W029|W031|W032|W034|W035|W037,29|31|32|34|35|37,full_history_hindsight_NOT_target_holdout
current20,QTB,4,time_low,3,7,W001|W006|W010|W011|W012|W013|W030,1|6|10|11|12|13|30,full_history_hindsight_NOT_target_holdout
current20,QTB,4,time_high,2,6,W008|W015|W017|W028|W033|W036,8|15|17|28|33|36,full_history_hindsight_NOT_target_holdout
current20,QTB,5,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QTB,5,quality_high,5,6,W029|W031|W032|W034|W035|W037,29|31|32|34|35|37,full_history_hindsight_NOT_target_holdout
current20,QTB,5,time_low,4,5,W001|W010|W012|W013|W030,1|10|12|13|30,full_history_hindsight_NOT_target_holdout
current20,QTB,5,time_high,2,6,W008|W015|W017|W028|W033|W036,8|15|17|28|33|36,full_history_hindsight_NOT_target_holdout
current20,QTB,5,edit_low,3,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,QTB,6,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QTB,6,quality_high,6,6,W029|W031|W032|W034|W035|W037,29|31|32|34|35|37,full_history_hindsight_NOT_target_holdout
current20,QTB,6,time_low,4,5,W001|W010|W012|W013|W030,1|10|12|13|30,full_history_hindsight_NOT_target_holdout
current20,QTB,6,time_high,5,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,QTB,6,edit_low,3,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,QTB,6,benefit_high,2,5,W008|W015|W017|W028|W033,8|15|17|28|33,full_history_hindsight_NOT_target_holdout
current20,QTB,7,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QTB,7,quality_high,7,2,W034|W037,34|37,full_history_hindsight_NOT_target_holdout
current20,QTB,7,time_low,4,5,W001|W010|W012|W013|W030,1|10|12|13|30,full_history_hindsight_NOT_target_holdout
current20,QTB,7,time_high,5,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,QTB,7,edit_low,3,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,QTB,7,benefit_high,2,5,W008|W015|W017|W028|W033,8|15|17|28|33,full_history_hindsight_NOT_target_holdout
current20,QTB,8,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QTB,8,quality_high,8,2,W034|W037,34|37,full_history_hindsight_NOT_target_holdout
current20,QTB,8,time_low,4,1,W006,6,full_history_hindsight_NOT_target_holdout
current20,QTB,8,time_high,6,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,QTB,8,edit_low,3,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,QTB,8,benefit_high,2,5,W008|W015|W017|W028|W033,8|15|17|28|33,full_history_hindsight_NOT_target_holdout
current20,QTB,9,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QTB,9,quality_high,9,2,W034|W037,34|37,full_history_hindsight_NOT_target_holdout
current20,QTB,9,time_low,5,1,W006,6,full_history_hindsight_NOT_target_holdout
current20,QTB,9,time_high,7,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,QTB,9,edit_low,3,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,QTB,9,benefit_high,4,3,W008|W028|W033,8|28|33,full_history_hindsight_NOT_target_holdout
current20,QTB,10,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QTB,10,quality_high,10,2,W034|W037,34|37,full_history_hindsight_NOT_target_holdout
current20,QTB,10,time_low,5,1,W006,6,full_history_hindsight_NOT_target_holdout
current20,QTB,10,time_high,7,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,QTB,10,edit_low,3,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,QTB,10,benefit_high,4,3,W008|W028|W033,8|28|33,full_history_hindsight_NOT_target_holdout
current20,QTS,2,quality_low,1,6,W001|W002|W006|W010|W012|W013,1|2|6|10|12|13,full_history_hindsight_NOT_target_holdout
current20,QTS,2,quality_high,2,14,W008|W011|W015|W017|W028|W029|W030|W031|W032|W033|W034|W035|W036|W037,8|11|15|17|28|29|30|31|32|33|34|35|36|37,full_history_hindsight_NOT_target_holdout
current20,QTS,3,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QTS,3,quality_high,3,14,W008|W011|W015|W017|W028|W029|W030|W031|W032|W033|W034|W035|W036|W037,8|11|15|17|28|29|30|31|32|33|34|35|36|37,full_history_hindsight_NOT_target_holdout
current20,QTS,3,time_low,2,5,W001|W006|W010|W012|W013,1|6|10|12|13,full_history_hindsight_NOT_target_holdout
current20,QTS,4,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QTS,4,quality_high,4,3,W029|W030|W037,29|30|37,full_history_hindsight_NOT_target_holdout
current20,QTS,4,time_low,3,5,W001|W006|W010|W012|W013,1|6|10|12|13,full_history_hindsight_NOT_target_holdout
current20,QTS,4,time_high,2,11,W008|W011|W015|W017|W028|W031|W032|W033|W034|W035|W036,8|11|15|17|28|31|32|33|34|35|36,full_history_hindsight_NOT_target_holdout
current20,QTS,5,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QTS,5,quality_high,5,3,W029|W030|W037,29|30|37,full_history_hindsight_NOT_target_holdout
current20,QTS,5,time_low,3,5,W001|W006|W010|W012|W013,1|6|10|12|13,full_history_hindsight_NOT_target_holdout
current20,QTS,5,time_high,2,8,W011|W015|W017|W028|W032|W033|W035|W036,11|15|17|28|32|33|35|36,full_history_hindsight_NOT_target_holdout
current20,QTS,5,scope_accept_high,4,3,W008|W031|W034,8|31|34,full_history_hindsight_NOT_target_holdout
current20,QTS,6,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QTS,6,quality_high,6,3,W029|W030|W037,29|30|37,full_history_hindsight_NOT_target_holdout
current20,QTS,6,time_low,3,5,W001|W006|W010|W012|W013,1|6|10|12|13,full_history_hindsight_NOT_target_holdout
current20,QTS,6,time_high,4,5,W028|W032|W033|W035|W036,28|32|33|35|36,full_history_hindsight_NOT_target_holdout
current20,QTS,6,scope_accept_high,5,3,W008|W031|W034,8|31|34,full_history_hindsight_NOT_target_holdout
current20,QTS,7,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QTS,7,quality_high,7,2,W029|W037,29|37,full_history_hindsight_NOT_target_holdout
current20,QTS,7,time_low,3,5,W001|W006|W010|W012|W013,1|6|10|12|13,full_history_hindsight_NOT_target_holdout
current20,QTS,7,time_high,4,5,W028|W032|W033|W035|W036,28|32|33|35|36,full_history_hindsight_NOT_target_holdout
current20,QTS,7,scope_reject_high,6,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,QTS,7,scope_accept_high,5,3,W008|W031|W034,8|31|34,full_history_hindsight_NOT_target_holdout
current20,QTS,8,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QTS,8,quality_high,8,2,W029|W037,29|37,full_history_hindsight_NOT_target_holdout
current20,QTS,8,time_low,3,5,W001|W006|W010|W012|W013,1|6|10|12|13,full_history_hindsight_NOT_target_holdout
current20,QTS,8,time_high,5,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,QTS,8,scope_reject_high,7,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,QTS,8,scope_accept_low,,0,,,full_history_hindsight_NOT_target_holdout
current20,QTS,8,scope_accept_high,6,3,W008|W031|W034,8|31|34,full_history_hindsight_NOT_target_holdout
current20,QTS,9,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QTS,9,quality_high,9,1,W034,34,full_history_hindsight_NOT_target_holdout
current20,QTS,9,time_low,4,5,W001|W006|W010|W012|W013,1|6|10|12|13,full_history_hindsight_NOT_target_holdout
current20,QTS,9,time_high,6,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,QTS,9,scope_reject_low,,0,,,full_history_hindsight_NOT_target_holdout
current20,QTS,9,scope_reject_high,7,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,QTS,10,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QTS,10,quality_high,10,1,W034,34,full_history_hindsight_NOT_target_holdout
current20,QTS,10,time_low,6,3,W006|W012|W013,6|12|13,full_history_hindsight_NOT_target_holdout
current20,QTS,10,time_high,7,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,QTS,10,scope_reject_low,,0,,,full_history_hindsight_NOT_target_holdout
current20,QTS,10,scope_reject_high,8,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,QTSB,2,quality_low,1,8,W002|W008|W015|W017|W028|W032|W033|W036,2|8|15|17|28|32|33|36,full_history_hindsight_NOT_target_holdout
current20,QTSB,2,quality_high,2,12,W001|W006|W010|W011|W012|W013|W029|W030|W031|W034|W035|W037,1|6|10|11|12|13|29|30|31|34|35|37,full_history_hindsight_NOT_target_holdout
current20,QTSB,3,quality_low,1,8,W002|W008|W015|W017|W028|W032|W033|W036,2|8|15|17|28|32|33|36,full_history_hindsight_NOT_target_holdout
current20,QTSB,3,quality_high,3,6,W029|W030|W031|W034|W035|W037,29|30|31|34|35|37,full_history_hindsight_NOT_target_holdout
current20,QTSB,3,time_low,2,6,W001|W006|W010|W011|W012|W013,1|6|10|11|12|13,full_history_hindsight_NOT_target_holdout
current20,QTSB,4,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QTSB,4,quality_high,4,6,W029|W030|W031|W034|W035|W037,29|30|31|34|35|37,full_history_hindsight_NOT_target_holdout
current20,QTSB,4,time_low,3,6,W001|W006|W010|W011|W012|W013,1|6|10|11|12|13,full_history_hindsight_NOT_target_holdout
current20,QTSB,4,time_high,2,7,W008|W015|W017|W028|W032|W033|W036,8|15|17|28|32|33|36,full_history_hindsight_NOT_target_holdout
current20,QTSB,5,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QTSB,5,quality_high,5,4,W029|W030|W035|W037,29|30|35|37,full_history_hindsight_NOT_target_holdout
current20,QTSB,5,time_low,3,6,W001|W006|W010|W011|W012|W013,1|6|10|11|12|13,full_history_hindsight_NOT_target_holdout
current20,QTSB,5,time_high,2,7,W008|W015|W017|W028|W032|W033|W036,8|15|17|28|32|33|36,full_history_hindsight_NOT_target_holdout
current20,QTSB,5,scope_accept_high,4,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,QTSB,6,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QTSB,6,quality_high,6,4,W029|W030|W035|W037,29|30|35|37,full_history_hindsight_NOT_target_holdout
current20,QTSB,6,time_low,4,4,W001|W010|W012|W013,1|10|12|13,full_history_hindsight_NOT_target_holdout
current20,QTSB,6,time_high,3,7,W008|W015|W017|W028|W032|W033|W036,8|15|17|28|32|33|36,full_history_hindsight_NOT_target_holdout
current20,QTSB,6,scope_accept_high,5,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,QTSB,6,edit_low,2,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,QTSB,7,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QTSB,7,quality_high,7,4,W029|W030|W035|W037,29|30|35|37,full_history_hindsight_NOT_target_holdout
current20,QTSB,7,time_low,5,4,W001|W010|W012|W013,1|10|12|13,full_history_hindsight_NOT_target_holdout
current20,QTSB,7,time_high,4,3,W032|W033|W036,32|33|36,full_history_hindsight_NOT_target_holdout
current20,QTSB,7,scope_accept_high,6,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,QTSB,7,edit_low,3,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,QTSB,7,benefit_high,2,4,W008|W015|W017|W028,8|15|17|28,full_history_hindsight_NOT_target_holdout
current20,QTSB,8,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QTSB,8,quality_high,8,3,W029|W035|W037,29|35|37,full_history_hindsight_NOT_target_holdout
current20,QTSB,8,time_low,5,4,W001|W010|W012|W013,1|10|12|13,full_history_hindsight_NOT_target_holdout
current20,QTSB,8,time_high,4,3,W032|W033|W036,32|33|36,full_history_hindsight_NOT_target_holdout
current20,QTSB,8,scope_reject_high,7,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,QTSB,8,scope_accept_high,6,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,QTSB,8,edit_low,3,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,QTSB,8,benefit_high,2,4,W008|W015|W017|W028,8|15|17|28,full_history_hindsight_NOT_target_holdout
current20,QTSB,9,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QTSB,9,quality_high,9,3,W029|W035|W037,29|35|37,full_history_hindsight_NOT_target_holdout
current20,QTSB,9,time_low,4,1,W006,6,full_history_hindsight_NOT_target_holdout
current20,QTSB,9,time_high,5,3,W032|W033|W036,32|33|36,full_history_hindsight_NOT_target_holdout
current20,QTSB,9,scope_reject_high,8,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,QTSB,9,scope_accept_high,7,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,QTSB,9,edit_low,3,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,QTSB,9,benefit_high,2,4,W008|W015|W017|W028,8|15|17|28,full_history_hindsight_NOT_target_holdout
current20,QTSB,10,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QTSB,10,quality_high,10,3,W029|W035|W037,29|35|37,full_history_hindsight_NOT_target_holdout
current20,QTSB,10,time_low,4,1,W006,6,full_history_hindsight_NOT_target_holdout
current20,QTSB,10,time_high,6,3,W032|W033|W036,32|33|36,full_history_hindsight_NOT_target_holdout
current20,QTSB,10,scope_reject_low,,0,,,full_history_hindsight_NOT_target_holdout
current20,QTSB,10,scope_reject_high,9,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,QTSB,10,scope_accept_high,8,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,QTSB,10,edit_low,3,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,QTSB,10,benefit_high,2,4,W008|W015|W017|W028,8|15|17|28,full_history_hindsight_NOT_target_holdout
current20,S,2,scope_reject_low,1,7,W001|W002|W011|W032|W033|W035|W036,1|2|11|32|33|35|36,full_history_hindsight_NOT_target_holdout
current20,S,2,scope_reject_high,2,13,W006|W008|W010|W012|W013|W015|W017|W028|W029|W030|W031|W034|W037,6|8|10|12|13|15|17|28|29|30|31|34|37,full_history_hindsight_NOT_target_holdout
current20,S,3,scope_reject_low,1,9,W006|W008|W010|W012|W013|W015|W017|W031|W034,6|8|10|12|13|15|17|31|34,full_history_hindsight_NOT_target_holdout
current20,S,3,scope_reject_high,3,4,W028|W029|W030|W037,28|29|30|37,full_history_hindsight_NOT_target_holdout
current20,S,3,scope_accept_low,2,7,W001|W002|W011|W032|W033|W035|W036,1|2|11|32|33|35|36,full_history_hindsight_NOT_target_holdout
current20,S,4,scope_reject_low,1,9,W006|W008|W010|W012|W013|W015|W017|W031|W034,6|8|10|12|13|15|17|31|34,full_history_hindsight_NOT_target_holdout
current20,S,4,scope_reject_high,4,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,S,4,scope_accept_low,2,7,W001|W002|W011|W032|W033|W035|W036,1|2|11|32|33|35|36,full_history_hindsight_NOT_target_holdout
current20,S,5,scope_reject_low,1,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,S,5,scope_reject_high,5,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,S,5,scope_accept_low,3,7,W001|W002|W011|W032|W033|W035|W036,1|2|11|32|33|35|36,full_history_hindsight_NOT_target_holdout
current20,S,6,scope_reject_low,1,2,W001|W002,1|2,full_history_hindsight_NOT_target_holdout
current20,S,6,scope_reject_high,6,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,S,6,scope_accept_high,2,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,S,7,scope_reject_low,1,2,W001|W002,1|2,full_history_hindsight_NOT_target_holdout
current20,S,7,scope_reject_high,7,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,S,7,scope_accept_high,2,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,S,8,scope_reject_low,1,2,W001|W002,1|2,full_history_hindsight_NOT_target_holdout
current20,S,8,scope_reject_high,8,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,S,8,scope_accept_high,2,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,S,9,scope_reject_low,1,2,W001|W002,1|2,full_history_hindsight_NOT_target_holdout
current20,S,9,scope_reject_high,9,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,S,9,scope_accept_high,2,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,S,10,scope_reject_low,,0,,,full_history_hindsight_NOT_target_holdout
current20,S,10,scope_reject_high,10,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,S,10,scope_accept_low,1,2,W001|W002,1|2,full_history_hindsight_NOT_target_holdout
current20,S,10,scope_accept_high,3,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,SB,2,scope_reject_low,1,12,W002|W006|W008|W010|W011|W013|W015|W017|W028|W032|W033|W036,2|6|8|10|11|13|15|17|28|32|33|36,full_history_hindsight_NOT_target_holdout
current20,SB,2,scope_reject_high,2,8,W001|W012|W029|W030|W031|W034|W035|W037,1|12|29|30|31|34|35|37,full_history_hindsight_NOT_target_holdout
current20,SB,3,scope_reject_low,1,10,W002|W008|W010|W013|W015|W017|W028|W032|W033|W036,2|8|10|13|15|17|28|32|33|36,full_history_hindsight_NOT_target_holdout
current20,SB,3,scope_reject_high,3,8,W001|W012|W029|W030|W031|W034|W035|W037,1|12|29|30|31|34|35|37,full_history_hindsight_NOT_target_holdout
current20,SB,3,edit_low,2,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,SB,4,scope_reject_low,1,6,W001|W012|W031|W034|W035|W037,1|12|31|34|35|37,full_history_hindsight_NOT_target_holdout
current20,SB,4,scope_reject_high,4,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
