axis,rows,buildings,workers,baseline_mse,model_mse,relative_improvement,delta_mse,conditional_building_bootstrap_lower,conditional_building_bootstrap_upper
benefit,506,12,24,11.270714715092211,9.8040653671527398,0.13012922294763918,-1.4666493479394704,-2.821905186763904,-0.28914765948450982
edit,538,12,24,11.839603426521847,8.1103374876885557,0.31498233551297661,-3.7292659388332896,-5.0177516802766453,-2.7215967040450444
quality,1432,22,24,9.9877862277096838,9.5100093722857242,0.047836111479682697,-0.4777768554239597,-1.1610557566900985,0.19244153764991434
scope_accept,216,6,24,0.20061728395061729,0.17402828463561348,0.13253593504709593,-0.02658899931500382,-0.049556856162603968,-0.0087664568865741064
scope_reject,670,11,24,0.10099842887476808,0.079977717993429398,0.20812908790297213,-0.021020710881338677,-0.037741477479683531,-0.0018011265455692785
time,1439,22,23,0.72672969229149542,0.37420773114757977,0.48507989267970775,-0.35252196114391565,-0.50800545084000037,-0.17593181622439541
tri_edit,385,12,19,10.048434680671873,7.5778319532114047,0.24586941209984314,-2.4706027274604692,-4.0246735292292684,-0.95723109817417751
tri_quality,385,12,19,9.0291148371898746,8.1157515230946,0.10115756976899193,-0.9133633140952776,-2.2880195714844191,0.54867836190838259
tri_time,385,12,19,0.69511030653601258,0.30383157493202501,0.56290164010640531,-0.39127873160398746,-0.54842396157456963,-0.20902542892827403
