condition,config,subtype,metric,partition,k,images,images_with_remaining_person,min_pool_N,max_pool_N,prefix_K,prefix_singletons,fixed_K,pair_uncovered,largest_share,old_relation_churn
semi,QT_3,2,sphere,representative,8,2,2,9,11,4.7850000000000001,3.6025,4.6674999999999995,0.40249999999999997,0.50249999999999984,0.001547619047619
semi,QT_3,3,image,complete,3,18,18,6,13,1.5663888888888888,0.7105555555555555,1.7277777777777779,0.18798390652557317,0.81120370370370365,0.012222222222222223
semi,QT_3,3,image,complete,5,18,18,6,13,2.0186111111111114,0.93805555555555564,2.1991666666666667,0.14667691798941795,0.77416666666666656,0.012037037037037016
semi,QT_3,3,image,complete,8,17,17,9,13,2.3891176470588236,0.94999999999999996,2.4908823529411763,0.081588235294117628,0.75687499999999996,0.017717086834733869
semi,QT_3,3,image,complete,12,2,1,12,13,3.8899999999999997,2.4699999999999998,3.9275000000000002,0.14499999999999991,0.72416666666666663,0.0051818181818181503
semi,QT_3,3,image,representative,3,18,18,6,13,1.5202777777777776,0.6644444444444445,1.4644444444444444,0.18798390652557317,0.82657407407407402,0.018333333333333323
semi,QT_3,3,image,representative,5,18,18,6,13,1.8599999999999999,0.83694444444444438,1.7891666666666666,0.14667691798941795,0.81738888888888883,0.0093518518518518404
semi,QT_3,3,image,representative,8,17,17,9,13,1.9870588235294118,0.77705882352941169,1.9529411764705884,0.081588235294117628,0.85036764705882351,0.0051680672268907294
semi,QT_3,3,image,representative,12,2,1,12,13,2.9275000000000002,1.9275,2.9275000000000002,0.14499999999999991,0.83937499999999998,0.0069090909090909003
semi,QT_3,3,sphere,complete,3,18,18,6,13,1.5183333333333335,0.64000000000000001,1.6722222222222223,0.16572641093474424,0.82722222222222219,0.011388888888888884
semi,QT_3,3,sphere,complete,5,18,18,6,13,1.9200000000000002,0.82694444444444448,2.0886111111111112,0.1316650132275132,0.79494444444444445,0.011157407407407383
semi,QT_3,3,sphere,complete,8,17,17,9,13,2.3002941176470593,0.87117647058823533,2.3973529411764707,0.08019117647058821,0.77073529411764696,0.014719887955182054
semi,QT_3,3,sphere,complete,12,2,1,12,13,3.8899999999999997,1.97,3.9275000000000002,0.14499999999999991,0.68249999999999988,0.014272727272727201
semi,QT_3,3,sphere,representative,3,18,18,6,13,1.4808333333333334,0.60249999999999992,1.4463888888888889,0.16572641093474424,0.83972222222222215,0.014722222222222211
semi,QT_3,3,sphere,representative,5,18,18,6,13,1.78,0.73777777777777775,1.7447222222222223,0.1316650132275132,0.83311111111111102,0.0050925925925925774
semi,QT_3,3,sphere,representative,8,17,17,9,13,1.9679411764705881,0.75794117647058823,1.9529411764705884,0.08019117647058821,0.85275735294117638,0.0027310924369747702
semi,QT_3,3,sphere,representative,12,2,1,12,13,2.9275000000000002,1.9275,2.9275000000000002,0.14499999999999991,0.83937499999999998,0
semi,Q_2,1,image,complete,3,17,16,3,14,1.3547058823529412,0.39411764705882346,1.3914705882352942,0.098101325757575755,0.88176470588235301,0.0011764705882352882
semi,Q_2,1,image,complete,5,16,16,6,14,1.5809375000000001,0.43406249999999996,1.640625,0.065429687499999958,0.85443749999999996,0.0020833333333333311
semi,Q_2,1,image,complete,8,9,5,8,14,1.5855555555555556,0.21222222222222223,1.6866666666666665,0.029399999999999961,0.8586111111111111,0.0037830687830687671
semi,Q_2,1,image,complete,12,5,5,13,14,2.1149999999999998,0.25700000000000001,2.1800000000000002,0.018000000000000002,0.79749999999999999,0.0093636363636363414
semi,Q_2,1,image,representative,3,17,16,3,14,1.3514705882352942,0.39088235294117646,1.3470588235294116,0.098101325757575755,0.88284313725490193,0.00029411764705882356
semi,Q_2,1,image,representative,5,16,16,6,14,1.5600000000000001,0.42125000000000001,1.5590625,0.065429687499999958,0.86024999999999996,0.000364583333333325
semi,Q_2,1,image,representative,8,9,5,8,14,1.4911111111111111,0.19055555555555553,1.4905555555555554,0.029399999999999961,0.88159722222222225,0
semi,Q_2,1,image,representative,12,5,5,13,14,1.782,0.23100000000000001,1.782,0.018000000000000002,0.86499999999999999,0
semi,Q_2,1,sphere,complete,3,17,16,3,14,1.3470588235294116,0.38235294117647056,1.3470588235294116,0.096666666666666651,0.88431372549019605,0
semi,Q_2,1,sphere,complete,5,16,16,6,14,1.5590625,0.41999999999999998,1.5590625,0.065156249999999971,0.86037499999999989,0
semi,Q_2,1,sphere,complete,8,9,5,8,14,1.4905555555555554,0.19,1.4905555555555554,0.029399999999999961,0.88166666666666671,0
semi,Q_2,1,sphere,complete,12,5,5,13,14,1.782,0.23100000000000001,1.782,0.018000000000000002,0.86499999999999999,0
semi,Q_2,1,sphere,representative,3,17,16,3,14,1.3470588235294116,0.38235294117647056,1.3470588235294116,0.096666666666666651,0.88431372549019605,0
semi,Q_2,1,sphere,representative,5,16,16,6,14,1.5590625,0.41999999999999998,1.5590625,0.065156249999999971,0.86037499999999989,0
semi,Q_2,1,sphere,representative,8,9,5,8,14,1.4905555555555554,0.19,1.4905555555555554,0.029399999999999961,0.88166666666666671,0
semi,Q_2,1,sphere,representative,12,5,5,13,14,1.782,0.23100000000000001,1.782,0.018000000000000002,0.86499999999999999,0
semi,Q_2,2,image,complete,3,18,18,10,22,1.6205555555555557,0.75694444444444442,1.8697222222222223,0.19843062249641194,0.79314814814814805,0.018611111111111078
semi,Q_2,2,image,complete,5,18,18,10,22,2.1130555555555555,1.0497222222222222,2.4249999999999998,0.16806452248731657,0.75661111111111112,0.019537037037037009
semi,Q_2,2,image,complete,8,18,18,10,22,2.8097222222222222,1.4416666666666667,3.0783333333333331,0.14290865384615381,0.71527777777777779,0.025462962962962934
semi,Q_2,2,image,complete,12,13,13,15,22,4,2.1153846153846154,4.2149999999999999,0.14223290598290597,0.64878205128205124,0.016412587412587384
semi,Q_2,2,image,complete,16,12,8,16,22,4.6762500000000005,2.355,4.7354166666666666,0.094499999999999973,0.64427083333333324,0.020837301587301543
semi,Q_2,2,image,representative,3,18,18,10,22,1.5672222222222223,0.70361111111111108,1.5205555555555557,0.19843062249641194,0.81092592592592583,0.014722222222222216
semi,Q_2,2,image,representative,5,18,18,10,22,1.9141666666666666,0.91472222222222221,1.8688888888888888,0.16806452248731657,0.80916666666666659,0.009444444444444422
semi,Q_2,2,image,representative,8,18,18,10,22,2.3830555555555555,1.2549999999999999,2.3522222222222222,0.14290865384615381,0.80934027777777784,0.0033333333333333054
semi,Q_2,2,image,representative,12,13,13,15,22,3.2707692307692304,1.8126923076923078,3.2596153846153846,0.14223290598290597,0.77051282051282044,0.0019370629370629154
semi,Q_2,2,image,representative,16,12,8,16,22,3.6770833333333335,2.0749999999999997,3.686666666666667,0.094499999999999973,0.79138020833333333,0.0025317460317460165
semi,Q_2,2,sphere,complete,3,18,18,10,22,1.5844444444444443,0.70472222222222214,1.8105555555555557,0.18604092496197755,0.80518518518518511,0.015555555555555529
semi,Q_2,2,sphere,complete,5,18,18,10,22,2.0327777777777776,0.9472222222222223,2.3205555555555555,0.15712663684354855,0.77144444444444438,0.018148148148148132
semi,Q_2,2,sphere,complete,8,18,18,10,22,2.6691666666666669,1.2752777777777777,2.9063888888888889,0.13301778083028079,0.73083333333333333,0.02351851851851848
semi,Q_2,2,sphere,complete,12,13,13,15,22,3.7626923076923076,1.8653846153846154,3.9430769230769229,0.1284059829059829,0.66346153846153844,0.013111888111888077
semi,Q_2,2,sphere,complete,16,12,8,16,22,4.3016666666666667,2.0699999999999998,4.3566666666666665,0.092833333333333296,0.66164062499999998,0.010980158730158692
semi,Q_2,2,sphere,representative,3,18,18,10,22,1.5394444444444444,0.65972222222222221,1.5049999999999999,0.18604092496197755,0.82018518518518513,0.012500000000000001
semi,Q_2,2,sphere,representative,5,18,18,10,22,1.8672222222222221,0.8488888888888888,1.8313888888888892,0.15712663684354855,0.81800000000000006,0.0065277777777777556
semi,Q_2,2,sphere,representative,8,18,18,10,22,2.3105555555555557,1.1566666666666667,2.2813888888888889,0.13301778083028079,0.81614583333333324,0.0022619047619047337
semi,Q_2,2,sphere,representative,12,13,13,15,22,3.1265384615384613,1.6403846153846153,3.1034615384615383,0.1284059829059829,0.77833333333333321,0.0013286713286713079
semi,Q_2,2,sphere,representative,16,12,8,16,22,3.4587499999999998,1.8566666666666667,3.4570833333333333,0.092833333333333296,0.79981770833333332,0.001404761904761892
semi,Q_3,1,image,complete,3,7,6,3,6,1.2871428571428571,0.31642857142857139,1.2871428571428571,0.11055555555555556,0.90428571428571425,0
semi,Q_3,1,image,complete,5,6,6,6,6,1.5641666666666667,0.56416666666666659,1.5641666666666667,0.10249999999999997,0.88716666666666655,0
semi,Q_3,1,image,representative,3,7,6,3,6,1.2871428571428571,0.31642857142857139,1.2871428571428571,0.11055555555555556,0.90428571428571425,0
semi,Q_3,1,image,representative,5,6,6,6,6,1.5641666666666667,0.56416666666666659,1.5641666666666667,0.10249999999999997,0.88716666666666655,0
semi,Q_3,1,sphere,complete,3,7,6,3,6,1.2871428571428571,0.31642857142857139,1.2871428571428571,0.11055555555555556,0.90428571428571425,0
semi,Q_3,1,sphere,complete,5,6,6,6,6,1.5641666666666667,0.56416666666666659,1.5641666666666667,0.10249999999999997,0.88716666666666655,0
semi,Q_3,1,sphere,representative,3,7,6,3,6,1.2871428571428571,0.31642857142857139,1.2871428571428571,0.11055555555555556,0.90428571428571425,0
semi,Q_3,1,sphere,representative,5,6,6,6,6,1.5641666666666667,0.56416666666666659,1.5641666666666667,0.10249999999999997,0.88716666666666655,0
semi,Q_3,2,image,complete,3,18,18,5,16,1.5,0.55944444444444441,1.6138888888888889,0.12585303893637226,0.83333333333333337,0.010555555555555551
semi,Q_3,2,image,complete,5,18,17,5,16,1.7977777777777777,0.55805555555555553,1.9544444444444444,0.07142682072829129,0.79222222222222216,0.0086574074074073949
semi,Q_3,2,image,complete,8,13,12,8,16,2.265769230769231,0.75307692307692298,2.4530769230769232,0.057968749999999965,0.763798076923077,0.0099450549450549233
semi,Q_3,2,image,complete,12,10,6,12,16,2.5285000000000002,0.59349999999999992,2.617,0.063958333333333284,0.76300000000000001,0.012781818181818162
semi,Q_3,2,image,complete,16,4,0,16,16,4.25,1.5,4.25,,0.609375,0.0053333333333333253
semi,Q_3,2,image,representative,3,18,18,5,16,1.4752777777777777,0.53472222222222221,1.4463888888888889,0.12585303893637226,0.84157407407407403,0.0063888888888888832
semi,Q_3,2,image,representative,5,18,17,5,16,1.693888888888889,0.48555555555555557,1.6638888888888888,0.07142682072829129,0.81927777777777766,0.0047685185185185053
semi,Q_3,2,image,representative,8,13,12,8,16,1.9503846153846154,0.6380769230769231,1.9257692307692307,0.057968749999999965,0.83475961538461541,0.0030402930402930232
semi,Q_3,2,image,representative,12,10,6,12,16,1.9524999999999999,0.51350000000000007,1.948,0.063958333333333284,0.87229166666666669,0.0010727272727272699
semi,Q_3,2,image,representative,16,4,0,16,16,2.75,1.25,2.75,,0.84375,0
semi,Q_3,2,sphere,complete,3,18,18,5,16,1.4686111111111111,0.51833333333333331,1.5444444444444445,0.11690349002849001,0.84379629629629627,0.008333333333333335
semi,Q_3,2,sphere,complete,5,18,17,5,16,1.7283333333333333,0.49361111111111111,1.8219444444444446,0.063975840336134432,0.807111111111111,0.0073611111111110995
semi,Q_3,2,sphere,complete,8,13,12,8,16,2.085,0.63692307692307693,2.1861538461538461,0.057968749999999965,0.79312499999999997,0.0078937728937728841
semi,Q_3,2,sphere,complete,12,10,6,12,16,2.3734999999999999,0.5605,2.4264999999999999,0.063958333333333284,0.77941666666666665,0.0077909090909090793
semi,Q_3,2,sphere,complete,16,4,0,16,16,4,1.5,4,,0.609375,0.0044761904761904748
semi,Q_3,2,sphere,representative,3,18,18,5,16,1.4488888888888889,0.49861111111111112,1.4275,0.11690349002849001,0.85037037037037022,0.0055555555555555445
semi,Q_3,2,sphere,representative,5,18,17,5,16,1.6544444444444446,0.44555555555555554,1.6291666666666667,0.063975840336134432,0.82705555555555543,0.0033796296296296222
semi,Q_3,2,sphere,representative,8,13,12,8,16,1.8711538461538462,0.5592307692307692,1.8488461538461538,0.057968749999999965,0.84471153846153846,0.0022710622710622615
semi,Q_3,2,sphere,representative,12,10,6,12,16,1.9524999999999999,0.51350000000000007,1.948,0.063958333333333284,0.87229166666666669,0.0010727272727272699
semi,Q_3,2,sphere,representative,16,4,0,16,16,2.75,1.25,2.75,,0.84375,0
semi,Q_3,3,image,complete,3,14,14,5,16,1.575,0.69999999999999996,1.7371428571428571,0.18172214690071828,0.80833333333333324,0.020357142857142824
semi,Q_3,3,image,complete,5,14,12,5,16,2.0167857142857142,0.91999999999999993,2.1992857142857143,0.17334175084175082,0.76764285714285718,0.018452380952380922
semi,Q_3,3,image,complete,8,12,12,10,16,2.8100000000000001,1.5,2.9537499999999999,0.15135168650793648,0.72453124999999996,0.025376984126984099
semi,Q_3,3,image,complete,12,6,6,14,16,4.5158333333333331,2.8583333333333329,4.6149999999999993,0.20104166666666665,0.64215277777777768,0.017924242424242402
semi,Q_3,3,image,complete,16,4,0,16,16,5,3.25,5,,0.703125,0.036369047619047599
semi,Q_3,3,image,representative,3,14,14,5,16,1.5150000000000001,0.6399999999999999,1.4739285714285713,0.18172214690071828,0.82833333333333325,0.018571428571428555
semi,Q_3,3,image,representative,5,14,12,5,16,1.834642857142857,0.79785714285714282,1.7874999999999999,0.17334175084175082,0.81607142857142867,0.0078571428571428438
semi,Q_3,3,image,representative,8,12,12,10,16,2.3879166666666669,1.3329166666666667,2.3408333333333333,0.15135168650793648,0.81765625000000008,0.0030555555555555249
semi,Q_3,3,image,representative,12,6,6,14,16,3.9158333333333335,2.5225000000000004,3.8558333333333334,0.20104166666666665,0.72409722222222228,0.0020909090909090834
semi,Q_3,3,image,representative,16,4,0,16,16,4.25,3,4.25,,0.78125,0.0024761904761904751
semi,Q_3,3,sphere,complete,3,14,14,5,16,1.5407142857142857,0.64785714285714291,1.6839285714285714,0.16724263831406685,0.81976190476190458,0.017142857142857106
semi,Q_3,3,sphere,complete,5,14,12,5,16,1.9378571428571427,0.81142857142857139,2.0978571428571429,0.15808080808080804,0.78149999999999997,0.017023809523809514
semi,Q_3,3,sphere,complete,8,12,12,10,16,2.6462499999999998,1.2874999999999999,2.7662499999999999,0.13689236111111111,0.7421354166666666,0.021448412698412651
semi,Q_3,3,sphere,complete,12,6,6,14,16,4.1774999999999993,2.3874999999999997,4.2349999999999994,0.17416666666666666,0.65916666666666657,0.012651515151515134
semi,Q_3,3,sphere,complete,16,4,0,16,16,4.25,2.75,4.25,,0.75,0.007428571428571425
semi,Q_3,3,sphere,representative,3,14,14,5,16,1.4892857142857143,0.59642857142857142,1.4625000000000001,0.16724263831406685,0.83690476190476182,0.016071428571428566
semi,Q_3,3,sphere,representative,5,14,12,5,16,1.7810714285714284,0.72035714285714292,1.7560714285714287,0.15808080808080804,0.82599999999999996,0.0060714285714285566
semi,Q_3,3,sphere,representative,8,12,12,10,16,2.2937499999999997,1.2004166666666667,2.2695833333333333,0.13689236111111111,0.82609375000000007,0.0017460317460317168
semi,Q_3,3,sphere,representative,12,6,6,14,16,3.6533333333333329,2.1991666666666667,3.6183333333333336,0.17416666666666666,0.73687499999999995,0.00081818181818181675
semi,Q_3,3,sphere,representative,16,4,0,16,16,3.75,2.5,3.75,,0.796875,0.0024761904761904751
semi,TRI_3,1,image,complete,3,18,0,3,3,1.4444444444444444,0.5,1.4444444444444444,,0.85185185185185175,0
semi,TRI_3,1,image,representative,3,18,0,3,3,1.4444444444444444,0.5,1.4444444444444444,,0.85185185185185175,0
semi,TRI_3,1,sphere,complete,3,18,0,3,3,1.3888888888888888,0.3888888888888889,1.3888888888888888,,0.87037037037037035,0
semi,TRI_3,1,sphere,representative,3,18,0,3,3,1.3888888888888888,0.3888888888888889,1.3888888888888888,,0.87037037037037035,0
semi,TRI_3,2,image,complete,3,18,18,7,13,1.3730555555555555,0.44,1.4355555555555555,0.1253550485008818,0.87564814814814806,0.0030555555555555501
semi,TRI_3,2,image,complete,5,18,18,7,13,1.6397222222222223,0.56833333333333336,1.7072222222222222,0.10249338624338622,0.85705555555555557,0.0037037037037036999
semi,TRI_3,2,image,complete,8,13,13,10,13,1.8061538461538462,0.58384615384615379,1.8738461538461537,0.064352564102564083,0.8617307692307693,0.0076190476190476147
semi,TRI_3,2,image,complete,12,9,4,12,13,1.7455555555555557,0.46722222222222221,1.7594444444444446,0.041250000000000002,0.90898148148148139,0.009818181818181811
semi,TRI_3,2,image,representative,3,18,18,7,13,1.3644444444444443,0.43138888888888888,1.3633333333333333,0.1253550485008818,0.87851851851851848,0.0033333333333333223
semi,TRI_3,2,image,representative,5,18,18,7,13,1.6100000000000001,0.55722222222222217,1.6100000000000001,0.10249338624338622,0.86672222222222217,0
semi,TRI_3,2,image,representative,8,13,13,10,13,1.7250000000000001,0.56538461538461537,1.7250000000000001,0.064352564102564083,0.88942307692307687,0
semi,TRI_3,2,image,representative,12,9,4,12,13,1.6483333333333334,0.44611111111111118,1.6483333333333334,0.041250000000000002,0.92912037037037032,0
semi,TRI_3,2,sphere,complete,3,18,18,7,13,1.3341666666666667,0.37972222222222218,1.3361111111111112,0.10448699294532626,0.88861111111111102,0.00027777777777777778
semi,TRI_3,2,sphere,complete,5,18,18,7,13,1.5447222222222221,0.47249999999999992,1.5480555555555555,0.085271164021163998,0.87661111111111101,0.00027777777777777778
semi,TRI_3,2,sphere,complete,8,13,13,10,13,1.591923076923077,0.45999999999999996,1.5930769230769231,0.0439679487179487,0.90504807692307687,7.3260073260069235e-05
semi,TRI_3,2,sphere,complete,12,9,4,12,13,1.6483333333333334,0.44611111111111118,1.6483333333333334,0.041250000000000002,0.92912037037037032,0
semi,TRI_3,2,sphere,representative,3,18,18,7,13,1.3336111111111111,0.37916666666666665,1.3269444444444445,0.10448699294532626,0.8887962962962962,0
semi,TRI_3,2,sphere,representative,5,18,18,7,13,1.5358333333333334,0.46361111111111103,1.5230555555555556,0.085271164021163998,0.87838888888888889,0.00041666666666666111
semi,TRI_3,2,sphere,representative,8,13,13,10,13,1.5465384615384616,0.41461538461538461,1.5311538461538463,0.0439679487179487,0.90504807692307687,0.00042124542124541539
semi,TRI_3,2,sphere,representative,12,9,4,12,13,1.6483333333333334,0.44611111111111118,1.6483333333333334,0.041250000000000002,0.92912037037037032,0
semi,TRI_3,3,image,complete,3,17,14,3,9,1.5229411764705882,0.61794117647058822,1.595294117647059,0.18482142857142855,0.82568627450980381,0.024705882352941171
semi,TRI_3,3,image,complete,5,7,5,5,9,1.6771428571428573,0.67714285714285716,1.7485714285714284,0.12374999999999999,0.86457142857142855,0.0084523809523809439
semi,TRI_3,3,image,complete,8,5,5,9,9,2.403,1.403,2.4390000000000001,0.086999999999999925,0.82462499999999994,0.0079999999999999793
semi,TRI_3,3,image,representative,3,17,14,3,9,1.45,0.54500000000000004,1.4355882352941176,0.18482142857142855,0.84999999999999998,0.024999999999999984
semi,TRI_3,3,image,representative,5,7,5,5,9,1.5250000000000001,0.52500000000000002,1.5092857142857141,0.12374999999999999,0.89500000000000013,0.0054761904761904722
semi,TRI_3,3,image,representative,8,5,5,9,9,1.9129999999999998,0.91300000000000003,1.9129999999999998,0.086999999999999925,0.88587500000000008,0.00119047619047618
semi,TRI_3,3,sphere,complete,3,17,14,3,9,1.4947058823529411,0.58970588235294119,1.553235294117647,0.18482142857142855,0.83509803921568615,0.015294117647058817
semi,TRI_3,3,sphere,complete,5,7,5,5,9,1.6771428571428573,0.67714285714285716,1.7485714285714284,0.12374999999999999,0.86457142857142855,0.0084523809523809439
semi,TRI_3,3,sphere,complete,8,5,5,9,9,2.403,1.403,2.4390000000000001,0.086999999999999925,0.82462499999999994,0.0079999999999999793
semi,TRI_3,3,sphere,representative,3,17,14,3,9,1.45,0.54500000000000004,1.4355882352941176,0.18482142857142855,0.84999999999999998,0.014705882352941166
semi,TRI_3,3,sphere,representative,5,7,5,5,9,1.5250000000000001,0.52500000000000002,1.5092857142857141,0.12374999999999999,0.89500000000000013,0.0054761904761904722
semi,TRI_3,3,sphere,representative,8,5,5,9,9,1.9129999999999998,0.91300000000000003,1.9129999999999998,0.086999999999999925,0.88587500000000008,0.00119047619047618
