stage,condition,dataset_group,base_task_id,selected_support,strict_valid_support,strict_invalid_support,all_selected_pair_count,strict_pair_count,vertical_boundary_count_disagreement,strict_boundary_count_diverse,mask_metric_pair_count,mask_pair_coverage_over_all_selected,mask_distance_mean,mask_distance_median,mask_distance_q90,boundary_metric_pair_count,boundary_pair_coverage_over_all_selected,boundary_distance_mean,boundary_distance_median,boundary_distance_q90,wall_metric_pair_count,wall_pair_coverage_over_all_selected,wall_distance_mean,wall_distance_median,wall_distance_q90,task_cell_id,stage_parent,block_index,building_id,support_band,mask_jackknife_se,mask_loo_min,mask_loo_max,vertical_boundary_count_distribution_json,vertical_boundary_count_mode_count,largest_vertical_boundary_count_share,top2_vertical_boundary_count_share,vertical_boundary_cardinality_shape,difficulty_response_count,difficulty_nontrivial_rate,difficulty_nontrivial_tag_count_mean,scope_response_count,scope_non_normal_rate,scope_choice_set_count,difficulty_trivial_rate,difficulty_occlusion_rate,difficulty_low_texture_rate,difficulty_seam_rate,difficulty_reflection_rate,difficulty_low_quality_rate
C1,manual,C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,23,23,0,253,253,0.08695652173913043,True,253,1.0,0.0441875928212912,0.02715818676501458,0.10700526562909699,253,1.0,0.011003371092163238,0.006325339513929662,0.027098624451145636,253,1.0,0.011922366610738639,0.005496536796536722,0.02418177797434773,C1|manual|C1_anchor_all|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1,0,UwV83HsGsw3,k15_plus,0.012230669785381391,0.03399194225145403,0.045605290211633245,"{""4"": 22, ""6"": 1}",2,0.9565217391304348,1.0,cardinality_concentrated,23,0.782608695652174,1.0,23,0.0,1,0.21739130434782608,0.782608695652174,0.043478260869565216,0.0,0.17391304347826086,0.0
C1,manual,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,23,23,0,253,253,0.16600790513833993,True,253,1.0,0.02865773782118246,0.02409038489474169,0.04800432107409787,253,1.0,0.009226610127568827,0.007769539008127713,0.015487573363455631,253,1.0,0.01119052273894472,0.00904666276183308,0.024280415227621924,C1|manual|C1_anchor_all|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,C1,0,rPc6DW4iMge,k15_plus,0.004057863203749095,0.026540349113767896,0.02940787395571445,"{""4"": 21, ""5"": 2}",2,0.9130434782608695,1.0,cardinality_concentrated,23,0.34782608695652173,0.4782608695652174,23,0.043478260869565216,2,0.6521739130434783,0.34782608695652173,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216
C1,manual,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,23,23,0,253,253,0.08695652173913043,True,253,1.0,0.06587695858896252,0.05886334291307427,0.11571330489104044,253,1.0,0.011999526280647457,0.01029871731328702,0.02154992310206064,253,1.0,0.006675131405440014,0.005343911701304105,0.010561403164644378,C1|manual|C1_anchor_all|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,C1,0,rPc6DW4iMge,k15_plus,0.010637630585402428,0.05736173441911838,0.06748743066578156,"{""4"": 22, ""6"": 1}",2,0.9565217391304348,1.0,cardinality_concentrated,23,0.8695652173913043,0.9565217391304348,23,0.0,1,0.13043478260869565,0.8695652173913043,0.0,0.0,0.043478260869565216,0.043478260869565216
C1,manual,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,23,23,0,253,253,0.0,False,253,1.0,0.06457111216113183,0.04011376076919415,0.12076477852095413,253,1.0,0.011540258453763436,0.006452424350076091,0.02065791250095393,253,1.0,0.005081192657504678,0.0045622703956893496,0.008668410072786514,C1|manual|C1_anchor_all|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,C1,0,uNb9QFRL6hY,k15_plus,0.018538908848099934,0.047594586304085924,0.06670368105588256,"{""4"": 23}",1,1.0,1.0,cardinality_concentrated,23,0.8695652173913043,1.0869565217391304,23,0.0,1,0.13043478260869565,0.8695652173913043,0.17391304347826086,0.0,0.043478260869565216,0.0
C1,manual,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,23,23,0,253,253,0.758893280632411,True,253,1.0,0.14220505737229328,0.14080958805071286,0.1999065766086029,253,1.0,0.036798460070723495,0.036683396048230454,0.05188603208557481,253,1.0,0.05052973594631758,0.045077486184828874,0.08863305307990797,C1|manual|C1_anchor_all|uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,C1,0,uNb9QFRL6hY,k15_plus,0.009208145303193232,0.13746720186309505,0.1448130232834901,"{""4"": 1, ""5"": 2, ""6"": 3, ""7"": 7, ""8"": 9, ""11"": 1}",6,0.391304347826087,0.6956521739130435,diffuse_cardinality,23,0.9130434782608695,1.8695652173913044,23,0.2608695652173913,4,0.08695652173913043,0.9130434782608695,0.043478260869565216,0.30434782608695654,0.43478260869565216,0.17391304347826086
C1,manual,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,23,23,0,253,253,0.6245059288537549,True,253,1.0,0.10895340349385481,0.11797677622515257,0.1701732654434642,253,1.0,0.013674322151365721,0.014601679675246726,0.02223125142036273,253,1.0,0.021371345930336197,0.027714132891480614,0.03915496599240004,C1|manual|C1_anchor_all|uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,C1,0,uNb9QFRL6hY,k15_plus,0.007673749970665032,0.10509847150449513,0.11072198444420413,"{""4"": 12, ""5"": 1, ""6"": 8, ""7"": 2}",4,0.5217391304347826,0.8695652173913043,two_dominant_cardinalities,23,0.6956521739130435,0.9130434782608695,23,0.043478260869565216,2,0.30434782608695654,0.6521739130434783,0.13043478260869565,0.0,0.13043478260869565,0.0
C1,manual,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,23,23,0,253,253,0.8458498023715415,True,253,1.0,0.14793870459129108,0.12756283739331842,0.2718686203745793,253,1.0,0.036241555973036944,0.027184327441645895,0.07503124977835428,253,1.0,0.03305052286110367,0.03455693247945735,0.059382484450111434,C1|manual|C1_anchor_all|uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,C1,0,uNb9QFRL6hY,k15_plus,0.01835967732346455,0.13886199895809317,0.15109347709794715,"{""4"": 5, ""5"": 1, ""6"": 4, ""7"": 5, ""8"": 5, ""9"": 3}",6,0.21739130434782608,0.43478260869565216,diffuse_cardinality,23,0.9130434782608695,1.4782608695652173,23,0.13043478260869565,3,0.08695652173913043,0.782608695652174,0.30434782608695654,0.21739130434782608,0.17391304347826086,0.0
C1,manual,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,23,23,0,253,253,0.8379446640316206,True,253,1.0,0.12165974736380426,0.11305090890258429,0.20317257100040043,253,1.0,0.024060186067406737,0.02201726180934671,0.03890017037169065,253,1.0,0.02762640817568796,0.025299289533435743,0.04516409909909914,C1|manual|C1_anchor_all|uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,C1,0,uNb9QFRL6hY,k15_plus,0.016921243788624946,0.11229551512211843,0.1252397696074269,"{""5"": 3, ""6"": 3, ""7"": 1, ""8"": 6, ""9"": 5, ""10"": 5}",6,0.2608695652173913,0.4782608695652174,diffuse_cardinality,23,0.8260869565217391,1.6956521739130435,23,0.21739130434782608,4,0.17391304347826086,0.7391304347826086,0.391304347826087,0.0,0.5217391304347826,0.043478260869565216
C1,manual,C1_anchor_all,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,23,23,0,253,253,0.8102766798418972,True,253,1.0,0.18980228751918504,0.18740106631805264,0.28456392184919366,253,1.0,0.04645215951350244,0.046508880693038934,0.0713211517991591,253,1.0,0.04359114143761888,0.04304970486319093,0.0769054061687434,C1|manual|C1_anchor_all|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,C1,0,wc2JMjhGNzB,k15_plus,0.014392437222495804,0.18155955498214418,0.19347368324442302,"{""4"": 7, ""5"": 5, ""6"": 5, ""7"": 4, ""8"": 2}",5,0.30434782608695654,0.5217391304347826,diffuse_cardinality,23,1.0,1.6521739130434783,23,0.2608695652173913,3,0.0,0.8260869565217391,0.17391304347826086,0.30434782608695654,0.30434782608695654,0.043478260869565216
C1,manual,C1_anchor_all,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,23,23,0,253,253,0.08695652173913043,True,253,1.0,0.05852222855578818,0.053758030807337986,0.10076924243195008,253,1.0,0.01689309404085887,0.015441775327976859,0.0287145802537913,253,1.0,0.03368912855229189,0.031384766085134186,0.05904440104665809,C1|manual|C1_anchor_all|wc2JMjhGNzB_dda6efcba51c40de8552408953719515,C1,0,wc2JMjhGNzB,k15_plus,0.00703471059224596,0.05444218885256599,0.05985035735477647,"{""4"": 22, ""5"": 1}",2,0.9565217391304348,1.0,cardinality_concentrated,23,0.9565217391304348,1.0869565217391304,23,0.13043478260869565,3,0.043478260869565216,0.9565217391304348,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216
