task_cell_id,stage,condition,dataset_group,base_task_id,building_id,dense_role,full_valid_support,full_mask_distance,main_dense42_mask_median,main_dense42_mask_q80,full_exceeds_main_dense42_q80,stage_dense_mask_q80,full_exceeds_stage_dense_q80,mask_loo_min,mask_loo_max,mask_loo_max_absolute_change,k_star_mask_eps_0_02,k_star_mask_eps_0_03,k_star_mask_eps_0_05,mask_support_readiness,vertical_boundary_count_distribution_json,vertical_boundary_cardinality_shape,largest_vertical_boundary_count_share,top2_vertical_boundary_count_share,k_star_detect_cardinality_diversity,k_star_cover_top2_cardinalities,threshold_modal_cluster_status,threshold_modal_status_count_of_5,threshold_status_consistency_label,supported_multimodal_count_of_5,strong_split_count_of_5,strong_split_at_least_4_of_5,cluster_not_evaluable_count_of_5,roster_high_mask_fixed_global_q80,roster_high_mask_fixed_stage_q80,scope_non_normal_rate,difficulty_nontrivial_rate,difficulty_seam_rate
C1|manual|C1_anchor_all|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1,manual,C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,main_p1_c1_dense42,23,0.0441875928212912,0.1076934728204915,0.1931645996469437,False,0.1467919751474915,False,0.03399194225145403,0.045605290211633245,0.010195650569837171,10,5,3,early_k_le_5,"{""4"": 22, ""6"": 1}",cardinality_concentrated,0.9565217391304348,1.0,20,20,dominant_with_dissent,5,dominant_with_dissent,0,0,False,0,False,False,0.0,0.782608695652174,0.0
C1|manual|C1_anchor_all|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,C1,manual,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,main_p1_c1_dense42,23,0.02865773782118246,0.1076934728204915,0.1931645996469437,False,0.1467919751474915,False,0.026540349113767896,0.02940787395571445,0.0021173887074145657,3,3,3,early_k_le_5,"{""4"": 21, ""5"": 2}",cardinality_concentrated,0.9130434782608695,1.0,15,15,supported_multimodal,4,supported_multimodal,4,0,False,1,False,False,0.043478260869565216,0.34782608695652173,0.0
C1|manual|C1_anchor_all|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,C1,manual,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,main_p1_c1_dense42,23,0.06587695858896252,0.1076934728204915,0.1931645996469437,False,0.1467919751474915,False,0.05736173441911838,0.06748743066578156,0.008515224169844134,8,5,3,early_k_le_5,"{""4"": 22, ""6"": 1}",cardinality_concentrated,0.9565217391304348,1.0,20,20,dominant_with_dissent,4,dominant_with_dissent,0,0,False,1,False,False,0.0,0.8695652173913043,0.0
C1|manual|C1_anchor_all|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,C1,manual,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,main_p1_c1_dense42,23,0.06457111216113183,0.1076934728204915,0.1931645996469437,False,0.1467919751474915,False,0.047594586304085924,0.06670368105588256,0.016976525857045906,15,10,3,intermediate_k_8_to_12,"{""4"": 23}",cardinality_concentrated,1.0,1.0,,,dominant_with_dissent,3,threshold_sensitive,0,0,False,0,False,False,0.0,0.8695652173913043,0.0
C1|manual|C1_anchor_all|uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,C1,manual,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,main_p1_c1_dense42,23,0.14220505737229328,0.1076934728204915,0.1931645996469437,False,0.1467919751474915,False,0.13746720186309505,0.1448130232834901,0.004737855509198224,8,5,3,early_k_le_5,"{""4"": 1, ""5"": 2, ""6"": 3, ""7"": 7, ""8"": 9, ""11"": 1}",diffuse_cardinality,0.391304347826087,0.6956521739130435,3,8,supported_multimodal,4,supported_multimodal,4,4,True,1,False,False,0.2608695652173913,0.9130434782608695,0.30434782608695654
C1|manual|C1_anchor_all|uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,C1,manual,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,main_p1_c1_dense42,23,0.10895340349385481,0.1076934728204915,0.1931645996469437,False,0.1467919751474915,False,0.10509847150449513,0.11072198444420413,0.0038549319893596834,8,5,3,early_k_le_5,"{""4"": 12, ""5"": 1, ""6"": 8, ""7"": 2}",two_dominant_cardinalities,0.5217391304347826,0.8695652173913043,3,5,supported_multimodal,5,supported_multimodal,5,5,True,0,False,False,0.043478260869565216,0.6956521739130435,0.0
C1|manual|C1_anchor_all|uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,C1,manual,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,main_p1_c1_dense42,23,0.14793870459129108,0.1076934728204915,0.1931645996469437,False,0.1467919751474915,True,0.13886199895809317,0.15109347709794715,0.009076705633197901,15,10,8,intermediate_k_8_to_12,"{""4"": 5, ""5"": 1, ""6"": 4, ""7"": 5, ""8"": 5, ""9"": 3}",diffuse_cardinality,0.21739130434782608,0.43478260869565216,3,8,supported_multimodal,5,supported_multimodal,5,5,True,0,False,False,0.13043478260869565,0.9130434782608695,0.21739130434782608
C1|manual|C1_anchor_all|uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,C1,manual,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,main_p1_c1_dense42,23,0.12165974736380426,0.1076934728204915,0.1931645996469437,False,0.1467919751474915,False,0.11229551512211843,0.1252397696074269,0.009364232241685838,15,10,5,intermediate_k_8_to_12,"{""5"": 3, ""6"": 3, ""7"": 1, ""8"": 6, ""9"": 5, ""10"": 5}",diffuse_cardinality,0.2608695652173913,0.4782608695652174,3,8,supported_multimodal,3,threshold_sensitive,3,3,False,2,False,False,0.21739130434782608,0.8260869565217391,0.0
C1|manual|C1_anchor_all|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,C1,manual,C1_anchor_all,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,main_p1_c1_dense42,23,0.18980228751918504,0.1076934728204915,0.1931645996469437,False,0.1467919751474915,True,0.18155955498214418,0.19347368324442302,0.008242732537040859,12,8,5,intermediate_k_8_to_12,"{""4"": 7, ""5"": 5, ""6"": 5, ""7"": 4, ""8"": 2}",diffuse_cardinality,0.30434782608695654,0.5217391304347826,3,8,supported_multimodal,3,threshold_sensitive,3,3,False,2,False,True,0.2608695652173913,1.0,0.30434782608695654
C1|manual|C1_anchor_all|wc2JMjhGNzB_dda6efcba51c40de8552408953719515,C1,manual,C1_anchor_all,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,main_p1_c1_dense42,23,0.05852222855578818,0.1076934728204915,0.1931645996469437,False,0.1467919751474915,False,0.05444218885256599,0.05985035735477647,0.004080039703222189,5,3,3,early_k_le_5,"{""4"": 22, ""5"": 1}",cardinality_concentrated,0.9565217391304348,1.0,20,20,dominant_with_dissent,2,threshold_sensitive,2,2,False,1,False,False,0.13043478260869565,0.9565217391304348,0.043478260869565216
