condition,k,method,baseline,metric,images,buildings,delta,ci_low,ci_high,building_macro_delta
manual,2,profile_type4,equal,kernel_score,133,20,0.0336744540527723,0.028393122206721827,0.0397172623626495,0.03543472447565563
manual,2,profile_type4,selected_person,kernel_score,133,20,0.040434935788633795,0.03527834212531751,0.04551910928310371,0.040640472286260984
manual,2,profile_type3,equal,kernel_score,133,20,0.036857813857390495,0.029223474178057807,0.0453125884440018,0.040577359102861546
manual,2,profile_type3,selected_person,kernel_score,133,20,0.043618295593252,0.037936030311071664,0.05078873392239075,0.045783106913466896
manual,2,profile_context,equal,kernel_score,133,20,0.058495769542833795,0.04107994459123041,0.07445596522379351,0.062460646675219354
manual,2,profile_context,selected_person,kernel_score,133,20,0.06525625127869529,0.05123542022470684,0.07783692957191683,0.06766639448582472
manual,2,selected_profile,equal,kernel_score,133,20,0.0,0.0,0.0,0.0
manual,2,selected_profile,selected_person,kernel_score,133,20,0.006760481735861491,0.0035255589620123606,0.010337136221277778,0.0052057478106053556
manual,2,profile_continuous,equal,kernel_score,133,20,0.050662585587211637,0.0383020109777751,0.06497868813912624,0.056309973595406945
manual,2,profile_continuous,selected_person,kernel_score,133,20,0.057423067323073125,0.04725445072077937,0.06857787095478982,0.06151572140601229
manual,2,equal,selected_person,kernel_score,133,20,0.006760481735861491,0.0035560532521413694,0.010005046678540887,0.0052057478106053556
manual,2,profile_type2,equal,kernel_score,133,20,0.041554617864335716,0.03352435365813439,0.04996823044292783,0.04370005428374881
manual,2,profile_type2,selected_person,kernel_score,133,20,0.048315099600197205,0.039434370803509956,0.05828857954485302,0.048905802094354175
manual,4,profile_type4,equal,kernel_score,71,17,0.023738363102243264,0.017398486540370416,0.033125071328413365,0.030606490438882056
manual,4,profile_type4,selected_person,kernel_score,71,17,0.03690105685861301,0.029351113835662176,0.04637526526115164,0.04047673245991878
manual,4,profile_type3,equal,kernel_score,71,17,0.02132601845323164,0.013445726954499132,0.032256895712028034,0.029040035276773395
manual,4,profile_type3,selected_person,kernel_score,71,17,0.03448871220960139,0.025247239880353992,0.04597029095914629,0.03891027729781012
manual,4,profile_context,equal,kernel_score,71,17,0.04382070390226871,0.03415324824506851,0.057378064838632774,0.05435641083102321
manual,4,profile_context,selected_person,kernel_score,71,17,0.05698339765863846,0.047534482762381175,0.06838942538642133,0.06422665285205992
manual,4,selected_profile,equal,kernel_score,71,17,0.0,0.0,0.0,0.0
manual,4,selected_profile,selected_person,kernel_score,71,17,0.013162693756369746,0.009098662965478347,0.016592694748208844,0.009870242021036715
manual,4,profile_continuous,equal,kernel_score,71,17,0.03441813106879605,0.026104411557348262,0.04735678001598243,0.045491609226192296
manual,4,profile_continuous,selected_person,kernel_score,71,17,0.0475808248251658,0.039954672058685754,0.05840935125033884,0.05536185124722902
manual,4,equal,selected_person,kernel_score,71,17,0.013162693756369746,0.008781372835731886,0.01661178892786116,0.009870242021036715
manual,4,profile_type2,equal,kernel_score,71,17,0.02086237647648924,0.01070891431271629,0.03429238053672362,0.025695462771134298
manual,4,profile_type2,selected_person,kernel_score,71,17,0.034025070232858994,0.022588094571124137,0.04948508525128508,0.03556570479217102
manual,6,profile_type4,equal,kernel_score,46,15,0.030267224554233193,0.02473558232529108,0.03537805798793188,0.030594554989204846
manual,6,profile_type4,selected_person,kernel_score,46,15,0.03567107463181013,0.02906674542781148,0.04269644762893955,0.03597971034752096
manual,6,profile_type3,equal,kernel_score,46,15,0.027759965527809592,0.02131218591227164,0.03281892624063918,0.02703276995829671
manual,6,profile_type3,selected_person,kernel_score,46,15,0.033163815605386525,0.026279514076840028,0.03844456177509991,0.032417925316612826
manual,6,profile_context,equal,kernel_score,46,15,0.04852773920195781,0.039408958248818,0.05624891440552393,0.04838710908907311
manual,6,profile_context,selected_person,kernel_score,46,15,0.05393158927953475,0.045615474393229084,0.061598514432551654,0.05377226444738921
manual,6,selected_profile,equal,kernel_score,46,15,0.0,0.0,0.0,0.0
manual,6,selected_profile,selected_person,kernel_score,46,15,0.005403850077576939,0.0033723762541765837,0.0076728531387622,0.005385155358316107
manual,6,profile_continuous,equal,kernel_score,46,15,0.03465264444017751,0.028905093759311568,0.04076894521457772,0.03544236046921619
manual,6,profile_continuous,selected_person,kernel_score,46,15,0.04005649451775445,0.035336971038003775,0.045802244649270185,0.040827515827532294
manual,6,equal,selected_person,kernel_score,46,15,0.005403850077576939,0.0034735818499200513,0.007549956853221896,0.005385155358316107
manual,6,profile_type2,equal,kernel_score,46,15,0.021452080198464098,0.01639592188795979,0.024982739893131756,0.0210033825099804
manual,6,profile_type2,selected_person,kernel_score,46,15,0.026855930276041037,0.021591599716561116,0.030635611637647737,0.0263885378682965
manual,8,profile_type4,equal,kernel_score,46,15,0.024883133192904028,0.019825428056703245,0.03073726882238608,0.025377367219305606
manual,8,profile_type4,selected_person,kernel_score,46,15,0.03242511464914681,0.02577984759996139,0.03984889140658287,0.03252113445088336
manual,8,profile_type3,equal,kernel_score,46,15,0.02206035150391513,0.015778005381297575,0.0273587513431911,0.022396045976148568
manual,8,profile_type3,selected_person,kernel_score,46,15,0.02960233296015792,0.022741558013176205,0.035153073075173936,0.029539813207726324
manual,8,profile_context,equal,kernel_score,46,15,0.03620224229575737,0.029458929604100653,0.04210351008460671,0.036461826782557265
manual,8,profile_context,selected_person,kernel_score,46,15,0.04374422375200014,0.037495500287504244,0.0494603683597142,0.04360559401413502
manual,8,selected_profile,equal,kernel_score,46,15,0.0,0.0,0.0,0.0
manual,8,selected_profile,selected_person,kernel_score,46,15,0.007541981456242782,0.0056307324780463155,0.00936195162155089,0.007143767231577756
manual,8,profile_continuous,equal,kernel_score,46,15,0.02372761267132727,0.01913471960670853,0.030238719945670553,0.025043644788691453
manual,8,profile_continuous,selected_person,kernel_score,46,15,0.03126959412757005,0.026785779898480196,0.037977092235144734,0.03218741202026921
manual,8,equal,selected_person,kernel_score,46,15,0.007541981456242782,0.0056462658811694735,0.009341381937520515,0.007143767231577756
manual,8,profile_type2,equal,kernel_score,46,15,0.01698466981178297,0.012317935907966177,0.021329014092141524,0.01798470509795201
manual,8,profile_type2,selected_person,kernel_score,46,15,0.02452665126802575,0.019702484849283212,0.02872634440377722,0.025128472329529767
oos_geometry,2,profile_type4,equal,kernel_score,9,6,0.05414968214742514,0.041792837005639995,0.06199202263439701,0.05055339599944708
oos_geometry,2,profile_type4,selected_person,kernel_score,9,6,0.05490029102591092,0.04105019436988888,0.06336989713243645,0.05111635265830831
oos_geometry,2,profile_type3,equal,kernel_score,9,6,0.05875045943386434,0.046152187673543045,0.06790415942966813,0.055298678755039965
oos_geometry,2,profile_type3,selected_person,kernel_score,9,6,0.05950106831235012,0.045185024048922294,0.06963200844983738,0.05586163541390119
oos_geometry,2,profile_context,equal,kernel_score,9,6,0.09951429790350505,0.06781577413224014,0.13180680696282215,0.09013972449020217
oos_geometry,2,profile_context,selected_person,kernel_score,9,6,0.10026490678199083,0.06657679164884339,0.1332736942644737,0.0907026811490634
oos_geometry,2,selected_profile,equal,kernel_score,9,6,0.0,0.0,0.0,0.0
oos_geometry,2,selected_profile,selected_person,kernel_score,9,6,0.0007506088784857824,-1.4516166046973922e-14,0.0022518266354795515,0.0005629566588612281
oos_geometry,2,profile_continuous,equal,kernel_score,9,6,0.08607028752817583,0.059182375232528193,0.10878805834808351,0.0779391523603685
oos_geometry,2,profile_continuous,selected_person,kernel_score,9,6,0.08682089640666162,0.060488465290444215,0.11048834844719019,0.07850210901922973
oos_geometry,2,equal,selected_person,kernel_score,9,6,0.0007506088784857824,-1.4519635493925875e-14,0.0022518266354794284,0.0005629566588612281
oos_geometry,2,profile_type2,equal,kernel_score,9,6,0.058750155411081986,0.04355124503695751,0.07695661984770553,0.057847076040994684
oos_geometry,2,profile_type2,selected_person,kernel_score,9,6,0.05950076428956777,0.04398342939690099,0.07920844648318497,0.05841003269985592
oos_geometry,4,profile_type4,equal,kernel_score,9,6,0.04116370498333204,0.03463380870749857,0.05243905218469078,0.04334751234287001
oos_geometry,4,profile_type4,selected_person,kernel_score,9,6,0.0417763278010082,0.034427044105551495,0.05502047784287366,0.043629545389876866
oos_geometry,4,profile_type3,equal,kernel_score,9,6,0.05042554074791962,0.0442607144091318,0.06230688812543994,0.0535278678394705
oos_geometry,4,profile_type3,selected_person,kernel_score,9,6,0.051038163565595776,0.044656569705478544,0.06491021678954564,0.05380990088647736
oos_geometry,4,profile_context,equal,kernel_score,9,6,0.0757814756877503,0.06992134915585971,0.0851538468160226,0.0768886649259491
oos_geometry,4,profile_context,selected_person,kernel_score,9,6,0.07639409850542646,0.07123445488980994,0.08365866296275548,0.07717069797295596
oos_geometry,4,selected_profile,equal,kernel_score,9,6,0.0,0.0,0.0,0.0
oos_geometry,4,selected_profile,selected_person,kernel_score,9,6,0.0006126228176761561,-0.0023761411551003475,0.0035456767977534043,0.0002820330470068577
oos_geometry,4,profile_continuous,equal,kernel_score,9,6,0.06136070754520531,0.052308922085446206,0.07253941398653643,0.06180850671657784
oos_geometry,4,profile_continuous,selected_person,kernel_score,9,6,0.06197333036288147,0.05497421124513784,0.07050024671758483,0.062090539763584696
oos_geometry,4,equal,selected_person,kernel_score,9,6,0.0006126228176761561,-0.0023761411551003475,0.003428688385270995,0.0002820330470068577
oos_geometry,4,profile_type2,equal,kernel_score,9,6,0.04500742159083604,0.03281276995536955,0.06146205883589536,0.04885684805822407
oos_geometry,4,profile_type2,selected_person,kernel_score,9,6,0.045620044408512195,0.032180374255262906,0.06233458939309503,0.04913888110523093
oos_geometry,6,profile_type4,equal,kernel_score,9,6,0.03166871452898227,0.019847095727355508,0.052243258482823775,0.03610287285516966
oos_geometry,6,profile_type4,selected_person,kernel_score,9,6,0.0343969216773344,0.023401849591834573,0.05127132651710061,0.03807734331854874
oos_geometry,6,profile_type3,equal,kernel_score,9,6,0.039382548139584354,0.029511913189891013,0.058155120086351264,0.04408398098603398
oos_geometry,6,profile_type3,selected_person,kernel_score,9,6,0.04211075528793648,0.0334213758187311,0.05776015946760701,0.04605845144941306
oos_geometry,6,profile_context,equal,kernel_score,9,6,0.05737893076246568,0.0441159296085368,0.08149342014110662,0.06648624035599494
oos_geometry,6,profile_context,selected_person,kernel_score,9,6,0.060107137910817815,0.04765396073355077,0.0825514909984379,0.06846071081937405
oos_geometry,6,selected_profile,equal,kernel_score,9,6,0.0,0.0,0.0,0.0
oos_geometry,6,selected_profile,selected_person,kernel_score,9,6,0.0027282071483521277,-0.0032849865181370096,0.005715124190282506,0.001974470463379088
oos_geometry,6,profile_continuous,equal,kernel_score,9,6,0.04393114408302411,0.03238463304261815,0.06397313760241906,0.05063961751334012
oos_geometry,6,profile_continuous,selected_person,kernel_score,9,6,0.04665935123137624,0.035922581874337806,0.06427186930194824,0.052614087976719216
oos_geometry,6,equal,selected_person,kernel_score,9,6,0.0027282071483521277,-0.0031318022401160433,0.0057888009993506415,0.001974470463379088
oos_geometry,6,profile_type2,equal,kernel_score,9,6,0.030104249050791492,0.0235168370534821,0.038700769608039816,0.03199144669417866
oos_geometry,6,profile_type2,selected_person,kernel_score,9,6,0.03283245619914362,0.026595126998395946,0.04106959552454429,0.03396591715755775
oos_geometry,8,profile_type4,equal,kernel_score,9,6,0.021985624223654725,0.012100050462896252,0.03560387337186335,0.024243431028875828
oos_geometry,8,profile_type4,selected_person,kernel_score,9,6,0.02723141847133374,0.017209924725375508,0.037615331284628795,0.028550214623149623
oos_geometry,8,profile_type3,equal,kernel_score,9,6,0.030760383000649316,0.025123681454236258,0.041787707967474066,0.03386087770991594
oos_geometry,8,profile_type3,selected_person,kernel_score,9,6,0.03600617724832833,0.03125497292421561,0.04472771886237781,0.03816766130418974
oos_geometry,8,profile_context,equal,kernel_score,9,6,0.04199180318688472,0.03179058390553142,0.06028907621412818,0.04857583660539136
oos_geometry,8,profile_context,selected_person,kernel_score,9,6,0.04723759743456373,0.03873530962247976,0.06327435422698345,0.05288262019966516
oos_geometry,8,selected_profile,equal,kernel_score,9,6,0.0022553005493037848,0.0,0.008699016404457456,0.003382950823955677
oos_geometry,8,selected_profile,selected_person,kernel_score,9,6,0.007501094796982799,0.001700958728256305,0.013600654598659409,0.007689734418229473
oos_geometry,8,profile_continuous,equal,kernel_score,9,6,0.030771638344235058,0.020803956821908335,0.04862049214711798,0.0360960514061043
oos_geometry,8,profile_continuous,selected_person,kernel_score,9,6,0.03601743259191407,0.02830252442768906,0.04990683864554446,0.04040283500037809
oos_geometry,8,equal,selected_person,kernel_score,9,6,0.005245794247679014,0.0004286509777102071,0.008710628442916998,0.004306783594273796
oos_geometry,8,profile_type2,equal,kernel_score,9,6,0.02496027148416323,0.017931544922300282,0.034059312585018806,0.026870129604741708
oos_geometry,8,profile_type2,selected_person,kernel_score,9,6,0.030206065731842244,0.02375075989723524,0.03838573967874066,0.0311769131990155
semi,2,profile_type4,equal,kernel_score,42,12,0.0019073433186061915,-0.011373425168152998,0.022543253802432245,0.007273628803319401
semi,2,profile_type4,selected_person,kernel_score,42,12,0.010993096369410066,-0.0006320712142521195,0.02798704566237388,0.015587424180430798
semi,2,profile_type3,equal,kernel_score,42,12,0.0022559183276470184,-0.008814930113075568,0.016954349079218337,0.004330499044356781
semi,2,profile_type3,selected_person,kernel_score,42,12,0.011341671378450893,0.0025102685359729014,0.0209418469736439,0.012644294421468178
semi,2,profile_context,equal,kernel_score,42,12,0.018887577262167943,-0.0010453490314039904,0.045133684820349296,0.024978554763699996
semi,2,profile_context,selected_person,kernel_score,42,12,0.027973330312971816,0.010445101160152232,0.049450282237130536,0.033292350140811396
semi,2,selected_profile,equal,kernel_score,42,12,0.00917764617831671,0.0,0.02283426936555445,0.010973578677631374
semi,2,selected_profile,selected_person,kernel_score,42,12,0.018263399229120587,0.00471410818808549,0.03307348296209008,0.019287374054742772
semi,2,profile_continuous,equal,kernel_score,42,12,0.013254798453082951,-0.00372494529938335,0.039547681109719506,0.019820684063784497
semi,2,profile_continuous,selected_person,kernel_score,42,12,0.022340551503886825,0.009691764313931211,0.039908559156494654,0.028134479440895893
semi,2,equal,selected_person,kernel_score,42,12,0.009085753050803875,0.0021341166241355676,0.014274531531964977,0.008313795377111396
semi,2,profile_type2,equal,kernel_score,42,12,0.011632818701672694,0.003047414379503614,0.021994799713554003,0.014094093269700902
semi,2,profile_type2,selected_person,kernel_score,42,12,0.02071857175247657,0.013023354567556433,0.02946416886378467,0.022407888646812296
semi,4,profile_type4,equal,kernel_score,18,10,-0.01426831875714885,-0.022141329321133867,-0.005202088708632453,-0.01184851024826596
semi,4,profile_type4,selected_person,kernel_score,18,10,0.0003655855168563464,-0.0052507894186773684,0.006913471008894261,0.001263569332238664
semi,4,profile_type3,equal,kernel_score,18,10,-0.006059142681098621,-0.012038823184416422,0.003091387137517436,-0.0030192522291483032
semi,4,profile_type3,selected_person,kernel_score,18,10,0.008574761592906575,0.0014983501305727684,0.01620135225772492,0.010092827351356321
semi,4,profile_context,equal,kernel_score,18,10,-0.010431236081691796,-0.01936089553035577,0.0018140592572028758,-0.007484290650282841
semi,4,profile_context,selected_person,kernel_score,18,10,0.004202668192313398,-0.0017206251910062843,0.01185377385089431,0.005627788930221783
semi,4,selected_profile,equal,kernel_score,18,10,-0.006462631709523381,-0.013233010567790152,0.0040432545995669105,-0.004448814047725454
semi,4,selected_profile,selected_person,kernel_score,18,10,0.008171272564481814,-0.0010295022731352634,0.017231601282481707,0.00866326553277917
semi,4,profile_continuous,equal,kernel_score,18,10,-0.011698960528197624,-0.017366733056457136,-0.0027268134382625276,-0.008991008256520503
semi,4,profile_continuous,selected_person,kernel_score,18,10,0.0029349437458075717,-0.004645750730330524,0.010908815968088865,0.004121071323984121
semi,4,equal,selected_person,kernel_score,18,10,0.014633904274005195,0.00483821076428861,0.02304523729457529,0.013112079580504626
semi,4,profile_type2,equal,kernel_score,18,10,0.0009915115915067113,-0.0050291726596581226,0.008921974780542137,0.0038758254451732666
semi,4,profile_type2,selected_person,kernel_score,18,10,0.015625415865511905,0.009599902064940541,0.02405977256426297,0.01698790502567789
semi,6,profile_type4,equal,kernel_score,18,10,-0.015938861610046887,-0.02498578238149677,-0.0037755972488512854,-0.010755422984826415
semi,6,profile_type4,selected_person,kernel_score,18,10,-0.005203544423331695,-0.013393455468155275,0.006825937143042985,0.0003139463450551336
semi,6,profile_type3,equal,kernel_score,18,10,-0.01057137425990954,-0.018638147569398262,0.001722758932454427,-0.005332071599546849
semi,6,profile_type3,selected_person,kernel_score,18,10,0.000163942926805651,-0.006782023927567299,0.012227601496663716,0.0057372977303346995
semi,6,profile_context,equal,kernel_score,18,10,-0.012381153691906517,-0.018831578314239174,-0.0030975881280007373,-0.01033435245564834
semi,6,profile_context,selected_person,kernel_score,18,10,-0.0016458365051913264,-0.007198639699843951,0.006012596591699711,0.0007350168742332088
semi,6,selected_profile,equal,kernel_score,18,10,-0.015098701227274525,-0.02400609264143384,-0.0009631367498787374,-0.008360968655230904
semi,6,selected_profile,selected_person,kernel_score,18,10,-0.004363384040559335,-0.012483416967188602,0.009980501648611388,0.002708400674650644
semi,6,profile_continuous,equal,kernel_score,18,10,-0.013243126376646002,-0.018151699071741922,-0.004897906730546482,-0.009703198336480699
