condition,k,method,image_id,building,kernel_score,count_brier,count_tv,uncovered_count,abs_pair_disagreement_error
manual,2,equal,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,1.1691662910979166,0.5833333333333334,0.4166666666666667,0.16666666666666666,0.5833333333333334
manual,2,equal,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,0.37663046312984133,0.0,0.0,0.0,0.0
manual,2,equal,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,1.2222222222221946,0.5277777777777778,0.47222222222222227,0.05555555555555555,0.5277777777777778
manual,2,equal,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,1.4885412319110116,1.1666666666666667,0.5,0.5,0.38888888888888884
manual,2,equal,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,0.8964628504334325,0.8333333333333334,0.5,0.3333333333333333,0.2777777777777778
manual,2,equal,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,1.222956446980021,1.027777777777778,0.611111111111111,0.5,0.3611111111111111
manual,2,equal,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,1.2113785810813331,0.611111111111111,0.3888888888888889,0.2222222222222222,0.611111111111111
manual,2,equal,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,1.1933207419402017,0.0,0.0,0.0,0.0
manual,2,equal,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,0.9793631868304805,0.5833333333333334,0.4166666666666667,0.16666666666666666,0.5833333333333334
manual,2,equal,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,1.1864601208113237,0.0909090909090909,0.045454545454545435,0.04545454545454545,0.0909090909090909
manual,2,equal,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,1.0700670322628223,0.5833333333333334,0.4166666666666667,0.16666666666666666,0.5833333333333334
manual,2,equal,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,0.9590740583762738,0.0,0.0,0.0,0.0
manual,2,equal,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,1.1030667274062365,0.09523809523809523,0.047619047619047644,0.047619047619047616,0.09523809523809523
manual,2,equal,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,1.329266156470766,0.5,0.3333333333333333,0.16666666666666666,0.5
manual,2,equal,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,1.1704605437718312,0.23484848484848486,0.15151515151515155,0.07575757575757576,0.2124819624819625
manual,2,equal,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,1.4100413547774249,0.9166666666666666,0.5277777777777778,0.38888888888888884,0.3055555555555555
manual,2,equal,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,0.735976578729379,0.0,0.0,0.0,0.0
manual,2,equal,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,1.1505372476302174,0.0,0.0,0.0,0.0
manual,2,equal,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,1.393931911547794,0.18137254901960784,0.1323529411764706,0.049019607843137254,0.18137254901960784
manual,2,equal,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,0.25639865566226105,0.0,0.0,0.0,0.0
manual,2,equal,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,1.4999999999999858,1.5,1.0,1.0,0.5
manual,2,equal,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,1.138925104221143,0.611111111111111,0.3888888888888889,0.2222222222222222,0.611111111111111
manual,2,equal,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,1.3022562835333107,1.0227272727272727,0.48484848484848486,0.45454545454545453,0.3268398268398269
manual,2,equal,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,1.3325032779894805,0.3181818181818182,0.18939393939393936,0.12121212121212122,0.2665945165945166
manual,2,equal,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,1.3622078033099665,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.4444444444444445
manual,2,equal,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,1.4999133890791425,1.3333333333333333,0.8333333333333334,0.8333333333333334,0.3333333333333333
manual,2,equal,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,0.6621515789046949,0.09523809523809523,0.047619047619047644,0.047619047619047616,0.09523809523809523
manual,2,equal,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,1.3254525085661182,0.9166666666666666,0.4166666666666667,0.3333333333333333,0.4166666666666667
manual,2,equal,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,1.266222683381182,0.85,0.4166666666666667,0.3333333333333333,0.26666666666666666
manual,2,equal,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,1.2027823610874504,1.0588235294117647,0.4901960784313726,0.4901960784313726,0.392156862745098
manual,2,equal,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,1.4978886162914744,1.2222222222222223,0.7222222222222222,0.7222222222222222,0.4444444444444444
manual,2,equal,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,1.1765962074547136,0.5833333333333334,0.4166666666666667,0.16666666666666666,0.5833333333333334
manual,2,equal,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,0.7143509651345111,0.0,0.0,0.0,0.0
