condition,target,feature,controls,unadjusted_rho,n,buildings,slope,cluster_se,lo,hi,partial_rho,status,residual_predictor_variance
manual,half_tv,trait__floor_boundary__partial,n_building_scene,0.0691816482875,133,20,0.164714381687,0.0397438475703,0.0868164404495,0.242612322925,0.211248763538,descriptive_cluster_adjusted_not_causal,0.0465208943559
manual,half_tv,trait__floor_boundary__present,none,-0.0691816482875,133,20,-0.0132466805592,0.0327425337739,-0.0774220467559,0.0509286856376,-0.00934364930247,descriptive_cluster_adjusted_not_causal,0.188475761455
manual,half_tv,trait__floor_boundary__present,n,-0.0691816482875,133,20,-0.0132466805592,0.0327425337739,-0.0774220467559,0.0509286856376,-0.00934364930247,descriptive_cluster_adjusted_not_causal,0.188475761455
manual,half_tv,trait__floor_boundary__present,n_building_scene,-0.0691816482875,133,20,-0.164714381687,0.0397438475703,-0.242612322925,-0.0868164404495,-0.211248763538,descriptive_cluster_adjusted_not_causal,0.0465208943559
manual,half_tv,trait__ceiling_boundary__partial,none,-0.0097384757852,133,20,-0.0153749016212,0.0592180673537,-0.131442313634,0.100692510392,-0.0791036232213,descriptive_cluster_adjusted_not_causal,0.116775569396
manual,half_tv,trait__ceiling_boundary__partial,n,-0.0097384757852,133,20,-0.0153749016212,0.0592180673537,-0.131442313634,0.100692510392,-0.0791036232213,descriptive_cluster_adjusted_not_causal,0.116775569396
manual,half_tv,trait__ceiling_boundary__partial,n_building_scene,-0.0097384757852,133,20,-0.0239317690571,0.0709077471364,-0.162910953445,0.11504741533,-0.0649100054257,descriptive_cluster_adjusted_not_causal,0.04937878977
manual,half_tv,trait__ceiling_boundary__present,none,0.0097384757852,133,20,0.0153749016212,0.0592180673537,-0.100692510392,0.131442313634,0.0791036232213,descriptive_cluster_adjusted_not_causal,0.116775569396
manual,half_tv,trait__ceiling_boundary__present,n,0.0097384757852,133,20,0.0153749016212,0.0592180673537,-0.100692510392,0.131442313634,0.0791036232213,descriptive_cluster_adjusted_not_causal,0.116775569396
manual,half_tv,trait__ceiling_boundary__present,n_building_scene,0.0097384757852,133,20,0.0239317690571,0.0709077471364,-0.11504741533,0.162910953445,0.0649100054257,descriptive_cluster_adjusted_not_causal,0.04937878977
manual,half_tv,trait__corner_occlusion__absent,none,-0.0691816482875,133,20,-0.0132466805592,0.0327425337739,-0.0774220467559,0.0509286856376,-0.00934364930247,descriptive_cluster_adjusted_not_causal,0.188475761455
manual,half_tv,trait__corner_occlusion__absent,n,-0.0691816482875,133,20,-0.0132466805592,0.0327425337739,-0.0774220467559,0.0509286856376,-0.00934364930247,descriptive_cluster_adjusted_not_causal,0.188475761455
manual,half_tv,trait__corner_occlusion__absent,n_building_scene,-0.0691816482875,133,20,-0.164714381687,0.0397438475703,-0.242612322925,-0.0868164404495,-0.211248763538,descriptive_cluster_adjusted_not_causal,0.0465208943559
manual,half_tv,trait__corner_occlusion__present,none,0.0691816482875,133,20,0.0132466805592,0.0327425337739,-0.0509286856376,0.0774220467559,0.00934364930247,descriptive_cluster_adjusted_not_causal,0.188475761455
manual,half_tv,trait__corner_occlusion__present,n,0.0691816482875,133,20,0.0132466805592,0.0327425337739,-0.0509286856376,0.0774220467559,0.00934364930247,descriptive_cluster_adjusted_not_causal,0.188475761455
manual,half_tv,trait__corner_occlusion__present,n_building_scene,0.0691816482875,133,20,0.164714381687,0.0397438475703,0.0868164404495,0.242612322925,0.211248763538,descriptive_cluster_adjusted_not_causal,0.0465208943559
manual,half_tv,trait__connected_space__absent,none,,133,,,,,,,insufficient_predictor_variation,
manual,half_tv,trait__connected_space__absent,n,,133,,,,,,,insufficient_predictor_variation,
manual,half_tv,trait__connected_space__absent,n_building_scene,,133,,,,,,,insufficient_predictor_variation,
manual,half_tv,trait__connected_space__present,none,,133,,,,,,,insufficient_predictor_variation,
manual,half_tv,trait__connected_space__present,n,,133,,,,,,,insufficient_predictor_variation,
manual,half_tv,trait__connected_space__present,n_building_scene,,133,,,,,,,insufficient_predictor_variation,
manual,half_tv,trait__reflection_glass__absent,none,,133,,,,,,,insufficient_predictor_variation,
manual,half_tv,trait__reflection_glass__absent,n,,133,,,,,,,insufficient_predictor_variation,
manual,half_tv,trait__reflection_glass__absent,n_building_scene,,133,,,,,,,insufficient_predictor_variation,
manual,half_tv,trait__reflection_glass__present,none,-0.0475898178572,133,20,-0.0215943522359,0.0274563755774,-0.0754088483675,0.0322201438957,-0.0657066955771,descriptive_cluster_adjusted_not_causal,0.174603066798
manual,half_tv,trait__reflection_glass__present,n,-0.0475898178572,133,20,-0.0215943522359,0.0274563755774,-0.0754088483675,0.0322201438957,-0.0657066955771,descriptive_cluster_adjusted_not_causal,0.174603066798
manual,half_tv,trait__reflection_glass__present,n_building_scene,-0.0475898178572,133,20,0.0132160039456,0.0246897808028,-0.0351759664279,0.0616079743191,0.0160792741175,descriptive_cluster_adjusted_not_causal,0.0812884134742
manual,half_tv,trait__low_contrast__absent,none,,133,,,,,,,insufficient_predictor_variation,
manual,half_tv,trait__low_contrast__absent,n,,133,,,,,,,insufficient_predictor_variation,
manual,half_tv,trait__low_contrast__absent,n_building_scene,,133,,,,,,,insufficient_predictor_variation,
manual,half_tv,trait__low_contrast__present,none,,133,,,,,,,insufficient_predictor_variation,
manual,half_tv,trait__low_contrast__present,n,,133,,,,,,,insufficient_predictor_variation,
manual,half_tv,trait__low_contrast__present,n_building_scene,,133,,,,,,,insufficient_predictor_variation,
manual,half_tv,trait__doorway__否,none,-0.175528069961,133,20,-0.121736847123,0.0357379712231,-0.19178327072,-0.0516904235253,-0.27217606574,descriptive_cluster_adjusted_not_causal,0.0850288271136
manual,half_tv,trait__doorway__否,n,-0.175528069961,133,20,-0.121736847123,0.0357379712231,-0.19178327072,-0.0516904235253,-0.27217606574,descriptive_cluster_adjusted_not_causal,0.0850288271136
manual,half_tv,trait__doorway__否,n_building_scene,-0.175528069961,133,20,-0.1505406186,0.0517800381265,-0.252029493328,-0.0490517438723,-0.290981276305,descriptive_cluster_adjusted_not_causal,0.0624029848564
manual,half_tv,trait__doorway__无法判断,none,0.102082850434,133,20,0.087789513603,0.0150106745051,0.058368591573,0.117210435633,-0.0721707035322,descriptive_cluster_adjusted_not_causal,0.00742899652388
manual,half_tv,trait__doorway__无法判断,n,0.102082850434,133,20,0.087789513603,0.0150106745051,0.058368591573,0.117210435633,-0.0721707035322,descriptive_cluster_adjusted_not_causal,0.00742899652388
manual,half_tv,trait__doorway__无法判断,n_building_scene,0.102082850434,133,20,0.0641277669317,0.017867576416,0.0291073171563,0.099148216707,-0.032901835395,descriptive_cluster_adjusted_not_causal,0.00643902993229
manual,half_tv,trait__doorway__疑似,none,0.0263894430958,133,20,0.0710587498881,0.0513336244118,-0.0295551539591,0.171672653735,0.144982399358,descriptive_cluster_adjusted_not_causal,0.0284885635674
manual,half_tv,trait__doorway__疑似,n,0.0263894430958,133,20,0.0710587498881,0.0513336244118,-0.0295551539591,0.171672653735,0.144982399358,descriptive_cluster_adjusted_not_causal,0.0284885635674
manual,half_tv,trait__doorway__疑似,n_building_scene,0.0263894430958,133,20,0.104649360171,0.0863927979311,-0.0646805237735,0.273979244117,0.106946770673,descriptive_cluster_adjusted_not_causal,0.0201968533094
manual,half_tv,trait__doorway__确认,none,0.163189582123,133,20,0.138919110833,0.0415855098387,0.0574115115491,0.220426710117,0.215025007924,descriptive_cluster_adjusted_not_causal,0.055245038474
manual,half_tv,trait__doorway__确认,n,0.163189582123,133,20,0.138919110833,0.0415855098387,0.0574115115491,0.220426710117,0.215025007924,descriptive_cluster_adjusted_not_causal,0.055245038474
manual,half_tv,trait__doorway__确认,n_building_scene,0.163189582123,133,20,0.174980206944,0.0538447666984,0.0694444642156,0.280515949673,0.256037169508,descriptive_cluster_adjusted_not_causal,0.0392482994256
manual,half_tv,position_entrance,none,0.168929270339,133,20,0.0978303476616,0.0358953987435,0.0274753661243,0.168185329199,0.21069403026,descriptive_cluster_adjusted_not_causal,0.0877946543274
manual,half_tv,position_entrance,n,0.168929270339,133,20,0.0978303476616,0.0358953987435,0.0274753661243,0.168185329199,0.21069403026,descriptive_cluster_adjusted_not_causal,0.0877946543274
manual,half_tv,position_entrance,n_building_scene,0.168929270339,133,20,0.0903293200915,0.0446785356537,0.00275939021021,0.177899249973,0.134005512173,descriptive_cluster_adjusted_not_causal,0.0675212593996
manual,half_tv,position_window,none,0.045845558109,133,20,0.0174456710726,0.0482987507208,-0.0772198803401,0.112111222485,-0.0908236343614,descriptive_cluster_adjusted_not_causal,0.0361493643328
manual,half_tv,position_window,n,0.045845558109,133,20,0.0174456710726,0.0482987507208,-0.0772198803401,0.112111222485,-0.0908236343614,descriptive_cluster_adjusted_not_causal,0.0361493643328
manual,half_tv,position_window,n_building_scene,0.045845558109,133,20,0.0336508454177,0.045857643478,-0.0562301357992,0.123531826634,-0.00132380736594,descriptive_cluster_adjusted_not_causal,0.0288131398026
manual,half_tv,position_edge,none,,133,,,,,,,insufficient_predictor_variation,
manual,half_tv,position_edge,n,,133,,,,,,,insufficient_predictor_variation,
manual,half_tv,position_edge,n_building_scene,,133,,,,,,,insufficient_predictor_variation,
manual,half_tv,position_stair_landing,none,0.186266896766,133,20,0.105178004441,0.0641851468654,-0.0206248834155,0.230980892297,0.0253655536419,descriptive_cluster_adjusted_not_causal,0.0556193227972
manual,half_tv,position_stair_landing,n,0.186266896766,133,20,0.105178004441,0.0641851468654,-0.0206248834155,0.230980892297,0.0253655536419,descriptive_cluster_adjusted_not_causal,0.0556193227972
manual,half_tv,position_stair_landing,n_building_scene,0.186266896766,133,20,0.0859078407959,0.0715238321223,-0.0542788701639,0.226094551756,0.0224793616917,descriptive_cluster_adjusted_not_causal,0.0371443851364
manual,half_tv,position_shower_interior,none,-0.0547463930955,133,20,-0.0566256773892,0.0111534691221,-0.0784864768686,-0.0347648779099,0.0692101867394,descriptive_cluster_adjusted_not_causal,0.0147878403706
manual,half_tv,position_shower_interior,n,-0.0547463930955,133,20,-0.0566256773892,0.0111534691221,-0.0784864768686,-0.0347648779099,0.0692101867394,descriptive_cluster_adjusted_not_causal,0.0147878403706
manual,half_tv,position_shower_interior,n_building_scene,-0.0547463930955,133,20,-0.107561886178,0.0228265259908,-0.15230187712,-0.0628218952357,-0.0665603879274,descriptive_cluster_adjusted_not_causal,0.013246603429
manual,half_tv,position_bath_tub,none,0.0859193824238,133,20,0.0588651520907,0.0294637046752,0.00111629092726,0.116614013254,-0.0469835597346,descriptive_cluster_adjusted_not_causal,0.0430752403317
manual,half_tv,position_bath_tub,n,0.0859193824238,133,20,0.0588651520907,0.0294637046752,0.00111629092726,0.116614013254,-0.0469835597346,descriptive_cluster_adjusted_not_causal,0.0430752403317
manual,half_tv,position_bath_tub,n_building_scene,0.0859193824238,133,20,0.0267915568797,0.0429037911498,-0.0572998737739,0.110882987533,0.014546502681,descriptive_cluster_adjusted_not_causal,0.0305938664895
manual,half_tv,position_washing,none,0.080039341067,133,20,0.0912534623257,0.0166060962078,0.0587055137584,0.123801410893,0.20474230551,descriptive_cluster_adjusted_not_causal,0.0714685196408
manual,half_tv,position_washing,n,0.080039341067,133,20,0.0912534623257,0.0166060962078,0.0587055137584,0.123801410893,0.20474230551,descriptive_cluster_adjusted_not_causal,0.0714685196408
manual,half_tv,position_washing,n_building_scene,0.080039341067,133,20,0.0719467637473,0.0146692628811,0.0431950085005,0.100698518994,0.148209175645,descriptive_cluster_adjusted_not_causal,0.0544876313516
manual,half_tv,position_mirrored,none,-0.111156881583,133,20,-0.143084022366,0.0127623403192,-0.168098209391,-0.11806983534,0.0657728112265,descriptive_cluster_adjusted_not_causal,0.00738787071542
manual,half_tv,position_mirrored,n,-0.111156881583,133,20,-0.143084022366,0.0127623403192,-0.168098209391,-0.11806983534,0.0657728112265,descriptive_cluster_adjusted_not_causal,0.00738787071542
manual,half_tv,position_mirrored,n_building_scene,-0.111156881583,133,20,-0.0896646783919,0.0195059494273,-0.127896339269,-0.0514330175143,0.0493795357324,descriptive_cluster_adjusted_not_causal,0.00358500895757
manual,half_tv,position_glass,none,-0.0166368228213,133,20,0.0177926951197,0.0812523350454,-0.141461881569,0.177047271809,0.091127291209,descriptive_cluster_adjusted_not_causal,0.0285610647399
manual,half_tv,position_glass,n,-0.0166368228213,133,20,0.0177926951197,0.0812523350454,-0.141461881569,0.177047271809,0.091127291209,descriptive_cluster_adjusted_not_causal,0.0285610647399
manual,half_tv,position_glass,n_building_scene,-0.0166368228213,133,20,0.00890092093375,0.123550453755,-0.233257968427,0.251059810294,-0.0742490351915,descriptive_cluster_adjusted_not_causal,0.0220935562477
manual,half_tv,position_fireplace,none,0.0829340995005,133,20,0.0500994015422,0.0343447632186,-0.0172163343662,0.117415137451,-0.0662152112972,descriptive_cluster_adjusted_not_causal,0.0361229332301
manual,half_tv,position_fireplace,n,0.0829340995005,133,20,0.0500994015422,0.0343447632186,-0.0172163343662,0.117415137451,-0.0662152112972,descriptive_cluster_adjusted_not_causal,0.0361229332301
manual,half_tv,position_fireplace,n_building_scene,0.0829340995005,133,20,0.0332894629412,0.064963261247,-0.0940385291029,0.160617454985,0.0594854426363,descriptive_cluster_adjusted_not_causal,0.019937546487
manual,half_tv,position_empty,none,-0.148010354755,133,20,-0.102931403332,0.0229065788576,-0.147828297893,-0.0580345087712,0.0173166033715,descriptive_cluster_adjusted_not_causal,0.0290129885139
manual,half_tv,position_empty,n,-0.148010354755,133,20,-0.102931403332,0.0229065788576,-0.147828297893,-0.0580345087712,0.0173166033715,descriptive_cluster_adjusted_not_causal,0.0290129885139
manual,half_tv,position_empty,n_building_scene,-0.148010354755,133,20,-0.196175096046,0.0503042764249,-0.294771477839,-0.0975787142531,-0.112379813544,descriptive_cluster_adjusted_not_causal,0.0148291651419
manual,half_tv,position_shared_focus,none,0.122804281496,133,20,0.051714202247,0.0327319018604,-0.0124403253994,0.115868729893,-0.0218332494689,descriptive_cluster_adjusted_not_causal,0.0563756227425
manual,half_tv,position_shared_focus,n,0.122804281496,133,20,0.051714202247,0.0327319018604,-0.0124403253994,0.115868729893,-0.0218332494689,descriptive_cluster_adjusted_not_causal,0.0563756227425
manual,half_tv,position_shared_focus,n_building_scene,0.122804281496,133,20,0.037745214841,0.0297774669752,-0.0206186204305,0.0961090501125,0.0620479709263,descriptive_cluster_adjusted_not_causal,0.0438256678808
manual,half_tv,count_hohonet,none,0.476408043254,133,20,0.0115423685434,0.00160212988396,0.00840219397084,0.014682543116,0.552424519143,descriptive_cluster_adjusted_not_causal,31.447324698
manual,half_tv,count_hohonet,n,0.476408043254,133,20,0.0115423685434,0.00160212988396,0.00840219397084,0.014682543116,0.552424519143,descriptive_cluster_adjusted_not_causal,31.447324698
manual,half_tv,count_hohonet,n_building_scene,0.476408043254,133,20,0.0122964118594,0.0017966553135,0.00877496744499,0.0158178562739,0.496849426877,descriptive_cluster_adjusted_not_causal,21.3724184941
manual,half_tv,count_yaw_range_hohonet,none,0.112839473547,133,20,0.0184144613377,0.00893441056345,0.000903016633299,0.035925906042,0.16126612005,descriptive_cluster_adjusted_not_causal,1.40260708023
manual,half_tv,count_yaw_range_hohonet,n,0.112839473547,133,20,0.0184144613377,0.00893441056345,0.000903016633299,0.035925906042,0.16126612005,descriptive_cluster_adjusted_not_causal,1.40260708023
manual,half_tv,count_yaw_range_hohonet,n_building_scene,0.112839473547,133,20,0.0107516284723,0.00921191533614,-0.0073037255865,0.0288069825312,0.0834639506298,descriptive_cluster_adjusted_not_causal,0.991508310714
manual,half_tv,hohonet_fallback_phases,none,,133,,,,,,,insufficient_predictor_variation,
manual,half_tv,hohonet_fallback_phases,n,,133,,,,,,,insufficient_predictor_variation,
manual,half_tv,hohonet_fallback_phases,n_building_scene,,133,,,,,,,insufficient_predictor_variation,
manual,half_tv,rotation_hohonet,none,0.387609658826,133,20,20.9652496109,9.45531109938,2.43283985616,39.4976593657,0.427934636606,descriptive_cluster_adjusted_not_causal,2.65596333233e-06
manual,half_tv,rotation_hohonet,n,0.387609658826,133,20,20.9652496109,9.45531109938,2.43283985616,39.4976593657,0.427934636606,descriptive_cluster_adjusted_not_causal,2.65596333233e-06
manual,half_tv,rotation_hohonet,n_building_scene,0.387609658826,133,20,23.3889567079,7.40973692497,8.86587233491,37.9120410808,0.347390731045,descriptive_cluster_adjusted_not_causal,2.14151718085e-06
manual,half_tv,count_bi_enclosed,none,0.50192261113,133,20,0.00986271706048,0.00179057801198,0.006353184157,0.013372249964,0.437889684895,descriptive_cluster_adjusted_not_causal,37.8295073265
manual,half_tv,count_bi_enclosed,n,0.50192261113,133,20,0.00986271706048,0.00179057801198,0.006353184157,0.013372249964,0.437889684895,descriptive_cluster_adjusted_not_causal,37.8295073265
manual,half_tv,count_bi_enclosed,n_building_scene,0.50192261113,133,20,0.0101882408832,0.00171334794521,0.00683007891063,0.0135464028559,0.454342802729,descriptive_cluster_adjusted_not_causal,28.2975888905
manual,half_tv,count_yaw_range_bi_enclosed,none,0.286473443322,133,20,0.0110482329632,0.00332364672693,0.00453388537841,0.017562580548,0.309374508308,descriptive_cluster_adjusted_not_causal,6.68781939228
manual,half_tv,count_yaw_range_bi_enclosed,n,0.286473443322,133,20,0.0110482329632,0.00332364672693,0.00453388537841,0.017562580548,0.309374508308,descriptive_cluster_adjusted_not_causal,6.68781939228
manual,half_tv,count_yaw_range_bi_enclosed,n_building_scene,0.286473443322,133,20,0.0137072554538,0.00432839087651,0.00522360933586,0.0221909015718,0.260243889681,descriptive_cluster_adjusted_not_causal,5.1631822896
manual,half_tv,count_bi_extended,none,0.462638298605,131,20,0.00952945414566,0.00122801534189,0.00712254407554,0.0119363642158,0.437767961644,descriptive_cluster_adjusted_not_causal,39.940728911
manual,half_tv,count_bi_extended,n,0.462638298605,131,20,0.00952945414566,0.00122801534189,0.00712254407554,0.0119363642158,0.437767961644,descriptive_cluster_adjusted_not_causal,39.940728911
manual,half_tv,count_bi_extended,n_building_scene,0.462638298605,131,20,0.00959715556539,0.00148680956886,0.00668300881041,0.0125113023204,0.430214293141,descriptive_cluster_adjusted_not_causal,30.7863900747
manual,half_tv,count_yaw_range_bi_extended,none,0.235271406738,131,20,0.0083040368785,0.0052735770468,-0.00203217413322,0.0186402478902,0.131872188666,descriptive_cluster_adjusted_not_causal,6.69839774747
manual,half_tv,count_yaw_range_bi_extended,n,0.235271406738,131,20,0.0083040368785,0.0052735770468,-0.00203217413322,0.0186402478902,0.131872188666,descriptive_cluster_adjusted_not_causal,6.69839774747
manual,half_tv,count_yaw_range_bi_extended,n_building_scene,0.235271406738,131,20,0.00655565880745,0.00532477675548,-0.00388090363328,0.0169922212482,0.15022508014,descriptive_cluster_adjusted_not_causal,4.15426017008
manual,half_tv,bi_head_geometry_gap,none,0.401564145414,131,20,0.604567449105,0.150546003965,0.309497281334,0.899637616876,0.454950612854,descriptive_cluster_adjusted_not_causal,0.0058842259451
manual,half_tv,bi_head_geometry_gap,n,0.401564145414,131,20,0.604567449105,0.150546003965,0.309497281334,0.899637616876,0.454950612854,descriptive_cluster_adjusted_not_causal,0.0058842259451
manual,half_tv,bi_head_geometry_gap,n_building_scene,0.401564145414,131,20,0.615050137586,0.215287791054,0.19308606712,1.03701420805,0.241590352828,descriptive_cluster_adjusted_not_causal,0.0041713409252
manual,half_tv,bi_height_head_gap,none,0.0557221999719,131,20,-0.0053924317439,0.0191213137463,-0.0428702066866,0.0320853431988,-0.0102320976082,descriptive_cluster_adjusted_not_causal,0.31258136119
manual,half_tv,bi_height_head_gap,n,0.0557221999719,131,20,-0.0053924317439,0.0191213137463,-0.0428702066866,0.0320853431988,-0.0102320976082,descriptive_cluster_adjusted_not_causal,0.31258136119
manual,half_tv,bi_height_head_gap,n_building_scene,0.0557221999719,131,20,0.0480550956438,0.0409520648761,-0.0322109515135,0.128321142801,0.103363325051,descriptive_cluster_adjusted_not_causal,0.0676767153049
manual,half_tv,rotation_bi_enclosed,none,0.524835814879,133,20,1.41603621435,0.405942689553,0.620388542827,2.21168388587,0.521034774102,descriptive_cluster_adjusted_not_causal,0.000849622891937
manual,half_tv,rotation_bi_enclosed,n,0.524835814879,133,20,1.41603621435,0.405942689553,0.620388542827,2.21168388587,0.521034774102,descriptive_cluster_adjusted_not_causal,0.000849622891937
manual,half_tv,rotation_bi_enclosed,n_building_scene,0.524835814879,133,20,1.59205579276,0.336711615006,0.932101027343,2.25201055817,0.411303218963,descriptive_cluster_adjusted_not_causal,0.000658222749537
manual,half_tv,rotation_bi_extended,none,0.504678125873,131,20,1.67250879945,0.544075735293,0.606120358274,2.73889724062,0.474202866429,descriptive_cluster_adjusted_not_causal,0.000720432901023
manual,half_tv,rotation_bi_extended,n,0.504678125873,131,20,1.67250879945,0.544075735293,0.606120358274,2.73889724062,0.474202866429,descriptive_cluster_adjusted_not_causal,0.000720432901023
manual,half_tv,rotation_bi_extended,n_building_scene,0.504678125873,131,20,1.6689659315,0.515193577716,0.659186519176,2.67874534382,0.365059961193,descriptive_cluster_adjusted_not_causal,0.000503516066495
manual,half_tv,rotation_ulayout,none,0.490030341264,133,20,17.2000930515,26.0425928638,-33.8433889616,68.2435750646,0.509798374692,descriptive_cluster_adjusted_not_causal,1.25505522976e-06
manual,half_tv,rotation_ulayout,n,0.490030341264,133,20,17.2000930515,26.0425928638,-33.8433889616,68.2435750646,0.509798374692,descriptive_cluster_adjusted_not_causal,1.25505522976e-06
manual,half_tv,rotation_ulayout,n_building_scene,0.490030341264,133,20,26.5687581577,23.3164361917,-19.131456778,72.2689730934,0.286072081678,descriptive_cluster_adjusted_not_causal,7.84944364536e-07
manual,half_tv,gap_hohonet_bi_enclosed,none,0.242816540663,133,20,0.244131357244,0.0673866819498,0.112053460622,0.376209253866,0.233426313286,descriptive_cluster_adjusted_not_causal,0.0192518241992
manual,half_tv,gap_hohonet_bi_enclosed,n,0.242816540663,133,20,0.244131357244,0.0673866819498,0.112053460622,0.376209253866,0.233426313286,descriptive_cluster_adjusted_not_causal,0.0192518241992
manual,half_tv,gap_hohonet_bi_enclosed,n_building_scene,0.242816540663,133,20,0.47797516605,0.0823675967431,0.316534676434,0.639415655667,0.31945021845,descriptive_cluster_adjusted_not_causal,0.00976485466664
manual,half_tv,gap_hohonet_bi_extended,none,0.291070572446,131,20,0.297126065403,0.0631068665926,0.173436606881,0.420815523924,0.293668942833,descriptive_cluster_adjusted_not_causal,0.0207581523473
manual,half_tv,gap_hohonet_bi_extended,n,0.291070572446,131,20,0.297126065403,0.0631068665926,0.173436606881,0.420815523924,0.293668942833,descriptive_cluster_adjusted_not_causal,0.0207581523473
manual,half_tv,gap_hohonet_bi_extended,n_building_scene,0.291070572446,131,20,0.49787160775,0.0849567160832,0.331356444227,0.664386771273,0.342644911774,descriptive_cluster_adjusted_not_causal,0.0106688320187
manual,half_tv,gap_hohonet_ulayout,none,0.328743032166,133,20,0.738462109737,0.134080644483,0.475664046551,1.00126017292,0.332069401048,descriptive_cluster_adjusted_not_causal,0.00232407211359
manual,half_tv,gap_hohonet_ulayout,n,0.328743032166,133,20,0.738462109737,0.134080644483,0.475664046551,1.00126017292,0.332069401048,descriptive_cluster_adjusted_not_causal,0.00232407211359
manual,half_tv,gap_hohonet_ulayout,n_building_scene,0.328743032166,133,20,1.25672056959,0.268226839239,0.730995964676,1.78244517449,0.284832548211,descriptive_cluster_adjusted_not_causal,0.000742601484032
manual,half_tv,gap_bi_enclosed_bi_extended,none,0.401564145414,131,20,0.604567449105,0.150546003965,0.309497281334,0.899637616876,0.454950612854,descriptive_cluster_adjusted_not_causal,0.0058842259451
manual,half_tv,gap_bi_enclosed_bi_extended,n,0.401564145414,131,20,0.604567449105,0.150546003965,0.309497281334,0.899637616876,0.454950612854,descriptive_cluster_adjusted_not_causal,0.0058842259451
manual,half_tv,gap_bi_enclosed_bi_extended,n_building_scene,0.401564145414,131,20,0.615050137586,0.215287791054,0.19308606712,1.03701420805,0.241590352828,descriptive_cluster_adjusted_not_causal,0.0041713409252
manual,half_tv,gap_bi_enclosed_ulayout,none,0.213467446473,133,20,0.226463578747,0.0657591957154,0.0975755551449,0.355351602349,0.197145879958,descriptive_cluster_adjusted_not_causal,0.0191379052896
manual,half_tv,gap_bi_enclosed_ulayout,n,0.213467446473,133,20,0.226463578747,0.0657591957154,0.0975755551449,0.355351602349,0.197145879958,descriptive_cluster_adjusted_not_causal,0.0191379052896
manual,half_tv,gap_bi_enclosed_ulayout,n_building_scene,0.213467446473,133,20,0.432026924495,0.0843521237797,0.266696761887,0.597357087104,0.265762945299,descriptive_cluster_adjusted_not_causal,0.009619447565
manual,half_tv,gap_bi_extended_ulayout,none,0.225105615589,131,20,0.24614195873,0.0529134769267,0.142431543954,0.349852373506,0.216550480061,descriptive_cluster_adjusted_not_causal,0.0204648091826
manual,half_tv,gap_bi_extended_ulayout,n,0.225105615589,131,20,0.24614195873,0.0529134769267,0.142431543954,0.349852373506,0.216550480061,descriptive_cluster_adjusted_not_causal,0.0204648091826
manual,half_tv,gap_bi_extended_ulayout,n_building_scene,0.225105615589,131,20,0.437367204085,0.082779401949,0.275119576265,0.599614831905,0.275696032927,descriptive_cluster_adjusted_not_causal,0.0106086440957
manual,singleton_mass,trait__floor_boundary__partial,none,0.0353466630384,166,22,-0.0127269809648,0.0592572962867,-0.128871281687,0.103417319757,0.0379641713614,descriptive_cluster_adjusted_not_causal,0.163801551991
manual,singleton_mass,trait__floor_boundary__partial,n,0.0353466630384,166,22,-0.0127269809648,0.0592572962867,-0.128871281687,0.103417319757,0.0379641713614,descriptive_cluster_adjusted_not_causal,0.163801551991
manual,singleton_mass,trait__floor_boundary__partial,n_building_scene,0.0353466630384,166,22,0.148229841032,0.107410520927,-0.0622947799844,0.358754462048,0.086304184901,descriptive_cluster_adjusted_not_causal,0.0495275192137
manual,singleton_mass,trait__floor_boundary__present,none,-0.0353466630384,166,22,0.0127269809648,0.0592572962867,-0.103417319757,0.128871281687,-0.0379641713614,descriptive_cluster_adjusted_not_causal,0.163801551991
manual,singleton_mass,trait__floor_boundary__present,n,-0.0353466630384,166,22,0.0127269809648,0.0592572962867,-0.103417319757,0.128871281687,-0.0379641713614,descriptive_cluster_adjusted_not_causal,0.163801551991
manual,singleton_mass,trait__floor_boundary__present,n_building_scene,-0.0353466630384,166,22,-0.148229841032,0.107410520927,-0.358754462048,0.0622947799844,-0.0862213716388,descriptive_cluster_adjusted_not_causal,0.0495275192137
manual,singleton_mass,trait__ceiling_boundary__partial,none,-0.0081833051313,166,22,-0.0540475656886,0.0796692907485,-0.210199375556,0.102104244179,-0.0719699672982,descriptive_cluster_adjusted_not_causal,0.0962322297794
manual,singleton_mass,trait__ceiling_boundary__partial,n,-0.0081833051313,166,22,-0.0540475656886,0.0796692907485,-0.210199375556,0.102104244179,-0.0719699672982,descriptive_cluster_adjusted_not_causal,0.0962322297794
manual,singleton_mass,trait__ceiling_boundary__partial,n_building_scene,-0.0081833051313,166,22,-0.109027566669,0.111486938356,-0.327541965847,0.109486832508,-0.0519742965606,descriptive_cluster_adjusted_not_causal,0.0411779994591
manual,singleton_mass,trait__ceiling_boundary__present,none,0.0081833051313,166,22,0.0540475656886,0.0796692907485,-0.102104244179,0.210199375556,0.0719699672982,descriptive_cluster_adjusted_not_causal,0.0962322297794
manual,singleton_mass,trait__ceiling_boundary__present,n,0.0081833051313,166,22,0.0540475656886,0.0796692907485,-0.102104244179,0.210199375556,0.0719699672982,descriptive_cluster_adjusted_not_causal,0.0962322297794
manual,singleton_mass,trait__ceiling_boundary__present,n_building_scene,0.0081833051313,166,22,0.109027566669,0.111486938356,-0.109486832508,0.327541965847,0.0519795437732,descriptive_cluster_adjusted_not_causal,0.0411779994591
