worker_id,effect,fit_status,component,layer_value,label,training_rows,training_images,training_buildings,cohort,metric,k,method,heldout_building
36,-0.775157730474682,usable,0,-0.6189777006379704,2,82,82,18,all26,ospa30,4,quantile,UwV83HsGsw3
37,1.982555347336803,usable,0,2.443879339989716,4,78,78,17,all26,ospa30,4,quantile,UwV83HsGsw3
6,-0.33949789321190676,usable,0,-0.6189777006379704,2,79,79,17,all26,ospa30,4,quantile,UwV83HsGsw3
8,-0.9157117677008706,usable,0,-0.6189777006379704,2,76,76,17,all26,ospa30,4,quantile,UwV83HsGsw3
1,-0.07617758474356671,usable,0,0.0792695709877965,4,80,80,17,all26,ospa30,5,quantile,UwV83HsGsw3
10,-0.38999718364553,usable,0,-0.28444472939074383,3,79,79,16,all26,ospa30,5,quantile,UwV83HsGsw3
11,-0.21868762645794074,usable,0,-0.28444472939074383,3,79,79,16,all26,ospa30,5,quantile,UwV83HsGsw3
12,0.1986753277670923,usable,0,0.0792695709877965,4,75,75,16,all26,ospa30,5,quantile,UwV83HsGsw3
13,-0.2024570825029644,usable,0,-0.28444472939074383,3,76,76,17,all26,ospa30,5,quantile,UwV83HsGsw3
14,-0.6087535385853927,usable,0,-0.8606385592724874,2,70,70,12,all26,ospa30,5,quantile,UwV83HsGsw3
15,-1.34962940382599,usable,0,-1.8908599208959096,1,78,78,18,all26,ospa30,5,quantile,UwV83HsGsw3
17,-1.4641881359263356,usable,0,-1.8908599208959096,1,78,78,18,all26,ospa30,5,quantile,UwV83HsGsw3
18,-1.8939638147290638,usable,0,-1.8908599208959096,1,69,69,12,all26,ospa30,5,quantile,UwV83HsGsw3
19,7.820029921141471,usable,0,3.3348456227505268,5,43,43,12,all26,ospa30,5,quantile,UwV83HsGsw3
2,-3.1467472834895656,usable,0,-1.8908599208959096,1,75,75,15,all26,ospa30,5,quantile,UwV83HsGsw3
21,-0.6847480902094403,usable,0,-0.8606385592724874,2,43,43,12,all26,ospa30,5,quantile,UwV83HsGsw3
26,5.182339149797494,usable,0,3.3348456227505268,5,22,22,12,all26,ospa30,5,quantile,UwV83HsGsw3
27,-1.9689351766072096,usable,0,-1.8908599208959096,1,71,71,12,all26,ospa30,5,quantile,UwV83HsGsw3
28,-1.5216957107972937,usable,0,-1.8908599208959096,1,77,77,16,all26,ospa30,5,quantile,UwV83HsGsw3
29,0.2950314078054029,usable,0,3.3348456227505268,5,76,76,16,all26,ospa30,5,quantile,UwV83HsGsw3
30,0.07212850748724181,usable,0,0.0792695709877965,4,78,78,16,all26,ospa30,5,quantile,UwV83HsGsw3
31,-0.032530333980069284,usable,0,0.0792695709877965,4,85,85,18,all26,ospa30,5,quantile,UwV83HsGsw3
32,-0.2715838611353771,usable,0,-0.28444472939074383,3,82,82,17,all26,ospa30,5,quantile,UwV83HsGsw3
33,-1.318821669392052,usable,0,-0.8606385592724874,2,82,82,17,all26,ospa30,5,quantile,UwV83HsGsw3
34,1.3942722876714602,usable,0,3.3348456227505268,5,96,96,18,all26,ospa30,5,quantile,UwV83HsGsw3
35,0.23425193840828437,usable,0,0.0792695709877965,4,75,75,17,all26,ospa30,5,quantile,UwV83HsGsw3
36,-0.775157730474682,usable,0,-0.8606385592724874,2,82,82,18,all26,ospa30,5,quantile,UwV83HsGsw3
37,1.982555347336803,usable,0,3.3348456227505268,5,78,78,17,all26,ospa30,5,quantile,UwV83HsGsw3
6,-0.33949789321190676,usable,0,-0.28444472939074383,3,79,79,17,all26,ospa30,5,quantile,UwV83HsGsw3
8,-0.9157117677008706,usable,0,-0.8606385592724874,2,76,76,17,all26,ospa30,5,quantile,UwV83HsGsw3
1,-0.07617758474356671,usable,0,-0.5417653779557903,1,80,80,17,all26,ospa30,2,ward,UwV83HsGsw3
10,-0.38999718364553,usable,0,-0.5417653779557903,1,79,79,16,all26,ospa30,2,ward,UwV83HsGsw3
11,-0.21868762645794074,usable,0,-0.5417653779557903,1,79,79,16,all26,ospa30,2,ward,UwV83HsGsw3
12,0.1986753277670923,usable,0,-0.5417653779557903,1,75,75,16,all26,ospa30,2,ward,UwV83HsGsw3
13,-0.2024570825029644,usable,0,-0.5417653779557903,1,76,76,17,all26,ospa30,2,ward,UwV83HsGsw3
14,-0.6087535385853927,usable,0,-0.5417653779557903,1,70,70,12,all26,ospa30,2,ward,UwV83HsGsw3
15,-1.34962940382599,usable,0,-0.5417653779557903,1,78,78,18,all26,ospa30,2,ward,UwV83HsGsw3
17,-1.4641881359263356,usable,0,-0.5417653779557903,1,78,78,18,all26,ospa30,2,ward,UwV83HsGsw3
18,-1.8939638147290638,usable,0,-0.5417653779557903,1,69,69,12,all26,ospa30,2,ward,UwV83HsGsw3
19,7.820029921141471,usable,0,6.501184535469482,2,43,43,12,all26,ospa30,2,ward,UwV83HsGsw3
2,-3.1467472834895656,usable,0,-0.5417653779557903,1,75,75,15,all26,ospa30,2,ward,UwV83HsGsw3
21,-0.6847480902094403,usable,0,-0.5417653779557903,1,43,43,12,all26,ospa30,2,ward,UwV83HsGsw3
26,5.182339149797494,usable,0,6.501184535469482,2,22,22,12,all26,ospa30,2,ward,UwV83HsGsw3
27,-1.9689351766072096,usable,0,-0.5417653779557903,1,71,71,12,all26,ospa30,2,ward,UwV83HsGsw3
28,-1.5216957107972937,usable,0,-0.5417653779557903,1,77,77,16,all26,ospa30,2,ward,UwV83HsGsw3
29,0.2950314078054029,usable,0,-0.5417653779557903,1,76,76,16,all26,ospa30,2,ward,UwV83HsGsw3
30,0.07212850748724181,usable,0,-0.5417653779557903,1,78,78,16,all26,ospa30,2,ward,UwV83HsGsw3
31,-0.032530333980069284,usable,0,-0.5417653779557903,1,85,85,18,all26,ospa30,2,ward,UwV83HsGsw3
32,-0.2715838611353771,usable,0,-0.5417653779557903,1,82,82,17,all26,ospa30,2,ward,UwV83HsGsw3
33,-1.318821669392052,usable,0,-0.5417653779557903,1,82,82,17,all26,ospa30,2,ward,UwV83HsGsw3
34,1.3942722876714602,usable,0,-0.5417653779557903,1,96,96,18,all26,ospa30,2,ward,UwV83HsGsw3
35,0.23425193840828437,usable,0,-0.5417653779557903,1,75,75,17,all26,ospa30,2,ward,UwV83HsGsw3
36,-0.775157730474682,usable,0,-0.5417653779557903,1,82,82,18,all26,ospa30,2,ward,UwV83HsGsw3
37,1.982555347336803,usable,0,-0.5417653779557903,1,78,78,17,all26,ospa30,2,ward,UwV83HsGsw3
6,-0.33949789321190676,usable,0,-0.5417653779557903,1,79,79,17,all26,ospa30,2,ward,UwV83HsGsw3
8,-0.9157117677008706,usable,0,-0.5417653779557903,1,76,76,17,all26,ospa30,2,ward,UwV83HsGsw3
1,-0.07617758474356671,usable,0,-0.01990516918655624,2,80,80,17,all26,ospa30,3,ward,UwV83HsGsw3
10,-0.38999718364553,usable,0,-0.01990516918655624,2,79,79,16,all26,ospa30,3,ward,UwV83HsGsw3
11,-0.21868762645794074,usable,0,-0.01990516918655624,2,79,79,16,all26,ospa30,3,ward,UwV83HsGsw3
12,0.1986753277670923,usable,0,-0.01990516918655624,2,75,75,16,all26,ospa30,3,ward,UwV83HsGsw3
13,-0.2024570825029644,usable,0,-0.01990516918655624,2,76,76,17,all26,ospa30,3,ward,UwV83HsGsw3
14,-0.6087535385853927,usable,0,-0.01990516918655624,2,70,70,12,all26,ospa30,3,ward,UwV83HsGsw3
15,-1.34962940382599,usable,0,-1.8091401706810728,1,78,78,18,all26,ospa30,3,ward,UwV83HsGsw3
17,-1.4641881359263356,usable,0,-1.8091401706810728,1,78,78,18,all26,ospa30,3,ward,UwV83HsGsw3
18,-1.8939638147290638,usable,0,-1.8091401706810728,1,69,69,12,all26,ospa30,3,ward,UwV83HsGsw3
19,7.820029921141471,usable,0,6.501184535469482,3,43,43,12,all26,ospa30,3,ward,UwV83HsGsw3
2,-3.1467472834895656,usable,0,-1.8091401706810728,1,75,75,15,all26,ospa30,3,ward,UwV83HsGsw3
21,-0.6847480902094403,usable,0,-0.01990516918655624,2,43,43,12,all26,ospa30,3,ward,UwV83HsGsw3
26,5.182339149797494,usable,0,6.501184535469482,3,22,22,12,all26,ospa30,3,ward,UwV83HsGsw3
27,-1.9689351766072096,usable,0,-1.8091401706810728,1,71,71,12,all26,ospa30,3,ward,UwV83HsGsw3
28,-1.5216957107972937,usable,0,-1.8091401706810728,1,77,77,16,all26,ospa30,3,ward,UwV83HsGsw3
29,0.2950314078054029,usable,0,-0.01990516918655624,2,76,76,16,all26,ospa30,3,ward,UwV83HsGsw3
30,0.07212850748724181,usable,0,-0.01990516918655624,2,78,78,16,all26,ospa30,3,ward,UwV83HsGsw3
31,-0.032530333980069284,usable,0,-0.01990516918655624,2,85,85,18,all26,ospa30,3,ward,UwV83HsGsw3
32,-0.2715838611353771,usable,0,-0.01990516918655624,2,82,82,17,all26,ospa30,3,ward,UwV83HsGsw3
33,-1.318821669392052,usable,0,-1.8091401706810728,1,82,82,17,all26,ospa30,3,ward,UwV83HsGsw3
34,1.3942722876714602,usable,0,-0.01990516918655624,2,96,96,18,all26,ospa30,3,ward,UwV83HsGsw3
35,0.23425193840828437,usable,0,-0.01990516918655624,2,75,75,17,all26,ospa30,3,ward,UwV83HsGsw3
36,-0.775157730474682,usable,0,-0.01990516918655624,2,82,82,18,all26,ospa30,3,ward,UwV83HsGsw3
37,1.982555347336803,usable,0,-0.01990516918655624,2,78,78,17,all26,ospa30,3,ward,UwV83HsGsw3
6,-0.33949789321190676,usable,0,-0.01990516918655624,2,79,79,17,all26,ospa30,3,ward,UwV83HsGsw3
8,-0.9157117677008706,usable,0,-0.01990516918655624,2,76,76,17,all26,ospa30,3,ward,UwV83HsGsw3
1,-0.07617758474356671,usable,0,-0.24768103407864794,2,80,80,17,all26,ospa30,4,ward,UwV83HsGsw3
10,-0.38999718364553,usable,0,-0.24768103407864794,2,79,79,16,all26,ospa30,4,ward,UwV83HsGsw3
11,-0.21868762645794074,usable,0,-0.24768103407864794,2,79,79,16,all26,ospa30,4,ward,UwV83HsGsw3
12,0.1986753277670923,usable,0,-0.24768103407864794,2,75,75,16,all26,ospa30,4,ward,UwV83HsGsw3
13,-0.2024570825029644,usable,0,-0.24768103407864794,2,76,76,17,all26,ospa30,4,ward,UwV83HsGsw3
14,-0.6087535385853927,usable,0,-0.24768103407864794,2,70,70,12,all26,ospa30,4,ward,UwV83HsGsw3
15,-1.34962940382599,usable,0,-1.8091401706810728,1,78,78,18,all26,ospa30,4,ward,UwV83HsGsw3
17,-1.4641881359263356,usable,0,-1.8091401706810728,1,78,78,18,all26,ospa30,4,ward,UwV83HsGsw3
18,-1.8939638147290638,usable,0,-1.8091401706810728,1,69,69,12,all26,ospa30,4,ward,UwV83HsGsw3
19,7.820029921141471,usable,0,6.501184535469482,4,43,43,12,all26,ospa30,4,ward,UwV83HsGsw3
2,-3.1467472834895656,usable,0,-1.8091401706810728,1,75,75,15,all26,ospa30,4,ward,UwV83HsGsw3
21,-0.6847480902094403,usable,0,-0.24768103407864794,2,43,43,12,all26,ospa30,4,ward,UwV83HsGsw3
26,5.182339149797494,usable,0,6.501184535469482,4,22,22,12,all26,ospa30,4,ward,UwV83HsGsw3
27,-1.9689351766072096,usable,0,-1.8091401706810728,1,71,71,12,all26,ospa30,4,ward,UwV83HsGsw3
28,-1.5216957107972937,usable,0,-1.8091401706810728,1,77,77,16,all26,ospa30,4,ward,UwV83HsGsw3
29,0.2950314078054029,usable,0,-0.24768103407864794,2,76,76,16,all26,ospa30,4,ward,UwV83HsGsw3
30,0.07212850748724181,usable,0,-0.24768103407864794,2,78,78,16,all26,ospa30,4,ward,UwV83HsGsw3
31,-0.032530333980069284,usable,0,-0.24768103407864794,2,85,85,18,all26,ospa30,4,ward,UwV83HsGsw3
32,-0.2715838611353771,usable,0,-0.24768103407864794,2,82,82,17,all26,ospa30,4,ward,UwV83HsGsw3
33,-1.318821669392052,usable,0,-1.8091401706810728,1,82,82,17,all26,ospa30,4,ward,UwV83HsGsw3
34,1.3942722876714602,usable,0,1.6884138175041317,3,96,96,18,all26,ospa30,4,ward,UwV83HsGsw3
35,0.23425193840828437,usable,0,-0.24768103407864794,2,75,75,17,all26,ospa30,4,ward,UwV83HsGsw3
36,-0.775157730474682,usable,0,-0.24768103407864794,2,82,82,18,all26,ospa30,4,ward,UwV83HsGsw3
37,1.982555347336803,usable,0,1.6884138175041317,3,78,78,17,all26,ospa30,4,ward,UwV83HsGsw3
6,-0.33949789321190676,usable,0,-0.24768103407864794,2,79,79,17,all26,ospa30,4,ward,UwV83HsGsw3
8,-0.9157117677008706,usable,0,-0.24768103407864794,2,76,76,17,all26,ospa30,4,ward,UwV83HsGsw3
1,-0.07617758474356671,usable,0,-0.24768103407864794,2,80,80,17,all26,ospa30,5,ward,UwV83HsGsw3
10,-0.38999718364553,usable,0,-0.24768103407864794,2,79,79,16,all26,ospa30,5,ward,UwV83HsGsw3
11,-0.21868762645794074,usable,0,-0.24768103407864794,2,79,79,16,all26,ospa30,5,ward,UwV83HsGsw3
12,0.1986753277670923,usable,0,-0.24768103407864794,2,75,75,16,all26,ospa30,5,ward,UwV83HsGsw3
13,-0.2024570825029644,usable,0,-0.24768103407864794,2,76,76,17,all26,ospa30,5,ward,UwV83HsGsw3
14,-0.6087535385853927,usable,0,-0.24768103407864794,2,70,70,12,all26,ospa30,5,ward,UwV83HsGsw3
15,-1.34962940382599,usable,0,-1.8091401706810728,1,78,78,18,all26,ospa30,5,ward,UwV83HsGsw3
17,-1.4641881359263356,usable,0,-1.8091401706810728,1,78,78,18,all26,ospa30,5,ward,UwV83HsGsw3
18,-1.8939638147290638,usable,0,-1.8091401706810728,1,69,69,12,all26,ospa30,5,ward,UwV83HsGsw3
19,7.820029921141471,usable,0,7.820029921141471,5,43,43,12,all26,ospa30,5,ward,UwV83HsGsw3
2,-3.1467472834895656,usable,0,-1.8091401706810728,1,75,75,15,all26,ospa30,5,ward,UwV83HsGsw3
21,-0.6847480902094403,usable,0,-0.24768103407864794,2,43,43,12,all26,ospa30,5,ward,UwV83HsGsw3
26,5.182339149797494,usable,0,5.182339149797494,4,22,22,12,all26,ospa30,5,ward,UwV83HsGsw3
27,-1.9689351766072096,usable,0,-1.8091401706810728,1,71,71,12,all26,ospa30,5,ward,UwV83HsGsw3
28,-1.5216957107972937,usable,0,-1.8091401706810728,1,77,77,16,all26,ospa30,5,ward,UwV83HsGsw3
29,0.2950314078054029,usable,0,-0.24768103407864794,2,76,76,16,all26,ospa30,5,ward,UwV83HsGsw3
30,0.07212850748724181,usable,0,-0.24768103407864794,2,78,78,16,all26,ospa30,5,ward,UwV83HsGsw3
31,-0.032530333980069284,usable,0,-0.24768103407864794,2,85,85,18,all26,ospa30,5,ward,UwV83HsGsw3
32,-0.2715838611353771,usable,0,-0.24768103407864794,2,82,82,17,all26,ospa30,5,ward,UwV83HsGsw3
33,-1.318821669392052,usable,0,-1.8091401706810728,1,82,82,17,all26,ospa30,5,ward,UwV83HsGsw3
34,1.3942722876714602,usable,0,1.6884138175041317,3,96,96,18,all26,ospa30,5,ward,UwV83HsGsw3
35,0.23425193840828437,usable,0,-0.24768103407864794,2,75,75,17,all26,ospa30,5,ward,UwV83HsGsw3
36,-0.775157730474682,usable,0,-0.24768103407864794,2,82,82,18,all26,ospa30,5,ward,UwV83HsGsw3
37,1.982555347336803,usable,0,1.6884138175041317,3,78,78,17,all26,ospa30,5,ward,UwV83HsGsw3
6,-0.33949789321190676,usable,0,-0.24768103407864794,2,79,79,17,all26,ospa30,5,ward,UwV83HsGsw3
8,-0.9157117677008706,usable,0,-0.24768103407864794,2,76,76,17,all26,ospa30,5,ward,UwV83HsGsw3
1,-0.15664886787254628,usable,0,1.2972233674335512,2,85,85,18,all26,ospa30,2,quantile,VFuaQ6m2Qom
10,-0.4131176069835117,usable,0,-1.2972233674335512,1,82,82,16,all26,ospa30,2,quantile,VFuaQ6m2Qom
11,-0.022211045009910904,usable,0,1.2972233674335512,2,82,82,16,all26,ospa30,2,quantile,VFuaQ6m2Qom
12,0.21175835600964782,usable,0,1.2972233674335512,2,78,78,17,all26,ospa30,2,quantile,VFuaQ6m2Qom
13,-0.2480706436173464,usable,0,1.2972233674335512,2,81,81,18,all26,ospa30,2,quantile,VFuaQ6m2Qom
14,-0.6010549798832776,usable,0,-1.2972233674335512,1,74,74,13,all26,ospa30,2,quantile,VFuaQ6m2Qom
15,-1.290459101193004,usable,0,-1.2972233674335512,1,82,82,19,all26,ospa30,2,quantile,VFuaQ6m2Qom
17,-1.5358367714152925,usable,0,-1.2972233674335512,1,81,81,18,all26,ospa30,2,quantile,VFuaQ6m2Qom
18,-2.0406070764716953,usable,0,-1.2972233674335512,1,74,74,13,all26,ospa30,2,quantile,VFuaQ6m2Qom
19,7.6006993615872,usable,0,1.2972233674335512,2,45,45,13,all26,ospa30,2,quantile,VFuaQ6m2Qom
2,-3.3673357871270975,usable,0,-1.2972233674335512,1,78,78,16,all26,ospa30,2,quantile,VFuaQ6m2Qom
21,-0.6654811328163033,usable,0,-1.2972233674335512,1,45,45,13,all26,ospa30,2,quantile,VFuaQ6m2Qom
26,5.182339149797496,usable,0,1.2972233674335512,2,22,22,12,all26,ospa30,2,quantile,VFuaQ6m2Qom
27,-2.309252902630901,usable,0,-1.2972233674335512,1,75,75,13,all26,ospa30,2,quantile,VFuaQ6m2Qom
28,-1.4708242420680249,usable,0,-1.2972233674335512,1,80,80,17,all26,ospa30,2,quantile,VFuaQ6m2Qom
29,0.37390990205918706,usable,0,1.2972233674335512,2,81,81,17,all26,ospa30,2,quantile,VFuaQ6m2Qom
30,-0.008238295302323383,usable,0,1.2972233674335512,2,81,81,16,all26,ospa30,2,quantile,VFuaQ6m2Qom
31,0.03530876919264481,usable,0,1.2972233674335512,2,86,86,18,all26,ospa30,2,quantile,VFuaQ6m2Qom
32,-0.094735344370635,usable,0,1.2972233674335512,2,86,86,17,all26,ospa30,2,quantile,VFuaQ6m2Qom
33,-1.2772583584453778,usable,0,-1.2972233674335512,1,85,85,17,all26,ospa30,2,quantile,VFuaQ6m2Qom
34,1.586709270852829,usable,0,1.2972233674335512,2,100,100,18,all26,ospa30,2,quantile,VFuaQ6m2Qom
35,0.3412891669457519,usable,0,1.2972233674335512,2,78,78,17,all26,ospa30,2,quantile,VFuaQ6m2Qom
36,-0.6037402694034701,usable,0,-1.2972233674335512,1,84,84,18,all26,ospa30,2,quantile,VFuaQ6m2Qom
37,2.061793996364168,usable,0,1.2972233674335512,2,81,81,17,all26,ospa30,2,quantile,VFuaQ6m2Qom
6,-0.4110725942761358,usable,0,-1.2972233674335512,1,83,83,18,all26,ospa30,2,quantile,VFuaQ6m2Qom
8,-0.8778629539220715,usable,0,-1.2972233674335512,1,80,80,18,all26,ospa30,2,quantile,VFuaQ6m2Qom
1,-0.15664886787254628,usable,0,-0.3188314189271042,2,85,85,18,all26,ospa30,3,quantile,VFuaQ6m2Qom
10,-0.4131176069835117,usable,0,-0.3188314189271042,2,82,82,16,all26,ospa30,3,quantile,VFuaQ6m2Qom
11,-0.022211045009910904,usable,0,-0.3188314189271042,2,82,82,16,all26,ospa30,3,quantile,VFuaQ6m2Qom
12,0.21175835600964782,usable,0,1.9317299641674002,3,78,78,17,all26,ospa30,3,quantile,VFuaQ6m2Qom
13,-0.2480706436173464,usable,0,-0.3188314189271042,2,81,81,18,all26,ospa30,3,quantile,VFuaQ6m2Qom
14,-0.6010549798832776,usable,0,-0.3188314189271042,2,74,74,13,all26,ospa30,3,quantile,VFuaQ6m2Qom
15,-1.290459101193004,usable,0,-1.6483242584544184,1,82,82,19,all26,ospa30,3,quantile,VFuaQ6m2Qom
17,-1.5358367714152925,usable,0,-1.6483242584544184,1,81,81,18,all26,ospa30,3,quantile,VFuaQ6m2Qom
18,-2.0406070764716953,usable,0,-1.6483242584544184,1,74,74,13,all26,ospa30,3,quantile,VFuaQ6m2Qom
19,7.6006993615872,usable,0,1.9317299641674002,3,45,45,13,all26,ospa30,3,quantile,VFuaQ6m2Qom
2,-3.3673357871270975,usable,0,-1.6483242584544184,1,78,78,16,all26,ospa30,3,quantile,VFuaQ6m2Qom
21,-0.6654811328163033,usable,0,-1.6483242584544184,1,45,45,13,all26,ospa30,3,quantile,VFuaQ6m2Qom
26,5.182339149797496,usable,0,1.9317299641674002,3,22,22,12,all26,ospa30,3,quantile,VFuaQ6m2Qom
27,-2.309252902630901,usable,0,-1.6483242584544184,1,75,75,13,all26,ospa30,3,quantile,VFuaQ6m2Qom
28,-1.4708242420680249,usable,0,-1.6483242584544184,1,80,80,17,all26,ospa30,3,quantile,VFuaQ6m2Qom
29,0.37390990205918706,usable,0,1.9317299641674002,3,81,81,17,all26,ospa30,3,quantile,VFuaQ6m2Qom
30,-0.008238295302323383,usable,0,1.9317299641674002,3,81,81,16,all26,ospa30,3,quantile,VFuaQ6m2Qom
31,0.03530876919264481,usable,0,1.9317299641674002,3,86,86,18,all26,ospa30,3,quantile,VFuaQ6m2Qom
32,-0.094735344370635,usable,0,-0.3188314189271042,2,86,86,17,all26,ospa30,3,quantile,VFuaQ6m2Qom
33,-1.2772583584453778,usable,0,-1.6483242584544184,1,85,85,17,all26,ospa30,3,quantile,VFuaQ6m2Qom
34,1.586709270852829,usable,0,1.9317299641674002,3,100,100,18,all26,ospa30,3,quantile,VFuaQ6m2Qom
35,0.3412891669457519,usable,0,1.9317299641674002,3,78,78,17,all26,ospa30,3,quantile,VFuaQ6m2Qom
36,-0.6037402694034701,usable,0,-0.3188314189271042,2,84,84,18,all26,ospa30,3,quantile,VFuaQ6m2Qom
37,2.061793996364168,usable,0,1.9317299641674002,3,81,81,17,all26,ospa30,3,quantile,VFuaQ6m2Qom
6,-0.4110725942761358,usable,0,-0.3188314189271042,2,83,83,18,all26,ospa30,3,quantile,VFuaQ6m2Qom
8,-0.8778629539220715,usable,0,-1.6483242584544184,1,80,80,18,all26,ospa30,3,quantile,VFuaQ6m2Qom
1,-0.15664886787254628,usable,0,-0.08243257116335286,3,85,85,18,all26,ospa30,4,quantile,VFuaQ6m2Qom
10,-0.4131176069835117,usable,0,-0.5953882562141283,2,82,82,16,all26,ospa30,4,quantile,VFuaQ6m2Qom
11,-0.022211045009910904,usable,0,-0.08243257116335286,3,82,82,16,all26,ospa30,4,quantile,VFuaQ6m2Qom
12,0.21175835600964782,usable,0,2.4797856005166112,4,78,78,17,all26,ospa30,4,quantile,VFuaQ6m2Qom
13,-0.2480706436173464,usable,0,-0.08243257116335286,3,81,81,18,all26,ospa30,4,quantile,VFuaQ6m2Qom
14,-0.6010549798832776,usable,0,-0.5953882562141283,2,74,74,13,all26,ospa30,4,quantile,VFuaQ6m2Qom
15,-1.290459101193004,usable,0,-1.8987963199073419,1,82,82,19,all26,ospa30,4,quantile,VFuaQ6m2Qom
17,-1.5358367714152925,usable,0,-1.8987963199073419,1,81,81,18,all26,ospa30,4,quantile,VFuaQ6m2Qom
18,-2.0406070764716953,usable,0,-1.8987963199073419,1,74,74,13,all26,ospa30,4,quantile,VFuaQ6m2Qom
19,7.6006993615872,usable,0,2.4797856005166112,4,45,45,13,all26,ospa30,4,quantile,VFuaQ6m2Qom
2,-3.3673357871270975,usable,0,-1.8987963199073419,1,78,78,16,all26,ospa30,4,quantile,VFuaQ6m2Qom
21,-0.6654811328163033,usable,0,-0.5953882562141283,2,45,45,13,all26,ospa30,4,quantile,VFuaQ6m2Qom
26,5.182339149797496,usable,0,2.4797856005166112,4,22,22,12,all26,ospa30,4,quantile,VFuaQ6m2Qom
27,-2.309252902630901,usable,0,-1.8987963199073419,1,75,75,13,all26,ospa30,4,quantile,VFuaQ6m2Qom
28,-1.4708242420680249,usable,0,-1.8987963199073419,1,80,80,17,all26,ospa30,4,quantile,VFuaQ6m2Qom
29,0.37390990205918706,usable,0,2.4797856005166112,4,81,81,17,all26,ospa30,4,quantile,VFuaQ6m2Qom
30,-0.008238295302323383,usable,0,-0.08243257116335286,3,81,81,16,all26,ospa30,4,quantile,VFuaQ6m2Qom
31,0.03530876919264481,usable,0,-0.08243257116335286,3,86,86,18,all26,ospa30,4,quantile,VFuaQ6m2Qom
32,-0.094735344370635,usable,0,-0.08243257116335286,3,86,86,17,all26,ospa30,4,quantile,VFuaQ6m2Qom
33,-1.2772583584453778,usable,0,-1.8987963199073419,1,85,85,17,all26,ospa30,4,quantile,VFuaQ6m2Qom
34,1.586709270852829,usable,0,2.4797856005166112,4,100,100,18,all26,ospa30,4,quantile,VFuaQ6m2Qom
35,0.3412891669457519,usable,0,2.4797856005166112,4,78,78,17,all26,ospa30,4,quantile,VFuaQ6m2Qom
36,-0.6037402694034701,usable,0,-0.5953882562141283,2,84,84,18,all26,ospa30,4,quantile,VFuaQ6m2Qom
37,2.061793996364168,usable,0,2.4797856005166112,4,81,81,17,all26,ospa30,4,quantile,VFuaQ6m2Qom
6,-0.4110725942761358,usable,0,-0.5953882562141283,2,83,83,18,all26,ospa30,4,quantile,VFuaQ6m2Qom
8,-0.8778629539220715,usable,0,-0.5953882562141283,2,80,80,18,all26,ospa30,4,quantile,VFuaQ6m2Qom
1,-0.15664886787254628,usable,0,-0.26472901142403504,3,85,85,18,all26,ospa30,5,quantile,VFuaQ6m2Qom
10,-0.4131176069835117,usable,0,-0.26472901142403504,3,82,82,16,all26,ospa30,5,quantile,VFuaQ6m2Qom
11,-0.022211045009910904,usable,0,0.11158139036716204,4,82,82,16,all26,ospa30,5,quantile,VFuaQ6m2Qom
12,0.21175835600964782,usable,0,0.11158139036716204,4,78,78,17,all26,ospa30,5,quantile,VFuaQ6m2Qom
13,-0.2480706436173464,usable,0,-0.26472901142403504,3,81,81,18,all26,ospa30,5,quantile,VFuaQ6m2Qom
14,-0.6010549798832776,usable,0,-0.8050795388941001,2,74,74,13,all26,ospa30,5,quantile,VFuaQ6m2Qom
15,-1.290459101193004,usable,0,-2.0023859801510024,1,82,82,19,all26,ospa30,5,quantile,VFuaQ6m2Qom
17,-1.5358367714152925,usable,0,-2.0023859801510024,1,81,81,18,all26,ospa30,5,quantile,VFuaQ6m2Qom
18,-2.0406070764716953,usable,0,-2.0023859801510024,1,74,74,13,all26,ospa30,5,quantile,VFuaQ6m2Qom
19,7.6006993615872,usable,0,3.3610903361321762,5,45,45,13,all26,ospa30,5,quantile,VFuaQ6m2Qom
2,-3.3673357871270975,usable,0,-2.0023859801510024,1,78,78,16,all26,ospa30,5,quantile,VFuaQ6m2Qom
21,-0.6654811328163033,usable,0,-0.8050795388941001,2,45,45,13,all26,ospa30,5,quantile,VFuaQ6m2Qom
26,5.182339149797496,usable,0,3.3610903361321762,5,22,22,12,all26,ospa30,5,quantile,VFuaQ6m2Qom
27,-2.309252902630901,usable,0,-2.0023859801510024,1,75,75,13,all26,ospa30,5,quantile,VFuaQ6m2Qom
28,-1.4708242420680249,usable,0,-2.0023859801510024,1,80,80,17,all26,ospa30,5,quantile,VFuaQ6m2Qom
29,0.37390990205918706,usable,0,3.3610903361321762,5,81,81,17,all26,ospa30,5,quantile,VFuaQ6m2Qom
30,-0.008238295302323383,usable,0,0.11158139036716204,4,81,81,16,all26,ospa30,5,quantile,VFuaQ6m2Qom
31,0.03530876919264481,usable,0,0.11158139036716204,4,86,86,18,all26,ospa30,5,quantile,VFuaQ6m2Qom
32,-0.094735344370635,usable,0,-0.26472901142403504,3,86,86,17,all26,ospa30,5,quantile,VFuaQ6m2Qom
33,-1.2772583584453778,usable,0,-0.8050795388941001,2,85,85,17,all26,ospa30,5,quantile,VFuaQ6m2Qom
34,1.586709270852829,usable,0,3.3610903361321762,5,100,100,18,all26,ospa30,5,quantile,VFuaQ6m2Qom
35,0.3412891669457519,usable,0,0.11158139036716204,4,78,78,17,all26,ospa30,5,quantile,VFuaQ6m2Qom
