image_id,config,k,early_stable_later_stable_n,early_stable_later_changing_n,early_stable_later_unknown_n,early_changing_later_stable_n,early_changing_later_changing_n,early_changing_later_unknown_n,early_unknown_later_stable_n,early_unknown_later_changing_n,early_unknown_later_unknown_n,lookahead,building_id,usable_n,paired_n,early_stable_n,early_stable_later_evaluable_n,early_stable_to_later_stable_rate,early_stable_to_later_changing_rate,early_stable_to_later_unknown_rate,early_stable_to_later_stable_rate_among_evaluable,later_lookahead,min_support,epsilon
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,ospa30_t6,2,145,36,0,0,7,0,0,0,12,1,7y3sRwLe3Va,25,200,181,181,0.8011049723756906,0.19889502762430938,0.0,0.8011049723756906,5,2,0.1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,ospa30_t6,2,145,21,0,0,22,0,0,0,12,2,7y3sRwLe3Va,25,200,166,166,0.8734939759036144,0.12650602409638553,0.0,0.8734939759036144,5,2,0.1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,ospa30_t6,2,145,14,0,0,29,0,0,0,12,3,7y3sRwLe3Va,25,200,159,159,0.9119496855345912,0.0880503144654088,0.0,0.9119496855345912,5,2,0.1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,ospa30_t6,3,139,46,0,0,15,0,0,0,0,1,7y3sRwLe3Va,25,200,185,185,0.7513513513513513,0.24864864864864866,0.0,0.7513513513513513,5,2,0.1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,ospa30_t6,3,139,20,0,0,41,0,0,0,0,2,7y3sRwLe3Va,25,200,159,159,0.8742138364779874,0.12578616352201258,0.0,0.8742138364779874,5,2,0.1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,ospa30_t6,3,139,12,0,0,49,0,0,0,0,3,7y3sRwLe3Va,25,200,151,151,0.9205298013245033,0.07947019867549669,0.0,0.9205298013245033,5,2,0.1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,ospa30_t6,4,135,58,0,0,7,0,0,0,0,1,7y3sRwLe3Va,25,200,193,193,0.6994818652849741,0.3005181347150259,0.0,0.6994818652849741,5,2,0.1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,ospa30_t6,4,135,50,0,0,15,0,0,0,0,2,7y3sRwLe3Va,25,200,185,185,0.7297297297297297,0.2702702702702703,0.0,0.7297297297297297,5,2,0.1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,ospa30_t6,4,135,10,0,0,55,0,0,0,0,3,7y3sRwLe3Va,25,200,145,145,0.9310344827586207,0.06896551724137931,0.0,0.9310344827586207,5,2,0.1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,q_0.925,2,145,36,0,0,7,0,0,0,12,1,7y3sRwLe3Va,25,200,181,181,0.8011049723756906,0.19889502762430938,0.0,0.8011049723756906,5,2,0.1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,q_0.925,2,145,21,0,0,22,0,0,0,12,2,7y3sRwLe3Va,25,200,166,166,0.8734939759036144,0.12650602409638553,0.0,0.8734939759036144,5,2,0.1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,q_0.925,2,145,14,0,0,29,0,0,0,12,3,7y3sRwLe3Va,25,200,159,159,0.9119496855345912,0.0880503144654088,0.0,0.9119496855345912,5,2,0.1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,q_0.925,3,139,46,0,0,15,0,0,0,0,1,7y3sRwLe3Va,25,200,185,185,0.7513513513513513,0.24864864864864866,0.0,0.7513513513513513,5,2,0.1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,q_0.925,3,139,20,0,0,41,0,0,0,0,2,7y3sRwLe3Va,25,200,159,159,0.8742138364779874,0.12578616352201258,0.0,0.8742138364779874,5,2,0.1
