code,image_id,condition,N,cut,view_a,view_b,count_a,count_b,different_membership_pairs,different_threshold_pairs
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,4,3.0,split_cyclic,split_free,3,3,0,0
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,4,3.0,bound_cyclic,bound_free,3,3,0,0
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,4,3.0,split_fixed,top_bottom_partition_intersection,3,3,0,0
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,4,6.0,split_fixed,bound_fixed,2,2,0,0
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,4,6.0,split_fixed,split_cyclic,2,2,0,0
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,4,6.0,bound_fixed,bound_cyclic,2,2,0,0
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,4,6.0,split_cyclic,split_free,2,2,0,0
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,4,6.0,bound_cyclic,bound_free,2,2,0,0
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,4,6.0,split_fixed,top_bottom_partition_intersection,2,2,0,0
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,4,9.0,split_fixed,bound_fixed,2,2,0,0
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,4,9.0,split_fixed,split_cyclic,2,2,0,0
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,4,9.0,bound_fixed,bound_cyclic,2,2,0,0
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,4,9.0,split_cyclic,split_free,2,2,0,0
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,4,9.0,bound_cyclic,bound_free,2,2,0,0
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,4,9.0,split_fixed,top_bottom_partition_intersection,2,2,0,0
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,4,12.0,split_fixed,bound_fixed,2,2,0,0
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,4,12.0,split_fixed,split_cyclic,2,2,0,0
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,4,12.0,bound_fixed,bound_cyclic,2,2,0,0
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,4,12.0,split_cyclic,split_free,2,2,0,0
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,4,12.0,bound_cyclic,bound_free,2,2,0,0
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,4,12.0,split_fixed,top_bottom_partition_intersection,2,2,0,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,3.0,split_fixed,bound_fixed,10,10,0,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,3.0,split_fixed,split_cyclic,10,10,0,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,3.0,bound_fixed,bound_cyclic,10,10,0,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,3.0,split_cyclic,split_free,10,10,0,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,3.0,bound_cyclic,bound_free,10,10,0,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,3.0,split_fixed,top_bottom_partition_intersection,10,13,11,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,6.0,split_fixed,bound_fixed,7,7,0,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,6.0,split_fixed,split_cyclic,7,7,0,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,6.0,bound_fixed,bound_cyclic,7,7,0,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,6.0,split_cyclic,split_free,7,7,0,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,6.0,bound_cyclic,bound_free,7,7,0,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,6.0,split_fixed,top_bottom_partition_intersection,7,7,0,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,9.0,split_fixed,bound_fixed,5,5,0,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,9.0,split_fixed,split_cyclic,5,5,0,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,9.0,bound_fixed,bound_cyclic,5,5,0,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,9.0,split_cyclic,split_free,5,5,0,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,9.0,bound_cyclic,bound_free,5,5,0,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,9.0,split_fixed,top_bottom_partition_intersection,5,6,2,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,12.0,split_fixed,bound_fixed,3,3,0,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,12.0,split_fixed,split_cyclic,3,3,0,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,12.0,bound_fixed,bound_cyclic,3,3,0,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,12.0,split_cyclic,split_free,3,3,0,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,12.0,bound_cyclic,bound_free,3,3,0,0
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,24,12.0,split_fixed,top_bottom_partition_intersection,3,3,0,0
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,3.0,split_fixed,bound_fixed,4,4,0,0
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,3.0,split_fixed,split_cyclic,4,4,0,0
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,3.0,bound_fixed,bound_cyclic,4,4,0,0
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,3.0,split_cyclic,split_free,4,4,0,0
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,3.0,bound_cyclic,bound_free,4,4,0,0
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,3.0,split_fixed,top_bottom_partition_intersection,4,4,0,0
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,6.0,split_fixed,bound_fixed,4,4,0,0
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,6.0,split_fixed,split_cyclic,4,4,0,0
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,6.0,bound_fixed,bound_cyclic,4,4,0,0
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,6.0,split_cyclic,split_free,4,4,0,0
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,6.0,bound_cyclic,bound_free,4,4,0,0
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,6.0,split_fixed,top_bottom_partition_intersection,4,4,0,0
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,9.0,split_fixed,bound_fixed,4,4,0,0
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,9.0,split_fixed,split_cyclic,4,4,0,0
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,9.0,bound_fixed,bound_cyclic,4,4,0,0
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,9.0,split_cyclic,split_free,4,4,0,0
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,9.0,bound_cyclic,bound_free,4,4,0,0
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,9.0,split_fixed,top_bottom_partition_intersection,4,4,0,0
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,12.0,split_fixed,bound_fixed,3,3,0,1
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,12.0,split_fixed,split_cyclic,3,3,0,0
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,12.0,bound_fixed,bound_cyclic,3,3,0,0
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,12.0,split_cyclic,split_free,3,3,0,1
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,12.0,bound_cyclic,bound_free,3,3,0,0
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,4,12.0,split_fixed,top_bottom_partition_intersection,3,3,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,3.0,split_fixed,bound_fixed,3,3,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,3.0,split_fixed,split_cyclic,3,3,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,3.0,bound_fixed,bound_cyclic,3,3,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,3.0,split_cyclic,split_free,3,3,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,3.0,bound_cyclic,bound_free,3,3,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,3.0,split_fixed,top_bottom_partition_intersection,3,3,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,6.0,split_fixed,bound_fixed,1,1,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,6.0,split_fixed,split_cyclic,1,1,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,6.0,bound_fixed,bound_cyclic,1,1,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,6.0,split_cyclic,split_free,1,1,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,6.0,bound_cyclic,bound_free,1,1,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,6.0,split_fixed,top_bottom_partition_intersection,1,1,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,9.0,split_fixed,bound_fixed,1,1,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,9.0,split_fixed,split_cyclic,1,1,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,9.0,bound_fixed,bound_cyclic,1,1,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,9.0,split_cyclic,split_free,1,1,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,9.0,bound_cyclic,bound_free,1,1,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,9.0,split_fixed,top_bottom_partition_intersection,1,1,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,12.0,split_fixed,bound_fixed,1,1,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,12.0,split_fixed,split_cyclic,1,1,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,12.0,bound_fixed,bound_cyclic,1,1,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,12.0,split_cyclic,split_free,1,1,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,12.0,bound_cyclic,bound_free,1,1,0,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,12.0,split_fixed,top_bottom_partition_intersection,1,1,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,3.0,split_fixed,bound_fixed,4,4,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,3.0,split_fixed,split_cyclic,4,4,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,3.0,bound_fixed,bound_cyclic,4,4,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,3.0,split_cyclic,split_free,4,4,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,3.0,bound_cyclic,bound_free,4,4,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,3.0,split_fixed,top_bottom_partition_intersection,4,4,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,6.0,split_fixed,bound_fixed,3,3,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,6.0,split_fixed,split_cyclic,3,3,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,6.0,bound_fixed,bound_cyclic,3,3,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,6.0,split_cyclic,split_free,3,3,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,6.0,bound_cyclic,bound_free,3,3,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,6.0,split_fixed,top_bottom_partition_intersection,3,3,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,9.0,split_fixed,bound_fixed,2,2,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,9.0,split_fixed,split_cyclic,2,2,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,9.0,bound_fixed,bound_cyclic,2,2,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,9.0,split_cyclic,split_free,2,2,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,9.0,bound_cyclic,bound_free,2,2,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,9.0,split_fixed,top_bottom_partition_intersection,2,2,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,12.0,split_fixed,bound_fixed,2,2,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,12.0,split_fixed,split_cyclic,2,2,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,12.0,bound_fixed,bound_cyclic,2,2,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,12.0,split_cyclic,split_free,2,2,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,12.0,bound_cyclic,bound_free,2,2,0,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,12.0,split_fixed,top_bottom_partition_intersection,2,2,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,3.0,split_fixed,bound_fixed,19,19,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,3.0,split_fixed,split_cyclic,19,19,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,3.0,bound_fixed,bound_cyclic,19,19,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,3.0,split_cyclic,split_free,19,19,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,3.0,bound_cyclic,bound_free,19,19,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,3.0,split_fixed,top_bottom_partition_intersection,19,19,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,6.0,split_fixed,bound_fixed,13,13,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,6.0,split_fixed,split_cyclic,13,13,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,6.0,bound_fixed,bound_cyclic,13,13,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,6.0,split_cyclic,split_free,13,13,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,6.0,bound_cyclic,bound_free,13,13,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,6.0,split_fixed,top_bottom_partition_intersection,13,17,9,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,9.0,split_fixed,bound_fixed,11,11,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,9.0,split_fixed,split_cyclic,11,11,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,9.0,bound_fixed,bound_cyclic,11,11,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,9.0,split_cyclic,split_free,11,11,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,9.0,bound_cyclic,bound_free,11,11,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,9.0,split_fixed,top_bottom_partition_intersection,11,12,10,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,12.0,split_fixed,bound_fixed,8,8,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,12.0,split_fixed,split_cyclic,8,8,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,12.0,bound_fixed,bound_cyclic,8,8,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,12.0,split_cyclic,split_free,8,8,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,12.0,bound_cyclic,bound_free,8,8,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,12.0,split_fixed,top_bottom_partition_intersection,8,9,1,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,3.0,split_fixed,bound_fixed,1,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,3.0,split_fixed,split_cyclic,1,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,3.0,bound_fixed,bound_cyclic,1,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,3.0,split_cyclic,split_free,1,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,3.0,bound_cyclic,bound_free,1,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,3.0,split_fixed,top_bottom_partition_intersection,1,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,6.0,split_fixed,bound_fixed,1,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,6.0,split_fixed,split_cyclic,1,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,6.0,bound_fixed,bound_cyclic,1,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,6.0,split_cyclic,split_free,1,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,6.0,bound_cyclic,bound_free,1,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,6.0,split_fixed,top_bottom_partition_intersection,1,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,9.0,split_fixed,bound_fixed,1,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,9.0,split_fixed,split_cyclic,1,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,9.0,bound_fixed,bound_cyclic,1,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,9.0,split_cyclic,split_free,1,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,9.0,bound_cyclic,bound_free,1,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,9.0,split_fixed,top_bottom_partition_intersection,1,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,12.0,split_fixed,bound_fixed,1,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,12.0,split_fixed,split_cyclic,1,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,12.0,bound_fixed,bound_cyclic,1,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,12.0,split_cyclic,split_free,1,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,12.0,bound_cyclic,bound_free,1,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,12.0,split_fixed,top_bottom_partition_intersection,1,1,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,2,3.0,split_fixed,bound_fixed,2,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,2,3.0,split_fixed,split_cyclic,2,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,2,3.0,bound_fixed,bound_cyclic,2,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,2,3.0,split_cyclic,split_free,2,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,2,3.0,bound_cyclic,bound_free,2,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,2,3.0,split_fixed,top_bottom_partition_intersection,2,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,2,6.0,split_fixed,bound_fixed,2,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,2,6.0,split_fixed,split_cyclic,2,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,2,6.0,bound_fixed,bound_cyclic,2,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,2,6.0,split_cyclic,split_free,2,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,2,6.0,bound_cyclic,bound_free,2,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,2,6.0,split_fixed,top_bottom_partition_intersection,2,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,2,9.0,split_fixed,bound_fixed,2,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,2,9.0,split_fixed,split_cyclic,2,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,2,9.0,bound_fixed,bound_cyclic,2,2,0,0
