code,image_id,condition,view,cut,N,compatible_pairs,compatible_pairs_split
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,split_fixed,6.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,split_fixed,9.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,split_fixed,12.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,bound_fixed,3.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,bound_fixed,6.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,bound_fixed,9.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,bound_fixed,12.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,split_cyclic,3.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,split_cyclic,6.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,split_cyclic,9.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,split_cyclic,12.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,bound_cyclic,3.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,bound_cyclic,6.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,bound_cyclic,9.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,bound_cyclic,12.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,split_free,3.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,split_free,6.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,split_free,9.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,split_free,12.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,bound_free,3.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,bound_free,6.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,bound_free,9.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,bound_free,12.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,top_fixed,3.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,top_fixed,6.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,top_fixed,9.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,top_fixed,12.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,bottom_fixed,3.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,bottom_fixed,6.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,bottom_fixed,9.0,1,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,bottom_fixed,12.0,1,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,count_only,0.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,split_fixed,3.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,split_fixed,6.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,split_fixed,9.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,split_fixed,12.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,bound_fixed,3.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,bound_fixed,6.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,bound_fixed,9.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,bound_fixed,12.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,split_cyclic,3.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,split_cyclic,6.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,split_cyclic,9.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,split_cyclic,12.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,bound_cyclic,3.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,bound_cyclic,6.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,bound_cyclic,9.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,bound_cyclic,12.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,split_free,3.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,split_free,6.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,split_free,9.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,split_free,12.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,bound_free,3.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,bound_free,6.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,bound_free,9.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,bound_free,12.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,top_fixed,3.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,top_fixed,6.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,top_fixed,9.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,top_fixed,12.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,bottom_fixed,3.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,bottom_fixed,6.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,bottom_fixed,9.0,2,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,bottom_fixed,12.0,2,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,count_only,0.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,split_fixed,3.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,split_fixed,6.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,split_fixed,9.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,split_fixed,12.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,bound_fixed,3.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,bound_fixed,6.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,bound_fixed,9.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,bound_fixed,12.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,split_cyclic,3.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,split_cyclic,6.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,split_cyclic,9.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,split_cyclic,12.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,bound_cyclic,3.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,bound_cyclic,6.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,bound_cyclic,9.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,bound_cyclic,12.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,split_free,3.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,split_free,6.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,split_free,9.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,split_free,12.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,bound_free,3.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,bound_free,6.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,bound_free,9.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,bound_free,12.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,top_fixed,3.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,top_fixed,6.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,top_fixed,9.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,top_fixed,12.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,bottom_fixed,3.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,bottom_fixed,6.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,bottom_fixed,9.0,1,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,bottom_fixed,12.0,1,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,count_only,0.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,split_fixed,3.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,split_fixed,6.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,split_fixed,9.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,split_fixed,12.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,bound_fixed,3.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,bound_fixed,6.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,bound_fixed,9.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,bound_fixed,12.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,split_cyclic,3.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,split_cyclic,6.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,split_cyclic,9.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,split_cyclic,12.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,bound_cyclic,3.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,bound_cyclic,6.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,bound_cyclic,9.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,bound_cyclic,12.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,split_free,3.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,split_free,6.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,split_free,9.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,split_free,12.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,bound_free,3.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,bound_free,6.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,bound_free,9.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,bound_free,12.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,top_fixed,3.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,top_fixed,6.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,top_fixed,9.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,top_fixed,12.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,bottom_fixed,3.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,bottom_fixed,6.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,bottom_fixed,9.0,2,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,bottom_fixed,12.0,2,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,count_only,0.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,split_fixed,3.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,split_fixed,6.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,split_fixed,9.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,split_fixed,12.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,bound_fixed,3.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,bound_fixed,6.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,bound_fixed,9.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,bound_fixed,12.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,split_cyclic,3.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,split_cyclic,6.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,split_cyclic,9.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,split_cyclic,12.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,bound_cyclic,3.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,bound_cyclic,6.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,bound_cyclic,9.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,bound_cyclic,12.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,split_free,3.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,split_free,6.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,split_free,9.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,split_free,12.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,bound_free,3.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,bound_free,6.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,bound_free,9.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,bound_free,12.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,top_fixed,3.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,top_fixed,6.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,top_fixed,9.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,top_fixed,12.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,bottom_fixed,3.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,bottom_fixed,6.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,bottom_fixed,9.0,1,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,bottom_fixed,12.0,1,0,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,count_only,0.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,split_fixed,3.0,4,2,1
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,split_fixed,6.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,split_fixed,9.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,split_fixed,12.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,bound_fixed,3.0,4,2,1
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,bound_fixed,6.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,bound_fixed,9.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,bound_fixed,12.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,split_cyclic,3.0,4,2,1
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,split_cyclic,6.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,split_cyclic,9.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,split_cyclic,12.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,bound_cyclic,3.0,4,2,1
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,bound_cyclic,6.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,bound_cyclic,9.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,bound_cyclic,12.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,split_free,3.0,4,2,1
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,split_free,6.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,split_free,9.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,split_free,12.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,bound_free,3.0,4,2,1
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,bound_free,6.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,bound_free,9.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,bound_free,12.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,top_fixed,3.0,4,2,1
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,top_fixed,6.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,top_fixed,9.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,top_fixed,12.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,bottom_fixed,3.0,4,2,1
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,bottom_fixed,6.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,bottom_fixed,9.0,4,3,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,bottom_fixed,12.0,4,3,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,count_only,0.0,2,1,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,split_fixed,3.0,2,0,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,split_fixed,6.0,2,1,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,split_fixed,9.0,2,1,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,split_fixed,12.0,2,1,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,bound_fixed,3.0,2,0,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,bound_fixed,6.0,2,1,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,bound_fixed,9.0,2,1,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,bound_fixed,12.0,2,1,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,split_cyclic,3.0,2,0,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,split_cyclic,6.0,2,1,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,split_cyclic,9.0,2,1,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,split_cyclic,12.0,2,1,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,bound_cyclic,3.0,2,0,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,bound_cyclic,6.0,2,1,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,bound_cyclic,9.0,2,1,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,bound_cyclic,12.0,2,1,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,split_free,3.0,2,0,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,split_free,6.0,2,1,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,split_free,9.0,2,1,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,split_free,12.0,2,1,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,bound_free,3.0,2,0,0
