image_id,code,condition,id_a,id_b,worker_a,worker_b,count_a,count_b,role_source_a,role_source_b,status,top_fixed,bottom_fixed,split_fixed,split_fixed_mean,top_cyclic,top_shift,top_shift_margin_deg,top_free,bottom_cyclic,bottom_shift,bottom_shift_margin_deg,bottom_free,split_cyclic,split_free,bound_fixed,bound_cyclic,bound_free,bound_shift,bound_shift_margin_deg,bound_fixed_mean,same_fixed_correspondence,same_cyclic_correspondence
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,b7ad646fe3dc3b0d378e,3651a92290f6ddca5577,W008,W031,8,8,horizon_255_5_conditional_roles,horizon_255_5_conditional_roles,both_available,1.410075144914383,2.431040882111614,2.431040882111614,1.3935326591882622,1.410075144914383,0.0,78.19434100078212,1.410075144914383,2.431040882111614,0.0,79.67772733217589,2.431040882111614,2.431040882111614,2.431040882111614,2.431040882111614,2.431040882111614,2.431040882111614,0.0,79.67772733217589,1.3935326591882622,True,True
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,b7ad646fe3dc3b0d378e,17be19782ab6f1fa54ca,W008,W034,8,8,horizon_255_5_conditional_roles,horizon_255_5_conditional_roles,both_available,1.4333232358765542,4.202771667951151,4.202771667951151,1.6319780383735636,1.4333232358765542,0.0,78.4656792779824,1.4333232358765542,4.202771667951151,0.0,77.59846094171137,4.202771667951151,4.202771667951151,4.202771667951151,4.202771667951151,4.202771667951151,4.202771667951151,0.0,77.59846094171137,1.6319780383735636,True,True
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,3651a92290f6ddca5577,17be19782ab6f1fa54ca,W031,W034,8,8,horizon_255_5_conditional_roles,horizon_255_5_conditional_roles,both_available,0.7462572338505726,2.8007005572909622,2.8007005572909622,1.1200634235383606,0.7462572338505726,0.0,78.84096590662412,0.7462572338505726,2.8007005572909622,0.0,79.3025073602983,2.8007005572909622,2.8007005572909622,2.8007005572909622,2.8007005572909622,2.8007005572909622,2.8007005572909622,0.0,79.3025073602983,1.1200634235383606,True,True
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,8bdb2a37829bea126cde,06925f70038be9cf6628,W008,W031,8,8,horizon_255_5_conditional_roles,horizon_255_5_conditional_roles,both_available,1.4010961818929513,3.516535592807492,3.516535592807492,1.2564104548617254,1.4010961818929513,0.0,76.59222775524798,1.4010961818929513,3.516535592807492,0.0,71.71859883711726,3.516535592807492,3.516535592807492,3.516535592807492,3.516535592807492,3.516535592807492,3.516535592807492,0.0,74.47678834433344,1.2564104548617254,True,True
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,8bdb2a37829bea126cde,022a2edfc36f1862ff6d,W008,W034,8,8,horizon_255_5_conditional_roles,horizon_255_5_conditional_roles,both_available,0.9714891104689699,6.620613692190569,6.620613692190569,2.618252178518763,0.9714891104689699,0.0,76.99976900765301,0.9714891104689699,6.620613692190569,0.0,70.9518325327578,6.620613692190569,6.620613692190569,6.620613692190569,6.620613692190569,6.620613692190569,6.620613692190569,0.0,71.77911445468848,2.618252178518763,True,True
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,06925f70038be9cf6628,022a2edfc36f1862ff6d,W031,W034,8,8,horizon_255_5_conditional_roles,horizon_255_5_conditional_roles,both_available,1.0705799283958835,10.136471852041627,10.136471852041627,3.2421882803336084,1.0705799283958835,0.0,76.86308060464937,1.0705799283958835,10.136471852041627,0.0,67.06335876431149,10.136471852041627,10.136471852041627,10.136471852041627,10.136471852041627,10.136471852041627,10.136471852041627,0.0,67.79718868100363,3.2421882803336084,True,True
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,9ba553c8c79977374da6,bd14297e6f34d6705898,W006,W010,8,8,horizon_255_5_conditional_roles,horizon_255_5_conditional_roles,both_available,0.0,0.0,0.0,0.0,0.0,0.0,117.88551173581291,0.0,0.0,0.0,111.46627770025192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.88551173581291,0.0,True,True
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,9ba553c8c79977374da6,a3e7b70ed81a76c41c0f,W006,W027,8,8,horizon_255_5_conditional_roles,horizon_255_5_conditional_roles,both_available,5.256941312801128,6.543726440636139,6.543726440636139,3.8707163369110162,5.256941312801128,0.0,116.28208403539018,5.256941312801128,6.543726440636139,0.0,105.53404898937548,6.543726440636139,6.543726440636139,6.543726440636139,6.543726440636139,6.543726440636139,6.543726440636139,0.0,114.99529890755518,3.8707163369110162,True,True
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,9ba553c8c79977374da6,98fc2a900301cecb1f95,W006,W028,8,8,horizon_255_5_conditional_roles,horizon_255_5_conditional_roles,both_available,3.9433462464341957,3.04721504726643,3.9433462464341957,2.0420484600130626,3.9433462464341957,0.0,113.33994541103161,3.9433462464341957,3.04721504726643,0.0,106.33433480735626,3.04721504726643,3.9433462464341957,3.9433462464341957,3.9433462464341957,3.9433462464341957,3.9433462464341957,0.0,113.33994541103161,2.0420484600130626,True,True
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,9ba553c8c79977374da6,d5c88ef7632f0c3ce88f,W006,W030,8,12,horizon_255_5_conditional_roles,horizon_255_5_conditional_roles,different_total_count,,,,,,,,,,,,,,,,,,,,,,
