condition,view,cut,worker,images,buildings,singletons,rate,peer_centered_rate,no_same_count_peer,singletons_with_close_peer
oos,bound_free,9.0,W029,9,6,3,0.3333333333333333,0.047179873266829805,0,0
oos,bound_free,9.0,W030,9,6,2,0.2222222222222222,-0.06898174289478637,1,0
oos,bound_free,9.0,W031,9,6,4,0.4444444444444444,0.16334148942844592,2,0
oos,bound_free,9.0,W032,9,6,6,0.6666666666666666,0.39544513457556935,2,0
oos,bound_free,9.0,W033,9,6,3,0.3333333333333333,0.047179873266829785,0,0
oos,bound_free,9.0,W034,9,6,6,0.6666666666666666,0.3956856348160696,1,0
oos,bound_free,9.0,W035,9,6,4,0.4444444444444444,0.16334148942844598,2,0
oos,bound_free,9.0,W036,9,6,5,0.5555555555555556,0.2790639312378443,0,0
oos,bound_free,9.0,W037,5,4,4,0.8,0.4494635798983625,1,0
oos,bound_free,12.0,W001,9,6,0,0.0,-0.27146203233159755,0,0
oos,bound_free,12.0,W002,9,6,0,0.0,-0.27146203233159755,0,0
oos,bound_free,12.0,W006,9,6,2,0.2222222222222222,-0.03935838718447413,0,0
oos,bound_free,12.0,W008,9,6,0,0.0,-0.27146203233159755,0,0
oos,bound_free,12.0,W010,9,6,2,0.2222222222222222,-0.039117886943973904,0,0
oos,bound_free,12.0,W011,9,6,2,0.2222222222222222,-0.03889829976786499,0,0
oos,bound_free,12.0,W012,8,5,4,0.5,0.23521315640880858,1,0
oos,bound_free,12.0,W013,9,6,0,0.0,-0.27146203233159755,0,0
oos,bound_free,12.0,W014,9,6,0,0.0,-0.27146203233159755,0,0
oos,bound_free,12.0,W015,9,6,0,0.0,-0.27146203233159755,0,0
oos,bound_free,12.0,W017,8,6,1,0.125,-0.11543619424054206,0,0
oos,bound_free,12.0,W018,9,6,2,0.2222222222222222,-0.03913880000836522,0,0
oos,bound_free,12.0,W021,9,6,0,0.0,-0.27146203233159755,0,0
oos,bound_free,12.0,W027,8,6,4,0.5,0.27636222473178995,2,0
oos,bound_free,12.0,W028,8,6,3,0.375,0.14865659702616224,1,0
oos,bound_free,12.0,W029,9,6,3,0.3333333333333333,0.07704372921764228,0,0
oos,bound_free,12.0,W030,9,6,2,0.2222222222222222,-0.039117886943973904,1,0
oos,bound_free,12.0,W031,9,6,4,0.4444444444444444,0.19320534537925843,2,0
oos,bound_free,12.0,W032,9,6,5,0.5555555555555556,0.3091473743647657,2,0
oos,bound_free,12.0,W033,9,6,3,0.3333333333333333,0.07704372921764226,0,0
oos,bound_free,12.0,W034,9,6,6,0.6666666666666666,0.42554949076688203,1,0
oos,bound_free,12.0,W035,9,6,4,0.4444444444444444,0.19320534537925843,2,0
oos,bound_free,12.0,W036,9,6,4,0.4444444444444444,0.19298575820314953,0,0
oos,bound_free,12.0,W037,5,4,3,0.6,0.25815923207227554,1,0
oos,count_only,0.0,W001,9,6,0,0.0,-0.06530104356191312,0,0
oos,count_only,0.0,W002,9,6,0,0.0,-0.06530104356191312,0,0
oos,count_only,0.0,W006,9,6,0,0.0,-0.06530104356191312,0,0
oos,count_only,0.0,W008,9,6,0,0.0,-0.06530104356191312,0,0
oos,count_only,0.0,W010,9,6,0,0.0,-0.06530104356191312,0,0
oos,count_only,0.0,W011,9,6,0,0.0,-0.06530104356191312,0,0
oos,count_only,0.0,W012,8,5,1,0.125,0.06317052512704685,1,0
oos,count_only,0.0,W013,9,6,0,0.0,-0.06530104356191312,0,0
oos,count_only,0.0,W014,9,6,0,0.0,-0.06530104356191312,0,0
oos,count_only,0.0,W015,9,6,0,0.0,-0.06530104356191312,0,0
oos,count_only,0.0,W017,8,6,0,0.0,-0.05560653115000941,0,0
oos,count_only,0.0,W018,9,6,0,0.0,-0.06530104356191312,0,0
oos,count_only,0.0,W021,9,6,0,0.0,-0.06530104356191312,0,0
oos,count_only,0.0,W027,8,6,2,0.25,0.20551006964050442,2,0
oos,count_only,0.0,W028,8,6,1,0.125,0.07401656314699792,1,0
oos,count_only,0.0,W029,9,6,0,0.0,-0.06530104356191312,0,0
oos,count_only,0.0,W030,9,6,1,0.1111111111111111,0.051101072840203286,1,0
oos,count_only,0.0,W031,9,6,2,0.2222222222222222,0.1668026015852103,2,0
oos,count_only,0.0,W032,9,6,2,0.2222222222222222,0.16704310182571053,2,0
oos,count_only,0.0,W033,9,6,0,0.0,-0.06530104356191312,0,0
oos,count_only,0.0,W034,9,6,1,0.1111111111111111,0.05064098542359412,1,0
oos,count_only,0.0,W035,9,6,2,0.2222222222222222,0.1670431018257105,2,0
oos,count_only,0.0,W036,9,6,0,0.0,-0.06530104356191312,0,0
oos,count_only,0.0,W037,5,4,1,0.2,0.10150574063617541,1,0
oos,split_cyclic,6.0,W001,9,6,3,0.3333333333333333,-0.017619256749691527,0,2
oos,split_cyclic,6.0,W002,9,6,2,0.2222222222222222,-0.13402137315180795,0,1
oos,split_cyclic,6.0,W006,9,6,2,0.2222222222222222,-0.13402137315180793,0,0
oos,split_cyclic,6.0,W008,9,6,1,0.1111111111111111,-0.2501829893134241,0,0
oos,split_cyclic,6.0,W010,9,6,2,0.2222222222222222,-0.13378087291130766,0,0
oos,split_cyclic,6.0,W011,9,6,2,0.2222222222222222,-0.13356128573519876,0,0
oos,split_cyclic,6.0,W012,8,5,4,0.5,0.12871729719555808,1,0
oos,split_cyclic,6.0,W013,9,6,1,0.1111111111111111,-0.24996340213731516,0,1
oos,split_cyclic,6.0,W014,9,6,0,0.0,-0.3661250182989313,0,0
oos,split_cyclic,6.0,W015,9,6,0,0.0,-0.3661250182989313,0,0
oos,split_cyclic,6.0,W017,8,6,3,0.375,0.0451369282891022,0,0
oos,split_cyclic,6.0,W018,9,6,3,0.3333333333333333,-0.017640169814082847,0,0
oos,split_cyclic,6.0,W021,9,6,0,0.0,-0.3661250182989313,0,0
oos,split_cyclic,6.0,W027,8,6,4,0.5,0.17581874647092038,2,0
oos,split_cyclic,6.0,W028,8,6,3,0.375,0.05352437417654808,1,0
oos,split_cyclic,6.0,W029,9,6,3,0.3333333333333333,-0.017619256749691503,0,0
oos,split_cyclic,6.0,W030,9,6,4,0.4444444444444444,0.09854235941192464,1,1
oos,split_cyclic,6.0,W031,9,6,4,0.4444444444444444,0.09854235941192467,2,0
oos,split_cyclic,6.0,W032,9,6,6,0.6666666666666666,0.3306460045590481,2,0
oos,split_cyclic,6.0,W033,9,6,5,0.5555555555555556,0.2147039755735408,0,0
oos,split_cyclic,6.0,W034,9,6,6,0.6666666666666666,0.3308865047995483,1,0
oos,split_cyclic,6.0,W035,9,6,4,0.4444444444444444,0.09854235941192463,2,0
oos,split_cyclic,6.0,W036,9,6,6,0.6666666666666666,0.33042641738293915,0,0
oos,split_cyclic,6.0,W037,5,4,5,1.0,0.5869753434970827,1,0
oos,split_cyclic,9.0,W001,9,6,1,0.1111111111111111,-0.1851642721207939,0,0
oos,split_cyclic,9.0,W002,9,6,1,0.1111111111111111,-0.1851642721207939,0,0
oos,split_cyclic,9.0,W006,9,6,2,0.2222222222222222,-0.0692222431352866,0,0
oos,split_cyclic,9.0,W008,9,6,0,0.0,-0.30132588828240997,0,0
oos,split_cyclic,9.0,W010,9,6,2,0.2222222222222222,-0.06898174289478637,0,0
oos,split_cyclic,9.0,W011,9,6,2,0.2222222222222222,-0.06876215571867746,0,0
oos,split_cyclic,9.0,W012,8,5,4,0.5,0.20161631846414457,1,0
oos,split_cyclic,9.0,W013,9,6,0,0.0,-0.30132588828240997,0,0
oos,split_cyclic,9.0,W014,9,6,0,0.0,-0.30132588828240997,0,0
oos,split_cyclic,9.0,W015,9,6,0,0.0,-0.30132588828240997,0,0
oos,split_cyclic,9.0,W017,8,6,2,0.25,-0.018351214003387913,0,0
oos,split_cyclic,9.0,W018,9,6,2,0.2222222222222222,-0.06900265595917769,0,0
oos,split_cyclic,9.0,W021,9,6,0,0.0,-0.30132588828240997,0,0
oos,split_cyclic,9.0,W027,8,6,4,0.5,0.2427653867871259,2,0
oos,split_cyclic,9.0,W028,8,6,3,0.375,0.11505975908149821,1,0
oos,split_cyclic,9.0,W029,9,6,3,0.3333333333333333,0.047179873266829805,0,0
oos,split_cyclic,9.0,W030,9,6,2,0.2222222222222222,-0.06898174289478637,1,0
oos,split_cyclic,9.0,W031,9,6,4,0.4444444444444444,0.16334148942844592,2,0
oos,split_cyclic,9.0,W032,9,6,6,0.6666666666666666,0.39544513457556935,2,0
oos,split_cyclic,9.0,W033,9,6,3,0.3333333333333333,0.047179873266829785,0,0
oos,split_cyclic,9.0,W034,9,6,6,0.6666666666666666,0.3956856348160696,1,0
oos,split_cyclic,9.0,W035,9,6,4,0.4444444444444444,0.16334148942844598,2,0
oos,split_cyclic,9.0,W036,9,6,5,0.5555555555555556,0.2790639312378443,0,0
oos,split_cyclic,9.0,W037,5,4,4,0.8,0.4494635798983625,1,0
oos,split_cyclic,12.0,W001,9,6,0,0.0,-0.27146203233159755,0,0
oos,split_cyclic,12.0,W002,9,6,0,0.0,-0.27146203233159755,0,0
oos,split_cyclic,12.0,W006,9,6,2,0.2222222222222222,-0.03935838718447413,0,0
oos,split_cyclic,12.0,W008,9,6,0,0.0,-0.27146203233159755,0,0
oos,split_cyclic,12.0,W010,9,6,2,0.2222222222222222,-0.039117886943973904,0,0
oos,split_cyclic,12.0,W011,9,6,2,0.2222222222222222,-0.03889829976786499,0,0
oos,split_cyclic,12.0,W012,8,5,4,0.5,0.23521315640880858,1,0
oos,split_cyclic,12.0,W013,9,6,0,0.0,-0.27146203233159755,0,0
oos,split_cyclic,12.0,W014,9,6,0,0.0,-0.27146203233159755,0,0
oos,split_cyclic,12.0,W015,9,6,0,0.0,-0.27146203233159755,0,0
oos,split_cyclic,12.0,W017,8,6,1,0.125,-0.11543619424054206,0,0
oos,split_cyclic,12.0,W018,9,6,2,0.2222222222222222,-0.03913880000836522,0,0
oos,split_cyclic,12.0,W021,9,6,0,0.0,-0.27146203233159755,0,0
oos,split_cyclic,12.0,W027,8,6,4,0.5,0.27636222473178995,2,0
oos,split_cyclic,12.0,W028,8,6,3,0.375,0.14865659702616224,1,0
oos,split_cyclic,12.0,W029,9,6,3,0.3333333333333333,0.07704372921764228,0,0
oos,split_cyclic,12.0,W030,9,6,2,0.2222222222222222,-0.039117886943973904,1,0
oos,split_cyclic,12.0,W031,9,6,4,0.4444444444444444,0.19320534537925843,2,0
oos,split_cyclic,12.0,W032,9,6,5,0.5555555555555556,0.3091473743647657,2,0
oos,split_cyclic,12.0,W033,9,6,3,0.3333333333333333,0.07704372921764226,0,0
oos,split_cyclic,12.0,W034,9,6,6,0.6666666666666666,0.42554949076688203,1,0
oos,split_cyclic,12.0,W035,9,6,4,0.4444444444444444,0.19320534537925843,2,0
oos,split_cyclic,12.0,W036,9,6,4,0.4444444444444444,0.19298575820314953,0,0
oos,split_cyclic,12.0,W037,5,4,3,0.6,0.25815923207227554,1,0
oos,split_fixed,6.0,W001,9,6,3,0.3333333333333333,-0.017619256749691527,0,2
oos,split_fixed,6.0,W002,9,6,2,0.2222222222222222,-0.13402137315180795,0,1
oos,split_fixed,6.0,W006,9,6,2,0.2222222222222222,-0.13402137315180793,0,0
oos,split_fixed,6.0,W008,9,6,1,0.1111111111111111,-0.2501829893134241,0,0
oos,split_fixed,6.0,W010,9,6,2,0.2222222222222222,-0.13378087291130766,0,0
oos,split_fixed,6.0,W011,9,6,2,0.2222222222222222,-0.13356128573519876,0,0
oos,split_fixed,6.0,W012,8,5,4,0.5,0.12871729719555808,1,0
oos,split_fixed,6.0,W013,9,6,1,0.1111111111111111,-0.24996340213731516,0,1
oos,split_fixed,6.0,W014,9,6,0,0.0,-0.3661250182989313,0,0
oos,split_fixed,6.0,W015,9,6,0,0.0,-0.3661250182989313,0,0
oos,split_fixed,6.0,W017,8,6,3,0.375,0.0451369282891022,0,0
oos,split_fixed,6.0,W018,9,6,3,0.3333333333333333,-0.017640169814082847,0,0
oos,split_fixed,6.0,W021,9,6,0,0.0,-0.3661250182989313,0,0
oos,split_fixed,6.0,W027,8,6,4,0.5,0.17581874647092038,2,0
oos,split_fixed,6.0,W028,8,6,3,0.375,0.05352437417654808,1,0
oos,split_fixed,6.0,W029,9,6,3,0.3333333333333333,-0.017619256749691503,0,0
oos,split_fixed,6.0,W030,9,6,4,0.4444444444444444,0.09854235941192464,1,1
oos,split_fixed,6.0,W031,9,6,4,0.4444444444444444,0.09854235941192467,2,0
oos,split_fixed,6.0,W032,9,6,6,0.6666666666666666,0.3306460045590481,2,0
oos,split_fixed,6.0,W033,9,6,5,0.5555555555555556,0.2147039755735408,0,0
oos,split_fixed,6.0,W034,9,6,6,0.6666666666666666,0.3308865047995483,1,0
oos,split_fixed,6.0,W035,9,6,4,0.4444444444444444,0.09854235941192463,2,0
oos,split_fixed,6.0,W036,9,6,6,0.6666666666666666,0.33042641738293915,0,0
oos,split_fixed,6.0,W037,5,4,5,1.0,0.5869753434970827,1,0
oos,split_fixed,9.0,W001,9,6,1,0.1111111111111111,-0.1851642721207939,0,0
oos,split_fixed,9.0,W002,9,6,1,0.1111111111111111,-0.1851642721207939,0,0
oos,split_fixed,9.0,W006,9,6,2,0.2222222222222222,-0.0692222431352866,0,0
oos,split_fixed,9.0,W008,9,6,0,0.0,-0.30132588828240997,0,0
oos,split_fixed,9.0,W010,9,6,2,0.2222222222222222,-0.06898174289478637,0,0
oos,split_fixed,9.0,W011,9,6,2,0.2222222222222222,-0.06876215571867746,0,0
oos,split_fixed,9.0,W012,8,5,4,0.5,0.20161631846414457,1,0
oos,split_fixed,9.0,W013,9,6,0,0.0,-0.30132588828240997,0,0
oos,split_fixed,9.0,W014,9,6,0,0.0,-0.30132588828240997,0,0
oos,split_fixed,9.0,W015,9,6,0,0.0,-0.30132588828240997,0,0
oos,split_fixed,9.0,W017,8,6,2,0.25,-0.018351214003387913,0,0
oos,split_fixed,9.0,W018,9,6,2,0.2222222222222222,-0.06900265595917769,0,0
oos,split_fixed,9.0,W021,9,6,0,0.0,-0.30132588828240997,0,0
oos,split_fixed,9.0,W027,8,6,4,0.5,0.2427653867871259,2,0
oos,split_fixed,9.0,W028,8,6,3,0.375,0.11505975908149821,1,0
oos,split_fixed,9.0,W029,9,6,3,0.3333333333333333,0.047179873266829805,0,0
oos,split_fixed,9.0,W030,9,6,2,0.2222222222222222,-0.06898174289478637,1,0
oos,split_fixed,9.0,W031,9,6,4,0.4444444444444444,0.16334148942844592,2,0
oos,split_fixed,9.0,W032,9,6,6,0.6666666666666666,0.39544513457556935,2,0
oos,split_fixed,9.0,W033,9,6,3,0.3333333333333333,0.047179873266829785,0,0
oos,split_fixed,9.0,W034,9,6,6,0.6666666666666666,0.3956856348160696,1,0
oos,split_fixed,9.0,W035,9,6,4,0.4444444444444444,0.16334148942844598,2,0
oos,split_fixed,9.0,W036,9,6,5,0.5555555555555556,0.2790639312378443,0,0
oos,split_fixed,9.0,W037,5,4,4,0.8,0.4494635798983625,1,0
oos,split_fixed,12.0,W001,9,6,0,0.0,-0.27146203233159755,0,0
oos,split_fixed,12.0,W002,9,6,0,0.0,-0.27146203233159755,0,0
oos,split_fixed,12.0,W006,9,6,2,0.2222222222222222,-0.03935838718447413,0,0
oos,split_fixed,12.0,W008,9,6,0,0.0,-0.27146203233159755,0,0
oos,split_fixed,12.0,W010,9,6,2,0.2222222222222222,-0.039117886943973904,0,0
oos,split_fixed,12.0,W011,9,6,2,0.2222222222222222,-0.03889829976786499,0,0
oos,split_fixed,12.0,W012,8,5,4,0.5,0.23521315640880858,1,0
oos,split_fixed,12.0,W013,9,6,0,0.0,-0.27146203233159755,0,0
oos,split_fixed,12.0,W014,9,6,0,0.0,-0.27146203233159755,0,0
oos,split_fixed,12.0,W015,9,6,0,0.0,-0.27146203233159755,0,0
oos,split_fixed,12.0,W017,8,6,1,0.125,-0.11543619424054206,0,0
oos,split_fixed,12.0,W018,9,6,2,0.2222222222222222,-0.03913880000836522,0,0
oos,split_fixed,12.0,W021,9,6,0,0.0,-0.27146203233159755,0,0
oos,split_fixed,12.0,W027,8,6,4,0.5,0.27636222473178995,2,0
oos,split_fixed,12.0,W028,8,6,3,0.375,0.14865659702616224,1,0
oos,split_fixed,12.0,W029,9,6,3,0.3333333333333333,0.07704372921764228,0,0
oos,split_fixed,12.0,W030,9,6,2,0.2222222222222222,-0.039117886943973904,1,0
oos,split_fixed,12.0,W031,9,6,4,0.4444444444444444,0.19320534537925843,2,0
oos,split_fixed,12.0,W032,9,6,5,0.5555555555555556,0.3091473743647657,2,0
oos,split_fixed,12.0,W033,9,6,3,0.3333333333333333,0.07704372921764226,0,0
oos,split_fixed,12.0,W034,9,6,6,0.6666666666666666,0.42554949076688203,1,0
oos,split_fixed,12.0,W035,9,6,4,0.4444444444444444,0.19320534537925843,2,0
oos,split_fixed,12.0,W036,9,6,4,0.4444444444444444,0.19298575820314953,0,0
oos,split_fixed,12.0,W037,5,4,3,0.6,0.25815923207227554,1,0
oos,split_free,6.0,W001,9,6,3,0.3333333333333333,-0.017619256749691527,0,2
oos,split_free,6.0,W002,9,6,2,0.2222222222222222,-0.13402137315180795,0,1
oos,split_free,6.0,W006,9,6,2,0.2222222222222222,-0.13402137315180793,0,0
oos,split_free,6.0,W008,9,6,1,0.1111111111111111,-0.2501829893134241,0,0
oos,split_free,6.0,W010,9,6,2,0.2222222222222222,-0.13378087291130766,0,0
oos,split_free,6.0,W011,9,6,2,0.2222222222222222,-0.13356128573519876,0,0
oos,split_free,6.0,W012,8,5,4,0.5,0.12871729719555808,1,0
oos,split_free,6.0,W013,9,6,1,0.1111111111111111,-0.24996340213731516,0,1
oos,split_free,6.0,W014,9,6,0,0.0,-0.3661250182989313,0,0
oos,split_free,6.0,W015,9,6,0,0.0,-0.3661250182989313,0,0
oos,split_free,6.0,W017,8,6,3,0.375,0.0451369282891022,0,0
oos,split_free,6.0,W018,9,6,3,0.3333333333333333,-0.017640169814082847,0,0
oos,split_free,6.0,W021,9,6,0,0.0,-0.3661250182989313,0,0
oos,split_free,6.0,W027,8,6,4,0.5,0.17581874647092038,2,0
oos,split_free,6.0,W028,8,6,3,0.375,0.05352437417654808,1,0
oos,split_free,6.0,W029,9,6,3,0.3333333333333333,-0.017619256749691503,0,0
oos,split_free,6.0,W030,9,6,4,0.4444444444444444,0.09854235941192464,1,1
oos,split_free,6.0,W031,9,6,4,0.4444444444444444,0.09854235941192467,2,0
oos,split_free,6.0,W032,9,6,6,0.6666666666666666,0.3306460045590481,2,0
oos,split_free,6.0,W033,9,6,5,0.5555555555555556,0.2147039755735408,0,0
oos,split_free,6.0,W034,9,6,6,0.6666666666666666,0.3308865047995483,1,0
oos,split_free,6.0,W035,9,6,4,0.4444444444444444,0.09854235941192463,2,0
oos,split_free,6.0,W036,9,6,6,0.6666666666666666,0.33042641738293915,0,0
oos,split_free,6.0,W037,5,4,5,1.0,0.5869753434970827,1,0
oos,split_free,9.0,W001,9,6,1,0.1111111111111111,-0.1851642721207939,0,0
oos,split_free,9.0,W002,9,6,1,0.1111111111111111,-0.1851642721207939,0,0
oos,split_free,9.0,W006,9,6,2,0.2222222222222222,-0.0692222431352866,0,0
oos,split_free,9.0,W008,9,6,0,0.0,-0.30132588828240997,0,0
oos,split_free,9.0,W010,9,6,2,0.2222222222222222,-0.06898174289478637,0,0
oos,split_free,9.0,W011,9,6,2,0.2222222222222222,-0.06876215571867746,0,0
oos,split_free,9.0,W012,8,5,4,0.5,0.20161631846414457,1,0
oos,split_free,9.0,W013,9,6,0,0.0,-0.30132588828240997,0,0
oos,split_free,9.0,W014,9,6,0,0.0,-0.30132588828240997,0,0
oos,split_free,9.0,W015,9,6,0,0.0,-0.30132588828240997,0,0
oos,split_free,9.0,W017,8,6,2,0.25,-0.018351214003387913,0,0
oos,split_free,9.0,W018,9,6,2,0.2222222222222222,-0.06900265595917769,0,0
oos,split_free,9.0,W021,9,6,0,0.0,-0.30132588828240997,0,0
oos,split_free,9.0,W027,8,6,4,0.5,0.2427653867871259,2,0
oos,split_free,9.0,W028,8,6,3,0.375,0.11505975908149821,1,0
oos,split_free,9.0,W029,9,6,3,0.3333333333333333,0.047179873266829805,0,0
oos,split_free,9.0,W030,9,6,2,0.2222222222222222,-0.06898174289478637,1,0
oos,split_free,9.0,W031,9,6,4,0.4444444444444444,0.16334148942844592,2,0
oos,split_free,9.0,W032,9,6,6,0.6666666666666666,0.39544513457556935,2,0
oos,split_free,9.0,W033,9,6,3,0.3333333333333333,0.047179873266829785,0,0
oos,split_free,9.0,W034,9,6,6,0.6666666666666666,0.3956856348160696,1,0
oos,split_free,9.0,W035,9,6,4,0.4444444444444444,0.16334148942844598,2,0
oos,split_free,9.0,W036,9,6,5,0.5555555555555556,0.2790639312378443,0,0
oos,split_free,9.0,W037,5,4,4,0.8,0.4494635798983625,1,0
oos,split_free,12.0,W001,9,6,0,0.0,-0.27146203233159755,0,0
oos,split_free,12.0,W002,9,6,0,0.0,-0.27146203233159755,0,0
oos,split_free,12.0,W006,9,6,2,0.2222222222222222,-0.03935838718447413,0,0
oos,split_free,12.0,W008,9,6,0,0.0,-0.27146203233159755,0,0
oos,split_free,12.0,W010,9,6,2,0.2222222222222222,-0.039117886943973904,0,0
oos,split_free,12.0,W011,9,6,2,0.2222222222222222,-0.03889829976786499,0,0
oos,split_free,12.0,W012,8,5,4,0.5,0.23521315640880858,1,0
oos,split_free,12.0,W013,9,6,0,0.0,-0.27146203233159755,0,0
oos,split_free,12.0,W014,9,6,0,0.0,-0.27146203233159755,0,0
oos,split_free,12.0,W015,9,6,0,0.0,-0.27146203233159755,0,0
oos,split_free,12.0,W017,8,6,1,0.125,-0.11543619424054206,0,0
oos,split_free,12.0,W018,9,6,2,0.2222222222222222,-0.03913880000836522,0,0
oos,split_free,12.0,W021,9,6,0,0.0,-0.27146203233159755,0,0
oos,split_free,12.0,W027,8,6,4,0.5,0.27636222473178995,2,0
oos,split_free,12.0,W028,8,6,3,0.375,0.14865659702616224,1,0
oos,split_free,12.0,W029,9,6,3,0.3333333333333333,0.07704372921764228,0,0
oos,split_free,12.0,W030,9,6,2,0.2222222222222222,-0.039117886943973904,1,0
oos,split_free,12.0,W031,9,6,4,0.4444444444444444,0.19320534537925843,2,0
oos,split_free,12.0,W032,9,6,5,0.5555555555555556,0.3091473743647657,2,0
oos,split_free,12.0,W033,9,6,3,0.3333333333333333,0.07704372921764226,0,0
oos,split_free,12.0,W034,9,6,6,0.6666666666666666,0.42554949076688203,1,0
oos,split_free,12.0,W035,9,6,4,0.4444444444444444,0.19320534537925843,2,0
oos,split_free,12.0,W036,9,6,4,0.4444444444444444,0.19298575820314953,0,0
oos,split_free,12.0,W037,5,4,3,0.6,0.25815923207227554,1,0
semi,bound_cyclic,6.0,W001,19,9,10,0.5263157894736842,0.41262246525404417,1,3
semi,bound_cyclic,6.0,W002,19,10,0,0.0,-0.14428363398615116,0,0
semi,bound_cyclic,6.0,W006,18,10,0,0.0,-0.12452161365204845,0,0
semi,bound_cyclic,6.0,W008,19,10,1,0.05263157894736842,-0.06304793604564769,0,0
semi,bound_cyclic,6.0,W010,20,10,0,0.0,-0.13706945228684358,0,0
semi,bound_cyclic,6.0,W011,19,10,2,0.10526315789473684,-0.034443817052512704,2,0
semi,bound_cyclic,6.0,W012,19,10,10,0.5263157894736842,0.40534141678306435,0,5
semi,bound_cyclic,6.0,W013,19,10,0,0.0,-0.14428363398615116,0,0
semi,bound_cyclic,6.0,W014,21,11,1,0.047619047619047616,-0.11636999991037257,0,0
semi,bound_cyclic,6.0,W015,19,10,0,0.0,-0.11796784451246695,0,0
semi,bound_cyclic,6.0,W017,17,10,0,0.0,-0.10491746105556847,0,0
semi,bound_cyclic,6.0,W018,20,11,1,0.05,-0.09729672501411632,0,0
semi,bound_cyclic,6.0,W021,18,10,0,0.0,-0.12452161365204845,0,0
semi,bound_cyclic,6.0,W027,18,10,2,0.1111111111111111,-0.008239747370182161,1,0
semi,bound_cyclic,6.0,W028,19,11,1,0.05263157894736842,-0.07598789463778022,0,1
semi,bound_cyclic,6.0,W029,19,10,3,0.15789473684210525,0.03156359277640742,0,0
semi,bound_cyclic,6.0,W030,18,10,2,0.1111111111111111,-0.008349540958236618,0,1
semi,bound_cyclic,6.0,W031,21,10,4,0.19047619047619047,0.06427182203579719,3,0
semi,bound_cyclic,6.0,W032,19,10,4,0.21052631578947367,0.0865875162213835,2,0
semi,bound_cyclic,6.0,W033,18,10,0,0.0,-0.12452161365204845,0,0
semi,bound_cyclic,6.0,W034,19,11,6,0.3157894736842105,0.20958522789186404,1,0
semi,bound_cyclic,6.0,W035,19,10,4,0.21052631578947367,0.10192972549951955,0,1
semi,bound_cyclic,6.0,W036,18,9,0,0.0,-0.12055335968379446,0,0
semi,bound_cyclic,6.0,W037,17,10,6,0.35294117647058826,0.23958990710908867,1,0
semi,bound_cyclic,9.0,W001,19,9,6,0.3157894736842105,0.2304278482768185,1,1
semi,bound_cyclic,9.0,W002,19,10,0,0.0,-0.09951756862512011,0,0
semi,bound_cyclic,9.0,W006,18,10,0,0.0,-0.077268544659849,0,0
semi,bound_cyclic,9.0,W008,19,10,1,0.05263157894736842,-0.01828187068461668,0,0
semi,bound_cyclic,9.0,W010,20,10,0,0.0,-0.09454169019386409,0,0
semi,bound_cyclic,9.0,W011,19,10,2,0.10526315789473684,0.010322248308518342,2,0
semi,bound_cyclic,9.0,W012,19,10,5,0.2631578947368421,0.18856181956868454,0,0
semi,bound_cyclic,9.0,W013,19,10,0,0.0,-0.09951756862512011,0,0
semi,bound_cyclic,9.0,W014,21,11,0,0.0,-0.11384922875606106,0,0
semi,bound_cyclic,9.0,W015,19,10,0,0.0,-0.0732017791514359,0,0
semi,bound_cyclic,9.0,W017,17,10,0,0.0,-0.06608928156242734,0,0
semi,bound_cyclic,9.0,W018,20,11,0,0.0,-0.0945416901938641,0,0
semi,bound_cyclic,9.0,W021,18,10,0,0.0,-0.077268544659849,0,0
semi,bound_cyclic,9.0,W027,18,10,2,0.1111111111111111,0.03901332162201729,1,1
semi,bound_cyclic,9.0,W028,19,11,0,0.0,-0.086359673888278,0,0
semi,bound_cyclic,9.0,W029,19,10,3,0.15789473684210525,0.07632965813743846,0,2
semi,bound_cyclic,9.0,W030,18,10,0,0.0,-0.077268544659849,0,0
semi,bound_cyclic,9.0,W031,21,10,4,0.19047619047619047,0.11667921450530147,3,0
semi,bound_cyclic,9.0,W032,19,10,3,0.15789473684210525,0.07621573697088571,2,0
semi,bound_cyclic,9.0,W033,18,10,0,0.0,-0.077268544659849,0,0
semi,bound_cyclic,9.0,W034,19,11,5,0.2631578947368421,0.199327369807919,1,0
semi,bound_cyclic,9.0,W035,19,10,2,0.10526315789473684,0.03685597392691216,0,0
semi,bound_cyclic,9.0,W036,18,9,0,0.0,-0.08388230127360562,0,0
semi,bound_cyclic,9.0,W037,17,10,4,0.23529411764705882,0.1667441680229404,1,0
semi,bound_cyclic,12.0,W001,19,9,5,0.2631578947368421,0.1825908645130613,1,2
semi,bound_cyclic,12.0,W002,19,10,0,0.0,-0.0815650787046668,0,0
semi,bound_cyclic,12.0,W006,18,10,0,0.0,-0.0722075830771483,0,0
semi,bound_cyclic,12.0,W008,19,10,1,0.05263157894736842,-0.013487275501005475,0,0
semi,bound_cyclic,12.0,W010,20,10,0,0.0,-0.07748682476943346,0,0
semi,bound_cyclic,12.0,W011,19,10,2,0.10526315789473684,0.028274738228971648,2,0
semi,bound_cyclic,12.0,W012,19,10,5,0.2631578947368421,0.19335641475229576,0,2
semi,bound_cyclic,12.0,W013,19,10,0,0.0,-0.0815650787046668,0,0
semi,bound_cyclic,12.0,W014,21,11,0,0.0,-0.0976064997804128,0,0
semi,bound_cyclic,12.0,W015,19,10,0,0.0,-0.06840718396782469,0,0
