image_id,building,condition,n_available_people,horizon,prefix,future_people,repetitions,cut,future_topology_coverage,future_geometry_coverage_allow_singleton,future_supported_geometry_coverage,mean_supported_clusters,probability_both_future_supported,unsupported_both_fraction
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,24,10,2,2,200,0.05,0.9325,0.63,0.345,0.525,0.225,0.535
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,24,10,3,2,200,0.05,0.94,0.68,0.52,0.8,0.35,0.31
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,24,10,5,2,200,0.05,0.9425,0.71,0.6925,1.06,0.475,0.09
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,24,10,8,2,200,0.05,0.955,0.725,0.7025,1.155,0.48,0.075
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,24,10,2,2,200,0.1,0.9325,0.915,0.73,0.81,0.655,0.195
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,24,10,3,2,200,0.1,0.94,0.925,0.8975,1,0.815,0.02
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,24,10,5,2,200,0.1,0.9425,0.9425,0.9325,1.08,0.865,0
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,24,10,8,2,200,0.1,0.955,0.955,0.9325,1.175,0.865,0
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,24,10,2,2,200,0.2,0.9325,0.9325,0.7825,0.85,0.72,0.155
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,24,10,3,2,200,0.2,0.94,0.94,0.9125,1,0.845,0.02
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,24,10,5,2,200,0.2,0.9425,0.9425,0.9325,1.06,0.865,0
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,24,10,8,2,200,0.2,0.955,0.955,0.9325,1.115,0.865,0
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,24,10,2,2,200,0.05,1,0.745,0.455,0.645,0.325,0.415
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,24,10,3,2,200,0.05,1,0.8175,0.6825,0.92,0.51,0.145
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,24,10,5,2,200,0.05,1,0.8575,0.8275,1.425,0.685,0.03
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,24,10,8,2,200,0.05,1,0.89,0.875,1.85,0.76,0.01
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,24,10,2,2,200,0.1,1,0.9475,0.8825,0.935,0.83,0.065
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,24,10,3,2,200,0.1,1,0.955,0.95,1,0.9,0
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,24,10,5,2,200,0.1,1,0.9675,0.9625,1.01,0.925,0
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,24,10,8,2,200,0.1,1,0.965,0.9575,1.065,0.915,0
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,24,10,2,2,200,0.2,1,1,1,1,1,0
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,24,10,3,2,200,0.2,1,1,1,1,1,0
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,24,10,5,2,200,0.2,1,1,1,1,1,0
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,24,10,8,2,200,0.2,1,1,1,1,1,0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,24,10,2,2,200,0.05,0.9225,0.52,0.2075,0.4,0.105,0.69
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,24,10,3,2,200,0.05,0.9275,0.58,0.3675,0.725,0.155,0.42
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,24,10,5,2,200,0.05,0.9275,0.6775,0.545,1.275,0.295,0.205
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,24,10,8,2,200,0.05,0.9275,0.7375,0.6575,1.93,0.445,0.13
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,24,10,2,2,200,0.1,0.9225,0.87,0.6725,0.765,0.6,0.255
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,24,10,3,2,200,0.1,0.9275,0.8975,0.865,0.975,0.77,0.04
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,24,10,5,2,200,0.1,0.9275,0.905,0.9,1.065,0.815,0.015
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,24,10,8,2,200,0.1,0.9275,0.91,0.91,1.23,0.83,0.01
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,24,10,2,2,200,0.2,0.9225,0.9225,0.7775,0.845,0.715,0.16
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,24,10,3,2,200,0.2,0.9275,0.9275,0.9225,0.995,0.855,0.01
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,24,10,5,2,200,0.2,0.9275,0.9275,0.9275,1,0.86,0.005
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,24,10,8,2,200,0.2,0.9275,0.9275,0.9275,1,0.86,0.005
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,23,10,2,2,200,0.05,0.92,0.8625,0.65,0.76,0.56,0.26
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,23,10,3,2,200,0.05,0.9225,0.8925,0.8525,0.985,0.745,0.04
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,23,10,5,2,200,0.05,0.935,0.9225,0.89,1.075,0.79,0.01
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,23,10,8,2,200,0.05,0.9425,0.9275,0.89,1.265,0.79,0.01
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,23,10,2,2,200,0.1,0.92,0.92,0.74,0.82,0.67,0.19
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,23,10,3,2,200,0.1,0.9225,0.9225,0.9,1,0.82,0.02
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,23,10,5,2,200,0.1,0.935,0.935,0.91,1.035,0.83,0.01
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,23,10,8,2,200,0.1,0.9425,0.9425,0.91,1.12,0.83,0.01
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,23,10,2,2,200,0.2,0.92,0.92,0.74,0.82,0.67,0.19
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,23,10,3,2,200,0.2,0.9225,0.9225,0.9,1,0.82,0.02
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,23,10,5,2,200,0.2,0.935,0.935,0.91,1.035,0.83,0.01
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,23,10,8,2,200,0.2,0.9425,0.9425,0.91,1.12,0.83,0.01
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,24,10,2,2,200,0.05,0.405,0.2325,0.0425,0.135,0.015,0.93
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,24,10,3,2,200,0.05,0.505,0.315,0.095,0.325,0.02,0.83
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,24,10,5,2,200,0.05,0.64,0.3975,0.1825,0.675,0.05,0.685
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,24,10,8,2,200,0.05,0.7275,0.4575,0.3475,1.24,0.12,0.425
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,24,10,2,2,200,0.1,0.405,0.385,0.0825,0.2,0.04,0.875
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,24,10,3,2,200,0.1,0.505,0.4725,0.195,0.47,0.065,0.675
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,24,10,5,2,200,0.1,0.64,0.5575,0.3625,0.95,0.145,0.42
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,24,10,8,2,200,0.1,0.7275,0.615,0.5225,1.555,0.275,0.23
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,24,10,2,2,200,0.2,0.405,0.4025,0.0825,0.21,0.04,0.875
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,24,10,3,2,200,0.2,0.505,0.4975,0.2025,0.51,0.065,0.66
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,24,10,5,2,200,0.2,0.64,0.6175,0.3675,1.1,0.145,0.41
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,24,10,8,2,200,0.2,0.7275,0.7,0.53,1.875,0.285,0.225
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,24,10,2,2,200,0.05,0.8525,0.705,0.3675,0.54,0.26,0.525
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,24,10,3,2,200,0.05,0.8825,0.78,0.6025,0.875,0.415,0.21
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,24,10,5,2,200,0.05,0.895,0.82,0.7525,1.245,0.555,0.05
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,24,10,8,2,200,0.05,0.915,0.875,0.825,1.745,0.68,0.03
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,24,10,2,2,200,0.1,0.8525,0.8525,0.59,0.7,0.49,0.31
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,24,10,3,2,200,0.1,0.8825,0.8825,0.8125,0.975,0.685,0.06
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,24,10,5,2,200,0.1,0.895,0.895,0.865,1.075,0.735,0.005
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,24,10,8,2,200,0.1,0.915,0.915,0.88,1.215,0.765,0.005
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,24,10,2,2,200,0.2,0.8525,0.8525,0.59,0.7,0.49,0.31
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,24,10,3,2,200,0.2,0.8825,0.8825,0.8125,0.975,0.685,0.06
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,24,10,5,2,200,0.2,0.895,0.895,0.865,1.075,0.735,0.005
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,24,10,8,2,200,0.2,0.915,0.915,0.88,1.215,0.765,0.005
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,23,10,2,2,200,0.05,0.955,0.545,0.2225,0.44,0.105,0.66
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,23,10,3,2,200,0.05,0.955,0.6275,0.395,0.765,0.175,0.385
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,23,10,5,2,200,0.05,0.955,0.7325,0.5925,1.33,0.325,0.14
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,23,10,8,2,200,0.05,0.955,0.8,0.69,2.13,0.47,0.09
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,23,10,2,2,200,0.1,0.955,0.9175,0.8,0.87,0.745,0.145
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,23,10,3,2,200,0.1,0.955,0.935,0.9225,0.995,0.86,0.015
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,23,10,5,2,200,0.1,0.955,0.9375,0.9375,1.06,0.88,0.005
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,23,10,8,2,200,0.1,0.955,0.94,0.94,1.205,0.885,0.005
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,23,10,2,2,200,0.2,0.955,0.955,0.89,0.935,0.845,0.065
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,23,10,3,2,200,0.2,0.955,0.955,0.955,1,0.91,0
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,23,10,5,2,200,0.2,0.955,0.955,0.955,1,0.91,0
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,23,10,8,2,200,0.2,0.955,0.955,0.955,1,0.91,0
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,22,10,2,2,200,0.05,0.3975,0.185,0.0175,0.165,0,0.965
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,22,10,3,2,200,0.05,0.5275,0.2575,0.055,0.36,0.005,0.895
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,22,10,5,2,200,0.05,0.6875,0.3725,0.1675,0.85,0.04,0.705
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,22,10,8,2,200,0.05,0.785,0.505,0.2975,1.5,0.085,0.49
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,22,10,2,2,200,0.1,0.3975,0.26,0.03,0.215,0.005,0.945
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,22,10,3,2,200,0.1,0.5275,0.3575,0.1075,0.505,0.015,0.8
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,22,10,5,2,200,0.1,0.6875,0.5,0.27,1.04,0.11,0.57
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,22,10,8,2,200,0.1,0.785,0.5925,0.42,1.7,0.21,0.37
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,22,10,2,2,200,0.2,0.3975,0.3875,0.055,0.3,0.005,0.895
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,22,10,3,2,200,0.2,0.5275,0.515,0.1675,0.69,0.04,0.705
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,22,10,5,2,200,0.2,0.6875,0.675,0.3925,1.39,0.195,0.41
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,22,10,8,2,200,0.2,0.785,0.77,0.6,2.13,0.42,0.22
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,24,10,2,2,200,0.05,0.9275,0.765,0.445,0.615,0.31,0.42
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,24,10,3,2,200,0.05,0.9325,0.815,0.6825,0.92,0.495,0.13
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,24,10,5,2,200,0.05,0.94,0.8575,0.8125,1.385,0.63,0.005
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,24,10,8,2,200,0.05,0.9475,0.8775,0.8625,1.915,0.735,0.01
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,24,10,2,2,200,0.1,0.9275,0.9275,0.7575,0.83,0.685,0.17
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,24,10,3,2,200,0.1,0.9325,0.9325,0.91,1,0.825,0.005
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,24,10,5,2,200,0.1,0.94,0.94,0.915,1.01,0.83,0
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,24,10,8,2,200,0.1,0.9475,0.9475,0.915,1.055,0.83,0
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,24,10,2,2,200,0.2,0.9275,0.9275,0.7575,0.83,0.685,0.17
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,24,10,3,2,200,0.2,0.9325,0.9325,0.91,1,0.825,0.005
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,24,10,5,2,200,0.2,0.94,0.94,0.915,1.01,0.83,0
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,24,10,8,2,200,0.2,0.9475,0.9475,0.915,1.055,0.83,0
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,22,10,2,2,200,0.05,0.325,0.0675,0,0.015,0,1
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,22,10,3,2,200,0.05,0.42,0.0825,0.01,0.115,0,0.98
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,22,10,5,2,200,0.05,0.56,0.125,0.0275,0.255,0.005,0.95
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,22,10,8,2,200,0.05,0.6625,0.1625,0.055,0.585,0.005,0.895
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,22,10,2,2,200,0.1,0.325,0.115,0.0075,0.055,0,0.985
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,22,10,3,2,200,0.1,0.42,0.145,0.035,0.2,0.01,0.94
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,22,10,5,2,200,0.1,0.56,0.2,0.0775,0.415,0.02,0.865
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,22,10,8,2,200,0.1,0.6625,0.2275,0.16,0.76,0.04,0.72
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,22,10,2,2,200,0.2,0.325,0.28,0.0425,0.14,0.02,0.935
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,22,10,3,2,200,0.2,0.42,0.355,0.09,0.355,0.035,0.855
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,22,10,5,2,200,0.2,0.56,0.47,0.2125,0.865,0.09,0.665
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,22,10,8,2,200,0.2,0.6625,0.54,0.365,1.445,0.17,0.44
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,24,10,2,2,200,0.05,0.9075,0.285,0.0525,0.195,0.035,0.93
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,24,10,3,2,200,0.05,0.9125,0.3575,0.11,0.43,0.05,0.83
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,24,10,5,2,200,0.05,0.9125,0.495,0.235,0.975,0.09,0.62
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,24,10,8,2,200,0.05,0.9125,0.5925,0.385,1.82,0.18,0.41
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,24,10,2,2,200,0.1,0.9075,0.64,0.2675,0.515,0.145,0.61
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,24,10,3,2,200,0.1,0.9125,0.735,0.4775,0.87,0.265,0.31
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,24,10,5,2,200,0.1,0.9125,0.835,0.655,1.34,0.43,0.12
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,24,10,8,2,200,0.1,0.9125,0.8725,0.79,1.885,0.64,0.06
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,24,10,2,2,200,0.2,0.9075,0.7525,0.425,0.605,0.305,0.455
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,24,10,3,2,200,0.2,0.9125,0.81,0.6275,0.91,0.425,0.17
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,24,10,5,2,200,0.2,0.9125,0.8575,0.7225,1.315,0.525,0.08
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,24,10,8,2,200,0.2,0.9125,0.8875,0.82,1.71,0.68,0.04
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,23,10,2,2,200,0.05,1,0.705,0.3975,0.55,0.28,0.485
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,23,10,3,2,200,0.05,1,0.745,0.61,0.82,0.445,0.225
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,23,10,5,2,200,0.05,1,0.76,0.7275,1.025,0.525,0.07
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,23,10,8,2,200,0.05,1,0.7625,0.7575,1.105,0.56,0.045
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,23,10,2,2,200,0.1,1,0.9275,0.8275,0.895,0.76,0.105
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,23,10,3,2,200,0.1,1,0.945,0.935,0.99,0.88,0.01
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,23,10,5,2,200,0.1,1,0.955,0.955,1.02,0.915,0.005
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,23,10,8,2,200,0.1,1,0.9575,0.9575,1.08,0.915,0
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,23,10,2,2,200,0.2,1,0.955,0.87,0.915,0.83,0.09
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,23,10,3,2,200,0.2,1,0.9575,0.9575,1,0.915,0
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,23,10,5,2,200,0.2,1,0.9575,0.9575,1,0.915,0
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,23,10,8,2,200,0.2,1,0.9575,0.9575,1,0.915,0
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,24,10,2,2,200,0.05,0.4475,0.075,0,0.03,0,1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,24,10,3,2,200,0.05,0.5825,0.105,0,0.105,0,1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,24,10,5,2,200,0.05,0.695,0.1775,0.005,0.315,0,0.99
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,24,10,8,2,200,0.05,0.82,0.275,0.01,0.835,0,0.98
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,24,10,2,2,200,0.1,0.4475,0.1725,0.0025,0.075,0,0.995
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,24,10,3,2,200,0.1,0.5825,0.2375,0.03,0.24,0.005,0.945
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,24,10,5,2,200,0.1,0.695,0.3025,0.0875,0.605,0.025,0.85
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,24,10,8,2,200,0.1,0.82,0.4275,0.185,1.33,0.04,0.67
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,24,10,2,2,200,0.2,0.4475,0.315,0.0575,0.24,0.025,0.91
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,24,10,3,2,200,0.2,0.5825,0.44,0.145,0.495,0.045,0.755
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,24,10,5,2,200,0.2,0.695,0.56,0.295,1.085,0.11,0.52
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,24,10,8,2,200,0.2,0.82,0.7025,0.445,1.93,0.2,0.31
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,23,10,2,2,200,0.05,0.4025,0.065,0,0.045,0,1
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,23,10,3,2,200,0.05,0.5475,0.1,0.0025,0.095,0,0.995
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,23,10,5,2,200,0.05,0.67,0.1225,0.015,0.285,0,0.97
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,23,10,8,2,200,0.05,0.785,0.1625,0.0425,0.65,0.01,0.925
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,23,10,2,2,200,0.1,0.4025,0.145,0.005,0.07,0,0.99
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,23,10,3,2,200,0.1,0.5475,0.2225,0.0125,0.17,0,0.975
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,23,10,5,2,200,0.1,0.67,0.275,0.05,0.555,0.005,0.905
