method,baseline,algorithm,condition,target,design,n_images,n_buildings,method_MAE,baseline_MAE,delta_MAE,CI_low,CI_high,building_macro_delta,macro_CI_low,macro_CI_high
BX_rotation_only,full_B_feedback,knn,manual,point_count_disagreement,same_room_leave_view,33,11,0.226489628071,0.207297708879,0.0191919191919,0,0.052688172043,0.0171717171717,0,0.0474747474747
BX_rotation_only,constant_median,knn,manual,reference_geometry_error,leave_building,161,22,0.0570673669314,0.067002942538,-0.00993557560654,-0.0172052387914,-0.00216485148344,-0.00722945885177,-0.0159644621388,0.00150315092837
BX_rotation_only,full_B_feedback,knn,manual,reference_geometry_error,leave_building,161,22,0.0570673669314,0.0524584872768,0.00460887965462,-0.00201214358509,0.0127930167935,0.00633500181915,-0.00189037088503,0.0147011626131
BX_rotation_only,constant_median,knn,manual,reference_geometry_error,leave_supported_room_conservative,60,18,0.0541896481423,0.0640518992196,-0.00986225107731,-0.0193257289174,-0.000814038818359,-0.0110347206722,-0.0203601532053,-0.00192458856937
BX_rotation_only,full_B_feedback,knn,manual,reference_geometry_error,leave_supported_room_conservative,60,18,0.0541896481423,0.0502321568286,0.00395749131366,-0.00878382664988,0.0199754661202,0.00355772002813,-0.0101010496047,0.0194773069373
BX_rotation_only,constant_median,knn,manual,reference_geometry_error,same_room_leave_view,31,9,0.0493417531811,0.0527613083247,-0.0034195551436,-0.0122038372122,0.00353394988926,-0.00405216315398,-0.0123885316434,0.00196330549404
BX_rotation_only,full_B_feedback,knn,manual,reference_geometry_error,same_room_leave_view,31,9,0.0493417531811,0.0520565585902,-0.00271480540906,-0.010700727194,0.00178064600698,-0.00364459761987,-0.011305167309,0.00105519763376
BX_rotation_only,constant_median,knn,manual,scope_entropy,leave_building,187,22,0.396588941269,0.530151037876,-0.133562096607,-0.19113592677,-0.0738858629461,-0.109244800759,-0.173342083563,-0.049214038607
BX_rotation_only,full_B_feedback,knn,manual,scope_entropy,leave_building,187,22,0.396588941269,0.432088934341,-0.035499993072,-0.0845066101831,0.0143774952508,-0.0502985807994,-0.106750567347,0.00452053237831
BX_rotation_only,constant_median,knn,manual,scope_entropy,leave_supported_room_conservative,69,18,0.400487861062,0.540816414114,-0.140328553052,-0.275528149593,-0.0299801746383,-0.15534446765,-0.266851650464,-0.0481189131665
BX_rotation_only,full_B_feedback,knn,manual,scope_entropy,leave_supported_room_conservative,69,18,0.400487861062,0.435217091182,-0.0347292301197,-0.102856231376,0.0326498056944,-0.0807465954251,-0.184217176237,0.0109487349607
BX_rotation_only,constant_median,knn,manual,scope_entropy,same_room_leave_view,40,12,0.2644889446,0.249763477634,0.0147254669666,-0.0246679389803,0.0620096815461,0.00717582487488,-0.0180898219188,0.0396172965433
BX_rotation_only,full_B_feedback,knn,manual,scope_entropy,same_room_leave_view,40,12,0.2644889446,0.246733298042,0.0177556465588,0,0.0417823100655,0.0154198036438,0,0.0419507183989
BX_rotation_only,constant_median,knn,manual,scope_non_normal_rate,leave_building,187,22,0.196996933161,0.197915767097,-0.000918833936832,-0.0293683844659,0.0289159823465,0.00460655972781,-0.023817803674,0.0312400345318
BX_rotation_only,full_B_feedback,knn,manual,scope_non_normal_rate,leave_building,187,22,0.196996933161,0.196031764484,0.000965168676159,-0.0222704686523,0.0239690340244,-0.0189159399279,-0.0685250928564,0.0229687054876
BX_rotation_only,constant_median,knn,manual,scope_non_normal_rate,leave_supported_room_conservative,69,18,0.206713325532,0.228743961353,-0.022030635821,-0.0659168455511,0.0214203197626,-0.0247216311378,-0.0613545920081,0.0148237625565
BX_rotation_only,full_B_feedback,knn,manual,scope_non_normal_rate,leave_supported_room_conservative,69,18,0.206713325532,0.21253863234,-0.0058253068083,-0.0471246868869,0.031224735388,-0.0164211589091,-0.0551989139221,0.0214427953985
BX_rotation_only,constant_median,knn,manual,scope_non_normal_rate,same_room_leave_view,40,12,0.170797101449,0.173505434783,-0.00270833333328,-0.0103658536584,0.00196078431376,-0.00189814814811,-0.00708333333326,0.000937500000019
BX_rotation_only,full_B_feedback,knn,manual,scope_non_normal_rate,same_room_leave_view,40,12,0.170797101449,0.155172101449,0.015625,0,0.0385184176112,0.0142361111111,0,0.0395833333333
BX_rotation_only,constant_median,knn,manual,scope_p_normal,leave_building,187,22,0.196996933161,0.197915767097,-0.000918833936743,-0.0293683844658,0.0289159823466,0.00460655972792,-0.0238178036738,0.0312400345319
BX_rotation_only,full_B_feedback,knn,manual,scope_p_normal,leave_building,187,22,0.196996933161,0.196031764484,0.000965168676156,-0.0222704686523,0.0239690340244,-0.0189159399279,-0.0685250928564,0.0229687054876
BX_rotation_only,constant_median,knn,manual,scope_p_normal,leave_supported_room_conservative,69,18,0.206713325532,0.228743961353,-0.0220306358209,-0.065916845551,0.0214203197627,-0.0247216311377,-0.0613545920079,0.0148237625566
BX_rotation_only,full_B_feedback,knn,manual,scope_p_normal,leave_supported_room_conservative,69,18,0.206713325532,0.21253863234,-0.00582530680831,-0.0471246868869,0.031224735388,-0.0164211589091,-0.0551989139221,0.0214427953985
BX_rotation_only,constant_median,knn,manual,scope_p_normal,same_room_leave_view,40,12,0.170797101449,0.173505434783,-0.0027083333333,-0.0103658536585,0.00196078431376,-0.00189814814813,-0.0070833333333,0.000937500000019
BX_rotation_only,full_B_feedback,knn,manual,scope_p_normal,same_room_leave_view,40,12,0.170797101449,0.155172101449,0.015625,0,0.0385184176112,0.0142361111111,0,0.0395833333333
BX_rotation_only,constant_median,knn,manual,scope_p_oos_geometry,leave_building,187,22,0.0554209615335,0.0405957639973,0.0148251975362,0.00354390215512,0.02645809604,0.0177247538678,0.00381478701403,0.0322128711938
BX_rotation_only,full_B_feedback,knn,manual,scope_p_oos_geometry,leave_building,187,22,0.0554209615335,0.0626065182331,-0.00718555669962,-0.019558274379,0.00343408415531,-0.0122145135893,-0.0285442285219,0.00238383069586
BX_rotation_only,constant_median,knn,manual,scope_p_oos_geometry,leave_supported_room_conservative,69,18,0.0454415338914,0.0364996849401,0.0089418489513,-0.00703956263487,0.0220961192767,0.0017609686118,-0.0122184656405,0.0138965809754
BX_rotation_only,full_B_feedback,knn,manual,scope_p_oos_geometry,leave_supported_room_conservative,69,18,0.0454415338914,0.0662615897021,-0.0208200558106,-0.033535217662,-0.00837582085796,-0.0225181478926,-0.037159318847,-0.00677035487438
BX_rotation_only,constant_median,knn,manual,scope_p_oos_geometry,same_room_leave_view,40,12,0.0776177536232,0.0626177536232,0.015,0,0.0325775193798,0.00888888888888,0,0.0222222222222
BX_rotation_only,full_B_feedback,knn,manual,scope_p_oos_geometry,same_room_leave_view,40,12,0.0776177536232,0.0686594202898,0.00895833333333,0,0.0210529361598,0.00775462962963,0,0.0210648148148
BX_rotation_only,constant_median,knn,manual,scope_p_oos_insufficient,leave_building,187,22,0.0390698545558,0.01822056886,0.0208492856958,0.0122732066635,0.0299277533214,0.0156121894456,0.00860318867642,0.0245840527118
BX_rotation_only,full_B_feedback,knn,manual,scope_p_oos_insufficient,leave_building,187,22,0.0390698545558,0.0362209046992,0.00284894985662,-0.02042794194,0.0186301742801,-0.00276178920077,-0.0232925920206,0.0140096996813
BX_rotation_only,constant_median,knn,manual,scope_p_oos_insufficient,leave_supported_room_conservative,69,18,0.0405797101449,0.0257246376812,0.0148550724638,0.00488985066894,0.0263773897059,0.00930077895356,0.00370301477073,0.0168657958554
BX_rotation_only,full_B_feedback,knn,manual,scope_p_oos_insufficient,leave_supported_room_conservative,69,18,0.0405797101449,0.0345323111391,0.00604739900581,-0.0106536239496,0.0217357439519,0.000894012686484,-0.0105889550265,0.0124020273401
BX_rotation_only,constant_median,knn,manual,scope_p_oos_insufficient,same_room_leave_view,40,12,0.00708333333334,0.0141666666667,-0.00708333333334,-0.018253968254,0,-0.00671296296296,-0.0189814814815,0
BX_rotation_only,full_B_feedback,knn,manual,scope_p_oos_insufficient,same_room_leave_view,40,12,0.00708333333334,0.013125,-0.00604166666667,-0.0171428571429,0,-0.00613425925926,-0.0178240740741,0
BX_rotation_only,constant_median,knn,manual,scope_p_oos_open_boundary,leave_building,187,22,0.150123097988,0.123108966907,0.0270141310806,0.00514038647341,0.0492276602071,0.0296130283248,0.00882140736336,0.0501445399174
BX_rotation_only,full_B_feedback,knn,manual,scope_p_oos_open_boundary,leave_building,187,22,0.150123097988,0.144504378827,0.00561871916093,-0.0157288180443,0.0308049787994,-0.00336685995681,-0.0500145191445,0.0357250990024
BX_rotation_only,constant_median,knn,manual,scope_p_oos_open_boundary,leave_supported_room_conservative,69,18,0.168003570678,0.141461877757,0.0265416929216,-0.0136877264493,0.0674458900763,0.0379920219564,-0.00323634315179,0.0816445077863
BX_rotation_only,full_B_feedback,knn,manual,scope_p_oos_open_boundary,leave_supported_room_conservative,69,18,0.168003570678,0.173554925436,-0.00555135475742,-0.0338879585994,0.021755139414,-0.00417070840685,-0.033776966634,0.0243436245942
BX_rotation_only,constant_median,knn,manual,scope_p_oos_open_boundary,same_room_leave_view,40,12,0.188668478261,0.188460144927,0.00020833333334,-0.00981481481483,0.0133333333333,0.0025462962963,-0.00694444444443,0.0148148148148
BX_rotation_only,full_B_feedback,knn,manual,scope_p_oos_open_boundary,same_room_leave_view,40,12,0.188668478261,0.187835144928,0.000833333333325,0,0.0022727272727,0.000462962962958,0,0.00138888888888
BX_rotation_only,constant_median,knn,manual,scope_p_oos_split_level,leave_building,187,22,0.0288754553205,0.0176315585523,0.0112438967682,0.006967821911,0.0159453238809,0.0119025054326,0.00592612748153,0.0176039817168
BX_rotation_only,full_B_feedback,knn,manual,scope_p_oos_split_level,leave_building,187,22,0.0288754553205,0.0291691854607,-0.000293730140282,-0.00515454863508,0.00396971817056,-0.0013733974359,-0.0110148502957,0.00639988231602
BX_rotation_only,constant_median,knn,manual,scope_p_oos_split_level,leave_supported_room_conservative,69,18,0.0286319400686,0.0219806763285,0.00665126374011,-0.00107006151408,0.0145123675735,0.0066158493725,-0.00272644767784,0.0162825124447
BX_rotation_only,full_B_feedback,knn,manual,scope_p_oos_split_level,leave_supported_room_conservative,69,18,0.0286319400686,0.0347983616887,-0.00616642162011,-0.0132478898178,0.0005822564412,-0.00504517802827,-0.0134713611558,0.00310888016641
BX_rotation_only,constant_median,knn,manual,scope_p_oos_split_level,same_room_leave_view,40,12,0.02875,0.0302083333334,-0.00145833333336,-0.00345528455287,0,-0.000925925925939,-0.00254629629632,0
BX_rotation_only,full_B_feedback,knn,manual,scope_p_oos_split_level,same_room_leave_view,40,12,0.02875,0.0289583333334,-0.00020833333335,-0.000568181818227,0,-0.00011574074075,-0.00034722222225,0
BX_rotation_only,constant_median,knn,manual,within_topology_geometry_dispersion,leave_building,150,22,0.0486258172115,0.0474451757617,0.00118064144975,-0.00604170743855,0.00933902937919,0.00604291104805,-0.00424814077052,0.0176371845591
BX_rotation_only,full_B_feedback,knn,manual,within_topology_geometry_dispersion,leave_building,150,22,0.0486258172115,0.0503617680797,-0.00173595086817,-0.00770438372633,0.00500766571013,0.00142517941597,-0.00694007892345,0.0118733027275
BX_rotation_only,constant_median,knn,manual,within_topology_geometry_dispersion,leave_supported_room_conservative,54,17,0.0471431953589,0.0361773402079,0.0109658551509,0.00196945091055,0.0206418602538,0.0116888716666,0.000958735959166,0.0246910278539
BX_rotation_only,full_B_feedback,knn,manual,within_topology_geometry_dispersion,leave_supported_room_conservative,54,17,0.0471431953589,0.0461954329721,0.000947762386822,-0.00730139751706,0.00968942823502,0.00418492416102,-0.00684338668672,0.0175652926146
BX_rotation_only,constant_median,knn,manual,within_topology_geometry_dispersion,same_room_leave_view,29,10,0.0493693936238,0.0475582733114,0.00181112031232,-0.00324428280936,0.00796228426091,0.000749652375734,-0.00226300395398,0.00451196108118
BX_rotation_only,full_B_feedback,knn,manual,within_topology_geometry_dispersion,same_room_leave_view,29,10,0.0493693936238,0.0507830400322,-0.00141364640849,-0.0036172716923,0,-0.000683262430768,-0.0020497872923,0
BX_rotation_only,constant_median,knn,semi,owner_valid_active_seconds,leave_building,43,12,67.0976744186,53.9825581395,13.1151162791,2.49780844156,21.2110964912,10.8824007937,-0.293463293651,21.410969246
BX_rotation_only,full_B_feedback,knn,semi,owner_valid_active_seconds,leave_building,43,12,67.0976744186,70.1286821705,-3.03100775194,-15.8712452652,7.29992450639,-7.77661706349,-18.1401259921,2.99779315476
BX_rotation_only,constant_median,knn,semi,owner_valid_active_seconds,leave_supported_room_conservative,16,9,74.9375,69.203125,5.734375,-15.9800535714,23.2120098039,7.77148148148,-12.3255555556,25.7337407407
BX_rotation_only,full_B_feedback,knn,semi,owner_valid_active_seconds,leave_supported_room_conservative,16,9,74.9375,74.2729166667,0.664583333331,-18.275625,16.7302018634,-1.5225925926,-18.9113518519,17.2916759259
BX_rotation_only,constant_median,knn,semi,owner_valid_active_seconds,same_room_leave_view,0,0,,,,,,,,
BX_rotation_only,full_B_feedback,knn,semi,owner_valid_active_seconds,same_room_leave_view,0,0,,,,,,,,
BX_rotation_only,constant_median,knn,semi,point_count_disagreement,leave_building,43,12,0.246943171422,0.248961739305,-0.00201856788301,-0.039041228548,0.0252611296199,-0.0271190724532,-0.106782528801,0.0307664763253
BX_rotation_only,full_B_feedback,knn,semi,point_count_disagreement,leave_building,43,12,0.246943171422,0.256012501149,-0.00906932972654,-0.0582349879845,0.0401767072023,-0.0184758287922,-0.098210228589,0.0454092558142
BX_rotation_only,constant_median,knn,semi,point_count_disagreement,leave_supported_room_conservative,16,9,0.219761198946,0.230803277338,-0.0110420783925,-0.0410320785494,0.0208145051591,-0.00305216415348,-0.0359434075049,0.0333961718639
BX_rotation_only,full_B_feedback,knn,semi,point_count_disagreement,leave_supported_room_conservative,16,9,0.219761198946,0.211103151076,0.00865804787001,-0.0799762459612,0.0910555834396,0.0348560205227,-0.0388046414804,0.108605625614
BX_rotation_only,constant_median,knn,semi,point_count_disagreement,same_room_leave_view,0,0,,,,,,,,
BX_rotation_only,full_B_feedback,knn,semi,point_count_disagreement,same_room_leave_view,0,0,,,,,,,,
BX_rotation_only,constant_median,knn,semi,reference_geometry_error,leave_building,43,12,0.0400164284373,0.036828357681,0.00318807075627,-0.000952182049474,0.00836498301411,0.00163941834098,-0.0027398785942,0.00757141557753
BX_rotation_only,full_B_feedback,knn,semi,reference_geometry_error,leave_building,43,12,0.0400164284373,0.0387482406252,0.00126818781207,-0.00105460577541,0.00359655882922,0.00045925539878,-0.0024708258877,0.00331082661263
BX_rotation_only,constant_median,knn,semi,reference_geometry_error,leave_supported_room_conservative,16,9,0.0410059394799,0.0383774725812,0.00262846689872,-0.000737767196534,0.00729969743225,0.00303328241835,-0.00166473522555,0.00974983543141
BX_rotation_only,full_B_feedback,knn,semi,reference_geometry_error,leave_supported_room_conservative,16,9,0.0410059394799,0.0334822990381,0.00752364044181,0.000203501365064,0.0170013835466,0.00961892330541,0.000461652008738,0.0194836277662
BX_rotation_only,constant_median,knn,semi,reference_geometry_error,same_room_leave_view,0,0,,,,,,,,
BX_rotation_only,full_B_feedback,knn,semi,reference_geometry_error,same_room_leave_view,0,0,,,,,,,,
BX_rotation_only,constant_median,knn,semi,scope_entropy,leave_building,43,12,0.398138087818,0.40418211339,-0.00604402557212,-0.0959892353996,0.0917123463921,-0.0113963915523,-0.178170748734,0.141405262753
BX_rotation_only,full_B_feedback,knn,semi,scope_entropy,leave_building,43,12,0.398138087818,0.434946515126,-0.0368084273075,-0.140859537214,0.0737212672213,-0.0277042388554,-0.124563385405,0.0667246685525
BX_rotation_only,constant_median,knn,semi,scope_entropy,leave_supported_room_conservative,16,9,0.548759759462,0.489878774887,0.0588809845751,-0.111436288715,0.173340920109,0.0226993464225,-0.134730589265,0.18918644553
BX_rotation_only,full_B_feedback,knn,semi,scope_entropy,leave_supported_room_conservative,16,9,0.548759759462,0.466522363707,0.0822373957557,-0.154823094623,0.200677429499,-0.00504321234684,-0.250620152893,0.19493101394
BX_rotation_only,constant_median,knn,semi,scope_entropy,same_room_leave_view,0,0,,,,,,,,
BX_rotation_only,full_B_feedback,knn,semi,scope_entropy,same_room_leave_view,0,0,,,,,,,,
BX_rotation_only,constant_median,knn,semi,scope_non_normal_rate,leave_building,43,12,0.144263565891,0.129651162791,0.0146124031008,-0.0136691840279,0.0536246629592,0.0237958002645,-0.0212219370041,0.0733097304894
BX_rotation_only,full_B_feedback,knn,semi,scope_non_normal_rate,leave_building,43,12,0.144263565891,0.145723514212,-0.00145994832041,-0.0222984976398,0.0248827030812,0.0139553571428,-0.013109160053,0.0426955935847
BX_rotation_only,constant_median,knn,semi,scope_non_normal_rate,leave_supported_room_conservative,16,9,0.1978125,0.1796875,0.018125,-0.0263152777778,0.0582051282051,0.013574074074,-0.0330625000001,0.065763425926
BX_rotation_only,full_B_feedback,knn,semi,scope_non_normal_rate,leave_supported_room_conservative,16,9,0.1978125,0.161041666667,0.0367708333333,0.00199891304336,0.0778930555556,0.0326790123456,-0.00574537037051,0.0720462962962
BX_rotation_only,constant_median,knn,semi,scope_non_normal_rate,same_room_leave_view,0,0,,,,,,,,
BX_rotation_only,full_B_feedback,knn,semi,scope_non_normal_rate,same_room_leave_view,0,0,,,,,,,,
BX_rotation_only,constant_median,knn,semi,scope_p_normal,leave_building,43,12,0.144263565891,0.129651162791,0.0146124031007,-0.0136691840279,0.0536246629592,0.0237958002645,-0.0212219370041,0.0733097304893
BX_rotation_only,full_B_feedback,knn,semi,scope_p_normal,leave_building,43,12,0.144263565891,0.145723514212,-0.00145994832041,-0.0222984976398,0.0248827030812,0.0139553571428,-0.013109160053,0.0426955935847
BX_rotation_only,constant_median,knn,semi,scope_p_normal,leave_supported_room_conservative,16,9,0.1978125,0.1796875,0.018125,-0.0263152777779,0.0582051282051,0.013574074074,-0.0330625,0.065763425926
BX_rotation_only,full_B_feedback,knn,semi,scope_p_normal,leave_supported_room_conservative,16,9,0.1978125,0.161041666667,0.0367708333333,0.0019989130434,0.0778930555556,0.0326790123456,-0.00574537037055,0.0720462962962
BX_rotation_only,constant_median,knn,semi,scope_p_normal,same_room_leave_view,0,0,,,,,,,,
BX_rotation_only,full_B_feedback,knn,semi,scope_p_normal,same_room_leave_view,0,0,,,,,,,,
BX_rotation_only,constant_median,knn,semi,scope_p_oos_geometry,leave_building,43,12,0.0396640826873,0.0281007751938,0.0115633074935,-0.000740721288561,0.0238918650794,0.00853174603174,-0.00443328373018,0.0228029927249
BX_rotation_only,full_B_feedback,knn,semi,scope_p_oos_geometry,leave_building,43,12,0.0396640826873,0.037015503876,0.00264857881136,-0.00616875,0.0105414357772,-0.00119460978837,-0.0113575975529,0.0091162161045
BX_rotation_only,constant_median,knn,semi,scope_p_oos_geometry,leave_supported_room_conservative,16,9,0.0392361111111,0.0338541666667,0.00538194444443,-0.0148194444445,0.0177100694445,-0.00164609053501,-0.0203755144034,0.0138914609054
BX_rotation_only,full_B_feedback,knn,semi,scope_p_oos_geometry,leave_supported_room_conservative,16,9,0.0392361111111,0.0427083333333,-0.00347222222224,-0.0208391203705,0.00519428186546,-0.0117078189301,-0.0258055555557,0.000455761316872
BX_rotation_only,constant_median,knn,semi,scope_p_oos_geometry,same_room_leave_view,0,0,,,,,,,,
BX_rotation_only,full_B_feedback,knn,semi,scope_p_oos_geometry,same_room_leave_view,0,0,,,,,,,,
BX_rotation_only,constant_median,knn,semi,scope_p_oos_insufficient,leave_building,43,12,0.0164082687339,0.00658914728682,0.00981912144703,0.000462650150151,0.0196667636353,0.00711722883598,0.000173611111111,0.0161815062831
BX_rotation_only,full_B_feedback,knn,semi,scope_p_oos_insufficient,leave_building,43,12,0.0164082687339,0.0237209302326,-0.00731266149871,-0.0273366319444,0.00362640716375,-0.0232175925926,-0.0628061342593,0.00319560185185
BX_rotation_only,constant_median,knn,semi,scope_p_oos_insufficient,leave_supported_room_conservative,16,9,0.0109375,0.00260416666667,0.00833333333334,0,0.0140350877193,0.00395061728395,0,0.00987654320988
BX_rotation_only,full_B_feedback,knn,semi,scope_p_oos_insufficient,leave_supported_room_conservative,16,9,0.0109375,0.0327083333333,-0.0217708333333,-0.0782051282051,0.00666666666667,-0.0466049382716,-0.108148148148,0.00247685185185
BX_rotation_only,constant_median,knn,semi,scope_p_oos_insufficient,same_room_leave_view,0,0,,,,,,,,
BX_rotation_only,full_B_feedback,knn,semi,scope_p_oos_insufficient,same_room_leave_view,0,0,,,,,,,,
BX_rotation_only,constant_median,knn,semi,scope_p_oos_open_boundary,leave_building,43,12,0.123449612403,0.0736434108527,0.0498062015504,0.0260864920104,0.0797361111111,0.061498015873,0.0319305555555,0.096128926918
BX_rotation_only,full_B_feedback,knn,semi,scope_p_oos_open_boundary,leave_building,43,12,0.123449612403,0.121511627907,0.0019379844961,-0.0397632275132,0.0364861111112,0.00396742724861,-0.0588025793651,0.0542284846229
BX_rotation_only,constant_median,knn,semi,scope_p_oos_open_boundary,leave_supported_room_conservative,16,9,0.152604166667,0.127604166667,0.025,-0.0102604166667,0.0628901515151,0.0282407407407,-0.00925925925926,0.0731712962962
BX_rotation_only,full_B_feedback,knn,semi,scope_p_oos_open_boundary,leave_supported_room_conservative,16,9,0.152604166667,0.111111111111,0.0414930555556,0.0109113455989,0.0817713155865,0.0419753086419,0.00740740740752,0.0833333333331
BX_rotation_only,constant_median,knn,semi,scope_p_oos_open_boundary,same_room_leave_view,0,0,,,,,,,,
BX_rotation_only,full_B_feedback,knn,semi,scope_p_oos_open_boundary,same_room_leave_view,0,0,,,,,,,,
BX_rotation_only,constant_median,knn,semi,scope_p_oos_split_level,leave_building,43,12,0.0162790697675,0.015503875969,0.000775193798451,0,0.00285714285715,0.00138888888889,0,0.00416666666668
BX_rotation_only,full_B_feedback,knn,semi,scope_p_oos_split_level,leave_building,43,12,0.0162790697675,0.0186046511628,-0.00232558139535,-0.00789798570502,0.00175438596492,-0.00120370370371,-0.00592592592594,0.00296296296297
BX_rotation_only,constant_median,knn,semi,scope_p_oos_split_level,leave_supported_room_conservative,16,9,0.0125,0.0104166666667,0.00208333333334,0,0.00833333333335,0.00370370370371,0,0.0111111111111
BX_rotation_only,full_B_feedback,knn,semi,scope_p_oos_split_level,leave_supported_room_conservative,16,9,0.0125,0.0125,0,-0.00625000000001,0.00740740740742,0.00185185185186,-0.00555555555557,0.0111111111111
BX_rotation_only,constant_median,knn,semi,scope_p_oos_split_level,same_room_leave_view,0,0,,,,,,,,
BX_rotation_only,full_B_feedback,knn,semi,scope_p_oos_split_level,same_room_leave_view,0,0,,,,,,,,
BX_rotation_only,constant_median,knn,semi,within_topology_geometry_dispersion,leave_building,42,12,0.0333837892438,0.0341248965135,-0.000741107269706,-0.00502083597789,0.00401021176674,0.000828526357123,-0.00400153410796,0.00546820754087
BX_rotation_only,full_B_feedback,knn,semi,within_topology_geometry_dispersion,leave_building,42,12,0.0333837892438,0.0320348960942,0.00134889314957,-0.00306927374852,0.00608156874448,0.00242758336174,-0.00306118169714,0.00885700238697
BX_rotation_only,constant_median,knn,semi,within_topology_geometry_dispersion,leave_supported_room_conservative,16,9,0.0338239251574,0.0261111549703,0.00771277018716,0.00210585189594,0.0143694189034,0.00941625677855,0.00125037528482,0.0168875339565
BX_rotation_only,full_B_feedback,knn,semi,within_topology_geometry_dispersion,leave_supported_room_conservative,16,9,0.0338239251574,0.0299533447504,0.00387058040702,-0.00227434473677,0.0122545685281,0.00538044143655,-0.00291114711186,0.0137396839696
BX_rotation_only,constant_median,knn,semi,within_topology_geometry_dispersion,same_room_leave_view,0,0,,,,,,,,
BX_rotation_only,full_B_feedback,knn,semi,within_topology_geometry_dispersion,same_room_leave_view,0,0,,,,,,,,
BX_rotation_only,constant_median,ridge,manual,owner_valid_active_seconds,leave_building,187,22,72.2007747599,68.5147058824,3.68606887752,0.928946346516,6.32957187373,2.44502337459,-1.23925405969,5.98718068696
BX_rotation_only,full_B_feedback,ridge,manual,owner_valid_active_seconds,leave_building,187,22,72.2007747599,68.7900268606,3.41074789929,0.166777020021,6.38675543027,-0.834984066862,-7.69957306967,4.80725071587
BX_rotation_only,constant_median,ridge,manual,owner_valid_active_seconds,leave_supported_room_conservative,69,18,73.0884455423,72.1884057971,0.900039745236,-3.93400702963,5.55002588778,-0.452549157949,-5.72282251988,4.949407454
BX_rotation_only,full_B_feedback,ridge,manual,owner_valid_active_seconds,leave_supported_room_conservative,69,18,73.0884455423,69.792493157,3.29595238539,-2.10699067434,7.63557123364,-0.165994499477,-5.69817516591,5.29425571969
BX_rotation_only,constant_median,ridge,manual,owner_valid_active_seconds,same_room_leave_view,40,12,131.494019952,119.6375,11.8565199516,-16.2232190672,45.2265926932,16.0773940226,-7.40116792188,47.7455518271
BX_rotation_only,full_B_feedback,ridge,manual,owner_valid_active_seconds,same_room_leave_view,40,12,131.494019952,104.937059994,26.5569599579,-0.415931918277,72.9026719558,27.4540276491,-1.8974799455,75.9330029427
BX_rotation_only,constant_median,ridge,manual,point_count_disagreement,leave_building,166,22,0.340861460407,0.329226623474,0.0116348369333,-0.0104726552253,0.0481280052063,0.0100475099329,-0.0106343580721,0.0404429496735
BX_rotation_only,full_B_feedback,ridge,manual,point_count_disagreement,leave_building,166,22,0.340861460407,0.271105519375,0.0697559410326,0.0444768758762,0.096300888999,0.0827599935248,0.0493800298182,0.115171626804
BX_rotation_only,constant_median,ridge,manual,point_count_disagreement,leave_supported_room_conservative,59,18,0.334753641663,0.330607528065,0.00414611359833,-0.0183120280297,0.0306668359349,0.00598641953787,-0.0156513025956,0.0326763530341
BX_rotation_only,full_B_feedback,ridge,manual,point_count_disagreement,leave_supported_room_conservative,59,18,0.334753641663,0.268843866713,0.0659097749502,0.00519870386878,0.120754125792,0.0402256161938,-0.0156247640938,0.0935006193647
BX_rotation_only,constant_median,ridge,manual,point_count_disagreement,same_room_leave_view,33,11,0.204783494285,0.207165956573,-0.00238246228847,-0.0314200230837,0.0155863770628,-0.00439762911876,-0.029529230304,0.0139408454644
BX_rotation_only,full_B_feedback,ridge,manual,point_count_disagreement,same_room_leave_view,33,11,0.204783494285,0.219679148907,-0.0148956546225,-0.0634289203793,0.0243152805468,-0.0122043612598,-0.0589987113187,0.0258513420073
BX_rotation_only,constant_median,ridge,manual,reference_geometry_error,leave_building,161,22,0.0583361115936,0.067002942538,-0.0086668309444,-0.0169498599632,0.000864479493814,-0.00332014804923,-0.0137938043675,0.00791231398097
BX_rotation_only,full_B_feedback,ridge,manual,reference_geometry_error,leave_building,161,22,0.0583361115936,0.0532278191578,0.00510829243579,-1.93154624706e-05,0.0108026159532,0.00726598463416,0.00142392479588,0.0134945826433
BX_rotation_only,constant_median,ridge,manual,reference_geometry_error,leave_supported_room_conservative,60,18,0.0579901189701,0.0640518992196,-0.00606178024954,-0.0188742768238,0.0058895513999,-0.0039315652828,-0.0170169718108,0.00974950069757
BX_rotation_only,full_B_feedback,ridge,manual,reference_geometry_error,leave_supported_room_conservative,60,18,0.0579901189701,0.0523060227518,0.00568409621825,-0.000847175071227,0.0148872907244,0.00668253176999,-0.00270993087901,0.0172593063306
BX_rotation_only,constant_median,ridge,manual,reference_geometry_error,same_room_leave_view,31,9,0.0579998299604,0.0527613083247,0.00523852163571,-0.00627320851082,0.0141406095087,0.00194550008496,-0.00617151233078,0.00981524690201
BX_rotation_only,full_B_feedback,ridge,manual,reference_geometry_error,same_room_leave_view,31,9,0.0579998299604,0.0530112355355,0.00498859442495,-0.00147629014808,0.0121406722412,0.00340420452458,-0.00160340851395,0.00984066224526
BX_rotation_only,constant_median,ridge,manual,scope_entropy,leave_building,187,22,0.459636942285,0.530151037876,-0.0705140955904,-0.14015639832,0.00054422808352,-0.0547059085092,-0.118742990895,0.00517476481348
