worker_id,effect,fit_status,component,layer_value,label,training_rows,training_images,training_buildings,stage,raw_condition,metric,cohort,evaluation
15,0.01321728097843263,usable,0,0.0,not_classified,2,2,2,C1,semi,absolute_count_rate,all_usable,within_stage_LOBO
17,0.04862952949434603,usable,0,0.0,not_classified,4,4,4,C1,semi,absolute_count_rate,all_usable,within_stage_LOBO
18,-0.006262026485907279,usable,0,0.0,not_classified,4,4,4,C1,semi,absolute_count_rate,all_usable,within_stage_LOBO
2,0.06897442768952794,usable,0,0.0,not_classified,5,5,4,C1,semi,absolute_count_rate,all_usable,within_stage_LOBO
27,-0.013055756024412517,usable,0,0.0,not_classified,5,5,5,C1,semi,absolute_count_rate,all_usable,within_stage_LOBO
28,-0.3119891667256942,usable,0,0.0,not_classified,5,5,5,C1,semi,absolute_count_rate,all_usable,within_stage_LOBO
29,0.03609268487204152,usable,0,0.0,not_classified,5,5,3,C1,semi,absolute_count_rate,all_usable,within_stage_LOBO
30,-0.014214671824673395,usable,0,0.0,not_classified,5,5,5,C1,semi,absolute_count_rate,all_usable,within_stage_LOBO
31,0.09458458434471462,usable,0,0.0,not_classified,5,5,4,C1,semi,absolute_count_rate,all_usable,within_stage_LOBO
32,-0.13512424073838833,usable,0,0.0,not_classified,5,5,4,C1,semi,absolute_count_rate,all_usable,within_stage_LOBO
33,-0.009078661598099582,usable,0,0.0,not_classified,4,4,3,C1,semi,absolute_count_rate,all_usable,within_stage_LOBO
34,0.08173464286275672,usable,0,0.0,not_classified,6,6,5,C1,semi,absolute_count_rate,all_usable,within_stage_LOBO
35,0.01338382522546684,usable,0,0.0,not_classified,3,3,3,C1,semi,absolute_count_rate,all_usable,within_stage_LOBO
36,-0.01727845462908371,usable,0,0.0,not_classified,4,4,3,C1,semi,absolute_count_rate,all_usable,within_stage_LOBO
37,0.0912121321507926,usable,0,0.0,not_classified,3,3,3,C1,semi,absolute_count_rate,all_usable,within_stage_LOBO
6,-0.106598696991031,usable,0,0.0,not_classified,4,4,3,C1,semi,absolute_count_rate,all_usable,within_stage_LOBO
8,-0.11900064734888408,usable,0,0.0,not_classified,2,2,2,C1,semi,absolute_count_rate,all_usable,within_stage_LOBO
1,0.05522277330813964,usable,0,0.0,not_classified,7,7,5,C1,semi,absolute_count_rate,fallback_only,within_stage_LOBO
10,0.06348683843510276,usable,0,0.0,not_classified,4,4,3,C1,semi,absolute_count_rate,fallback_only,within_stage_LOBO
11,-0.028907096766964978,usable,0,0.0,not_classified,4,4,4,C1,semi,absolute_count_rate,fallback_only,within_stage_LOBO
12,-0.06759605325636474,usable,0,0.0,not_classified,2,2,1,C1,semi,absolute_count_rate,fallback_only,within_stage_LOBO
13,0.04516048092221355,usable,0,0.0,not_classified,5,5,4,C1,semi,absolute_count_rate,fallback_only,within_stage_LOBO
14,-0.1446019052954953,usable,0,0.0,not_classified,4,4,4,C1,semi,absolute_count_rate,fallback_only,within_stage_LOBO
15,-0.021844831056015337,usable,0,0.0,not_classified,2,2,2,C1,semi,absolute_count_rate,fallback_only,within_stage_LOBO
17,0.08123966710953567,usable,0,0.0,not_classified,4,4,4,C1,semi,absolute_count_rate,fallback_only,within_stage_LOBO
18,0.002379771518659647,usable,0,0.0,not_classified,4,4,4,C1,semi,absolute_count_rate,fallback_only,within_stage_LOBO
2,0.08608471002994153,usable,0,0.0,not_classified,5,5,4,C1,semi,absolute_count_rate,fallback_only,within_stage_LOBO
27,0.029803455884615127,usable,0,0.0,not_classified,4,4,4,C1,semi,absolute_count_rate,fallback_only,within_stage_LOBO
28,-0.2883779507266208,usable,0,0.0,not_classified,5,5,5,C1,semi,absolute_count_rate,fallback_only,within_stage_LOBO
29,0.06550758124509294,usable,0,0.0,not_classified,5,5,3,C1,semi,absolute_count_rate,fallback_only,within_stage_LOBO
30,0.0013346320789395356,usable,0,0.0,not_classified,5,5,5,C1,semi,absolute_count_rate,fallback_only,within_stage_LOBO
31,0.07844233489211416,usable,0,0.0,not_classified,5,5,4,C1,semi,absolute_count_rate,fallback_only,within_stage_LOBO
32,-0.11960582884342345,usable,0,0.0,not_classified,5,5,4,C1,semi,absolute_count_rate,fallback_only,within_stage_LOBO
33,0.008332633479280191,usable,0,0.0,not_classified,4,4,3,C1,semi,absolute_count_rate,fallback_only,within_stage_LOBO
34,0.23850201809478197,usable,0,0.0,not_classified,5,5,5,C1,semi,absolute_count_rate,fallback_only,within_stage_LOBO
35,0.04052596343558119,usable,0,0.0,not_classified,3,3,3,C1,semi,absolute_count_rate,fallback_only,within_stage_LOBO
36,-0.01595384805782779,usable,0,0.0,not_classified,4,4,3,C1,semi,absolute_count_rate,fallback_only,within_stage_LOBO
37,0.08019758672355165,usable,0,0.0,not_classified,2,2,2,C1,semi,absolute_count_rate,fallback_only,within_stage_LOBO
6,-0.076748437285272,usable,0,0.0,not_classified,4,4,3,C1,semi,absolute_count_rate,fallback_only,within_stage_LOBO
8,-0.11258449586956522,usable,0,0.0,not_classified,2,2,2,C1,semi,absolute_count_rate,fallback_only,within_stage_LOBO
12,0.8124999999999999,usable,0,0.0,not_classified,1,1,1,C1,semi,absolute_count_rate,reviewed_reference_only,within_stage_LOBO
27,-0.1875,usable,0,0.0,not_classified,1,1,1,C1,semi,absolute_count_rate,reviewed_reference_only,within_stage_LOBO
34,-0.6875,usable,0,0.0,not_classified,1,1,1,C1,semi,absolute_count_rate,reviewed_reference_only,within_stage_LOBO
37,0.0625000000000001,usable,0,0.0,not_classified,1,1,1,C1,semi,absolute_count_rate,reviewed_reference_only,within_stage_LOBO
1,0.06797320075937,usable,0,0.0,not_classified,7,7,5,C1,semi,absolute_count_rate,current20_sensitivity,within_stage_LOBO
10,0.05489840362876798,usable,0,0.0,not_classified,4,4,3,C1,semi,absolute_count_rate,current20_sensitivity,within_stage_LOBO
11,0.004919341948776118,usable,0,0.0,not_classified,4,4,4,C1,semi,absolute_count_rate,current20_sensitivity,within_stage_LOBO
12,0.3168349675904089,usable,0,0.0,not_classified,3,3,2,C1,semi,absolute_count_rate,current20_sensitivity,within_stage_LOBO
13,0.0015292052323028237,usable,0,0.0,not_classified,5,5,4,C1,semi,absolute_count_rate,current20_sensitivity,within_stage_LOBO
15,0.013805451394613578,usable,0,0.0,not_classified,2,2,2,C1,semi,absolute_count_rate,current20_sensitivity,within_stage_LOBO
17,-0.011459205302884405,usable,0,0.0,not_classified,4,4,4,C1,semi,absolute_count_rate,current20_sensitivity,within_stage_LOBO
2,0.05686664361681152,usable,0,0.0,not_classified,5,5,4,C1,semi,absolute_count_rate,current20_sensitivity,within_stage_LOBO
28,-0.35027479803775163,usable,0,0.0,not_classified,5,5,5,C1,semi,absolute_count_rate,current20_sensitivity,within_stage_LOBO
29,0.009684388301614829,usable,0,0.0,not_classified,5,5,3,C1,semi,absolute_count_rate,current20_sensitivity,within_stage_LOBO
30,-0.018067753071178316,usable,0,0.0,not_classified,5,5,5,C1,semi,absolute_count_rate,current20_sensitivity,within_stage_LOBO
31,0.12398081020625117,usable,0,0.0,not_classified,5,5,4,C1,semi,absolute_count_rate,current20_sensitivity,within_stage_LOBO
32,-0.14387915008683422,usable,0,0.0,not_classified,5,5,4,C1,semi,absolute_count_rate,current20_sensitivity,within_stage_LOBO
33,-0.004289373220411183,usable,0,0.0,not_classified,4,4,3,C1,semi,absolute_count_rate,current20_sensitivity,within_stage_LOBO
34,0.029043175782887478,usable,0,0.0,not_classified,6,6,5,C1,semi,absolute_count_rate,current20_sensitivity,within_stage_LOBO
35,0.005414652492823558,usable,0,0.0,not_classified,3,3,3,C1,semi,absolute_count_rate,current20_sensitivity,within_stage_LOBO
36,0.003284652148292005,usable,0,0.0,not_classified,4,4,3,C1,semi,absolute_count_rate,current20_sensitivity,within_stage_LOBO
37,0.056728717180175775,usable,0,0.0,not_classified,3,3,3,C1,semi,absolute_count_rate,current20_sensitivity,within_stage_LOBO
6,-0.11786152255852496,usable,0,0.0,not_classified,4,4,3,C1,semi,absolute_count_rate,current20_sensitivity,within_stage_LOBO
8,-0.09913180800551102,usable,0,0.0,not_classified,2,2,2,C1,semi,absolute_count_rate,current20_sensitivity,within_stage_LOBO
1,0.059399006314878745,usable,0,0.0,not_classified,7,7,5,C1,semi,extra_count_rate,all_usable,within_stage_LOBO
10,-0.016791877103263634,usable,0,0.0,not_classified,4,4,3,C1,semi,extra_count_rate,all_usable,within_stage_LOBO
11,0.03749687608368431,usable,0,0.0,not_classified,4,4,4,C1,semi,extra_count_rate,all_usable,within_stage_LOBO
12,0.33384566712636776,usable,0,0.0,not_classified,3,3,2,C1,semi,extra_count_rate,all_usable,within_stage_LOBO
13,-0.03317485325215206,usable,0,0.0,not_classified,5,5,4,C1,semi,extra_count_rate,all_usable,within_stage_LOBO
14,0.01917986539748767,usable,0,0.0,not_classified,4,4,4,C1,semi,extra_count_rate,all_usable,within_stage_LOBO
15,0.038297478285334405,usable,0,0.0,not_classified,2,2,2,C1,semi,extra_count_rate,all_usable,within_stage_LOBO
17,0.008049364187874069,usable,0,0.0,not_classified,4,4,4,C1,semi,extra_count_rate,all_usable,within_stage_LOBO
18,-0.026495815613616892,usable,0,0.0,not_classified,4,4,4,C1,semi,extra_count_rate,all_usable,within_stage_LOBO
2,0.02711672480831761,usable,0,0.0,not_classified,5,5,4,C1,semi,extra_count_rate,all_usable,within_stage_LOBO
27,-0.06557606239905543,usable,0,0.0,not_classified,5,5,5,C1,semi,extra_count_rate,all_usable,within_stage_LOBO
28,-0.20568548479757526,usable,0,0.0,not_classified,5,5,5,C1,semi,extra_count_rate,all_usable,within_stage_LOBO
29,-0.031421114713426616,usable,0,0.0,not_classified,5,5,3,C1,semi,extra_count_rate,all_usable,within_stage_LOBO
30,-0.04207885425902113,usable,0,0.0,not_classified,5,5,5,C1,semi,extra_count_rate,all_usable,within_stage_LOBO
31,0.03426719388693174,usable,0,0.0,not_classified,5,5,4,C1,semi,extra_count_rate,all_usable,within_stage_LOBO
32,-0.03286732220042016,usable,0,0.0,not_classified,5,5,4,C1,semi,extra_count_rate,all_usable,within_stage_LOBO
33,0.008023566288020206,usable,0,0.0,not_classified,4,4,3,C1,semi,extra_count_rate,all_usable,within_stage_LOBO
34,-0.13268351280744575,usable,0,0.0,not_classified,6,6,5,C1,semi,extra_count_rate,all_usable,within_stage_LOBO
35,-0.012494226548635329,usable,0,0.0,not_classified,3,3,3,C1,semi,extra_count_rate,all_usable,within_stage_LOBO
36,0.0248705250281037,usable,0,0.0,not_classified,4,4,3,C1,semi,extra_count_rate,all_usable,within_stage_LOBO
37,0.007448671218963914,usable,0,0.0,not_classified,3,3,3,C1,semi,extra_count_rate,all_usable,within_stage_LOBO
6,0.0077736065955937355,usable,0,0.0,not_classified,4,4,3,C1,semi,extra_count_rate,all_usable,within_stage_LOBO
8,-0.006499421526945622,usable,0,0.0,not_classified,2,2,2,C1,semi,extra_count_rate,all_usable,within_stage_LOBO
1,0.059423229438703075,usable,0,0.0,not_classified,7,7,5,C1,semi,extra_count_rate,fallback_only,within_stage_LOBO
10,-0.001724903649311705,usable,0,0.0,not_classified,4,4,3,C1,semi,extra_count_rate,fallback_only,within_stage_LOBO
11,0.020532998467532607,usable,0,0.0,not_classified,4,4,4,C1,semi,extra_count_rate,fallback_only,within_stage_LOBO
12,0.01317550508496846,usable,0,0.0,not_classified,2,2,1,C1,semi,extra_count_rate,fallback_only,within_stage_LOBO
13,-0.011928805211817245,usable,0,0.0,not_classified,5,5,4,C1,semi,extra_count_rate,fallback_only,within_stage_LOBO
14,0.018877693718051914,usable,0,0.0,not_classified,4,4,4,C1,semi,extra_count_rate,fallback_only,within_stage_LOBO
15,0.007681351477456513,usable,0,0.0,not_classified,2,2,2,C1,semi,extra_count_rate,fallback_only,within_stage_LOBO
17,0.034393845031412386,usable,0,0.0,not_classified,4,4,4,C1,semi,extra_count_rate,fallback_only,within_stage_LOBO
18,-0.020551461291094218,usable,0,0.0,not_classified,4,4,4,C1,semi,extra_count_rate,fallback_only,within_stage_LOBO
2,0.042881039939506746,usable,0,0.0,not_classified,5,5,4,C1,semi,extra_count_rate,fallback_only,within_stage_LOBO
27,-0.016790637650331352,usable,0,0.0,not_classified,4,4,4,C1,semi,extra_count_rate,fallback_only,within_stage_LOBO
28,-0.18498467929601614,usable,0,0.0,not_classified,5,5,5,C1,semi,extra_count_rate,fallback_only,within_stage_LOBO
29,-0.004679680690828648,usable,0,0.0,not_classified,5,5,3,C1,semi,extra_count_rate,fallback_only,within_stage_LOBO
30,-0.026822538072377354,usable,0,0.0,not_classified,5,5,5,C1,semi,extra_count_rate,fallback_only,within_stage_LOBO
31,0.019810700491244403,usable,0,0.0,not_classified,5,5,4,C1,semi,extra_count_rate,fallback_only,within_stage_LOBO
32,-0.01810614664361902,usable,0,0.0,not_classified,5,5,4,C1,semi,extra_count_rate,fallback_only,within_stage_LOBO
33,0.020536992025410074,usable,0,0.0,not_classified,4,4,3,C1,semi,extra_count_rate,fallback_only,within_stage_LOBO
34,-0.008574348303709468,usable,0,0.0,not_classified,5,5,5,C1,semi,extra_count_rate,fallback_only,within_stage_LOBO
35,0.009730437320096338,usable,0,0.0,not_classified,3,3,3,C1,semi,extra_count_rate,fallback_only,within_stage_LOBO
36,0.024432935441328473,usable,0,0.0,not_classified,4,4,3,C1,semi,extra_count_rate,fallback_only,within_stage_LOBO
37,-0.008043943702873766,usable,0,0.0,not_classified,2,2,2,C1,semi,extra_count_rate,fallback_only,within_stage_LOBO
6,0.03043387034899832,usable,0,0.0,not_classified,4,4,3,C1,semi,extra_count_rate,fallback_only,within_stage_LOBO
8,0.00029654572726960126,usable,0,0.0,not_classified,2,2,2,C1,semi,extra_count_rate,fallback_only,within_stage_LOBO
12,0.8124999999999999,usable,0,0.0,not_classified,1,1,1,C1,semi,extra_count_rate,reviewed_reference_only,within_stage_LOBO
27,-0.1875,usable,0,0.0,not_classified,1,1,1,C1,semi,extra_count_rate,reviewed_reference_only,within_stage_LOBO
34,-0.6875,usable,0,0.0,not_classified,1,1,1,C1,semi,extra_count_rate,reviewed_reference_only,within_stage_LOBO
37,0.0625000000000001,usable,0,0.0,not_classified,1,1,1,C1,semi,extra_count_rate,reviewed_reference_only,within_stage_LOBO
1,0.06575250065268327,usable,0,0.0,not_classified,7,7,5,C1,semi,extra_count_rate,current20_sensitivity,within_stage_LOBO
10,-0.008205577650634965,usable,0,0.0,not_classified,4,4,3,C1,semi,extra_count_rate,current20_sensitivity,within_stage_LOBO
11,0.042958318337334975,usable,0,0.0,not_classified,4,4,4,C1,semi,extra_count_rate,current20_sensitivity,within_stage_LOBO
12,0.34403464999602806,usable,0,0.0,not_classified,3,3,2,C1,semi,extra_count_rate,current20_sensitivity,within_stage_LOBO
13,-0.04215800336820043,usable,0,0.0,not_classified,5,5,4,C1,semi,extra_count_rate,current20_sensitivity,within_stage_LOBO
15,0.04169358264999656,usable,0,0.0,not_classified,2,2,2,C1,semi,extra_count_rate,current20_sensitivity,within_stage_LOBO
17,-0.034571053924017416,usable,0,0.0,not_classified,4,4,4,C1,semi,extra_count_rate,current20_sensitivity,within_stage_LOBO
2,0.020910194139829644,usable,0,0.0,not_classified,5,5,4,C1,semi,extra_count_rate,current20_sensitivity,within_stage_LOBO
28,-0.23620718878495028,usable,0,0.0,not_classified,5,5,5,C1,semi,extra_count_rate,current20_sensitivity,within_stage_LOBO
29,-0.03452331112361118,usable,0,0.0,not_classified,5,5,3,C1,semi,extra_count_rate,current20_sensitivity,within_stage_LOBO
30,-0.047727629913525145,usable,0,0.0,not_classified,5,5,5,C1,semi,extra_count_rate,current20_sensitivity,within_stage_LOBO
31,0.05604129125646617,usable,0,0.0,not_classified,5,5,4,C1,semi,extra_count_rate,current20_sensitivity,within_stage_LOBO
32,-0.03723042704573999,usable,0,0.0,not_classified,5,5,4,C1,semi,extra_count_rate,current20_sensitivity,within_stage_LOBO
33,0.009396264242271383,usable,0,0.0,not_classified,4,4,3,C1,semi,extra_count_rate,current20_sensitivity,within_stage_LOBO
34,-0.16156480518633912,usable,0,0.0,not_classified,6,6,5,C1,semi,extra_count_rate,current20_sensitivity,within_stage_LOBO
35,-0.014353024562780236,usable,0,0.0,not_classified,3,3,3,C1,semi,extra_count_rate,current20_sensitivity,within_stage_LOBO
36,0.03224209355762511,usable,0,0.0,not_classified,4,4,3,C1,semi,extra_count_rate,current20_sensitivity,within_stage_LOBO
37,-0.002327746098376346,usable,0,0.0,not_classified,3,3,3,C1,semi,extra_count_rate,current20_sensitivity,within_stage_LOBO
6,-0.0020174997347003954,usable,0,0.0,not_classified,4,4,3,C1,semi,extra_count_rate,current20_sensitivity,within_stage_LOBO
8,0.007857372560640305,usable,0,0.0,not_classified,2,2,2,C1,semi,extra_count_rate,current20_sensitivity,within_stage_LOBO
1,1.3762566270053285,usable,0,0.0,not_classified,7,7,5,C1,semi,matched_angle,all_usable,within_stage_LOBO
10,0.6454246283282649,usable,0,0.0,not_classified,4,4,3,C1,semi,matched_angle,all_usable,within_stage_LOBO
11,-0.9494030781294898,usable,0,0.0,not_classified,4,4,4,C1,semi,matched_angle,all_usable,within_stage_LOBO
12,-2.1260926142558842,usable,0,0.0,not_classified,3,3,2,C1,semi,matched_angle,all_usable,within_stage_LOBO
13,-1.3515566554460847,usable,0,0.0,not_classified,5,5,4,C1,semi,matched_angle,all_usable,within_stage_LOBO
14,-1.2030845103052954,usable,0,0.0,not_classified,4,4,4,C1,semi,matched_angle,all_usable,within_stage_LOBO
15,-1.0000222989572471,usable,0,0.0,not_classified,2,2,2,C1,semi,matched_angle,all_usable,within_stage_LOBO
17,-1.428577552020118,usable,0,0.0,not_classified,4,4,4,C1,semi,matched_angle,all_usable,within_stage_LOBO
18,-1.7003208836352075,usable,0,0.0,not_classified,4,4,4,C1,semi,matched_angle,all_usable,within_stage_LOBO
2,-0.6095958832918703,usable,0,0.0,not_classified,5,5,4,C1,semi,matched_angle,all_usable,within_stage_LOBO
27,3.3755476531988986,usable,0,0.0,not_classified,5,5,5,C1,semi,matched_angle,all_usable,within_stage_LOBO
28,-1.9088503369914969,usable,0,0.0,not_classified,5,5,5,C1,semi,matched_angle,all_usable,within_stage_LOBO
29,8.065011925181452,usable,0,0.0,not_classified,5,5,3,C1,semi,matched_angle,all_usable,within_stage_LOBO
30,0.5835643972745094,usable,0,0.0,not_classified,5,5,5,C1,semi,matched_angle,all_usable,within_stage_LOBO
31,1.7485395588206152,usable,0,0.0,not_classified,5,5,4,C1,semi,matched_angle,all_usable,within_stage_LOBO
32,-0.12986796368032227,usable,0,0.0,not_classified,5,5,4,C1,semi,matched_angle,all_usable,within_stage_LOBO
33,-1.1617047982465776,usable,0,0.0,not_classified,4,4,3,C1,semi,matched_angle,all_usable,within_stage_LOBO
34,0.13150358841835522,usable,0,0.0,not_classified,6,6,5,C1,semi,matched_angle,all_usable,within_stage_LOBO
35,1.063648160522076,usable,0,0.0,not_classified,3,3,3,C1,semi,matched_angle,all_usable,within_stage_LOBO
36,-1.0480340667831034,usable,0,0.0,not_classified,4,4,3,C1,semi,matched_angle,all_usable,within_stage_LOBO
37,0.9399332644220073,usable,0,0.0,not_classified,3,3,3,C1,semi,matched_angle,all_usable,within_stage_LOBO
6,-1.2381154666838725,usable,0,0.0,not_classified,4,4,3,C1,semi,matched_angle,all_usable,within_stage_LOBO
8,-2.0742036947449365,usable,0,0.0,not_classified,2,2,2,C1,semi,matched_angle,all_usable,within_stage_LOBO
1,1.157809582311901,usable,0,0.0,not_classified,7,7,5,C1,semi,matched_angle,fallback_only,within_stage_LOBO
10,0.31715868425159727,usable,0,0.0,not_classified,4,4,3,C1,semi,matched_angle,fallback_only,within_stage_LOBO
11,-0.7046784639052756,usable,0,0.0,not_classified,4,4,4,C1,semi,matched_angle,fallback_only,within_stage_LOBO
12,-1.0708486191704052,usable,0,0.0,not_classified,2,2,1,C1,semi,matched_angle,fallback_only,within_stage_LOBO
13,-1.7323205588625277,usable,0,0.0,not_classified,5,5,4,C1,semi,matched_angle,fallback_only,within_stage_LOBO
14,-1.051572575677933,usable,0,0.0,not_classified,4,4,4,C1,semi,matched_angle,fallback_only,within_stage_LOBO
15,-0.752123657670002,usable,0,0.0,not_classified,2,2,2,C1,semi,matched_angle,fallback_only,within_stage_LOBO
17,-1.4454547198112706,usable,0,0.0,not_classified,4,4,4,C1,semi,matched_angle,fallback_only,within_stage_LOBO
18,-1.6078244287751573,usable,0,0.0,not_classified,4,4,4,C1,semi,matched_angle,fallback_only,within_stage_LOBO
2,-0.8907045714027666,usable,0,0.0,not_classified,5,5,4,C1,semi,matched_angle,fallback_only,within_stage_LOBO
27,1.2476794293115236,usable,0,0.0,not_classified,4,4,4,C1,semi,matched_angle,fallback_only,within_stage_LOBO
28,-2.169473274062773,usable,0,0.0,not_classified,5,5,5,C1,semi,matched_angle,fallback_only,within_stage_LOBO
29,7.705828026374097,usable,0,0.0,not_classified,5,5,3,C1,semi,matched_angle,fallback_only,within_stage_LOBO
30,0.17539753827312615,usable,0,0.0,not_classified,5,5,5,C1,semi,matched_angle,fallback_only,within_stage_LOBO
31,1.8838868748818742,usable,0,0.0,not_classified,5,5,4,C1,semi,matched_angle,fallback_only,within_stage_LOBO
32,-0.4542268211232032,usable,0,0.0,not_classified,5,5,4,C1,semi,matched_angle,fallback_only,within_stage_LOBO
33,-0.9732046246305633,usable,0,0.0,not_classified,4,4,3,C1,semi,matched_angle,fallback_only,within_stage_LOBO
34,0.6113270694463551,usable,0,0.0,not_classified,5,5,5,C1,semi,matched_angle,fallback_only,within_stage_LOBO
35,1.0426946582859875,usable,0,0.0,not_classified,3,3,3,C1,semi,matched_angle,fallback_only,within_stage_LOBO
36,-0.8880707334300019,usable,0,0.0,not_classified,4,4,3,C1,semi,matched_angle,fallback_only,within_stage_LOBO
37,2.8129944448520012,usable,0,0.0,not_classified,2,2,2,C1,semi,matched_angle,fallback_only,within_stage_LOBO
6,-1.050416052027226,usable,0,0.0,not_classified,4,4,3,C1,semi,matched_angle,fallback_only,within_stage_LOBO
8,-2.1638572074393583,usable,0,0.0,not_classified,2,2,2,C1,semi,matched_angle,fallback_only,within_stage_LOBO
12,-4.066650363278293,usable,0,0.0,not_classified,1,1,1,C1,semi,matched_angle,reviewed_reference_only,within_stage_LOBO
27,9.552277326725932,usable,0,0.0,not_classified,1,1,1,C1,semi,matched_angle,reviewed_reference_only,within_stage_LOBO
34,-1.897491403697509,usable,0,0.0,not_classified,1,1,1,C1,semi,matched_angle,reviewed_reference_only,within_stage_LOBO
37,-3.58813555975013,usable,0,0.0,not_classified,1,1,1,C1,semi,matched_angle,reviewed_reference_only,within_stage_LOBO
1,0.761337226057881,usable,0,0.0,not_classified,7,7,5,C1,semi,matched_angle,current20_sensitivity,within_stage_LOBO
10,0.21815900861946808,usable,0,0.0,not_classified,4,4,3,C1,semi,matched_angle,current20_sensitivity,within_stage_LOBO
11,-0.43691245531456735,usable,0,0.0,not_classified,4,4,4,C1,semi,matched_angle,current20_sensitivity,within_stage_LOBO
12,-0.5015876884135764,usable,0,0.0,not_classified,3,3,2,C1,semi,matched_angle,current20_sensitivity,within_stage_LOBO
13,-2.33911779723703,usable,0,0.0,not_classified,5,5,4,C1,semi,matched_angle,current20_sensitivity,within_stage_LOBO
15,-0.4645817859747677,usable,0,0.0,not_classified,2,2,2,C1,semi,matched_angle,current20_sensitivity,within_stage_LOBO
17,-1.766676982459863,usable,0,0.0,not_classified,4,4,4,C1,semi,matched_angle,current20_sensitivity,within_stage_LOBO
2,-1.3343090786453613,usable,0,0.0,not_classified,5,5,4,C1,semi,matched_angle,current20_sensitivity,within_stage_LOBO
28,-2.7964453378711123,usable,0,0.0,not_classified,5,5,5,C1,semi,matched_angle,current20_sensitivity,within_stage_LOBO
29,7.287120137939168,usable,0,0.0,not_classified,5,5,3,C1,semi,matched_angle,current20_sensitivity,within_stage_LOBO
30,-0.47284734294921416,usable,0,0.0,not_classified,5,5,5,C1,semi,matched_angle,current20_sensitivity,within_stage_LOBO
31,2.084494957520186,usable,0,0.0,not_classified,5,5,4,C1,semi,matched_angle,current20_sensitivity,within_stage_LOBO
32,-0.9526853899720004,usable,0,0.0,not_classified,5,5,4,C1,semi,matched_angle,current20_sensitivity,within_stage_LOBO
33,-0.7556778216791179,usable,0,0.0,not_classified,4,4,3,C1,semi,matched_angle,current20_sensitivity,within_stage_LOBO
34,1.006215282299145,usable,0,0.0,not_classified,6,6,5,C1,semi,matched_angle,current20_sensitivity,within_stage_LOBO
35,1.054800267401645,usable,0,0.0,not_classified,3,3,3,C1,semi,matched_angle,current20_sensitivity,within_stage_LOBO
36,-0.6627502828377628,usable,0,0.0,not_classified,4,4,3,C1,semi,matched_angle,current20_sensitivity,within_stage_LOBO
37,2.5140240339796285,usable,0,0.0,not_classified,3,3,3,C1,semi,matched_angle,current20_sensitivity,within_stage_LOBO
6,-0.8535432922891686,usable,0,0.0,not_classified,4,4,3,C1,semi,matched_angle,current20_sensitivity,within_stage_LOBO
8,-1.5890156581735797,usable,0,0.0,not_classified,2,2,2,C1,semi,matched_angle,current20_sensitivity,within_stage_LOBO
1,-0.0028129852864672736,usable,0,0.0,not_classified,7,7,5,C1,semi,missing_count_rate,all_usable,within_stage_LOBO
10,0.06517579814306783,usable,0,0.0,not_classified,4,4,3,C1,semi,missing_count_rate,all_usable,within_stage_LOBO
11,-0.048296936630934546,usable,0,0.0,not_classified,4,4,4,C1,semi,missing_count_rate,all_usable,within_stage_LOBO
12,-0.01938112065113974,usable,0,0.0,not_classified,3,3,2,C1,semi,missing_count_rate,all_usable,within_stage_LOBO
13,0.05543353727999721,usable,0,0.0,not_classified,5,5,4,C1,semi,missing_count_rate,all_usable,within_stage_LOBO
14,-0.16529976267343105,usable,0,0.0,not_classified,4,4,4,C1,semi,missing_count_rate,all_usable,within_stage_LOBO
15,-0.025080197306901794,usable,0,0.0,not_classified,2,2,2,C1,semi,missing_count_rate,all_usable,within_stage_LOBO
17,0.04058016530647199,usable,0,0.0,not_classified,4,4,4,C1,semi,missing_count_rate,all_usable,within_stage_LOBO
18,0.020233789127709657,usable,0,0.0,not_classified,4,4,4,C1,semi,missing_count_rate,all_usable,within_stage_LOBO
2,0.04185770288121028,usable,0,0.0,not_classified,5,5,4,C1,semi,missing_count_rate,all_usable,within_stage_LOBO
27,0.05252030637464289,usable,0,0.0,not_classified,5,5,5,C1,semi,missing_count_rate,all_usable,within_stage_LOBO
28,-0.10630368192811894,usable,0,0.0,not_classified,5,5,5,C1,semi,missing_count_rate,all_usable,within_stage_LOBO
29,0.06751379958546816,usable,0,0.0,not_classified,5,5,3,C1,semi,missing_count_rate,all_usable,within_stage_LOBO
30,0.027864182434347726,usable,0,0.0,not_classified,5,5,5,C1,semi,missing_count_rate,all_usable,within_stage_LOBO
31,0.06031739045778288,usable,0,0.0,not_classified,5,5,4,C1,semi,missing_count_rate,all_usable,within_stage_LOBO
32,-0.1022569185379682,usable,0,0.0,not_classified,5,5,4,C1,semi,missing_count_rate,all_usable,within_stage_LOBO
33,-0.01710222788611982,usable,0,0.0,not_classified,4,4,3,C1,semi,missing_count_rate,all_usable,within_stage_LOBO
34,0.21441815567020248,usable,0,0.0,not_classified,6,6,5,C1,semi,missing_count_rate,all_usable,within_stage_LOBO
35,0.025878051774102136,usable,0,0.0,not_classified,3,3,3,C1,semi,missing_count_rate,all_usable,within_stage_LOBO
36,-0.04214897965718743,usable,0,0.0,not_classified,4,4,3,C1,semi,missing_count_rate,all_usable,within_stage_LOBO
37,0.08376346093182867,usable,0,0.0,not_classified,3,3,3,C1,semi,missing_count_rate,all_usable,within_stage_LOBO
6,-0.11437230358662472,usable,0,0.0,not_classified,4,4,3,C1,semi,missing_count_rate,all_usable,within_stage_LOBO
