condition,field,value,target,controls,n,buildings,slope,cluster_se,lo,hi,partial_rho,status
manual,main_function_primary,kitchen,within_mode_median,n,126,19,0.00423654466022,0.00554889287875,-0.00663928538213,0.0151123747026,-0.0788123705731,descriptive_not_causal
manual,main_function_primary,kitchen,within_mode_median,n_building,126,19,0.00617603619156,0.00603649464596,-0.00565549331452,0.0180075656976,0.0604409192645,descriptive_not_causal
manual,main_function_primary,circulation,late_new_geometry,none,133,20,0.0766777914279,0.0614884544321,-0.043839579259,0.197195162115,0.109135429867,descriptive_not_causal
manual,main_function_primary,circulation,late_new_geometry,n,133,20,0.0825625980198,0.0656602487278,-0.0461314894866,0.211256685526,0.0391355696023,descriptive_not_causal
manual,main_function_primary,circulation,late_new_geometry,n_building,133,20,0.0760750205297,0.0778670144945,-0.0765443278796,0.228694368939,0.135138009118,descriptive_not_causal
manual,main_function_primary,circulation,half_tv,none,133,20,0.0282560412922,0.037415779604,-0.0450788867316,0.101590969316,0.0859690276454,descriptive_not_causal
manual,main_function_primary,circulation,half_tv,n,133,20,0.0320544193502,0.0396078548517,-0.0455769761592,0.10968581486,0.120169584968,descriptive_not_causal
manual,main_function_primary,circulation,half_tv,n_building,133,20,0.0234961042808,0.0449785933757,-0.0646619387355,0.111654147297,0.109032695739,descriptive_not_causal
manual,main_function_primary,circulation,singleton_mass,none,166,22,0.0304521066166,0.0698341820719,-0.106422890244,0.167327103478,0.0557887403632,descriptive_not_causal
manual,main_function_primary,circulation,singleton_mass,n,166,22,0.0639262218413,0.0710668468816,-0.0753647980466,0.203217241729,-0.0120235145106,descriptive_not_causal
manual,main_function_primary,circulation,singleton_mass,n_building,166,22,0.0806841033291,0.0846640568346,-0.0852574480668,0.246625654725,0.0772312266923,descriptive_not_causal
manual,main_function_primary,circulation,within_mode_median,none,126,19,-0.00752636801725,0.00213464156662,-0.0117102654878,-0.00334247054667,-0.153462247529,descriptive_not_causal
manual,main_function_primary,circulation,within_mode_median,n,126,19,-0.00731004960657,0.00233764806212,-0.0118918398083,-0.0027282594048,0.00844758346136,descriptive_not_causal
manual,main_function_primary,circulation,within_mode_median,n_building,126,19,-0.00854273951807,0.00168992599944,-0.011854994477,-0.00523048455917,-0.104429920997,descriptive_not_causal
manual,main_function_primary,dining,late_new_geometry,none,133,20,-0.0175247863247,0.189597787839,-0.38913645049,0.35408687784,-0.0383516657449,descriptive_not_causal
manual,main_function_primary,dining,late_new_geometry,n,133,20,-0.0145056495789,0.174300435038,-0.356134502253,0.327123203096,-0.0551800094247,descriptive_not_causal
manual,main_function_primary,dining,late_new_geometry,n_building,133,20,0.098164922168,0.152155184507,-0.200059239465,0.396389083801,-0.00851422416228,descriptive_not_causal
manual,main_function_primary,dining,half_tv,none,133,20,-0.00395535620613,0.0749804641501,-0.15091706594,0.143006353528,-0.0032993998113,descriptive_not_causal
manual,main_function_primary,dining,half_tv,n,133,20,-0.0019977192628,0.0565194455239,-0.11277583249,0.108780393964,0.0781238572476,descriptive_not_causal
manual,main_function_primary,dining,half_tv,n_building,133,20,0.0094714034226,0.0619513273328,-0.11195319815,0.130896004995,0.0469329339886,descriptive_not_causal
manual,main_function_primary,dining,singleton_mass,none,166,22,-0.00114556205888,0.156509510371,-0.307904202386,0.305613078269,0.0200553721306,descriptive_not_causal
manual,main_function_primary,dining,singleton_mass,n,166,22,0.0328051240161,0.132936231042,-0.227749888827,0.293360136859,-0.0741236033382,descriptive_not_causal
manual,main_function_primary,dining,singleton_mass,n_building,166,22,0.100339248797,0.12820522969,-0.150943001396,0.35162149899,-0.0211686395896,descriptive_not_causal
manual,main_function_primary,dining,within_mode_median,none,126,19,0.0236260781809,0.00854133720882,0.00688505725162,0.0403670991102,0.178193775606,descriptive_not_causal
manual,main_function_primary,dining,within_mode_median,n,126,19,0.023617082663,0.00822137348419,0.00750319063399,0.039730974692,-0.0568704223638,descriptive_not_causal
manual,main_function_primary,dining,within_mode_median,n_building,126,19,0.0282014232358,0.00948718689539,0.00960653692082,0.0467963095508,0.127504105669,descriptive_not_causal
manual,main_function_primary,living,late_new_geometry,none,133,20,0.164823529412,0.115094749811,-0.0607621802186,0.390409239042,0.150045814626,descriptive_not_causal
manual,main_function_primary,living,late_new_geometry,n,133,20,0.127373437876,0.116883144808,-0.101717525948,0.3564644017,0.113809538432,descriptive_not_causal
manual,main_function_primary,living,late_new_geometry,n_building,133,20,0.168650769627,0.122704421402,-0.0718498963199,0.409151435574,0.130096016698,descriptive_not_causal
manual,main_function_primary,living,half_tv,none,133,20,0.0775252304166,0.0499615250549,-0.0203993586909,0.175449819524,0.136009531604,descriptive_not_causal
manual,main_function_primary,living,half_tv,n,133,20,0.0524498398265,0.0499660046773,-0.045483529341,0.150383208994,-0.00312253797472,descriptive_not_causal
manual,main_function_primary,living,half_tv,n_building,133,20,0.0632290473941,0.0527579131326,-0.0401764623457,0.166634557134,0.040523079544,descriptive_not_causal
manual,main_function_primary,living,singleton_mass,none,166,22,0.144264827391,0.0983459841245,-0.0484933014934,0.337022956275,0.132269096061,descriptive_not_causal
manual,main_function_primary,living,singleton_mass,n,166,22,0.0988250189665,0.0941606320072,-0.0857298197677,0.283379857701,0.125056621604,descriptive_not_causal
manual,main_function_primary,living,singleton_mass,n_building,166,22,0.105876423287,0.0931963586584,-0.0767884396833,0.288541286258,0.0774859519204,descriptive_not_causal
manual,main_function_primary,living,within_mode_median,none,126,19,-0.000702789902213,0.00644880697263,-0.0133424515686,0.0119368717641,-0.0156103488154,descriptive_not_causal
manual,main_function_primary,living,within_mode_median,n,126,19,-0.00166196795875,0.00603105463223,-0.0134828350379,0.0101588991204,-0.0917614664297,descriptive_not_causal
manual,main_function_primary,living,within_mode_median,n_building,126,19,-0.00331920313528,0.00675552346812,-0.0165600291328,0.00992162286224,-0.0610189987599,descriptive_not_causal
manual,main_function_primary,bathroom,late_new_geometry,none,133,20,0.029652020202,0.0405563312952,-0.0498383891367,0.109142429541,0.0904720942903,descriptive_not_causal
manual,main_function_primary,bathroom,late_new_geometry,n,133,20,0.0942388038075,0.0396942808652,0.0164380133118,0.172039594303,0.167785088175,descriptive_not_causal
manual,main_function_primary,bathroom,late_new_geometry,n_building,133,20,0.113591913684,0.0451126789606,0.0251710629214,0.202012764447,0.18848713471,descriptive_not_causal
manual,main_function_primary,bathroom,half_tv,none,133,20,0.0233637690556,0.0278265549456,-0.0311762786378,0.077903816749,0.0868838482579,descriptive_not_causal
manual,main_function_primary,bathroom,half_tv,n,133,20,0.0656799343058,0.0269968500152,0.012766108276,0.118593760336,0.234346852894,descriptive_not_causal
manual,main_function_primary,bathroom,half_tv,n_building,133,20,0.0913790212476,0.0264517927484,0.0395335074606,0.143224535034,0.260986051958,descriptive_not_causal
manual,main_function_primary,bathroom,singleton_mass,none,166,22,0.108485373313,0.0574362167327,-0.00408961148337,0.221060358109,0.139521628788,descriptive_not_causal
manual,main_function_primary,bathroom,singleton_mass,n,166,22,0.146635100724,0.0539079757013,0.0409754683496,0.252294733099,0.0990769097813,descriptive_not_causal
manual,main_function_primary,bathroom,singleton_mass,n_building,166,22,0.158314735805,0.0626647477608,0.0354918301941,0.281137641417,0.201763117167,descriptive_not_causal
manual,main_function_primary,bathroom,within_mode_median,none,126,19,0.000235492819899,0.00414069010281,-0.00788025978162,0.00835124542141,0.0250649850477,descriptive_not_causal
manual,main_function_primary,bathroom,within_mode_median,n,126,19,0.00176767722985,0.00385647354209,-0.00579101091265,0.00932636537236,0.121524319456,descriptive_not_causal
manual,main_function_primary,bathroom,within_mode_median,n_building,126,19,0.00389431910765,0.00501330060281,-0.00593175007385,0.0137203882892,0.123810328543,descriptive_not_causal
manual,main_function_primary,work,late_new_geometry,none,133,20,-0.204804700855,0.0228213571955,-0.249534560958,-0.160074840752,-0.109765112304,descriptive_not_causal
manual,main_function_primary,work,late_new_geometry,n,133,20,-0.147992321129,0.0183479437121,-0.183954290805,-0.112030351453,-0.0647026805015,descriptive_not_causal
manual,main_function_primary,work,late_new_geometry,n_building,133,20,-0.171069585503,0.016362084484,-0.203139271092,-0.138999899914,-0.0784426497684,descriptive_not_causal
manual,main_function_primary,work,half_tv,none,133,20,-0.0395505252885,0.0282924809913,-0.0950037880315,0.0159027374544,-0.0527903969809,descriptive_not_causal
manual,main_function_primary,work,half_tv,n,133,20,-0.00150993626128,0.0143619007652,-0.0296592617611,0.0266393892385,0.0935622952535,descriptive_not_causal
manual,main_function_primary,work,half_tv,n_building,133,20,-0.017016922361,0.0205373146482,-0.0572700590715,0.0232362143494,0.0450289713612,descriptive_not_causal
manual,main_function_primary,work,singleton_mass,none,166,22,-0.222783924882,0.0327558434945,-0.286985378131,-0.158582471632,-0.102186896094,descriptive_not_causal
manual,main_function_primary,work,singleton_mass,n,166,22,-0.126774972038,0.0497932548749,-0.224369751593,-0.0291801924835,-0.0910658948727,descriptive_not_causal
manual,main_function_primary,work,singleton_mass,n_building,166,22,-0.12824112903,0.03877050118,-0.204231311343,-0.052250946717,-0.0582016201376,descriptive_not_causal
manual,main_function_primary,work,within_mode_median,none,126,19,-0.0158659084319,0.00292181320761,-0.0215926623189,-0.010139154545,-0.132392965812,descriptive_not_causal
manual,main_function_primary,work,within_mode_median,n,126,19,-0.0146857610182,0.00369362579045,-0.0219252675675,-0.00744625446894,0.0630557517393,descriptive_not_causal
manual,main_function_primary,work,within_mode_median,n_building,126,19,-0.0131251434146,0.000943179051948,-0.0149737743564,-0.0112765124727,-0.0224276375583,descriptive_not_causal
manual,main_function_primary,empty,late_new_geometry,none,133,20,-0.219423126615,0.0374878922194,-0.292899395365,-0.145946857865,-0.156362496127,descriptive_not_causal
manual,main_function_primary,empty,late_new_geometry,n,133,20,-0.1872529767,0.0138338475608,-0.214367317919,-0.16013863548,-0.104178085117,descriptive_not_causal
manual,main_function_primary,empty,late_new_geometry,n_building,133,20,-0.262876512022,0.00951928148675,-0.281534303736,-0.244218720308,-0.149276924795,descriptive_not_causal
manual,main_function_primary,empty,half_tv,none,133,20,-0.123888001997,0.0441200900508,-0.210363378497,-0.0374126254975,-0.148010354755,descriptive_not_causal
manual,main_function_primary,empty,half_tv,n,133,20,-0.102931403332,0.0229065788576,-0.147828297893,-0.0580345087712,0.0173166033715,descriptive_not_causal
manual,main_function_primary,empty,half_tv,n_building,133,20,-0.125071250533,0.0183012453889,-0.160941691495,-0.0892008095708,-0.0608629206395,descriptive_not_causal
manual,main_function_primary,empty,singleton_mass,none,166,22,-0.235637843473,0.0763722175563,-0.385327389884,-0.0859482970629,-0.143284315491,descriptive_not_causal
manual,main_function_primary,empty,singleton_mass,n,166,22,-0.200391652603,0.0486797859734,-0.295804033111,-0.104979272096,-0.126589951505,descriptive_not_causal
manual,main_function_primary,empty,singleton_mass,n_building,166,22,-0.214756765157,0.0783846322679,-0.368390644402,-0.0611228859121,-0.108807530772,descriptive_not_causal
manual,main_function_primary,empty,within_mode_median,none,126,19,0.0042576261248,0.00640413314621,-0.00829447484177,0.0168097270914,0.0410714835513,descriptive_not_causal
manual,main_function_primary,empty,within_mode_median,n,126,19,0.00500866104764,0.00552932656,-0.00582881900996,0.0158461411052,0.107008112332,descriptive_not_causal
manual,main_function_primary,empty,within_mode_median,n_building,126,19,0.00593987571595,0.00558693504628,-0.00501051697475,0.0168902684067,-0.0132050658506,descriptive_not_causal
manual,main_function_primary,special,late_new_geometry,none,133,20,-0.235781196581,0.0224676061412,-0.279817704618,-0.191744688545,-0.167953846538,descriptive_not_causal
manual,main_function_primary,special,late_new_geometry,n,133,20,-0.300357459587,0.0309650004642,-0.361048860497,-0.239666058677,-0.0391054049285,descriptive_not_causal
manual,main_function_primary,special,late_new_geometry,n_building,133,20,-0.376216883736,0.205633621251,-0.779258781387,0.0268250139151,-0.0369754136884,descriptive_not_causal
manual,main_function_primary,special,half_tv,none,133,20,-0.00367116817206,0.0115399648175,-0.0262894992144,0.0189471628703,-0.00725867958487,descriptive_not_causal
manual,main_function_primary,special,half_tv,n,133,20,-0.0434837016697,0.0149698225045,-0.0728245537785,-0.0141428495608,-0.106539161735,descriptive_not_causal
manual,main_function_primary,special,half_tv,n_building,133,20,-0.111988590424,0.0635047360444,-0.236457873071,0.0124806922233,-0.103847767123,descriptive_not_causal
manual,main_function_primary,special,singleton_mass,none,166,22,-0.17370861591,0.046177768624,-0.264217042413,-0.0832001894074,-0.0601661163917,descriptive_not_causal
manual,main_function_primary,special,singleton_mass,n,166,22,-0.213730485929,0.0517897087274,-0.315238315035,-0.112222656823,0.0554549950917,descriptive_not_causal
manual,main_function_primary,special,singleton_mass,n_building,166,22,-0.34609933935,0.203489463169,-0.744938687163,0.0527400084616,-0.00188314535673,descriptive_not_causal
manual,main_function_primary,special,within_mode_median,none,126,19,0.0120316054146,0.00167491473226,0.00874877253937,0.0153144382898,0.113786386833,descriptive_not_causal
manual,main_function_primary,special,within_mode_median,n,126,19,0.0106360006658,0.002324221501,0.00608052652382,0.0151914748078,-0.0615767750614,descriptive_not_causal
manual,main_function_primary,special,within_mode_median,n_building,126,19,0.00901237789578,0.0015499134259,0.00597454758102,0.0120502082105,0.00963977043407,descriptive_not_causal
manual,main_function_primary,storage,late_new_geometry,none,133,20,-0.0499222222222,0.0903197074235,-0.226948848772,0.127104404328,0.00132247123258,descriptive_not_causal
manual,main_function_primary,storage,late_new_geometry,n,133,20,-0.0678216117143,0.0459522734348,-0.157888067647,0.0222448442179,0.058864517048,descriptive_not_causal
manual,main_function_primary,storage,late_new_geometry,n_building,133,20,-0.0277317251243,0.0736066832421,-0.172000824279,0.11653737403,-0.0269741609713,descriptive_not_causal
manual,main_function_primary,storage,half_tv,none,133,20,-0.0268609117618,0.0666331471706,-0.157461880216,0.103740056693,-0.00923831947165,descriptive_not_causal
manual,main_function_primary,storage,half_tv,n,133,20,-0.0384590664928,0.0374335793683,-0.111828882055,0.034910749069,-0.101355719859,descriptive_not_causal
manual,main_function_primary,storage,half_tv,n_building,133,20,-0.0265110229772,0.0574312584967,-0.139076289631,0.0860542436764,0.0337017929669,descriptive_not_causal
manual,main_function_primary,storage,singleton_mass,none,166,22,-0.108602907778,0.110786747855,-0.325744933574,0.108539118017,-0.0319403070054,descriptive_not_causal
manual,main_function_primary,storage,singleton_mass,n,166,22,-0.13558590524,0.115813337192,-0.362580046136,0.0914082356574,0.0626964856768,descriptive_not_causal
manual,main_function_primary,storage,singleton_mass,n_building,166,22,-0.0925700622962,0.154021607065,-0.394452412143,0.209312287551,0.00452015753505,descriptive_not_causal
manual,main_function_primary,storage,within_mode_median,none,126,19,0.0185803026293,0.0118957516184,-0.0047353705427,0.0418959758013,0.118080212751,descriptive_not_causal
manual,main_function_primary,storage,within_mode_median,n,126,19,0.0180928857835,0.0109409477525,-0.00335137181134,0.0395371433783,-0.0308856317108,descriptive_not_causal
manual,main_function_primary,storage,within_mode_median,n_building,126,19,0.0151136558648,0.0124320575159,-0.00925317686645,0.0394804885961,0.105810321581,descriptive_not_causal
semi,scene_category,通行与连接,late_new_geometry,none,42,12,0.146273200758,0.113141568833,-0.0754842741551,0.36803067567,0.164541394826,descriptive_not_causal
semi,scene_category,通行与连接,late_new_geometry,n,42,12,0.105939508428,0.103367493485,-0.0966607788029,0.308539795659,0.228040062557,descriptive_not_causal
semi,scene_category,通行与连接,late_new_geometry,n_building,42,12,0.150739838134,0.109280972401,-0.063450867772,0.36493054404,0.377047951215,descriptive_not_causal
semi,scene_category,通行与连接,half_tv,none,42,12,0.0311036314229,0.0556942368907,-0.0780570728829,0.140264335729,0.134178210614,descriptive_not_causal
semi,scene_category,通行与连接,half_tv,n,42,12,0.0107531285089,0.0536275355725,-0.0943568412132,0.115863098231,-0.00892475765211,descriptive_not_causal
semi,scene_category,通行与连接,half_tv,n_building,42,12,0.0140164483109,0.0566695667571,-0.097055902533,0.125088799155,0.140881658849,descriptive_not_causal
semi,scene_category,通行与连接,singleton_mass,none,43,12,0.109824030822,0.0944340459366,-0.0752666992136,0.294914760858,0.18697849798,descriptive_not_causal
semi,scene_category,通行与连接,singleton_mass,n,43,12,0.0764550849016,0.0851928126499,-0.0905228278921,0.243432997695,0.208879795819,descriptive_not_causal
semi,scene_category,通行与连接,singleton_mass,n_building,43,12,0.095697012882,0.0910776049404,-0.0828150928013,0.274209118565,0.299742983163,descriptive_not_causal
semi,scene_category,通行与连接,within_mode_median,none,41,12,-0.00336539786887,0.00412633996988,-0.0114530242098,0.00472222847209,-0.028805940538,descriptive_not_causal
semi,scene_category,通行与连接,within_mode_median,n,41,12,-0.00546197075768,0.0034297240977,-0.0121842299892,0.00126028847381,-0.0925702268903,descriptive_not_causal
semi,scene_category,通行与连接,within_mode_median,n_building,41,12,0.00316214271786,0.00427416187225,-0.00521521455176,0.0115394999875,-0.0251100814411,descriptive_not_causal
semi,scene_category,开放复合空间,late_new_geometry,none,42,12,-0.221237989653,0.0545491533185,-0.328154330157,-0.114321649148,-0.213655376722,descriptive_not_causal
semi,scene_category,开放复合空间,late_new_geometry,n,42,12,-0.333979199385,0.0675162452469,-0.466311040069,-0.201647358701,-0.128639832123,descriptive_not_causal
semi,scene_category,开放复合空间,late_new_geometry,n_building,42,12,-0.500913897281,0.0331153497078,-0.565819982709,-0.436007811854,-0.0852135204755,descriptive_not_causal
semi,scene_category,开放复合空间,half_tv,none,42,12,-0.184955702304,0.0318467894716,-0.247375409668,-0.12253599494,-0.226206514233,descriptive_not_causal
semi,scene_category,开放复合空间,half_tv,n,42,12,-0.240548374136,0.039392616907,-0.317757903273,-0.163338844998,-0.338631894016,descriptive_not_causal
semi,scene_category,开放复合空间,half_tv,n_building,42,12,-0.301154607412,0.0176022038091,-0.335654926878,-0.266654287946,-0.183500550036,descriptive_not_causal
semi,scene_category,开放复合空间,singleton_mass,none,43,12,-0.208054928164,0.0474420036859,-0.301041255388,-0.115068600939,-0.195752624259,descriptive_not_causal
semi,scene_category,开放复合空间,singleton_mass,n,43,12,-0.306450656663,0.0503909290713,-0.405216877642,-0.207684435683,-0.118274879334,descriptive_not_causal
semi,scene_category,开放复合空间,singleton_mass,n_building,43,12,-0.44862753713,0.0167729199834,-0.481502460297,-0.415752613962,-0.092284455568,descriptive_not_causal
semi,scene_category,开放复合空间,within_mode_median,none,41,12,-0.0273882686683,0.00271557628261,-0.0327107981822,-0.0220657391544,-0.253942424512,descriptive_not_causal
semi,scene_category,开放复合空间,within_mode_median,n,41,12,-0.0325675469621,0.00407419574266,-0.0405529706177,-0.0245821233065,-0.141117741806,descriptive_not_causal
semi,scene_category,开放复合空间,within_mode_median,n_building,41,12,-0.0205621277762,0.00303679755016,-0.0265142509745,-0.0146100045779,-0.216725784059,descriptive_not_causal
semi,scene_category,工作与学习,late_new_geometry,none,42,12,-0.0347064393941,0.0553536297943,-0.143199553791,0.0737866750026,0.0185398754734,descriptive_not_causal
semi,scene_category,工作与学习,late_new_geometry,n,42,12,-0.0198043446623,0.03911913526,-0.0964778497718,0.0568691604473,0.0411765533599,descriptive_not_causal
semi,scene_category,工作与学习,late_new_geometry,n_building,42,12,-0.116515079508,0.0105464299402,-0.137186082191,-0.0958440768252,-0.190692730053,descriptive_not_causal
semi,scene_category,工作与学习,half_tv,none,42,12,0.0296079051383,0.0320154378204,-0.0331423529897,0.0923581632663,0.0647756878826,descriptive_not_causal
semi,scene_category,工作与学习,half_tv,n,42,12,0.0367757273103,0.0243324237727,-0.0109158232841,0.0844672779048,0.26546774981,descriptive_not_causal
semi,scene_category,工作与学习,half_tv,n_building,42,12,-0.0329899253728,0.00594349362562,-0.044639172879,-0.0213406778666,-0.0787552315977,descriptive_not_causal
semi,scene_category,工作与学习,singleton_mass,none,43,12,-0.0383326906392,0.0482690713819,-0.132940070548,0.0562746892693,0.036153771186,descriptive_not_causal
semi,scene_category,工作与学习,singleton_mass,n,43,12,-0.0218991127269,0.0325786552785,-0.0857532770728,0.0419550516189,0.0374248514,descriptive_not_causal
semi,scene_category,工作与学习,singleton_mass,n_building,43,12,-0.11181544134,0.00575170539071,-0.123088783906,-0.100542098774,-0.213402480032,descriptive_not_causal
semi,scene_category,工作与学习,within_mode_median,none,41,12,-0.0245173199622,0.00261214240089,-0.029637119068,-0.0193975208565,-0.277563498575,descriptive_not_causal
semi,scene_category,工作与学习,within_mode_median,n,41,12,-0.024024767812,0.0026350613719,-0.0291894881009,-0.018860047523,-0.0668649554155,descriptive_not_causal
semi,scene_category,工作与学习,within_mode_median,n_building,41,12,-0.0170879557705,0.00109851411512,-0.0192410434362,-0.0149348681049,-0.0760709017338,descriptive_not_causal
semi,scene_category,起居与休闲,late_new_geometry,none,42,12,-0.0438228438229,0.0555854544943,-0.152770334632,0.0651246469859,0.0651550084536,descriptive_not_causal
semi,scene_category,起居与休闲,late_new_geometry,n,42,12,-0.0710188810868,0.0532223791308,-0.175334744183,0.0332969820096,-0.0862424941326,descriptive_not_causal
semi,scene_category,起居与休闲,late_new_geometry,n_building,42,12,-0.103643844578,0.0496232478616,-0.200905410387,-0.00638227876964,-0.0298483349055,descriptive_not_causal
semi,scene_category,起居与休闲,half_tv,none,42,12,0.0189995608256,0.0379061915728,-0.0552965746571,0.0932956963084,0.0650406663447,descriptive_not_causal
semi,scene_category,起居与休闲,half_tv,n,42,12,0.00613497917303,0.0283376894456,-0.0494068921403,0.0616768504864,-0.230176825164,descriptive_not_causal
semi,scene_category,起居与休闲,half_tv,n_building,42,12,-0.0282480297387,0.0180334120605,-0.0635935173774,0.00709745789995,-0.0738532887471,descriptive_not_causal
semi,scene_category,起居与休闲,singleton_mass,none,43,12,-0.0243604523496,0.0495546182521,-0.121487504124,0.0727665994245,0.0635080594475,descriptive_not_causal
semi,scene_category,起居与休闲,singleton_mass,n,43,12,-0.0456984544996,0.0402436161733,-0.124575942199,0.0331790332001,-0.0604174063745,descriptive_not_causal
semi,scene_category,起居与休闲,singleton_mass,n_building,43,12,-0.079310140767,0.0460856082235,-0.169637932885,0.0110176513511,-0.0479700646657,descriptive_not_causal
semi,scene_category,起居与休闲,within_mode_median,none,41,12,-0.00770746001464,0.0131189197562,-0.0334205427368,0.0180056227075,-0.110837639076,descriptive_not_causal
semi,scene_category,起居与休闲,within_mode_median,n,41,12,-0.00897166544444,0.0127764201848,-0.0340134490067,0.0160701181178,-0.0949997156337,descriptive_not_causal
semi,scene_category,起居与休闲,within_mode_median,n_building,41,12,-0.00770886706623,0.015589307446,-0.0382639096604,0.0228461755279,-0.0836276783958,descriptive_not_causal
semi,scene_category,复合／待定,late_new_geometry,none,42,12,-0.0654258804258,0.107496303241,-0.276118634777,0.145266873926,-0.106677786341,descriptive_not_causal
semi,scene_category,复合／待定,late_new_geometry,n,42,12,-0.0168689715094,0.0940229627034,-0.201153978408,0.167416035389,0.0425625974136,descriptive_not_causal
semi,scene_category,复合／待定,late_new_geometry,n_building,42,12,0.070757072922,0.0376758371294,-0.0030875678517,0.144601713696,0.119365534429,descriptive_not_causal
semi,scene_category,复合／待定,half_tv,none,42,12,-0.0617346971477,0.0522147015602,-0.164075512206,0.0406061179103,-0.136916453442,descriptive_not_causal
semi,scene_category,复合／待定,half_tv,n,42,12,-0.0391029447893,0.0441615783884,-0.125659638431,0.0474537488519,0.0593055618542,descriptive_not_causal
semi,scene_category,复合／待定,half_tv,n_building,42,12,0.0234100040382,0.0304877969346,-0.0363460779535,0.08316608603,0.0847602672888,descriptive_not_causal
semi,scene_category,复合／待定,singleton_mass,none,43,12,-0.0696484293738,0.0897771352651,-0.245611614493,0.106314755746,-0.0979732880893,descriptive_not_causal
semi,scene_category,复合／待定,singleton_mass,n,43,12,-0.0228860123664,0.0770347082797,-0.173874040595,0.128102015862,0.044260862239,descriptive_not_causal
semi,scene_category,复合／待定,singleton_mass,n_building,43,12,0.0534116241438,0.023946078967,0.00647730936853,0.100345938919,0.145142427497,descriptive_not_causal
semi,scene_category,复合／待定,within_mode_median,none,41,12,0.000761389315546,0.013959518052,-0.0265992660664,0.0281220446975,-0.0378030337691,descriptive_not_causal
semi,scene_category,复合／待定,within_mode_median,n,41,12,0.00270993215734,0.0137077331012,-0.0241572247209,0.0295770890356,0.0306272813397,descriptive_not_causal
semi,scene_category,复合／待定,within_mode_median,n_building,41,12,-0.00143873244436,0.0214597657988,-0.04349987341,0.0406224085212,-0.0873245099031,descriptive_not_causal
semi,scene_category,卧室,late_new_geometry,none,42,12,-0.0105836139169,0.0796969494949,-0.166789634927,0.145622407093,-0.0453196956016,descriptive_not_causal
semi,scene_category,卧室,late_new_geometry,n,42,12,0.00702887976527,0.0677061784854,-0.125675230066,0.139732989597,-0.0929447994357,descriptive_not_causal
semi,scene_category,卧室,late_new_geometry,n_building,42,12,-0.050946405198,0.0691603729739,-0.186500736227,0.0846079258309,-0.112345924022,descriptive_not_causal
semi,scene_category,卧室,half_tv,none,42,12,0.0192881422925,0.0382636299791,-0.0557085724665,0.0942848570515,0.018507339395,descriptive_not_causal
semi,scene_category,卧室,half_tv,n,42,12,0.0278518719295,0.031178642126,-0.0332582666374,0.0889620104964,0.101430618563,descriptive_not_causal
semi,scene_category,卧室,half_tv,n_building,42,12,0.0240355372895,0.0275296140193,-0.0299225061883,0.0779935807673,0.0393835064783,descriptive_not_causal
semi,scene_category,卧室,singleton_mass,none,43,12,0.0136669381009,0.0636419488826,-0.111071281709,0.138405157911,-0.0826947543189,descriptive_not_causal
semi,scene_category,卧室,singleton_mass,n,43,12,0.0212497181557,0.0414037512324,-0.0599016342598,0.102401070571,-0.083149695397,descriptive_not_causal
semi,scene_category,卧室,singleton_mass,n_building,43,12,0.0179852023127,0.0440070511018,-0.0682686178469,0.104239022472,0.0225313799081,descriptive_not_causal
semi,scene_category,卧室,within_mode_median,none,41,12,0.0108397362587,0.00539004411951,0.000275249784423,0.0214042227329,0.282604526129,descriptive_not_causal
semi,scene_category,卧室,within_mode_median,n,41,12,0.0120398357809,0.00461879621432,0.00298699520087,0.021092676361,0.27326855207,descriptive_not_causal
semi,scene_category,卧室,within_mode_median,n_building,41,12,0.01299969002,0.00516825518545,0.00286990985649,0.0231294701835,0.26422509441,descriptive_not_causal
semi,scene_category,卫浴,late_new_geometry,none,42,12,0.0641287878788,0.0549066255114,-0.0434881981234,0.171745773881,0.203938630207,descriptive_not_causal
semi,scene_category,卫浴,late_new_geometry,n,42,12,0.0726655621732,0.0939111656293,-0.11140032246,0.256731446807,0.0823190834017,descriptive_not_causal
semi,scene_category,卫浴,late_new_geometry,n_building,42,12,-0.0484221415945,0.068967617557,-0.183598672006,0.0867543888173,0.0550258234656,descriptive_not_causal
semi,scene_category,卫浴,half_tv,none,42,12,0.0719658596839,0.0323317373726,0.00859565443365,0.135336064934,0.129551375765,descriptive_not_causal
semi,scene_category,卫浴,half_tv,n,42,12,0.0760617584881,0.0464408119736,-0.0149622329801,0.167085749956,0.30035025719,descriptive_not_causal
semi,scene_category,卫浴,half_tv,n_building,42,12,0.045492837648,0.0383672574254,-0.0297069869059,0.120692662202,0.099748491993,descriptive_not_causal
semi,scene_category,卫浴,singleton_mass,none,43,12,0.0609836434331,0.0484245766057,-0.0339285267141,0.15589581358,0.171730413133,descriptive_not_causal
semi,scene_category,卫浴,singleton_mass,n,43,12,0.071701925188,0.0900962748105,-0.104886773441,0.248290623817,0.0637859738858,descriptive_not_causal
semi,scene_category,卫浴,singleton_mass,n_building,43,12,-0.0442974723642,0.037475283458,-0.117749027942,0.0291540832134,0.0557509988637,descriptive_not_causal
semi,scene_category,卫浴,within_mode_median,none,41,12,0.0264845309619,0.0138881566275,-0.000736256027972,0.0537053179518,0.258421188329,descriptive_not_causal
semi,scene_category,卫浴,within_mode_median,n,41,12,0.0267297270408,0.0105292666891,0.00609236433009,0.0473670897514,0.108766638942,descriptive_not_causal
