image_id,source,yaw,available,reason,point_count,id
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,bi_enclosed,90,True,ok,8.0,
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,bi_extended,90,True,ok,8.0,
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,hohonet,90,True,ok,8.0,
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,ulayout_boundary,90,True,ok,,
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,bi_enclosed,180,True,ok,8.0,
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,bi_extended,180,True,ok,8.0,
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,hohonet,180,True,ok,8.0,
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,ulayout_boundary,180,True,ok,,
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,bi_enclosed,270,True,ok,8.0,
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,bi_extended,270,True,ok,8.0,
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,hohonet,270,True,ok,8.0,
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,ulayout_boundary,270,True,ok,,
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,bi_enclosed,0,True,ok,8.0,
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,bi_extended,0,True,ok,8.0,
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,hohonet,0,True,ok,8.0,
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,ulayout_boundary,0,True,ok,,
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,bi_enclosed,90,True,ok,8.0,
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,bi_extended,90,True,ok,8.0,
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,hohonet,90,True,ok,8.0,
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,ulayout_boundary,90,True,ok,,
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,bi_enclosed,180,True,ok,8.0,
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,bi_extended,180,True,ok,8.0,
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,hohonet,180,True,ok,8.0,
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,ulayout_boundary,180,True,ok,,
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,bi_enclosed,270,True,ok,8.0,
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,bi_extended,270,True,ok,8.0,
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,hohonet,270,True,ok,8.0,
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,ulayout_boundary,270,True,ok,,
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,bi_enclosed,0,True,ok,8.0,
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,bi_extended,0,True,ok,8.0,
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,hohonet,0,True,ok,8.0,
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,ulayout_boundary,0,True,ok,,
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,bi_enclosed,90,True,ok,8.0,
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,bi_extended,90,True,ok,8.0,
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,hohonet,90,True,ok,8.0,
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,ulayout_boundary,90,True,ok,,
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,bi_enclosed,180,True,ok,8.0,
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,bi_extended,180,True,ok,8.0,
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,hohonet,180,True,ok,8.0,
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,ulayout_boundary,180,True,ok,,
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,bi_enclosed,270,True,ok,8.0,
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,bi_extended,270,True,ok,8.0,
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,hohonet,270,True,ok,8.0,
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,ulayout_boundary,270,True,ok,,
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,bi_enclosed,0,True,ok,20.0,
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,bi_extended,0,True,ok,20.0,
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,hohonet,0,True,ok,20.0,
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,ulayout_boundary,0,True,ok,,
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,bi_enclosed,90,True,ok,20.0,
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,bi_extended,90,True,ok,20.0,
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,hohonet,90,True,ok,20.0,
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,ulayout_boundary,90,True,ok,,
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,bi_enclosed,180,True,ok,20.0,
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,bi_extended,180,True,ok,20.0,
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,hohonet,180,True,ok,20.0,
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,ulayout_boundary,180,True,ok,,
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,bi_enclosed,270,True,ok,20.0,
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,bi_extended,270,True,ok,20.0,
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,hohonet,270,True,ok,20.0,
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,ulayout_boundary,270,True,ok,,
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,bi_enclosed,0,True,ok,12.0,
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,bi_extended,0,True,ok,12.0,
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,hohonet,0,True,ok,12.0,
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,ulayout_boundary,0,True,ok,,
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,bi_enclosed,90,True,ok,12.0,
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,bi_extended,90,True,ok,12.0,
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,hohonet,90,True,ok,12.0,
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,ulayout_boundary,90,True,ok,,
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,bi_enclosed,180,True,ok,12.0,
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,bi_extended,180,True,ok,12.0,
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,hohonet,180,True,ok,12.0,
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,ulayout_boundary,180,True,ok,,
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,bi_enclosed,270,True,ok,12.0,
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,bi_extended,270,True,ok,12.0,
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,hohonet,270,True,ok,12.0,
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,ulayout_boundary,270,True,ok,,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,bi_enclosed,0,True,ok,8.0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,bi_extended,0,True,ok,8.0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,hohonet,0,True,ok,12.0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,ulayout_boundary,0,True,ok,,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,bi_enclosed,90,True,ok,8.0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,bi_extended,90,True,ok,8.0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,hohonet,90,True,ok,12.0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,ulayout_boundary,90,True,ok,,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,bi_enclosed,180,True,ok,8.0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,bi_extended,180,True,ok,8.0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,hohonet,180,True,ok,12.0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,ulayout_boundary,180,True,ok,,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,bi_enclosed,270,True,ok,8.0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,bi_extended,270,True,ok,8.0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,hohonet,270,True,ok,12.0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,ulayout_boundary,270,True,ok,,
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,bi_enclosed,0,True,ok,12.0,
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,bi_extended,0,True,ok,12.0,
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,hohonet,0,True,ok,12.0,
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,ulayout_boundary,0,True,ok,,
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,bi_enclosed,90,True,ok,12.0,
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,bi_extended,90,True,ok,12.0,
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,hohonet,90,True,ok,12.0,
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,ulayout_boundary,90,True,ok,,
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,bi_enclosed,180,True,ok,12.0,
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,bi_extended,180,True,ok,12.0,
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,hohonet,180,True,ok,12.0,
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,ulayout_boundary,180,True,ok,,
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,bi_enclosed,270,True,ok,12.0,
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,bi_extended,270,True,ok,12.0,
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,hohonet,270,True,ok,12.0,
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,ulayout_boundary,270,True,ok,,
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,bi_enclosed,0,True,ok,16.0,
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,bi_extended,0,True,ok,20.0,
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,hohonet,0,True,ok,20.0,
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,ulayout_boundary,0,True,ok,,
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,bi_enclosed,90,False,nonminor_or_duplicate_azimuth_arc,4.0,
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,bi_extended,90,False,incomplete_pairing,2.0,
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,hohonet,90,True,ok,20.0,
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,ulayout_boundary,90,True,ok,,
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,bi_enclosed,180,True,ok,16.0,
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,bi_extended,180,False,nonminor_or_duplicate_azimuth_arc,4.0,
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,hohonet,180,True,ok,20.0,
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,ulayout_boundary,180,True,ok,,
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,bi_enclosed,270,True,ok,14.0,
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,bi_extended,270,False,incomplete_pairing,2.0,
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,hohonet,270,True,ok,20.0,
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,ulayout_boundary,270,True,ok,,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,bi_enclosed,0,True,ok,18.0,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,bi_extended,0,True,ok,18.0,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,hohonet,0,True,ok,12.0,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,ulayout_boundary,0,True,ok,,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,bi_enclosed,90,True,ok,18.0,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,bi_extended,90,True,ok,20.0,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,hohonet,90,True,ok,12.0,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,ulayout_boundary,90,True,ok,,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,bi_enclosed,180,True,ok,18.0,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,bi_extended,180,True,ok,18.0,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,hohonet,180,True,ok,12.0,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,ulayout_boundary,180,True,ok,,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,bi_enclosed,270,True,ok,18.0,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,bi_extended,270,True,ok,18.0,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,hohonet,270,True,ok,16.0,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,ulayout_boundary,270,True,ok,,
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,bi_enclosed,0,True,ok,16.0,
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,bi_extended,0,True,ok,20.0,
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,hohonet,0,True,ok,16.0,
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,ulayout_boundary,0,True,ok,,
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,bi_enclosed,90,True,ok,16.0,
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,bi_extended,90,True,ok,16.0,
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,hohonet,90,True,ok,16.0,
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,ulayout_boundary,90,True,ok,,
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,bi_enclosed,180,True,ok,12.0,
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,bi_extended,180,True,ok,16.0,
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,hohonet,180,True,ok,16.0,
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,ulayout_boundary,180,True,ok,,
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,bi_enclosed,270,True,ok,16.0,
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,bi_extended,270,True,ok,16.0,
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,hohonet,270,True,ok,16.0,
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,ulayout_boundary,270,True,ok,,
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,bi_enclosed,0,True,ok,20.0,
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,bi_extended,0,True,ok,20.0,
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,hohonet,0,True,ok,16.0,
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,ulayout_boundary,0,True,ok,,
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,bi_enclosed,90,True,ok,20.0,
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,bi_extended,90,True,ok,20.0,
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,hohonet,90,True,ok,16.0,
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,ulayout_boundary,90,True,ok,,
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,bi_enclosed,180,True,ok,20.0,
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,bi_extended,180,True,ok,20.0,
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,hohonet,180,True,ok,16.0,
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,ulayout_boundary,180,True,ok,,
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,bi_enclosed,270,True,ok,20.0,
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,bi_extended,270,True,ok,20.0,
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,hohonet,270,True,ok,16.0,
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,ulayout_boundary,270,True,ok,,
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,bi_enclosed,0,True,ok,8.0,
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,bi_extended,0,True,ok,8.0,
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,hohonet,0,True,ok,8.0,
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,ulayout_boundary,0,True,ok,,
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,bi_enclosed,90,True,ok,8.0,
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,bi_extended,90,True,ok,8.0,
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,hohonet,90,True,ok,8.0,
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,ulayout_boundary,90,True,ok,,
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,bi_enclosed,180,True,ok,8.0,
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,bi_extended,180,True,ok,8.0,
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,hohonet,180,True,ok,8.0,
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,ulayout_boundary,180,True,ok,,
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,bi_enclosed,270,True,ok,8.0,
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,bi_extended,270,True,ok,8.0,
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,hohonet,270,True,ok,8.0,
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,ulayout_boundary,270,True,ok,,
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,bi_enclosed,0,True,ok,12.0,
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,bi_extended,0,True,ok,12.0,
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,hohonet,0,True,ok,12.0,
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,ulayout_boundary,0,True,ok,,
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,bi_enclosed,90,True,ok,12.0,
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,bi_extended,90,True,ok,12.0,
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,hohonet,90,True,ok,12.0,
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,ulayout_boundary,90,True,ok,,
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,bi_enclosed,180,True,ok,12.0,
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,bi_extended,180,True,ok,12.0,
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,hohonet,180,True,ok,12.0,
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,ulayout_boundary,180,True,ok,,
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,bi_enclosed,270,True,ok,12.0,
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,bi_extended,270,True,ok,12.0,
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,hohonet,270,True,ok,12.0,
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,ulayout_boundary,270,True,ok,,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,bi_enclosed,0,True,ok,8.0,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,bi_extended,0,True,ok,8.0,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,hohonet,0,True,ok,12.0,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,ulayout_boundary,0,True,ok,,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,bi_enclosed,90,True,ok,8.0,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,bi_extended,90,True,ok,8.0,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,hohonet,90,True,ok,12.0,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,ulayout_boundary,90,True,ok,,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,bi_enclosed,180,True,ok,8.0,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,bi_extended,180,True,ok,8.0,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,hohonet,180,True,ok,12.0,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,ulayout_boundary,180,True,ok,,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,bi_enclosed,270,True,ok,8.0,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,bi_extended,270,True,ok,8.0,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,hohonet,270,True,ok,12.0,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,ulayout_boundary,270,True,ok,,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,bi_enclosed,0,True,ok,8.0,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,bi_extended,0,True,ok,8.0,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,hohonet,0,True,ok,16.0,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,ulayout_boundary,0,True,ok,,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,bi_enclosed,90,True,ok,8.0,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,bi_extended,90,True,ok,8.0,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,hohonet,90,True,ok,16.0,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,ulayout_boundary,90,True,ok,,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,bi_enclosed,180,True,ok,8.0,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,bi_extended,180,True,ok,8.0,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,hohonet,180,True,ok,12.0,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,ulayout_boundary,180,True,ok,,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,bi_enclosed,270,True,ok,20.0,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,bi_extended,270,True,ok,8.0,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,hohonet,270,True,ok,16.0,
