image_id,code,condition,N,method,clusters,supported,singletons,singleton_mass,largest_share,entropy_bits,sizes
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F-02,manual,2,OSPA30_c9_gate1,1,1,0,0.0,1.0,-0.0,2
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,24,OSPA30_c3_gate0,5,2,3,0.125,0.7916666666666666,1.1386865525783176,19;2;1;1;1
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,24,OSPA30_c6_gate0,4,3,1,0.041666666666666664,0.7916666666666666,1.0553532192449844,19;2;2;1
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,24,OSPA30_c9_gate0,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,24,OSPA30_c3_gate1,5,2,3,0.125,0.7916666666666666,1.1386865525783176,19;2;1;1;1
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,24,OSPA30_c6_gate1,4,3,1,0.041666666666666664,0.7916666666666666,1.0553532192449844,19;2;2;1
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,24,OSPA30_c9_gate1,4,3,1,0.041666666666666664,0.7916666666666666,1.0553532192449844,19;2;2;1
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,5,OSPA30_c3_gate0,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,5,OSPA30_c6_gate0,2,1,1,0.2,0.8,0.7219280948873623,4;1
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,5,OSPA30_c9_gate0,2,1,1,0.2,0.8,0.7219280948873623,4;1
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,5,OSPA30_c3_gate1,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,5,OSPA30_c6_gate1,2,1,1,0.2,0.8,0.7219280948873623,4;1
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,5,OSPA30_c9_gate1,2,1,1,0.2,0.8,0.7219280948873623,4;1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,24,OSPA30_c3_gate0,4,2,2,0.08333333333333333,0.7083333333333334,1.2059413017339653,17;5;1;1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,24,OSPA30_c6_gate0,1,1,0,0.0,1.0,-0.0,24
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,24,OSPA30_c9_gate0,1,1,0,0.0,1.0,-0.0,24
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,24,OSPA30_c3_gate1,4,2,2,0.08333333333333333,0.7083333333333334,1.2059413017339653,17;5;1;1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,24,OSPA30_c6_gate1,1,1,0,0.0,1.0,-0.0,24
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,24,OSPA30_c9_gate1,1,1,0,0.0,1.0,-0.0,24
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,5,OSPA30_c3_gate0,3,1,2,0.4,0.6,1.3709505944546687,3;1;1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,5,OSPA30_c6_gate0,3,1,2,0.4,0.6,1.3709505944546687,3;1;1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,5,OSPA30_c9_gate0,2,1,1,0.2,0.8,0.7219280948873623,4;1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,5,OSPA30_c3_gate1,3,1,2,0.4,0.6,1.3709505944546687,3;1;1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,5,OSPA30_c6_gate1,3,1,2,0.4,0.6,1.3709505944546687,3;1;1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,5,OSPA30_c9_gate1,3,1,2,0.4,0.6,1.3709505944546687,3;1;1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,semi,4,OSPA30_c3_gate0,3,1,2,0.5,0.5,1.5,2;1;1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,semi,4,OSPA30_c6_gate0,2,1,1,0.25,0.75,0.8112781244591328,3;1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,semi,4,OSPA30_c9_gate0,2,1,1,0.25,0.75,0.8112781244591328,3;1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,semi,4,OSPA30_c3_gate1,3,1,2,0.5,0.5,1.5,2;1;1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,semi,4,OSPA30_c6_gate1,2,1,1,0.25,0.75,0.8112781244591328,3;1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,semi,4,OSPA30_c9_gate1,2,1,1,0.25,0.75,0.8112781244591328,3;1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,5,OSPA30_c3_gate0,2,1,1,0.2,0.8,0.7219280948873623,4;1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,5,OSPA30_c6_gate0,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,5,OSPA30_c9_gate0,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,5,OSPA30_c3_gate1,2,1,1,0.2,0.8,0.7219280948873623,4;1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,5,OSPA30_c6_gate1,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,5,OSPA30_c9_gate1,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,semi,4,OSPA30_c3_gate0,1,1,0,0.0,1.0,-0.0,4
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,semi,4,OSPA30_c6_gate0,1,1,0,0.0,1.0,-0.0,4
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,semi,4,OSPA30_c9_gate0,1,1,0,0.0,1.0,-0.0,4
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,semi,4,OSPA30_c3_gate1,1,1,0,0.0,1.0,-0.0,4
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,semi,4,OSPA30_c6_gate1,1,1,0,0.0,1.0,-0.0,4
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,semi,4,OSPA30_c9_gate1,1,1,0,0.0,1.0,-0.0,4
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,5,OSPA30_c3_gate0,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,5,OSPA30_c6_gate0,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,5,OSPA30_c9_gate0,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,5,OSPA30_c3_gate1,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,5,OSPA30_c6_gate1,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,5,OSPA30_c9_gate1,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,5,OSPA30_c3_gate0,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,5,OSPA30_c6_gate0,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,5,OSPA30_c9_gate0,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,5,OSPA30_c3_gate1,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,5,OSPA30_c6_gate1,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,5,OSPA30_c9_gate1,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,5,OSPA30_c3_gate0,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,5,OSPA30_c6_gate0,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,5,OSPA30_c9_gate0,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,5,OSPA30_c3_gate1,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,5,OSPA30_c6_gate1,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,5,OSPA30_c9_gate1,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,24,OSPA30_c3_gate0,5,3,2,0.08333333333333333,0.5416666666666666,1.7634893002931975,13;5;4;1;1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,24,OSPA30_c6_gate0,2,2,0,0.0,0.8333333333333334,0.6500224216483541,20;4
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,24,OSPA30_c9_gate0,2,2,0,0.0,0.8333333333333334,0.6500224216483541,20;4
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,24,OSPA30_c3_gate1,5,3,2,0.08333333333333333,0.5416666666666666,1.7634893002931975,13;5;4;1;1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,24,OSPA30_c6_gate1,2,2,0,0.0,0.8333333333333334,0.6500224216483541,20;4
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,24,OSPA30_c9_gate1,2,2,0,0.0,0.8333333333333334,0.6500224216483541,20;4
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,24,OSPA30_c3_gate0,18,4,14,0.5833333333333334,0.125,4.0220552088742005,3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,24,OSPA30_c6_gate0,14,4,10,0.4166666666666667,0.25,3.459147917027245,6;3;3;2;1;1;1;1;1;1;1;1;1;1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,24,OSPA30_c9_gate0,10,6,4,0.16666666666666666,0.25,3.006866543182522,6;5;3;2;2;2;1;1;1;1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,24,OSPA30_c3_gate1,18,4,14,0.5833333333333334,0.125,4.0220552088742005,3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,24,OSPA30_c6_gate1,14,4,10,0.4166666666666667,0.25,3.459147917027245,6;3;3;2;1;1;1;1;1;1;1;1;1;1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,24,OSPA30_c9_gate1,11,6,5,0.20833333333333334,0.25,3.1572682296173893,6;4;3;2;2;2;1;1;1;1;1
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,24,OSPA30_c3_gate0,7,3,4,0.16666666666666666,0.6666666666666666,1.751629167387823,16;2;2;1;1;1;1
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,24,OSPA30_c6_gate0,3,2,1,0.041666666666666664,0.8333333333333334,0.785235442391543,20;3;1
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,24,OSPA30_c9_gate0,2,2,0,0.0,0.8333333333333334,0.6500224216483541,20;4
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,24,OSPA30_c3_gate1,7,3,4,0.16666666666666666,0.6666666666666666,1.751629167387823,16;2;2;1;1;1;1
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,24,OSPA30_c6_gate1,3,2,1,0.041666666666666664,0.8333333333333334,0.785235442391543,20;3;1
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,24,OSPA30_c9_gate1,3,2,1,0.041666666666666664,0.8333333333333334,0.785235442391543,20;3;1
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG-17,manual,5,OSPA30_c3_gate0,2,1,1,0.2,0.8,0.7219280948873623,4;1
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG-17,manual,5,OSPA30_c6_gate0,2,1,1,0.2,0.8,0.7219280948873623,4;1
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG-17,manual,5,OSPA30_c9_gate0,2,1,1,0.2,0.8,0.7219280948873623,4;1
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG-17,manual,5,OSPA30_c3_gate1,2,1,1,0.2,0.8,0.7219280948873623,4;1
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG-17,manual,5,OSPA30_c6_gate1,2,1,1,0.2,0.8,0.7219280948873623,4;1
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG-17,manual,5,OSPA30_c9_gate1,2,1,1,0.2,0.8,0.7219280948873623,4;1
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG-18,manual,6,OSPA30_c3_gate0,4,2,2,0.3333333333333333,0.3333333333333333,1.9182958340544896,2;2;1;1
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG-18,manual,6,OSPA30_c6_gate0,2,2,0,0.0,0.6666666666666666,0.9182958340544896,4;2
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG-18,manual,6,OSPA30_c9_gate0,2,2,0,0.0,0.6666666666666666,0.9182958340544896,4;2
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG-18,manual,6,OSPA30_c3_gate1,4,2,2,0.3333333333333333,0.3333333333333333,1.9182958340544896,2;2;1;1
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG-18,manual,6,OSPA30_c6_gate1,2,2,0,0.0,0.6666666666666666,0.9182958340544896,4;2
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG-18,manual,6,OSPA30_c9_gate1,2,2,0,0.0,0.6666666666666666,0.9182958340544896,4;2
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG-19,oos,24,OSPA30_c3_gate0,10,6,4,0.16666666666666666,0.20833333333333334,3.110625918002233,5;3;3;3;3;3;1;1;1;1
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG-19,oos,24,OSPA30_c6_gate0,3,2,1,0.041666666666666664,0.7916666666666666,0.8886865525783176,19;4;1
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG-19,oos,24,OSPA30_c9_gate0,1,1,0,0.0,1.0,-0.0,24
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG-19,oos,24,OSPA30_c3_gate1,10,6,4,0.16666666666666666,0.20833333333333334,3.110625918002233,5;3;3;3;3;3;1;1;1;1
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG-19,oos,24,OSPA30_c6_gate1,3,2,1,0.041666666666666664,0.7916666666666666,0.8886865525783176,19;4;1
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG-19,oos,24,OSPA30_c9_gate1,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7-02,manual,6,OSPA30_c3_gate0,1,1,0,0.0,1.0,-0.0,6
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7-02,manual,6,OSPA30_c6_gate0,1,1,0,0.0,1.0,-0.0,6
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7-02,manual,6,OSPA30_c9_gate0,1,1,0,0.0,1.0,-0.0,6
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7-02,manual,6,OSPA30_c3_gate1,1,1,0,0.0,1.0,-0.0,6
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7-02,manual,6,OSPA30_c6_gate1,1,1,0,0.0,1.0,-0.0,6
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7-02,manual,6,OSPA30_c9_gate1,1,1,0,0.0,1.0,-0.0,6
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7-03,semi,24,OSPA30_c3_gate0,4,2,2,0.08333333333333333,0.7916666666666666,1.0238995733215066,19;3;1;1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7-03,semi,24,OSPA30_c6_gate0,2,2,0,0.0,0.875,0.5435644431995964,21;3
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7-03,semi,24,OSPA30_c9_gate0,2,2,0,0.0,0.875,0.5435644431995964,21;3
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7-03,semi,24,OSPA30_c3_gate1,4,2,2,0.08333333333333333,0.7916666666666666,1.0238995733215066,19;3;1;1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7-03,semi,24,OSPA30_c6_gate1,2,2,0,0.0,0.875,0.5435644431995964,21;3
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7-03,semi,24,OSPA30_c9_gate1,2,2,0,0.0,0.875,0.5435644431995964,21;3
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7-09,manual,6,OSPA30_c3_gate0,2,2,0,0.0,0.6666666666666666,0.9182958340544896,4;2
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7-09,manual,6,OSPA30_c6_gate0,2,2,0,0.0,0.6666666666666666,0.9182958340544896,4;2
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7-09,manual,6,OSPA30_c9_gate0,1,1,0,0.0,1.0,-0.0,6
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7-09,manual,6,OSPA30_c3_gate1,2,2,0,0.0,0.6666666666666666,0.9182958340544896,4;2
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7-09,manual,6,OSPA30_c6_gate1,2,2,0,0.0,0.6666666666666666,0.9182958340544896,4;2
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7-09,manual,6,OSPA30_c9_gate1,1,1,0,0.0,1.0,-0.0,6
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7-10,semi,24,OSPA30_c3_gate0,4,2,2,0.08333333333333333,0.7916666666666666,1.0238995733215064,19;3;1;1
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7-10,semi,24,OSPA30_c6_gate0,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7-10,semi,24,OSPA30_c9_gate0,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7-10,semi,24,OSPA30_c3_gate1,4,2,2,0.08333333333333333,0.7916666666666666,1.0238995733215064,19;3;1;1
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7-10,semi,24,OSPA30_c6_gate1,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7-10,semi,24,OSPA30_c9_gate1,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7-16,semi,24,OSPA30_c3_gate0,4,3,1,0.041666666666666664,0.7916666666666666,1.0553532192449844,19;2;2;1
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7-16,semi,24,OSPA30_c6_gate0,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7-16,semi,24,OSPA30_c9_gate0,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7-16,semi,24,OSPA30_c3_gate1,4,3,1,0.041666666666666664,0.7916666666666666,1.0553532192449844,19;2;2;1
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7-16,semi,24,OSPA30_c6_gate1,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7-16,semi,24,OSPA30_c9_gate1,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7-17,manual,6,OSPA30_c3_gate0,3,1,2,0.3333333333333333,0.6666666666666666,1.2516291673878228,4;1;1
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7-17,manual,6,OSPA30_c6_gate0,1,1,0,0.0,1.0,-0.0,6
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7-17,manual,6,OSPA30_c9_gate0,1,1,0,0.0,1.0,-0.0,6
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7-17,manual,6,OSPA30_c3_gate1,3,1,2,0.3333333333333333,0.6666666666666666,1.2516291673878228,4;1;1
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7-17,manual,6,OSPA30_c6_gate1,1,1,0,0.0,1.0,-0.0,6
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7-17,manual,6,OSPA30_c9_gate1,1,1,0,0.0,1.0,-0.0,6
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7-19,manual,24,OSPA30_c3_gate0,9,4,5,0.20833333333333334,0.25,2.7610276044371003,6;6;4;3;1;1;1;1;1
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7-19,manual,24,OSPA30_c6_gate0,6,3,3,0.125,0.4166666666666667,2.0486806089179534,10;7;4;1;1;1
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7-19,manual,24,OSPA30_c9_gate0,5,3,2,0.08333333333333333,0.4583333333333333,1.8472444899122602,11;7;4;1;1
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7-19,manual,24,OSPA30_c3_gate1,9,4,5,0.20833333333333334,0.25,2.7610276044371003,6;6;4;3;1;1;1;1;1
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7-19,manual,24,OSPA30_c6_gate1,6,3,3,0.125,0.4166666666666667,2.0486806089179534,10;7;4;1;1;1
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7-19,manual,24,OSPA30_c9_gate1,5,3,2,0.08333333333333333,0.4583333333333333,1.8472444899122602,11;7;4;1;1
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7-32,semi,24,OSPA30_c3_gate0,4,4,0,0.0,0.6666666666666666,1.4182958340544896,16;4;2;2
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7-32,semi,24,OSPA30_c6_gate0,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7-32,semi,24,OSPA30_c9_gate0,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7-32,semi,24,OSPA30_c3_gate1,4,4,0,0.0,0.6666666666666666,1.4182958340544896,16;4;2;2
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7-32,semi,24,OSPA30_c6_gate1,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7-32,semi,24,OSPA30_c9_gate1,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7-39,semi,24,OSPA30_c3_gate0,7,3,4,0.16666666666666666,0.5416666666666666,2.049104007471253,13;4;3;1;1;1;1
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7-39,semi,24,OSPA30_c6_gate0,5,2,3,0.125,0.75,1.2593984370492775,18;3;1;1;1
