id,image_id,code,worker,condition,building,imputed_point,all_models_available,d_bi_enclosed,d_bi_extended,d_hohonet,d_ulayout_boundary,bi_gap,bi_distance_advantage_enclosed,bi_state_0.05,bi_state_0.10,bi_state_0.20,candidate_direction_status
9c8a68204bbf22bf,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,W001,manual,7y3sRwLe3Va,False,True,0.043122249616579955,0.04303522980956964,0.039547743438891114,0.03283594829529923,0.00010186530806710614,-8.701980701031342e-05,both,both,both,heads_too_close
84b0461c974c6f08,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,W010,manual,7y3sRwLe3Va,False,True,0.009199138077477853,0.009174121829472748,0.008995582806075153,0.014268715281175237,0.00010186530806710614,-2.5016248005105268e-05,both,both,both,heads_too_close
b36f0dc2bb36d9b6,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,W011,manual,7y3sRwLe3Va,False,True,0.018313672900320377,0.01829945428436419,0.01976130265893239,0.008177117558711533,0.00010186530806710614,-1.4218615956185232e-05,both,both,both,heads_too_close
e43b14b1a0c01b0f,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,W012,manual,7y3sRwLe3Va,False,True,0.02828114781933433,0.028188237210828415,0.024400554603355773,0.022418520532230035,0.00010186530806710614,-9.291060850591393e-05,both,both,both,heads_too_close
a73527487e1ba30e,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,W013,manual,7y3sRwLe3Va,False,True,0.00913738325072666,0.00909868795886526,0.0077891072765803315,0.012414053244795054,0.00010186530806710614,-3.8695291861401415e-05,both,both,both,heads_too_close
9bf982556e9845da,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,W014,manual,7y3sRwLe3Va,False,True,0.00913738325072666,0.00909868795886526,0.0077891072765803315,0.012414053244795054,0.00010186530806710614,-3.8695291861401415e-05,both,both,both,heads_too_close
6c26d77b8fe5e104,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,W015,manual,7y3sRwLe3Va,False,True,0.008626665781670817,0.008546406684086016,0.0057797446276312,0.012465994793950053,0.00010186530806710614,-8.025909758480054e-05,both,both,both,heads_too_close
cbfa1db9b3b7ec4d,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,W017,manual,7y3sRwLe3Va,False,True,0.008626665781670817,0.008546406684086016,0.0057797446276312,0.012465994793950053,0.00010186530806710614,-8.025909758480054e-05,both,both,both,heads_too_close
b86432f92a43add3,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,W018,manual,7y3sRwLe3Va,False,True,0.010987267790578126,0.010903505065135044,0.008998340559159823,0.006941346304116469,0.00010186530806710614,-8.376272544308172e-05,both,both,both,heads_too_close
f5958e31992e703a,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,W002,manual,7y3sRwLe3Va,False,True,0.010987267790578126,0.010903505065135044,0.008998340559159823,0.006941346304116469,0.00010186530806710614,-8.376272544308172e-05,both,both,both,heads_too_close
9130e3a10b708f2c,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,W021,manual,7y3sRwLe3Va,False,True,0.018313672900320377,0.01829945428436419,0.01976130265893239,0.008177117558711533,0.00010186530806710614,-1.4218615956185232e-05,both,both,both,heads_too_close
2099f09dd0969482,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,W027,manual,7y3sRwLe3Va,False,True,0.006134729671502526,0.0061316169641602025,0.009820806344983724,0.014588993848784315,0.00010186530806710614,-3.112707342323162e-06,both,both,both,heads_too_close
3040d441f80810e4,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,W028,manual,7y3sRwLe3Va,False,True,0.011519810618935367,0.01147244152165372,0.010566301043069104,0.006788351857202057,0.00010186530806710614,-4.736909728164651e-05,both,both,both,heads_too_close
be7a92e1f36d2292,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,W029,manual,7y3sRwLe3Va,False,True,0.02811402279966857,0.028061514196017878,0.02645384235718018,0.01724428210323592,0.00010186530806710614,-5.2508603650691654e-05,both,both,both,heads_too_close
674ea0b8b27fa7c7,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,W030,manual,7y3sRwLe3Va,False,True,0.025032273365169444,0.024963462026492245,0.022455468180715532,0.013630662817450734,0.00010186530806710614,-6.881133867719935e-05,both,both,both,heads_too_close
9c964b13299f32cb,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,W031,manual,7y3sRwLe3Va,False,True,0.008783689445068132,0.008760890900634144,0.010041752602766296,0.006727906376848614,0.00010186530806710614,-2.2798544433988432e-05,both,both,both,heads_too_close
6a317a400188cb9b,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,W032,manual,7y3sRwLe3Va,False,True,0.012900179756954677,0.012799618285947445,0.009080122466135987,0.007954357257752842,0.00010186530806710614,-0.00010056147100723223,both,both,both,heads_too_close
5f9c3715d22ae336,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,W033,manual,7y3sRwLe3Va,False,True,0.01990419885377681,0.019860901030998912,0.019593225010980153,0.010697237686113747,0.00010186530806710614,-4.3297822777899064e-05,both,both,both,heads_too_close
2c487c4855775399,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,W034,manual,7y3sRwLe3Va,False,True,0.01314344549738622,0.013132734751250208,0.011261299920193202,0.020110476218605844,0.00010186530806710614,-1.0710746136011196e-05,both,both,both,heads_too_close
