image_id,code,condition,building,N_human_spherical,N_all_models,candidates,cut,covered_n,coverage
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,pRbA3pwrgk9-14,manual,pRbA3pwrgk9,2,2,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.1,1,0.5
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,pRbA3pwrgk9-14,manual,pRbA3pwrgk9,2,2,bi_enclosed,0.2,2,1.0
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,pRbA3pwrgk9-14,manual,pRbA3pwrgk9,2,2,bi_extended,0.2,2,1.0
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,pRbA3pwrgk9-14,manual,pRbA3pwrgk9,2,2,hohonet,0.2,2,1.0
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,pRbA3pwrgk9-14,manual,pRbA3pwrgk9,2,2,ulayout_boundary,0.2,2,1.0
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,pRbA3pwrgk9-14,manual,pRbA3pwrgk9,2,2,bi_enclosed+bi_extended,0.2,2,1.0
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,pRbA3pwrgk9-14,manual,pRbA3pwrgk9,2,2,hohonet+ulayout_boundary,0.2,2,1.0
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,pRbA3pwrgk9-14,manual,pRbA3pwrgk9,2,2,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.2,2,1.0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9-16,manual,pRbA3pwrgk9,2,2,bi_enclosed,0.05,0,0.0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9-16,manual,pRbA3pwrgk9,2,2,bi_extended,0.05,0,0.0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9-16,manual,pRbA3pwrgk9,2,2,hohonet,0.05,0,0.0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9-16,manual,pRbA3pwrgk9,2,2,ulayout_boundary,0.05,0,0.0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9-16,manual,pRbA3pwrgk9,2,2,bi_enclosed+bi_extended,0.05,0,0.0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9-16,manual,pRbA3pwrgk9,2,2,hohonet+ulayout_boundary,0.05,0,0.0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9-16,manual,pRbA3pwrgk9,2,2,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.05,0,0.0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9-16,manual,pRbA3pwrgk9,2,2,bi_enclosed,0.1,0,0.0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9-16,manual,pRbA3pwrgk9,2,2,bi_extended,0.1,0,0.0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9-16,manual,pRbA3pwrgk9,2,2,hohonet,0.1,2,1.0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9-16,manual,pRbA3pwrgk9,2,2,ulayout_boundary,0.1,0,0.0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9-16,manual,pRbA3pwrgk9,2,2,bi_enclosed+bi_extended,0.1,0,0.0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9-16,manual,pRbA3pwrgk9,2,2,hohonet+ulayout_boundary,0.1,2,1.0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9-16,manual,pRbA3pwrgk9,2,2,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.1,2,1.0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9-16,manual,pRbA3pwrgk9,2,2,bi_enclosed,0.2,1,0.5
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9-16,manual,pRbA3pwrgk9,2,2,bi_extended,0.2,2,1.0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9-16,manual,pRbA3pwrgk9,2,2,hohonet,0.2,2,1.0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9-16,manual,pRbA3pwrgk9,2,2,ulayout_boundary,0.2,2,1.0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9-16,manual,pRbA3pwrgk9,2,2,bi_enclosed+bi_extended,0.2,2,1.0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9-16,manual,pRbA3pwrgk9,2,2,hohonet+ulayout_boundary,0.2,2,1.0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9-16,manual,pRbA3pwrgk9,2,2,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.2,2,1.0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk-05,manual,pa4otMbVnkk,2,2,bi_enclosed,0.05,2,1.0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk-05,manual,pa4otMbVnkk,2,2,bi_extended,0.05,2,1.0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk-05,manual,pa4otMbVnkk,2,2,hohonet,0.05,0,0.0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk-05,manual,pa4otMbVnkk,2,2,ulayout_boundary,0.05,2,1.0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk-05,manual,pa4otMbVnkk,2,2,bi_enclosed+bi_extended,0.05,2,1.0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk-05,manual,pa4otMbVnkk,2,2,hohonet+ulayout_boundary,0.05,2,1.0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk-05,manual,pa4otMbVnkk,2,2,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.05,2,1.0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk-05,manual,pa4otMbVnkk,2,2,bi_enclosed,0.1,2,1.0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk-05,manual,pa4otMbVnkk,2,2,bi_extended,0.1,2,1.0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk-05,manual,pa4otMbVnkk,2,2,hohonet,0.1,2,1.0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk-05,manual,pa4otMbVnkk,2,2,ulayout_boundary,0.1,2,1.0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk-05,manual,pa4otMbVnkk,2,2,bi_enclosed+bi_extended,0.1,2,1.0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk-05,manual,pa4otMbVnkk,2,2,hohonet+ulayout_boundary,0.1,2,1.0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk-05,manual,pa4otMbVnkk,2,2,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.1,2,1.0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk-05,manual,pa4otMbVnkk,2,2,bi_enclosed,0.2,2,1.0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk-05,manual,pa4otMbVnkk,2,2,bi_extended,0.2,2,1.0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk-05,manual,pa4otMbVnkk,2,2,hohonet,0.2,2,1.0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk-05,manual,pa4otMbVnkk,2,2,ulayout_boundary,0.2,2,1.0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk-05,manual,pa4otMbVnkk,2,2,bi_enclosed+bi_extended,0.2,2,1.0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk-05,manual,pa4otMbVnkk,2,2,hohonet+ulayout_boundary,0.2,2,1.0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk-05,manual,pa4otMbVnkk,2,2,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.2,2,1.0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk-06,manual,pa4otMbVnkk,1,1,bi_enclosed,0.05,1,1.0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk-06,manual,pa4otMbVnkk,1,1,bi_extended,0.05,1,1.0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk-06,manual,pa4otMbVnkk,1,1,hohonet,0.05,1,1.0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk-06,manual,pa4otMbVnkk,1,1,ulayout_boundary,0.05,1,1.0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk-06,manual,pa4otMbVnkk,1,1,bi_enclosed+bi_extended,0.05,1,1.0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk-06,manual,pa4otMbVnkk,1,1,hohonet+ulayout_boundary,0.05,1,1.0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk-06,manual,pa4otMbVnkk,1,1,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.05,1,1.0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk-06,manual,pa4otMbVnkk,1,1,bi_enclosed,0.1,1,1.0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk-06,manual,pa4otMbVnkk,1,1,bi_extended,0.1,1,1.0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk-06,manual,pa4otMbVnkk,1,1,hohonet,0.1,1,1.0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk-06,manual,pa4otMbVnkk,1,1,ulayout_boundary,0.1,1,1.0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk-06,manual,pa4otMbVnkk,1,1,bi_enclosed+bi_extended,0.1,1,1.0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk-06,manual,pa4otMbVnkk,1,1,hohonet+ulayout_boundary,0.1,1,1.0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk-06,manual,pa4otMbVnkk,1,1,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.1,1,1.0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk-06,manual,pa4otMbVnkk,1,1,bi_enclosed,0.2,1,1.0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk-06,manual,pa4otMbVnkk,1,1,bi_extended,0.2,1,1.0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk-06,manual,pa4otMbVnkk,1,1,hohonet,0.2,1,1.0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk-06,manual,pa4otMbVnkk,1,1,ulayout_boundary,0.2,1,1.0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk-06,manual,pa4otMbVnkk,1,1,bi_enclosed+bi_extended,0.2,1,1.0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk-06,manual,pa4otMbVnkk,1,1,hohonet+ulayout_boundary,0.2,1,1.0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk-06,manual,pa4otMbVnkk,1,1,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.2,1,1.0
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk-09,manual,pa4otMbVnkk,2,2,bi_enclosed,0.05,1,0.5
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk-09,manual,pa4otMbVnkk,2,2,bi_extended,0.05,1,0.5
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk-09,manual,pa4otMbVnkk,2,2,hohonet,0.05,1,0.5
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk-09,manual,pa4otMbVnkk,2,2,ulayout_boundary,0.05,2,1.0
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk-09,manual,pa4otMbVnkk,2,2,bi_enclosed+bi_extended,0.05,1,0.5
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk-09,manual,pa4otMbVnkk,2,2,hohonet+ulayout_boundary,0.05,2,1.0
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk-09,manual,pa4otMbVnkk,2,2,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.05,2,1.0
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk-09,manual,pa4otMbVnkk,2,2,bi_enclosed,0.1,2,1.0
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk-09,manual,pa4otMbVnkk,2,2,bi_extended,0.1,2,1.0
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk-09,manual,pa4otMbVnkk,2,2,hohonet,0.1,2,1.0
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk-09,manual,pa4otMbVnkk,2,2,ulayout_boundary,0.1,2,1.0
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk-09,manual,pa4otMbVnkk,2,2,bi_enclosed+bi_extended,0.1,2,1.0
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk-09,manual,pa4otMbVnkk,2,2,hohonet+ulayout_boundary,0.1,2,1.0
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk-09,manual,pa4otMbVnkk,2,2,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.1,2,1.0
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk-09,manual,pa4otMbVnkk,2,2,bi_enclosed,0.2,2,1.0
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk-09,manual,pa4otMbVnkk,2,2,bi_extended,0.2,2,1.0
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk-09,manual,pa4otMbVnkk,2,2,hohonet,0.2,2,1.0
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk-09,manual,pa4otMbVnkk,2,2,ulayout_boundary,0.2,2,1.0
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk-09,manual,pa4otMbVnkk,2,2,bi_enclosed+bi_extended,0.2,2,1.0
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk-09,manual,pa4otMbVnkk,2,2,hohonet+ulayout_boundary,0.2,2,1.0
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk-09,manual,pa4otMbVnkk,2,2,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.2,2,1.0
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk-10,manual,pa4otMbVnkk,3,3,bi_enclosed,0.05,0,0.0
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk-10,manual,pa4otMbVnkk,3,3,bi_extended,0.05,0,0.0
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk-10,manual,pa4otMbVnkk,3,3,hohonet,0.05,0,0.0
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk-10,manual,pa4otMbVnkk,3,3,ulayout_boundary,0.05,0,0.0
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk-10,manual,pa4otMbVnkk,3,3,bi_enclosed+bi_extended,0.05,0,0.0
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk-10,manual,pa4otMbVnkk,3,3,hohonet+ulayout_boundary,0.05,0,0.0
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk-10,manual,pa4otMbVnkk,3,3,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.05,0,0.0
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk-10,manual,pa4otMbVnkk,3,3,bi_enclosed,0.1,3,1.0
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk-10,manual,pa4otMbVnkk,3,3,bi_extended,0.1,3,1.0
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk-10,manual,pa4otMbVnkk,3,3,hohonet,0.1,1,0.3333333333333333
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk-10,manual,pa4otMbVnkk,3,3,ulayout_boundary,0.1,3,1.0
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk-10,manual,pa4otMbVnkk,3,3,bi_enclosed+bi_extended,0.1,3,1.0
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk-10,manual,pa4otMbVnkk,3,3,hohonet+ulayout_boundary,0.1,3,1.0
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk-10,manual,pa4otMbVnkk,3,3,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.1,3,1.0
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk-10,manual,pa4otMbVnkk,3,3,bi_enclosed,0.2,3,1.0
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk-10,manual,pa4otMbVnkk,3,3,bi_extended,0.2,3,1.0
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk-10,manual,pa4otMbVnkk,3,3,hohonet,0.2,3,1.0
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk-10,manual,pa4otMbVnkk,3,3,ulayout_boundary,0.2,3,1.0
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk-10,manual,pa4otMbVnkk,3,3,bi_enclosed+bi_extended,0.2,3,1.0
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk-10,manual,pa4otMbVnkk,3,3,hohonet+ulayout_boundary,0.2,3,1.0
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk-10,manual,pa4otMbVnkk,3,3,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.2,3,1.0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk-11,manual,pa4otMbVnkk,1,1,bi_enclosed,0.05,0,0.0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk-11,manual,pa4otMbVnkk,1,1,bi_extended,0.05,0,0.0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk-11,manual,pa4otMbVnkk,1,1,hohonet,0.05,0,0.0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk-11,manual,pa4otMbVnkk,1,1,ulayout_boundary,0.05,0,0.0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk-11,manual,pa4otMbVnkk,1,1,bi_enclosed+bi_extended,0.05,0,0.0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk-11,manual,pa4otMbVnkk,1,1,hohonet+ulayout_boundary,0.05,0,0.0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk-11,manual,pa4otMbVnkk,1,1,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.05,0,0.0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk-11,manual,pa4otMbVnkk,1,1,bi_enclosed,0.1,1,1.0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk-11,manual,pa4otMbVnkk,1,1,bi_extended,0.1,1,1.0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk-11,manual,pa4otMbVnkk,1,1,hohonet,0.1,1,1.0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk-11,manual,pa4otMbVnkk,1,1,ulayout_boundary,0.1,1,1.0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk-11,manual,pa4otMbVnkk,1,1,bi_enclosed+bi_extended,0.1,1,1.0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk-11,manual,pa4otMbVnkk,1,1,hohonet+ulayout_boundary,0.1,1,1.0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk-11,manual,pa4otMbVnkk,1,1,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.1,1,1.0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk-11,manual,pa4otMbVnkk,1,1,bi_enclosed,0.2,1,1.0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk-11,manual,pa4otMbVnkk,1,1,bi_extended,0.2,1,1.0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk-11,manual,pa4otMbVnkk,1,1,hohonet,0.2,1,1.0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk-11,manual,pa4otMbVnkk,1,1,ulayout_boundary,0.2,1,1.0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk-11,manual,pa4otMbVnkk,1,1,bi_enclosed+bi_extended,0.2,1,1.0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk-11,manual,pa4otMbVnkk,1,1,hohonet+ulayout_boundary,0.2,1,1.0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk-11,manual,pa4otMbVnkk,1,1,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.2,1,1.0
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk-14,manual,pa4otMbVnkk,5,5,bi_enclosed,0.05,0,0.0
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk-14,manual,pa4otMbVnkk,5,5,bi_extended,0.05,0,0.0
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk-14,manual,pa4otMbVnkk,5,5,hohonet,0.05,1,0.2
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk-14,manual,pa4otMbVnkk,5,5,ulayout_boundary,0.05,0,0.0
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk-14,manual,pa4otMbVnkk,5,5,bi_enclosed+bi_extended,0.05,0,0.0
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk-14,manual,pa4otMbVnkk,5,5,hohonet+ulayout_boundary,0.05,1,0.2
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk-14,manual,pa4otMbVnkk,5,5,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.05,1,0.2
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk-14,manual,pa4otMbVnkk,5,5,bi_enclosed,0.1,2,0.4
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk-14,manual,pa4otMbVnkk,5,5,bi_extended,0.1,0,0.0
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk-14,manual,pa4otMbVnkk,5,5,hohonet,0.1,2,0.4
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk-14,manual,pa4otMbVnkk,5,5,ulayout_boundary,0.1,0,0.0
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk-14,manual,pa4otMbVnkk,5,5,bi_enclosed+bi_extended,0.1,2,0.4
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk-14,manual,pa4otMbVnkk,5,5,hohonet+ulayout_boundary,0.1,2,0.4
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk-14,manual,pa4otMbVnkk,5,5,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.1,2,0.4
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk-14,manual,pa4otMbVnkk,5,5,bi_enclosed,0.2,3,0.6
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk-14,manual,pa4otMbVnkk,5,5,bi_extended,0.2,0,0.0
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk-14,manual,pa4otMbVnkk,5,5,hohonet,0.2,3,0.6
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk-14,manual,pa4otMbVnkk,5,5,ulayout_boundary,0.2,1,0.2
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk-14,manual,pa4otMbVnkk,5,5,bi_enclosed+bi_extended,0.2,3,0.6
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk-14,manual,pa4otMbVnkk,5,5,hohonet+ulayout_boundary,0.2,4,0.8
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk-14,manual,pa4otMbVnkk,5,5,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.2,4,0.8
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk-17,manual,pa4otMbVnkk,2,2,bi_enclosed,0.05,0,0.0
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk-17,manual,pa4otMbVnkk,2,2,bi_extended,0.05,0,0.0
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk-17,manual,pa4otMbVnkk,2,2,hohonet,0.05,0,0.0
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk-17,manual,pa4otMbVnkk,2,2,ulayout_boundary,0.05,0,0.0
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk-17,manual,pa4otMbVnkk,2,2,bi_enclosed+bi_extended,0.05,0,0.0
