image_id,code,condition,building,N_observed,N_geometry,N_unavailable,development_image,id_a,id_b,worker_a,worker_b,count_a,count_b,mask,native_mask,boundary_local,boundary_rms,gospa20,adaptive,events4,events8,events16
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,b7ad646fe3dc3b0d378e,3651a92290f6ddca5577,W008,W031,8,8,0.01799584249510333,0.017690812336283,4.03125,2.6196001006833085,4.693891606877712,0.22453002744501252,0.31792374577796056,0.17625373408890155,0.0926940667380921
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,b7ad646fe3dc3b0d378e,17be19782ab6f1fa54ca,W008,W034,8,8,0.022966226799941425,0.02318645697565669,11.25,4.038994498944013,6.887395337989307,0.338253439769059,0.36157001077594186,0.2006837445258186,0.10591190697779906
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,3651a92290f6ddca5577,17be19782ab6f1fa54ca,W031,W034,8,8,0.013173299896517054,0.013064859719893018,7.53125,2.603333199957316,5.310493692257268,0.2506052320232548,0.3884898631639985,0.2222984720947121,0.11875816024177932
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,8bdb2a37829bea126cde,06925f70038be9cf6628,W008,W031,8,8,0.025364286464014008,0.025264118653736456,9.546875,3.772329353330645,6.29678029536382,0.31400195713705764,0.13521741695017764,0.0700039951884931,0.035629352222333655
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,8bdb2a37829bea126cde,022a2edfc36f1862ff6d,W008,W034,8,8,0.06556897624198088,0.06549873737373735,17.890625,9.054333605034111,14.000632505575627,0.6974265925457128,0.27881994766167806,0.15265604144421885,0.07974816141953622
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,06925f70038be9cf6628,022a2edfc36f1862ff6d,W031,W034,8,8,0.08007190315827795,0.0800607941462882,27.4375,12.252530829128732,16.149470130916214,0.8062078725193069,0.23318991896737173,0.12479151321139192,0.0645367544454597
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,9ba553c8c79977374da6,bd14297e6f34d6705898,W006,W010,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,9ba553c8c79977374da6,a3e7b70ed81a76c41c0f,W006,W027,8,8,0.0626401137483753,0.061559137439021194,7.921875,3.9908954000011074,13.147597920427161,0.5650355050070097,0.842843942378847,0.6476204431831643,0.415025122744788
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,9ba553c8c79977374da6,98fc2a900301cecb1f95,W006,W028,8,8,0.06507322346239308,0.06463597751941308,8.453125,4.820660694474358,8.229727631934304,0.39195818421400747,0.5086876063666753,0.3076937760463506,0.16931881369199187
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,9ba553c8c79977374da6,d5c88ef7632f0c3ce88f,W006,W030,8,12,0.06315514766647823,0.06282622311921493,9.34375,4.409905398645191,11.403552564218781,0.5517879284638805,0.610084074579879,0.5074347975073326,0.4307297171187576
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,bd14297e6f34d6705898,a3e7b70ed81a76c41c0f,W010,W027,8,8,0.0626401137483753,0.061559137439021194,7.921875,3.9908954000011074,13.147597920427161,0.5650355050070097,0.842843942378847,0.6476204431831643,0.415025122744788
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,bd14297e6f34d6705898,98fc2a900301cecb1f95,W010,W028,8,8,0.06507322346239308,0.06463597751941308,8.453125,4.820660694474358,8.229727631934304,0.39195818421400747,0.5086876063666753,0.3076937760463506,0.16931881369199187
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,bd14297e6f34d6705898,d5c88ef7632f0c3ce88f,W010,W030,8,12,0.06315514766647823,0.06282622311921493,9.34375,4.409905398645191,11.403552564218781,0.5517879284638805,0.610084074579879,0.5074347975073326,0.4307297171187576
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,a3e7b70ed81a76c41c0f,98fc2a900301cecb1f95,W027,W028,8,8,0.044408090929229926,0.04438442071897819,5.796875,2.956058397596367,13.01458710499678,0.5822181792011776,0.7898660349359519,0.6072140110172799,0.39217346848001766
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,a3e7b70ed81a76c41c0f,d5c88ef7632f0c3ce88f,W027,W030,8,12,0.04689021605177657,0.04696494433146048,5.78125,3.1442376609839786,12.506255015494816,0.6201300606289021,0.7448268328987893,0.5804879963644343,0.4825948581290015
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,98fc2a900301cecb1f95,d5c88ef7632f0c3ce88f,W028,W030,8,12,0.02975833661602756,0.030702993263658884,6.421875,2.1916255739176798,8.929141074147148,0.44482927695632846,0.5606738355977054,0.44275596693925234,0.3903145570193819
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,9c8a68204bbf22bf,f5958e31992e703a,W001,W002,8,8,0.0452726351972107,0.04524941628835577,9.0625,5.884467106289235,8.964040598605964,0.4425886172117191,0.33895922430260517,0.18869702944599331,0.09951947501263592
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,9c8a68204bbf22bf,59650fcf724f11bc,W001,W006,8,8,0.05788893366219572,0.057849336663301276,11.03125,7.2731647706655185,11.455756949460254,0.5670003652451667,0.3903067877363279,0.22171799888726185,0.1181613096508386
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,9c8a68204bbf22bf,13d54802362fd649,W001,W008,8,8,0.0491378771508425,0.04911957996999783,10.140625,6.249218701165771,9.4182220177167,0.4673856845436159,0.3365791613189739,0.1851676958073205,0.09727378617053906
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,9c8a68204bbf22bf,84b0461c974c6f08,W001,W010,8,8,0.0549913367986139,0.054968635047003,11.953125,6.986734081457516,10.785229790276597,0.5337040739890906,0.3690433424476499,0.20773873673221588,0.11019908774226372
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,9c8a68204bbf22bf,b36f0dc2bb36d9b6,W001,W011,8,8,0.04502875556649588,0.04497117691288621,7.0,5.35484046506056,8.081444487122234,0.3990936578036372,0.32105651425243964,0.1773166246893334,0.09316148480308173
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,9c8a68204bbf22bf,e43b14b1a0c01b0f,W001,W012,8,8,0.030145924946347713,0.030131094282642046,7.9375,3.764165951774709,7.80473243226317,0.36990270300651534,0.47255314353208455,0.28584265162836875,0.15685694786151927
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,9c8a68204bbf22bf,a73527487e1ba30e,W001,W013,8,8,0.05788893366219572,0.057849336663301276,11.03125,7.2731647706655185,11.455756949460254,0.5670003652451667,0.3903067877363279,0.22171799888726185,0.1181613096508386
