image_id,code,condition,building,N_observed,N_geometry,N_unavailable,development_image,metric,k,finite_pool_new_incompatible_probability
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3-23,oos,UwV83HsGsw3,24,24,0,True,cyclic12,16,0.0833336732515626
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,mask,2,0.0
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,mask,4,0.0
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,cyclic8,2,0.819047619047619
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,cyclic8,4,0.6761904761904762
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,cyclic12,2,0.0
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,cyclic12,4,0.0
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,mask,2,0.03852769177846577
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,mask,4,0.023495012039903684
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,mask,8,0.007739938080495356
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,mask,12,0.0012899896800825593
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,mask,16,0.0
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,cyclic8,2,0.6160990712074303
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,cyclic8,4,0.431234950120399
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,cyclic8,8,0.2726683361358284
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,cyclic8,12,0.204600868687556
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,cyclic8,16,0.16993464052287582
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,cyclic12,2,0.05228758169934641
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,cyclic12,4,0.006363949088407292
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,cyclic12,8,0.00019845995078193222
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,cyclic12,12,0.0
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,cyclic12,16,0.0
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,mask,2,0.5
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,mask,4,0.4
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,cyclic8,2,1.0
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,cyclic8,4,1.0
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,cyclic12,2,0.5
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,cyclic12,4,0.2
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,mask,2,0.0884387351778656
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,mask,4,0.08333803877282138
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,mask,8,0.08333333333333333
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,mask,12,0.08333333333333333
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,mask,16,0.08333333333333333
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,cyclic8,2,0.18297101449275363
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,cyclic8,4,0.14399585921325053
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,cyclic8,8,0.1314230098807431
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,cyclic8,12,0.1265527950310559
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,cyclic8,16,0.1251646903820817
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,cyclic12,2,0.11610671936758893
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,cyclic12,4,0.09074440052700922
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,cyclic12,8,0.061758893280632415
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,cyclic12,12,0.03804347826086956
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,cyclic12,16,0.019598155467720688
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,mask,2,0.36666666666666664
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,mask,4,0.2
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,cyclic8,2,0.8
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,cyclic8,4,0.6
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,cyclic12,2,0.8
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,cyclic12,4,0.6
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,mask,2,0.0024703557312252965
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,mask,4,7.058159232072276e-05
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,mask,8,0.0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,mask,12,0.0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,mask,16,0.0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,cyclic8,2,0.35638998682476947
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,cyclic8,4,0.22800677583286277
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,cyclic8,8,0.16125261906995653
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,cyclic8,12,0.13102809773795102
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,cyclic8,16,0.11034272595384453
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,cyclic12,2,0.09255599472990778
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,cyclic12,4,0.0536325992847732
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,cyclic12,8,0.03359692292422135
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,cyclic12,12,0.021480331262939956
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,cyclic12,16,0.012845849802371542
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,X7HyMhZNoso,5,5,0,True,mask,2,0.0
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,X7HyMhZNoso,5,5,0,True,mask,4,0.0
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,X7HyMhZNoso,5,5,0,True,cyclic8,2,0.36666666666666664
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,X7HyMhZNoso,5,5,0,True,cyclic8,4,0.2
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,X7HyMhZNoso,5,5,0,True,cyclic12,2,0.0
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,X7HyMhZNoso,5,5,0,True,cyclic12,4,0.0
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,semi,X7HyMhZNoso,4,4,0,True,mask,2,0.0
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,semi,X7HyMhZNoso,4,4,0,True,cyclic8,2,1.0
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,semi,X7HyMhZNoso,4,4,0,True,cyclic12,2,0.08333333333333333
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,Z6MFQCViBuw,5,5,0,False,mask,2,0.1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,Z6MFQCViBuw,5,5,0,False,mask,4,0.0
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,Z6MFQCViBuw,5,5,0,False,cyclic8,2,0.2333333333333333
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,Z6MFQCViBuw,5,5,0,False,cyclic8,4,0.0
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,Z6MFQCViBuw,5,5,0,False,cyclic12,2,0.0
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,Z6MFQCViBuw,5,5,0,False,cyclic12,4,0.0
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,semi,Z6MFQCViBuw,4,4,0,False,mask,2,0.0
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,semi,Z6MFQCViBuw,4,4,0,False,cyclic8,2,0.0
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,semi,Z6MFQCViBuw,4,4,0,False,cyclic12,2,0.0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,Z6MFQCViBuw,5,5,0,False,mask,2,0.0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,Z6MFQCViBuw,5,5,0,False,mask,4,0.0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,Z6MFQCViBuw,5,5,0,False,cyclic8,2,1.0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,Z6MFQCViBuw,5,5,0,False,cyclic8,4,1.0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,Z6MFQCViBuw,5,5,0,False,cyclic12,2,0.36666666666666664
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,Z6MFQCViBuw,5,5,0,False,cyclic12,4,0.2
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,Z6MFQCViBuw,5,5,0,False,mask,2,0.0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,Z6MFQCViBuw,5,5,0,False,mask,4,0.0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,Z6MFQCViBuw,5,5,0,False,cyclic8,2,0.3
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,Z6MFQCViBuw,5,5,0,False,cyclic8,4,0.0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,Z6MFQCViBuw,5,5,0,False,cyclic12,2,0.1
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,Z6MFQCViBuw,5,5,0,False,cyclic12,4,0.0
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,Z6MFQCViBuw,5,5,0,False,mask,2,0.0
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,Z6MFQCViBuw,5,5,0,False,mask,4,0.0
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,Z6MFQCViBuw,5,5,0,False,cyclic8,2,0.2
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,Z6MFQCViBuw,5,5,0,False,cyclic8,4,0.2
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,Z6MFQCViBuw,5,5,0,False,cyclic12,2,0.0
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,Z6MFQCViBuw,5,5,0,False,cyclic12,4,0.0
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,mask,2,0.19598155467720688
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,mask,4,0.10030585356672313
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,mask,8,0.04427298968960027
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,mask,12,0.023335993436276112
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,mask,16,0.0130137694076313
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,cyclic8,2,0.4290184453227932
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,cyclic8,4,0.3007246376811594
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,cyclic8,8,0.22091481173288954
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,cyclic8,12,0.16899589003001306
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,cyclic8,16,0.1299407114624506
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,cyclic12,2,0.2159090909090909
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,cyclic12,4,0.11960286090720874
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,cyclic12,8,0.06401552542520371
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,cyclic12,12,0.04610711561512477
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,cyclic12,16,0.04205094422485727
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,mask,2,0.7941370223978921
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,mask,4,0.6498447204968943
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,mask,8,0.4665795796163275
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,mask,12,0.35146610131466777
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,mask,16,0.26702412467656783
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,cyclic8,2,0.9782608695652174
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,cyclic8,4,0.9565217391304349
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,cyclic8,8,0.9130434782608696
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,cyclic8,12,0.8695652173913043
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,cyclic8,16,0.8260869565217392
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,cyclic12,2,0.8610013175230566
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,cyclic12,4,0.744052324487107
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,cyclic12,8,0.5644892864572498
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,cyclic12,12,0.4415658711997385
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,cyclic12,16,0.36086263088551424
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,mask,2,0.13751646903820816
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,mask,4,0.12503293807641633
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,mask,8,0.125
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,mask,12,0.125
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,mask,16,0.125
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,cyclic8,2,0.6007905138339921
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,cyclic8,4,0.46785243741765487
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,cyclic8,8,0.391287521873738
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,cyclic8,12,0.35689062194143634
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,cyclic8,16,0.33069828722002637
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,cyclic12,2,0.23616600790513834
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,cyclic12,4,0.1396856766421984
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,cyclic12,8,0.09786279812528298
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,cyclic12,12,0.08650906234699478
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,cyclic12,16,0.08366288405661133
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG-17,manual,b8cTxDM8gDG,5,5,0,False,mask,2,0.0
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG-17,manual,b8cTxDM8gDG,5,5,0,False,mask,4,0.0
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG-17,manual,b8cTxDM8gDG,5,5,0,False,cyclic8,2,0.8
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG-17,manual,b8cTxDM8gDG,5,5,0,False,cyclic8,4,0.6
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG-17,manual,b8cTxDM8gDG,5,5,0,False,cyclic12,2,0.0
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG-17,manual,b8cTxDM8gDG,5,5,0,False,cyclic12,4,0.0
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG-18,manual,b8cTxDM8gDG,6,6,0,False,mask,2,0.4166666666666667
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG-18,manual,b8cTxDM8gDG,6,6,0,False,mask,4,0.10000000000000002
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG-18,manual,b8cTxDM8gDG,6,6,0,False,cyclic8,2,1.0
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG-18,manual,b8cTxDM8gDG,6,6,0,False,cyclic8,4,1.0
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG-18,manual,b8cTxDM8gDG,6,6,0,False,cyclic12,2,0.7333333333333334
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG-18,manual,b8cTxDM8gDG,6,6,0,False,cyclic12,4,0.46666666666666673
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG-19,oos,b8cTxDM8gDG,24,23,1,True,mask,2,0.5396198004893656
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG-19,oos,b8cTxDM8gDG,24,23,1,True,mask,4,0.2890665398674552
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG-19,oos,b8cTxDM8gDG,24,23,1,True,mask,8,0.08124779902946547
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG-19,oos,b8cTxDM8gDG,24,23,1,True,mask,12,0.022036316086659336
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG-19,oos,b8cTxDM8gDG,24,23,1,True,mask,16,0.004632017150525698
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG-19,oos,b8cTxDM8gDG,24,23,1,True,cyclic8,2,0.9226425748164878
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG-19,oos,b8cTxDM8gDG,24,23,1,True,cyclic8,4,0.851948051948052
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG-19,oos,b8cTxDM8gDG,24,23,1,True,cyclic8,8,0.7296442687747036
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG-19,oos,b8cTxDM8gDG,24,23,1,True,cyclic8,12,0.6312817617165443
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG-19,oos,b8cTxDM8gDG,24,23,1,True,cyclic8,16,0.5550536420101637
