image_id,code,condition,building,N_observed,N_geometry,N_unavailable,development_image,method,clusters,supported,singletons,singleton_mass,largest_share,entropy_bits,sizes,noise_n,inference_status
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3-23,oos,UwV83HsGsw3,24,24,0,True,A7_event,9,4,5,0.20833333333333334,0.3333333333333333,2.684560814286289,8;5;4;2;1;1;1;1;1,0,exploratory_partition
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3-23,oos,UwV83HsGsw3,24,24,0,True,A3_cyclic_cut06,18,3,15,0.625,0.16666666666666666,3.970175521464345,4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0,exploratory_partition
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3-23,oos,UwV83HsGsw3,24,24,0,True,A3_cyclic_cut08,16,5,11,0.4583333333333333,0.16666666666666666,3.803508854797678,4;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1,0,exploratory_partition
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3-23,oos,UwV83HsGsw3,24,24,0,True,A3_cyclic_cut10,13,5,8,0.3333333333333333,0.16666666666666666,3.459147917027245,4;3;3;3;3;1;1;1;1;1;1;1;1,0,exploratory_partition
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3-23,oos,UwV83HsGsw3,24,24,0,True,A3_cyclic_cut14,5,2,3,0.125,0.4583333333333333,1.6152529693093274,11;10;1;1;1,0,exploratory_partition
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3-23,oos,UwV83HsGsw3,24,24,0,True,A3_cyclic_cut16,4,2,2,0.08333333333333333,0.5,1.4083445441575104,12;10;1;1,0,exploratory_partition
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3-23,oos,UwV83HsGsw3,24,24,0,True,A1_mask_cut0.050,13,5,8,0.3333333333333333,0.25,3.3758145836939115,6;3;3;2;2;1;1;1;1;1;1;1;1,0,exploratory_partition
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3-23,oos,UwV83HsGsw3,24,24,0,True,A1_mask_cut0.075,10,4,6,0.25,0.3333333333333333,2.8553885422075336,8;4;3;3;1;1;1;1;1;1,0,exploratory_partition
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3-23,oos,UwV83HsGsw3,24,24,0,True,A1_mask_cut0.125,7,3,4,0.16666666666666666,0.375,2.1981203125901447,9;8;3;1;1;1;1,0,exploratory_partition
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3-23,oos,UwV83HsGsw3,24,24,0,True,A1_mask_cut0.150,6,2,4,0.16666666666666666,0.7083333333333334,1.4915560089120212,17;3;1;1;1;1,0,exploratory_partition
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3-23,oos,UwV83HsGsw3,24,24,0,True,A1_mask_cut0.200,3,2,1,0.041666666666666664,0.8333333333333334,0.785235442391543,20;3;1,0,exploratory_partition
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom-01,manual,VFuaQ6m2Qom,2,2,0,False,A0_legacy,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom-01,manual,VFuaQ6m2Qom,2,2,0,False,A1_mask,1,1,0,0.0,1.0,-0.0,2,0,exploratory_partition
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom-01,manual,VFuaQ6m2Qom,2,2,0,False,A2_local,1,1,0,0.0,1.0,-0.0,2,0,exploratory_partition
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom-01,manual,VFuaQ6m2Qom,2,2,0,False,A3_cyclic,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom-01,manual,VFuaQ6m2Qom,2,2,0,False,A4_adaptive,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom-01,manual,VFuaQ6m2Qom,2,2,0,False,A5_density,2,0,2,1.0,0.5,1.0,1;1,2,exploratory_partition
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom-01,manual,VFuaQ6m2Qom,2,2,0,False,A6_spectral,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom-01,manual,VFuaQ6m2Qom,2,2,0,False,A7_event,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom-01,manual,VFuaQ6m2Qom,2,2,0,False,A3_cyclic_cut06,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom-01,manual,VFuaQ6m2Qom,2,2,0,False,A3_cyclic_cut08,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom-01,manual,VFuaQ6m2Qom,2,2,0,False,A3_cyclic_cut10,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom-01,manual,VFuaQ6m2Qom,2,2,0,False,A3_cyclic_cut14,1,1,0,0.0,1.0,-0.0,2,0,exploratory_partition
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom-01,manual,VFuaQ6m2Qom,2,2,0,False,A3_cyclic_cut16,1,1,0,0.0,1.0,-0.0,2,0,exploratory_partition
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom-01,manual,VFuaQ6m2Qom,2,2,0,False,A1_mask_cut0.050,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom-01,manual,VFuaQ6m2Qom,2,2,0,False,A1_mask_cut0.075,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom-01,manual,VFuaQ6m2Qom,2,2,0,False,A1_mask_cut0.125,1,1,0,0.0,1.0,-0.0,2,0,exploratory_partition
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom-01,manual,VFuaQ6m2Qom,2,2,0,False,A1_mask_cut0.150,1,1,0,0.0,1.0,-0.0,2,0,exploratory_partition
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom-01,manual,VFuaQ6m2Qom,2,2,0,False,A1_mask_cut0.200,1,1,0,0.0,1.0,-0.0,2,0,exploratory_partition
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom-03,manual,VFuaQ6m2Qom,2,2,0,False,A0_legacy,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom-03,manual,VFuaQ6m2Qom,2,2,0,False,A1_mask,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom-03,manual,VFuaQ6m2Qom,2,2,0,False,A2_local,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom-03,manual,VFuaQ6m2Qom,2,2,0,False,A3_cyclic,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom-03,manual,VFuaQ6m2Qom,2,2,0,False,A4_adaptive,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom-03,manual,VFuaQ6m2Qom,2,2,0,False,A5_density,2,0,2,1.0,0.5,1.0,1;1,2,exploratory_partition
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom-03,manual,VFuaQ6m2Qom,2,2,0,False,A6_spectral,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom-03,manual,VFuaQ6m2Qom,2,2,0,False,A7_event,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom-03,manual,VFuaQ6m2Qom,2,2,0,False,A3_cyclic_cut06,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom-03,manual,VFuaQ6m2Qom,2,2,0,False,A3_cyclic_cut08,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom-03,manual,VFuaQ6m2Qom,2,2,0,False,A3_cyclic_cut10,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom-03,manual,VFuaQ6m2Qom,2,2,0,False,A3_cyclic_cut14,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom-03,manual,VFuaQ6m2Qom,2,2,0,False,A3_cyclic_cut16,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom-03,manual,VFuaQ6m2Qom,2,2,0,False,A1_mask_cut0.050,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom-03,manual,VFuaQ6m2Qom,2,2,0,False,A1_mask_cut0.075,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom-03,manual,VFuaQ6m2Qom,2,2,0,False,A1_mask_cut0.125,1,1,0,0.0,1.0,-0.0,2,0,exploratory_partition
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom-03,manual,VFuaQ6m2Qom,2,2,0,False,A1_mask_cut0.150,1,1,0,0.0,1.0,-0.0,2,0,exploratory_partition
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom-03,manual,VFuaQ6m2Qom,2,2,0,False,A1_mask_cut0.200,1,1,0,0.0,1.0,-0.0,2,0,exploratory_partition
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,A0_legacy,3,2,1,0.14285714285714285,0.5714285714285714,1.3787834934861753,4;2;1,0,exploratory_partition
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,A1_mask,1,1,0,0.0,1.0,-0.0,7,0,exploratory_partition
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,A2_local,2,1,1,0.14285714285714285,0.8571428571428571,0.5916727785823275,6;1,0,exploratory_partition
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,A3_cyclic,2,2,0,0.0,0.5714285714285714,0.9852281360342515,4;3,0,exploratory_partition
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,A4_adaptive,2,1,1,0.14285714285714285,0.8571428571428571,0.5916727785823275,6;1,0,exploratory_partition
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,A5_density,6,1,5,0.7142857142857143,0.2857142857142857,2.5216406363433186,2;1;1;1;1;1,5,exploratory_partition
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,A6_spectral,1,1,0,0.0,1.0,-0.0,7,0,exploratory_partition
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,A7_event,5,1,4,0.5714285714285714,0.42857142857142855,2.1280852788913944,3;1;1;1;1,0,exploratory_partition
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,A3_cyclic_cut06,6,1,5,0.7142857142857143,0.2857142857142857,2.5216406363433186,2;1;1;1;1;1,0,exploratory_partition
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,A3_cyclic_cut08,6,1,5,0.7142857142857143,0.2857142857142857,2.5216406363433186,2;1;1;1;1;1,0,exploratory_partition
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,A3_cyclic_cut10,4,2,2,0.2857142857142857,0.42857142857142855,1.8423709931771088,3;2;1;1,0,exploratory_partition
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,A3_cyclic_cut14,1,1,0,0.0,1.0,-0.0,7,0,exploratory_partition
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,A3_cyclic_cut16,1,1,0,0.0,1.0,-0.0,7,0,exploratory_partition
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,A1_mask_cut0.050,4,2,2,0.2857142857142857,0.42857142857142855,1.8423709931771088,3;2;1;1,0,exploratory_partition
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,A1_mask_cut0.075,2,1,1,0.14285714285714285,0.8571428571428571,0.5916727785823275,6;1,0,exploratory_partition
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,A1_mask_cut0.125,1,1,0,0.0,1.0,-0.0,7,0,exploratory_partition
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,A1_mask_cut0.150,1,1,0,0.0,1.0,-0.0,7,0,exploratory_partition
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,manual,VFuaQ6m2Qom,7,7,0,False,A1_mask_cut0.200,1,1,0,0.0,1.0,-0.0,7,0,exploratory_partition
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,A0_legacy,6,4,2,0.10526315789473684,0.42105263157894735,2.1632095937363847,8;5;2;2;1;1,0,exploratory_partition
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,A1_mask,3,1,2,0.10526315789473684,0.8947368421052632,0.5907239186406502,17;1;1,0,exploratory_partition
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,A2_local,4,2,2,0.10526315789473684,0.7894736842105263,1.058277043226334,15;2;1;1,0,exploratory_partition
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,A3_cyclic,2,2,0,0.0,0.5789473684210527,0.9819407868640977,11;8,0,exploratory_partition
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,A4_adaptive,5,4,1,0.05263157894736842,0.3684210526315789,2.041814515501815,7;6;3;2;1,0,exploratory_partition
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,A5_density,9,5,4,0.21052631578947367,0.21052631578947367,2.9708400131019848,4;3;3;3;2;1;1;1;1,4,exploratory_partition
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,A6_spectral,1,1,0,0.0,1.0,-0.0,19,0,exploratory_partition
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,A7_event,6,4,2,0.10526315789473684,0.42105263157894735,2.163209593736385,8;5;2;2;1;1,0,exploratory_partition
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,A3_cyclic_cut06,13,4,9,0.47368421052631576,0.15789473684210525,3.5368867237421666,3;3;2;2;1;1;1;1;1;1;1;1;1,0,exploratory_partition
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,A3_cyclic_cut08,9,4,5,0.2631578947368421,0.3684210526315789,2.7528553052032327,7;3;2;2;1;1;1;1;1,0,exploratory_partition
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,A3_cyclic_cut10,6,4,2,0.10526315789473684,0.42105263157894735,2.1632095937363847,8;5;2;2;1;1,0,exploratory_partition
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,A3_cyclic_cut14,1,1,0,0.0,1.0,-0.0,19,0,exploratory_partition
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,A3_cyclic_cut16,1,1,0,0.0,1.0,-0.0,19,0,exploratory_partition
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,A1_mask_cut0.050,7,4,3,0.15789473684210525,0.3157894736842105,2.510056460356539,6;4;3;3;1;1;1,0,exploratory_partition
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,A1_mask_cut0.075,4,2,2,0.10526315789473684,0.5789473684210527,1.428794734004785,11;6;1;1,0,exploratory_partition
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,A1_mask_cut0.125,2,1,1,0.05263157894736842,0.9473684210526315,0.2974722489192896,18;1,0,exploratory_partition
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,A1_mask_cut0.150,2,1,1,0.05263157894736842,0.9473684210526315,0.2974722489192896,18;1,0,exploratory_partition
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,manual,VFuaQ6m2Qom,20,19,1,False,A1_mask_cut0.200,1,1,0,0.0,1.0,-0.0,19,0,exploratory_partition
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,A0_legacy,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1,0,exploratory_partition
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,A1_mask,3,1,2,0.4,0.6,1.3709505944546687,3;1;1,0,exploratory_partition
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,A2_local,3,1,2,0.4,0.6,1.3709505944546687,3;1;1,0,exploratory_partition
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,A3_cyclic,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1,0,exploratory_partition
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,A4_adaptive,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1,0,exploratory_partition
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,A5_density,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1,3,exploratory_partition
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,A6_spectral,1,1,0,0.0,1.0,-0.0,5,0,exploratory_partition
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,A7_event,5,0,5,1.0,0.2,2.321928094887362,1;1;1;1;1,0,exploratory_partition
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,A3_cyclic_cut06,5,0,5,1.0,0.2,2.321928094887362,1;1;1;1;1,0,exploratory_partition
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,A3_cyclic_cut08,5,0,5,1.0,0.2,2.321928094887362,1;1;1;1;1,0,exploratory_partition
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,A3_cyclic_cut10,5,0,5,1.0,0.2,2.321928094887362,1;1;1;1;1,0,exploratory_partition
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,A3_cyclic_cut14,2,1,1,0.2,0.8,0.7219280948873623,4;1,0,exploratory_partition
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,A3_cyclic_cut16,2,1,1,0.2,0.8,0.7219280948873623,4;1,0,exploratory_partition
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,A1_mask_cut0.050,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1,0,exploratory_partition
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,A1_mask_cut0.075,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1,0,exploratory_partition
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,A1_mask_cut0.125,3,1,2,0.4,0.6,1.3709505944546687,3;1;1,0,exploratory_partition
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,A1_mask_cut0.150,3,1,2,0.4,0.6,1.3709505944546687,3;1;1,0,exploratory_partition
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,VFuaQ6m2Qom,5,5,0,False,A1_mask_cut0.200,3,1,2,0.4,0.6,1.3709505944546687,3;1;1,0,exploratory_partition
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F-02,manual,VLzqgDo317F,2,2,0,False,A0_legacy,1,1,0,0.0,1.0,-0.0,2,0,exploratory_partition
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F-02,manual,VLzqgDo317F,2,2,0,False,A1_mask,1,1,0,0.0,1.0,-0.0,2,0,exploratory_partition
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F-02,manual,VLzqgDo317F,2,2,0,False,A2_local,1,1,0,0.0,1.0,-0.0,2,0,exploratory_partition
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F-02,manual,VLzqgDo317F,2,2,0,False,A3_cyclic,1,1,0,0.0,1.0,-0.0,2,0,exploratory_partition
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F-02,manual,VLzqgDo317F,2,2,0,False,A4_adaptive,1,1,0,0.0,1.0,-0.0,2,0,exploratory_partition
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F-02,manual,VLzqgDo317F,2,2,0,False,A5_density,2,0,2,1.0,0.5,1.0,1;1,2,exploratory_partition
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F-02,manual,VLzqgDo317F,2,2,0,False,A6_spectral,2,0,2,1.0,0.5,1.0,1;1,0,exploratory_partition
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F-02,manual,VLzqgDo317F,2,2,0,False,A7_event,1,1,0,0.0,1.0,-0.0,2,0,exploratory_partition
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F-02,manual,VLzqgDo317F,2,2,0,False,A3_cyclic_cut06,1,1,0,0.0,1.0,-0.0,2,0,exploratory_partition
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F-02,manual,VLzqgDo317F,2,2,0,False,A3_cyclic_cut08,1,1,0,0.0,1.0,-0.0,2,0,exploratory_partition
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F-02,manual,VLzqgDo317F,2,2,0,False,A3_cyclic_cut10,1,1,0,0.0,1.0,-0.0,2,0,exploratory_partition
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F-02,manual,VLzqgDo317F,2,2,0,False,A3_cyclic_cut14,1,1,0,0.0,1.0,-0.0,2,0,exploratory_partition
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F-02,manual,VLzqgDo317F,2,2,0,False,A3_cyclic_cut16,1,1,0,0.0,1.0,-0.0,2,0,exploratory_partition
