worker_id,risk_slope_raw,risk_slope_se,risk_slope_ci_half_width,risk_slope_support,precision_target,precision_gate_pass,B_u_risk_shrunk,B_u_risk_scale_status,B_u_routing_eligible,eligibility_interpretation,disable_reason
1,-0.00968416338954185,0.007949196268665866,0.015580424686585097,10,0.012607928483052961,false,,not_materialized,false,fail_closed_missing_scale_shrinkage_weight_provenance,B_u_risk_shrunk_missing;formal_risk_transform_missing;full_scoring_manifest_missing
2,-0.02135455150256069,0.009235369829985485,0.01810132486677155,8,0.012607928483052961,false,,not_materialized,false,fail_closed_missing_scale_shrinkage_weight_provenance,B_u_risk_shrunk_missing;formal_risk_transform_missing;full_scoring_manifest_missing
6,-0.02081508591276855,0.009020298834151032,0.017679785714936024,10,0.012607928483052961,false,,not_materialized,false,fail_closed_missing_scale_shrinkage_weight_provenance,B_u_risk_shrunk_missing;formal_risk_transform_missing;full_scoring_manifest_missing
8,-0.024878086198112173,0.00839458491996188,0.016453386443125283,10,0.012607928483052961,false,,not_materialized,false,fail_closed_missing_scale_shrinkage_weight_provenance,B_u_risk_shrunk_missing;formal_risk_transform_missing;full_scoring_manifest_missing
10,-0.01736879068767894,0.006265312793314383,0.012280013074896191,10,0.012607928483052961,true,,not_materialized,false,fail_closed_missing_scale_shrinkage_weight_provenance,B_u_risk_shrunk_missing;formal_risk_transform_missing;full_scoring_manifest_missing
11,-0.010914026073515335,0.009357085620938902,0.018339887817040247,10,0.012607928483052961,false,,not_materialized,false,fail_closed_missing_scale_shrinkage_weight_provenance,B_u_risk_shrunk_missing;formal_risk_transform_missing;full_scoring_manifest_missing
12,-0.02098629558804762,0.009484385924931267,0.01858939641286528,9,0.012607928483052961,false,,not_materialized,false,fail_closed_missing_scale_shrinkage_weight_provenance,B_u_risk_shrunk_missing;formal_risk_transform_missing;full_scoring_manifest_missing
13,-0.017125880730549686,0.010499287653782663,0.02057860380141402,9,0.012607928483052961,false,,not_materialized,false,fail_closed_missing_scale_shrinkage_weight_provenance,B_u_risk_shrunk_missing;formal_risk_transform_missing;full_scoring_manifest_missing
15,-0.01811013520594783,0.009234061028862829,0.018098759616571144,9,0.012607928483052961,false,,not_materialized,false,fail_closed_missing_scale_shrinkage_weight_provenance,B_u_risk_shrunk_missing;formal_risk_transform_missing;full_scoring_manifest_missing
17,-0.02043086941138825,0.010455312208252085,0.020492411928174088,10,0.012607928483052961,false,,not_materialized,false,fail_closed_missing_scale_shrinkage_weight_provenance,B_u_risk_shrunk_missing;formal_risk_transform_missing;full_scoring_manifest_missing
28,-0.019540956784868127,0.007182615650727728,0.014077926675426346,8,0.012607928483052961,false,,not_materialized,false,fail_closed_missing_scale_shrinkage_weight_provenance,B_u_risk_shrunk_missing;formal_risk_transform_missing;full_scoring_manifest_missing
29,-0.02826943627206179,0.01044482482705931,0.020471856661036247,9,0.012607928483052961,false,,not_materialized,false,fail_closed_missing_scale_shrinkage_weight_provenance,B_u_risk_shrunk_missing;formal_risk_transform_missing;full_scoring_manifest_missing
30,-0.015574023095391644,0.010249173623307092,0.0200883803016819,8,0.012607928483052961,false,,not_materialized,false,fail_closed_missing_scale_shrinkage_weight_provenance,B_u_risk_shrunk_missing;formal_risk_transform_missing;full_scoring_manifest_missing
31,-0.023880269310033245,0.009889758995067279,0.019383927630331865,10,0.012607928483052961,false,,not_materialized,false,fail_closed_missing_scale_shrinkage_weight_provenance,B_u_risk_shrunk_missing;formal_risk_transform_missing;full_scoring_manifest_missing
32,-0.021823220215284836,0.00920015228139407,0.018032298471532374,10,0.012607928483052961,false,,not_materialized,false,fail_closed_missing_scale_shrinkage_weight_provenance,B_u_risk_shrunk_missing;formal_risk_transform_missing;full_scoring_manifest_missing
33,-0.026245418907043825,0.009522378487994943,0.018663861836470088,10,0.012607928483052961,false,,not_materialized,false,fail_closed_missing_scale_shrinkage_weight_provenance,B_u_risk_shrunk_missing;formal_risk_transform_missing;full_scoring_manifest_missing
34,-0.024715890043396107,0.009933913231560926,0.019470469933859414,10,0.012607928483052961,false,,not_materialized,false,fail_closed_missing_scale_shrinkage_weight_provenance,B_u_risk_shrunk_missing;formal_risk_transform_missing;full_scoring_manifest_missing
35,-0.024761152911488178,0.009984083008331016,0.01956880269632879,9,0.012607928483052961,false,,not_materialized,false,fail_closed_missing_scale_shrinkage_weight_provenance,B_u_risk_shrunk_missing;formal_risk_transform_missing;full_scoring_manifest_missing
36,-0.022070810514973713,0.009948329127678677,0.019498725090250208,10,0.012607928483052961,false,,not_materialized,false,fail_closed_missing_scale_shrinkage_weight_provenance,B_u_risk_shrunk_missing;formal_risk_transform_missing;full_scoring_manifest_missing
37,-0.029105134810399676,0.009544877295130823,0.01870795949845641,10,0.012607928483052961,false,,not_materialized,false,fail_closed_missing_scale_shrinkage_weight_provenance,B_u_risk_shrunk_missing;formal_risk_transform_missing;full_scoring_manifest_missing
