feature,heldout_building,worker,effect,group,training_rank
log_time,B6ByNegPMKs,30,-0.504786203643,low,19
log_time,B6ByNegPMKs,31,0.102617417146,low,19
log_time,B6ByNegPMKs,32,0.57490855287,high,19
log_time,B6ByNegPMKs,33,0.898182743292,high,19
log_time,B6ByNegPMKs,34,-0.307629291895,low,19
log_time,B6ByNegPMKs,35,0.39161469845,high,19
log_time,B6ByNegPMKs,36,1.62360337196,high,19
log_time,B6ByNegPMKs,37,0.82680167139,high,19
log_time,S9hNv5qa7GM,1,-0.507060851714,low,19
log_time,S9hNv5qa7GM,2,0.0726948053271,low,19
log_time,S9hNv5qa7GM,6,-2.33317590549,low,19
log_time,S9hNv5qa7GM,8,0.360611345387,high,19
log_time,S9hNv5qa7GM,10,-0.554165500236,low,19
log_time,S9hNv5qa7GM,11,0.255604303003,high,19
log_time,S9hNv5qa7GM,12,-0.873740786542,low,19
log_time,S9hNv5qa7GM,13,-1.08337205872,low,19
log_time,S9hNv5qa7GM,15,0.666862394429,high,19
log_time,S9hNv5qa7GM,17,-0.599334415492,low,19
log_time,S9hNv5qa7GM,28,0.553015524386,high,19
log_time,S9hNv5qa7GM,29,0.553343703409,high,19
log_time,S9hNv5qa7GM,30,-0.524947470003,low,19
log_time,S9hNv5qa7GM,31,0.0683135752085,low,19
log_time,S9hNv5qa7GM,32,0.537541487333,high,19
log_time,S9hNv5qa7GM,33,0.868237432465,high,19
log_time,S9hNv5qa7GM,34,-0.212265580767,low,19
log_time,S9hNv5qa7GM,35,0.352708230432,high,19
log_time,S9hNv5qa7GM,36,1.57342044669,high,19
log_time,S9hNv5qa7GM,37,0.825709320898,high,19
log_time,UwV83HsGsw3,1,-0.57251517535,low,19
log_time,UwV83HsGsw3,2,0.0933674159557,low,19
log_time,UwV83HsGsw3,6,-2.22764314167,low,19
log_time,UwV83HsGsw3,8,0.361796033267,high,19
log_time,UwV83HsGsw3,10,-0.541123663808,low,19
log_time,UwV83HsGsw3,11,0.28084803805,high,19
log_time,UwV83HsGsw3,12,-0.874827594852,low,19
log_time,UwV83HsGsw3,13,-1.12141492943,low,19
log_time,UwV83HsGsw3,15,0.660237965567,high,19
log_time,UwV83HsGsw3,17,-0.703035712432,low,19
log_time,UwV83HsGsw3,28,0.545325969187,high,19
log_time,UwV83HsGsw3,29,0.661085580124,high,19
log_time,UwV83HsGsw3,30,-0.546472022522,low,19
log_time,UwV83HsGsw3,31,0.0520795716638,low,19
log_time,UwV83HsGsw3,32,0.527191625086,high,19
log_time,UwV83HsGsw3,33,0.889398867157,high,19
log_time,UwV83HsGsw3,34,-0.204030659013,low,19
log_time,UwV83HsGsw3,35,0.362021425963,high,19
log_time,UwV83HsGsw3,36,1.53539704601,high,19
log_time,UwV83HsGsw3,37,0.822313361047,high,19
log_time,VFuaQ6m2Qom,1,-0.507060851714,low,19
log_time,VFuaQ6m2Qom,2,0.0726948053271,low,19
log_time,VFuaQ6m2Qom,6,-2.33317590549,low,19
log_time,VFuaQ6m2Qom,8,0.360611345387,high,19
log_time,VFuaQ6m2Qom,10,-0.554165500236,low,19
log_time,VFuaQ6m2Qom,11,0.255604303003,high,19
log_time,VFuaQ6m2Qom,12,-0.873740786542,low,19
log_time,VFuaQ6m2Qom,13,-1.08337205872,low,19
log_time,VFuaQ6m2Qom,15,0.666862394429,high,19
log_time,VFuaQ6m2Qom,17,-0.599334415492,low,19
log_time,VFuaQ6m2Qom,28,0.553015524386,high,19
log_time,VFuaQ6m2Qom,29,0.553343703409,high,19
log_time,VFuaQ6m2Qom,30,-0.524947470003,low,19
log_time,VFuaQ6m2Qom,31,0.0683135752085,low,19
log_time,VFuaQ6m2Qom,32,0.537541487333,high,19
log_time,VFuaQ6m2Qom,33,0.868237432465,high,19
log_time,VFuaQ6m2Qom,34,-0.212265580767,low,19
log_time,VFuaQ6m2Qom,35,0.352708230432,high,19
log_time,VFuaQ6m2Qom,36,1.57342044669,high,19
log_time,VFuaQ6m2Qom,37,0.825709320898,high,19
log_time,VLzqgDo317F,1,-0.507060851714,low,19
log_time,VLzqgDo317F,2,0.0726948053271,low,19
log_time,VLzqgDo317F,6,-2.33317590549,low,19
log_time,VLzqgDo317F,8,0.360611345387,high,19
log_time,VLzqgDo317F,10,-0.554165500236,low,19
log_time,VLzqgDo317F,11,0.255604303003,high,19
log_time,VLzqgDo317F,12,-0.873740786542,low,19
log_time,VLzqgDo317F,13,-1.08337205872,low,19
log_time,VLzqgDo317F,15,0.666862394429,high,19
log_time,VLzqgDo317F,17,-0.599334415492,low,19
log_time,VLzqgDo317F,28,0.553015524386,high,19
log_time,VLzqgDo317F,29,0.553343703409,high,19
log_time,VLzqgDo317F,30,-0.524947470003,low,19
log_time,VLzqgDo317F,31,0.0683135752085,low,19
log_time,VLzqgDo317F,32,0.537541487333,high,19
log_time,VLzqgDo317F,33,0.868237432465,high,19
log_time,VLzqgDo317F,34,-0.212265580767,low,19
log_time,VLzqgDo317F,35,0.352708230432,high,19
log_time,VLzqgDo317F,36,1.57342044669,high,19
log_time,VLzqgDo317F,37,0.825709320898,high,19
log_time,X7HyMhZNoso,1,-0.505748962105,low,19
log_time,X7HyMhZNoso,2,0.0739998597631,low,19
log_time,X7HyMhZNoso,6,-2.30490876268,low,19
log_time,X7HyMhZNoso,8,0.349200973041,high,19
log_time,X7HyMhZNoso,10,-0.551115610785,low,19
log_time,X7HyMhZNoso,11,0.254446122576,high,19
log_time,X7HyMhZNoso,12,-0.873367695733,low,19
log_time,X7HyMhZNoso,13,-1.08145807172,low,19
log_time,X7HyMhZNoso,15,0.647507782413,high,19
log_time,X7HyMhZNoso,17,-0.602482195607,low,19
log_time,X7HyMhZNoso,28,0.553643805778,high,19
log_time,X7HyMhZNoso,29,0.553569345541,high,19
log_time,X7HyMhZNoso,30,-0.524836526152,low,19
log_time,X7HyMhZNoso,31,0.0503164593767,low,19
log_time,X7HyMhZNoso,32,0.531430417481,high,19
log_time,X7HyMhZNoso,33,0.864138584513,high,19
log_time,X7HyMhZNoso,34,-0.209241898716,low,19
log_time,X7HyMhZNoso,35,0.353591782312,high,19
log_time,X7HyMhZNoso,36,1.57373476461,high,19
log_time,X7HyMhZNoso,37,0.847579826101,high,19
log_time,Z6MFQCViBuw,1,-0.494885061502,low,19
log_time,Z6MFQCViBuw,2,0.0662005320776,low,19
log_time,Z6MFQCViBuw,6,-2.28769796371,low,19
log_time,Z6MFQCViBuw,8,0.3260035445,high,19
log_time,Z6MFQCViBuw,10,-0.553998505795,low,19
log_time,Z6MFQCViBuw,11,0.260884967066,high,19
log_time,Z6MFQCViBuw,12,-0.866858910984,low,19
log_time,Z6MFQCViBuw,13,-1.08073322341,low,19
log_time,Z6MFQCViBuw,15,0.666941553299,high,19
log_time,Z6MFQCViBuw,17,-0.583526216338,low,19
log_time,Z6MFQCViBuw,28,0.554838716262,high,19
log_time,Z6MFQCViBuw,29,0.555039389317,high,19
log_time,Z6MFQCViBuw,30,-0.535330616227,low,19
log_time,Z6MFQCViBuw,31,0.0319852357182,low,19
log_time,Z6MFQCViBuw,32,0.521769513473,high,19
log_time,Z6MFQCViBuw,33,0.885167587353,high,19
log_time,Z6MFQCViBuw,34,-0.208670448332,low,19
log_time,Z6MFQCViBuw,35,0.354217533434,high,19
log_time,Z6MFQCViBuw,36,1.57515471366,high,19
log_time,Z6MFQCViBuw,37,0.813497660136,high,19
log_time,b8cTxDM8gDG,1,-0.506899753118,low,19
log_time,b8cTxDM8gDG,2,0.0728130074517,low,19
log_time,b8cTxDM8gDG,6,-2.33333661381,low,19
log_time,b8cTxDM8gDG,8,0.359577727503,high,19
log_time,b8cTxDM8gDG,10,-0.54573242094,low,19
log_time,b8cTxDM8gDG,11,0.255588666133,high,19
log_time,b8cTxDM8gDG,12,-0.873125312858,low,19
log_time,b8cTxDM8gDG,13,-1.09518929825,low,19
log_time,b8cTxDM8gDG,15,0.66680203307,high,19
log_time,b8cTxDM8gDG,17,-0.600024996811,low,19
log_time,b8cTxDM8gDG,28,0.543561080351,high,19
log_time,b8cTxDM8gDG,29,0.597909871308,high,19
log_time,b8cTxDM8gDG,30,-0.524674867304,low,19
log_time,b8cTxDM8gDG,31,0.0485879457667,low,19
log_time,b8cTxDM8gDG,32,0.535473033512,high,19
log_time,b8cTxDM8gDG,33,0.867558696272,high,19
log_time,b8cTxDM8gDG,34,-0.214028586548,low,19
log_time,b8cTxDM8gDG,35,0.36136857119,high,19
log_time,b8cTxDM8gDG,36,1.55846069217,high,19
log_time,b8cTxDM8gDG,37,0.825310524903,high,19
log_time,e9zR4mvMWw7,1,-0.509147459422,low,19
log_time,e9zR4mvMWw7,2,0.0666736363649,low,19
log_time,e9zR4mvMWw7,6,-2.41133034379,low,19
log_time,e9zR4mvMWw7,8,0.352625044936,high,19
log_time,e9zR4mvMWw7,10,-0.547729584309,low,19
log_time,e9zR4mvMWw7,11,0.231832591686,high,19
log_time,e9zR4mvMWw7,12,-0.870861258406,low,19
log_time,e9zR4mvMWw7,13,-1.03337036888,low,19
log_time,e9zR4mvMWw7,15,0.65972895637,high,19
log_time,e9zR4mvMWw7,17,-0.610000135735,low,19
log_time,e9zR4mvMWw7,28,0.55034728313,high,19
log_time,e9zR4mvMWw7,29,0.546095716447,high,19
log_time,e9zR4mvMWw7,30,-0.532341253324,low,19
log_time,e9zR4mvMWw7,31,0.0616570163353,low,19
log_time,e9zR4mvMWw7,32,0.53298270462,high,19
log_time,e9zR4mvMWw7,33,0.871230063744,high,19
log_time,e9zR4mvMWw7,34,-0.110558624056,low,19
log_time,e9zR4mvMWw7,35,0.404040462969,high,19
log_time,e9zR4mvMWw7,36,1.52829118014,high,19
log_time,e9zR4mvMWw7,37,0.81983437118,high,19
log_time,jh4fc5c5qoQ,1,-0.507060851714,low,19
log_time,jh4fc5c5qoQ,2,0.0726948053271,low,19
log_time,jh4fc5c5qoQ,6,-2.33317590549,low,19
log_time,jh4fc5c5qoQ,8,0.360611345387,high,19
log_time,jh4fc5c5qoQ,10,-0.554165500236,low,19
log_time,jh4fc5c5qoQ,11,0.255604303003,high,19
log_time,jh4fc5c5qoQ,12,-0.873740786542,low,19
log_time,jh4fc5c5qoQ,13,-1.08337205872,low,19
log_time,jh4fc5c5qoQ,15,0.666862394429,high,19
log_time,jh4fc5c5qoQ,17,-0.599334415492,low,19
log_time,jh4fc5c5qoQ,28,0.553015524386,high,19
log_time,jh4fc5c5qoQ,29,0.553343703409,high,19
log_time,jh4fc5c5qoQ,30,-0.524947470003,low,19
log_time,jh4fc5c5qoQ,31,0.0683135752085,low,19
log_time,jh4fc5c5qoQ,32,0.537541487333,high,19
log_time,jh4fc5c5qoQ,33,0.868237432465,high,19
log_time,jh4fc5c5qoQ,34,-0.212265580767,low,19
log_time,jh4fc5c5qoQ,35,0.352708230432,high,19
log_time,jh4fc5c5qoQ,36,1.57342044669,high,19
log_time,jh4fc5c5qoQ,37,0.825709320898,high,19
log_time,jtcxE69GiFV,1,-0.507060851714,low,19
log_time,jtcxE69GiFV,2,0.0726948053271,low,19
log_time,jtcxE69GiFV,6,-2.33317590549,low,19
log_time,jtcxE69GiFV,8,0.360611345387,high,19
log_time,jtcxE69GiFV,10,-0.554165500236,low,19
log_time,jtcxE69GiFV,11,0.255604303003,high,19
log_time,jtcxE69GiFV,12,-0.873740786542,low,19
log_time,jtcxE69GiFV,13,-1.08337205872,low,19
log_time,jtcxE69GiFV,15,0.666862394429,high,19
log_time,jtcxE69GiFV,17,-0.599334415492,low,19
log_time,jtcxE69GiFV,28,0.553015524386,high,19
log_time,jtcxE69GiFV,29,0.553343703409,high,19
log_time,jtcxE69GiFV,30,-0.524947470003,low,19
log_time,jtcxE69GiFV,31,0.0683135752085,low,19
log_time,jtcxE69GiFV,32,0.537541487333,high,19
log_time,jtcxE69GiFV,33,0.868237432465,high,19
log_time,jtcxE69GiFV,34,-0.212265580767,low,19
log_time,jtcxE69GiFV,35,0.352708230432,high,19
log_time,jtcxE69GiFV,36,1.57342044669,high,19
log_time,jtcxE69GiFV,37,0.825709320898,high,19
log_time,pRbA3pwrgk9,1,-0.507060851714,low,19
log_time,pRbA3pwrgk9,2,0.0726948053271,low,19
log_time,pRbA3pwrgk9,6,-2.33317590549,low,19
log_time,pRbA3pwrgk9,8,0.360611345387,high,19
log_time,pRbA3pwrgk9,10,-0.554165500236,low,19
log_time,pRbA3pwrgk9,11,0.255604303003,high,19
log_time,pRbA3pwrgk9,12,-0.873740786542,low,19
log_time,pRbA3pwrgk9,13,-1.08337205872,low,19
log_time,pRbA3pwrgk9,15,0.666862394429,high,19
log_time,pRbA3pwrgk9,17,-0.599334415492,low,19
log_time,pRbA3pwrgk9,28,0.553015524386,high,19
log_time,pRbA3pwrgk9,29,0.553343703409,high,19
log_time,pRbA3pwrgk9,30,-0.524947470003,low,19
log_time,pRbA3pwrgk9,31,0.0683135752085,low,19
log_time,pRbA3pwrgk9,32,0.537541487333,high,19
log_time,pRbA3pwrgk9,33,0.868237432465,high,19
log_time,pRbA3pwrgk9,34,-0.212265580767,low,19
log_time,pRbA3pwrgk9,35,0.352708230432,high,19
log_time,pRbA3pwrgk9,36,1.57342044669,high,19
log_time,pRbA3pwrgk9,37,0.825709320898,high,19
log_time,pa4otMbVnkk,1,-0.507060851714,low,19
log_time,pa4otMbVnkk,2,0.0726948053271,low,19
log_time,pa4otMbVnkk,6,-2.33317590549,low,19
log_time,pa4otMbVnkk,8,0.360611345387,high,19
log_time,pa4otMbVnkk,10,-0.554165500236,low,19
log_time,pa4otMbVnkk,11,0.255604303003,high,19
log_time,pa4otMbVnkk,12,-0.873740786542,low,19
log_time,pa4otMbVnkk,13,-1.08337205872,low,19
log_time,pa4otMbVnkk,15,0.666862394429,high,19
log_time,pa4otMbVnkk,17,-0.599334415492,low,19
log_time,pa4otMbVnkk,28,0.553015524386,high,19
log_time,pa4otMbVnkk,29,0.553343703409,high,19
log_time,pa4otMbVnkk,30,-0.524947470003,low,19
log_time,pa4otMbVnkk,31,0.0683135752085,low,19
log_time,pa4otMbVnkk,32,0.537541487333,high,19
log_time,pa4otMbVnkk,33,0.868237432465,high,19
log_time,pa4otMbVnkk,34,-0.212265580767,low,19
log_time,pa4otMbVnkk,35,0.352708230432,high,19
log_time,pa4otMbVnkk,36,1.57342044669,high,19
log_time,pa4otMbVnkk,37,0.825709320898,high,19
log_time,q9vSo1VnCiC,1,-0.505654394839,low,19
log_time,q9vSo1VnCiC,2,0.0248334175338,low,19
log_time,q9vSo1VnCiC,6,-2.39625000669,low,19
log_time,q9vSo1VnCiC,8,0.355897824065,high,19
log_time,q9vSo1VnCiC,10,-0.53067546197,low,19
log_time,q9vSo1VnCiC,11,0.286170310922,high,19
log_time,q9vSo1VnCiC,12,-0.933628372102,low,19
log_time,q9vSo1VnCiC,13,-1.07641852202,low,19
log_time,q9vSo1VnCiC,15,0.671979984907,high,19
log_time,q9vSo1VnCiC,17,-0.620919753707,low,19
log_time,q9vSo1VnCiC,28,0.602009356947,high,19
log_time,q9vSo1VnCiC,29,0.498785276095,high,19
log_time,q9vSo1VnCiC,30,-0.515621118648,low,19
log_time,q9vSo1VnCiC,31,0.0477082328762,low,19
log_time,q9vSo1VnCiC,32,0.522593482883,high,19
log_time,q9vSo1VnCiC,33,0.913731950897,high,19
log_time,q9vSo1VnCiC,34,-0.101496290385,low,19
log_time,q9vSo1VnCiC,35,0.371131871241,high,19
log_time,q9vSo1VnCiC,36,1.56719280319,high,19
log_time,q9vSo1VnCiC,37,0.818629408802,high,19
log_time,rPc6DW4iMge,1,-0.507202811905,low,19
log_time,rPc6DW4iMge,2,0.121522384861,low,19
log_time,rPc6DW4iMge,6,-2.31561153308,low,19
log_time,rPc6DW4iMge,8,0.341344401217,high,19
log_time,rPc6DW4iMge,10,-0.497076476179,low,19
log_time,rPc6DW4iMge,11,0.245640792908,high,19
log_time,rPc6DW4iMge,12,-0.864194637383,low,19
log_time,rPc6DW4iMge,13,-0.973258143965,low,19
log_time,rPc6DW4iMge,15,0.625327442063,high,19
log_time,rPc6DW4iMge,17,-0.571748953711,low,19
log_time,rPc6DW4iMge,28,0.552757106957,high,19
log_time,rPc6DW4iMge,29,0.49587648829,high,19
log_time,rPc6DW4iMge,30,-0.512762686144,low,19
log_time,rPc6DW4iMge,31,0.0581116399838,low,19
log_time,rPc6DW4iMge,32,0.486398340385,high,19
log_time,rPc6DW4iMge,33,0.834915699064,high,19
log_time,rPc6DW4iMge,34,-0.164207624069,low,19
log_time,rPc6DW4iMge,35,0.345619235731,high,19
log_time,rPc6DW4iMge,36,1.53138124905,high,19
log_time,rPc6DW4iMge,37,0.76716808593,high,19
log_time,uNb9QFRL6hY,1,-0.535570994716,low,19
log_time,uNb9QFRL6hY,2,0.142082413756,low,19
log_time,uNb9QFRL6hY,6,-2.67430005912,low,19
log_time,uNb9QFRL6hY,8,0.433359732327,high,19
log_time,uNb9QFRL6hY,10,-0.624486999084,low,19
log_time,uNb9QFRL6hY,11,0.237093428672,high,19
log_time,uNb9QFRL6hY,12,-0.925584250544,low,19
log_time,uNb9QFRL6hY,13,-1.10313645828,low,19
log_time,uNb9QFRL6hY,15,0.797884478068,high,19
log_time,uNb9QFRL6hY,17,-0.581089816655,low,19
log_time,uNb9QFRL6hY,28,0.483469828651,high,19
log_time,uNb9QFRL6hY,29,0.639979170974,high,19
log_time,uNb9QFRL6hY,30,-0.453316494861,low,19
log_time,uNb9QFRL6hY,31,0.0862766584462,low,19
log_time,uNb9QFRL6hY,32,0.663519180694,high,19
log_time,uNb9QFRL6hY,33,0.848266942744,high,19
log_time,uNb9QFRL6hY,34,-0.342976064451,low,19
log_time,uNb9QFRL6hY,35,0.309354894837,high,19
log_time,uNb9QFRL6hY,36,1.78382993423,high,19
log_time,uNb9QFRL6hY,37,0.815344474316,high,19
log_time,wc2JMjhGNzB,1,-0.438448120925,low,19
log_time,wc2JMjhGNzB,2,0.0831408959256,low,19
log_time,wc2JMjhGNzB,6,-2.19016341341,low,19
log_time,wc2JMjhGNzB,8,0.366869323283,high,19
log_time,wc2JMjhGNzB,10,-0.542143494481,low,19
log_time,wc2JMjhGNzB,11,0.200296686846,high,19
log_time,wc2JMjhGNzB,12,-0.828697470481,low,19
log_time,wc2JMjhGNzB,13,-1.00328780143,low,19
log_time,wc2JMjhGNzB,15,0.659059107212,high,19
log_time,wc2JMjhGNzB,17,-0.6021120382,low,19
log_time,wc2JMjhGNzB,28,0.557469929125,high,19
log_time,wc2JMjhGNzB,29,0.495122907547,high,19
log_time,wc2JMjhGNzB,30,-0.598713655853,low,19
log_time,wc2JMjhGNzB,31,0.0756387045121,low,19
log_time,wc2JMjhGNzB,32,0.556230594221,high,19
log_time,wc2JMjhGNzB,33,0.820983495859,high,19
log_time,wc2JMjhGNzB,34,-0.196306378942,low,19
log_time,wc2JMjhGNzB,35,0.312778333214,high,19
log_time,wc2JMjhGNzB,36,1.4693534161,high,19
log_time,wc2JMjhGNzB,37,0.802928979873,high,19
log_time,x8F5xyUWy9e,1,-0.508723844,low,19
log_time,x8F5xyUWy9e,2,0.0754646468062,low,19
log_time,x8F5xyUWy9e,6,-2.33379043296,low,19
log_time,x8F5xyUWy9e,8,0.333892981024,high,19
log_time,x8F5xyUWy9e,10,-0.556080280733,low,19
log_time,x8F5xyUWy9e,11,0.256563616199,high,19
log_time,x8F5xyUWy9e,12,-0.871328277533,low,19
log_time,x8F5xyUWy9e,13,-1.08831656518,low,19
log_time,x8F5xyUWy9e,15,0.661916858607,high,19
log_time,x8F5xyUWy9e,17,-0.576880625008,low,19
log_time,x8F5xyUWy9e,28,0.538658510113,high,19
log_time,x8F5xyUWy9e,29,0.530661759264,high,19
log_time,x8F5xyUWy9e,30,-0.524544682681,low,19
log_time,x8F5xyUWy9e,31,0.0786665561595,low,19
log_time,x8F5xyUWy9e,32,0.518569062142,high,19
log_time,x8F5xyUWy9e,33,0.875914986563,high,19
log_time,x8F5xyUWy9e,34,-0.219845312909,low,19
log_time,x8F5xyUWy9e,35,0.331783892375,high,19
log_time,x8F5xyUWy9e,36,1.63433441678,high,19
log_time,x8F5xyUWy9e,37,0.843082734973,high,19
log_time,yqstnuAEVhm,1,-0.524134273476,low,19
log_time,yqstnuAEVhm,2,0.0530605459244,low,19
log_time,yqstnuAEVhm,6,-2.25063824296,low,19
log_time,yqstnuAEVhm,8,0.399217254053,high,19
log_time,yqstnuAEVhm,10,-0.569141236187,low,19
log_time,yqstnuAEVhm,11,0.248032650952,high,19
log_time,yqstnuAEVhm,12,-0.869881352007,low,19
log_time,yqstnuAEVhm,13,-1.07381675685,low,19
log_time,yqstnuAEVhm,15,0.616504077921,high,19
log_time,yqstnuAEVhm,17,-0.566341074957,low,19
log_time,yqstnuAEVhm,28,0.535255626171,high,19
log_time,yqstnuAEVhm,29,0.57440575548,high,19
log_time,yqstnuAEVhm,30,-0.565308932844,low,19
log_time,yqstnuAEVhm,31,0.144441108782,low,19
log_time,yqstnuAEVhm,32,0.550315396122,high,19
log_time,yqstnuAEVhm,33,0.821627524605,high,19
log_time,yqstnuAEVhm,34,-0.235623373533,low,19
log_time,yqstnuAEVhm,35,0.330519255623,high,19
log_time,yqstnuAEVhm,36,1.51240509231,high,19
log_time,yqstnuAEVhm,37,0.869100954865,high,19
log_time,zsNo4HB9uLZ,1,-0.507060851714,low,19
log_time,zsNo4HB9uLZ,2,0.0726948053271,low,19
log_time,zsNo4HB9uLZ,6,-2.33317590549,low,19
log_time,zsNo4HB9uLZ,8,0.360611345387,high,19
log_time,zsNo4HB9uLZ,10,-0.554165500236,low,19
log_time,zsNo4HB9uLZ,11,0.255604303003,high,19
log_time,zsNo4HB9uLZ,12,-0.873740786542,low,19
log_time,zsNo4HB9uLZ,13,-1.08337205872,low,19
log_time,zsNo4HB9uLZ,15,0.666862394429,high,19
log_time,zsNo4HB9uLZ,17,-0.599334415492,low,19
log_time,zsNo4HB9uLZ,28,0.553015524386,high,19
log_time,zsNo4HB9uLZ,29,0.553343703409,high,19
log_time,zsNo4HB9uLZ,30,-0.524947470003,low,19
log_time,zsNo4HB9uLZ,31,0.0683135752085,low,19
log_time,zsNo4HB9uLZ,32,0.537541487333,high,19
log_time,zsNo4HB9uLZ,33,0.868237432465,high,19
log_time,zsNo4HB9uLZ,34,-0.212265580767,low,19
log_time,zsNo4HB9uLZ,35,0.352708230432,high,19
log_time,zsNo4HB9uLZ,36,1.57342044669,high,19
log_time,zsNo4HB9uLZ,37,0.825709320898,high,19
