context,image,building,stage,condition,N,k,fraction,full_disagreement,finite_sd,empirical_iid_sd,selected_medoid_to_remaining,selected_medoid_reference_distance,medoid_step_distance,remaining,iid_role,requested_fraction
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,6,0.260869565217,0.0441875928213,0.0207436490353,0.0219298757559,0.0314560066317,0.0176669932607,0.00768796638795,17,with_replacement_empirical_distribution_diagnostic_not_new_workers,0.25
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,12,0.521739130435,0.0441875928213,0.0117353101962,0.0152972135011,0.0293008274512,0.0155942170445,0.0022854244937,11,with_replacement_empirical_distribution_diagnostic_not_new_workers,0.5
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,18,0.782608695652,0.0441875928213,0.00644974159278,0.0124393519676,0.0295828996207,0.013929850888,0.00146039777082,5,with_replacement_empirical_distribution_diagnostic_not_new_workers,0.75
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,21,0.913043478261,0.0441875928213,0.00377491624803,0.0115036421992,0.0276377927459,0.013319724735,0.000855213029566,2,with_replacement_empirical_distribution_diagnostic_not_new_workers,0.9
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,23,1,0.0441875928213,0,0.0109857258543,,0.0126179303941,0.000703584502118,0,with_replacement_empirical_distribution_diagnostic_not_new_workers,1
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,6,0.260869565217,0.0286577378212,0.00693526337477,0.00746326237397,0.0223725319214,0.0128734945018,0.00555333212765,17,with_replacement_empirical_distribution_diagnostic_not_new_workers,0.25
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,12,0.521739130435,0.0286577378212,0.00390214555034,0.0051367520621,0.0217589982882,0.0114743608085,0.00296722903223,11,with_replacement_empirical_distribution_diagnostic_not_new_workers,0.5
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,18,0.782608695652,0.0286577378212,0.00214111307079,0.00415978018502,0.0215198457249,0.0120910127333,0.00168348888158,5,with_replacement_empirical_distribution_diagnostic_not_new_workers,0.75
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,21,0.913043478261,0.0286577378212,0.00125258643713,0.00384241378124,0.0215980209936,0.0124993287066,0.000849646150323,2,with_replacement_empirical_distribution_diagnostic_not_new_workers,0.9
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,23,1,0.0286577378212,0,0.00366721702651,,0.0129250616946,0.000400652826661,0,with_replacement_empirical_distribution_diagnostic_not_new_workers,1
