context,image,building,stage,condition,N,k,fraction,distance_cutoff,second_mode_count,second_mode_supported,second_mode_capture2,definition
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,2,0.0869565217391,0.03,3,True,0.0118577075099,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,3,0.130434782609,0.03,3,True,0.0344438170525,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,4,0.173913043478,0.03,3,True,0.0666290231508,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,5,0.217391304348,0.03,3,True,0.107284020327,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,6,0.260869565217,0.03,3,True,0.155279503106,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,7,0.304347826087,0.03,3,True,0.209486166008,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,8,0.347826086957,0.03,3,True,0.268774703557,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,9,0.391304347826,0.03,3,True,0.332015810277,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,10,0.434782608696,0.03,3,True,0.398080180689,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,11,0.478260869565,0.03,3,True,0.465838509317,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,12,0.521739130435,0.03,3,True,0.534161490683,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,13,0.565217391304,0.03,3,True,0.601919819311,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,14,0.608695652174,0.03,3,True,0.667984189723,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,15,0.652173913043,0.03,3,True,0.731225296443,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,16,0.695652173913,0.03,3,True,0.790513833992,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,17,0.739130434783,0.03,3,True,0.844720496894,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,18,0.782608695652,0.03,3,True,0.892715979673,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,19,0.826086956522,0.03,3,True,0.933370976849,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,20,0.869565217391,0.03,3,True,0.965556182947,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,21,0.913043478261,0.03,3,True,0.98814229249,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,22,0.95652173913,0.03,3,True,1,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,23,1,0.03,3,True,1,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,2,0.0869565217391,0.05,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,3,0.130434782609,0.05,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,4,0.173913043478,0.05,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,5,0.217391304348,0.05,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,6,0.260869565217,0.05,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,7,0.304347826087,0.05,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,8,0.347826086957,0.05,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,9,0.391304347826,0.05,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,10,0.434782608696,0.05,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,11,0.478260869565,0.05,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,12,0.521739130435,0.05,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,13,0.565217391304,0.05,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,14,0.608695652174,0.05,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,15,0.652173913043,0.05,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,16,0.695652173913,0.05,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,17,0.739130434783,0.05,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,18,0.782608695652,0.05,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,19,0.826086956522,0.05,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,20,0.869565217391,0.05,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,21,0.913043478261,0.05,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,22,0.95652173913,0.05,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,23,1,0.05,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,2,0.0869565217391,0.07,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,3,0.130434782609,0.07,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,4,0.173913043478,0.07,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,5,0.217391304348,0.07,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,6,0.260869565217,0.07,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,7,0.304347826087,0.07,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,8,0.347826086957,0.07,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,9,0.391304347826,0.07,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,10,0.434782608696,0.07,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,11,0.478260869565,0.07,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,12,0.521739130435,0.07,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,13,0.565217391304,0.07,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,14,0.608695652174,0.07,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,15,0.652173913043,0.07,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,16,0.695652173913,0.07,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,17,0.739130434783,0.07,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,18,0.782608695652,0.07,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,19,0.826086956522,0.07,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,20,0.869565217391,0.07,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,21,0.913043478261,0.07,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,22,0.95652173913,0.07,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,23,1,0.07,1,False,,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
