path,sha256,role
analysis_results/annotation_research_decision_audit_20260905_v1/data_audit/geometry_comparisons.csv,ceaca17b55dee4a1c71de91741ad84f67ffb80a342824a0a53e4fb4b903b82d8,archived_machine_only_distances_not_rerun_inference
