feature,contexts,buildings,observed_separation,random_mean,random_q025,random_q975,random_upper_tail_fraction,interpretation
corners,37,13,0.000717701208127,0.000175402902323,-0.00322383035098,0.00446760753282,0.364392678869,exploratory_finite_roster_permutation_benchmark_not_causal_or_confirmatory_p
log_time,37,13,0.00667646334463,0.000175402902323,-0.00322383035098,0.00446760753282,0.00831946755408,exploratory_finite_roster_permutation_benchmark_not_causal_or_confirmatory_p
