cohort,config,horizon,k,bound,model,images,buildings,quality_baseline_G1,quality_baseline_G2,quality_baseline_ALL,candidate_G1,candidate_G2,candidate_ALL
all26,q95,7,2,upper,TB,38,9,0.7659748677248677,0.7255383597883598,0.750781746031746,0.7115515873015872,0.7499550264550264,0.750781746031746
all26,q95,7,2,upper,SB,23,5,0.7463880952380952,0.7383357142857142,0.7571571428571429,0.7569595238095237,0.7118857142857143,0.7571571428571429
all26,q95,7,2,upper,TSB,54,14,0.7758945578231293,0.7321615646258502,0.7580025510204081,0.7160178571428572,0.7626598639455783,0.7580025510204081
all26,q95,8,3,lower,T,55,15,0.3840579365079365,0.13291111111111112,0.2370404761904762,0.19643809523809527,0.25719047619047625,0.2370404761904762
all26,q95,8,3,lower,S,47,10,0.4502535714285715,0.1363666666666667,0.2753940476190476,0.18656190476190476,0.3303547619047619,0.2753940476190476
all26,q95,8,3,lower,B,1,1,0.37,0.0,0.005,0.015,0.0,0.005
all26,q95,8,3,lower,TS,47,14,0.43901190476190477,0.15879761904761905,0.27132142857142855,0.2015476190476191,0.28550595238095233,0.27132142857142855
all26,q95,8,3,lower,TB,38,9,0.2706058201058201,0.07161111111111111,0.16191931216931219,0.17632010582010582,0.12921957671957673,0.16191931216931219
all26,q95,8,3,lower,SB,16,4,0.5525297619047619,0.18041666666666667,0.2955059523809524,0.33574404761904764,0.19035714285714284,0.2955059523809524
all26,q95,8,3,lower,TSB,54,14,0.340062074829932,0.11561904761904762,0.20468622448979593,0.1979744897959184,0.18922108843537416,0.20468622448979593
all26,q95,8,3,upper,T,55,15,0.6218452380952381,0.4885857142857143,0.5550285714285715,0.4941642857142857,0.5591507936507937,0.5550285714285715
all26,q95,8,3,upper,S,47,10,0.6411011904761905,0.44271190476190475,0.5390428571428572,0.45837738095238095,0.5792916666666666,0.5390428571428572
all26,q95,8,3,upper,B,1,1,0.37,0.515,0.46,0.43,0.295,0.46
all26,q95,8,3,upper,TS,47,14,0.6739583333333332,0.5081785714285714,0.5800595238095239,0.4749166666666667,0.5927321428571429,0.5800595238095239
all26,q95,8,3,upper,TB,38,9,0.5684920634920634,0.479031746031746,0.5282420634920635,0.4940489417989418,0.48370502645502644,0.5282420634920635
all26,q95,8,3,upper,SB,16,4,0.6474404761904763,0.47690476190476194,0.547232142857143,0.4613988095238095,0.5078869047619048,0.547232142857143
all26,q95,8,3,upper,TSB,54,14,0.5948341836734693,0.49669897959183673,0.545387755102041,0.5006700680272108,0.5063180272108844,0.545387755102041
all26,q95,10,5,lower,T,37,12,0.539218253968254,0.19286111111111112,0.33333730158730157,0.28726587301587303,0.3233769841269842,0.33333730158730157
all26,q95,10,5,lower,S,23,4,0.3362708333333333,0.05704166666666667,0.17225000000000001,0.22010416666666666,0.10833333333333334,0.17225000000000001
all26,q95,10,5,lower,TS,22,5,0.40408333333333335,0.22175000000000003,0.3235,0.3471666666666667,0.26391666666666663,0.3235
all26,q95,10,5,lower,TB,28,7,0.3979455782312925,0.16466666666666666,0.28381632653061223,0.2995986394557823,0.219265306122449,0.28381632653061223
all26,q95,10,5,lower,TSB,42,11,0.4580833333333333,0.150771645021645,0.26512554112554104,0.2813917748917749,0.22307683982683982,0.26512554112554104
all26,q95,10,5,upper,T,37,12,0.5976904761904762,0.4203968253968253,0.48467460317460326,0.43853373015873004,0.48507539682539674,0.48467460317460326
all26,q95,10,5,upper,S,23,4,0.444875,0.4330208333333333,0.4304791666666667,0.4934791666666667,0.36183333333333334,0.4304791666666667
all26,q95,10,5,upper,TS,22,5,0.43516666666666665,0.48616666666666664,0.4604166666666668,0.37124999999999997,0.48949999999999994,0.4604166666666668
all26,q95,10,5,upper,TB,28,7,0.49818367346938774,0.4066326530612245,0.4620612244897959,0.4101530612244898,0.4514727891156462,0.4620612244897959
all26,q95,10,5,upper,TSB,42,11,0.5204415584415585,0.4088971861471862,0.4386612554112555,0.4426341991341991,0.40552705627705626,0.4386612554112555
current20,ospa30_t6,7,2,lower,T,55,15,0.31054047619047614,0.2107460317460318,0.2601928571428571,0.2933285714285715,0.2362325396825397,0.2601928571428571
current20,ospa30_t6,7,2,lower,S,34,12,0.3022033730158729,0.21777281746031743,0.2618035714285714,0.32613888888888887,0.283531746031746,0.2618035714285714
current20,ospa30_t6,7,2,lower,B,31,11,0.27074242424242423,0.14545454545454548,0.20215151515151514,0.22250000000000003,0.11383333333333333,0.20215151515151514
current20,ospa30_t6,7,2,lower,QT,38,9,0.30812962962962964,0.14841666666666667,0.22095370370370368,0.2638425925925926,0.20317592592592593,0.22095370370370368
current20,ospa30_t6,7,2,lower,QS,6,1,0.1708333333333333,0.01,0.0675,0.01916666666666667,0.06999999999999999,0.0675
current20,ospa30_t6,7,2,lower,QB,55,15,0.31054047619047614,0.2107460317460318,0.2601928571428571,0.276702380952381,0.20098968253968252,0.2601928571428571
current20,ospa30_t6,7,2,lower,TS,55,15,0.31054047619047614,0.2107460317460318,0.2601928571428571,0.28129047619047615,0.23480158730158732,0.2601928571428571
current20,ospa30_t6,7,2,lower,TB,55,15,0.31054047619047614,0.2107460317460318,0.2601928571428571,0.30647777777777774,0.22612222222222222,0.2601928571428571
current20,ospa30_t6,7,2,lower,SB,42,13,0.32303205128205126,0.22756410256410253,0.27563461538461537,0.2907051282051282,0.21853205128205128,0.27563461538461537
current20,ospa30_t6,7,2,lower,QTS,49,10,0.31206071428571425,0.14061904761904762,0.2160392857142857,0.28677142857142857,0.22361309523809525,0.2160392857142857
current20,ospa30_t6,7,2,lower,QTB,54,14,0.33272193877551015,0.2257993197278912,0.2787780612244898,0.2963307823129252,0.26955952380952386,0.2787780612244898
current20,ospa30_t6,7,2,lower,QSB,49,13,0.3470467032967033,0.22874542124542124,0.2864148351648352,0.29101648351648357,0.22261904761904758,0.2864148351648352
current20,ospa30_t6,7,2,lower,TSB,55,15,0.31054047619047614,0.2107460317460318,0.2601928571428571,0.29473888888888894,0.23323095238095234,0.2601928571428571
current20,ospa30_t6,7,2,lower,QTSB,55,15,0.31054047619047614,0.2107460317460318,0.2601928571428571,0.27801984126984125,0.24569761904761905,0.2601928571428571
current20,ospa30_t6,7,2,upper,T,55,15,0.7645007936507937,0.7499658730158728,0.7902055555555557,0.7585079365079366,0.7760071428571429,0.7902055555555557
current20,ospa30_t6,7,2,upper,S,34,12,0.7588204365079365,0.7428392857142857,0.7909861111111112,0.8086359126984126,0.8087638888888887,0.7909861111111112
current20,ospa30_t6,7,2,upper,B,31,11,0.7516515151515152,0.7297424242424242,0.7777424242424242,0.7248181818181817,0.6995454545454546,0.7777424242424242
current20,ospa30_t6,7,2,upper,QT,38,9,0.7204259259259259,0.7049166666666667,0.7431666666666668,0.7410277777777777,0.7356759259259259,0.7431666666666668
current20,ospa30_t6,7,2,upper,QS,6,1,0.815,0.7866666666666666,0.8041666666666667,0.8208333333333333,0.7691666666666667,0.8041666666666667
current20,ospa30_t6,7,2,upper,QB,55,15,0.7645007936507937,0.7499658730158728,0.7902055555555557,0.7428111111111112,0.7341349206349206,0.7902055555555557
current20,ospa30_t6,7,2,upper,TS,55,15,0.7645007936507937,0.7499658730158728,0.7902055555555557,0.7740055555555556,0.7631317460317462,0.7902055555555557
current20,ospa30_t6,7,2,upper,TB,55,15,0.7645007936507937,0.7499658730158728,0.7902055555555557,0.7669126984126983,0.7751873015873016,0.7902055555555557
current20,ospa30_t6,7,2,upper,SB,42,13,0.7623910256410258,0.7495576923076922,0.790301282051282,0.7426346153846155,0.7276602564102563,0.790301282051282
current20,ospa30_t6,7,2,upper,QTS,49,10,0.7997511904761904,0.7446988095238095,0.7858083333333332,0.7827678571428571,0.7951142857142857,0.7858083333333332
current20,ospa30_t6,7,2,upper,QTB,54,14,0.7751794217687076,0.7431777210884353,0.790577380952381,0.7761581632653061,0.7736428571428571,0.790577380952381
current20,ospa30_t6,7,2,upper,QSB,49,13,0.7816163003663004,0.7541529304029303,0.7892948717948719,0.73625,0.7495741758241757,0.7892948717948719
current20,ospa30_t6,7,2,upper,TSB,55,15,0.7645007936507937,0.7499658730158728,0.7902055555555557,0.751057142857143,0.7755753968253969,0.7902055555555557
current20,ospa30_t6,7,2,upper,QTSB,55,15,0.7645007936507937,0.7499658730158728,0.7902055555555557,0.7536047619047619,0.7710309523809524,0.7902055555555557
current20,ospa30_t6,8,3,lower,T,53,15,0.3154809523809524,0.19859841269841272,0.24728730158730158,0.28841269841269845,0.22341031746031748,0.24728730158730158
current20,ospa30_t6,8,3,lower,S,22,6,0.3087857142857143,0.12385714285714285,0.19452380952380952,0.21272222222222223,0.2685912698412698,0.19452380952380952
current20,ospa30_t6,8,3,lower,B,31,11,0.2590454545454546,0.12577272727272726,0.17659090909090905,0.2026969696969697,0.09539393939393938,0.17659090909090905
current20,ospa30_t6,8,3,lower,QT,13,2,0.06,0.051875000000000004,0.06729166666666667,0.125,0.04,0.06729166666666667
current20,ospa30_t6,8,3,lower,QS,6,1,0.16666666666666666,0.0,0.057499999999999996,0.0,0.051666666666666666,0.057499999999999996
current20,ospa30_t6,8,3,lower,QB,55,15,0.30034761904761903,0.19395952380952378,0.23828174603174598,0.2607555555555556,0.18572936507936508,0.23828174603174598
current20,ospa30_t6,8,3,lower,TS,45,13,0.2989358974358975,0.18491666666666665,0.2310576923076923,0.2747628205128205,0.2041346153846154,0.2310576923076923
current20,ospa30_t6,8,3,lower,TB,55,15,0.30034761904761903,0.19395952380952378,0.23828174603174598,0.289515873015873,0.20533095238095236,0.23828174603174598
current20,ospa30_t6,8,3,lower,SB,38,12,0.3169027777777778,0.2072708333333333,0.2516319444444444,0.2757013888888889,0.17859027777777778,0.2516319444444444
current20,ospa30_t6,8,3,lower,QTS,37,9,0.3205793650793651,0.12618253968253967,0.19884920634920633,0.2792328042328042,0.22230158730158728,0.19884920634920633
current20,ospa30_t6,8,3,lower,QTB,29,8,0.35550000000000004,0.18934374999999998,0.24844791666666666,0.3,0.22953125,0.24844791666666666
current20,ospa30_t6,8,3,lower,QSB,37,11,0.31803719008264464,0.2059710743801653,0.2485743801652892,0.2683333333333333,0.174931129476584,0.2485743801652892
current20,ospa30_t6,8,3,lower,TSB,54,15,0.3074476190476191,0.19474841269841267,0.24137063492063493,0.2858412698412698,0.2179952380952381,0.24137063492063493
current20,ospa30_t6,8,3,lower,QTSB,53,14,0.32940816326530614,0.20865901360544217,0.2586113945578231,0.2942176870748299,0.2370765306122449,0.2586113945578231
current20,ospa30_t6,8,3,upper,T,53,15,0.5794515873015873,0.520865873015873,0.5740134920634922,0.5519857142857142,0.5374833333333334,0.5740134920634922
current20,ospa30_t6,8,3,upper,S,22,6,0.5560873015873016,0.4059146825396825,0.5315198412698413,0.5113888888888888,0.6141587301587302,0.5315198412698413
current20,ospa30_t6,8,3,upper,B,31,11,0.557530303030303,0.47627272727272724,0.5475606060606061,0.49039393939393944,0.47065151515151515,0.5475606060606061
current20,ospa30_t6,8,3,upper,QT,13,2,0.368125,0.5241666666666667,0.49083333333333334,0.43979166666666664,0.5,0.49083333333333334
current20,ospa30_t6,8,3,upper,QS,6,1,0.6183333333333333,0.5308333333333334,0.5791666666666667,0.5758333333333333,0.5166666666666666,0.5791666666666667
current20,ospa30_t6,8,3,upper,QB,55,15,0.5847960317460318,0.5251436507936508,0.5827746031746032,0.5255309523809524,0.5333428571428572,0.5827746031746032
current20,ospa30_t6,8,3,upper,TS,45,13,0.5905705128205129,0.5004038461538461,0.5744102564102564,0.601948717948718,0.5224871794871795,0.5744102564102564
current20,ospa30_t6,8,3,upper,TB,55,15,0.5847960317460318,0.5251436507936508,0.5827746031746032,0.5727428571428572,0.5333611111111111,0.5827746031746032
current20,ospa30_t6,8,3,upper,SB,38,12,0.5863125,0.5201250000000001,0.5829722222222223,0.5269930555555556,0.5057013888888888,0.5829722222222223
current20,ospa30_t6,8,3,upper,QTS,37,9,0.6559100529100529,0.5362579365079365,0.5916613756613756,0.6026071428571429,0.6309497354497355,0.5916613756613756
current20,ospa30_t6,8,3,upper,QTB,29,8,0.6561145833333333,0.5006562499999999,0.5981875,0.6252187499999999,0.5417604166666667,0.5981875
current20,ospa30_t6,8,3,upper,QSB,37,11,0.6137121212121213,0.5584710743801652,0.5924449035812672,0.5429889807162535,0.5408746556473829,0.5924449035812672
current20,ospa30_t6,8,3,upper,TSB,54,15,0.5847515873015873,0.5176325396825396,0.5778634920634922,0.550313492063492,0.5504666666666667,0.5778634920634922
current20,ospa30_t6,8,3,upper,QTSB,53,14,0.6111624149659863,0.5178205782312925,0.5884251700680272,0.5820552721088434,0.5558843537414966,0.5884251700680272
current20,ospa30_t6,10,5,lower,TS,31,10,0.3601060606060606,0.32146969696969696,0.32182575757575754,0.3454606060606061,0.2908492424242424,0.32182575757575754
current20,ospa30_t6,10,5,lower,QTS,8,2,0.53375,0.323125,0.39687500000000003,0.32625,0.501875,0.39687500000000003
current20,ospa30_t6,10,5,lower,QTSB,1,1,0.0,0.025,0.0,0.0,0.05,0.0
current20,ospa30_t6,10,5,upper,TS,31,10,0.5730219696969697,0.5134272727272727,0.5220325757575758,0.5876992424242424,0.46493560606060613,0.5220325757575758
current20,ospa30_t6,10,5,upper,QTS,8,2,0.631875,0.635625,0.551875,0.4775,0.6387499999999999,0.551875
current20,ospa30_t6,10,5,upper,QTSB,1,1,0.035,0.025,0.045,0.08,0.05,0.045
current20,q95,7,2,lower,T,55,15,0.3722984126984127,0.23560714285714288,0.295802380952381,0.3696507936507937,0.2586103174603175,0.295802380952381
current20,q95,7,2,lower,S,34,12,0.3675952380952381,0.2474950396825397,0.301280753968254,0.2943065476190476,0.3012400793650794,0.301280753968254
current20,q95,7,2,lower,B,31,11,0.3201363636363636,0.16242424242424242,0.22854545454545458,0.24674242424242426,0.1477878787878788,0.22854545454545458
current20,q95,7,2,lower,QT,38,9,0.4098425925925926,0.18262962962962964,0.27567592592592594,0.39129629629629625,0.25039814814814815,0.27567592592592594
current20,q95,7,2,lower,QS,6,1,0.17833333333333334,0.01,0.07166666666666667,0.01916666666666667,0.075,0.07166666666666667
current20,q95,7,2,lower,QB,55,15,0.3722984126984127,0.23560714285714288,0.295802380952381,0.309718253968254,0.23611984126984126,0.295802380952381
current20,q95,7,2,lower,TS,55,15,0.3722984126984127,0.23560714285714288,0.295802380952381,0.3573809523809524,0.2474761904761905,0.295802380952381
current20,q95,7,2,lower,TB,55,15,0.3722984126984127,0.23560714285714288,0.295802380952381,0.36575714285714284,0.24513888888888893,0.295802380952381
current20,q95,7,2,lower,SB,42,13,0.39376923076923076,0.24817307692307694,0.3127756410256411,0.328974358974359,0.24912179487179487,0.3127756410256411
current20,q95,7,2,lower,QTS,49,10,0.38244761904761904,0.17741071428571425,0.26920357142857143,0.3692666666666667,0.23777976190476185,0.26920357142857143
current20,q95,7,2,lower,QTB,54,14,0.398891156462585,0.2524362244897959,0.31693112244897964,0.3214795918367347,0.30947023809523805,0.31693112244897964
current20,q95,7,2,lower,QSB,49,13,0.39378663003663,0.25550824175824177,0.3182142857142857,0.33573260073260075,0.24162545787545786,0.3182142857142857
current20,q95,7,2,lower,TSB,55,15,0.3722984126984127,0.23560714285714288,0.295802380952381,0.3586603174603174,0.24713650793650793,0.295802380952381
current20,q95,7,2,lower,QTSB,55,15,0.3722984126984127,0.23560714285714288,0.295802380952381,0.30182539682539683,0.28443174603174604,0.295802380952381
current20,q95,7,2,upper,T,55,15,0.7903492063492062,0.7584206349206349,0.7951309523809524,0.7825142857142856,0.7718682539682539,0.7951309523809524
current20,q95,7,2,upper,S,34,12,0.7921726190476189,0.7628174603174603,0.8028025793650793,0.7721785714285714,0.8137480158730157,0.8028025793650793
current20,q95,7,2,upper,B,31,11,0.7708333333333333,0.7458333333333332,0.7809848484848486,0.7324848484848484,0.7110606060606061,0.7809848484848486
current20,q95,7,2,upper,QT,38,9,0.7727499999999998,0.7007407407407408,0.7530370370370371,0.8051944444444444,0.7321018518518518,0.7530370370370371
current20,q95,7,2,upper,QS,6,1,0.7966666666666667,0.7374999999999999,0.765,0.7908333333333334,0.7200000000000001,0.765
current20,q95,7,2,upper,QB,55,15,0.7903492063492062,0.7584206349206349,0.7951309523809524,0.7470603174603174,0.7435873015873015,0.7951309523809524
current20,q95,7,2,upper,TS,55,15,0.7903492063492062,0.7584206349206349,0.7951309523809524,0.7740809523809522,0.7654865079365079,0.7951309523809524
current20,q95,7,2,upper,TB,55,15,0.7903492063492062,0.7584206349206349,0.7951309523809524,0.7730079365079364,0.7671007936507935,0.7951309523809524
current20,q95,7,2,upper,SB,42,13,0.7934615384615384,0.7578205128205128,0.7970192307692308,0.7500512820512821,0.738173076923077,0.7970192307692308
current20,q95,7,2,upper,QTS,49,10,0.8160238095238096,0.7623809523809524,0.7979464285714287,0.7896797619047617,0.783872619047619,0.7979464285714287
current20,q95,7,2,upper,QTB,54,14,0.8028741496598639,0.7522363945578231,0.7958545918367347,0.7834430272108843,0.7730731292517005,0.7958545918367347
current20,q95,7,2,upper,QSB,49,13,0.8076144688644687,0.7716391941391941,0.796304945054945,0.7550869963369965,0.7446245421245421,0.796304945054945
current20,q95,7,2,upper,TSB,55,15,0.7903492063492062,0.7584206349206349,0.7951309523809524,0.7512103174603174,0.7677714285714285,0.7951309523809524
current20,q95,7,2,upper,QTSB,55,15,0.7903492063492062,0.7584206349206349,0.7951309523809524,0.7658706349206349,0.7709873015873016,0.7951309523809524
current20,q95,8,3,lower,T,53,15,0.37239761904761903,0.22533650793650795,0.2873825396825397,0.37571428571428567,0.24668809523809526,0.2873825396825397
current20,q95,8,3,lower,S,22,6,0.41073015873015867,0.18118849206349205,0.2769563492063492,0.32131944444444444,0.27254960317460314,0.2769563492063492
current20,q95,8,3,lower,B,31,11,0.3005606060606061,0.14274242424242423,0.2068787878787879,0.22860606060606062,0.1133030303030303,0.2068787878787879
current20,q95,8,3,lower,QT,13,2,0.13354166666666667,0.058541666666666665,0.09270833333333334,0.16666666666666666,0.059166666666666666,0.09270833333333334
current20,q95,8,3,lower,QS,6,1,0.1691666666666667,0.0,0.06,0.0,0.05333333333333334,0.06
current20,q95,8,3,lower,QB,55,15,0.3572642857142857,0.21778095238095238,0.2768103174603175,0.29398571428571435,0.20905317460317457,0.2768103174603175
current20,q95,8,3,lower,TS,45,13,0.36460897435897444,0.20328205128205126,0.2711730769230769,0.3232179487179488,0.21490384615384617,0.2711730769230769
current20,q95,8,3,lower,TB,55,15,0.3572642857142857,0.21778095238095238,0.2768103174603175,0.3530809523809524,0.22376984126984129,0.2768103174603175
current20,q95,8,3,lower,SB,38,12,0.36700694444444454,0.2239375,0.2834236111111111,0.3099027777777778,0.19584027777777777,0.2834236111111111
current20,q95,8,3,lower,QTS,37,9,0.3854867724867725,0.16440343915343913,0.2540820105820106,0.3574603174603175,0.2270238095238095,0.2540820105820106
current20,q95,8,3,lower,QTB,29,8,0.45034375,0.1973125,0.29782291666666666,0.3416666666666667,0.24135416666666668,0.29782291666666666
current20,q95,8,3,lower,QSB,37,11,0.37141184573002756,0.20835399449035813,0.2753581267217631,0.30353994490358127,0.18319559228650137,0.2753581267217631
current20,q95,8,3,lower,TSB,54,15,0.36436428571428575,0.2185698412698413,0.2798992063492064,0.35238095238095235,0.23300079365079363,0.2798992063492064
current20,q95,8,3,lower,QTSB,53,14,0.390390306122449,0.23418197278911568,0.29989200680272116,0.3180272108843537,0.2767797619047619,0.29989200680272116
current20,q95,8,3,upper,T,53,15,0.608084126984127,0.5432111111111111,0.5811539682539683,0.6084341269841271,0.5337309523809524,0.5811539682539683
current20,q95,8,3,upper,S,22,6,0.6017242063492062,0.5256805555555556,0.5941765873015874,0.5627281746031746,0.6411170634920635,0.5941765873015874
current20,q95,8,3,upper,B,31,11,0.5729696969696969,0.5087424242424242,0.5521212121212122,0.49934848484848476,0.47751515151515156,0.5521212121212122
current20,q95,8,3,upper,QT,13,2,0.4052083333333333,0.474375,0.46020833333333333,0.40979166666666667,0.46125,0.46020833333333333
current20,q95,8,3,upper,QS,6,1,0.59,0.4075,0.49499999999999994,0.5375,0.4025,0.49499999999999994
current20,q95,8,3,upper,QB,55,15,0.609384126984127,0.5422444444444444,0.5858095238095238,0.5317603174603174,0.5369595238095238,0.5858095238095238
current20,q95,8,3,upper,TS,45,13,0.6291794871794872,0.5227179487179486,0.5816666666666668,0.5897756410256411,0.5190448717948718,0.5816666666666668
current20,q95,8,3,upper,TB,55,15,0.609384126984127,0.5422444444444444,0.5858095238095238,0.594773015873016,0.5233714285714286,0.5858095238095238
