cohort,panel,model,config,horizon,k,comparison,bound,images,buildings,G1,ALL,G2,MIX
current20,common,SB,q95,13,2,MIX|ALL,upper,33,10,,0.42068560606060607,,0.4141628787878788
current20,common,SB,q95,13,3,G1|ALL,lower,9,2,0.35750000000000004,0.395625,,
current20,common,SB,q95,13,3,G1|ALL,upper,9,2,0.359375,0.440875,,
current20,common,SB,q95,13,3,G2|ALL,lower,3,1,,0.085,0.13333333333333333,
current20,common,SB,q95,13,3,G2|ALL,upper,3,1,,0.085,0.13333333333333333,
current20,common,SB,q95,13,3,MIX|ALL,lower,33,10,,0.3976363636363636,,0.3940189393939394
current20,common,SB,q95,13,3,MIX|ALL,upper,33,10,,0.4221969696969697,,0.41601136363636365
current20,common,SB,q95,13,4,G1|ALL,lower,9,2,0.35750000000000004,0.395625,,
current20,common,SB,q95,13,4,G1|ALL,upper,9,2,0.363,0.449375,,
current20,common,SB,q95,13,4,G2|ALL,lower,3,1,,0.085,0.13333333333333333,
current20,common,SB,q95,13,4,G2|ALL,upper,3,1,,0.085,0.13333333333333333,
current20,common,SB,q95,13,4,MIX|ALL,lower,33,10,,0.3976363636363636,,0.3940189393939394
current20,common,SB,q95,13,4,MIX|ALL,upper,33,10,,0.4268068181818182,,0.42073484848484843
current20,common,SB,q95,13,5,G1|ALL,lower,9,2,0.35750000000000004,0.395625,,
current20,common,SB,q95,13,5,G1|ALL,upper,9,2,0.36787499999999995,0.46199999999999997,,
current20,common,SB,q95,13,5,G2|ALL,lower,3,1,,0.085,0.13333333333333333,
current20,common,SB,q95,13,5,G2|ALL,upper,3,1,,0.085,0.13333333333333333,
current20,common,SB,q95,13,5,MIX|ALL,lower,33,10,,0.39768181818181814,,0.3940189393939394
current20,common,SB,q95,13,5,MIX|ALL,upper,33,10,,0.4339242424242424,,0.43122727272727274
current20,common,SB,q95,13,6,G1|ALL,lower,9,2,0.41775,0.433125,,
current20,common,SB,q95,13,6,G1|ALL,upper,9,2,0.43425,0.5291250000000001,,
current20,common,SB,q95,13,6,G2|ALL,lower,3,1,,0.21,0.305,
current20,common,SB,q95,13,6,G2|ALL,upper,3,1,,0.21,0.305,
current20,common,SB,q95,13,6,MIX|ALL,lower,33,10,,0.46579545454545457,,0.46264772727272724
current20,common,SB,q95,13,6,MIX|ALL,upper,33,10,,0.5123598484848486,,0.5087689393939394
current20,common,SB,q95,13,7,G1|ALL,lower,9,2,0.450125,0.4425,,
current20,common,SB,q95,13,7,G1|ALL,upper,9,2,0.470375,0.561875,,
current20,common,SB,q95,13,7,G2|ALL,lower,3,1,,0.23333333333333336,0.32,
current20,common,SB,q95,13,7,G2|ALL,upper,3,1,,0.23333333333333336,0.32,
current20,common,SB,q95,13,7,MIX|ALL,lower,33,10,,0.47998484848484846,,0.4793560606060606
current20,common,SB,q95,13,7,MIX|ALL,upper,33,10,,0.5366628787878788,,0.5376060606060605
current20,common,SB,q95,13,8,G1|ALL,lower,9,2,0.503,0.46624999999999994,,
current20,common,SB,q95,13,8,G1|ALL,upper,9,2,0.523125,0.62025,,
current20,common,SB,q95,13,8,G2|ALL,lower,3,1,,0.3433333333333333,0.4683333333333333,
current20,common,SB,q95,13,8,G2|ALL,upper,3,1,,0.3433333333333333,0.4683333333333333,
current20,common,SB,q95,13,8,MIX|ALL,lower,33,10,,0.5672992424242423,,0.5737613636363637
current20,common,SB,q95,13,8,MIX|ALL,upper,33,10,,0.6361401515151515,,0.6454545454545455
current20,common,T,ospa30_t6,7,2,G1|ALL,lower,41,12,0.3773585858585859,0.3718017676767677,,
current20,common,T,ospa30_t6,7,2,G1|ALL,upper,41,12,0.7508118686868687,0.7787777777777777,,
current20,common,T,ospa30_t6,7,2,G2|ALL,lower,41,12,,0.3718017676767677,0.35948232323232326,
current20,common,T,ospa30_t6,7,2,G2|ALL,upper,41,12,,0.7787777777777777,0.7671792929292929,
current20,common,T,ospa30_t6,7,2,MIX|ALL,lower,41,12,,0.3718017676767677,,0.3680599747474748
current20,common,T,ospa30_t6,7,2,MIX|ALL,upper,41,12,,0.7787777777777777,,0.782445707070707
current20,common,T,ospa30_t6,7,2,G1|G2|MIX|ALL,lower,41,12,0.3773585858585859,0.3718017676767677,0.35948232323232326,0.3680599747474748
current20,common,T,ospa30_t6,7,2,G1|G2|MIX|ALL,upper,41,12,0.7508118686868687,0.7787777777777777,0.7671792929292929,0.782445707070707
current20,common,T,ospa30_t6,8,2,G1|ALL,lower,39,12,0.3741161616161616,0.3654709595959597,,
current20,common,T,ospa30_t6,8,2,G1|ALL,upper,39,12,0.5366887626262627,0.5637815656565657,,
current20,common,T,ospa30_t6,8,2,G2|ALL,lower,41,12,,0.34935290404040403,0.3360606060606061,
current20,common,T,ospa30_t6,8,2,G2|ALL,upper,41,12,,0.5744968434343435,0.5471830808080808,
current20,common,T,ospa30_t6,8,2,MIX|ALL,lower,41,12,,0.34935290404040403,,0.3491919191919192
current20,common,T,ospa30_t6,8,2,MIX|ALL,upper,41,12,,0.5744968434343435,,0.5757720959595959
current20,common,T,ospa30_t6,8,2,G1|G2|MIX|ALL,lower,39,12,0.3741161616161616,0.3654709595959597,0.35290782828282835,0.36453914141414145
current20,common,T,ospa30_t6,8,2,G1|G2|MIX|ALL,upper,39,12,0.5366887626262627,0.5637815656565657,0.5408080808080808,0.5637165404040404
current20,common,T,ospa30_t6,8,3,G1|ALL,lower,39,12,0.3741161616161616,0.3654709595959597,,
current20,common,T,ospa30_t6,8,3,G1|ALL,upper,39,12,0.5502645202020203,0.5804558080808081,,
current20,common,T,ospa30_t6,8,3,G2|ALL,lower,41,12,,0.34935290404040403,0.3360606060606061,
current20,common,T,ospa30_t6,8,3,G2|ALL,upper,41,12,,0.5910391414141415,0.5565328282828282,
current20,common,T,ospa30_t6,8,3,MIX|ALL,lower,41,12,,0.34935290404040403,,0.3491919191919192
current20,common,T,ospa30_t6,8,3,MIX|ALL,upper,41,12,,0.5910391414141415,,0.591126893939394
current20,common,T,ospa30_t6,8,3,G1|G2|MIX|ALL,lower,39,12,0.3741161616161616,0.3654709595959597,0.35290782828282835,0.36453914141414145
current20,common,T,ospa30_t6,8,3,G1|G2|MIX|ALL,upper,39,12,0.5502645202020203,0.5804558080808081,0.5501925505050506,0.5792588383838384
current20,common,T,ospa30_t6,10,2,G2|ALL,lower,41,12,,0.33440025252525246,0.32104166666666667,
current20,common,T,ospa30_t6,10,2,G2|ALL,upper,41,12,,0.42322853535353544,0.39752146464646465,
current20,common,T,ospa30_t6,10,2,MIX|ALL,lower,41,12,,0.33440025252525246,,0.3345808080808081
current20,common,T,ospa30_t6,10,2,MIX|ALL,upper,41,12,,0.42322853535353544,,0.42640593434343427
current20,common,T,ospa30_t6,10,3,G2|ALL,lower,41,12,,0.33440025252525246,0.32104166666666667,
current20,common,T,ospa30_t6,10,3,G2|ALL,upper,41,12,,0.43068497474747486,0.4029097222222222,
current20,common,T,ospa30_t6,10,3,MIX|ALL,lower,41,12,,0.33440025252525246,,0.3345808080808081
current20,common,T,ospa30_t6,10,3,MIX|ALL,upper,41,12,,0.43068497474747486,,0.4338465909090909
current20,common,T,ospa30_t6,10,4,G2|ALL,lower,41,12,,0.33440025252525246,0.3211805555555556,
current20,common,T,ospa30_t6,10,4,G2|ALL,upper,41,12,,0.44719760101010103,0.4130075757575758,
current20,common,T,ospa30_t6,10,4,MIX|ALL,lower,41,12,,0.33440025252525246,,0.33490277777777777
current20,common,T,ospa30_t6,10,4,MIX|ALL,upper,41,12,,0.44719760101010103,,0.4511584595959596
current20,common,T,ospa30_t6,10,5,G2|ALL,lower,41,12,,0.40272285353535353,0.380268308080808,
current20,common,T,ospa30_t6,10,5,G2|ALL,upper,41,12,,0.5397904040404041,0.4930833333333333,
current20,common,T,ospa30_t6,10,5,MIX|ALL,lower,41,12,,0.40272285353535353,,0.40783585858585863
current20,common,T,ospa30_t6,10,5,MIX|ALL,upper,41,12,,0.5397904040404041,,0.5505448232323232
current20,common,T,ospa30_t6,13,2,MIX|ALL,lower,41,12,,0.3256818181818182,,0.32619381313131307
current20,common,T,ospa30_t6,13,2,MIX|ALL,upper,41,12,,0.3655195707070707,,0.3678156565656565
current20,common,T,ospa30_t6,13,3,MIX|ALL,lower,41,12,,0.3256818181818182,,0.32619381313131307
current20,common,T,ospa30_t6,13,3,MIX|ALL,upper,41,12,,0.36886300505050507,,0.37278851010101005
current20,common,T,ospa30_t6,13,4,MIX|ALL,lower,41,12,,0.3256818181818182,,0.32619381313131307
current20,common,T,ospa30_t6,13,4,MIX|ALL,upper,41,12,,0.37923611111111105,,0.3810795454545455
current20,common,T,ospa30_t6,13,5,MIX|ALL,lower,41,12,,0.3258901515151515,,0.32640214646464644
current20,common,T,ospa30_t6,13,5,MIX|ALL,upper,41,12,,0.39559217171717176,,0.40214393939393944
current20,common,T,ospa30_t6,13,6,MIX|ALL,lower,41,12,,0.384927398989899,,0.3864905303030302
current20,common,T,ospa30_t6,13,6,MIX|ALL,upper,41,12,,0.4758112373737373,,0.4817878787878788
current20,common,T,ospa30_t6,13,7,MIX|ALL,lower,41,12,,0.3972834595959596,,0.4015284090909092
current20,common,T,ospa30_t6,13,7,MIX|ALL,upper,41,12,,0.5079766414141413,,0.5214564393939394
current20,common,T,ospa30_t6,13,8,MIX|ALL,lower,41,12,,0.4606912878787879,,0.4630965909090909
current20,common,T,ospa30_t6,13,8,MIX|ALL,upper,41,12,,0.5979905303030304,,0.6140625
current20,common,T,q95,7,2,G1|ALL,lower,41,12,0.47460858585858584,0.41689204545454545,,
current20,common,T,q95,7,2,G1|ALL,upper,41,12,0.7822203282828285,0.7781382575757577,,
current20,common,T,q95,7,2,G2|ALL,lower,41,12,,0.41689204545454545,0.3834880050505051,
current20,common,T,q95,7,2,G2|ALL,upper,41,12,,0.7781382575757577,0.7508011363636364,
current20,common,T,q95,7,2,MIX|ALL,lower,41,12,,0.41689204545454545,,0.42052083333333345
current20,common,T,q95,7,2,MIX|ALL,upper,41,12,,0.7781382575757577,,0.7857840909090908
current20,common,T,q95,7,2,G1|G2|MIX|ALL,lower,41,12,0.47460858585858584,0.41689204545454545,0.3834880050505051,0.42052083333333345
current20,common,T,q95,7,2,G1|G2|MIX|ALL,upper,41,12,0.7822203282828285,0.7781382575757577,0.7508011363636364,0.7857840909090908
current20,common,T,q95,8,2,G1|ALL,lower,39,12,0.4886363636363636,0.4164431818181819,,
current20,common,T,q95,8,2,G1|ALL,upper,39,12,0.6269532828282829,0.5734747474747476,,
current20,common,T,q95,8,2,G2|ALL,lower,41,12,,0.397165404040404,0.36055871212121215,
current20,common,T,q95,8,2,G2|ALL,upper,41,12,,0.5770719696969697,0.5282032828282829,
current20,common,T,q95,8,2,MIX|ALL,lower,41,12,,0.397165404040404,,0.40310606060606063
current20,common,T,q95,8,2,MIX|ALL,upper,41,12,,0.5770719696969697,,0.5848491161616162
current20,common,T,q95,8,2,G1|G2|MIX|ALL,lower,39,12,0.4886363636363636,0.4164431818181819,0.3785517676767676,0.4222032828282829
current20,common,T,q95,8,2,G1|G2|MIX|ALL,upper,39,12,0.6269532828282829,0.5734747474747476,0.5259324494949494,0.5809949494949495
current20,common,T,q95,8,3,G1|ALL,lower,39,12,0.4886363636363636,0.4164431818181819,,
current20,common,T,q95,8,3,G1|ALL,upper,39,12,0.6398907828282828,0.5850713383838384,,
current20,common,T,q95,8,3,G2|ALL,lower,41,12,,0.397165404040404,0.36055871212121215,
current20,common,T,q95,8,3,G2|ALL,upper,41,12,,0.5889116161616162,0.534040404040404,
current20,common,T,q95,8,3,MIX|ALL,lower,41,12,,0.397165404040404,,0.40310606060606063
current20,common,T,q95,8,3,MIX|ALL,upper,41,12,,0.5889116161616162,,0.5963282828282829
current20,common,T,q95,8,3,G1|G2|MIX|ALL,lower,39,12,0.4886363636363636,0.4164431818181819,0.3785517676767676,0.4222032828282829
current20,common,T,q95,8,3,G1|G2|MIX|ALL,upper,39,12,0.6398907828282828,0.5850713383838384,0.5312487373737372,0.5924741161616162
current20,common,T,q95,10,2,G2|ALL,lower,41,12,,0.3807891414141414,0.3416193181818182,
current20,common,T,q95,10,2,G2|ALL,upper,41,12,,0.4316186868686868,0.3809633838383839,
current20,common,T,q95,10,2,MIX|ALL,lower,41,12,,0.3807891414141414,,0.3905555555555556
current20,common,T,q95,10,2,MIX|ALL,upper,41,12,,0.4316186868686868,,0.4445909090909091
current20,common,T,q95,10,3,G2|ALL,lower,41,12,,0.3807891414141414,0.3416193181818182,
current20,common,T,q95,10,3,G2|ALL,upper,41,12,,0.43535669191919196,0.3839848484848485,
current20,common,T,q95,10,3,MIX|ALL,lower,41,12,,0.3807891414141414,,0.3905555555555556
current20,common,T,q95,10,3,MIX|ALL,upper,41,12,,0.43535669191919196,,0.4476837121212121
current20,common,T,q95,10,4,G2|ALL,lower,41,12,,0.3807891414141414,0.3417582070707071,
current20,common,T,q95,10,4,G2|ALL,upper,41,12,,0.4428737373737373,0.39086174242424243,
current20,common,T,q95,10,4,MIX|ALL,lower,41,12,,0.3807891414141414,,0.3910669191919192
current20,common,T,q95,10,4,MIX|ALL,upper,41,12,,0.4428737373737373,,0.4572645202020201
current20,common,T,q95,10,5,G2|ALL,lower,41,12,,0.45543055555555556,0.42377525252525267,
current20,common,T,q95,10,5,G2|ALL,upper,41,12,,0.5309886363636364,0.48198863636363637,
current20,common,T,q95,10,5,MIX|ALL,lower,41,12,,0.45543055555555556,,0.4669078282828283
current20,common,T,q95,10,5,MIX|ALL,upper,41,12,,0.5309886363636364,,0.5510568181818182
current20,common,T,q95,13,2,MIX|ALL,lower,41,12,,0.371780303030303,,0.3813131313131313
current20,common,T,q95,13,2,MIX|ALL,upper,41,12,,0.3961546717171717,,0.40454229797979796
current20,common,T,q95,13,3,MIX|ALL,lower,41,12,,0.371780303030303,,0.3813131313131313
current20,common,T,q95,13,3,MIX|ALL,upper,41,12,,0.3974974747474747,,0.406197601010101
current20,common,T,q95,13,4,MIX|ALL,lower,41,12,,0.371780303030303,,0.3813131313131313
current20,common,T,q95,13,4,MIX|ALL,upper,41,12,,0.4019223484848485,,0.41315340909090903
current20,common,T,q95,13,5,MIX|ALL,lower,41,12,,0.3718181818181818,,0.3813131313131313
current20,common,T,q95,13,5,MIX|ALL,upper,41,12,,0.40860353535353533,,0.42192171717171717
current20,common,T,q95,13,6,MIX|ALL,lower,41,12,,0.4389962121212121,,0.44668560606060614
current20,common,T,q95,13,6,MIX|ALL,upper,41,12,,0.48588320707070715,,0.4959103535353535
current20,common,T,q95,13,7,MIX|ALL,lower,41,12,,0.45276515151515156,,0.4638585858585859
current20,common,T,q95,13,7,MIX|ALL,upper,41,12,,0.5095801767676768,,0.5232348484848485
current20,common,T,q95,13,8,MIX|ALL,lower,41,12,,0.5351104797979798,,0.5378036616161618
current20,common,T,q95,13,8,MIX|ALL,upper,41,12,,0.603977904040404,,0.6104652777777778
current20,common,TB,ospa30_t6,7,2,G1|ALL,lower,41,12,0.3989867424242424,0.3718017676767677,,
current20,common,TB,ospa30_t6,7,2,G1|ALL,upper,41,12,0.7656748737373738,0.7787777777777777,,
current20,common,TB,ospa30_t6,7,2,G2|ALL,lower,41,12,,0.3718017676767677,0.349207702020202,
current20,common,TB,ospa30_t6,7,2,G2|ALL,upper,41,12,,0.7787777777777777,0.7668282828282829,
current20,common,TB,ospa30_t6,7,2,MIX|ALL,lower,41,12,,0.3718017676767677,,0.36904797979797976
current20,common,TB,ospa30_t6,7,2,MIX|ALL,upper,41,12,,0.7787777777777777,,0.786167297979798
current20,common,TB,ospa30_t6,7,2,G1|G2|MIX|ALL,lower,41,12,0.3989867424242424,0.3718017676767677,0.349207702020202,0.36904797979797976
current20,common,TB,ospa30_t6,7,2,G1|G2|MIX|ALL,upper,41,12,0.7656748737373738,0.7787777777777777,0.7668282828282829,0.786167297979798
current20,common,TB,ospa30_t6,8,2,G1|ALL,lower,41,12,0.37504103535353533,0.34935290404040403,,
current20,common,TB,ospa30_t6,8,2,G1|ALL,upper,41,12,0.5679135101010102,0.5744968434343435,,
current20,common,TB,ospa30_t6,8,2,G2|ALL,lower,41,12,,0.34935290404040403,0.3263794191919192,
current20,common,TB,ospa30_t6,8,2,G2|ALL,upper,41,12,,0.5744968434343435,0.5449343434343433,
current20,common,TB,ospa30_t6,8,2,MIX|ALL,lower,41,12,,0.34935290404040403,,0.35099558080808085
current20,common,TB,ospa30_t6,8,2,MIX|ALL,upper,41,12,,0.5744968434343435,,0.5788219696969696
current20,common,TB,ospa30_t6,8,2,G1|G2|MIX|ALL,lower,41,12,0.37504103535353533,0.34935290404040403,0.3263794191919192,0.35099558080808085
current20,common,TB,ospa30_t6,8,2,G1|G2|MIX|ALL,upper,41,12,0.5679135101010102,0.5744968434343435,0.5449343434343433,0.5788219696969696
current20,common,TB,ospa30_t6,8,3,G1|ALL,lower,41,12,0.37504103535353533,0.34935290404040403,,
current20,common,TB,ospa30_t6,8,3,G1|ALL,upper,41,12,0.5826521464646465,0.5910391414141415,,
current20,common,TB,ospa30_t6,8,3,G2|ALL,lower,41,12,,0.34935290404040403,0.3263794191919192,
current20,common,TB,ospa30_t6,8,3,G2|ALL,upper,41,12,,0.5910391414141415,0.5522954545454545,
current20,common,TB,ospa30_t6,8,3,MIX|ALL,lower,41,12,,0.34935290404040403,,0.35099558080808085
current20,common,TB,ospa30_t6,8,3,MIX|ALL,upper,41,12,,0.5910391414141415,,0.5939621212121212
current20,common,TB,ospa30_t6,8,3,G1|G2|MIX|ALL,lower,41,12,0.37504103535353533,0.34935290404040403,0.3263794191919192,0.35099558080808085
current20,common,TB,ospa30_t6,8,3,G1|G2|MIX|ALL,upper,41,12,0.5826521464646465,0.5910391414141415,0.5522954545454545,0.5939621212121212
current20,common,TB,ospa30_t6,10,2,G2|ALL,lower,41,12,,0.33440025252525246,0.3144791666666667,
current20,common,TB,ospa30_t6,10,2,G2|ALL,upper,41,12,,0.42322853535353544,0.3923156565656565,
current20,common,TB,ospa30_t6,10,2,MIX|ALL,lower,41,12,,0.33440025252525246,,0.33712815656565653
current20,common,TB,ospa30_t6,10,2,MIX|ALL,upper,41,12,,0.42322853535353544,,0.42832449494949504
current20,common,TB,ospa30_t6,10,3,G2|ALL,lower,41,12,,0.33440025252525246,0.3144791666666667,
current20,common,TB,ospa30_t6,10,3,G2|ALL,upper,41,12,,0.43068497474747486,0.39819949494949486,
current20,common,TB,ospa30_t6,10,3,MIX|ALL,lower,41,12,,0.33440025252525246,,0.33712815656565653
current20,common,TB,ospa30_t6,10,3,MIX|ALL,upper,41,12,,0.43068497474747486,,0.4353358585858586
current20,common,TB,ospa30_t6,10,4,G2|ALL,lower,41,12,,0.33440025252525246,0.31461805555555555,
current20,common,TB,ospa30_t6,10,4,G2|ALL,upper,41,12,,0.44719760101010103,0.4105795454545454,
current20,common,TB,ospa30_t6,10,4,MIX|ALL,lower,41,12,,0.33440025252525246,,0.33737436868686865
current20,common,TB,ospa30_t6,10,4,MIX|ALL,upper,41,12,,0.44719760101010103,,0.4532506313131314
current20,common,TB,ospa30_t6,10,5,G2|ALL,lower,41,12,,0.40272285353535353,0.36703598484848493,
current20,common,TB,ospa30_t6,10,5,G2|ALL,upper,41,12,,0.5397904040404041,0.4886477272727274,
current20,common,TB,ospa30_t6,10,5,MIX|ALL,lower,41,12,,0.40272285353535353,,0.40944696969696975
current20,common,TB,ospa30_t6,10,5,MIX|ALL,upper,41,12,,0.5397904040404041,,0.5506748737373737
current20,common,TB,ospa30_t6,13,2,MIX|ALL,lower,41,12,,0.3256818181818182,,0.32678724747474747
current20,common,TB,ospa30_t6,13,2,MIX|ALL,upper,41,12,,0.3655195707070707,,0.36759911616161617
current20,common,TB,ospa30_t6,13,3,MIX|ALL,lower,41,12,,0.3256818181818182,,0.32678724747474747
current20,common,TB,ospa30_t6,13,3,MIX|ALL,upper,41,12,,0.36886300505050507,,0.3719659090909091
current20,common,TB,ospa30_t6,13,4,MIX|ALL,lower,41,12,,0.3256818181818182,,0.32678724747474747
current20,common,TB,ospa30_t6,13,4,MIX|ALL,upper,41,12,,0.37923611111111105,,0.38040151515151505
current20,common,TB,ospa30_t6,13,5,MIX|ALL,lower,41,12,,0.3258901515151515,,0.32678724747474747
current20,common,TB,ospa30_t6,13,5,MIX|ALL,upper,41,12,,0.39559217171717176,,0.3993806818181819
current20,common,TB,ospa30_t6,13,6,MIX|ALL,lower,41,12,,0.384927398989899,,0.38580997474747464
current20,common,TB,ospa30_t6,13,6,MIX|ALL,upper,41,12,,0.4758112373737373,,0.47885416666666664
current20,common,TB,ospa30_t6,13,7,MIX|ALL,lower,41,12,,0.3972834595959596,,0.40006628787878795
current20,common,TB,ospa30_t6,13,7,MIX|ALL,upper,41,12,,0.5079766414141413,,0.5167638888888889
current20,common,TB,ospa30_t6,13,8,MIX|ALL,lower,41,12,,0.4606912878787879,,0.4607001262626263
current20,common,TB,ospa30_t6,13,8,MIX|ALL,upper,41,12,,0.5979905303030304,,0.6069015151515151
current20,common,TB,q95,7,2,G1|ALL,lower,41,12,0.4867613636363637,0.41689204545454545,,
current20,common,TB,q95,7,2,G1|ALL,upper,41,12,0.7846205808080806,0.7781382575757577,,
current20,common,TB,q95,7,2,G2|ALL,lower,41,12,,0.41689204545454545,0.3680050505050505,
current20,common,TB,q95,7,2,G2|ALL,upper,41,12,,0.7781382575757577,0.7476325757575757,
current20,common,TB,q95,7,2,MIX|ALL,lower,41,12,,0.41689204545454545,,0.417231691919192
current20,common,TB,q95,7,2,MIX|ALL,upper,41,12,,0.7781382575757577,,0.7895170454545456
current20,common,TB,q95,7,2,G1|G2|MIX|ALL,lower,41,12,0.4867613636363637,0.41689204545454545,0.3680050505050505,0.417231691919192
current20,common,TB,q95,7,2,G1|G2|MIX|ALL,upper,41,12,0.7846205808080806,0.7781382575757577,0.7476325757575757,0.7895170454545456
current20,common,TB,q95,8,2,G1|ALL,lower,41,12,0.4737058080808081,0.397165404040404,,
current20,common,TB,q95,8,2,G1|ALL,upper,41,12,0.6262910353535353,0.5770719696969697,,
current20,common,TB,q95,8,2,G2|ALL,lower,41,12,,0.397165404040404,0.3456691919191919,
current20,common,TB,q95,8,2,G2|ALL,upper,41,12,,0.5770719696969697,0.5203642676767677,
current20,common,TB,q95,8,2,MIX|ALL,lower,41,12,,0.397165404040404,,0.4012563131313132
current20,common,TB,q95,8,2,MIX|ALL,upper,41,12,,0.5770719696969697,,0.5834368686868686
current20,common,TB,q95,8,2,G1|G2|MIX|ALL,lower,41,12,0.4737058080808081,0.397165404040404,0.3456691919191919,0.4012563131313132
current20,common,TB,q95,8,2,G1|G2|MIX|ALL,upper,41,12,0.6262910353535353,0.5770719696969697,0.5203642676767677,0.5834368686868686
current20,common,TB,q95,8,3,G1|ALL,lower,41,12,0.4737058080808081,0.397165404040404,,
current20,common,TB,q95,8,3,G1|ALL,upper,41,12,0.6397550505050504,0.5889116161616162,,
current20,common,TB,q95,8,3,G2|ALL,lower,41,12,,0.397165404040404,0.3456691919191919,
current20,common,TB,q95,8,3,G2|ALL,upper,41,12,,0.5889116161616162,0.5264431818181818,
current20,common,TB,q95,8,3,MIX|ALL,lower,41,12,,0.397165404040404,,0.4012563131313132
current20,common,TB,q95,8,3,MIX|ALL,upper,41,12,,0.5889116161616162,,0.5939955808080807
current20,common,TB,q95,8,3,G1|G2|MIX|ALL,lower,41,12,0.4737058080808081,0.397165404040404,0.3456691919191919,0.4012563131313132
current20,common,TB,q95,8,3,G1|G2|MIX|ALL,upper,41,12,0.6397550505050504,0.5889116161616162,0.5264431818181818,0.5939955808080807
current20,common,TB,q95,10,2,G2|ALL,lower,41,12,,0.3807891414141414,0.32987689393939396,
current20,common,TB,q95,10,2,G2|ALL,upper,41,12,,0.4316186868686868,0.3729242424242423,
current20,common,TB,q95,10,2,MIX|ALL,lower,41,12,,0.3807891414141414,,0.3876862373737375
current20,common,TB,q95,10,2,MIX|ALL,upper,41,12,,0.4316186868686868,,0.43980113636363644
current20,common,TB,q95,10,3,G2|ALL,lower,41,12,,0.3807891414141414,0.32987689393939396,
current20,common,TB,q95,10,3,G2|ALL,upper,41,12,,0.43535669191919196,0.3760044191919192,
current20,common,TB,q95,10,3,MIX|ALL,lower,41,12,,0.3807891414141414,,0.3876862373737375
current20,common,TB,q95,10,3,MIX|ALL,upper,41,12,,0.43535669191919196,,0.4431193181818182
current20,common,TB,q95,10,4,G2|ALL,lower,41,12,,0.3807891414141414,0.33001578282828276,
current20,common,TB,q95,10,4,G2|ALL,upper,41,12,,0.4428737373737373,0.38233333333333336,
current20,common,TB,q95,10,4,MIX|ALL,lower,41,12,,0.3807891414141414,,0.38800820707070716
current20,common,TB,q95,10,4,MIX|ALL,upper,41,12,,0.4428737373737373,,0.45151452020202026
current20,common,TB,q95,10,5,G2|ALL,lower,41,12,,0.45543055555555556,0.4073390151515152,
current20,common,TB,q95,10,5,G2|ALL,upper,41,12,,0.5309886363636364,0.4700113636363637,
current20,common,TB,q95,10,5,MIX|ALL,lower,41,12,,0.45543055555555556,,0.46448358585858585
current20,common,TB,q95,10,5,MIX|ALL,upper,41,12,,0.5309886363636364,,0.5433232323232323
current20,common,TB,q95,13,2,MIX|ALL,lower,41,12,,0.371780303030303,,0.37753156565656565
current20,common,TB,q95,13,2,MIX|ALL,upper,41,12,,0.3961546717171717,,0.4000858585858586
current20,common,TB,q95,13,3,MIX|ALL,lower,41,12,,0.371780303030303,,0.37753156565656565
current20,common,TB,q95,13,3,MIX|ALL,upper,41,12,,0.3974974747474747,,0.4020707070707071
current20,common,TB,q95,13,4,MIX|ALL,lower,41,12,,0.371780303030303,,0.37753156565656565
current20,common,TB,q95,13,4,MIX|ALL,upper,41,12,,0.4019223484848485,,0.40755871212121214
current20,common,TB,q95,13,5,MIX|ALL,lower,41,12,,0.3718181818181818,,0.37753156565656565
current20,common,TB,q95,13,5,MIX|ALL,upper,41,12,,0.40860353535353533,,0.41576767676767673
current20,common,TB,q95,13,6,MIX|ALL,lower,41,12,,0.4389962121212121,,0.4424242424242424
current20,common,TB,q95,13,6,MIX|ALL,upper,41,12,,0.48588320707070715,,0.4886666666666666
current20,common,TB,q95,13,7,MIX|ALL,lower,41,12,,0.45276515151515156,,0.4589646464646466
current20,common,TB,q95,13,7,MIX|ALL,upper,41,12,,0.5095801767676768,,0.5169690656565655
current20,common,TB,q95,13,8,MIX|ALL,lower,41,12,,0.5351104797979798,,0.5333339646464647
current20,common,TB,q95,13,8,MIX|ALL,upper,41,12,,0.603977904040404,,0.603802398989899
current20,common,TS,ospa30_t6,7,2,G1|ALL,lower,41,12,0.36358270202020204,0.3718017676767677,,
current20,common,TS,ospa30_t6,7,2,G1|ALL,upper,41,12,0.7709450757575756,0.7787777777777777,,
current20,common,TS,ospa30_t6,7,2,G2|ALL,lower,41,12,,0.3718017676767677,0.3658207070707071,
current20,common,TS,ospa30_t6,7,2,G2|ALL,upper,41,12,,0.7787777777777777,0.7642411616161615,
current20,common,TS,ospa30_t6,7,2,MIX|ALL,lower,41,12,,0.3718017676767677,,0.3670574494949495
current20,common,TS,ospa30_t6,7,2,MIX|ALL,upper,41,12,,0.7787777777777777,,0.7777114898989899
current20,common,TS,ospa30_t6,7,2,G1|G2|MIX|ALL,lower,41,12,0.36358270202020204,0.3718017676767677,0.3658207070707071,0.3670574494949495
current20,common,TS,ospa30_t6,7,2,G1|G2|MIX|ALL,upper,41,12,0.7709450757575756,0.7787777777777777,0.7642411616161615,0.7777114898989899
current20,common,TS,ospa30_t6,8,2,G1|ALL,lower,35,10,0.2987916666666667,0.28722348484848487,,
current20,common,TS,ospa30_t6,8,2,G1|ALL,upper,35,10,0.5535530303030302,0.5204962121212122,,
