image_id,building_id,cohort,panel,model,arm,horizon,reference_allowed,medoid_reference_error
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QS,ALL,7,True,1.008697477134712
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QS,ALL,8,True,0.9942395582755055
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QS,ALL,10,True,0.9988652452609572
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QS,ALL,13,True,1.0127486105271577
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QS,ALL,24,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QSB,ALL,7,True,1.008697477134712
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QSB,ALL,8,True,0.9942395582755055
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QSB,ALL,10,True,0.9988652452609572
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QSB,ALL,13,True,1.0127486105271577
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QSB,ALL,24,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QT,ALL,7,True,1.008697477134712
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QT,ALL,8,True,0.9942395582755055
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QT,ALL,10,True,0.9988652452609572
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QT,ALL,13,True,1.0127486105271577
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QT,ALL,24,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QTB,ALL,7,True,1.008697477134712
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QTB,ALL,8,True,0.9942395582755055
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QTB,ALL,10,True,0.9988652452609572
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QTB,ALL,13,True,1.0127486105271577
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QTB,ALL,24,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QTS,ALL,7,True,1.008697477134712
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QTS,ALL,8,True,0.9942395582755055
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QTS,ALL,10,True,0.9988652452609572
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QTS,ALL,13,True,1.0127486105271577
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QTS,ALL,24,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QTSB,ALL,7,True,1.008697477134712
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QTSB,ALL,8,True,0.9942395582755055
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QTSB,ALL,10,True,0.9988652452609572
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QTSB,ALL,13,True,1.0127486105271577
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,QTSB,ALL,24,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,Q_median2,ALL,7,True,1.008697477134712
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,Q_median2,ALL,8,True,0.9942395582755055
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,Q_median2,ALL,10,True,0.9988652452609572
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,Q_median2,ALL,13,True,1.0127486105271577
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,Q_median2,ALL,24,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,Q_median2,G1,7,True,1.007304866332497
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,Q_median2,G1,8,True,1.0019643561097191
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,Q_median2,G1,10,True,1.0331333972698562
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,Q_median2,G1,12,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,Q_median2,G2,7,True,1.0288767999142194
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,Q_median2,G2,8,True,1.013605425328614
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,Q_median2,G2,10,True,1.0250917255544207
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,Q_median2,G2,12,True,1.0423902230425117
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,Q_median2,MIX,7,True,1.004237436148759
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,Q_median2,MIX,8,True,0.9964629530152377
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,Q_median2,MIX,10,True,1.0033254105910179
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,Q_median2,MIX,13,True,1.0175285425383243
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,Q_median2,MIX,24,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,S,ALL,7,True,1.008697477134712
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,S,ALL,8,True,0.9942395582755055
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,S,ALL,10,True,0.9988652452609572
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,S,ALL,13,True,1.0127486105271577
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,S,ALL,24,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,S,G1,7,True,0.9941701964869659
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,S,G1,8,True,0.9791232338480264
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,S,G1,10,True,0.984398654538554
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,S,G1,13,True,1.012136558322628
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,S,G1,22,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,SB,ALL,7,True,1.008697477134712
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,SB,ALL,8,True,0.9942395582755055
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,SB,ALL,10,True,0.9988652452609572
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,SB,ALL,13,True,1.0127486105271577
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,SB,ALL,24,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,SB,G2,7,True,0.9996717321709441
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,SB,G2,8,True,1.0024077015569934
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,SB,G2,10,True,1.0151674505460606
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,SB,G2,13,True,1.0367178913294324
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,SB,G2,20,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,SB,MIX,7,True,1.0386315754249666
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,SB,MIX,8,True,1.044403314818438
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,T,ALL,7,True,1.008697477134712
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,T,ALL,8,True,0.9942395582755055
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,T,ALL,10,True,0.9988652452609572
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,T,ALL,13,True,1.0127486105271577
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,T,ALL,24,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,T,G1,7,True,1.0254498763115318
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,T,G1,8,True,1.0147293066983365
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,T,G1,10,True,1.0134477885496147
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,T,G1,13,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,T,G2,7,True,0.9697482841542509
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,T,G2,8,True,0.9974947020763574
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,T,G2,10,True,1.022107728832963
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,T,G2,11,True,1.0423902230425117
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,T,MIX,7,True,0.9970558284708647
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,T,MIX,8,True,1.000906383823403
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,T,MIX,10,True,1.0052517706501283
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,T,MIX,13,True,1.0086732908867797
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,T,MIX,22,True,1.0456112456376576
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TB,ALL,7,True,1.008697477134712
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TB,ALL,8,True,0.9942395582755055
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TB,ALL,10,True,0.9988652452609572
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TB,ALL,13,True,1.0127486105271577
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TB,ALL,24,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TB,G2,7,True,0.9996717321709441
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TB,G2,8,True,1.0024077015569934
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TB,G2,10,True,1.0151674505460606
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TB,G2,13,True,1.0367178913294324
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TB,G2,20,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TB,MIX,7,True,1.0386315754249666
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TB,MIX,8,True,1.044403314818438
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TS,ALL,7,True,1.008697477134712
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TS,ALL,8,True,0.9942395582755055
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TS,ALL,10,True,0.9988652452609572
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TS,ALL,13,True,1.0127486105271577
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TS,ALL,24,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TS,G1,7,True,0.9918036931715531
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TS,G1,8,True,0.9854635990319673
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TS,G1,10,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TS,G2,7,True,0.954729319475679
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TS,G2,8,True,0.9523910054314745
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TS,G2,10,True,0.9611420701639695
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TS,G2,13,True,0.9938870968580323
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TS,G2,14,True,1.0423902230425117
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TS,MIX,7,True,1.0139349602682959
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TS,MIX,8,True,1.0193079267502645
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TS,MIX,10,True,1.0098467169194718
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TS,MIX,13,True,1.0203324543464636
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TS,MIX,20,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TSB,ALL,7,True,1.008697477134712
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TSB,ALL,8,True,0.9942395582755055
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TSB,ALL,10,True,0.9988652452609572
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TSB,ALL,13,True,1.0127486105271577
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TSB,ALL,24,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TSB,G1,7,True,1.0185124155847185
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TSB,G1,8,True,1.0134489231204098
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TSB,G1,10,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TSB,G1,11,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TSB,G2,7,True,0.9559286311251727
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TSB,G2,8,True,0.9690534258426413
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TSB,G2,10,True,0.9901412662539062
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TSB,G2,13,True,1.0423902230425117
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TSB,MIX,7,True,1.010586711085637
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TSB,MIX,8,True,1.0121520291180692
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TSB,MIX,10,True,1.0035818747165905
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TSB,MIX,13,True,1.0120478341829973
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,common,TSB,MIX,22,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,native,Q_median2,ALL,7,True,0.9992380818504976
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,native,Q_median2,ALL,8,True,0.9936245757834149
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,native,Q_median2,ALL,10,True,0.9938562793014127
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,native,Q_median2,ALL,13,True,1.0017915121649719
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,native,Q_median2,ALL,25,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,native,Q_median2,G1,7,True,0.9608727633043792
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,native,Q_median2,G1,8,True,0.9582367515073436
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,native,Q_median2,G1,10,True,0.9830193800222446
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,native,Q_median2,G1,13,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,native,Q_median2,G2,7,True,1.1163444382739065
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,native,Q_median2,G2,8,True,1.0905222947193667
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,native,Q_median2,G2,10,True,1.0641389331383555
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,native,Q_median2,G2,12,True,1.0423902230425117
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,native,Q_median2,MIX,7,True,1.0001083367688204
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,native,Q_median2,MIX,8,True,1.0001079540047053
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,native,Q_median2,MIX,10,True,0.9999362605359993
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,native,Q_median2,MIX,13,True,1.0053068508698224
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,all26,native,Q_median2,MIX,24,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,B,ALL,7,True,0.9937576292233622
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,B,ALL,8,True,0.9951654207687375
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,B,ALL,10,True,0.9901550104766552
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,B,ALL,13,True,1.014837276119626
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,B,ALL,20,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,B,G1,7,True,0.9701883075359834
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,B,G1,8,True,0.9467069995595441
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,B,G1,10,True,0.9698540611414076
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,B,G1,12,True,0.8947052920242408
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,B,G2,7,True,1.2002352759453336
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,B,G2,8,True,0.82889028399463
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,B,MIX,7,True,0.9980649866992664
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,B,MIX,8,True,0.9939275205053909
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,B,MIX,10,True,0.9924649819747958
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,B,MIX,13,True,1.012396278430451
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,B,MIX,16,True,1.0324734370797697
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,Q,ALL,7,True,0.9937576292233622
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,Q,ALL,8,True,0.9951654207687375
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,Q,ALL,10,True,0.9901550104766552
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,Q,ALL,13,True,1.014837276119626
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,Q,ALL,20,True,1.0459691370371182
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,QB,ALL,7,True,0.9937576292233622
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,QB,ALL,8,True,0.9951654207687375
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,QB,ALL,10,True,0.9901550104766552
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,current20,common,QB,ALL,13,True,1.014837276119626
