variant,cohort,panel,model,repeat,workers,half_support,left_status,right_status,status,ari
reviewed_quality_only,all26,common,S,19,24,half_diagnostic,usable,usable,usable,-0.06716747680070712
reviewed_quality_only,all26,common,B,19,24,half_diagnostic,usable,usable,usable,0.7839934667211106
reviewed_quality_only,all26,common,QT,19,24,half_diagnostic,singleton_rejected,usable,unavailable,
reviewed_quality_only,all26,common,QS,19,24,half_diagnostic,singleton_rejected,usable,unavailable,
reviewed_quality_only,all26,common,QB,19,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,TS,19,24,half_diagnostic,usable,usable,usable,0.6810924369747899
reviewed_quality_only,all26,common,TB,19,24,half_diagnostic,usable,usable,usable,0.22612804403136194
reviewed_quality_only,all26,common,SB,19,24,half_diagnostic,usable,usable,usable,-0.11650485436893199
reviewed_quality_only,all26,common,QTS,19,24,half_diagnostic,singleton_rejected,usable,unavailable,
reviewed_quality_only,all26,common,QTB,19,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,QSB,19,24,half_diagnostic,singleton_rejected,usable,unavailable,
reviewed_quality_only,all26,common,TSB,19,24,half_diagnostic,usable,usable,usable,0.543238415467059
reviewed_quality_only,all26,common,QTSB,19,24,half_diagnostic,singleton_rejected,usable,unavailable,
reviewed_quality_only,all26,common,Q_median2,19,24,half_diagnostic,usable,usable,usable,0.41919191919191917
reviewed_quality_only,all26,native,Q,20,25,full_requirement,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,T,20,23,full_requirement,usable,usable,usable,0.8258774948382657
reviewed_quality_only,all26,native,S,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,B,20,26,full_requirement,usable,usable,usable,1.0
reviewed_quality_only,all26,native,QT,20,23,full_requirement,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,QS,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,QB,20,25,full_requirement,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,TS,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,TB,20,23,full_requirement,usable,usable,usable,0.6401625465628175
reviewed_quality_only,all26,native,SB,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,QTS,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,QTB,20,23,full_requirement,singleton_rejected,usable,unavailable,
reviewed_quality_only,all26,native,QSB,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,TSB,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,QTSB,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,Q_median2,20,25,full_requirement,usable,usable,usable,0.43910256410256404
reviewed_quality_only,all26,common,Q,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,T,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,S,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,B,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,QT,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,QS,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,QB,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,TS,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,TB,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,SB,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,QTS,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,QTB,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,QSB,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,TSB,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,QTSB,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,Q_median2,20,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,Q,20,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,T,20,24,half_diagnostic,usable,usable,usable,0.6809583858764187
reviewed_quality_only,all26,native,S,20,26,half_diagnostic,usable,usable,usable,0.011406844106463839
reviewed_quality_only,all26,native,B,20,26,half_diagnostic,usable,usable,usable,1.0
reviewed_quality_only,all26,native,QT,20,24,half_diagnostic,singleton_rejected,usable,unavailable,
reviewed_quality_only,all26,native,QS,20,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,QB,20,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,TS,20,24,half_diagnostic,usable,usable,usable,0.5427579678131902
reviewed_quality_only,all26,native,TB,20,24,half_diagnostic,usable,usable,usable,0.47468277945619336
reviewed_quality_only,all26,native,SB,20,26,half_diagnostic,usable,usable,usable,-0.038836503116509324
reviewed_quality_only,all26,native,QTS,20,24,half_diagnostic,singleton_rejected,usable,unavailable,
reviewed_quality_only,all26,native,QTB,20,24,half_diagnostic,singleton_rejected,usable,unavailable,
reviewed_quality_only,all26,native,QSB,20,25,half_diagnostic,singleton_rejected,usable,unavailable,
reviewed_quality_only,all26,native,TSB,20,24,half_diagnostic,usable,usable,usable,0.22212943632567855
reviewed_quality_only,all26,native,QTSB,20,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,Q_median2,20,25,half_diagnostic,usable,usable,usable,0.43910256410256404
reviewed_quality_only,all26,common,Q,20,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,T,20,24,half_diagnostic,usable,usable,usable,0.6809583858764187
reviewed_quality_only,all26,common,S,20,24,half_diagnostic,usable,usable,usable,0.017094017094017155
reviewed_quality_only,all26,common,B,20,24,half_diagnostic,usable,usable,usable,1.0
reviewed_quality_only,all26,common,QT,20,24,half_diagnostic,singleton_rejected,usable,unavailable,
reviewed_quality_only,all26,common,QS,20,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,QB,20,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,TS,20,24,half_diagnostic,usable,usable,usable,0.5427579678131902
reviewed_quality_only,all26,common,TB,20,24,half_diagnostic,usable,usable,usable,0.47468277945619336
reviewed_quality_only,all26,common,SB,20,24,half_diagnostic,usable,usable,usable,-0.0402010050251256
reviewed_quality_only,all26,common,QTS,20,24,half_diagnostic,singleton_rejected,usable,unavailable,
reviewed_quality_only,all26,common,QTB,20,24,half_diagnostic,singleton_rejected,usable,unavailable,
reviewed_quality_only,all26,common,QSB,20,24,half_diagnostic,singleton_rejected,usable,unavailable,
reviewed_quality_only,all26,common,TSB,20,24,half_diagnostic,usable,usable,usable,0.22212943632567855
reviewed_quality_only,all26,common,QTSB,20,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,Q_median2,20,24,half_diagnostic,usable,usable,usable,0.41919191919191917
reviewed_quality_only,all26,native,Q,21,25,full_requirement,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,T,21,22,full_requirement,usable,usable,usable,0.8178438661710037
reviewed_quality_only,all26,native,S,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,B,21,22,full_requirement,usable,usable,usable,-0.09875424688561717
reviewed_quality_only,all26,native,QT,21,22,full_requirement,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,QS,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,QB,21,22,full_requirement,singleton_rejected,usable,unavailable,
reviewed_quality_only,all26,native,TS,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,TB,21,19,full_requirement,usable,usable,usable,-0.06387391124014946
reviewed_quality_only,all26,native,SB,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,QTS,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,QTB,21,19,full_requirement,usable,usable,usable,0.18204182041820421
reviewed_quality_only,all26,native,QSB,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,TSB,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,QTSB,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,Q_median2,21,25,full_requirement,usable,usable,usable,0.23878205128205124
reviewed_quality_only,all26,common,Q,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,T,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,S,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,B,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,QT,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,QS,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,QB,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,TS,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,TB,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,SB,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,QTS,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,QTB,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,QSB,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,TSB,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,QTSB,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,common,Q_median2,21,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,Q,21,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,T,21,23,half_diagnostic,usable,usable,usable,0.6675843083275981
reviewed_quality_only,all26,native,S,21,26,half_diagnostic,usable,usable,usable,-0.049288375202980135
reviewed_quality_only,all26,native,B,21,26,half_diagnostic,usable,usable,usable,-0.05220558478348837
reviewed_quality_only,all26,native,QT,21,23,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,QS,21,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,QB,21,25,half_diagnostic,singleton_rejected,usable,unavailable,
reviewed_quality_only,all26,native,TS,21,23,half_diagnostic,usable,usable,usable,0.6673553719008265
reviewed_quality_only,all26,native,TB,21,23,half_diagnostic,usable,usable,usable,0.061746708696458395
reviewed_quality_only,all26,native,SB,21,26,half_diagnostic,usable,usable,usable,-0.11269614835948662
reviewed_quality_only,all26,native,QTS,21,23,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,QTB,21,23,half_diagnostic,usable,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,QSB,21,25,half_diagnostic,singleton_rejected,usable,unavailable,
reviewed_quality_only,all26,native,TSB,21,23,half_diagnostic,usable,usable,usable,-0.045127370595230615
reviewed_quality_only,all26,native,QTSB,21,23,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,Q_median2,21,25,half_diagnostic,usable,usable,usable,0.23878205128205124
reviewed_quality_only,all26,common,Q,21,23,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,T,21,23,half_diagnostic,usable,usable,usable,0.6675843083275981
reviewed_quality_only,all26,common,S,21,23,half_diagnostic,usable,usable,usable,-0.06419465475959371
reviewed_quality_only,all26,common,B,21,23,half_diagnostic,usable,usable,usable,-0.028107009820521455
reviewed_quality_only,all26,common,QT,21,23,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,QS,21,23,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,QB,21,23,half_diagnostic,singleton_rejected,usable,unavailable,
reviewed_quality_only,all26,common,TS,21,23,half_diagnostic,usable,usable,usable,0.6673553719008265
reviewed_quality_only,all26,common,TB,21,23,half_diagnostic,usable,usable,usable,0.061746708696458395
reviewed_quality_only,all26,common,SB,21,23,half_diagnostic,usable,usable,usable,-0.12845673505798402
reviewed_quality_only,all26,common,QTS,21,23,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,QTB,21,23,half_diagnostic,usable,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,QSB,21,23,half_diagnostic,singleton_rejected,usable,unavailable,
reviewed_quality_only,all26,common,TSB,21,23,half_diagnostic,usable,usable,usable,-0.045127370595230615
reviewed_quality_only,all26,common,QTSB,21,23,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,Q_median2,21,23,half_diagnostic,usable,usable,usable,0.1921487603305785
reviewed_quality_only,all26,native,Q,22,25,full_requirement,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,T,22,22,full_requirement,usable,usable,usable,0.8178438661710037
reviewed_quality_only,all26,native,S,22,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,native,B,22,12,full_requirement,singleton_rejected,usable,unavailable,
reviewed_quality_only,all26,native,QT,22,22,full_requirement,usable,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,QS,22,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,QB,22,12,full_requirement,usable,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,TS,22,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,native,TB,22,11,full_requirement,usable,usable,usable,0.15384615384615394
reviewed_quality_only,all26,native,SB,22,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,native,QTS,22,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,QTB,22,11,full_requirement,usable,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,QSB,22,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,TSB,22,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,native,QTSB,22,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,Q_median2,22,25,full_requirement,usable,usable,usable,0.23878205128205124
reviewed_quality_only,all26,common,Q,22,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,T,22,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,common,S,22,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,common,B,22,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,common,QT,22,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,QS,22,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,QB,22,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,TS,22,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,common,TB,22,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,common,SB,22,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,common,QTS,22,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,QTB,22,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,QSB,22,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,TSB,22,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,common,QTSB,22,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,Q_median2,22,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,native,Q,22,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,T,22,24,half_diagnostic,usable,usable,usable,0.543238415467059
reviewed_quality_only,all26,native,S,22,26,half_diagnostic,usable,usable,usable,-0.02477477477477486
reviewed_quality_only,all26,native,B,22,26,half_diagnostic,usable,usable,usable,0.8304642670839854
reviewed_quality_only,all26,native,QT,22,24,half_diagnostic,usable,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,QS,22,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,QB,22,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,TS,22,24,half_diagnostic,usable,usable,usable,0.31339687860060755
reviewed_quality_only,all26,native,TB,22,24,half_diagnostic,usable,usable,usable,0.22612804403136194
reviewed_quality_only,all26,native,SB,22,26,half_diagnostic,usable,usable,usable,0.6623376623376623
reviewed_quality_only,all26,native,QTS,22,24,half_diagnostic,usable,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,QTB,22,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,QSB,22,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,TSB,22,24,half_diagnostic,usable,usable,usable,0.30524642289348164
reviewed_quality_only,all26,native,QTSB,22,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,Q_median2,22,25,half_diagnostic,usable,usable,usable,0.23878205128205124
reviewed_quality_only,all26,common,Q,22,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,T,22,24,half_diagnostic,usable,usable,usable,0.543238415467059
reviewed_quality_only,all26,common,S,22,24,half_diagnostic,usable,usable,usable,-0.00457570715474204
reviewed_quality_only,all26,common,B,22,24,half_diagnostic,usable,usable,usable,0.8082175226586102
reviewed_quality_only,all26,common,QT,22,24,half_diagnostic,usable,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,QS,22,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,QB,22,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,TS,22,24,half_diagnostic,usable,usable,usable,0.31339687860060755
reviewed_quality_only,all26,common,TB,22,24,half_diagnostic,usable,usable,usable,0.22612804403136194
reviewed_quality_only,all26,common,SB,22,24,half_diagnostic,usable,usable,usable,0.6127551020408164
reviewed_quality_only,all26,common,QTS,22,24,half_diagnostic,usable,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,QTB,22,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,QSB,22,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,TSB,22,24,half_diagnostic,usable,usable,usable,0.30524642289348164
reviewed_quality_only,all26,common,QTSB,22,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,Q_median2,22,24,half_diagnostic,usable,usable,usable,0.21590909090909088
reviewed_quality_only,all26,native,Q,23,25,full_requirement,usable,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,T,23,22,full_requirement,usable,usable,usable,0.6534653465346535
reviewed_quality_only,all26,native,S,23,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,native,B,23,1,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,native,QT,23,22,full_requirement,usable,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,QS,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,QB,23,1,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,TS,23,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,native,TB,23,1,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,native,SB,23,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,native,QTS,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,QTB,23,1,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,QSB,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,TSB,23,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,native,QTSB,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,Q_median2,23,25,full_requirement,usable,usable,usable,0.09188034188034183
reviewed_quality_only,all26,common,Q,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,T,23,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,common,S,23,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,common,B,23,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,common,QT,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,QS,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,QB,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,TS,23,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,common,TB,23,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,common,SB,23,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,common,QTS,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,QTB,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,QSB,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,TSB,23,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,common,QTSB,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,Q_median2,23,0,full_requirement,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,native,Q,23,25,half_diagnostic,usable,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,T,23,22,half_diagnostic,usable,usable,usable,0.6534653465346535
reviewed_quality_only,all26,native,S,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,native,B,23,26,half_diagnostic,usable,usable,usable,0.8304642670839854
reviewed_quality_only,all26,native,QT,23,22,half_diagnostic,usable,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,QS,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,QB,23,25,half_diagnostic,usable,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,TS,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,native,TB,23,22,half_diagnostic,usable,usable,usable,0.10692588092345089
reviewed_quality_only,all26,native,SB,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,native,QTS,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,QTB,23,22,half_diagnostic,usable,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,QSB,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,TSB,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,native,QTSB,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,Q_median2,23,25,half_diagnostic,usable,usable,usable,0.09188034188034183
reviewed_quality_only,all26,common,Q,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,T,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,common,S,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,common,B,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,common,QT,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,QS,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,QB,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,TS,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,common,TB,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,common,SB,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,common,QTS,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,QTB,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,QSB,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,TSB,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,common,QTSB,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
reviewed_quality_only,all26,common,Q_median2,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
reviewed_quality_only,all26,native,Q,24,25,full_requirement,singleton_rejected,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,T,24,22,full_requirement,usable,usable,usable,0.8178438661710037
reviewed_quality_only,all26,native,S,24,0,full_requirement,usable,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,B,24,26,full_requirement,usable,usable,usable,-0.027015304541793288
reviewed_quality_only,all26,native,QT,24,22,full_requirement,singleton_rejected,usable,unavailable,
reviewed_quality_only,all26,native,QS,24,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,QB,24,25,full_requirement,usable,singleton_rejected,unavailable,
reviewed_quality_only,all26,native,TS,24,0,full_requirement,usable,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,TB,24,22,full_requirement,usable,usable,usable,1.0
reviewed_quality_only,all26,native,SB,24,0,full_requirement,usable,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,QTS,24,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,QTB,24,22,full_requirement,singleton_rejected,usable,unavailable,
reviewed_quality_only,all26,native,QSB,24,0,full_requirement,usable,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,TSB,24,0,full_requirement,usable,insufficient_workers,unavailable,
reviewed_quality_only,all26,native,QTSB,24,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
