cohort,panel,model,config,horizon,k,comparison,bound,images,buildings,G1,ALL,G2,MIX
all26,common,TB,ospa30_t6,13,6,G2|ALL,upper,23,10,,0.42762500000000003,0.4576249999999999,
all26,common,TB,ospa30_t6,13,6,MIX|ALL,lower,19,6,,0.2175,,0.2182638888888889
all26,common,TB,ospa30_t6,13,6,MIX|ALL,upper,19,6,,0.3526388888888889,,0.34673611111111113
all26,common,TB,ospa30_t6,13,7,G2|ALL,lower,23,10,,0.353525,0.340875,
all26,common,TB,ospa30_t6,13,7,G2|ALL,upper,23,10,,0.46020000000000005,0.48975,
all26,common,TB,ospa30_t6,13,7,MIX|ALL,lower,19,6,,0.2325,,0.243125
all26,common,TB,ospa30_t6,13,7,MIX|ALL,upper,19,6,,0.3952777777777778,,0.40277777777777773
all26,common,TB,ospa30_t6,13,8,G2|ALL,lower,23,10,,0.422525,0.38584999999999997,
all26,common,TB,ospa30_t6,13,8,G2|ALL,upper,23,10,,0.5510249999999999,0.564775,
all26,common,TB,ospa30_t6,13,8,MIX|ALL,lower,19,6,,0.3201388888888889,,0.33298611111111115
all26,common,TB,ospa30_t6,13,8,MIX|ALL,upper,19,6,,0.5171527777777778,,0.5309027777777777
all26,common,TB,ospa30_t6,24,2,MIX|ALL,lower,3,1,,0.29833333333333334,,0.285
all26,common,TB,ospa30_t6,24,2,MIX|ALL,upper,3,1,,0.33,,0.305
all26,common,TB,ospa30_t6,24,3,MIX|ALL,lower,3,1,,0.29833333333333334,,0.285
all26,common,TB,ospa30_t6,24,3,MIX|ALL,upper,3,1,,0.33,,0.305
all26,common,TB,ospa30_t6,24,4,MIX|ALL,lower,3,1,,0.29833333333333334,,0.285
all26,common,TB,ospa30_t6,24,4,MIX|ALL,upper,3,1,,0.3333333333333333,,0.31
all26,common,TB,ospa30_t6,24,5,MIX|ALL,lower,3,1,,0.29833333333333334,,0.285
all26,common,TB,ospa30_t6,24,5,MIX|ALL,upper,3,1,,0.35000000000000003,,0.325
all26,common,TB,ospa30_t6,24,6,MIX|ALL,lower,3,1,,0.29833333333333334,,0.285
all26,common,TB,ospa30_t6,24,6,MIX|ALL,upper,3,1,,0.37166666666666665,,0.3433333333333333
all26,common,TB,ospa30_t6,24,7,MIX|ALL,lower,3,1,,0.29833333333333334,,0.285
all26,common,TB,ospa30_t6,24,7,MIX|ALL,upper,3,1,,0.3933333333333333,,0.3666666666666667
all26,common,TB,ospa30_t6,24,8,MIX|ALL,lower,3,1,,0.535,,0.5299999999999999
all26,common,TB,ospa30_t6,24,8,MIX|ALL,upper,3,1,,0.6549999999999999,,0.6366666666666666
all26,common,TB,ospa30_t6,24,9,MIX|ALL,lower,3,1,,0.5566666666666666,,0.5566666666666666
all26,common,TB,ospa30_t6,24,9,MIX|ALL,upper,3,1,,0.7216666666666667,,0.7116666666666668
all26,common,TB,ospa30_t6,24,10,MIX|ALL,lower,3,1,,0.5683333333333334,,0.5783333333333333
all26,common,TB,ospa30_t6,24,10,MIX|ALL,upper,3,1,,0.7616666666666667,,0.7683333333333332
all26,common,TB,ospa30_t6,24,11,MIX|ALL,lower,3,1,,0.6316666666666667,,0.6366666666666667
all26,common,TB,ospa30_t6,24,11,MIX|ALL,upper,3,1,,0.855,,0.8450000000000001
all26,common,TB,ospa30_t6,24,12,MIX|ALL,lower,3,1,,0.645,,0.6466666666666666
all26,common,TB,ospa30_t6,24,12,MIX|ALL,upper,3,1,,0.8916666666666666,,0.8833333333333333
all26,common,TB,ospa30_t6,24,13,MIX|ALL,lower,3,1,,0.6549999999999999,,0.6533333333333333
all26,common,TB,ospa30_t6,24,13,MIX|ALL,upper,3,1,,0.93,,0.9116666666666666
all26,common,TB,ospa30_t6,24,14,MIX|ALL,lower,3,1,,0.66,,0.6549999999999999
all26,common,TB,ospa30_t6,24,14,MIX|ALL,upper,3,1,,0.96,,0.945
all26,common,TB,ospa30_t6,24,15,MIX|ALL,lower,3,1,,0.6633333333333333,,0.6549999999999999
all26,common,TB,ospa30_t6,24,15,MIX|ALL,upper,3,1,,0.9783333333333334,,0.96
all26,common,TB,ospa30_t6,24,16,MIX|ALL,lower,3,1,,0.6666666666666666,,0.6616666666666666
all26,common,TB,ospa30_t6,24,16,MIX|ALL,upper,3,1,,0.9916666666666667,,0.9716666666666667
all26,common,TB,ospa30_t6,24,17,MIX|ALL,lower,3,1,,0.6666666666666666,,0.6666666666666666
all26,common,TB,ospa30_t6,24,17,MIX|ALL,upper,3,1,,0.9966666666666667,,0.9933333333333333
all26,common,TB,ospa30_t6,24,18,MIX|ALL,lower,3,1,,0.6666666666666666,,0.6666666666666666
all26,common,TB,ospa30_t6,24,18,MIX|ALL,upper,3,1,,1.0,,0.9966666666666667
all26,common,TB,ospa30_t6,24,19,MIX|ALL,lower,3,1,,0.6666666666666666,,0.6666666666666666
all26,common,TB,ospa30_t6,24,19,MIX|ALL,upper,3,1,,1.0,,0.9983333333333334
all26,common,TB,q95,7,2,G1|ALL,lower,19,6,0.21,0.23756944444444442,,
all26,common,TB,q95,7,2,G1|ALL,upper,19,6,0.6435416666666667,0.6685416666666667,,
all26,common,TB,q95,7,2,G2|ALL,lower,28,11,,0.34174242424242424,0.4047348484848484,
all26,common,TB,q95,7,2,G2|ALL,upper,28,11,,0.7185227272727274,0.7743560606060605,
all26,common,TB,q95,7,2,MIX|ALL,lower,27,11,,0.32015151515151513,,0.1903787878787879
all26,common,TB,q95,7,2,MIX|ALL,upper,27,11,,0.7032954545454546,,0.6374621212121213
all26,common,TB,q95,7,2,G1|G2|MIX|ALL,lower,19,6,0.21,0.23756944444444442,0.2497222222222222,0.23277777777777778
all26,common,TB,q95,7,2,G1|G2|MIX|ALL,upper,19,6,0.6435416666666667,0.6685416666666667,0.6867361111111112,0.6878472222222222
all26,common,TB,q95,8,2,G1|ALL,lower,19,6,0.17770833333333333,0.21520833333333333,,
all26,common,TB,q95,8,2,G1|ALL,upper,19,6,0.3997222222222223,0.4369444444444444,,
all26,common,TB,q95,8,2,G2|ALL,lower,28,11,,0.3190909090909091,0.38484848484848483,
all26,common,TB,q95,8,2,G2|ALL,upper,28,11,,0.5150378787878788,0.5626893939393939,
all26,common,TB,q95,8,2,MIX|ALL,lower,27,11,,0.29522727272727267,,0.11386363636363636
all26,common,TB,q95,8,2,MIX|ALL,upper,27,11,,0.4911742424242424,,0.33378787878787886
all26,common,TB,q95,8,2,G1|G2|MIX|ALL,lower,19,6,0.17770833333333333,0.21520833333333333,0.22243055555555558,0.20875
all26,common,TB,q95,8,2,G1|G2|MIX|ALL,upper,19,6,0.3997222222222223,0.4369444444444444,0.42430555555555555,0.4406944444444445
all26,common,TB,q95,8,3,G1|ALL,lower,19,6,0.17770833333333333,0.21520833333333333,,
all26,common,TB,q95,8,3,G1|ALL,upper,19,6,0.4163888888888889,0.45104166666666673,,
all26,common,TB,q95,8,3,G2|ALL,lower,28,11,,0.3190909090909091,0.38484848484848483,
all26,common,TB,q95,8,3,G2|ALL,upper,28,11,,0.5243181818181818,0.563939393939394,
all26,common,TB,q95,8,3,MIX|ALL,lower,27,11,,0.29522727272727267,,0.11386363636363636
all26,common,TB,q95,8,3,MIX|ALL,upper,27,11,,0.5004545454545454,,0.3457954545454545
all26,common,TB,q95,8,3,G1|G2|MIX|ALL,lower,19,6,0.17770833333333333,0.21520833333333333,0.22243055555555558,0.20875
all26,common,TB,q95,8,3,G1|G2|MIX|ALL,upper,19,6,0.4163888888888889,0.45104166666666673,0.42638888888888893,0.4564583333333334
all26,common,TB,q95,10,2,G1|ALL,lower,19,6,0.14458333333333334,0.18611111111111114,,
all26,common,TB,q95,10,2,G1|ALL,upper,19,6,0.23819444444444446,0.26986111111111116,,
all26,common,TB,q95,10,2,G2|ALL,lower,28,11,,0.291969696969697,0.3704166666666667,
all26,common,TB,q95,10,2,G2|ALL,upper,28,11,,0.3710606060606061,0.41875,
all26,common,TB,q95,10,2,MIX|ALL,lower,20,7,,0.15952380952380957,,0.16202380952380954
all26,common,TB,q95,10,2,MIX|ALL,upper,20,7,,0.25916666666666666,,0.2932142857142857
all26,common,TB,q95,10,2,G1|G2|MIX|ALL,lower,19,6,0.14458333333333334,0.18611111111111114,0.2034722222222222,0.1890277777777778
all26,common,TB,q95,10,2,G1|G2|MIX|ALL,upper,19,6,0.23819444444444446,0.26986111111111116,0.2635416666666667,0.27875
all26,common,TB,q95,10,3,G1|ALL,lower,19,6,0.14458333333333334,0.18611111111111114,,
all26,common,TB,q95,10,3,G1|ALL,upper,19,6,0.2469444444444444,0.273125,,
all26,common,TB,q95,10,3,G2|ALL,lower,28,11,,0.291969696969697,0.3704166666666667,
all26,common,TB,q95,10,3,G2|ALL,upper,28,11,,0.3744318181818182,0.41954545454545455,
all26,common,TB,q95,10,3,MIX|ALL,lower,20,7,,0.15952380952380957,,0.16202380952380954
all26,common,TB,q95,10,3,MIX|ALL,upper,20,7,,0.2641071428571429,,0.3010119047619048
all26,common,TB,q95,10,3,G1|G2|MIX|ALL,lower,19,6,0.14458333333333334,0.18611111111111114,0.2034722222222222,0.1890277777777778
all26,common,TB,q95,10,3,G1|G2|MIX|ALL,upper,19,6,0.2469444444444444,0.273125,0.2647916666666667,0.2820138888888889
all26,common,TB,q95,10,4,G1|ALL,lower,19,6,0.14486111111111113,0.18652777777777782,,
all26,common,TB,q95,10,4,G1|ALL,upper,19,6,0.26833333333333337,0.2820833333333333,,
all26,common,TB,q95,10,4,G2|ALL,lower,28,11,,0.29219696969696973,0.3704924242424243,
all26,common,TB,q95,10,4,G2|ALL,upper,28,11,,0.384659090909091,0.42121212121212126,
all26,common,TB,q95,10,4,MIX|ALL,lower,20,7,,0.1598809523809524,,0.16238095238095238
all26,common,TB,q95,10,4,MIX|ALL,upper,20,7,,0.27892857142857147,,0.3193452380952381
all26,common,TB,q95,10,4,G1|G2|MIX|ALL,lower,19,6,0.14486111111111113,0.18652777777777782,0.2036111111111111,0.18944444444444444
all26,common,TB,q95,10,4,G1|G2|MIX|ALL,upper,19,6,0.26833333333333337,0.2820833333333333,0.2676388888888889,0.29173611111111114
all26,common,TB,q95,10,5,G1|ALL,lower,19,6,0.28097222222222223,0.31902777777777774,,
all26,common,TB,q95,10,5,G1|ALL,upper,19,6,0.43277777777777776,0.43277777777777776,,
all26,common,TB,q95,10,5,G2|ALL,lower,28,11,,0.42253787878787885,0.4391666666666667,
all26,common,TB,q95,10,5,G2|ALL,upper,28,11,,0.5271969696969697,0.4923863636363637,
all26,common,TB,q95,10,5,MIX|ALL,lower,20,7,,0.27416666666666667,,0.2719642857142857
all26,common,TB,q95,10,5,MIX|ALL,upper,20,7,,0.4102380952380953,,0.459404761904762
all26,common,TB,q95,10,5,G1|G2|MIX|ALL,lower,19,6,0.28097222222222223,0.31902777777777774,0.2913888888888889,0.3172916666666667
all26,common,TB,q95,10,5,G1|G2|MIX|ALL,upper,19,6,0.43277777777777776,0.43277777777777776,0.3583333333333334,0.4384722222222223
all26,common,TB,q95,13,2,G2|ALL,lower,23,10,,0.27785000000000004,0.34080000000000005,
all26,common,TB,q95,13,2,G2|ALL,upper,23,10,,0.32357500000000006,0.35505,
all26,common,TB,q95,13,2,MIX|ALL,lower,19,6,,0.173125,,0.17743055555555556
all26,common,TB,q95,13,2,MIX|ALL,upper,19,6,,0.2095138888888889,,0.21486111111111114
all26,common,TB,q95,13,3,G2|ALL,lower,23,10,,0.27785000000000004,0.34080000000000005,
all26,common,TB,q95,13,3,G2|ALL,upper,23,10,,0.32670000000000005,0.355425,
all26,common,TB,q95,13,3,MIX|ALL,lower,19,6,,0.173125,,0.17743055555555556
all26,common,TB,q95,13,3,MIX|ALL,upper,19,6,,0.2119444444444445,,0.216875
all26,common,TB,q95,13,4,G2|ALL,lower,23,10,,0.27785000000000004,0.34080000000000005,
all26,common,TB,q95,13,4,G2|ALL,upper,23,10,,0.33457500000000007,0.35592500000000005,
all26,common,TB,q95,13,4,MIX|ALL,lower,19,6,,0.173125,,0.17743055555555556
all26,common,TB,q95,13,4,MIX|ALL,upper,19,6,,0.2167361111111111,,0.22284722222222228
all26,common,TB,q95,13,5,G2|ALL,lower,23,10,,0.27785000000000004,0.34080000000000005,
all26,common,TB,q95,13,5,G2|ALL,upper,23,10,,0.341275,0.3573,
all26,common,TB,q95,13,5,MIX|ALL,lower,19,6,,0.173125,,0.17743055555555556
all26,common,TB,q95,13,5,MIX|ALL,upper,19,6,,0.2257638888888889,,0.23284722222222223
all26,common,TB,q95,13,6,G2|ALL,lower,23,10,,0.4082,0.39160000000000006,
all26,common,TB,q95,13,6,G2|ALL,upper,23,10,,0.47887500000000005,0.41035000000000005,
all26,common,TB,q95,13,6,MIX|ALL,lower,19,6,,0.3013194444444444,,0.30041666666666667
all26,common,TB,q95,13,6,MIX|ALL,upper,19,6,,0.3624305555555556,,0.36604166666666665
all26,common,TB,q95,13,7,G2|ALL,lower,23,10,,0.43019999999999997,0.40082500000000004,
all26,common,TB,q95,13,7,G2|ALL,upper,23,10,,0.5116999999999999,0.4227,
all26,common,TB,q95,13,7,MIX|ALL,lower,19,6,,0.3263888888888889,,0.3295138888888889
all26,common,TB,q95,13,7,MIX|ALL,upper,19,6,,0.39868055555555554,,0.4047222222222222
all26,common,TB,q95,13,8,G2|ALL,lower,23,10,,0.517875,0.511975,
all26,common,TB,q95,13,8,G2|ALL,upper,23,10,,0.612125,0.5371,
all26,common,TB,q95,13,8,MIX|ALL,lower,19,6,,0.4471527777777778,,0.4581944444444444
all26,common,TB,q95,13,8,MIX|ALL,upper,19,6,,0.5317361111111111,,0.5434722222222222
all26,common,TB,q95,24,2,MIX|ALL,lower,3,1,,0.44,,0.44
all26,common,TB,q95,24,2,MIX|ALL,upper,3,1,,0.44,,0.44
all26,common,TB,q95,24,3,MIX|ALL,lower,3,1,,0.44,,0.44
all26,common,TB,q95,24,3,MIX|ALL,upper,3,1,,0.44,,0.44
all26,common,TB,q95,24,4,MIX|ALL,lower,3,1,,0.44,,0.44
all26,common,TB,q95,24,4,MIX|ALL,upper,3,1,,0.44,,0.44
all26,common,TB,q95,24,5,MIX|ALL,lower,3,1,,0.44,,0.44
all26,common,TB,q95,24,5,MIX|ALL,upper,3,1,,0.44,,0.44
all26,common,TB,q95,24,6,MIX|ALL,lower,3,1,,0.44,,0.44
all26,common,TB,q95,24,6,MIX|ALL,upper,3,1,,0.44,,0.44
all26,common,TB,q95,24,7,MIX|ALL,lower,3,1,,0.44,,0.44
all26,common,TB,q95,24,7,MIX|ALL,upper,3,1,,0.44,,0.44
all26,common,TB,q95,24,8,MIX|ALL,lower,3,1,,0.6466666666666666,,0.65
all26,common,TB,q95,24,8,MIX|ALL,upper,3,1,,0.6466666666666666,,0.65
all26,common,TB,q95,24,9,MIX|ALL,lower,3,1,,0.6666666666666666,,0.6666666666666666
all26,common,TB,q95,24,9,MIX|ALL,upper,3,1,,0.6666666666666666,,0.6666666666666666
all26,common,TB,q95,24,10,MIX|ALL,lower,3,1,,0.6666666666666666,,0.6666666666666666
all26,common,TB,q95,24,10,MIX|ALL,upper,3,1,,0.6666666666666666,,0.6666666666666666
all26,common,TB,q95,24,11,MIX|ALL,lower,3,1,,0.745,,0.735
all26,common,TB,q95,24,11,MIX|ALL,upper,3,1,,0.745,,0.735
all26,common,TB,q95,24,12,MIX|ALL,lower,3,1,,0.7616666666666667,,0.7433333333333333
all26,common,TB,q95,24,12,MIX|ALL,upper,3,1,,0.7616666666666667,,0.7433333333333333
all26,common,TB,q95,24,13,MIX|ALL,lower,3,1,,0.7799999999999999,,0.7583333333333333
all26,common,TB,q95,24,13,MIX|ALL,upper,3,1,,0.7799999999999999,,0.7583333333333333
all26,common,TB,q95,24,14,MIX|ALL,lower,3,1,,0.8933333333333334,,0.875
all26,common,TB,q95,24,14,MIX|ALL,upper,3,1,,0.8933333333333334,,0.875
all26,common,TB,q95,24,15,MIX|ALL,lower,3,1,,0.9383333333333334,,0.9266666666666667
all26,common,TB,q95,24,15,MIX|ALL,upper,3,1,,0.9383333333333334,,0.9266666666666667
all26,common,TB,q95,24,16,MIX|ALL,lower,3,1,,0.965,,0.9516666666666667
all26,common,TB,q95,24,16,MIX|ALL,upper,3,1,,0.965,,0.9516666666666667
all26,common,TB,q95,24,17,MIX|ALL,lower,3,1,,0.9816666666666666,,0.9783333333333334
all26,common,TB,q95,24,17,MIX|ALL,upper,3,1,,0.9816666666666666,,0.9783333333333334
all26,common,TB,q95,24,18,MIX|ALL,lower,3,1,,0.9916666666666667,,0.9883333333333333
all26,common,TB,q95,24,18,MIX|ALL,upper,3,1,,0.9916666666666667,,0.9883333333333333
all26,common,TB,q95,24,19,MIX|ALL,lower,3,1,,0.9966666666666667,,0.9933333333333333
all26,common,TB,q95,24,19,MIX|ALL,upper,3,1,,0.9966666666666667,,0.9933333333333333
all26,common,TS,ospa30_t6,7,2,G1|ALL,lower,28,11,0.18227272727272725,0.2910606060606061,,
all26,common,TS,ospa30_t6,7,2,G1|ALL,upper,28,11,0.6305303030303031,0.7160606060606061,,
all26,common,TS,ospa30_t6,7,2,G2|ALL,lower,28,11,,0.2910606060606061,0.3820454545454546,
all26,common,TS,ospa30_t6,7,2,G2|ALL,upper,28,11,,0.7160606060606061,0.7877651515151516,
all26,common,TS,ospa30_t6,7,2,MIX|ALL,lower,28,11,,0.2910606060606061,,0.27678030303030304
all26,common,TS,ospa30_t6,7,2,MIX|ALL,upper,28,11,,0.7160606060606061,,0.7044318181818181
all26,common,TS,ospa30_t6,7,2,G1|G2|MIX|ALL,lower,28,11,0.18227272727272725,0.2910606060606061,0.3820454545454546,0.27678030303030304
all26,common,TS,ospa30_t6,7,2,G1|G2|MIX|ALL,upper,28,11,0.6305303030303031,0.7160606060606061,0.7877651515151516,0.7044318181818181
all26,common,TS,ospa30_t6,8,2,G1|ALL,lower,28,11,0.12840909090909092,0.2665530303030303,,
all26,common,TS,ospa30_t6,8,2,G1|ALL,upper,28,11,0.35132575757575757,0.5054545454545455,,
all26,common,TS,ospa30_t6,8,2,G2|ALL,lower,28,11,,0.2665530303030303,0.36613636363636365,
all26,common,TS,ospa30_t6,8,2,G2|ALL,upper,28,11,,0.5054545454545455,0.5998863636363636,
all26,common,TS,ospa30_t6,8,2,MIX|ALL,lower,28,11,,0.2665530303030303,,0.2512878787878788
all26,common,TS,ospa30_t6,8,2,MIX|ALL,upper,28,11,,0.5054545454545455,,0.4897727272727272
all26,common,TS,ospa30_t6,8,2,G1|G2|MIX|ALL,lower,28,11,0.12840909090909092,0.2665530303030303,0.36613636363636365,0.2512878787878788
all26,common,TS,ospa30_t6,8,2,G1|G2|MIX|ALL,upper,28,11,0.35132575757575757,0.5054545454545455,0.5998863636363636,0.4897727272727272
all26,common,TS,ospa30_t6,8,3,G1|ALL,lower,28,11,0.12840909090909092,0.2665530303030303,,
all26,common,TS,ospa30_t6,8,3,G1|ALL,upper,28,11,0.370719696969697,0.5207575757575758,,
all26,common,TS,ospa30_t6,8,3,G2|ALL,lower,28,11,,0.2665530303030303,0.36613636363636365,
all26,common,TS,ospa30_t6,8,3,G2|ALL,upper,28,11,,0.5207575757575758,0.6068560606060606,
all26,common,TS,ospa30_t6,8,3,MIX|ALL,lower,28,11,,0.2665530303030303,,0.2512878787878788
all26,common,TS,ospa30_t6,8,3,MIX|ALL,upper,28,11,,0.5207575757575758,,0.5044696969696969
all26,common,TS,ospa30_t6,8,3,G1|G2|MIX|ALL,lower,28,11,0.12840909090909092,0.2665530303030303,0.36613636363636365,0.2512878787878788
all26,common,TS,ospa30_t6,8,3,G1|G2|MIX|ALL,upper,28,11,0.370719696969697,0.5207575757575758,0.6068560606060606,0.5044696969696969
all26,common,TS,ospa30_t6,10,2,G1|ALL,lower,12,4,0.10218750000000001,0.2808333333333333,,
all26,common,TS,ospa30_t6,10,2,G1|ALL,upper,12,4,0.20729166666666668,0.37322916666666667,,
all26,common,TS,ospa30_t6,10,2,G2|ALL,lower,27,11,,0.2505681818181818,0.3765909090909091,
all26,common,TS,ospa30_t6,10,2,G2|ALL,upper,27,11,,0.3346969696969697,0.46090909090909093,
all26,common,TS,ospa30_t6,10,2,MIX|ALL,lower,28,11,,0.24178030303030304,,0.229469696969697
all26,common,TS,ospa30_t6,10,2,MIX|ALL,upper,28,11,,0.33867424242424243,,0.3180303030303031
all26,common,TS,ospa30_t6,10,2,G1|G2|MIX|ALL,lower,11,4,0.11291666666666667,0.305,0.51125,0.3075
all26,common,TS,ospa30_t6,10,2,G1|G2|MIX|ALL,upper,11,4,0.18333333333333332,0.3622916666666667,0.5406249999999999,0.3620833333333333
all26,common,TS,ospa30_t6,10,3,G1|ALL,lower,12,4,0.10218750000000001,0.2808333333333333,,
all26,common,TS,ospa30_t6,10,3,G1|ALL,upper,12,4,0.21166666666666667,0.3753125,,
all26,common,TS,ospa30_t6,10,3,G2|ALL,lower,27,11,,0.2505681818181818,0.3765909090909091,
all26,common,TS,ospa30_t6,10,3,G2|ALL,upper,27,11,,0.3411363636363637,0.4638636363636363,
all26,common,TS,ospa30_t6,10,3,MIX|ALL,lower,28,11,,0.24178030303030304,,0.229469696969697
all26,common,TS,ospa30_t6,10,3,MIX|ALL,upper,28,11,,0.3451136363636364,,0.3240530303030303
all26,common,TS,ospa30_t6,10,3,G1|G2|MIX|ALL,lower,11,4,0.11291666666666667,0.305,0.51125,0.3075
all26,common,TS,ospa30_t6,10,3,G1|G2|MIX|ALL,upper,11,4,0.1877083333333333,0.364375,0.5412499999999999,0.36541666666666667
all26,common,TS,ospa30_t6,10,4,G1|ALL,lower,12,4,0.10218750000000001,0.2808333333333333,,
all26,common,TS,ospa30_t6,10,4,G1|ALL,upper,12,4,0.2304166666666667,0.3896875,,
all26,common,TS,ospa30_t6,10,4,G2|ALL,lower,27,11,,0.25079545454545454,0.3765909090909091,
all26,common,TS,ospa30_t6,10,4,G2|ALL,upper,27,11,,0.35609848484848483,0.47374999999999995,
all26,common,TS,ospa30_t6,10,4,MIX|ALL,lower,28,11,,0.24200757575757575,,0.23037878787878788
all26,common,TS,ospa30_t6,10,4,MIX|ALL,upper,28,11,,0.3602272727272728,,0.3393939393939394
all26,common,TS,ospa30_t6,10,4,G1|G2|MIX|ALL,lower,11,4,0.11291666666666667,0.305,0.51125,0.3075
all26,common,TS,ospa30_t6,10,4,G1|G2|MIX|ALL,upper,11,4,0.20645833333333333,0.37833333333333335,0.5456249999999999,0.375625
all26,common,TS,ospa30_t6,10,5,G1|ALL,lower,12,4,0.3153125,0.45979166666666665,,
all26,common,TS,ospa30_t6,10,5,G1|ALL,upper,12,4,0.48,0.5968749999999999,,
all26,common,TS,ospa30_t6,10,5,G2|ALL,lower,27,11,,0.373219696969697,0.42265151515151517,
all26,common,TS,ospa30_t6,10,5,G2|ALL,upper,27,11,,0.5054166666666667,0.536818181818182,
all26,common,TS,ospa30_t6,10,5,MIX|ALL,lower,28,11,,0.3591287878787879,,0.3549621212121212
all26,common,TS,ospa30_t6,10,5,MIX|ALL,upper,28,11,,0.5042045454545455,,0.4957954545454545
all26,common,TS,ospa30_t6,10,5,G1|G2|MIX|ALL,lower,11,4,0.33999999999999997,0.49854166666666666,0.5816666666666667,0.5008333333333334
all26,common,TS,ospa30_t6,10,5,G1|G2|MIX|ALL,upper,11,4,0.47,0.6002083333333333,0.6224999999999999,0.5995833333333332
all26,common,TS,ospa30_t6,13,2,G1|ALL,lower,11,3,0.0775,0.13416666666666668,,
all26,common,TS,ospa30_t6,13,2,G1|ALL,upper,11,3,0.17513888888888887,0.20527777777777778,,
all26,common,TS,ospa30_t6,13,2,G2|ALL,lower,17,8,,0.26859375,0.37859375,
all26,common,TS,ospa30_t6,13,2,G2|ALL,upper,17,8,,0.2970312500000001,0.42000000000000004,
all26,common,TS,ospa30_t6,13,2,MIX|ALL,lower,28,11,,0.23193181818181818,,0.22018939393939393
all26,common,TS,ospa30_t6,13,2,MIX|ALL,upper,28,11,,0.2720075757575758,,0.25268939393939394
all26,common,TS,ospa30_t6,13,3,G1|ALL,lower,11,3,0.0775,0.13416666666666668,,
all26,common,TS,ospa30_t6,13,3,G1|ALL,upper,11,3,0.18069444444444446,0.20666666666666667,,
all26,common,TS,ospa30_t6,13,3,G2|ALL,lower,17,8,,0.26859375,0.37859375,
all26,common,TS,ospa30_t6,13,3,G2|ALL,upper,17,8,,0.29921875,0.4240625,
all26,common,TS,ospa30_t6,13,3,MIX|ALL,lower,28,11,,0.23193181818181818,,0.22018939393939393
all26,common,TS,ospa30_t6,13,3,MIX|ALL,upper,28,11,,0.27397727272727274,,0.25674242424242427
all26,common,TS,ospa30_t6,13,4,G1|ALL,lower,11,3,0.0775,0.13416666666666668,,
all26,common,TS,ospa30_t6,13,4,G1|ALL,upper,11,3,0.20319444444444446,0.22236111111111112,,
all26,common,TS,ospa30_t6,13,4,G2|ALL,lower,17,8,,0.26859375,0.37859375,
all26,common,TS,ospa30_t6,13,4,G2|ALL,upper,17,8,,0.30734374999999997,0.43296875,
all26,common,TS,ospa30_t6,13,4,MIX|ALL,lower,28,11,,0.23193181818181818,,0.22064393939393936
all26,common,TS,ospa30_t6,13,4,MIX|ALL,upper,28,11,,0.2841666666666667,,0.26606060606060605
all26,common,TS,ospa30_t6,13,5,G1|ALL,lower,11,3,0.0775,0.13416666666666668,,
all26,common,TS,ospa30_t6,13,5,G1|ALL,upper,11,3,0.2659722222222222,0.2508333333333333,,
all26,common,TS,ospa30_t6,13,5,G2|ALL,lower,17,8,,0.26859375,0.37859375,
all26,common,TS,ospa30_t6,13,5,G2|ALL,upper,17,8,,0.32078125,0.44781249999999995,
all26,common,TS,ospa30_t6,13,5,MIX|ALL,lower,28,11,,0.23193181818181818,,0.22064393939393936
all26,common,TS,ospa30_t6,13,5,MIX|ALL,upper,28,11,,0.30170454545454545,,0.284280303030303
all26,common,TS,ospa30_t6,13,6,G1|ALL,lower,11,3,0.18625000000000003,0.29041666666666666,,
all26,common,TS,ospa30_t6,13,6,G1|ALL,upper,11,3,0.41944444444444445,0.44319444444444445,,
all26,common,TS,ospa30_t6,13,6,G2|ALL,lower,17,8,,0.37,0.395625,
all26,common,TS,ospa30_t6,13,6,G2|ALL,upper,17,8,,0.43890624999999994,0.47906250000000006,
all26,common,TS,ospa30_t6,13,6,MIX|ALL,lower,28,11,,0.3482954545454545,,0.3460227272727272
all26,common,TS,ospa30_t6,13,6,MIX|ALL,upper,28,11,,0.44007575757575756,,0.43363636363636365
all26,common,TS,ospa30_t6,13,7,G1|ALL,lower,11,3,0.20388888888888887,0.30624999999999997,,
all26,common,TS,ospa30_t6,13,7,G1|ALL,upper,11,3,0.4940277777777778,0.4855555555555555,,
all26,common,TS,ospa30_t6,13,7,G2|ALL,lower,17,8,,0.38328125,0.40015625,
all26,common,TS,ospa30_t6,13,7,G2|ALL,upper,17,8,,0.468125,0.50171875,
all26,common,TS,ospa30_t6,13,7,MIX|ALL,lower,28,11,,0.36227272727272725,,0.36287878787878786
all26,common,TS,ospa30_t6,13,7,MIX|ALL,upper,28,11,,0.47287878787878784,,0.4731818181818181
all26,common,TS,ospa30_t6,13,8,G1|ALL,lower,11,3,0.28125,0.4269444444444444,,
all26,common,TS,ospa30_t6,13,8,G1|ALL,upper,11,3,0.6588888888888889,0.6422222222222222,,
all26,common,TS,ospa30_t6,13,8,G2|ALL,lower,17,8,,0.4345312499999999,0.44828124999999996,
all26,common,TS,ospa30_t6,13,8,G2|ALL,upper,17,8,,0.5370312500000001,0.5667187499999999,
all26,common,TS,ospa30_t6,13,8,MIX|ALL,lower,28,11,,0.4324621212121212,,0.44253787878787887
all26,common,TS,ospa30_t6,13,8,MIX|ALL,upper,28,11,,0.5657196969696969,,0.5817803030303031
