image_id,building_id,cohort,panel,model,arm,config,horizon,earliest_possible,earliest_confirmed,status
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,ALL,q95,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,ALL,q95,13,8.0,,undetermined
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,ALL,q95,24,14.0,,undetermined
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,G1,ospa30_t6,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,G1,ospa30_t6,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,G1,ospa30_t6,9,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,G1,q95,7,2.0,,undetermined
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,G1,q95,8,2.0,,undetermined
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,G1,q95,9,2.0,,undetermined
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,G2,ospa30_t6,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,G2,ospa30_t6,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,G2,ospa30_t6,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,G2,ospa30_t6,13,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,G2,ospa30_t6,15,9.0,9.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,G2,q95,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,G2,q95,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,G2,q95,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,G2,q95,13,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,G2,q95,15,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,MIX,ospa30_t6,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,MIX,ospa30_t6,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,MIX,ospa30_t6,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,MIX,ospa30_t6,13,8.0,8.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,MIX,ospa30_t6,18,12.0,12.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,MIX,q95,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,MIX,q95,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,MIX,q95,10,5.0,,undetermined
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,MIX,q95,13,6.0,,undetermined
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TS,MIX,q95,18,6.0,,undetermined
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,ALL,ospa30_t6,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,ALL,ospa30_t6,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,ALL,ospa30_t6,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,ALL,ospa30_t6,13,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,ALL,ospa30_t6,24,14.0,14.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,ALL,q95,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,ALL,q95,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,ALL,q95,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,ALL,q95,13,8.0,,undetermined
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,ALL,q95,24,14.0,,undetermined
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,G1,ospa30_t6,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,G1,ospa30_t6,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,G1,ospa30_t6,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,G1,q95,7,2.0,,undetermined
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,G1,q95,8,2.0,,undetermined
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,G1,q95,10,2.0,,undetermined
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,G2,ospa30_t6,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,G2,ospa30_t6,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,G2,ospa30_t6,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,G2,ospa30_t6,13,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,G2,ospa30_t6,14,9.0,9.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,G2,q95,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,G2,q95,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,G2,q95,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,G2,q95,13,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,G2,q95,14,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,MIX,ospa30_t6,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,MIX,ospa30_t6,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,MIX,ospa30_t6,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,MIX,ospa30_t6,13,8.0,8.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,MIX,ospa30_t6,20,13.0,13.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,MIX,q95,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,MIX,q95,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,MIX,q95,10,5.0,,undetermined
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,MIX,q95,13,6.0,,undetermined
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,common,TSB,MIX,q95,20,8.0,,undetermined
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,ALL,ospa30_t6,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,ALL,ospa30_t6,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,ALL,ospa30_t6,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,ALL,ospa30_t6,13,8.0,8.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,ALL,ospa30_t6,25,14.0,14.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,ALL,q95,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,ALL,q95,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,ALL,q95,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,ALL,q95,13,8.0,,undetermined
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,ALL,q95,25,15.0,,undetermined
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,G1,ospa30_t6,7,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,G1,ospa30_t6,8,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,G1,ospa30_t6,10,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,G1,ospa30_t6,13,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,G1,q95,7,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,G1,q95,8,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,G1,q95,10,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,G1,q95,13,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,G2,ospa30_t6,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,G2,ospa30_t6,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,G2,ospa30_t6,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,G2,ospa30_t6,12,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,G2,q95,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,G2,q95,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,G2,q95,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,G2,q95,12,7.0,,undetermined
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,MIX,ospa30_t6,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,MIX,ospa30_t6,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,MIX,ospa30_t6,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,MIX,ospa30_t6,13,8.0,8.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,MIX,ospa30_t6,24,14.0,14.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,MIX,q95,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,MIX,q95,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,MIX,q95,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,MIX,q95,13,8.0,,undetermined
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,all26,native,Q_median2,MIX,q95,24,13.0,,undetermined
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,ALL,ospa30_t6,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,ALL,ospa30_t6,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,ALL,ospa30_t6,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,ALL,ospa30_t6,13,8.0,8.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,ALL,ospa30_t6,20,10.0,10.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,ALL,q95,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,ALL,q95,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,ALL,q95,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,ALL,q95,13,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,ALL,q95,20,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,G1,ospa30_t6,7,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,G1,ospa30_t6,8,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,G1,ospa30_t6,10,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,G1,ospa30_t6,12,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,G1,q95,7,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,G1,q95,8,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,G1,q95,10,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,G1,q95,12,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,G2,ospa30_t6,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,G2,ospa30_t6,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,G2,q95,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,G2,q95,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,MIX,ospa30_t6,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,MIX,ospa30_t6,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,MIX,ospa30_t6,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,MIX,ospa30_t6,13,8.0,8.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,MIX,ospa30_t6,16,9.0,9.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,MIX,q95,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,MIX,q95,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,MIX,q95,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,MIX,q95,13,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,B,MIX,q95,16,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,Q,ALL,ospa30_t6,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,Q,ALL,ospa30_t6,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,Q,ALL,ospa30_t6,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,Q,ALL,ospa30_t6,13,8.0,8.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,Q,ALL,ospa30_t6,20,10.0,10.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,Q,ALL,q95,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,Q,ALL,q95,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,Q,ALL,q95,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,Q,ALL,q95,13,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,Q,ALL,q95,20,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,ALL,ospa30_t6,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,ALL,ospa30_t6,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,ALL,ospa30_t6,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,ALL,ospa30_t6,13,8.0,8.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,ALL,ospa30_t6,20,10.0,10.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,ALL,q95,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,ALL,q95,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,ALL,q95,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,ALL,q95,13,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,ALL,q95,20,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,G1,ospa30_t6,7,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,G1,ospa30_t6,8,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,G1,ospa30_t6,10,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,G1,ospa30_t6,12,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,G1,q95,7,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,G1,q95,8,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,G1,q95,10,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,G1,q95,12,2.0,2.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,G2,ospa30_t6,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,G2,ospa30_t6,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,G2,q95,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,G2,q95,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,MIX,ospa30_t6,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,MIX,ospa30_t6,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,MIX,ospa30_t6,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,MIX,ospa30_t6,13,8.0,8.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,MIX,ospa30_t6,16,9.0,9.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,MIX,q95,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,MIX,q95,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,MIX,q95,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,MIX,q95,13,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QB,MIX,q95,16,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QS,ALL,ospa30_t6,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QS,ALL,ospa30_t6,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QS,ALL,ospa30_t6,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QS,ALL,ospa30_t6,13,8.0,8.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QS,ALL,ospa30_t6,20,10.0,10.0,confirmed_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QS,ALL,q95,7,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QS,ALL,q95,8,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QS,ALL,q95,10,,,not_reached_in_observed_range
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,current20,common,QS,ALL,q95,13,,,not_reached_in_observed_range
