image_id,building_id,cohort,panel,model,arm,config,horizon,earliest_possible,earliest_confirmed,status
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,B,ALL,ospa30_t6,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,B,ALL,q95,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,B,ALL,q95,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,B,ALL,q95,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,B,ALL,q95,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,B,ALL,q95,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,B,G2,ospa30_t6,7,2.0,,undetermined
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,B,G2,ospa30_t6,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,B,G2,ospa30_t6,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,B,G2,ospa30_t6,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,B,G2,ospa30_t6,20,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,B,G2,q95,7,2.0,,undetermined
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,B,G2,q95,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,B,G2,q95,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,B,G2,q95,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,B,G2,q95,20,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,B,MIX,ospa30_t6,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,B,MIX,ospa30_t6,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,B,MIX,q95,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,B,MIX,q95,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q,ALL,ospa30_t6,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q,ALL,ospa30_t6,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q,ALL,ospa30_t6,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q,ALL,ospa30_t6,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q,ALL,ospa30_t6,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q,ALL,q95,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q,ALL,q95,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q,ALL,q95,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q,ALL,q95,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q,ALL,q95,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QB,ALL,ospa30_t6,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QB,ALL,ospa30_t6,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QB,ALL,ospa30_t6,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QB,ALL,ospa30_t6,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QB,ALL,ospa30_t6,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QB,ALL,q95,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QB,ALL,q95,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QB,ALL,q95,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QB,ALL,q95,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QB,ALL,q95,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QS,ALL,ospa30_t6,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QS,ALL,ospa30_t6,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QS,ALL,ospa30_t6,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QS,ALL,ospa30_t6,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QS,ALL,ospa30_t6,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QS,ALL,q95,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QS,ALL,q95,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QS,ALL,q95,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QS,ALL,q95,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QS,ALL,q95,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QSB,ALL,ospa30_t6,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QSB,ALL,ospa30_t6,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QSB,ALL,ospa30_t6,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QSB,ALL,ospa30_t6,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QSB,ALL,ospa30_t6,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QSB,ALL,q95,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QSB,ALL,q95,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QSB,ALL,q95,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QSB,ALL,q95,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QSB,ALL,q95,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QT,ALL,ospa30_t6,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QT,ALL,ospa30_t6,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QT,ALL,ospa30_t6,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QT,ALL,ospa30_t6,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QT,ALL,ospa30_t6,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QT,ALL,q95,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QT,ALL,q95,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QT,ALL,q95,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QT,ALL,q95,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QT,ALL,q95,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTB,ALL,ospa30_t6,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTB,ALL,ospa30_t6,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTB,ALL,ospa30_t6,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTB,ALL,ospa30_t6,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTB,ALL,ospa30_t6,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTB,ALL,q95,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTB,ALL,q95,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTB,ALL,q95,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTB,ALL,q95,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTB,ALL,q95,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTS,ALL,ospa30_t6,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTS,ALL,ospa30_t6,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTS,ALL,ospa30_t6,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTS,ALL,ospa30_t6,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTS,ALL,ospa30_t6,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTS,ALL,q95,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTS,ALL,q95,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTS,ALL,q95,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTS,ALL,q95,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTS,ALL,q95,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTSB,ALL,ospa30_t6,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTSB,ALL,ospa30_t6,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTSB,ALL,ospa30_t6,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTSB,ALL,ospa30_t6,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTSB,ALL,ospa30_t6,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTSB,ALL,q95,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTSB,ALL,q95,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTSB,ALL,q95,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTSB,ALL,q95,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,QTSB,ALL,q95,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,ALL,ospa30_t6,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,ALL,ospa30_t6,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,ALL,ospa30_t6,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,ALL,ospa30_t6,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,ALL,ospa30_t6,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,ALL,q95,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,ALL,q95,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,ALL,q95,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,ALL,q95,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,ALL,q95,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,G1,ospa30_t6,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,G1,ospa30_t6,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,G1,ospa30_t6,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,G1,ospa30_t6,12,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,G1,q95,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,G1,q95,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,G1,q95,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,G1,q95,12,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,G2,ospa30_t6,7,2.0,,undetermined
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,G2,ospa30_t6,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,G2,ospa30_t6,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,G2,ospa30_t6,12,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,G2,q95,7,2.0,,undetermined
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,G2,q95,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,G2,q95,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,G2,q95,12,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,MIX,ospa30_t6,7,2.0,,undetermined
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,MIX,ospa30_t6,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,MIX,ospa30_t6,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,MIX,ospa30_t6,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,MIX,ospa30_t6,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,MIX,q95,7,2.0,,undetermined
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,MIX,q95,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,MIX,q95,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,MIX,q95,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,Q_median2,MIX,q95,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,S,ALL,ospa30_t6,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,S,ALL,ospa30_t6,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,S,ALL,ospa30_t6,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,S,ALL,ospa30_t6,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,S,ALL,ospa30_t6,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,S,ALL,q95,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,S,ALL,q95,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,S,ALL,q95,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,S,ALL,q95,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,S,ALL,q95,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,S,G1,ospa30_t6,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,S,G1,ospa30_t6,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,S,G1,ospa30_t6,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,S,G1,ospa30_t6,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,S,G1,ospa30_t6,22,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,S,G1,q95,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,S,G1,q95,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,S,G1,q95,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,S,G1,q95,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,S,G1,q95,22,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,ALL,ospa30_t6,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,ALL,ospa30_t6,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,ALL,ospa30_t6,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,ALL,ospa30_t6,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,ALL,ospa30_t6,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,ALL,q95,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,ALL,q95,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,ALL,q95,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,ALL,q95,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,ALL,q95,24,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,G2,ospa30_t6,7,2.0,,undetermined
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,G2,ospa30_t6,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,G2,ospa30_t6,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,G2,ospa30_t6,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,G2,ospa30_t6,20,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,G2,q95,7,2.0,,undetermined
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,G2,q95,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,G2,q95,10,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,G2,q95,13,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,G2,q95,20,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,MIX,ospa30_t6,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,MIX,ospa30_t6,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,MIX,q95,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,SB,MIX,q95,8,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,T,ALL,ospa30_t6,7,,,not_reached_in_observed_range
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,all26,common,T,ALL,ospa30_t6,8,,,not_reached_in_observed_range
