cohort,panel,model,config,horizon,k,comparison,bound,images,buildings,G1,ALL,G2,MIX
all26,common,SB,q95,10,5,G2|ALL,lower,41,12,,0.32404861111111116,0.34389583333333335,
all26,common,SB,q95,10,5,G2|ALL,upper,41,12,,0.502736111111111,0.508326388888889,
all26,common,SB,q95,10,5,MIX|ALL,lower,24,5,,0.22866666666666666,,0.21080952380952384
all26,common,SB,q95,10,5,MIX|ALL,upper,24,5,,0.4175357142857143,,0.44886904761904767
all26,common,SB,q95,13,2,G1|ALL,lower,14,3,0.24357142857142855,0.12392857142857143,,
all26,common,SB,q95,13,2,G1|ALL,upper,14,3,0.24357142857142855,0.22150793650793651,,
all26,common,SB,q95,13,2,G2|ALL,lower,41,12,,0.21912500000000001,0.26479861111111114,
all26,common,SB,q95,13,2,G2|ALL,upper,41,12,,0.3141527777777778,0.36591666666666667,
all26,common,SB,q95,13,2,MIX|ALL,lower,23,5,,0.14335714285714285,,0.1259047619047619
all26,common,SB,q95,13,2,MIX|ALL,upper,23,5,,0.2320047619047619,,0.23354761904761903
all26,common,SB,q95,13,3,G1|ALL,lower,14,3,0.24357142857142855,0.12392857142857143,,
all26,common,SB,q95,13,3,G1|ALL,upper,14,3,0.24357142857142855,0.2273015873015873,,
all26,common,SB,q95,13,3,G2|ALL,lower,41,12,,0.21912500000000001,0.26479861111111114,
all26,common,SB,q95,13,3,G2|ALL,upper,41,12,,0.3166875,0.3680347222222222,
all26,common,SB,q95,13,3,MIX|ALL,lower,23,5,,0.14335714285714285,,0.1259047619047619
all26,common,SB,q95,13,3,MIX|ALL,upper,23,5,,0.23788095238095236,,0.24035714285714285
all26,common,SB,q95,13,4,G1|ALL,lower,14,3,0.24357142857142855,0.12392857142857143,,
all26,common,SB,q95,13,4,G1|ALL,upper,14,3,0.24357142857142855,0.2475793650793651,,
all26,common,SB,q95,13,4,G2|ALL,lower,41,12,,0.21912500000000001,0.26479861111111114,
all26,common,SB,q95,13,4,G2|ALL,upper,41,12,,0.32503472222222224,0.3770069444444444,
all26,common,SB,q95,13,4,MIX|ALL,lower,23,5,,0.14335714285714285,,0.1259047619047619
all26,common,SB,q95,13,4,MIX|ALL,upper,23,5,,0.25389761904761904,,0.25957380952380954
all26,common,SB,q95,13,5,G1|ALL,lower,14,3,0.24357142857142855,0.12392857142857143,,
all26,common,SB,q95,13,5,G1|ALL,upper,14,3,0.24357142857142855,0.2553571428571429,,
all26,common,SB,q95,13,5,G2|ALL,lower,41,12,,0.21912500000000001,0.26479861111111114,
all26,common,SB,q95,13,5,G2|ALL,upper,41,12,,0.3383333333333333,0.3879583333333334,
all26,common,SB,q95,13,5,MIX|ALL,lower,23,5,,0.14335714285714285,,0.1259047619047619
all26,common,SB,q95,13,5,MIX|ALL,upper,23,5,,0.2659142857142857,,0.28777857142857144
all26,common,SB,q95,13,6,G1|ALL,lower,14,3,0.2899603174603174,0.19670634920634922,,
all26,common,SB,q95,13,6,G1|ALL,upper,14,3,0.2899603174603174,0.3413888888888889,,
all26,common,SB,q95,13,6,G2|ALL,lower,41,12,,0.30588194444444444,0.31903472222222223,
all26,common,SB,q95,13,6,G2|ALL,upper,41,12,,0.4404652777777778,0.45720138888888884,
all26,common,SB,q95,13,6,MIX|ALL,lower,23,5,,0.19977380952380952,,0.18051190476190476
all26,common,SB,q95,13,6,MIX|ALL,upper,23,5,,0.3419333333333333,,0.3680928571428571
all26,common,SB,q95,13,7,G1|ALL,lower,14,3,0.30496031746031743,0.20563492063492061,,
all26,common,SB,q95,13,7,G1|ALL,upper,14,3,0.30496031746031743,0.37234126984126986,,
all26,common,SB,q95,13,7,G2|ALL,lower,41,12,,0.3199027777777778,0.33210416666666664,
all26,common,SB,q95,13,7,G2|ALL,upper,41,12,,0.4708472222222222,0.4875555555555556,
all26,common,SB,q95,13,7,MIX|ALL,lower,23,5,,0.20978095238095235,,0.19014285714285714
all26,common,SB,q95,13,7,MIX|ALL,upper,23,5,,0.37660476190476194,,0.4072404761904761
all26,common,SB,q95,13,8,G1|ALL,lower,14,3,0.3548015873015873,0.25567460317460317,,
all26,common,SB,q95,13,8,G1|ALL,upper,14,3,0.3550396825396826,0.4479365079365079,,
all26,common,SB,q95,13,8,G2|ALL,lower,41,12,,0.3842152777777778,0.3964513888888889,
all26,common,SB,q95,13,8,G2|ALL,upper,41,12,,0.5520972222222221,0.5707430555555556,
all26,common,SB,q95,13,8,MIX|ALL,lower,23,5,,0.2596047619047619,,0.2336214285714286
all26,common,SB,q95,13,8,MIX|ALL,upper,23,5,,0.45776190476190476,,0.48999523809523804
all26,common,T,ospa30_t6,7,2,G1|ALL,lower,55,15,0.18926666666666664,0.2216674603174603,,
all26,common,T,ospa30_t6,7,2,G1|ALL,upper,55,15,0.7026706349206348,0.7577904761904762,,
all26,common,T,ospa30_t6,7,2,G2|ALL,lower,55,15,,0.2216674603174603,0.24786428571428573,
all26,common,T,ospa30_t6,7,2,G2|ALL,upper,55,15,,0.7577904761904762,0.7864055555555556,
all26,common,T,ospa30_t6,7,2,MIX|ALL,lower,55,15,,0.2216674603174603,,0.21361666666666668
all26,common,T,ospa30_t6,7,2,MIX|ALL,upper,55,15,,0.7577904761904762,,0.7559293650793651
all26,common,T,ospa30_t6,7,2,G1|G2|MIX|ALL,lower,55,15,0.18926666666666664,0.2216674603174603,0.24786428571428573,0.21361666666666668
all26,common,T,ospa30_t6,7,2,G1|G2|MIX|ALL,upper,55,15,0.7026706349206348,0.7577904761904762,0.7864055555555556,0.7559293650793651
all26,common,T,ospa30_t6,8,2,G1|ALL,lower,55,15,0.16751825396825396,0.20074682539682545,,
all26,common,T,ospa30_t6,8,2,G1|ALL,upper,55,15,0.4620023809523809,0.5362698412698413,,
all26,common,T,ospa30_t6,8,2,G2|ALL,lower,55,15,,0.20074682539682545,0.2306904761904762,
all26,common,T,ospa30_t6,8,2,G2|ALL,upper,55,15,,0.5362698412698413,0.5613738095238096,
all26,common,T,ospa30_t6,8,2,MIX|ALL,lower,55,15,,0.20074682539682545,,0.19445873015873014
all26,common,T,ospa30_t6,8,2,MIX|ALL,upper,55,15,,0.5362698412698413,,0.5417539682539683
all26,common,T,ospa30_t6,8,2,G1|G2|MIX|ALL,lower,55,15,0.16751825396825396,0.20074682539682545,0.2306904761904762,0.19445873015873014
all26,common,T,ospa30_t6,8,2,G1|G2|MIX|ALL,upper,55,15,0.4620023809523809,0.5362698412698413,0.5613738095238096,0.5417539682539683
all26,common,T,ospa30_t6,8,3,G1|ALL,lower,55,15,0.16751825396825396,0.20074682539682545,,
all26,common,T,ospa30_t6,8,3,G1|ALL,upper,55,15,0.47354761904761905,0.5510563492063494,,
all26,common,T,ospa30_t6,8,3,G2|ALL,lower,55,15,,0.20074682539682545,0.2306904761904762,
all26,common,T,ospa30_t6,8,3,G2|ALL,upper,55,15,,0.5510563492063494,0.5709174603174603,
all26,common,T,ospa30_t6,8,3,MIX|ALL,lower,55,15,,0.20074682539682545,,0.19445873015873014
all26,common,T,ospa30_t6,8,3,MIX|ALL,upper,55,15,,0.5510563492063494,,0.5531912698412699
all26,common,T,ospa30_t6,8,3,G1|G2|MIX|ALL,lower,55,15,0.16751825396825396,0.20074682539682545,0.2306904761904762,0.19445873015873014
all26,common,T,ospa30_t6,8,3,G1|G2|MIX|ALL,upper,55,15,0.47354761904761905,0.5510563492063494,0.5709174603174603,0.5531912698412699
all26,common,T,ospa30_t6,10,2,G1|ALL,lower,37,12,0.08590476190476189,0.15286706349206353,,
all26,common,T,ospa30_t6,10,2,G1|ALL,upper,37,12,0.17026388888888888,0.2866408730158731,,
all26,common,T,ospa30_t6,10,2,G2|ALL,lower,55,15,,0.1782952380952381,0.211334126984127,
all26,common,T,ospa30_t6,10,2,G2|ALL,upper,55,15,,0.33118888888888887,0.36692619047619046,
all26,common,T,ospa30_t6,10,2,MIX|ALL,lower,55,15,,0.1782952380952381,,0.1773484126984127
all26,common,T,ospa30_t6,10,2,MIX|ALL,upper,55,15,,0.33118888888888887,,0.337431746031746
all26,common,T,ospa30_t6,10,2,G1|G2|MIX|ALL,lower,37,12,0.08590476190476189,0.15286706349206353,0.20338293650793648,0.14822619047619048
all26,common,T,ospa30_t6,10,2,G1|G2|MIX|ALL,upper,37,12,0.17026388888888888,0.2866408730158731,0.37647619047619046,0.2792638888888889
all26,common,T,ospa30_t6,10,3,G1|ALL,lower,37,12,0.08590476190476189,0.15286706349206353,,
all26,common,T,ospa30_t6,10,3,G1|ALL,upper,37,12,0.18062103174603172,0.2938472222222222,,
all26,common,T,ospa30_t6,10,3,G2|ALL,lower,55,15,,0.1782952380952381,0.211334126984127,
all26,common,T,ospa30_t6,10,3,G2|ALL,upper,55,15,,0.33784999999999993,0.37227936507936504,
all26,common,T,ospa30_t6,10,3,MIX|ALL,lower,55,15,,0.1782952380952381,,0.1773484126984127
all26,common,T,ospa30_t6,10,3,MIX|ALL,upper,55,15,,0.33784999999999993,,0.3426888888888888
all26,common,T,ospa30_t6,10,3,G1|G2|MIX|ALL,lower,37,12,0.08590476190476189,0.15286706349206353,0.20338293650793648,0.14822619047619048
all26,common,T,ospa30_t6,10,3,G1|G2|MIX|ALL,upper,37,12,0.18062103174603172,0.2938472222222222,0.3812698412698412,0.2863353174603175
all26,common,T,ospa30_t6,10,4,G1|ALL,lower,37,12,0.08590476190476189,0.1530059523809524,,
all26,common,T,ospa30_t6,10,4,G1|ALL,upper,37,12,0.20922420634920638,0.3126488095238095,,
all26,common,T,ospa30_t6,10,4,G2|ALL,lower,55,15,,0.17843412698412697,0.211334126984127,
all26,common,T,ospa30_t6,10,4,G2|ALL,upper,55,15,,0.35272857142857134,0.38484682539682535,
all26,common,T,ospa30_t6,10,4,MIX|ALL,lower,55,15,,0.17843412698412697,,0.1776261904761905
all26,common,T,ospa30_t6,10,4,MIX|ALL,upper,55,15,,0.35272857142857134,,0.35966666666666663
all26,common,T,ospa30_t6,10,4,G1|G2|MIX|ALL,lower,37,12,0.08590476190476189,0.1530059523809524,0.20338293650793648,0.14850396825396825
all26,common,T,ospa30_t6,10,4,G1|G2|MIX|ALL,upper,37,12,0.20922420634920638,0.3126488095238095,0.3957777777777778,0.30698214285714287
all26,common,T,ospa30_t6,10,5,G1|ALL,lower,37,12,0.2130277777777778,0.2584464285714286,,
all26,common,T,ospa30_t6,10,5,G1|ALL,upper,37,12,0.3784503968253968,0.45205158730158734,,
all26,common,T,ospa30_t6,10,5,G2|ALL,lower,55,15,,0.262484126984127,0.2682468253968254,
all26,common,T,ospa30_t6,10,5,G2|ALL,upper,55,15,,0.4630436507936508,0.46856904761904766,
all26,common,T,ospa30_t6,10,5,MIX|ALL,lower,55,15,,0.262484126984127,,0.26630238095238096
all26,common,T,ospa30_t6,10,5,MIX|ALL,upper,55,15,,0.4630436507936508,,0.47334682539682543
all26,common,T,ospa30_t6,10,5,G1|G2|MIX|ALL,lower,37,12,0.2130277777777778,0.2584464285714286,0.2687539682539682,0.2582083333333333
all26,common,T,ospa30_t6,10,5,G1|G2|MIX|ALL,upper,37,12,0.3784503968253968,0.45205158730158734,0.49518849206349197,0.448468253968254
all26,common,T,ospa30_t6,13,2,G1|ALL,lower,9,3,0.23763888888888887,0.19583333333333333,,
all26,common,T,ospa30_t6,13,2,G1|ALL,upper,9,3,0.24611111111111109,0.2818055555555556,,
all26,common,T,ospa30_t6,13,2,G2|ALL,lower,41,9,,0.16416666666666668,0.19142195767195766,
all26,common,T,ospa30_t6,13,2,G2|ALL,upper,41,9,,0.21452380952380953,0.25958994708994715,
all26,common,T,ospa30_t6,13,2,MIX|ALL,lower,55,15,,0.16736666666666666,,0.1663222222222222
all26,common,T,ospa30_t6,13,2,MIX|ALL,upper,55,15,,0.23225873015873016,,0.23397857142857142
all26,common,T,ospa30_t6,13,3,G1|ALL,lower,9,3,0.23763888888888887,0.19583333333333333,,
all26,common,T,ospa30_t6,13,3,G1|ALL,upper,9,3,0.24708333333333332,0.28638888888888886,,
all26,common,T,ospa30_t6,13,3,G2|ALL,lower,41,9,,0.16416666666666668,0.19142195767195766,
all26,common,T,ospa30_t6,13,3,G2|ALL,upper,41,9,,0.21670634920634918,0.26318121693121693,
all26,common,T,ospa30_t6,13,3,MIX|ALL,lower,55,15,,0.16736666666666666,,0.1663222222222222
all26,common,T,ospa30_t6,13,3,MIX|ALL,upper,55,15,,0.235268253968254,,0.23738253968253967
all26,common,T,ospa30_t6,13,4,G1|ALL,lower,9,3,0.23763888888888887,0.19583333333333333,,
all26,common,T,ospa30_t6,13,4,G1|ALL,upper,9,3,0.24916666666666665,0.2969444444444444,,
all26,common,T,ospa30_t6,13,4,G2|ALL,lower,41,9,,0.16416666666666668,0.19142195767195766,
all26,common,T,ospa30_t6,13,4,G2|ALL,upper,41,9,,0.225978835978836,0.2765542328042328,
all26,common,T,ospa30_t6,13,4,MIX|ALL,lower,55,15,,0.16736666666666666,,0.1663222222222222
all26,common,T,ospa30_t6,13,4,MIX|ALL,upper,55,15,,0.24444285714285716,,0.24719841269841267
all26,common,T,ospa30_t6,13,5,G1|ALL,lower,9,3,0.23763888888888887,0.19583333333333333,,
all26,common,T,ospa30_t6,13,5,G1|ALL,upper,9,3,0.2534722222222222,0.32,,
all26,common,T,ospa30_t6,13,5,G2|ALL,lower,41,9,,0.16416666666666668,0.19142195767195766,
all26,common,T,ospa30_t6,13,5,G2|ALL,upper,41,9,,0.24374338624338623,0.30898809523809523,
all26,common,T,ospa30_t6,13,5,MIX|ALL,lower,55,15,,0.16736666666666666,,0.1663222222222222
all26,common,T,ospa30_t6,13,5,MIX|ALL,upper,55,15,,0.26151269841269836,,0.2657587301587302
all26,common,T,ospa30_t6,13,6,G1|ALL,lower,9,3,0.34722222222222227,0.31,,
all26,common,T,ospa30_t6,13,6,G1|ALL,upper,9,3,0.37333333333333335,0.4581944444444444,,
all26,common,T,ospa30_t6,13,6,G2|ALL,lower,41,9,,0.26418650793650794,0.2343849206349206,
all26,common,T,ospa30_t6,13,6,G2|ALL,upper,41,9,,0.3674007936507937,0.3865542328042328,
all26,common,T,ospa30_t6,13,6,MIX|ALL,lower,55,15,,0.24754523809523812,,0.2466079365079365
all26,common,T,ospa30_t6,13,6,MIX|ALL,upper,55,15,,0.3634960317460318,,0.3671476190476191
all26,common,T,ospa30_t6,13,7,G1|ALL,lower,9,3,0.3636111111111111,0.3219444444444444,,
all26,common,T,ospa30_t6,13,7,G1|ALL,upper,9,3,0.40111111111111103,0.48263888888888884,,
all26,common,T,ospa30_t6,13,7,G2|ALL,lower,41,9,,0.2771362433862434,0.24202380952380953,
all26,common,T,ospa30_t6,13,7,G2|ALL,upper,41,9,,0.40044973544973544,0.4246560846560847,
all26,common,T,ospa30_t6,13,7,MIX|ALL,lower,55,15,,0.2574373015873016,,0.26110714285714287
all26,common,T,ospa30_t6,13,7,MIX|ALL,upper,55,15,,0.39101428571428565,,0.4038238095238095
all26,common,T,ospa30_t6,13,8,G1|ALL,lower,9,3,0.4070833333333333,0.3727777777777778,,
all26,common,T,ospa30_t6,13,8,G1|ALL,upper,9,3,0.4618055555555556,0.5559722222222222,,
all26,common,T,ospa30_t6,13,8,G2|ALL,lower,41,9,,0.34943783068783074,0.30201719576719577,
all26,common,T,ospa30_t6,13,8,G2|ALL,upper,41,9,,0.4970304232804234,0.5231349206349205,
all26,common,T,ospa30_t6,13,8,MIX|ALL,lower,55,15,,0.3103515873015873,,0.31579206349206357
all26,common,T,ospa30_t6,13,8,MIX|ALL,upper,55,15,,0.4657960317460317,,0.48218095238095243
all26,common,T,q95,7,2,G1|ALL,lower,55,15,0.21877619047619046,0.25598095238095236,,
all26,common,T,q95,7,2,G1|ALL,upper,55,15,0.7047095238095236,0.7594690476190474,,
all26,common,T,q95,7,2,G2|ALL,lower,55,15,,0.25598095238095236,0.27740873015873013,
all26,common,T,q95,7,2,G2|ALL,upper,55,15,,0.7594690476190474,0.7844968253968253,
all26,common,T,q95,7,2,MIX|ALL,lower,55,15,,0.25598095238095236,,0.25107698412698415
all26,common,T,q95,7,2,MIX|ALL,upper,55,15,,0.7594690476190474,,0.7599277777777778
all26,common,T,q95,7,2,G1|G2|MIX|ALL,lower,55,15,0.21877619047619046,0.25598095238095236,0.27740873015873013,0.25107698412698415
all26,common,T,q95,7,2,G1|G2|MIX|ALL,upper,55,15,0.7047095238095236,0.7594690476190474,0.7844968253968253,0.7599277777777778
all26,common,T,q95,8,2,G1|ALL,lower,55,15,0.19643809523809527,0.2370404761904762,,
all26,common,T,q95,8,2,G1|ALL,upper,55,15,0.4813031746031747,0.5441039682539682,,
all26,common,T,q95,8,2,G2|ALL,lower,55,15,,0.2370404761904762,0.25719047619047625,
all26,common,T,q95,8,2,G2|ALL,upper,55,15,,0.5441039682539682,0.553768253968254,
all26,common,T,q95,8,2,MIX|ALL,lower,55,15,,0.2370404761904762,,0.23133015873015877
all26,common,T,q95,8,2,MIX|ALL,upper,55,15,,0.5441039682539682,,0.5517626984126983
all26,common,T,q95,8,2,G1|G2|MIX|ALL,lower,55,15,0.19643809523809527,0.2370404761904762,0.25719047619047625,0.23133015873015877
all26,common,T,q95,8,2,G1|G2|MIX|ALL,upper,55,15,0.4813031746031747,0.5441039682539682,0.553768253968254,0.5517626984126983
all26,common,T,q95,8,3,G1|ALL,lower,55,15,0.19643809523809527,0.2370404761904762,,
all26,common,T,q95,8,3,G1|ALL,upper,55,15,0.4941642857142857,0.5550285714285715,,
all26,common,T,q95,8,3,G2|ALL,lower,55,15,,0.2370404761904762,0.25719047619047625,
all26,common,T,q95,8,3,G2|ALL,upper,55,15,,0.5550285714285715,0.5591507936507937,
all26,common,T,q95,8,3,MIX|ALL,lower,55,15,,0.2370404761904762,,0.23133015873015877
all26,common,T,q95,8,3,MIX|ALL,upper,55,15,,0.5550285714285715,,0.5638619047619048
all26,common,T,q95,8,3,G1|G2|MIX|ALL,lower,55,15,0.19643809523809527,0.2370404761904762,0.25719047619047625,0.23133015873015877
all26,common,T,q95,8,3,G1|G2|MIX|ALL,upper,55,15,0.4941642857142857,0.5550285714285715,0.5591507936507937,0.5638619047619048
all26,common,T,q95,10,2,G1|ALL,lower,37,12,0.12541269841269842,0.21948412698412698,,
all26,common,T,q95,10,2,G1|ALL,upper,37,12,0.23158928571428575,0.34462896825396827,,
all26,common,T,q95,10,2,G2|ALL,lower,55,15,,0.21342301587301588,0.2382063492063492,
all26,common,T,q95,10,2,G2|ALL,upper,55,15,,0.35489365079365076,0.3618388888888889,
all26,common,T,q95,10,2,MIX|ALL,lower,55,15,,0.21342301587301588,,0.21176031746031748
all26,common,T,q95,10,2,MIX|ALL,upper,55,15,,0.35489365079365076,,0.3685380952380953
all26,common,T,q95,10,2,G1|G2|MIX|ALL,lower,37,12,0.12541269841269842,0.21948412698412698,0.24601587301587302,0.21556944444444448
all26,common,T,q95,10,2,G1|G2|MIX|ALL,upper,37,12,0.23158928571428575,0.34462896825396827,0.387484126984127,0.346640873015873
all26,common,T,q95,10,3,G1|ALL,lower,37,12,0.12541269841269842,0.21948412698412698,,
all26,common,T,q95,10,3,G1|ALL,upper,37,12,0.23806547619047624,0.34825198412698416,,
all26,common,T,q95,10,3,G2|ALL,lower,55,15,,0.21342301587301588,0.2382063492063492,
all26,common,T,q95,10,3,G2|ALL,upper,55,15,,0.36007619047619055,0.36515000000000003,
all26,common,T,q95,10,3,MIX|ALL,lower,55,15,,0.21342301587301588,,0.21176031746031748
all26,common,T,q95,10,3,MIX|ALL,upper,55,15,,0.36007619047619055,,0.3740222222222222
all26,common,T,q95,10,3,G1|G2|MIX|ALL,lower,37,12,0.12541269841269842,0.21948412698412698,0.24601587301587302,0.21556944444444448
all26,common,T,q95,10,3,G1|G2|MIX|ALL,upper,37,12,0.23806547619047624,0.34825198412698416,0.3892103174603174,0.3504503968253969
all26,common,T,q95,10,4,G1|ALL,lower,37,12,0.12547222222222223,0.21962301587301583,,
all26,common,T,q95,10,4,G1|ALL,upper,37,12,0.2539027777777778,0.3589007936507937,,
all26,common,T,q95,10,4,G2|ALL,lower,55,15,,0.21356190476190476,0.23831746031746032,
all26,common,T,q95,10,4,G2|ALL,upper,55,15,,0.37378571428571433,0.3739063492063492,
all26,common,T,q95,10,4,MIX|ALL,lower,55,15,,0.21356190476190476,,0.21203809523809525
all26,common,T,q95,10,4,MIX|ALL,upper,55,15,,0.37378571428571433,,0.3871650793650794
all26,common,T,q95,10,4,G1|G2|MIX|ALL,lower,37,12,0.12547222222222223,0.21962301587301583,0.24618253968253967,0.21584722222222222
all26,common,T,q95,10,4,G1|G2|MIX|ALL,upper,37,12,0.2539027777777778,0.3589007936507937,0.396436507936508,0.3600555555555556
all26,common,T,q95,10,5,G1|ALL,lower,37,12,0.28726587301587303,0.33333730158730157,,
all26,common,T,q95,10,5,G1|ALL,upper,37,12,0.43853373015873004,0.48467460317460326,,
all26,common,T,q95,10,5,G2|ALL,lower,55,15,,0.2999055555555556,0.3013333333333333,
all26,common,T,q95,10,5,G2|ALL,upper,55,15,,0.47711746031746033,0.45089761904761905,
all26,common,T,q95,10,5,MIX|ALL,lower,55,15,,0.2999055555555556,,0.3017698412698413
all26,common,T,q95,10,5,MIX|ALL,upper,55,15,,0.47711746031746033,,0.4960587301587302
all26,common,T,q95,10,5,G1|G2|MIX|ALL,lower,37,12,0.28726587301587303,0.33333730158730157,0.3233769841269842,0.3370376984126984
all26,common,T,q95,10,5,G1|G2|MIX|ALL,upper,37,12,0.43853373015873004,0.48467460317460326,0.48507539682539674,0.4947738095238095
all26,common,T,q95,13,2,G1|ALL,lower,9,3,0.26805555555555555,0.26416666666666666,,
all26,common,T,q95,13,2,G1|ALL,upper,9,3,0.26805555555555555,0.3927777777777777,,
all26,common,T,q95,13,2,G2|ALL,lower,41,9,,0.19519841269841268,0.20447751322751323,
all26,common,T,q95,13,2,G2|ALL,upper,41,9,,0.25966931216931216,0.2510780423280423,
all26,common,T,q95,13,2,MIX|ALL,lower,55,15,,0.2000857142857143,,0.19858888888888887
all26,common,T,q95,13,2,MIX|ALL,upper,55,15,,0.29562380952380957,,0.30439761904761903
all26,common,T,q95,13,3,G1|ALL,lower,9,3,0.26805555555555555,0.26416666666666666,,
all26,common,T,q95,13,3,G1|ALL,upper,9,3,0.26805555555555555,0.3938888888888889,,
all26,common,T,q95,13,3,G2|ALL,lower,41,9,,0.19519841269841268,0.20447751322751323,
all26,common,T,q95,13,3,G2|ALL,upper,41,9,,0.263776455026455,0.2529960317460318,
all26,common,T,q95,13,3,MIX|ALL,lower,55,15,,0.2000857142857143,,0.19858888888888887
all26,common,T,q95,13,3,MIX|ALL,upper,55,15,,0.29881031746031744,,0.308834126984127
all26,common,T,q95,13,4,G1|ALL,lower,9,3,0.26805555555555555,0.26416666666666666,,
all26,common,T,q95,13,4,G1|ALL,upper,9,3,0.26805555555555555,0.3975,,
all26,common,T,q95,13,4,G2|ALL,lower,41,9,,0.19519841269841268,0.20447751322751323,
all26,common,T,q95,13,4,G2|ALL,upper,41,9,,0.27479497354497356,0.260271164021164,
all26,common,T,q95,13,4,MIX|ALL,lower,55,15,,0.2000857142857143,,0.19858888888888887
all26,common,T,q95,13,4,MIX|ALL,upper,55,15,,0.3095436507936508,,0.3190920634920634
all26,common,T,q95,13,5,G1|ALL,lower,9,3,0.26805555555555555,0.26416666666666666,,
all26,common,T,q95,13,5,G1|ALL,upper,9,3,0.26805555555555555,0.4025,,
all26,common,T,q95,13,5,G2|ALL,lower,41,9,,0.19519841269841268,0.20447751322751323,
all26,common,T,q95,13,5,G2|ALL,upper,41,9,,0.2862301587301588,0.27494708994708994,
all26,common,T,q95,13,5,MIX|ALL,lower,55,15,,0.2000857142857143,,0.19867222222222222
all26,common,T,q95,13,5,MIX|ALL,upper,55,15,,0.3217380952380952,,0.33332936507936506
all26,common,T,q95,13,6,G1|ALL,lower,9,3,0.38472222222222224,0.35874999999999996,,
all26,common,T,q95,13,6,G1|ALL,upper,9,3,0.38472222222222224,0.5020833333333333,,
all26,common,T,q95,13,6,G2|ALL,lower,41,9,,0.3044113756613756,0.26674603174603173,
all26,common,T,q95,13,6,G2|ALL,upper,41,9,,0.4095833333333333,0.3521296296296297,
all26,common,T,q95,13,6,MIX|ALL,lower,55,15,,0.2840468253968254,,0.28333015873015877
all26,common,T,q95,13,6,MIX|ALL,upper,55,15,,0.4206500000000001,,0.43405396825396825
all26,common,T,q95,13,7,G1|ALL,lower,9,3,0.40277777777777773,0.36861111111111117,,
all26,common,T,q95,13,7,G1|ALL,upper,9,3,0.40277777777777773,0.5238888888888888,,
all26,common,T,q95,13,7,G2|ALL,lower,41,9,,0.32298941798941794,0.2779497354497354,
all26,common,T,q95,13,7,G2|ALL,upper,41,9,,0.4457804232804232,0.38232142857142853,
all26,common,T,q95,13,7,MIX|ALL,lower,55,15,,0.29704920634920634,,0.2992404761904762
all26,common,T,q95,13,7,MIX|ALL,upper,55,15,,0.4511460317460317,,0.46926507936507933
all26,common,T,q95,13,8,G1|ALL,lower,9,3,0.45249999999999996,0.40972222222222215,,
all26,common,T,q95,13,8,G1|ALL,upper,9,3,0.45249999999999996,0.5758333333333333,,
all26,common,T,q95,13,8,G2|ALL,lower,41,9,,0.40888227513227515,0.3956481481481482,
all26,common,T,q95,13,8,G2|ALL,upper,41,9,,0.5517195767195767,0.521904761904762,
all26,common,T,q95,13,8,MIX|ALL,lower,55,15,,0.35850714285714286,,0.35966904761904767
all26,common,T,q95,13,8,MIX|ALL,upper,55,15,,0.5312650793650793,,0.548584126984127
all26,common,TB,ospa30_t6,7,2,G1|ALL,lower,38,9,0.1562473544973545,0.14495502645502645,,
all26,common,TB,ospa30_t6,7,2,G1|ALL,upper,38,9,0.7092962962962963,0.7505767195767196,,
all26,common,TB,ospa30_t6,7,2,G2|ALL,lower,55,15,,0.2216674603174603,0.23896825396825394,
all26,common,TB,ospa30_t6,7,2,G2|ALL,upper,55,15,,0.7577904761904762,0.7937404761904762,
all26,common,TB,ospa30_t6,7,2,MIX|ALL,lower,48,14,,0.17875085034013605,,0.11123979591836734
all26,common,TB,ospa30_t6,7,2,MIX|ALL,upper,48,14,,0.7328112244897959,,0.6961777210884355
all26,common,TB,ospa30_t6,7,2,G1|G2|MIX|ALL,lower,38,9,0.1562473544973545,0.14495502645502645,0.13078042328042327,0.13276190476190475
all26,common,TB,ospa30_t6,7,2,G1|G2|MIX|ALL,upper,38,9,0.7092962962962963,0.7505767195767196,0.7678082010582011,0.7498412698412699
all26,common,TB,ospa30_t6,8,2,G1|ALL,lower,38,9,0.1356574074074074,0.12059656084656084,,
all26,common,TB,ospa30_t6,8,2,G1|ALL,upper,38,9,0.4687671957671957,0.5160052910052909,,
all26,common,TB,ospa30_t6,8,2,G2|ALL,lower,55,15,,0.20074682539682545,0.22365396825396822,
all26,common,TB,ospa30_t6,8,2,G2|ALL,upper,55,15,,0.5362698412698413,0.5659142857142857,
all26,common,TB,ospa30_t6,8,2,MIX|ALL,lower,48,14,,0.15523469387755104,,0.07404166666666667
all26,common,TB,ospa30_t6,8,2,MIX|ALL,upper,48,14,,0.5061819727891157,,0.43368537414965985
all26,common,TB,ospa30_t6,8,2,G1|G2|MIX|ALL,lower,38,9,0.1356574074074074,0.12059656084656084,0.11238624338624341,0.11517592592592593
all26,common,TB,ospa30_t6,8,2,G1|G2|MIX|ALL,upper,38,9,0.4687671957671957,0.5160052910052909,0.5143478835978835,0.5230939153439154
all26,common,TB,ospa30_t6,8,3,G1|ALL,lower,38,9,0.1356574074074074,0.12059656084656084,,
all26,common,TB,ospa30_t6,8,3,G1|ALL,upper,38,9,0.4772923280423281,0.5247698412698413,,
all26,common,TB,ospa30_t6,8,3,G2|ALL,lower,55,15,,0.20074682539682545,0.22365396825396822,
