feature,algorithm,condition,target,n,buildings,MAE,building_macro_MAE
C_da3_layer11_global,ridge,manual,late_support_promotions_rate,133,20,0.148812814409,0.161113566218
C_da3_layer11_global,ridge,manual,medoid_reference_abs_change,124,19,0.0234583585691,0.0246690791434
C_da3_layer11_global,ridge,manual,same_point_multimodal,166,22,0.347139555891,0.333830334182
C_da3_layer11_global,ridge,manual,stable_D10,42,15,0.320885119032,0.331141146503
C_da3_layer11_global,ridge,manual,stable_G10,42,15,0.310218684923,0.303288247104
C_da3_layer11_global,ridge,manual,stable_P,42,15,0.311741824219,0.328419570919
C_da3_layer11_global,ridge,manual,stable_multimode_G10,42,15,0.272994735504,0.245502061859
C_da3_layer11_global,ridge,manual,supported_multimodal,166,22,0.435889810673,0.4108624336
C_da3_layer11_global,ridge,semi,half_TV,42,12,0.160348160853,0.14950286743
C_da3_layer11_global,ridge,semi,half_future_uncovered,42,12,0.483539512859,0.431611739436
C_da3_layer11_global,ridge,semi,late_novel_geometry_rate,42,12,0.278184106688,0.257297538912
C_da3_layer11_global,ridge,semi,late_support_promotions_rate,42,12,0.170872599473,0.14647135379
C_da3_layer11_global,ridge,semi,medoid_reference_abs_change,42,12,0.0194552167682,0.016233490132
C_da3_layer11_global,ridge,semi,same_point_multimodal,43,12,0.395859992877,0.393355003227
C_da3_layer11_global,ridge,semi,stable_D10,16,7,0.353115164891,0.384320858324
C_da3_layer11_global,ridge,semi,stable_G10,16,7,0.416695688545,0.475260131668
C_da3_layer11_global,ridge,semi,stable_P,16,7,0.353115164891,0.384320858324
C_da3_layer11_global,ridge,semi,stable_multimode_G10,16,7,0.361630877911,0.329906254337
C_da3_layer11_global,ridge,semi,supported_multimodal,43,12,0.381100652586,0.34834212706
C_hohonet_shared_global,knn,manual,half_TV,133,20,0.0854843757809,0.101034039124
C_hohonet_shared_global,knn,manual,half_future_uncovered,133,20,0.299167337536,0.315518608213
C_hohonet_shared_global,knn,manual,late_novel_geometry_rate,133,20,0.214370091896,0.237290921501
C_hohonet_shared_global,knn,manual,late_support_promotions_rate,133,20,0.140937343358,0.140662820744
C_hohonet_shared_global,knn,manual,medoid_reference_abs_change,124,19,0.0209353270432,0.022362217986
C_hohonet_shared_global,knn,manual,same_point_multimodal,166,22,0.339357429719,0.31412901072
C_hohonet_shared_global,knn,manual,stable_D10,42,15,0.385634920635,0.419720634921
C_hohonet_shared_global,knn,manual,stable_G10,42,15,0.317746031746,0.367012063492
C_hohonet_shared_global,knn,manual,stable_P,42,15,0.363968253968,0.418501587302
C_hohonet_shared_global,knn,manual,stable_multimode_G10,42,15,0.292253968254,0.248483809524
C_hohonet_shared_global,knn,manual,supported_multimodal,166,22,0.446586345382,0.427854468764
C_hohonet_shared_global,knn,semi,half_TV,42,12,0.127282454985,0.126306412377
C_hohonet_shared_global,knn,semi,half_future_uncovered,42,12,0.402773448774,0.378712112193
C_hohonet_shared_global,knn,semi,late_novel_geometry_rate,42,12,0.22453968254,0.212388888889
C_hohonet_shared_global,knn,semi,late_support_promotions_rate,42,12,0.148563492063,0.149118948413
C_hohonet_shared_global,knn,semi,medoid_reference_abs_change,42,12,0.0175295210717,0.017251167057
C_hohonet_shared_global,knn,semi,same_point_multimodal,43,12,0.421705426357,0.400529100529
C_hohonet_shared_global,knn,semi,stable_D10,16,7,0.252625,0.281571428571
C_hohonet_shared_global,knn,semi,stable_G10,16,7,0.290333333333,0.393261904762
C_hohonet_shared_global,knn,semi,stable_P,16,7,0.252625,0.281571428571
C_hohonet_shared_global,knn,semi,stable_multimode_G10,16,7,0.441875,0.388742857143
C_hohonet_shared_global,knn,semi,supported_multimodal,43,12,0.51007751938,0.464517195767
C_hohonet_shared_global,ridge,manual,half_TV,133,20,0.0822201340093,0.0971572485977
C_hohonet_shared_global,ridge,manual,half_future_uncovered,133,20,0.306119058528,0.335742470052
C_hohonet_shared_global,ridge,manual,late_novel_geometry_rate,133,20,0.194408055002,0.221245105352
C_hohonet_shared_global,ridge,manual,late_support_promotions_rate,133,20,0.150969436984,0.170147475343
C_hohonet_shared_global,ridge,manual,medoid_reference_abs_change,124,19,0.0225213146905,0.0230773547484
C_hohonet_shared_global,ridge,manual,same_point_multimodal,166,22,0.347504969165,0.341088290527
C_hohonet_shared_global,ridge,manual,stable_D10,42,15,0.347497357604,0.338365437131
C_hohonet_shared_global,ridge,manual,stable_G10,42,15,0.391578592811,0.43153303169
C_hohonet_shared_global,ridge,manual,stable_P,42,15,0.335310411708,0.339118548099
C_hohonet_shared_global,ridge,manual,stable_multimode_G10,42,15,0.272442746415,0.206025262042
C_hohonet_shared_global,ridge,manual,supported_multimodal,166,22,0.385535066551,0.390504260515
C_hohonet_shared_global,ridge,semi,half_TV,42,12,0.148075054843,0.13868528887
C_hohonet_shared_global,ridge,semi,half_future_uncovered,42,12,0.453424721157,0.456004541444
C_hohonet_shared_global,ridge,semi,late_novel_geometry_rate,42,12,0.250087685382,0.262793579246
C_hohonet_shared_global,ridge,semi,late_support_promotions_rate,42,12,0.184095259877,0.179465713112
C_hohonet_shared_global,ridge,semi,medoid_reference_abs_change,42,12,0.0200539166278,0.0198648422611
C_hohonet_shared_global,ridge,semi,same_point_multimodal,43,12,0.375319961444,0.401495996516
C_hohonet_shared_global,ridge,semi,stable_D10,16,7,0.258189218069,0.287735133407
C_hohonet_shared_global,ridge,semi,stable_G10,16,7,0.302448560738,0.320083088845
C_hohonet_shared_global,ridge,semi,stable_P,16,7,0.258189218069,0.287735133407
C_hohonet_shared_global,ridge,semi,stable_multimode_G10,16,7,0.325563375762,0.281207304707
C_hohonet_shared_global,ridge,semi,supported_multimodal,43,12,0.496406301475,0.468564687962
model_feedback,knn,manual,half_TV,133,20,0.0771695567376,0.0957574501437
model_feedback,knn,manual,half_future_uncovered,133,20,0.273325105694,0.328450393887
model_feedback,knn,manual,late_novel_geometry_rate,133,20,0.188305764411,0.216165342528
model_feedback,knn,manual,late_support_promotions_rate,133,20,0.141944862155,0.15109024494
model_feedback,knn,manual,medoid_reference_abs_change,124,19,0.0207724610008,0.0224768482449
model_feedback,knn,manual,same_point_multimodal,166,22,0.384738955823,0.40257179689
model_feedback,knn,manual,stable_D10,42,15,0.31919047619,0.355184761905
model_feedback,knn,manual,stable_G10,42,15,0.316095238095,0.359927619048
model_feedback,knn,manual,stable_P,42,15,0.313952380952,0.351276190476
model_feedback,knn,manual,stable_multimode_G10,42,15,0.328857142857,0.30896952381
model_feedback,knn,manual,supported_multimodal,166,22,0.5,0.50257516053
model_feedback,knn,semi,half_TV,42,12,0.114445892151,0.111802001263
model_feedback,knn,semi,half_future_uncovered,42,12,0.353445526696,0.329414154942
model_feedback,knn,semi,late_novel_geometry_rate,42,12,0.207650793651,0.201995734127
model_feedback,knn,semi,late_support_promotions_rate,42,12,0.141441798942,0.140362830688
model_feedback,knn,semi,medoid_reference_abs_change,42,12,0.0169761713407,0.0177353241732
model_feedback,knn,semi,same_point_multimodal,43,12,0.378294573643,0.351865079365
model_feedback,knn,semi,stable_D10,16,7,0.247208333333,0.298538095238
model_feedback,knn,semi,stable_G10,16,7,0.287125,0.385947619048
model_feedback,knn,semi,stable_P,16,7,0.247208333333,0.298538095238
model_feedback,knn,semi,stable_multimode_G10,16,7,0.44275,0.376119047619
model_feedback,knn,semi,supported_multimodal,43,12,0.567441860465,0.567678571429
model_feedback,ridge,manual,half_TV,133,20,0.0764040247931,0.083748216862
model_feedback,ridge,manual,half_future_uncovered,133,20,0.292473539042,0.30267292776
model_feedback,ridge,manual,late_novel_geometry_rate,133,20,0.188874830536,0.203304536184
model_feedback,ridge,manual,late_support_promotions_rate,133,20,0.139771959679,0.162931782101
model_feedback,ridge,manual,medoid_reference_abs_change,124,19,0.0205072907538,0.0223527198177
model_feedback,ridge,manual,same_point_multimodal,166,22,0.328387879567,0.298788294308
model_feedback,ridge,manual,stable_D10,42,15,0.375518169809,0.381789887583
model_feedback,ridge,manual,stable_G10,42,15,0.342251996648,0.355992079363
model_feedback,ridge,manual,stable_P,42,15,0.367938748925,0.377111048781
model_feedback,ridge,manual,stable_multimode_G10,42,15,0.287293238966,0.260343627586
model_feedback,ridge,manual,supported_multimodal,166,22,0.451817748739,0.415329347084
model_feedback,ridge,semi,half_TV,42,12,0.116800669505,0.110082801194
model_feedback,ridge,semi,half_future_uncovered,42,12,0.36804865004,0.332238685309
model_feedback,ridge,semi,late_novel_geometry_rate,42,12,0.207258575957,0.196657537781
model_feedback,ridge,semi,late_support_promotions_rate,42,12,0.14266885988,0.141916875531
model_feedback,ridge,semi,medoid_reference_abs_change,42,12,0.0174862162263,0.0181645416879
model_feedback,ridge,semi,same_point_multimodal,43,12,0.378199331916,0.365300166066
model_feedback,ridge,semi,stable_D10,16,7,0.300574957414,0.34548873947
model_feedback,ridge,semi,stable_G10,16,7,0.318573248165,0.39367774901
model_feedback,ridge,semi,stable_P,16,7,0.300574957414,0.34548873947
model_feedback,ridge,semi,stable_multimode_G10,16,7,0.379220770086,0.269116270513
model_feedback,ridge,semi,supported_multimodal,43,12,0.530262562658,0.546561215143
model_points,knn,manual,half_TV,133,20,0.0875490765297,0.102555191805
model_points,knn,manual,half_future_uncovered,133,20,0.275570681755,0.304044361835
model_points,knn,manual,late_novel_geometry_rate,133,20,0.200330827068,0.208121569634
model_points,knn,manual,late_support_promotions_rate,133,20,0.14707101086,0.155019679009
model_points,knn,manual,medoid_reference_abs_change,124,19,0.0191481357243,0.0230919200734
model_points,knn,manual,same_point_multimodal,166,22,0.273092369478,0.264231685823
model_points,knn,manual,stable_D10,42,15,0.365857142857,0.375297142857
model_points,knn,manual,stable_G10,42,15,0.32919047619,0.344426666667
model_points,knn,manual,stable_P,42,15,0.360523809524,0.3778
model_points,knn,manual,stable_multimode_G10,42,15,0.230158730159,0.18426984127
model_points,knn,manual,supported_multimodal,166,22,0.389558232932,0.376865853002
model_points,knn,semi,half_TV,42,12,0.111741144363,0.105107162071
model_points,knn,semi,half_future_uncovered,42,12,0.347440957191,0.320083581349
model_points,knn,semi,late_novel_geometry_rate,42,12,0.181722222222,0.179526234568
model_points,knn,semi,late_support_promotions_rate,42,12,0.135833333333,0.140076917989
model_points,knn,semi,medoid_reference_abs_change,42,12,0.0169544383557,0.0176335929093
model_points,knn,semi,same_point_multimodal,43,12,0.333333333333,0.305191798942
model_points,knn,semi,stable_D10,16,7,0.212666666667,0.277968253968
model_points,knn,semi,stable_G10,16,7,0.274208333333,0.407714285714
model_points,knn,semi,stable_P,16,7,0.212666666667,0.277968253968
model_points,knn,semi,stable_multimode_G10,16,7,0.310416666667,0.246428571429
model_points,knn,semi,supported_multimodal,43,12,0.533333333333,0.530919312169
model_points,ridge,manual,half_TV,133,20,0.0801551065427,0.093301518751
model_points,ridge,manual,half_future_uncovered,133,20,0.292404459473,0.31244952857
model_points,ridge,manual,late_novel_geometry_rate,133,20,0.188667862043,0.199664494157
model_points,ridge,manual,late_support_promotions_rate,133,20,0.136748772849,0.145780545722
model_points,ridge,manual,medoid_reference_abs_change,124,19,0.019380836063,0.0218834966154
model_points,ridge,manual,same_point_multimodal,166,22,0.357877902287,0.347157069147
model_points,ridge,manual,stable_D10,42,15,0.34588730571,0.349921585326
model_points,ridge,manual,stable_G10,42,15,0.32959065714,0.347096318711
model_points,ridge,manual,stable_P,42,15,0.339308346108,0.348255656335
model_points,ridge,manual,stable_multimode_G10,42,15,0.28542938813,0.26359589545
model_points,ridge,manual,supported_multimodal,166,22,0.451411964525,0.436150000939
model_points,ridge,semi,half_TV,42,12,0.112743394435,0.104421495029
model_points,ridge,semi,half_future_uncovered,42,12,0.346187236807,0.300607274859
model_points,ridge,semi,late_novel_geometry_rate,42,12,0.193728696689,0.186041504742
model_points,ridge,semi,late_support_promotions_rate,42,12,0.142932937794,0.144695528998
model_points,ridge,semi,medoid_reference_abs_change,42,12,0.0177376762526,0.018501545622
model_points,ridge,semi,same_point_multimodal,43,12,0.346999475893,0.308989868546
model_points,ridge,semi,stable_D10,16,7,0.178044019903,0.215367758513
model_points,ridge,semi,stable_G10,16,7,0.349062418845,0.436242104586
model_points,ridge,semi,stable_P,16,7,0.178044019903,0.215367758513
model_points,ridge,semi,stable_multimode_G10,16,7,0.264311697765,0.183561205209
model_points,ridge,semi,supported_multimodal,43,12,0.492427768286,0.499197400357
points_plus_shared,knn,manual,half_TV,133,20,0.0855555155869,0.100927247893
points_plus_shared,knn,manual,half_future_uncovered,133,20,0.296530353662,0.31166490191
points_plus_shared,knn,manual,late_novel_geometry_rate,133,20,0.211720969089,0.237017535936
points_plus_shared,knn,manual,late_support_promotions_rate,133,20,0.141203007519,0.141037521969
points_plus_shared,knn,manual,medoid_reference_abs_change,124,19,0.0196280422995,0.0208961573903
points_plus_shared,knn,manual,same_point_multimodal,166,22,0.324497991968,0.310360556951
points_plus_shared,knn,manual,stable_D10,42,15,0.377968253968,0.408062857143
points_plus_shared,knn,manual,stable_G10,42,15,0.332333333333,0.371147301587
points_plus_shared,knn,manual,stable_P,42,15,0.382095238095,0.422678730159
points_plus_shared,knn,manual,stable_multimode_G10,42,15,0.292253968254,0.248483809524
points_plus_shared,knn,manual,supported_multimodal,166,22,0.45140562249,0.432741433651
points_plus_shared,knn,semi,half_TV,42,12,0.127282454985,0.126306412377
points_plus_shared,knn,semi,half_future_uncovered,42,12,0.40251948052,0.378534334416
points_plus_shared,knn,semi,late_novel_geometry_rate,42,12,0.22453968254,0.212388888889
points_plus_shared,knn,semi,late_support_promotions_rate,42,12,0.14823015873,0.148973115079
points_plus_shared,knn,semi,medoid_reference_abs_change,42,12,0.0175377355865,0.0172655658384
points_plus_shared,knn,semi,same_point_multimodal,43,12,0.413953488372,0.372751322751
points_plus_shared,knn,semi,stable_D10,16,7,0.252625,0.281571428571
points_plus_shared,knn,semi,stable_G10,16,7,0.290333333333,0.393261904762
points_plus_shared,knn,semi,stable_P,16,7,0.252625,0.281571428571
points_plus_shared,knn,semi,stable_multimode_G10,16,7,0.441875,0.388742857143
points_plus_shared,knn,semi,supported_multimodal,43,12,0.51007751938,0.464517195767
points_plus_shared,ridge,manual,half_TV,133,20,0.0813136927547,0.0933605797773
points_plus_shared,ridge,manual,half_future_uncovered,133,20,0.297280910151,0.323982552571
points_plus_shared,ridge,manual,late_novel_geometry_rate,133,20,0.189164374735,0.209528617488
points_plus_shared,ridge,manual,late_support_promotions_rate,133,20,0.150639803083,0.170539264525
points_plus_shared,ridge,manual,medoid_reference_abs_change,124,19,0.0224895666237,0.0230370675476
points_plus_shared,ridge,manual,same_point_multimodal,166,22,0.348496772646,0.343526797148
points_plus_shared,ridge,manual,stable_D10,42,15,0.363914744604,0.360158385979
points_plus_shared,ridge,manual,stable_G10,42,15,0.349723707471,0.364253166247
points_plus_shared,ridge,manual,stable_P,42,15,0.350402161603,0.35912170849
points_plus_shared,ridge,manual,stable_multimode_G10,42,15,0.27498122647,0.219534109228
points_plus_shared,ridge,manual,supported_multimodal,166,22,0.406888327019,0.412260963878
points_plus_shared,ridge,semi,half_TV,42,12,0.14866973022,0.139517465319
points_plus_shared,ridge,semi,half_future_uncovered,42,12,0.450143632508,0.438290712522
points_plus_shared,ridge,semi,late_novel_geometry_rate,42,12,0.250556923319,0.257349469926
points_plus_shared,ridge,semi,late_support_promotions_rate,42,12,0.181672351989,0.177879464936
points_plus_shared,ridge,semi,medoid_reference_abs_change,42,12,0.0200250268114,0.0197833900251
points_plus_shared,ridge,semi,same_point_multimodal,43,12,0.3449513947,0.333602538287
points_plus_shared,ridge,semi,stable_D10,16,7,0.2578593634,0.285496780106
points_plus_shared,ridge,semi,stable_G10,16,7,0.313539709917,0.348625955386
points_plus_shared,ridge,semi,stable_P,16,7,0.2578593634,0.285496780106
points_plus_shared,ridge,semi,stable_multimode_G10,16,7,0.329555215433,0.295125623747
points_plus_shared,ridge,semi,supported_multimodal,43,12,0.530238967665,0.531876702599
scene,constant,manual,half_TV,133,20,0.0955864837805,0.101714237651
scene,constant,manual,half_future_uncovered,133,20,0.346662869294,0.353515752818
scene,constant,manual,late_novel_geometry_rate,133,20,0.206428571429,0.213073872886
scene,constant,manual,late_support_promotions_rate,133,20,0.139197994987,0.152572769823
scene,constant,manual,medoid_reference_abs_change,124,19,0.0178605221043,0.0200620008707
scene,constant,manual,same_point_multimodal,166,22,0.228915662651,0.205564637383
scene,constant,manual,stable_D10,42,15,0.357142857143,0.389314285714
scene,constant,manual,stable_G10,42,15,0.345952380952,0.389133333333
scene,constant,manual,stable_P,42,15,0.350476190476,0.385619047619
scene,constant,manual,stable_multimode_G10,42,15,0.202142857143,0.141047619048
scene,constant,manual,supported_multimodal,166,22,0.349397590361,0.304191263282
scene,constant,semi,half_TV,42,12,0.108284349708,0.102715879028
scene,constant,semi,half_future_uncovered,42,12,0.350193001443,0.329690205628
scene,constant,semi,late_novel_geometry_rate,42,12,0.191825396825,0.183255125661
scene,constant,semi,late_support_promotions_rate,42,12,0.132976190476,0.125646825397
scene,constant,semi,medoid_reference_abs_change,42,12,0.0142288527198,0.0140509508797
scene,constant,semi,same_point_multimodal,43,12,0.255813953488,0.254265873016
scene,constant,semi,stable_D10,16,7,0.240625,0.295095238095
scene,constant,semi,stable_G10,16,7,0.266875,0.364857142857
scene,constant,semi,stable_P,16,7,0.240625,0.295095238095
scene,constant,semi,stable_multimode_G10,16,7,0.42875,0.368619047619
scene,constant,semi,supported_multimodal,43,12,0.372093023256,0.434126984127
scene,knn,manual,half_TV,133,20,0.0992935658177,0.108265354974
scene,knn,manual,half_future_uncovered,133,20,0.369635718083,0.385922350948
scene,knn,manual,late_novel_geometry_rate,133,20,0.221473684211,0.227703664854
scene,knn,manual,late_support_promotions_rate,133,20,0.173608187134,0.17137371579
scene,knn,manual,medoid_reference_abs_change,124,19,0.0190529404498,0.0219518519244
scene,knn,manual,same_point_multimodal,166,22,0.256626506024,0.229428273746
scene,knn,manual,stable_D10,42,15,0.438396825397,0.471797460317
scene,knn,manual,stable_G10,42,15,0.307698412698,0.345671111111
scene,knn,manual,stable_P,42,15,0.431809523809,0.468146666667
scene,knn,manual,stable_multimode_G10,42,15,0.240714285714,0.195645714286
scene,knn,manual,supported_multimodal,166,22,0.379518072289,0.330075101666
scene,knn,semi,half_TV,42,12,0.119694862706,0.10850881355
scene,knn,semi,half_future_uncovered,42,12,0.403147426647,0.37141606241
scene,knn,semi,late_novel_geometry_rate,42,12,0.217388888889,0.204680820106
scene,knn,semi,late_support_promotions_rate,42,12,0.141,0.154683145944
scene,knn,semi,medoid_reference_abs_change,42,12,0.0210877835082,0.0219276707951
scene,knn,semi,same_point_multimodal,43,12,0.348837209302,0.368154761905
scene,knn,semi,stable_D10,16,7,0.196041666667,0.259007936508
scene,knn,semi,stable_G10,16,7,0.251166666667,0.311080952381
scene,knn,semi,stable_P,16,7,0.196041666667,0.259007936508
scene,knn,semi,stable_multimode_G10,16,7,0.450708333333,0.4071
scene,knn,semi,supported_multimodal,43,12,0.649612403101,0.715535714286
scene,ridge,manual,half_TV,133,20,0.0951661048844,0.102878593336
scene,ridge,manual,half_future_uncovered,133,20,0.349296794981,0.367380581763
scene,ridge,manual,late_novel_geometry_rate,133,20,0.217730837815,0.221858721157
scene,ridge,manual,late_support_promotions_rate,133,20,0.143710470022,0.15594262969
scene,ridge,manual,medoid_reference_abs_change,124,19,0.019564549774,0.0220990305483
scene,ridge,manual,same_point_multimodal,166,22,0.351888142162,0.331703778521
scene,ridge,manual,stable_D10,42,15,0.343863315877,0.363312896269
scene,ridge,manual,stable_G10,42,15,0.291932407303,0.317848247187
scene,ridge,manual,stable_P,42,15,0.337667547343,0.360383209915
scene,ridge,manual,stable_multimode_G10,42,15,0.231617306863,0.200628479032
scene,ridge,manual,supported_multimodal,166,22,0.448932906702,0.426082885814
scene,ridge,semi,half_TV,42,12,0.111895928788,0.102756468005
scene,ridge,semi,half_future_uncovered,42,12,0.366394155535,0.333352586442
scene,ridge,semi,late_novel_geometry_rate,42,12,0.193408038624,0.182483859964
scene,ridge,semi,late_support_promotions_rate,42,12,0.137900062794,0.1391769314
scene,ridge,semi,medoid_reference_abs_change,42,12,0.0177102326743,0.0193190105398
scene,ridge,semi,same_point_multimodal,43,12,0.400188923153,0.387362936909
scene,ridge,semi,stable_D10,16,7,0.204264189709,0.268634074975
scene,ridge,semi,stable_G10,16,7,0.284530204404,0.35413792147
scene,ridge,semi,stable_P,16,7,0.204264189709,0.268634074975
scene,ridge,semi,stable_multimode_G10,16,7,0.398330971444,0.304919663846
scene,ridge,semi,supported_multimodal,43,12,0.513134514689,0.532866808145
scene,same_scene,manual,half_TV,133,20,0.0933055372577,0.101463230861
scene,same_scene,manual,half_future_uncovered,133,20,0.341599643047,0.373665160124
scene,same_scene,manual,late_novel_geometry_rate,133,20,0.225112781955,0.231953044641
scene,same_scene,manual,late_support_promotions_rate,133,20,0.14790726817,0.161293552512
scene,same_scene,manual,medoid_reference_abs_change,124,19,0.0184220747359,0.0213269483121
scene,same_scene,manual,same_point_multimodal,166,22,0.225903614458,0.203941260759
scene,same_scene,manual,stable_D10,42,15,0.367023809524,0.390076190476
scene,same_scene,manual,stable_G10,42,15,0.333571428571,0.359271428571
scene,same_scene,manual,stable_P,42,15,0.36130952381,0.387038095238
scene,same_scene,manual,stable_multimode_G10,42,15,0.174047619048,0.127380952381
scene,same_scene,manual,supported_multimodal,166,22,0.355421686747,0.310143644235
scene,same_scene,semi,half_TV,42,12,0.116126003827,0.10486098743
scene,same_scene,semi,half_future_uncovered,42,12,0.375141594517,0.353368803361
scene,same_scene,semi,late_novel_geometry_rate,42,12,0.203531746032,0.194630291005
scene,same_scene,semi,late_support_promotions_rate,42,12,0.155674603175,0.156870039683
scene,same_scene,semi,medoid_reference_abs_change,42,12,0.0167828498878,0.0185040469035
scene,same_scene,semi,same_point_multimodal,43,12,0.279069767442,0.268551587302
scene,same_scene,semi,stable_D10,16,7,0.24375,0.285666666667
scene,same_scene,semi,stable_G10,16,7,0.2465625,0.311214285714
scene,same_scene,semi,stable_P,16,7,0.24375,0.285666666667
scene,same_scene,semi,stable_multimode_G10,16,7,0.464375,0.376333333333
scene,same_scene,semi,supported_multimodal,43,12,0.46511627907,0.543898809524
scene_AI,knn,manual,half_TV,133,20,0.104396045579,0.114677771468
scene_AI,knn,manual,half_future_uncovered,133,20,0.387701918939,0.403963742357
scene_AI,knn,manual,late_novel_geometry_rate,133,20,0.227185463659,0.22935707117
scene_AI,knn,manual,late_support_promotions_rate,133,20,0.172540517962,0.181946164484
scene_AI,knn,manual,medoid_reference_abs_change,124,19,0.0204431771599,0.0224489084847
scene_AI,knn,manual,same_point_multimodal,166,22,0.273092369478,0.264950159268
scene_AI,knn,manual,stable_D10,42,15,0.415380952381,0.445771428571
scene_AI,knn,manual,stable_G10,42,15,0.337238095238,0.375382857143
scene_AI,knn,manual,stable_P,42,15,0.408666666667,0.44208952381
scene_AI,knn,manual,stable_multimode_G10,42,15,0.221666666667,0.190558730159
scene_AI,knn,manual,supported_multimodal,166,22,0.428514056225,0.393037391901
scene_AI,knn,semi,half_TV,42,12,0.121574983792,0.118256973244
scene_AI,knn,semi,half_future_uncovered,42,12,0.397174122174,0.363563308682
scene_AI,knn,semi,late_novel_geometry_rate,42,12,0.22403968254,0.210299206349
scene_AI,knn,semi,late_support_promotions_rate,42,12,0.148396825397,0.149388988095
scene_AI,knn,semi,medoid_reference_abs_change,42,12,0.0195615799864,0.0203327940912
scene_AI,knn,semi,same_point_multimodal,43,12,0.325581395349,0.324503968254
scene_AI,knn,semi,stable_D10,16,7,0.199875,0.250666666667
scene_AI,knn,semi,stable_G10,16,7,0.245375,0.305323809524
scene_AI,knn,semi,stable_P,16,7,0.199875,0.250666666667
scene_AI,knn,semi,stable_multimode_G10,16,7,0.433625,0.393619047619
scene_AI,knn,semi,supported_multimodal,43,12,0.581395348837,0.646891534392
scene_AI,ridge,manual,half_TV,133,20,0.0990258044103,0.105789059037
scene_AI,ridge,manual,half_future_uncovered,133,20,0.365096246485,0.385545650784
scene_AI,ridge,manual,late_novel_geometry_rate,133,20,0.221956087717,0.223484858174
scene_AI,ridge,manual,late_support_promotions_rate,133,20,0.148578479948,0.160337360883
scene_AI,ridge,manual,medoid_reference_abs_change,124,19,0.0205582900958,0.0220606110022
scene_AI,ridge,manual,same_point_multimodal,166,22,0.35941950768,0.338974882124
scene_AI,ridge,manual,stable_D10,42,15,0.358667044328,0.375500897353
scene_AI,ridge,manual,stable_G10,42,15,0.305139022199,0.323365915992
scene_AI,ridge,manual,stable_P,42,15,0.351734672977,0.371852483925
scene_AI,ridge,manual,stable_multimode_G10,42,15,0.244499524526,0.213174259928
scene_AI,ridge,manual,supported_multimodal,166,22,0.454776168232,0.434839106789
scene_AI,ridge,semi,half_TV,42,12,0.110969878716,0.10487234285
scene_AI,ridge,semi,half_future_uncovered,42,12,0.36889746591,0.347034658919
scene_AI,ridge,semi,late_novel_geometry_rate,42,12,0.204861209531,0.192023391904
scene_AI,ridge,semi,late_support_promotions_rate,42,12,0.141112549302,0.142886297261
scene_AI,ridge,semi,medoid_reference_abs_change,42,12,0.0171935687852,0.0180687061089
scene_AI,ridge,semi,same_point_multimodal,43,12,0.407971520751,0.400827963146
scene_AI,ridge,semi,stable_D10,16,7,0.226961668243,0.249994870957
scene_AI,ridge,semi,stable_G10,16,7,0.245642289029,0.250023788528
scene_AI,ridge,semi,stable_P,16,7,0.226961668243,0.249994870957
scene_AI,ridge,semi,stable_multimode_G10,16,7,0.381231562943,0.300829669115
