condition,target,feature,baseline,method_MAE,baseline_MAE,n,groups,delta,lo,hi
semi,half_TV,model_points,constant,0.112743394435,0.108284349708,42,12,0.0044590447265,-0.00602813510019,0.0154263540139
semi,half_TV,points_plus_shared,constant,0.14866973022,0.108284349708,42,12,0.0403853805117,0.0078601827871,0.0802099108004
semi,half_TV,scene,constant,0.111895928788,0.108284349708,42,12,0.00361157908038,-0.00808526176427,0.0163232202855
semi,half_TV,scene_AI,constant,0.110969878716,0.108284349708,42,12,0.00268552900836,-0.00552717063757,0.012155313594
semi,half_TV,C_da3_layer11_global,model_points,0.160348160853,0.112743394435,42,12,0.0476047664181,0.0179614370018,0.0941640257067
semi,half_TV,C_hohonet_shared_global,model_points,0.148075054843,0.112743394435,42,12,0.0353316604081,0.00938091714538,0.0737005056011
semi,half_TV,model_feedback,model_points,0.116800669505,0.112743394435,42,12,0.00405727506994,-0.0100944345159,0.0246429187388
semi,half_TV,points_plus_shared,model_points,0.14866973022,0.112743394435,42,12,0.0359263357852,0.0100317181283,0.0732176529565
semi,half_TV,scene,model_points,0.111895928788,0.112743394435,42,12,-0.000847465646118,-0.0115004802272,0.0125754126766
semi,half_TV,scene_AI,model_points,0.110969878716,0.112743394435,42,12,-0.00177351571813,-0.0109779257867,0.0104614362912
semi,half_TV,C_da3_layer11_global,scene,0.160348160853,0.111895928788,42,12,0.0484522320642,0.0170645140785,0.0940449936352
semi,half_TV,C_hohonet_shared_global,scene,0.148075054843,0.111895928788,42,12,0.0361791260542,0.0113441820222,0.0732546691975
semi,half_TV,model_feedback,scene,0.116800669505,0.111895928788,42,12,0.00490474071606,-0.0109334100957,0.0250657058487
semi,half_TV,model_points,scene,0.112743394435,0.111895928788,42,12,0.000847465646118,-0.0125754126766,0.0115004802272
semi,half_TV,points_plus_shared,scene,0.14866973022,0.111895928788,42,12,0.0367738014313,0.0120696874204,0.0737279897257
semi,half_TV,scene_AI,scene,0.110969878716,0.111895928788,42,12,-0.000926050072017,-0.0102985276902,0.00794392363647
semi,half_future_uncovered,C_da3_layer11_global,constant,0.483539512859,0.350193001443,42,12,0.133346511416,0.0173783822879,0.253857513723
semi,half_future_uncovered,C_hohonet_shared_global,constant,0.453424721157,0.350193001443,42,12,0.103231719714,-0.0316458446341,0.253242766531
semi,half_future_uncovered,model_feedback,constant,0.36804865004,0.350193001443,42,12,0.0178556485968,-0.0822713098947,0.119830314649
semi,half_future_uncovered,model_points,constant,0.346187236807,0.350193001443,42,12,-0.00400576463637,-0.0893103642879,0.0717392366416
semi,half_future_uncovered,points_plus_shared,constant,0.450143632508,0.350193001443,42,12,0.0999506310653,-0.0386688139626,0.24327780468
semi,half_future_uncovered,scene,constant,0.366394155535,0.350193001443,42,12,0.0162011540923,-0.0704002817541,0.0987382471558
semi,half_future_uncovered,scene_AI,constant,0.36889746591,0.350193001443,42,12,0.0187044644673,-0.0592184989266,0.0923032906832
semi,half_future_uncovered,C_da3_layer11_global,model_points,0.483539512859,0.346187236807,42,12,0.137352276052,0.0663483152865,0.22836101197
semi,half_future_uncovered,C_hohonet_shared_global,model_points,0.453424721157,0.346187236807,42,12,0.107237484351,0.0307694064665,0.213998793082
semi,half_future_uncovered,model_feedback,model_points,0.36804865004,0.346187236807,42,12,0.0218614132332,-0.0268820141273,0.0859839978568
semi,half_future_uncovered,points_plus_shared,model_points,0.450143632508,0.346187236807,42,12,0.103956395702,0.0300476371117,0.205163928798
semi,half_future_uncovered,scene,model_points,0.366394155535,0.346187236807,42,12,0.0202069187286,-0.0211498106513,0.0754324995205
semi,half_future_uncovered,scene_AI,model_points,0.36889746591,0.346187236807,42,12,0.0227102291037,-0.0206634743418,0.0799820734225
semi,half_future_uncovered,C_da3_layer11_global,scene,0.483539512859,0.366394155535,42,12,0.117145357323,0.0348415167772,0.204806944907
semi,half_future_uncovered,C_hohonet_shared_global,scene,0.453424721157,0.366394155535,42,12,0.087030565622,-0.000526478218416,0.194061799084
semi,half_future_uncovered,model_feedback,scene,0.36804865004,0.366394155535,42,12,0.00165449450458,-0.0361704722292,0.0544547638023
semi,half_future_uncovered,model_points,scene,0.346187236807,0.366394155535,42,12,-0.0202069187286,-0.0754324995205,0.0211498106513
semi,half_future_uncovered,points_plus_shared,scene,0.450143632508,0.366394155535,42,12,0.083749476973,0.00150506594026,0.187062362752
semi,half_future_uncovered,scene_AI,scene,0.36889746591,0.366394155535,42,12,0.00250331037507,-0.020592398624,0.029029659785
semi,late_novel_geometry_rate,C_da3_layer11_global,constant,0.278184106688,0.191825396825,42,12,0.0863587098621,0.0322752683245,0.14913405696
semi,late_novel_geometry_rate,C_hohonet_shared_global,constant,0.250087685382,0.191825396825,42,12,0.0582622885561,-0.0044003026195,0.144211182593
semi,late_novel_geometry_rate,model_feedback,constant,0.207258575957,0.191825396825,42,12,0.015433179132,-0.0145113294326,0.0524266926165
semi,late_novel_geometry_rate,model_points,constant,0.193728696689,0.191825396825,42,12,0.00190329986405,-0.0218559212979,0.0240064501045
semi,late_novel_geometry_rate,points_plus_shared,constant,0.250556923319,0.191825396825,42,12,0.0587315264938,-0.00209812257458,0.132675604878
semi,late_novel_geometry_rate,scene,constant,0.193408038624,0.191825396825,42,12,0.00158264179898,-0.0206225439868,0.0218257601932
semi,late_novel_geometry_rate,scene_AI,constant,0.204861209531,0.191825396825,42,12,0.0130358127056,-0.0145280962229,0.0369999015472
semi,late_novel_geometry_rate,C_da3_layer11_global,model_points,0.278184106688,0.193728696689,42,12,0.0844554099981,0.0399370839121,0.139132196403
semi,late_novel_geometry_rate,C_hohonet_shared_global,model_points,0.250087685382,0.193728696689,42,12,0.056358988692,0.000992316597485,0.141542450633
semi,late_novel_geometry_rate,model_feedback,model_points,0.207258575957,0.193728696689,42,12,0.0135298792679,-0.00951717779368,0.0479772808938
semi,late_novel_geometry_rate,points_plus_shared,model_points,0.250556923319,0.193728696689,42,12,0.0568282266298,0.00483394603161,0.125775385386
semi,late_novel_geometry_rate,scene,model_points,0.193408038624,0.193728696689,42,12,-0.000320658065071,-0.0144846319193,0.0180757004754
semi,late_novel_geometry_rate,scene_AI,model_points,0.204861209531,0.193728696689,42,12,0.0111325128415,-0.0110630297858,0.0381530385206
semi,late_novel_geometry_rate,C_da3_layer11_global,scene,0.278184106688,0.193408038624,42,12,0.0847760680632,0.0449984942221,0.136624688552
semi,late_novel_geometry_rate,C_hohonet_shared_global,scene,0.250087685382,0.193408038624,42,12,0.0566796467571,0.00166810154194,0.137924745155
semi,late_novel_geometry_rate,model_feedback,scene,0.207258575957,0.193408038624,42,12,0.013850537333,-0.00872694378941,0.0435745774566
semi,late_novel_geometry_rate,model_points,scene,0.193728696689,0.193408038624,42,12,0.000320658065071,-0.0180757004754,0.0144846319193
semi,late_novel_geometry_rate,points_plus_shared,scene,0.250556923319,0.193408038624,42,12,0.0571488846948,0.00346362954837,0.124406618854
semi,late_novel_geometry_rate,scene_AI,scene,0.204861209531,0.193408038624,42,12,0.0114531709066,-0.00463196055613,0.0330047989505
semi,late_support_promotions_rate,C_da3_layer11_global,constant,0.170872599473,0.132976190476,42,12,0.0378964089967,-0.00760661258698,0.0798957706414
semi,late_support_promotions_rate,C_hohonet_shared_global,constant,0.184095259877,0.132976190476,42,12,0.0511190694003,-0.00385531914072,0.112386792593
semi,late_support_promotions_rate,model_feedback,constant,0.14266885988,0.132976190476,42,12,0.00969266940388,-0.0149450242869,0.0356252588812
semi,late_support_promotions_rate,model_points,constant,0.142932937794,0.132976190476,42,12,0.00995674731812,-0.0149299241435,0.0327141018365
semi,late_support_promotions_rate,points_plus_shared,constant,0.181672351989,0.132976190476,42,12,0.0486961615132,-0.00341723979917,0.106550580934
semi,late_support_promotions_rate,scene,constant,0.137900062794,0.132976190476,42,12,0.00492387231764,-0.0197210851094,0.0282474153904
semi,late_support_promotions_rate,scene_AI,constant,0.141112549302,0.132976190476,42,12,0.00813635882539,-0.0159405779313,0.0323994129785
semi,late_support_promotions_rate,C_da3_layer11_global,model_points,0.170872599473,0.142932937794,42,12,0.0279396616786,-0.0113396509784,0.0588867572869
semi,late_support_promotions_rate,C_hohonet_shared_global,model_points,0.184095259877,0.142932937794,42,12,0.0411623220822,-0.00250564442104,0.0873965887031
semi,late_support_promotions_rate,model_feedback,model_points,0.14266885988,0.142932937794,42,12,-0.000264077914242,-0.0161619714351,0.0185380288035
semi,late_support_promotions_rate,points_plus_shared,model_points,0.181672351989,0.142932937794,42,12,0.0387394141951,-0.00245780068115,0.0812127151543
semi,late_support_promotions_rate,scene,model_points,0.137900062794,0.142932937794,42,12,-0.00503287500049,-0.0134856895515,0.00456979793945
semi,late_support_promotions_rate,scene_AI,model_points,0.141112549302,0.142932937794,42,12,-0.00182038849274,-0.0143173609882,0.0137889941016
semi,late_support_promotions_rate,C_da3_layer11_global,scene,0.170872599473,0.137900062794,42,12,0.032972536679,-0.00669899350145,0.0617782954755
semi,late_support_promotions_rate,C_hohonet_shared_global,scene,0.184095259877,0.137900062794,42,12,0.0461951970827,0.00707771442542,0.0909316563928
semi,late_support_promotions_rate,model_feedback,scene,0.14266885988,0.137900062794,42,12,0.00476879708625,-0.00800804140995,0.0193299090374
semi,late_support_promotions_rate,model_points,scene,0.142932937794,0.137900062794,42,12,0.00503287500049,-0.00456979793945,0.0134856895515
semi,late_support_promotions_rate,points_plus_shared,scene,0.181672351989,0.137900062794,42,12,0.0437722891955,0.00747064310984,0.0847601524951
semi,late_support_promotions_rate,scene_AI,scene,0.141112549302,0.137900062794,42,12,0.00321248650775,-0.00350275587043,0.0110919916088
semi,medoid_reference_abs_change,C_da3_layer11_global,constant,0.0194552167682,0.0142288527198,42,12,0.00522636404841,-0.00137327249979,0.0123234955879
semi,medoid_reference_abs_change,C_hohonet_shared_global,constant,0.0200539166278,0.0142288527198,42,12,0.00582506390797,0.000852922062905,0.0122668213852
semi,medoid_reference_abs_change,model_feedback,constant,0.0174862162263,0.0142288527198,42,12,0.0032573635065,8.89965246807e-05,0.00737754511177
semi,medoid_reference_abs_change,model_points,constant,0.0177376762526,0.0142288527198,42,12,0.00350882353281,0.000169015630842,0.00713427421975
semi,medoid_reference_abs_change,points_plus_shared,constant,0.0200250268114,0.0142288527198,42,12,0.00579617409165,0.000835243578401,0.0121921239254
semi,medoid_reference_abs_change,scene,constant,0.0177102326743,0.0142288527198,42,12,0.00348137995446,0.000448766932869,0.00766601864553
semi,medoid_reference_abs_change,scene_AI,constant,0.0171935687852,0.0142288527198,42,12,0.00296471606536,0.000174188188209,0.00678254792555
semi,medoid_reference_abs_change,C_da3_layer11_global,model_points,0.0194552167682,0.0177376762526,42,12,0.0017175405156,-0.00357986972969,0.00667289252677
semi,medoid_reference_abs_change,C_hohonet_shared_global,model_points,0.0200539166278,0.0177376762526,42,12,0.00231624037516,-0.00036433866719,0.00628366771963
semi,medoid_reference_abs_change,model_feedback,model_points,0.0174862162263,0.0177376762526,42,12,-0.000251460026312,-0.00190485020331,0.00118274935334
semi,medoid_reference_abs_change,points_plus_shared,model_points,0.0200250268114,0.0177376762526,42,12,0.00228735055884,-0.000368620151051,0.00609037223251
semi,medoid_reference_abs_change,scene,model_points,0.0177102326743,0.0177376762526,42,12,-2.7443578351e-05,-0.00160725296932,0.00179716496912
semi,medoid_reference_abs_change,scene_AI,model_points,0.0171935687852,0.0177376762526,42,12,-0.00054410746745,-0.00214671263722,0.00113925334167
semi,medoid_reference_abs_change,C_da3_layer11_global,scene,0.0194552167682,0.0177102326743,42,12,0.00174498409395,-0.00391335203568,0.00618931095483
semi,medoid_reference_abs_change,C_hohonet_shared_global,scene,0.0200539166278,0.0177102326743,42,12,0.00234368395351,-0.00105139649943,0.00565945875762
semi,medoid_reference_abs_change,model_feedback,scene,0.0174862162263,0.0177102326743,42,12,-0.000224016447961,-0.0013033597522,0.000550571853751
semi,medoid_reference_abs_change,model_points,scene,0.0177376762526,0.0177102326743,42,12,2.7443578351e-05,-0.00179716496912,0.00160725296932
semi,medoid_reference_abs_change,points_plus_shared,scene,0.0200250268114,0.0177102326743,42,12,0.00231479413719,-0.001156264217,0.00561089137795
semi,medoid_reference_abs_change,scene_AI,scene,0.0171935687852,0.0177102326743,42,12,-0.000516663889099,-0.00154774405686,0.000126335531883
semi,same_point_multimodal,C_da3_layer11_global,constant,0.395859992877,0.255813953488,43,12,0.140046039388,0.0686537554151,0.202962571582
semi,same_point_multimodal,C_hohonet_shared_global,constant,0.375319961444,0.255813953488,43,12,0.119506007955,0.0368680990097,0.207363609318
semi,same_point_multimodal,model_feedback,constant,0.378199331916,0.255813953488,43,12,0.122385378428,0.0349038269684,0.199173076629
semi,same_point_multimodal,model_points,constant,0.346999475893,0.255813953488,43,12,0.0911855224046,-0.022084916153,0.166796148529
semi,same_point_multimodal,points_plus_shared,constant,0.3449513947,0.255813953488,43,12,0.0891374412113,0.00549115088152,0.166468989674
semi,same_point_multimodal,scene,constant,0.400188923153,0.255813953488,43,12,0.144374969664,0.0707149880201,0.20781906799
semi,same_point_multimodal,scene_AI,constant,0.407971520751,0.255813953488,43,12,0.152157567263,0.0806197441006,0.212735587294
semi,same_point_multimodal,C_da3_layer11_global,model_points,0.395859992877,0.346999475893,43,12,0.0488605169836,-0.0113588865123,0.122959283439
semi,same_point_multimodal,C_hohonet_shared_global,model_points,0.375319961444,0.346999475893,43,12,0.0283204855509,-0.0649756777095,0.119718556707
semi,same_point_multimodal,model_feedback,model_points,0.378199331916,0.346999475893,43,12,0.0311998560231,-0.0321930526362,0.103802227933
semi,same_point_multimodal,points_plus_shared,model_points,0.3449513947,0.346999475893,43,12,-0.00204808119331,-0.0888817340342,0.075871920672
semi,same_point_multimodal,scene,model_points,0.400188923153,0.346999475893,43,12,0.0531894472598,0.0222887239373,0.102175151734
semi,same_point_multimodal,scene_AI,model_points,0.407971520751,0.346999475893,43,12,0.0609720448579,0.0173065198155,0.123861603957
semi,same_point_multimodal,C_da3_layer11_global,scene,0.395859992877,0.400188923153,43,12,-0.00432893027619,-0.0425972664609,0.0409847972877
semi,same_point_multimodal,C_hohonet_shared_global,scene,0.375319961444,0.400188923153,43,12,-0.0248689617088,-0.106386028516,0.0505355429668
semi,same_point_multimodal,model_feedback,scene,0.378199331916,0.400188923153,43,12,-0.0219895912367,-0.0779223294281,0.0316242688183
semi,same_point_multimodal,model_points,scene,0.346999475893,0.400188923153,43,12,-0.0531894472598,-0.102175151734,-0.0222887239373
semi,same_point_multimodal,points_plus_shared,scene,0.3449513947,0.400188923153,43,12,-0.0552375284531,-0.135207940963,0.0136023442952
semi,same_point_multimodal,scene_AI,scene,0.407971520751,0.400188923153,43,12,0.00778259759817,-0.0234009285037,0.0385118020733
semi,stable_D10,C_da3_layer11_global,constant,0.353115164891,0.240625,16,7,0.112490164891,-0.0666110901339,0.349106488394
semi,stable_D10,C_hohonet_shared_global,constant,0.258189218069,0.240625,16,7,0.0175642180686,-0.13730143569,0.190617895093
semi,stable_D10,model_feedback,constant,0.300574957414,0.240625,16,7,0.0599499574142,-0.118331093184,0.329118687123
semi,stable_D10,model_points,constant,0.178044019903,0.240625,16,7,-0.0625809800968,-0.17057704441,0.0201484005075
semi,stable_D10,points_plus_shared,constant,0.2578593634,0.240625,16,7,0.0172343633998,-0.139250243392,0.192281084096
semi,stable_D10,scene,constant,0.204264189709,0.240625,16,7,-0.0363608102906,-0.116600793396,0.0175376900564
semi,stable_D10,scene_AI,constant,0.226961668243,0.240625,16,7,-0.0136633317571,-0.0688152064766,0.0159819230631
semi,stable_D10,C_da3_layer11_global,model_points,0.353115164891,0.178044019903,16,7,0.175071144988,0.0684121985084,0.363545907369
semi,stable_D10,C_hohonet_shared_global,model_points,0.258189218069,0.178044019903,16,7,0.0801451981653,0.0183178177167,0.182731403665
semi,stable_D10,model_feedback,model_points,0.300574957414,0.178044019903,16,7,0.122530937511,0.00137432051717,0.344316140145
semi,stable_D10,points_plus_shared,model_points,0.2578593634,0.178044019903,16,7,0.0798153434965,0.0178075440072,0.1843085163
semi,stable_D10,scene,model_points,0.204264189709,0.178044019903,16,7,0.0262201698062,-0.0102840546148,0.0810552576988
semi,stable_D10,scene_AI,model_points,0.226961668243,0.178044019903,16,7,0.0489176483396,-0.0385494096249,0.129135451783
semi,stable_D10,C_da3_layer11_global,scene,0.353115164891,0.204264189709,16,7,0.148850975181,0.0237247022753,0.35127305738
semi,stable_D10,C_hohonet_shared_global,scene,0.258189218069,0.204264189709,16,7,0.0539250283592,-0.0399122711411,0.180502443343
semi,stable_D10,model_feedback,scene,0.300574957414,0.204264189709,16,7,0.0963107677048,-0.0302074303613,0.329721186277
semi,stable_D10,model_points,scene,0.178044019903,0.204264189709,16,7,-0.0262201698062,-0.0810552576988,0.0102840546148
semi,stable_D10,points_plus_shared,scene,0.2578593634,0.204264189709,16,7,0.0535951736904,-0.0412562101181,0.182518962332
semi,stable_D10,scene_AI,scene,0.226961668243,0.204264189709,16,7,0.0226974785335,-0.0591057102359,0.0901584938758
semi,stable_G10,C_da3_layer11_global,constant,0.416695688545,0.266875,16,7,0.149820688545,0.0638012702319,0.239091132728
semi,stable_G10,C_hohonet_shared_global,constant,0.302448560738,0.266875,16,7,0.0355735607378,-0.108956807191,0.132059702668
semi,stable_G10,model_feedback,constant,0.318573248165,0.266875,16,7,0.0516982481646,-0.0101065874264,0.0962062773546
semi,stable_G10,model_points,constant,0.349062418845,0.266875,16,7,0.0821874188446,-0.031274683013,0.198010791956
semi,stable_G10,points_plus_shared,constant,0.313539709917,0.266875,16,7,0.0466647099174,-0.0778840361435,0.134267264953
semi,stable_G10,scene,constant,0.284530204404,0.266875,16,7,0.0176552044042,-0.0411130924275,0.0511200988074
semi,stable_G10,scene_AI,constant,0.245642289029,0.266875,16,7,-0.0212327109715,-0.170321452788,0.0416911628476
semi,stable_G10,C_da3_layer11_global,model_points,0.416695688545,0.349062418845,16,7,0.0676332697005,-0.0858840583517,0.219786888911
semi,stable_G10,C_hohonet_shared_global,model_points,0.302448560738,0.349062418845,16,7,-0.0466138581068,-0.258400543956,0.130197213073
semi,stable_G10,model_feedback,model_points,0.318573248165,0.349062418845,16,7,-0.03048917068,-0.113060217404,0.035238909286
semi,stable_G10,points_plus_shared,model_points,0.313539709917,0.349062418845,16,7,-0.0355227089272,-0.229033645646,0.131429990389
semi,stable_G10,scene,model_points,0.284530204404,0.349062418845,16,7,-0.0645322144404,-0.176573898486,0.0365384934075
semi,stable_G10,scene_AI,model_points,0.245642289029,0.349062418845,16,7,-0.103420129816,-0.253239522065,-0.0233729667043
semi,stable_G10,C_da3_layer11_global,scene,0.416695688545,0.284530204404,16,7,0.132165484141,0.068016523398,0.202353819511
semi,stable_G10,C_hohonet_shared_global,scene,0.302448560738,0.284530204404,16,7,0.0179183563336,-0.0966177946983,0.109592382275
semi,stable_G10,model_feedback,scene,0.318573248165,0.284530204404,16,7,0.0340430437604,-0.00950416141213,0.0793308495758
semi,stable_G10,model_points,scene,0.349062418845,0.284530204404,16,7,0.0645322144404,-0.0365384934075,0.176573898486
semi,stable_G10,points_plus_shared,scene,0.313539709917,0.284530204404,16,7,0.0290095055132,-0.0678905491034,0.11061651689
semi,stable_G10,scene_AI,scene,0.245642289029,0.284530204404,16,7,-0.0388879153757,-0.14705456598,0.00917885087494
semi,stable_P,C_da3_layer11_global,constant,0.353115164891,0.240625,16,7,0.112490164891,-0.0666110901339,0.349106488394
semi,stable_P,C_hohonet_shared_global,constant,0.258189218069,0.240625,16,7,0.0175642180686,-0.13730143569,0.190617895093
semi,stable_P,model_feedback,constant,0.300574957414,0.240625,16,7,0.0599499574142,-0.118331093184,0.329118687123
semi,stable_P,model_points,constant,0.178044019903,0.240625,16,7,-0.0625809800968,-0.17057704441,0.0201484005075
semi,stable_P,points_plus_shared,constant,0.2578593634,0.240625,16,7,0.0172343633998,-0.139250243392,0.192281084096
semi,stable_P,scene,constant,0.204264189709,0.240625,16,7,-0.0363608102906,-0.116600793396,0.0175376900564
semi,stable_P,scene_AI,constant,0.226961668243,0.240625,16,7,-0.0136633317571,-0.0688152064766,0.0159819230631
semi,stable_P,C_da3_layer11_global,model_points,0.353115164891,0.178044019903,16,7,0.175071144988,0.0684121985084,0.363545907369
semi,stable_P,C_hohonet_shared_global,model_points,0.258189218069,0.178044019903,16,7,0.0801451981653,0.0183178177167,0.182731403665
semi,stable_P,model_feedback,model_points,0.300574957414,0.178044019903,16,7,0.122530937511,0.00137432051717,0.344316140145
semi,stable_P,points_plus_shared,model_points,0.2578593634,0.178044019903,16,7,0.0798153434965,0.0178075440072,0.1843085163
semi,stable_P,scene,model_points,0.204264189709,0.178044019903,16,7,0.0262201698062,-0.0102840546148,0.0810552576988
semi,stable_P,scene_AI,model_points,0.226961668243,0.178044019903,16,7,0.0489176483396,-0.0385494096249,0.129135451783
semi,stable_P,C_da3_layer11_global,scene,0.353115164891,0.204264189709,16,7,0.148850975181,0.0237247022753,0.35127305738
semi,stable_P,C_hohonet_shared_global,scene,0.258189218069,0.204264189709,16,7,0.0539250283592,-0.0399122711411,0.180502443343
semi,stable_P,model_feedback,scene,0.300574957414,0.204264189709,16,7,0.0963107677048,-0.0302074303613,0.329721186277
semi,stable_P,model_points,scene,0.178044019903,0.204264189709,16,7,-0.0262201698062,-0.0810552576988,0.0102840546148
semi,stable_P,points_plus_shared,scene,0.2578593634,0.204264189709,16,7,0.0535951736904,-0.0412562101181,0.182518962332
semi,stable_P,scene_AI,scene,0.226961668243,0.204264189709,16,7,0.0226974785335,-0.0591057102359,0.0901584938758
semi,stable_multimode_G10,C_da3_layer11_global,constant,0.361630877911,0.42875,16,7,-0.0671191220886,-0.128760710937,0.0229453115291
semi,stable_multimode_G10,C_hohonet_shared_global,constant,0.325563375762,0.42875,16,7,-0.103186624238,-0.151026241992,-0.0527898727388
semi,stable_multimode_G10,model_feedback,constant,0.379220770086,0.42875,16,7,-0.0495292299145,-0.190956931723,0.0588641237614
semi,stable_multimode_G10,model_points,constant,0.264311697765,0.42875,16,7,-0.164438302235,-0.270115432692,-0.0777320520709
semi,stable_multimode_G10,points_plus_shared,constant,0.329555215433,0.42875,16,7,-0.0991947845668,-0.15428347838,-0.0317069300259
semi,stable_multimode_G10,scene,constant,0.398330971444,0.42875,16,7,-0.0304190285563,-0.161378435047,0.0688499990288
semi,stable_multimode_G10,scene_AI,constant,0.381231562943,0.42875,16,7,-0.0475184370575,-0.155326235422,0.0300097773092
semi,stable_multimode_G10,C_da3_layer11_global,model_points,0.361630877911,0.264311697765,16,7,0.0973191801467,0.0228595521959,0.219896956546
semi,stable_multimode_G10,C_hohonet_shared_global,model_points,0.325563375762,0.264311697765,16,7,0.0612516779975,-0.0179673463967,0.160842564304
semi,stable_multimode_G10,model_feedback,model_points,0.379220770086,0.264311697765,16,7,0.114909072321,0.00705946468992,0.189948600459
semi,stable_multimode_G10,points_plus_shared,model_points,0.329555215433,0.264311697765,16,7,0.0652435176684,-0.0187416670274,0.173801186629
semi,stable_multimode_G10,scene,model_points,0.398330971444,0.264311697765,16,7,0.134019273679,0.0552689457616,0.198964493495
semi,stable_multimode_G10,scene_AI,model_points,0.381231562943,0.264311697765,16,7,0.116919865178,0.0608350410523,0.165588894296
semi,stable_multimode_G10,C_da3_layer11_global,scene,0.361630877911,0.398330971444,16,7,-0.0367000935323,-0.135503402386,0.083375995818
semi,stable_multimode_G10,C_hohonet_shared_global,scene,0.325563375762,0.398330971444,16,7,-0.0727675956815,-0.165768394873,0.0644729050893
semi,stable_multimode_G10,model_feedback,scene,0.379220770086,0.398330971444,16,7,-0.0191102013582,-0.0520703087275,-0.000524470585554
semi,stable_multimode_G10,model_points,scene,0.264311697765,0.398330971444,16,7,-0.134019273679,-0.198964493495,-0.0552689457616
semi,stable_multimode_G10,points_plus_shared,scene,0.329555215433,0.398330971444,16,7,-0.0687757560106,-0.166366000173,0.0805663493845
semi,stable_multimode_G10,scene_AI,scene,0.381231562943,0.398330971444,16,7,-0.0170994085012,-0.0449789071535,0.0091314336554
semi,supported_multimodal,C_da3_layer11_global,constant,0.381100652586,0.372093023256,43,12,0.00900762932978,-0.175185200183,0.148700618245
semi,supported_multimodal,C_hohonet_shared_global,constant,0.496406301475,0.372093023256,43,12,0.124313278219,-0.015723703061,0.228613391281
semi,supported_multimodal,model_feedback,constant,0.530262562658,0.372093023256,43,12,0.158169539402,-0.0148181176274,0.288166629461
semi,supported_multimodal,model_points,constant,0.492427768286,0.372093023256,43,12,0.12033474503,-0.0367432834856,0.227717051612
semi,supported_multimodal,points_plus_shared,constant,0.530238967665,0.372093023256,43,12,0.15814594441,0.026073008398,0.262543644876
semi,supported_multimodal,scene,constant,0.513134514689,0.372093023256,43,12,0.141041491433,0.00435215201661,0.239122513627
semi,supported_multimodal,scene_AI,constant,0.524373420262,0.372093023256,43,12,0.152280397006,0.0162785376286,0.249081548536
semi,supported_multimodal,C_da3_layer11_global,model_points,0.381100652586,0.492427768286,43,12,-0.1113271157,-0.197165838269,-0.0144316290158
semi,supported_multimodal,C_hohonet_shared_global,model_points,0.496406301475,0.492427768286,43,12,0.00397853318909,-0.104047078071,0.0882455343566
semi,supported_multimodal,model_feedback,model_points,0.530262562658,0.492427768286,43,12,0.0378347943723,-0.0137472981465,0.0941770757901
semi,supported_multimodal,points_plus_shared,model_points,0.530238967665,0.492427768286,43,12,0.0378111993796,-0.0575975438299,0.119140561175
semi,supported_multimodal,scene,model_points,0.513134514689,0.492427768286,43,12,0.0207067464034,-0.022456007227,0.0740151821123
semi,supported_multimodal,scene_AI,model_points,0.524373420262,0.492427768286,43,12,0.0319456519761,-0.0108121729504,0.0883226310107
semi,supported_multimodal,C_da3_layer11_global,scene,0.381100652586,0.513134514689,43,12,-0.132033862104,-0.218330765963,-0.0398433638018
semi,supported_multimodal,C_hohonet_shared_global,scene,0.496406301475,0.513134514689,43,12,-0.0167282132143,-0.126462073941,0.0670364183935
semi,supported_multimodal,model_feedback,scene,0.530262562658,0.513134514689,43,12,0.0171280479689,-0.049798734582,0.0868433475763
semi,supported_multimodal,model_points,scene,0.492427768286,0.513134514689,43,12,-0.0207067464034,-0.0740151821123,0.022456007227
semi,supported_multimodal,points_plus_shared,scene,0.530238967665,0.513134514689,43,12,0.0171044529762,-0.0867294867216,0.0935870978543
semi,supported_multimodal,scene_AI,scene,0.524373420262,0.513134514689,43,12,0.0112389055727,0.00679099432872,0.0163214142621
