annotator_id,n_tasks,ru_median_iou,ru_ci_level,ru_ci_low,ru_ci_high,ru_mean_iou,bootstrap_iters
1,10,0.9915033578872681,0.95,0.9026068449020386,1.0,0.9475200831890106,1000
2,10,0.9915033578872681,0.95,0.9152792096138,1.0,0.9579572796821594,1000
3,10,0.9859808683395386,0.95,0.8963552713394165,1.0,0.9471903920173645,1000
