worker_id,unreviewed_core_assignment_count,known_or_proxy_core_assignment_count,status
1,5,11,pass
10,6,10,pass
11,6,11,pass
12,5,11,pass
13,6,10,pass
14,6,10,pass
15,6,11,pass
17,5,11,pass
18,6,10,pass
2,5,11,pass
27,5,11,pass
28,5,11,pass
29,5,11,pass
30,5,11,pass
31,5,12,pass
32,6,11,pass
33,6,11,pass
34,5,12,pass
35,5,11,pass
36,5,11,pass
37,6,11,pass
6,6,10,pass
8,5,11,pass
