heldout_building,information,k,workers,valid_halves,requested_halves,conditional_median_Jaccard,support_version,not_a_target_convergence_selection
b8cTxDM8gDG,TS,4,W011;W015;W027;W028;W029;W032;W033;W035;W036;W037,17,20,0.8,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,QTSB,2,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,16,20,0.493927125506,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,QTSB,2,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,16,20,0.467611336032,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,QTSB,3,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,16,20,0.6,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,QTSB,3,W006;W011;W021,16,20,0.380952380952,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,QTSB,3,W001;W010;W012;W013;W029;W030;W031;W034;W035;W037,16,20,0.594117647059,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,QTSB,4,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,14,20,0.6,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,QTSB,4,W006;W011;W021,14,20,0.75,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,QTSB,4,W001;W010;W012;W013;W031;W034,14,20,0.472222222222,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,QTSB,4,W029;W030;W035;W037,14,20,0.535714285714,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,S,2,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W031;W032;W033;W034;W035;W036;W037,16,20,0.520833333333,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,S,2,W029;W030,16,20,0.153846153846,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,S,3,W006;W008;W010;W012;W013;W015;W017;W018;W021;W028;W031;W034;W037,14,20,0.692307692308,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,S,3,W001;W002;W011;W014;W027;W032;W033;W035;W036,14,20,0.784090909091,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,S,3,W029;W030,14,20,0.5,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,S,4,W008;W018;W031;W034,15,20,0.5,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,S,4,W001;W002;W011;W014;W027;W032;W033;W035;W036,15,20,0.692307692308,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,S,4,W006;W010;W012;W013;W015;W017;W021;W028;W037,15,20,0.538461538462,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,S,4,W029;W030,15,20,0.5,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,QS,2,W002;W027,16,20,0.583333333333,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,QS,2,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,16,20,0.931818181818,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,QS,3,W002;W027,13,20,1,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,QS,3,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W028;W031;W032;W033;W035;W036,13,20,0.684210526316,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,QS,3,W029;W030;W034;W037,13,20,0.571428571429,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,QS,4,W002;W027,17,20,1,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,QS,4,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W028;W031;W032;W033;W035;W036,17,20,0.555555555556,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,QS,4,W029;W030,17,20,0.5,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,QS,4,W034;W037,17,20,0.25,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,TS,2,W001;W002;W006;W008;W010;W012;W013;W017;W018;W021;W031;W034,15,20,0.833333333333,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,TS,2,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,15,20,0.818181818182,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,TS,3,W001;W002;W006;W010;W012;W013;W017;W021,16,20,0.8375,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,TS,3,W008;W018;W031;W034,16,20,0.4,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,TS,3,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,16,20,0.69696969697,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,TS,4,W001;W002;W006;W010;W012;W013;W017;W021,15,20,0.875,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,TS,4,W030,15,20,0.5,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,TS,4,W008;W018;W031;W034,15,20,0.571428571429,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,TS,4,W011;W015;W027;W028;W029;W032;W033;W035;W036;W037,15,20,0.6,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,QTSB,2,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,15,20,0.6,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,QTSB,2,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,15,20,0.538461538462,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,QTSB,3,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,17,20,0.818181818182,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,QTSB,3,W001;W006;W010;W011;W012;W013;W021,17,20,0.714285714286,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,QTSB,3,W029;W030;W031;W034;W035;W037,17,20,0.857142857143,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,QTSB,4,W002;W027,16,20,0.366666666667,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,QTSB,4,W008;W015;W017;W018;W028;W032;W033;W036,16,20,0.630681818182,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,QTSB,4,W001;W006;W010;W011;W012;W013;W021,16,20,0.81746031746,3responses_2buildings_diagnostic_not_primary,True
e9zR4mvMWw7,QTSB,4,W029;W030;W031;W034;W035;W037,16,20,0.690476190476,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,S,2,W001;W002;W011;W014;W027;W032;W033;W035;W036,14,20,0.75,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,S,2,W006;W008;W010;W012;W013;W015;W017;W018;W021;W028;W029;W030;W031;W034;W037,14,20,0.8,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,S,3,W006;W008;W010;W012;W013;W015;W017;W018;W021;W031;W034,15,20,0.727272727273,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,S,3,W001;W002;W011;W014;W027;W032;W033;W035;W036,15,20,0.692307692308,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,S,3,W028;W029;W030;W037,15,20,0.5,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,S,4,W006;W008;W010;W012;W013;W015;W017;W018;W021;W031;W034,17,20,0.538461538462,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,S,4,W001;W002;W011;W014;W027;W032;W033;W035;W036,17,20,0.555555555556,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,S,4,W028;W029;W037,17,20,0.3,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,S,4,W030,17,20,0.5,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,QS,2,W002;W027,14,20,0.25,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,QS,2,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,14,20,0.75,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,QS,3,W002;W027,16,20,1,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,QS,3,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W028;W031;W032;W033;W035;W036,16,20,0.75730994152,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,QS,3,W029;W030;W034;W037,16,20,0.666666666667,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,QS,4,W002;W027,17,20,0.666666666667,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,QS,4,W006;W008;W010;W012;W013;W015;W017;W018;W021;W028;W031,17,20,0.5,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,QS,4,W001;W011;W014;W032;W033;W035;W036,17,20,0.428571428571,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,QS,4,W029;W030;W034;W037,17,20,0.6,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,TS,2,W001;W002;W006;W008;W010;W012;W013;W017;W018;W021;W031;W034,16,20,0.798076923077,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,TS,2,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,16,20,0.847402597403,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,TS,3,W001;W002;W006;W010;W012;W013;W017;W021,16,20,0.844444444444,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,TS,3,W008;W018;W031;W034,16,20,0.571428571429,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,TS,3,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,16,20,0.909090909091,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,TS,4,W001;W002;W006;W010;W012;W013;W017;W021,18,20,0.875,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,TS,4,W030,18,20,0.5,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,TS,4,W008;W018;W031;W034,18,20,0.583333333333,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,TS,4,W011;W015;W027;W028;W029;W032;W033;W035;W036;W037,18,20,0.636363636364,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,QTSB,2,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,16,20,0.571895424837,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,QTSB,2,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,16,20,0.461538461538,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,QTSB,3,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,18,20,0.636363636364,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,QTSB,3,W001;W006;W010;W011;W012;W013;W021,18,20,0.6625,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,QTSB,3,W029;W030;W031;W034;W035;W037,18,20,0.75,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,QTSB,4,W002;W027,15,20,0.333333333333,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,QTSB,4,W008;W015;W017;W018;W028;W032;W033;W036,15,20,0.444444444444,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,QTSB,4,W001;W006;W010;W011;W012;W013;W021,15,20,0.5,3responses_2buildings_diagnostic_not_primary,True
jh4fc5c5qoQ,QTSB,4,W029;W030;W031;W034;W035;W037,15,20,0.571428571429,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,S,2,W001;W002;W011;W014;W027;W032;W033;W035;W036,18,20,0.615384615385,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,S,2,W006;W008;W010;W012;W013;W015;W017;W018;W021;W028;W029;W030;W031;W034;W037,18,20,0.710416666667,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,S,3,W006;W008;W010;W012;W013;W015;W017;W018;W021;W031;W034,15,20,0.666666666667,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,S,3,W001;W002;W011;W014;W027;W032;W033;W035;W036,15,20,0.818181818182,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,S,3,W028;W029;W030;W037,15,20,0.5,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,S,4,W006;W008;W010;W012;W013;W015;W017;W018;W021;W031;W034,17,20,0.6,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,S,4,W001;W002;W011;W014;W027;W032;W033;W035;W036,17,20,0.666666666667,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,S,4,W028;W029;W037,17,20,0.375,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,S,4,W030,17,20,0.5,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,QS,2,W002;W027,16,20,0.45,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,QS,2,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,16,20,0.886363636364,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,QS,3,W002;W027,16,20,0.5,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,QS,3,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W028;W031;W032;W033;W035;W036,16,20,0.666666666667,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,QS,3,W029;W030;W034;W037,16,20,0.585714285714,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,QS,4,W002;W027,17,20,1,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,QS,4,W006;W008;W010;W012;W013;W015;W017;W018;W021;W028;W031,17,20,0.555555555556,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,QS,4,W001;W011;W014;W032;W033;W035;W036,17,20,0.5,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,QS,4,W029;W030;W034;W037,17,20,0.5,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,TS,2,W001;W002;W006;W008;W010;W012;W013;W017;W018;W021;W031;W034,17,20,0.666666666667,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,TS,2,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,17,20,0.785714285714,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,TS,3,W001;W002;W006;W010;W012;W013;W017;W021,17,20,0.875,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,TS,3,W008;W018;W031;W034,17,20,0.333333333333,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,TS,3,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,17,20,0.727272727273,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,TS,4,W001;W002;W006;W010;W012;W013;W017;W021,16,20,0.875,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,TS,4,W030,16,20,0.333333333333,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,TS,4,W008;W018;W031;W034,16,20,0.666666666667,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,TS,4,W011;W015;W027;W028;W029;W032;W033;W035;W036;W037,16,20,0.6,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,QTSB,2,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,20,20,0.612299465241,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,QTSB,2,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,20,20,0.621848739496,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,QTSB,3,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,19,20,0.666666666667,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,QTSB,3,W001;W006;W010;W011;W012;W013;W021,19,20,0.7,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,QTSB,3,W029;W030;W031;W034;W035;W037,19,20,0.5,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,QTSB,4,W002;W027,17,20,0.4,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,QTSB,4,W008;W015;W017;W018;W028;W032;W033;W036,17,20,0.5,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,QTSB,4,W001;W006;W010;W011;W012;W013;W021,17,20,0.7,3responses_2buildings_diagnostic_not_primary,True
jtcxE69GiFV,QTSB,4,W029;W030;W031;W034;W035;W037,17,20,0.666666666667,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,S,2,W001;W002;W011;W014;W027;W032;W033;W035;W036,18,20,0.6,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,S,2,W006;W008;W010;W012;W013;W015;W017;W018;W021;W028;W029;W030;W031;W034;W037,18,20,0.64375,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,S,3,W006;W008;W010;W012;W013;W015;W017;W018;W021;W031;W034,17,20,0.666666666667,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,S,3,W001;W002;W011;W014;W027;W032;W033;W035;W036,17,20,0.666666666667,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,S,3,W028;W029;W030;W037,17,20,0.5,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,S,4,W006;W008;W010;W012;W013;W015;W017;W018;W021;W031;W034,16,20,0.609848484848,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,S,4,W001;W002;W011;W014;W027;W032;W033;W035;W036,16,20,0.69696969697,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,S,4,W028;W029;W037,16,20,0.342857142857,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,S,4,W030,16,20,0.5,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,QS,2,W002;W027,19,20,0.285714285714,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,QS,2,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,19,20,0.791666666667,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,QS,3,W002;W027,16,20,0.533333333333,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,QS,3,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W028;W031;W032;W033;W035;W036,16,20,0.667105263158,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,QS,3,W029;W030;W034;W037,16,20,0.522222222222,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,QS,4,W002;W027,18,20,0.583333333333,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,QS,4,W006;W008;W010;W012;W013;W015;W017;W018;W021;W028;W031,18,20,0.5,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,QS,4,W001;W011;W014;W032;W033;W035;W036,18,20,0.480769230769,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,QS,4,W029;W030;W034;W037,18,20,0.6,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,TS,2,W001;W002;W006;W008;W010;W012;W013;W017;W018;W021;W031;W034,17,20,0.846153846154,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,TS,2,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,17,20,0.818181818182,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,TS,3,W001;W002;W006;W010;W012;W013;W017;W021,18,20,0.888888888889,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,TS,3,W008;W018;W031;W034,18,20,0.535714285714,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,TS,3,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,18,20,0.818181818182,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,TS,4,W001;W002;W006;W010;W012;W013;W017;W021,17,20,0.888888888889,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,TS,4,W030,17,20,0.5,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,TS,4,W008;W018;W031;W034,17,20,0.571428571429,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,TS,4,W011;W015;W027;W028;W029;W032;W033;W035;W036;W037,17,20,0.8,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,QTSB,2,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,19,20,0.555555555556,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,QTSB,2,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,19,20,0.461538461538,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,QTSB,3,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,18,20,0.763636363636,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,QTSB,3,W001;W006;W010;W011;W012;W013;W021,18,20,0.668181818182,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,QTSB,3,W029;W030;W031;W034;W035;W037,18,20,0.666666666667,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,QTSB,4,W002;W027,20,20,0.333333333333,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,QTSB,4,W008;W015;W017;W018;W028;W032;W033;W036,20,20,0.522727272727,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,QTSB,4,W001;W006;W010;W011;W012;W013;W021,20,20,0.618181818182,3responses_2buildings_diagnostic_not_primary,True
kEZ7cmS4wCh,QTSB,4,W029;W030;W031;W034;W035;W037,20,20,0.625,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,S,2,W001;W002;W011;W014;W027;W032;W033;W035;W036,17,20,0.428571428571,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,S,2,W006;W008;W010;W012;W013;W015;W017;W018;W021;W028;W029;W030;W031;W034;W037,17,20,0.541666666667,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,S,3,W006;W008;W010;W012;W013;W015;W017;W018;W021;W031;W034,15,20,0.692307692308,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,S,3,W001;W002;W011;W014;W027;W032;W033;W035;W036,15,20,0.692307692308,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,S,3,W028;W029;W030;W037,15,20,0.5,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,S,4,W006;W008;W010;W012;W013;W015;W017;W018;W021;W031;W034,18,20,0.664335664336,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,S,4,W001;W002;W011;W014;W027;W032;W033;W035;W036,18,20,0.679487179487,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,S,4,W028;W029;W037,18,20,0.25,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,S,4,W030,18,20,0.5,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,QS,2,W002;W027,16,20,0.222222222222,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,QS,2,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,16,20,0.766304347826,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,QS,3,W002;W027,17,20,0.5,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,QS,3,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W028;W031;W032;W033;W035;W036,17,20,0.666666666667,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,QS,3,W029;W030;W034;W037,17,20,0.333333333333,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,QS,4,W002;W027,18,20,0.666666666667,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,QS,4,W006;W008;W010;W012;W013;W015;W017;W018;W021;W028;W031,18,20,0.5,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,QS,4,W001;W011;W014;W032;W033;W035;W036,18,20,0.5625,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,QS,4,W029;W030;W034;W037,18,20,0.5,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,TS,2,W001;W002;W006;W008;W010;W012;W013;W017;W018;W021;W031;W034,15,20,0.666666666667,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,TS,2,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,15,20,0.733333333333,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,TS,3,W001;W002;W006;W010;W012;W013;W017;W021,16,20,0.8375,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,TS,3,W008;W018;W031;W034,16,20,0.333333333333,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,TS,3,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,16,20,0.818181818182,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,TS,4,W001;W002;W006;W010;W012;W013;W017;W021,19,20,0.875,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,TS,4,W030,19,20,0.5,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,TS,4,W008;W018;W031;W034,19,20,0.5,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,TS,4,W011;W015;W027;W028;W029;W032;W033;W035;W036;W037,19,20,0.8,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,QTSB,2,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,16,20,0.571895424837,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,QTSB,2,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,16,20,0.530769230769,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,QTSB,3,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,17,20,0.7,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,QTSB,3,W006;W011;W021,17,20,0.428571428571,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,QTSB,3,W001;W010;W012;W013;W029;W030;W031;W034;W035;W037,17,20,0.636363636364,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,QTSB,4,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,17,20,0.6,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,QTSB,4,W006;W011;W021,17,20,0.5,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,QTSB,4,W001;W010;W012;W013;W031;W034,17,20,0.444444444444,3responses_2buildings_diagnostic_not_primary,True
pRbA3pwrgk9,QTSB,4,W029;W030;W035;W037,17,20,0.571428571429,3responses_2buildings_diagnostic_not_primary,True
pa4otMbVnkk,S,2,W001;W002;W011;W014;W027;W032;W033;W035;W036,17,20,0.5625,3responses_2buildings_diagnostic_not_primary,True
