heldout_building,information,k,workers,valid_halves,requested_halves,conditional_median_Jaccard,support_version,not_a_target_convergence_selection
VFuaQ6m2Qom,QS,3,W001;W006;W008;W010;W011;W012;W013;W014;W028;W031;W032;W033;W034;W035;W036,16,20,0.53137254902,3responses_2buildings_diagnostic_not_primary,True
VFuaQ6m2Qom,QS,3,W029;W030;W037,16,20,0.401785714286,3responses_2buildings_diagnostic_not_primary,True
VFuaQ6m2Qom,QS,4,W002;W015;W017;W018;W021;W027,18,20,0.5,3responses_2buildings_diagnostic_not_primary,True
VFuaQ6m2Qom,QS,4,W001;W011;W014;W032;W033;W035;W036,18,20,0.541958041958,3responses_2buildings_diagnostic_not_primary,True
VFuaQ6m2Qom,QS,4,W006;W008;W010;W012;W013;W028;W031;W034,18,20,0.547008547009,3responses_2buildings_diagnostic_not_primary,True
VFuaQ6m2Qom,QS,4,W029;W030;W037,18,20,0.75,3responses_2buildings_diagnostic_not_primary,True
VFuaQ6m2Qom,TS,2,W001;W002;W006;W008;W010;W012;W013;W017;W018;W021;W031;W034,18,20,0.857142857143,3responses_2buildings_diagnostic_not_primary,True
VFuaQ6m2Qom,TS,2,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,18,20,0.818181818182,3responses_2buildings_diagnostic_not_primary,True
VFuaQ6m2Qom,TS,3,W001;W002;W006;W010;W012;W013;W017;W021,16,20,0.8,3responses_2buildings_diagnostic_not_primary,True
VFuaQ6m2Qom,TS,3,W008;W018;W031;W034,16,20,0.333333333333,3responses_2buildings_diagnostic_not_primary,True
VFuaQ6m2Qom,TS,3,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,16,20,0.727272727273,3responses_2buildings_diagnostic_not_primary,True
VFuaQ6m2Qom,TS,4,W001;W002;W006;W010;W012;W013;W017;W021,15,20,0.75,3responses_2buildings_diagnostic_not_primary,True
VFuaQ6m2Qom,TS,4,W030,15,20,0.5,3responses_2buildings_diagnostic_not_primary,True
VFuaQ6m2Qom,TS,4,W008;W018;W031;W034,15,20,0.5,3responses_2buildings_diagnostic_not_primary,True
VFuaQ6m2Qom,TS,4,W011;W015;W027;W028;W029;W032;W033;W035;W036;W037,15,20,0.727272727273,3responses_2buildings_diagnostic_not_primary,True
VFuaQ6m2Qom,QTSB,2,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,18,20,0.69696969697,3responses_2buildings_diagnostic_not_primary,True
VFuaQ6m2Qom,QTSB,2,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,18,20,0.674358974359,3responses_2buildings_diagnostic_not_primary,True
VFuaQ6m2Qom,QTSB,3,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,15,20,0.769230769231,3responses_2buildings_diagnostic_not_primary,True
VFuaQ6m2Qom,QTSB,3,W001;W006;W010;W011;W012;W013;W021,15,20,0.857142857143,3responses_2buildings_diagnostic_not_primary,True
VFuaQ6m2Qom,QTSB,3,W029;W030;W031;W034;W035;W037,15,20,0.666666666667,3responses_2buildings_diagnostic_not_primary,True
VFuaQ6m2Qom,QTSB,4,W002;W027,17,20,0.333333333333,3responses_2buildings_diagnostic_not_primary,True
VFuaQ6m2Qom,QTSB,4,W008;W015;W017;W018;W028;W032;W033;W036,17,20,0.545454545455,3responses_2buildings_diagnostic_not_primary,True
VFuaQ6m2Qom,QTSB,4,W001;W006;W010;W011;W012;W013;W021,17,20,0.6,3responses_2buildings_diagnostic_not_primary,True
VFuaQ6m2Qom,QTSB,4,W029;W030;W031;W034;W035;W037,17,20,0.625,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,S,2,W001;W002;W011;W014;W027;W032;W033;W035;W036,18,20,0.682692307692,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,S,2,W006;W008;W010;W012;W013;W015;W017;W018;W021;W028;W029;W030;W031;W034;W037,18,20,0.775,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,S,3,W006;W008;W010;W012;W013;W015;W017;W018;W021;W031;W034,17,20,0.642857142857,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,S,3,W001;W002;W011;W014;W027;W032;W033;W035;W036,17,20,0.818181818182,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,S,3,W028;W029;W030;W037,17,20,0.5,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,S,4,W006;W008;W010;W012;W013;W015;W017;W018;W021;W031;W034,20,20,0.603896103896,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,S,4,W001;W002;W011;W014;W027;W032;W033;W035;W036,20,20,0.480769230769,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,S,4,W028;W029;W037,20,20,0.333333333333,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,S,4,W030,20,20,0.5,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,QS,2,W002;W027,16,20,0.333333333333,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,QS,2,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,16,20,0.818181818182,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,QS,3,W002;W027,16,20,0.75,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,QS,3,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W028;W031;W032;W033;W035;W036,16,20,0.585714285714,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,QS,3,W029;W030;W034;W037,16,20,0.291666666667,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,QS,4,W002;W027,17,20,1,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,QS,4,W006;W008;W010;W012;W013;W015;W017;W018;W021;W028;W031,17,20,0.5,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,QS,4,W001;W011;W014;W032;W033;W035;W036,17,20,0.5,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,QS,4,W029;W030;W034;W037,17,20,0.75,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,TS,2,W001;W002;W006;W008;W010;W012;W013;W017;W018;W021;W031;W034,17,20,0.75,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,TS,2,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,17,20,0.785714285714,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,TS,3,W001;W002;W006;W010;W012;W013;W017;W021,15,20,0.875,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,TS,3,W008;W018;W031;W034,15,20,0.5,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,TS,3,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,15,20,0.818181818182,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,TS,4,W001;W002;W006;W010;W012;W013;W017;W021,17,20,0.888888888889,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,TS,4,W030,17,20,1,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,TS,4,W008;W018;W031;W034,17,20,0.6,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,TS,4,W011;W015;W027;W028;W029;W032;W033;W035;W036;W037,17,20,0.727272727273,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,QTSB,2,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,16,20,0.612299465241,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,QTSB,2,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,16,20,0.611842105263,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,QTSB,3,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,18,20,0.866666666667,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,QTSB,3,W001;W006;W010;W011;W012;W013;W021,18,20,0.707070707071,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,QTSB,3,W029;W030;W031;W034;W035;W037,18,20,0.645833333333,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,QTSB,4,W002;W027,14,20,0.533333333333,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,QTSB,4,W008;W015;W017;W018;W028;W032;W033;W036,14,20,0.55,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,QTSB,4,W001;W006;W010;W011;W012;W013;W021,14,20,0.674603174603,3responses_2buildings_diagnostic_not_primary,True
VLzqgDo317F,QTSB,4,W029;W030;W031;W034;W035;W037,14,20,0.702380952381,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,S,2,W001;W002;W011;W014;W027;W032;W033;W035;W036,18,20,0.464285714286,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,S,2,W006;W008;W010;W012;W013;W015;W017;W018;W021;W028;W029;W030;W031;W034;W037,18,20,0.541666666667,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,S,3,W006;W008;W010;W012;W013;W015;W017;W018;W021;W031;W034,17,20,0.692307692308,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,S,3,W001;W002;W011;W014;W027;W032;W033;W035;W036,17,20,0.75,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,S,3,W028;W029;W030;W037,17,20,0.5,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,S,4,W006;W008;W010;W012;W013;W015;W017;W018;W021;W031;W034,15,20,0.642857142857,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,S,4,W001;W002;W011;W014;W027;W032;W033;W035;W036,15,20,0.642857142857,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,S,4,W028;W029;W037,15,20,0.25,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,S,4,W030,15,20,0.5,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,QS,2,W002;W027,15,20,0.285714285714,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,QS,2,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,15,20,0.772727272727,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,QS,3,W002;W027,17,20,0.5,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,QS,3,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W028;W031;W032;W033;W035;W036,17,20,0.631578947368,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,QS,3,W029;W030;W034;W037,17,20,0.5,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,QS,4,W002;W027,15,20,1,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,QS,4,W006;W008;W010;W012;W013;W015;W017;W018;W021;W028;W031,15,20,0.571428571429,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,QS,4,W001;W011;W014;W032;W033;W035;W036,15,20,0.461538461538,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,QS,4,W029;W030;W034;W037,15,20,0.5,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,TS,2,W001;W002;W006;W008;W010;W012;W013;W017;W018;W021;W031;W034,18,20,0.816666666667,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,TS,2,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,18,20,0.818181818182,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,TS,3,W001;W002;W006;W010;W012;W013;W017;W021,18,20,0.775,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,TS,3,W008;W018;W031;W034,18,20,0.5,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,TS,3,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,18,20,0.818181818182,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,TS,4,W001;W002;W006;W010;W012;W013;W017;W021,18,20,0.875,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,TS,4,W030,18,20,0.416666666667,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,TS,4,W008;W018;W031;W034,18,20,0.666666666667,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,TS,4,W011;W015;W027;W028;W029;W032;W033;W035;W036;W037,18,20,0.727272727273,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,QTSB,2,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,15,20,0.555555555556,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,QTSB,2,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,15,20,0.461538461538,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,QTSB,3,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,14,20,0.7,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,QTSB,3,W006;W011;W021,14,20,0.380952380952,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,QTSB,3,W001;W010;W012;W013;W029;W030;W031;W034;W035;W037,14,20,0.572727272727,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,QTSB,4,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,18,20,0.6,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,QTSB,4,W006;W011;W021,18,20,0.428571428571,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,QTSB,4,W001;W010;W012;W013;W031;W034,18,20,0.444444444444,3responses_2buildings_diagnostic_not_primary,True
X7HyMhZNoso,QTSB,4,W029;W030;W035;W037,18,20,0.535714285714,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,S,2,W001;W002;W011;W014;W027;W032;W033;W035;W036,16,20,0.514285714286,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,S,2,W006;W008;W010;W012;W013;W015;W017;W018;W021;W028;W029;W030;W031;W034;W037,16,20,0.663888888889,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,S,3,W006;W008;W010;W012;W013;W015;W017;W018;W021;W031;W034,16,20,0.689903846154,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,S,3,W001;W002;W011;W014;W027;W032;W033;W035;W036,16,20,0.679487179487,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,S,3,W028;W029;W030;W037,16,20,0.5,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,S,4,W006;W008;W010;W012;W013;W015;W017;W018;W021;W031;W034,15,20,0.692307692308,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,S,4,W001;W002;W011;W014;W027;W032;W033;W035;W036,15,20,0.555555555556,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,S,4,W028;W029;W037,15,20,0.285714285714,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,S,4,W030,15,20,0.5,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,QS,2,W002;W027,14,20,0.25,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,QS,2,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,14,20,0.727272727273,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,QS,3,W002;W027,17,20,1,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,QS,3,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W028;W031;W032;W033;W035;W036,17,20,0.736842105263,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,QS,3,W029;W030;W034;W037,17,20,0.5,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,QS,4,W002;W027,18,20,1,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,QS,4,W006;W008;W010;W012;W013;W015;W017;W018;W021;W028;W031,18,20,0.483333333333,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,QS,4,W001;W011;W014;W032;W033;W035;W036,18,20,0.519230769231,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,QS,4,W029;W030;W034;W037,18,20,0.55,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,TS,2,W001;W002;W006;W008;W010;W012;W013;W017;W018;W021;W031;W034,16,20,0.692307692308,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,TS,2,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,16,20,0.733333333333,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,TS,3,W001;W002;W006;W010;W012;W013;W017;W021,19,20,0.75,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,TS,3,W008;W018;W031;W034,19,20,0.428571428571,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,TS,3,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,19,20,0.818181818182,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,TS,4,W001;W002;W006;W010;W012;W013;W017;W021,18,20,0.888888888889,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,TS,4,W030,18,20,0.333333333333,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,TS,4,W008;W018;W031;W034,18,20,0.6,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,TS,4,W011;W015;W027;W028;W029;W032;W033;W035;W036;W037,18,20,0.668181818182,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,QTSB,2,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,18,20,0.668181818182,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,QTSB,2,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,18,20,0.78125,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,QTSB,3,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,18,20,0.591666666667,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,QTSB,3,W001;W006;W010;W011;W012;W013;W021,18,20,0.609848484848,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,QTSB,3,W029;W030;W031;W034;W035;W037,18,20,0.6,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,QTSB,4,W002;W027,19,20,0.25,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,QTSB,4,W008;W015;W017;W018;W028;W032;W033;W036,19,20,0.454545454545,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,QTSB,4,W001;W006;W010;W011;W012;W013;W021,19,20,0.571428571429,3responses_2buildings_diagnostic_not_primary,True
Z6MFQCViBuw,QTSB,4,W029;W030;W031;W034;W035;W037,19,20,0.666666666667,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,S,2,W001;W002;W011;W014;W027;W032;W033;W035;W036,15,20,0.692307692308,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,S,2,W006;W008;W010;W012;W013;W015;W017;W018;W021;W028;W029;W030;W031;W034;W037,15,20,0.733333333333,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,S,3,W006;W008;W010;W012;W013;W015;W017;W018;W021;W031;W034,17,20,0.692307692308,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,S,3,W001;W002;W011;W014;W027;W032;W033;W035;W036,17,20,0.666666666667,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,S,3,W028;W029;W030;W037,17,20,0.5,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,S,4,W006;W008;W010;W012;W013;W015;W017;W018;W021;W031;W034,18,20,0.707386363636,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,S,4,W001;W002;W011;W014;W027;W032;W033;W035;W036,18,20,0.461538461538,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,S,4,W028;W029;W037,18,20,0.309523809524,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,S,4,W030,18,20,0.5,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,QS,2,W002;W027,16,20,0.285714285714,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,QS,2,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,16,20,0.772727272727,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,QS,3,W002;W027,16,20,0.75,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,QS,3,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W028;W031;W032;W033;W035;W036,16,20,0.622807017544,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,QS,3,W029;W030;W034;W037,16,20,0.375,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,QS,4,W002;W027,14,20,0.833333333333,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,QS,4,W006;W008;W010;W012;W013;W015;W017;W018;W021;W028;W031,14,20,0.5,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,QS,4,W001;W011;W014;W032;W033;W035;W036,14,20,0.413194444444,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,QS,4,W029;W030;W034;W037,14,20,0.75,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,TS,2,W001;W002;W006;W008;W010;W012;W013;W017;W018;W021;W031;W034,16,20,0.784615384615,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,TS,2,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,16,20,0.777472527473,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,TS,3,W001;W002;W006;W010;W012;W013;W017;W021,16,20,0.888888888889,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,TS,3,W008;W018;W031;W034,16,20,0.452380952381,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,TS,3,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,16,20,0.772727272727,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,TS,4,W001;W002;W006;W010;W012;W013;W017;W021,18,20,0.875,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,TS,4,W030,18,20,0.5,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,TS,4,W008;W018;W031;W034,18,20,0.5,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,TS,4,W011;W015;W027;W028;W029;W032;W033;W035;W036;W037,18,20,0.618181818182,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,QTSB,2,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,15,20,0.588235294118,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,QTSB,2,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,15,20,0.473684210526,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,QTSB,3,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,16,20,0.583333333333,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,QTSB,3,W001;W006;W010;W011;W012;W013;W021,16,20,0.636363636364,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,QTSB,3,W029;W030;W031;W034;W035;W037,16,20,0.633333333333,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,QTSB,4,W002;W027,18,20,0.222222222222,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,QTSB,4,W008;W015;W017;W018;W028;W032;W033;W036,18,20,0.645833333333,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,QTSB,4,W001;W006;W010;W011;W012;W013;W021,18,20,0.571428571429,3responses_2buildings_diagnostic_not_primary,True
ZMojNkEp431,QTSB,4,W029;W030;W031;W034;W035;W037,18,20,0.666666666667,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,S,2,W006;W008;W010;W012;W013;W017;W018;W031;W034,18,20,0.418831168831,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,S,2,W001;W002;W011;W014;W015;W021;W027;W028;W029;W030;W032;W033;W035;W036;W037,18,20,0.714285714286,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,S,3,W006;W008;W010;W012;W013;W017;W018;W031;W034,17,20,0.692307692308,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,S,3,W001;W002;W011;W014;W015;W021;W027;W032;W033;W035;W036,17,20,0.818181818182,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,S,3,W028;W029;W030;W037,17,20,0.5,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,S,4,W006;W008;W010;W012;W013;W017;W018;W031;W034,15,20,0.75,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,S,4,W001;W002;W011;W014;W015;W021;W027;W032;W033;W035;W036,15,20,0.727272727273,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,S,4,W028;W029;W037,15,20,0.428571428571,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,S,4,W030,15,20,0.5,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,QS,2,W002;W027,16,20,0.236111111111,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,QS,2,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,16,20,0.738636363636,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,QS,3,W002;W027,13,20,1,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,QS,3,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W028;W031;W032;W033;W035;W036,13,20,0.857142857143,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,QS,3,W029;W030;W034;W037,13,20,0.75,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,QS,4,W002;W027,17,20,0.333333333333,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,QS,4,W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W028;W031;W033,17,20,0.555555555556,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,QS,4,W001;W014;W032;W035;W036,17,20,0.384615384615,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,QS,4,W029;W030;W034;W037,17,20,0.6,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,TS,2,W001;W002;W006;W008;W010;W012;W013;W017;W018;W021;W031;W034,14,20,0.833333333333,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,TS,2,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,14,20,0.847402597403,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,TS,3,W001;W002;W006;W010;W012;W013;W017;W021,15,20,0.888888888889,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,TS,3,W008;W018;W031;W034,15,20,0.333333333333,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,TS,3,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,15,20,0.818181818182,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,TS,4,W001;W002;W006;W010;W012;W013;W017;W021,17,20,0.888888888889,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,TS,4,W030,17,20,0.5,3responses_2buildings_diagnostic_not_primary,True
b8cTxDM8gDG,TS,4,W008;W018;W031;W034,17,20,0.666666666667,3responses_2buildings_diagnostic_not_primary,True
